family,source_id,score_col,score,public_action_pred_delta_vs_h057,max_positive_bad_cosine,weight,path,changed_cells
h074,h074_row_broad_outside_h069_c1100_r250_q290_816703df,h074_score,0.5345119537079335,-0.0008397078908902,0.0,0.87176631271216,/Users/kbsoo/Downloads/cl2/hitl/h074_anti_shortcut_state_inversion_jepa/submission_h074_row_broad_outside_h069_c1100_r250_q290_816703df.csv,597
h074,h074_row_broad_outside_h069_c1100_r250_q290_e235c3d4,h074_score,0.4778058712121212,-0.0008385163243183,0.0,0.8708130594546399,/Users/kbsoo/Downloads/cl2/hitl/h074_anti_shortcut_state_inversion_jepa/submission_h074_row_broad_outside_h069_c1100_r250_q290_e235c3d4.csv,640
h076,h076_route_value_big_anti_shortcut_q061_baseline_value_action_c1040_r250_q295_29ada236,h076_score,0.9033819471452118,-0.0009553903747736,0.0,0.9643122998188799,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_anti_shortcut_q061_baseline_value_action_c1040_r250_q295_29ada236.csv,439
h076,h076_wide_assignment_decoder_anti_shortcut_q061_baseline_value_action_c1160_r250_q2105_2bf1957e,h076_score,0.8837297697743334,-0.0009599901550246,0.0,0.96799212401968,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_wide_assignment_decoder_anti_shortcut_q061_baseline_value_action_c1160_r250_q2105_2bf1957e.csv,428
h076,h076_route_value_big_public_private_value_gate_value_action_c1040_r250_q295_1b5e9ca2,h076_score,0.8390596205962061,-0.0009292043655946,0.0,0.9433634924756801,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_public_private_value_gate_value_action_c1040_r250_q295_1b5e9ca2.csv,450
h076,h076_route_value_big_bad_safe_recovery_value_action_c1040_r250_q295_0da58018,h076_score,0.8364846637102735,-0.0009136981130408,0.0,0.9309584904326401,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_bad_safe_recovery_value_action_c1040_r250_q295_0da58018.csv,440
h076,h076_wide_assignment_decoder_public_private_value_gate_value_action_c1160_r250_q2105_1cf3addb,h076_score,0.8339922829944236,-0.0009331630335004,0.0,0.94653042680032,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_wide_assignment_decoder_public_private_value_gate_value_action_c1160_r250_q2105_1cf3addb.csv,433
h076,h076_route_value_big_anti_shortcut_q061_baseline_outside_h069_c1040_r250_q295_a91b64c7,h076_score,0.7694352293175817,-0.0010085520446415,0.0,1.0068416357132,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_anti_shortcut_q061_baseline_outside_h069_c1040_r250_q295_a91b64c7.csv,471
h076,h076_route_value_big_public_private_value_gate_outside_h069_c1040_r250_q295_95ddba1c,h076_score,0.7341667929101653,-0.0009862133573229,0.0,0.98897068585832,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_public_private_value_gate_outside_h069_c1040_r250_q295_95ddba1c.csv,483
h076,h076_route_value_big_recovery_full_vector_outside_h069_c1040_r250_q295_28d67a9e,h076_score,0.6180716953887687,-0.0009728396989163,0.0,0.9782717591330401,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_recovery_full_vector_outside_h069_c1040_r250_q295_28d67a9e.csv,518
h079,h079_top16_episode_all_n012_8a546735,h079_score,0.7469249837072671,-0.0047036577880631,0.0,1.8,/Users/kbsoo/Downloads/cl2/hitl/h079_forced_episode_state_jepa/submission_h079_top16_episode_all_n012_8a546735.csv,294
h079,h079_top16_episode_nonq2_n020_8ff4cfda,h079_score,0.6778749528851948,-0.0046901415904259,0.0,1.8,/Users/kbsoo/Downloads/cl2/hitl/h079_forced_episode_state_jepa/submission_h079_top16_episode_nonq2_n020_8ff4cfda.csv,259
h079,h079_top8_episode_all_n018_27e5bf71,h079_score,0.6107788451219669,-0.0031958695116466,0.0,1.8,/Users/kbsoo/Downloads/cl2/hitl/h079_forced_episode_state_jepa/submission_h079_top8_episode_all_n018_27e5bf71.csv,140
h079,h079_top16_seed_fullrow_a060_b4b589b6,h079_score,0.5632122644786524,-0.0046986080826106,0.0013677982983273,1.7507592612602172,/Users/kbsoo/Downloads/cl2/hitl/h079_forced_episode_state_jepa/submission_h079_top16_seed_fullrow_a060_b4b589b6.csv,105
