posterior_id,config_id,prior_kind,beta,method,temperature,top_k,weight_power,posterior_mae,posterior_p90_abs,posterior_spearman,best_world_mae,top100_world_mae,median_world_mae,ess,ess_rate,q_abs_shift_vs_h018,q_max_abs_shift_vs_h018,q_spearman_vs_h018,mean_max_vector_posterior,row_vector_kl_from_prior,posterior_score
none_b0_elite1000,none_b0,none,0.0,elite,0.0,1000,1.0,1.2861844554740501e-05,3.3656967696881276e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,1000.0,0.014285714285714285,0.010538230436197057,0.0459297574642733,0.9979367232310881,0.10044800000000001,0.05689981226150341,-2.2758754567698453e-05
none_b0_top2500_t0.00025,none_b0,none,0.0,topk,0.00025,2500,1.0,1.31091318124465e-05,2.70607375202632e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2364.092405934966,0.0337727486562138,0.006948188741108708,0.03321883685072402,0.9990487461128031,0.09899394454122262,0.024212237379940167,-2.272450817611164e-05
none_b0_top2500_t0.0005,none_b0,none,0.0,topk,0.0005,2500,1.0,1.3352762953329143e-05,2.6611618269993883e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2468.179823987289,0.03525971177124699,0.006834464031510261,0.03330602103028424,0.9990863584577474,0.09889346190592366,0.02338679099084043,-2.2547666963956943e-05
none_b0_elite2500,none_b0,none,0.0,elite,0.0,2500,1.0,1.3550247471385244e-05,2.6343920852669503e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2500.0,0.03571428571428571,0.006816617093393999,0.03333600121919189,0.9990901441620164,0.09882400000000036,0.02317980566592848,-2.2409968024985432e-05
none_b0_soft_t0.00012_p1.5,none_b0,none,0.0,soft,0.00012,0,1.5,1.3715221776155854e-05,2.8107388506301742e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2227.8254527067475,0.03182607789581068,0.007051556499287177,0.03137354199632503,0.9990115848620975,0.0993557227687271,0.02280223116129333,-2.189810256916403e-05
none_b0_soft_t8e-05_p1,none_b0,none,0.0,soft,8e-05,0,1.0,1.3715221776156028e-05,2.8107388506303304e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2227.825452706749,0.0318260778958107,0.007051556499287176,0.03137354199632503,0.9990115848620975,0.0993557227687271,0.02280223116129332,-2.189810256916347e-05
none_b0_top500_t0.00025,none_b0,none,0.0,topk,0.00025,500,1.0,1.563637212657343e-05,3.224878426238004e-05,0.9909774436090225,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,489.81276054741505,0.006997325150677358,0.014836883379415982,0.07531582966500039,0.9957909463061687,0.10339203355834314,0.11281730914526963,-2.1875282903958855e-05
none_b0_top5000_t0.00012,none_b0,none,0.0,topk,0.00012,5000,1.0,1.3761135184032699e-05,2.6961148547368862e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,3158.4937716555332,0.045121339595079045,0.005990863355602703,0.029035241955769564,0.9992725147112498,0.09879816330488372,0.017353618213826097,-2.1714471893546617e-05
none_b0_top500_t0.0005,none_b0,none,0.0,topk,0.0005,500,1.0,1.613634379429565e-05,3.427190904314488e-05,0.9909774436090225,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,497.59838721710844,0.007108548388815835,0.014736176934977812,0.07591763962921139,0.9958580319492959,0.10330376534036222,0.11167773773526316,-2.0829247463270155e-05
none_b0_soft_t0.00018_p2,none_b0,none,0.0,soft,0.00018,0,2.0,1.4471899258863743e-05,2.9209275551122207e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,2989.3680163696577,0.042705257376709396,0.006106133599542845,0.028505507628103888,0.999250890436621,0.09897867278341846,0.017433932216229374,-2.0487784165353296e-05
none_b0_top5000_t0.00025,none_b0,none,0.0,topk,0.00025,5000,1.0,1.4954818406324057e-05,2.6625535623479872e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,4548.126046991179,0.06497322924273112,0.005048295943356974,0.023684532269696357,0.999483305505714,0.09836266989672383,0.012616721367453248,-2.022766493732922e-05
none_b0_elite500,none_b0,none,0.0,elite,0.0,500,1.0,1.6616585798329835e-05,3.620786888953957e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,500.0,0.007142857142857143,0.0147244471276964,0.07635333382342491,0.9958712128487285,0.10330400000000003,0.11138969461833163,-2.0040774702544287e-05
none_b0_top5000_t0.0005,none_b0,none,0.0,topk,0.0005,5000,1.0,1.5395078687097454e-05,2.765940511507138e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,4892.740245097283,0.06989628921567548,0.004878322499525397,0.021872969935054942,0.9995151678505502,0.0982515656468073,0.011858013513043785,-1.958124865800501e-05
none_b0_soft_t8e-05_p2,none_b0,none,0.0,soft,8e-05,0,2.0,1.779794168928579e-05,4.267665090863914e-05,0.9849624060150375,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,239.67828810588523,0.003423975544369789,0.0214300873471036,0.09316815030529302,0.9916129370037505,0.10918934306570978,0.14865011449611545,-1.9503426762997373e-05
none_b0_elite5000,none_b0,none,0.0,elite,0.0,5000,1.0,1.5773618653569348e-05,2.8481403565819824e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,5000.0,0.07142857142857142,0.004836596544269798,0.021689328796646534,0.9995315681016718,0.09820000000000002,0.011670004648777953,-1.8980518696743764e-05
none_b0_soft_t0.00018_p1.5,none_b0,none,0.0,soft,0.00018,0,1.5,1.6683651735334946e-05,3.8345137720769914e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,5556.727423129014,0.07938182033041448,0.004508932034464109,0.021872918498984095,0.9995827893288514,0.09844169978914634,0.00980075303407242,-1.5353185520438672e-05
none_b0_soft_t0.00012_p1,none_b0,none,0.0,soft,0.00012,0,1.0,1.668365173533538e-05,3.8345137720769914e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,5556.727423129015,0.0793818203304145,0.004508932034464109,0.021872918498984206,0.9995827893288514,0.09844169978914634,0.00980075303407241,-1.535318552043824e-05
none_b0_soft_t0.00025_p2,none_b0,none,0.0,soft,0.00025,0,2.0,1.7030220062996293e-05,3.914023746968161e-05,0.9954887218045112,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,6004.4367368606445,0.08577766766943778,0.0043417758830558316,0.021025678987641405,0.9996114340780456,0.09839242399651701,0.00911290675687027,-1.474097979498609e-05
none_b0_soft_t0.00025_p1.5,none_b0,none,0.0,soft,0.00025,0,1.5,1.9359015575142608e-05,4.313979762142728e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,9722.491678094833,0.13889273825849763,0.003429062374752255,0.016933207077443058,0.9997574925189653,0.09815631326281618,0.005777075466004069,-1.1167509593461623e-05
none_b0_soft_t0.00035_p2,none_b0,none,0.0,soft,0.00035,0,2.0,1.975798790474553e-05,4.362385846129106e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,10445.296346766721,0.1492185192395246,0.0033083978836680296,0.017066517843687068,0.9997715764298878,0.09812807672383103,0.00539579400068903,-1.0599256257459068e-05
none_b0_soft_t0.00018_p1,none_b0,none,0.0,soft,0.00018,0,1.0,1.9992499665155186e-05,4.389144292476726e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,10873.997668905293,0.1553428238415042,0.0032418540510881348,0.017130055306679104,0.9997802215777529,0.09811299038072355,0.005192780372887807,-1.0271230848148403e-05
none_b0_soft_t0.00035_p1.5,none_b0,none,0.0,soft,0.00035,0,1.5,2.2079625786962116e-05,4.596367710156484e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,15187.740389363315,0.21696771984804736,0.002737819539123673,0.017345798510050248,0.9998409033058785,0.09801097638459501,0.0037702766736341297,-7.464432377356297e-06
none_b0_soft_t0.00025_p1,none_b0,none,0.0,soft,0.00025,0,1.0,2.260427302614859e-05,4.639808567134183e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,16437.133675275287,0.23481619536107554,0.0026319636561056296,0.017316274652883323,0.9998531735494167,0.0979906962254008,0.0034937178499418737,-6.788840642518351e-06
none_b0_soft_t0.00055_p2,none_b0,none,0.0,soft,0.00055,0,2.0,2.3301711971302883e-05,4.6918260388843795e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,18227.887199068162,0.2603983885581166,0.0024992920023824555,0.01723228449515879,0.9998661782162909,0.09796652327883916,0.0031614709055830027,-5.908289356499299e-06
none_b0_soft_t0.00035_p1,none_b0,none,0.0,soft,0.00035,0,1.0,2.4935986240285942e-05,4.7822948798922225e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,23067.50480606137,0.32953578294373387,0.002225135257523309,0.016853515451193957,0.9998927853885471,0.09791242223664216,0.0025149459412566167,-3.938180287052974e-06
none_b0_soft_t0.00055_p1.5,none_b0,none,0.0,soft,0.00055,0,1.5,2.523167456050723e-05,4.79314186329457e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,24047.666851353042,0.34353809787647205,0.002179969326229599,0.016759619553091576,0.999897265818715,0.09790325634552914,0.0024148463931396567,-3.5973081358083335e-06
global_b0.15_top250_t0.0005,global_b0.15,global,0.15,topk,0.0005,250,1.0,3.1238978760068146e-05,6.508495214664449e-05,0.9909774436090225,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,248.80951543058146,0.0035544216490083066,0.02480940417728923,0.1217506237861608,0.9901931989499922,0.11592556326616783,0.20858345449721394,-2.0526426185473254e-06
global_b0.15_elite250,global_b0.15,global,0.15,elite,0.0,250,1.0,3.175319462498469e-05,6.327361711361348e-05,0.9909774436090225,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,250.0,0.0035714285714285713,0.02478670022337355,0.12228380272017131,0.9901377531807976,0.11582400000000004,0.2079920217013478,-1.9821789303222637e-06
global_b0.15_top250_t0.00025,global_b0.15,global,0.15,topk,0.00025,250,1.0,3.139459797167343e-05,6.532284573469282e-05,0.9909774436090225,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,244.85979776130569,0.0034979971108757956,0.024971854407154073,0.12067965461663294,0.9900803792921357,0.11608801182811211,0.21052095766164383,-1.9025301018758963e-06
global_b0.15_top250_t0.00012,global_b0.15,global,0.15,topk,0.00012,250,1.0,3.201148678128362e-05,6.584095531523282e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,224.77190774230942,0.0032110272534615633,0.025824851044014805,0.12048634686749948,0.9894403909408568,0.11690319629912858,0.22081038309523154,-1.4371621759351482e-06
global_b0.15_top500_t0.00012,global_b0.15,global,0.15,topk,0.00012,500,1.0,3.0400220802067213e-05,6.632444759398054e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,437.20651105886594,0.006245807300840942,0.020469909746269915,0.09203041992219907,0.9936098356475612,0.1135038411153501,0.12263749180071906,-7.855785663666688e-07
none_b0_soft_t0.00055_p1,none_b0,none,0.0,soft,0.00055,0,1.0,2.75654607124573e-05,5.192367325659518e-05,0.9984962406015038,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,33093.36055338104,0.47276229361972916,0.0018637129317066708,0.015736131756205807,0.9999234341632858,0.09784463928353265,0.0017651699603679315,-1.3895577013672364e-07
global_b0.15_top500_t0.00025,global_b0.15,global,0.15,topk,0.00025,500,1.0,3.1266846746757625e-05,6.64707256993821e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,487.5214924586374,0.0069645927494091054,0.019821807324023,0.08932537624007364,0.9940754458846942,0.11298294493287218,0.11458439036815728,3.768578735729023e-07
global_b0.15_top500_t0.0005,global_b0.15,global,0.15,topk,0.0005,500,1.0,3.1579257957702315e-05,6.63221670041004e-05,0.993984962406015,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,497.1473301569995,0.0071021047165285645,0.01971298753100139,0.09145142803788708,0.994144513250462,0.11288908652655608,0.11320165031013218,5.152062000862629e-07
global_b0.15_elite500,global_b0.15,global,0.15,elite,0.0,500,1.0,3.184530265357647e-05,6.607318171518147e-05,0.993984962406015,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,500.0,0.007142857142857143,0.019698471393954125,0.09333600121919206,0.9941874337117708,0.11285600000000003,0.11285637663985011,7.248110285495829e-07
global_b0.15_top1000_t0.00012,global_b0.15,global,0.15,topk,0.00012,1000,1.0,3.4328090163095354e-05,7.672520789874897e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,833.8914519641274,0.011912735028058964,0.017202226728002337,0.09448311622721506,0.9958886224560823,0.11202101798098156,0.06581784278504053,7.0495540781606075e-06
global_b0.15_top1000_t0.00025,global_b0.15,global,0.15,topk,0.00025,1000,1.0,3.5110828310418865e-05,7.858653775182218e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,966.6123710887144,0.013808748158410206,0.016652181329260354,0.09181547885439256,0.9962489179136735,0.11177565152204752,0.059088928658540124,8.517642848249222e-06
none_b0_elite100,none_b0,none,0.0,elite,0.0,100,1.0,2.3429295134657756e-05,6.882375866339094e-05,0.9609022556390976,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,100.0,0.0014285714285714286,0.033389291730354945,0.16645116341933142,0.9791951852347577,0.11636000000000002,0.448295427523222,8.843427882799604e-06
global_b0.15_top1000_t0.0005,global_b0.15,global,0.15,topk,0.0005,1000,1.0,3.5492439562656576e-05,7.939796996147934e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,992.3614092867389,0.014176591561239127,0.016562858532491884,0.0910740794193674,0.9963151302731543,0.11174979969140983,0.05794280561311601,9.137841271608607e-06
none_b0_top100_t0.0005,none_b0,none,0.0,topk,0.0005,100,1.0,2.3469192734157893e-05,7.03954547131503e-05,0.9624060150375938,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,99.77007989984786,0.0014252868557121123,0.03340300385650783,0.16772382650226436,0.9793432626572349,0.11662941348668361,0.4487486383443205,9.256598288369014e-06
global_b0.15_elite1000,global_b0.15,global,0.15,elite,0.0,1000,1.0,3.5951628968225025e-05,8.017280570029022e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,1000.0,0.014285714285714285,0.016548140227364994,0.09056399311296504,0.9963441699758853,0.11174,0.05762788026847622,9.796626933930533e-06
none_b0_top100_t0.00025,none_b0,none,0.0,topk,0.00025,100,1.0,2.3535628410694623e-05,7.203227293022599e-05,0.9624060150375938,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,99.03360283895768,0.0014147657548422526,0.033513419305874634,0.16921091111212394,0.97925008871885,0.11692192159478294,0.4502510037307751,9.83536775160598e-06
global_b0.15_soft_t8e-05_p1.5,global_b0.15,global,0.15,soft,8e-05,0,1.5,3.903763363908887e-05,7.690309152314604e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,503.47710187769337,0.007192530026824191,0.019809078218614804,0.09758125966136477,0.9942790280586643,0.11392369349217023,0.08071280045293905,1.0760827864008408e-05
none_b0_top100_t0.00012,none_b0,none,0.0,topk,0.00012,100,1.0,2.3783149357651385e-05,7.582438017757036e-05,0.9624060150375938,0.0001898886878621884,0.00026700839443689645,0.0014344885476215545,95.40537671014526,0.0013629339530020752,0.03417485002773279,0.1749267414196511,0.9785631984971735,0.11780754559806018,0.45775351415532806,1.1491988447418053e-05
global_b0.15_soft_t0.00012_p2,global_b0.15,global,0.15,soft,0.00012,0,2.0,4.030002153836785e-05,8.193815187633077e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,782.954102329221,0.011185058604703157,0.017570175048078413,0.09069945990956763,0.9956798711598609,0.11259029015352064,0.056201621581256,1.417754211979812e-05
global_b0.15_soft_t8e-05_p2,global_b0.15,global,0.15,soft,8e-05,0,2.0,3.857716775342492e-05,7.663288388783876e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,158.15537389644123,0.002259362484234875,0.03020489658890489,0.1332104404729525,0.9859021462297125,0.12233467173373873,0.20055860113920296,1.4443407942113357e-05
global_b0.15_top2500_t0.00012,global_b0.15,global,0.15,topk,0.00012,2500,1.0,4.037952637044014e-05,9.064043365256056e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,1838.6979375383005,0.026267113393404293,0.014938675517410134,0.07598160967048373,0.9971597770352086,0.11117489386564167,0.030249232418438087,1.7485217208195176e-05
subject_b0.15_top500_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,500,1.0,4.962504354836987e-05,7.543545364304393e-05,0.9744360902255638,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,434.6740138072747,0.006209628768675353,0.024060032270447944,0.10382719109207272,0.9926360677413973,0.12637205081536068,0.12256845919370957,1.9882450441929128e-05
global_b0.15_top2500_t0.00025,global_b0.15,global,0.15,topk,0.00025,2500,1.0,4.2520801695008006e-05,9.571462235436411e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2357.1401211897764,0.03367343030271109,0.01455330091844577,0.0715500260846953,0.9973947164866691,0.1110405006096108,0.02472012799033537,2.1049189547799678e-05
subject_b0.15_top500_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,500,1.0,5.07654247889202e-05,7.697269536651562e-05,0.9744360902255638,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,487.58527210479406,0.006965503887211344,0.023580673865634366,0.10356857309411427,0.9931157507397912,0.12601493948342213,0.11413102844734753,2.1598885475272802e-05
subject_b0.15_top250_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,250,1.0,5.012235479273713e-05,8.79639856097731e-05,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,222.9292080930626,0.0031847029727580375,0.02848146480917604,0.14043023918469577,0.9888732321411605,0.12997708005838227,0.22106716447527958,2.1863622414367127e-05
subject_b0.15_top500_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,500,1.0,5.1185443572598566e-05,7.733974983019285e-05,0.9759398496240601,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,497.1916069924073,0.007102737242748676,0.023518116863201263,0.10682382743163576,0.9931700310704968,0.12597481466083044,0.1127089736870957,2.2075540299903865e-05
subject_b0.15_elite500,subject_b0.15,subject,0.15,elite,0.0,500,1.0,5.158557785542367e-05,7.755509027015269e-05,0.9759398496240601,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,500.0,0.007142857142857143,0.023521173184081142,0.10968451101680976,0.9931864319224576,0.12597600000000003,0.11232527394640014,2.2528287164366988e-05
global_b0.15_top2500_t0.0005,global_b0.15,global,0.15,topk,0.0005,2500,1.0,4.351865013142971e-05,9.76668417032433e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2466.920487308723,0.03524172124726747,0.01452024234182236,0.073448770822932,0.9974237889171226,0.11103893383784497,0.023836430011769147,2.2548316252090543e-05
global_b0.15_soft_t8e-05_p1,global_b0.15,global,0.15,soft,8e-05,0,1.0,4.492498577358646e-05,9.284907916262271e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2002.6869177152143,0.028609813110217347,0.014768857765416216,0.07893975347980142,0.9972622287797922,0.11116734505214033,0.025175616780218683,2.265076508965461e-05
global_b0.15_soft_t0.00012_p1.5,global_b0.15,global,0.15,soft,0.00012,0,1.5,4.492498577358664e-05,9.284907916262427e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2002.6869177152134,0.028609813110217337,0.014768857765416218,0.07893975347980153,0.9972622287797922,0.11116734505214033,0.025175616780218693,2.2650765089655166e-05
global_b0.15_top5000_t0.00012,global_b0.15,global,0.15,topk,0.00012,5000,1.0,4.495084309349669e-05,9.493344675626898e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,3078.0591007751573,0.04397227286821653,0.014074376920048922,0.07306788550645493,0.9976156011286753,0.11082701061233942,0.01808686980252236,2.3475506646123318e-05
global_b0.15_elite2500,global_b0.15,global,0.15,elite,0.0,2500,1.0,4.45184643936258e-05,9.937728314362677e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2499.9999999999995,0.035714285714285705,0.014542089099407745,0.07522815699681362,0.9974275784499583,0.11106080000000043,0.02361842710684153,2.3967002171348346e-05
subject_b0.15_top250_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,250,1.0,5.1128679158200276e-05,9.369890153019468e-05,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,244.91550770405505,0.003498792967200786,0.02764111911488431,0.1325079313851933,0.9897068601548108,0.12944410577608123,0.21001334130638546,2.463981403765237e-05
subject_b0.15_top250_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,250,1.0,5.146239415584185e-05,9.580305978888798e-05,0.9744360902255638,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,248.85642703962176,0.0035550918148517393,0.02751186586683603,0.1292483708765021,0.9898784361083378,0.1293745815936232,0.208008725629355,2.543096914730688e-05
global_b0.15_soft_t0.00018_p2,global_b0.15,global,0.15,soft,0.00018,0,2.0,4.7162300553489025e-05,9.693188611682657e-05,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,2770.5143114635043,0.03957877587805006,0.014242301857617967,0.0756320790400532,0.9975519587857901,0.1109549340253962,0.0188627948804295,2.611940397122743e-05
subject_b0.15_elite250,subject_b0.15,subject,0.15,elite,0.0,250,1.0,5.1729933353239415e-05,9.763317715149639e-05,0.9744360902255638,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,250.0,0.0035714285714285713,0.027474933584443736,0.12624579371932088,0.9899032650004982,0.12937600000000005,0.2073402295403734,2.617081059831347e-05
subject_b0.15_soft_t8e-05_p1.5,subject_b0.15,subject,0.15,soft,8e-05,0,1.5,5.44323919607524e-05,9.032239829422294e-05,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,402.28487363163134,0.005746926766166162,0.02446890399386521,0.121411402522413,0.992456769264797,0.12724876871675198,0.08983580586761712,2.8368287079619195e-05
global_b0.15_top5000_t0.00025,global_b0.15,global,0.15,topk,0.00025,5000,1.0,4.8580866020786834e-05,0.00010051483253213022,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,4537.615185796192,0.06482307408280275,0.013714577663100259,0.06993069614123348,0.997834148153815,0.11076605559434961,0.012925248259335562,2.8644795720158234e-05
global_b0.15_top100_t0.00025,global_b0.15,global,0.15,topk,0.00025,100,1.0,4.2000882607017614e-05,8.458480456330495e-05,0.9774436090225563,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,98.4702910265225,0.0014067184432360357,0.03682756807062772,0.18962705266625424,0.9785642409926077,0.12687044317038723,0.44478027671150633,2.9624253953386003e-05
