candidate_id,route,op,score_signal,strength,group,k,reverse,targets,file,basename,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_Q2_before,mean_Q2_after,mean_S4_before,mean_S4_after,mean_Q1_before,mean_Q1_after,mean_S1_before,mean_S1_after
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.6,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.6,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_6_603cfd16.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_6_603cfd16.csv,249,481,0.05351582355502833,0.24065817852765503,0.5486605446144907,0.548936319415868,0.5654989620215859,0.5660734744193909,,,,
subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.25,global,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_25_5e0671cb.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_25_5e0671cb.csv,250,740,0.046397942146400306,0.19704218607953505,0.5486605446144907,0.5501653338965058,0.5654989620215859,0.5734597249315465,0.4951471199280472,0.4964682406393142,,
objective_mobility_s1down_s4up_teacher_rank_subject_s0.85,objective_mobility_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_85_d984259c.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_85_d984259c.csv,249,479,0.11155733122584573,0.5446546559904698,,,0.5654989620215859,0.5657582937402527,,,0.6601210606347063,0.6627198064491295
subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.25,global,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_25_8ee3387a.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_25_8ee3387a.csv,250,748,0.054676959007696896,0.18973653616828612,0.5486605446144907,0.5502227340401326,0.5654989620215859,0.5702218861001982,0.4951471199280472,0.49599477177607937,,
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.6,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_6_32c69a02.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_6_32c69a02.csv,250,722,0.0997683951746462,0.4995935256009245,,,0.5654989620215859,0.5660120695940707,0.4951471199280472,0.49325777447530933,0.6601210606347063,0.6662819638682231
drain_route_q1down_s1down_s4up_human_state_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,human_state,0.6,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_6_d58b814a.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_6_d58b814a.csv,250,718,0.0882294554100842,0.4302394925555879,,,0.5654989620215859,0.5659575932857458,0.4951471199280472,0.49333623331540255,0.6601210606347063,0.6648641140043334
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.6,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_6_4c3e35d8.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_6_4c3e35d8.csv,247,455,0.04599382455963717,0.24065817852765503,,,0.5654989620215859,0.5660734744193909,,,0.6601210606347063,0.6620389582822034
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.6,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.6,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_6_74b54aed.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_6_74b54aed.csv,250,479,0.04609569292410301,0.24177481243392973,0.5486605446144907,0.5489855678726928,0.5654989620215859,0.5659722275619445,,,,
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_4_63605327.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_4_63605327.csv,250,710,0.04431192558177202,0.2990996974005074,0.5486605446144907,0.5489917963394298,0.5654989620215859,0.5659526000017111,0.4951471199280472,0.49342309067574797,,
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_4_2d6475d7.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_4_2d6475d7.csv,250,710,0.05846753049255251,0.3055213068331804,,,0.5654989620215859,0.5659526000017111,0.4951471199280472,0.49342309067574797,0.6601210606347063,0.6652682473310392
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_4_d6ac8e0f.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_4_d6ac8e0f.csv,250,699,0.03196123982484483,0.16464459170346424,0.5486605446144907,0.5489380474165253,0.5654989620215859,0.5660449577653623,0.4951471199280472,0.49591239481602145,,
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.85,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_85_8ae7bd3c.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_85_8ae7bd3c.csv,249,673,0.06099678079550779,0.32705042474048335,,,0.5654989620215859,0.5658167991419472,0.4951471199280472,0.49554245801269375,0.6601210606347063,0.6611451352708418
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.6,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_6_3fb4c6f4.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_6_3fb4c6f4.csv,250,716,0.06633485718827971,0.4129758009094331,0.5486605446144907,0.5489855678726928,0.5654989620215859,0.5659722275619445,,,0.6601210606347063,0.6652400300212951
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.4,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_4_0a1b0441.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_4_0a1b0441.csv,249,481,0.035578567603413935,0.16464459170346424,0.5486605446144907,0.5489380474165253,0.5654989620215859,0.5660449577653623,,,,
intervention_mobility_q2up_s4up_human_state_global_s0.25,intervention_mobility_q2up_s4up,quantile,human_state,0.25,global,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_global_s0_25_8b2a1f1f.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_global_s0_25_8b2a1f1f.csv,250,500,0.049196650460635344,0.18646478954732054,0.5486605446144907,0.5502056561498023,0.5654989620215859,0.5700459949665713,,,,
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.4,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_4_6fab5960.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_4_6fab5960.csv,250,479,0.030648160919620707,0.16536673813746683,0.5486605446144907,0.5489917963394298,0.5654989620215859,0.5659526000017111,,,,
objective_mobility_s1down_s4up_teacher_rank_subject_s0.4,objective_mobility_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_4_949b3909.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_4_949b3909.csv,249,479,0.05188156828579144,0.3055213068331804,,,0.5654989620215859,0.5659526000017111,,,0.6601210606347063,0.6652682473310392
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.85,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.85,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_85_a8f3b625.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_85_a8f3b625.csv,250,699,0.06809489130418712,0.32705042474048335,0.5486605446144907,0.5488055895856779,0.5654989620215859,0.5658167991419472,0.4951471199280472,0.49554245801269375,,
objective_mobility_s1down_s4up_human_state_subject_s0.6,objective_mobility_s1down_s4up,quantile,human_state,0.6,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_6_2b8d90e6.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_6_2b8d90e6.csv,250,484,0.07860623121468123,0.4129758009094331,,,0.5654989620215859,0.5659575932857458,,,0.6601210606347063,0.6648641140043334
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.4,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_4_0d0f2ccc.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_4_0d0f2ccc.csv,250,722,0.06539845418059544,0.34314828636809214,,,0.5654989620215859,0.5660184122357104,0.4951471199280472,0.4933251654456157,0.6601210606347063,0.6663329031598696
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.4,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_4_faa78d82.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_4_faa78d82.csv,249,673,0.02863714840259494,0.16464459170346424,,,0.5654989620215859,0.5660449577653623,0.4951471199280472,0.49591239481602145,0.6601210606347063,0.6620196615750056
intervention_mobility_q2up_s4up_target_plus_prob_global_s1,intervention_mobility_q2up_s4up,quantile,target_plus_prob,1.0,global,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s1_e614eb63.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s1_e614eb63.csv,250,493,0.10590057502671738,0.5551419230578039,0.5486605446144907,0.5486605446144907,0.5654989620215859,0.5654989620215859,,,,
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.4,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_4_168fe7a3.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_4_168fe7a3.csv,250,716,0.0438522566193211,0.3055213068331804,0.5486605446144907,0.5489917963394298,0.5654989620215859,0.5659526000017111,,,0.6601210606347063,0.6652682473310392
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.85,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.85,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_85_41d09f29.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_85_41d09f29.csv,247,455,0.06515061929006344,0.32705042474048335,,,0.5654989620215859,0.5658167991419472,,,0.6601210606347063,0.6611451352708418
subjective_intervention_q1down_q2up_s4up_human_state_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,human_state,0.6,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_6_1dbde666.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_6_1dbde666.csv,250,719,0.06705503648274456,0.4302394925555879,0.5486605446144907,0.5489713887543898,0.5654989620215859,0.5659575932857458,0.4951471199280472,0.49333623331540255,,
drain_route_q1down_s1down_s4up_teacher_rank_subject_s1,drain_route_q1down_s1down_s4up,quantile,teacher_rank,1.0,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s1_c215a184.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s1_c215a184.csv,250,710,0.14713087829712537,0.7413224446312959,,,0.5654989620215859,0.565498962021586,0.4951471199280472,0.4951471199280472,0.6601210606347063,0.6601210606347063
drain_route_q1down_s1down_s4up_human_state_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,human_state,0.4,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_4_065d568b.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_4_065d568b.csv,250,718,0.05811529392427218,0.2990996974005074,,,0.5654989620215859,0.5659398636081169,0.4951471199280472,0.49355158568647545,0.6601210606347063,0.6650007968333995
intervention_mobility_q2up_s4up_target_plus_prob_global_s0.85,intervention_mobility_q2up_s4up,quantile,target_plus_prob,0.85,global,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_85_a291cec7.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_85_a291cec7.csv,250,493,0.09035807530880072,0.4929606579355974,0.5486605446144907,0.5486471845703225,0.5654989620215859,0.5663170023554394,,,,
subjective_intervention_q1down_q2up_s4up_human_state_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,human_state,0.4,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_4_19548e27.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_4_19548e27.csv,250,719,0.044310182583062706,0.2990996974005074,0.5486605446144907,0.54897946811004,0.5654989620215859,0.5659398636081169,0.4951471199280472,0.49355158568647545,,
drain_route_q1down_s1down_s4up_human_state_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,human_state,0.85,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_85_b8ccdf9b.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_85_b8ccdf9b.csv,250,718,0.1251222362112052,0.5452026099864467,,,0.5654989620215859,0.5657495255245064,0.4951471199280472,0.4941173581366638,0.6601210606347063,0.6624620798611087
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.4,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.4,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_4_a8e82354.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_4_a8e82354.csv,247,455,0.0305924304700391,0.16464459170346424,,,0.5654989620215859,0.5660449577653623,,,0.6601210606347063,0.6620196615750056
mobility_core_q2up_s1down_s4up_teacher_rank_global_s0.25,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.25,global,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_global_s0_25_3d8487d1.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_global_s0_25_3d8487d1.csv,250,748,0.05515178704926219,0.2541810240673147,0.5486605446144907,0.5502227340401326,0.5654989620215859,0.5702218861001982,,,0.6601210606347063,0.6750130367914555
mobility_core_q2up_s1down_s4up_target_delta_pos_global_s0.25,mobility_core_q2up_s1down_s4up,quantile,target_delta_pos,0.25,global,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_global_s0_25_89b402cc.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_global_s0_25_89b402cc.csv,250,746,0.0463064353712481,0.24580687862363004,0.5486605446144907,0.5501653338965058,0.5654989620215859,0.5734597249315465,,,0.6601210606347063,0.6645367794403999
mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0.6,mobility_core_q2up_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_6_971c7438.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_6_971c7438.csv,250,694,0.04642281840635384,0.24065817852765503,0.5486605446144907,0.548936319415868,0.5654989620215859,0.5660734744193909,,,0.6601210606347063,0.6620389582822034
objective_mobility_s1down_s4up_teacher_rank_subject_s1,objective_mobility_s1down_s4up,quantile,teacher_rank,1.0,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s1_68efbfe2.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s1_68efbfe2.csv,249,479,0.13061157632443132,0.5996819368949069,,,0.5654989620215859,0.565498962021586,,,0.6601210606347063,0.6601210606347063
objective_mobility_s1down_s4up_human_state_subject_s0.4,objective_mobility_s1down_s4up,quantile,human_state,0.4,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_4_76f90e27.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_4_76f90e27.csv,250,484,0.05184307407979913,0.29818170521399506,,,0.5654989620215859,0.5659398636081169,,,0.6601210606347063,0.6650007968333995
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.85,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.85,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_85_3d5db01b.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_85_3d5db01b.csv,249,481,0.07579778505308246,0.32705042474048335,0.5486605446144907,0.5488055895856779,0.5654989620215859,0.5658167991419472,,,,
objective_mobility_s1down_s4up_target_plus_prob_subject_s0.6,objective_mobility_s1down_s4up,quantile,target_plus_prob,0.6,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_6_e399624f.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_6_e399624f.csv,250,482,0.08237652819144543,0.43754161561184,,,0.5654989620215859,0.5660120695940707,,,0.6601210606347063,0.6662819638682231
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.85,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.85,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_85_0ae958f2.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_85_0ae958f2.csv,250,710,0.0950262895345688,0.657233679023711,0.5486605446144907,0.54882837839746,0.5654989620215859,0.5657582937402527,0.4951471199280472,0.4939941004511058,,
subjective_intervention_q1down_q2up_s4up_human_state_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,human_state,0.25,global,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_global_s0_25_d7622f42.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_global_s0_25_d7622f42.csv,250,750,0.05358239191610353,0.2356504308641525,0.5486605446144907,0.5502056561498023,0.5654989620215859,0.5700459949665713,0.4951471199280472,0.4961689820200522,,
subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.4,global,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_4_ac98dac2.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_4_ac98dac2.csv,250,740,0.07638026548544422,0.3304647441728523,0.5486605446144907,0.5507439265701758,0.5654989620215859,0.5759041658852637,0.4951471199280472,0.4973173296654575,,
