file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_6_d161fb51.csv,submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_6_d161fb51.csv,250,725,0.19392526530303458,339.36921428031053,1.91609896957344,0.42843041383454117,238,0,0,241,0,0,246
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s1_68efbfe2.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s1_68efbfe2.csv,249,479,0.19597482100108457,342.955936751898,3.3860357298194823,0.5996819368949069,0,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_85_388558b4.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_85_388558b4.csv,250,716,0.20308350980220743,355.396142153863,2.8781303703465597,0.5446546559904698,0,237,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_85_a994ede6.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_85_a994ede6.csv,250,718,0.20557875862314326,359.7628275905007,3.247354973340635,0.6672493210712074,240,240,0,0,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_6_32c69a02.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_6_32c69a02.csv,250,722,0.21775277700087695,381.06735975153464,2.292250569416918,0.49959352560092457,240,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_human_state_s0_6_9260e288.csv,submission_h010_reverse_objective_mobility_s1down_s4up_human_state_s0_6_9260e288.csv,250,497,0.22427379928815253,392.47914875426693,3.337890184636005,0.6492150338077394,0,0,0,248,0,0,249
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_teacher_rank_s0_6_992ad13b.csv,submission_h010_reverse_objective_mobility_s1down_s4up_teacher_rank_s0_6_992ad13b.csv,250,498,0.22592321355871484,395.365623727751,3.2097208673260424,0.6130617436492016,0,0,0,249,0,0,249
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,250,745,0.26072403541712785,456.2670619799738,2.6564611981788087,0.5409472953426443,0,248,0,247,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_85_b8ccdf9b.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_85_b8ccdf9b.csv,250,718,0.27064620168883896,473.6308529554682,2.7779114678759282,0.5452026099864467,234,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_85_c6b1a589.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_85_c6b1a589.csv,250,710,0.27240986171239806,476.7172579966966,3.2473549733406344,0.657233679023711,231,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,250,746,0.2756685176353743,482.4199058619051,3.337890184636005,0.6492150338077394,0,249,0,248,0,0,249
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_teacher_rank_s0_6_aa601289.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_teacher_rank_s0_6_aa601289.csv,250,744,0.2763224660648924,483.5643156135617,3.2097208673260424,0.6130617436492016,0,246,0,249,0,0,249
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_85_1f8745e0.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_85_1f8745e0.csv,250,722,0.30848310075124236,539.8454263146741,3.247354973340635,0.6672493210712074,240,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s1_0edd5ee4.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s1_0edd5ee4.csv,250,718,0.3184072961045164,557.2127681829037,3.2681311386775644,0.6214126866359015,234,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s1_c215a184.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s1_c215a184.csv,250,710,0.3204821902498801,560.8438329372902,3.820417615694864,0.7413224446312959,231,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s1_451ec11a.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s1_451ec11a.csv,250,745,0.4345400590285464,760.4451032999563,4.427435330298015,0.799246240730308,0,248,0,247,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s1_f63e6f13.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s1_f63e6f13.csv,250,746,0.45944752939229055,804.0331764365085,5.563150307726675,0.871181255993135,0,249,0,248,0,0,249
