candidate_id,family,raw_signal,select_signal,mode,top_k,scale,cap,project_bad_axis,file,basename,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,positive_move_rows,negative_move_rows,max_abs_prob_delta,selected_mobility_rank_mean,selected_low_energy_mean,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,changed_rows_vs_current,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_prob_delta_vs_current,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny,shape_gate_70,shape_gate_120,h008_strict_upload_gate,h008_resolution_escape_gate,h008_info_gate,h008_decision
delta_signed_k100_s0.01_c0.006,delta_signed,model_delta,abs_delta_score,signed,100,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k100_s0_01_c0_006_8b0892ab.csv,submission_h008_delta_signed_k100_s0_01_c0_006_8b0892ab.csv,100,100,0.0017806287442110058,0.44515718605275145,0.006,61,39,0.0014999945181743968,0.46701739130434783,-0.1922128434544198,too_small_to_submit,-5.839607364992627e-06,-2.3522032814881085e-05,5.741614718514412e-07,0.7777777777777778,0.0001229359649757289,False,True,True,False,0.1996832007874005,0.04440872433748667,0.04751079345163676,100,100,0.44515718605275295,0.0014999945181743968,0.05406610468485968,0.032874183715697995,False,True,False,False,True,too_small_to_submit
orth_delta_k80_s0.018_c0.008,orthogonalized,model_delta,abs_delta_score,signed,80,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k80_s0_018_c0_008_1d8df945.csv,submission_h008_orth_delta_k80_s0_018_c0_008_1d8df945.csv,80,80,0.002334729330538568,0.583682332634642,0.008,47,33,0.0019999944327821484,0.43902173913043485,-0.3096916467578357,too_small_to_submit,-7.271464619947518e-06,-3.1344217227206346e-05,6.730472487446066e-07,0.7777777777777778,0.00017290777189526985,False,True,True,False,0.19973317259432005,0.04441725278855632,0.04751334309738056,80,80,0.5836823326346403,0.0019999944327821484,0.030450798081427893,0.04310405590614108,False,True,False,False,True,too_small_to_submit
balanced_state_highlow_k40_a0.0035,state_highlow,balanced_state,balanced_state,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k40_a0_0035_f208dbc1.csv,submission_h008_balanced_state_highlow_k40_a0_0035_f208dbc1.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749950293683861,0.4886521739130435,0.4293287691192279,too_small_to_submit,-2.036414351663196e-06,-4.424717831703536e-06,8.384480610153624e-07,0.8194444444444444,5.108831027583749e-06,False,True,True,False,0.19956537365345237,0.04436871917865944,0.04750283672606064,80,80,0.2799999999999987,0.0008749950293683861,0.07143561717083256,0.0206775757615302,False,True,False,False,True,too_small_to_submit
balanced_state_highlow_k30_a0.0035,state_highlow,balanced_state,balanced_state,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_0035_ac239e56.csv,submission_h008_balanced_state_highlow_k30_a0_0035_ac239e56.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749950293683861,0.48424637681159427,0.4681492980880077,too_small_to_submit,-1.6307694715459672e-06,-3.321392002964876e-06,8.546837464000404e-07,0.8611111111111112,7.640186359125778e-06,False,True,True,False,0.1995679050087839,0.04436471917865944,0.04749718263814025,60,60,0.21000000000000085,0.0008749950293683861,0.06442692435917069,0.015508181821147786,True,True,False,False,True,too_small_to_submit
orth_delta_k110_s0.01_c0.006,orthogonalized,model_delta,abs_delta_score,signed,110,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k110_s0_01_c0_006_08fe0d30.csv,submission_h008_orth_delta_k110_s0_01_c0_006_08fe0d30.csv,110,110,0.0018336262628745395,0.45840656571863486,0.006,67,43,0.0014999945181743968,0.472901185770751,-0.1628510017720141,too_small_to_submit,-6.526713154291014e-06,-2.7971908006368283e-05,9.113177986662557e-07,0.5972222222222222,0.00021568814547201498,False,True,True,False,0.1997759529678968,0.04441321740445002,0.04750892772236002,110,110,0.4584065657186309,0.0014999945181743968,0.024861405473054432,0.03385263032939253,False,True,False,False,True,too_small_to_submit
toward_plus_cons_k80_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,80,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_006_c0_004_b4218c21.csv,submission_h008_toward_plus_cons_k80_s0_006_c0_004_b4218c21.csv,80,80,0.0007798172530725491,0.19495431326813725,0.004,46,34,0.0009995050832307673,0.81175,1.1787929544238605,too_small_to_submit,-3.7147827064973364e-06,-8.985035901398492e-06,9.685034261007724e-07,0.8194444444444444,2.9288074235883643e-05,False,True,True,False,0.19958955289666067,0.04434573406385221,0.04747792410433363,80,80,0.19495431326812976,0.0009995050832307673,0.1481778236177446,0.014397080652281659,False,True,False,False,True,too_small_to_submit
balanced_state_highlow_k20_a0.0035,state_highlow,balanced_state,balanced_state,highlow,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_0035_6d678736.csv,submission_h008_balanced_state_highlow_k20_a0_0035_6d678736.csv,40,40,0.0005600000000000001,0.14,0.0035,20,20,0.0008749950293683861,0.4863260869565217,0.4021904824953955,too_small_to_submit,-4.948611582030642e-07,-1.1736881570904921e-06,9.775312444675006e-07,0.8333333333333334,-1.785840738019462e-05,False,True,True,False,0.1995424064150446,0.04435671917865943,0.047489688200882396,40,40,0.14000000000000232,0.0008749950293683861,0.04447114633216187,0.01033878788076532,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k20_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,20,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,20,20,0.00021308854562866408,0.05327213640716602,0.004,10,10,0.000991759559480665,0.8771304347826089,1.6313274869205063,too_small_to_submit,-1.128132990123592e-06,-2.5438614663787183e-06,9.911878478368993e-07,0.7777777777777778,-3.342045199306032e-06,False,True,True,False,0.19955692277722548,0.04434349088340993,0.04748071798283026,20,20,0.05327213640716781,0.0009917595594806095,0.08232462885424097,0.0039340665590635315,True,True,False,False,True,too_small_to_submit
orth_delta_k80_s0.026_c0.01,orthogonalized,model_delta,abs_delta_score,signed,80,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k80_s0_026_c0_01_6ec47691.csv,submission_h008_orth_delta_k80_s0_026_c0_01_6ec47691.csv,80,80,0.0030363873130138095,0.7590968282534524,0.01,47,33,0.0024999935516696326,0.43902173913043485,-0.3096916467578357,too_small_to_submit,-9.655479377972452e-06,-4.218464433384746e-05,1.000462139153448e-06,0.7361111111111112,0.00020826585362623828,False,True,True,False,0.19976853067605102,0.04444007764377233,0.04753036610868971,80,80,0.7590968282534534,0.0024999935516696326,0.0343579039102036,0.056058150630529054,False,True,False,False,True,too_small_to_submit
delta_signed_k100_s0.016_c0.008,delta_signed,model_delta,abs_delta_score,signed,100,0.016,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k100_s0_016_c0_008_eed49fb2.csv,submission_h008_delta_signed_k100_s0_016_c0_008_eed49fb2.csv,100,100,0.0026366077057136954,0.6591519264284238,0.008,61,39,0.0019999944327821484,0.46701739130434783,-0.1922128434544198,too_small_to_submit,-9.283035452077328e-06,-3.864513626725352e-05,1.0937646119225822e-06,0.6805555555555556,0.000199983927311298,False,True,True,False,0.19976024874973608,0.04444354667010647,0.047532657877417936,100,100,0.659151926428427,0.0019999944327821484,0.0510055608145533,0.04867737106100873,False,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k30_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_0035_c3eb1925.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_0035_c3eb1925.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749950293683861,0.4974782608695652,-0.02541693457892017,too_small_to_submit,-1.3423217388613911e-06,-3.861339822812348e-06,1.2270542588616197e-06,0.7916666666666666,-6.302646376105114e-06,False,True,True,False,0.19955396217604868,0.04436471917865944,0.04749768820088239,60,60,0.20999999999999944,0.0008749950293683861,0.06183585145472316,0.015508181821147682,True,True,False,False,True,too_small_to_submit
balanced_state_highlow_k30_a0.005,state_highlow,balanced_state,balanced_state,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_005_54f6ee89.csv,submission_h008_balanced_state_highlow_k30_a0_005_54f6ee89.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012499945749749886,0.48424637681159427,0.4681492980880077,too_small_to_submit,-2.417195236740118e-06,-5.3906797509187685e-06,1.3171898631099318e-06,0.8611111111111112,1.0914551941576534e-05,False,True,True,False,0.19957117937436636,0.04437523327044998,0.04750723628212046,60,60,0.29999999999999644,0.0012499945749749886,0.06442692436097278,0.022154545458782197,True,True,False,False,True,too_small_to_submit
balanced_state_highlow_k40_a0.005,state_highlow,balanced_state,balanced_state,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k40_a0_005_1196ffb7.csv,submission_h008_balanced_state_highlow_k40_a0_005_1196ffb7.csv,80,80,0.0016,0.4,0.005,40,40,0.0012499945749749886,0.4886521739130435,0.4293287691192279,too_small_to_submit,-2.9620585962363558e-06,-7.244859218659284e-06,1.3451196950019071e-06,0.8194444444444444,7.298330039373635e-06,False,True,True,False,0.19956756315246416,0.0443822320890177,0.04751631894146941,80,80,0.399999999999993,0.0012499945749749886,0.07143561717256072,0.029539393945042763,False,True,False,False,True,too_small_to_submit
anti_energy_state_highlow_k40_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k40_a0_0035_cac3f7c7.csv,submission_h008_anti_energy_state_highlow_k40_a0_0035_cac3f7c7.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749176051275898,0.5858478260869566,0.31218789876413566,too_small_to_submit,-4.6985123382173675e-07,-1.800550463803228e-06,1.4425404283811532e-06,0.7083333333333334,-0.0001538133026958155,False,True,True,False,0.19940645151972897,0.04436290851760855,0.047481093232127965,80,80,0.27999999999999703,0.0008749176051275898,0.04563122711411135,0.02067757576153008,False,True,False,False,True,too_small_to_submit
balanced_state_highlow_k20_a0.005,state_highlow,balanced_state,balanced_state,highlow,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_005_85db0c37.csv,submission_h008_balanced_state_highlow_k20_a0_005_85db0c37.csv,40,40,0.0008,0.2,0.005,20,20,0.0012499945749749886,0.4863260869565217,0.4021904824953955,too_small_to_submit,-8.019006592373472e-07,-2.3063771710536713e-06,1.5070024341232269e-06,0.8333333333333334,-2.551201054318275e-05,False,True,True,False,0.1995347528118816,0.04436380469902141,0.04749631327343403,40,40,0.19999999999999868,0.0012499945749749886,0.04447114633368739,0.014769696972521545,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k80_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,80,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_01_c0_006_a14e0b02.csv,submission_h008_toward_plus_cons_k80_s0_01_c0_006_a14e0b02.csv,80,80,0.0012282681236657684,0.3070670309164421,0.006,46,34,0.0014992232845653097,0.81175,1.1787929544238605,too_small_to_submit,-5.739745059113604e-06,-1.380547173018656e-05,1.5093866674767918e-06,0.8333333333333334,3.781188497625765e-05,False,True,True,False,0.19959807670740104,0.044348187187169916,0.04748158303138721,80,80,0.3070670309164428,0.0014992232845653097,0.14777582857802,0.02267643498443897,False,True,False,False,True,too_small_to_submit
anti_energy_state_highlow_k30_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_0035_27a07daf.csv,submission_h008_anti_energy_state_highlow_k30_a0_0035_27a07daf.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749176051275898,0.5988550724637682,0.2974438295179601,too_small_to_submit,-5.91538036703947e-07,-1.995588015865921e-06,1.5550942545279997e-06,0.75,-0.00013755278569660412,False,True,True,False,0.19942271203672818,0.04436290851760855,0.04748743914420758,60,60,0.20999999999999758,0.0008749176051275898,0.04998098701192592,0.015508181821147545,True,True,False,False,True,too_small_to_submit
delta_pos_k40_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,40,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k40_s0_008_c0_004_4dce1b36.csv,submission_h008_delta_pos_k40_s0_008_c0_004_4dce1b36.csv,40,40,0.00033963857272171675,0.08490964318042919,0.004,40,0,0.0009830972248697778,0.8490217391304349,1.465510916572914,too_small_to_submit,-3.779086499074447e-06,-1.5333857410600605e-05,1.6213692257447325e-06,0.8611111111111112,0.00013318111656812626,False,True,True,False,0.1996934459389929,0.0443587560473267,0.047492819902195005,40,40,0.08490964318043147,0.0009830972248697778,0.0015933954986455696,0.006270448499099557,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k20_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,20,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,20,20,0.0003301750326623157,0.08254375816557893,0.006,10,10,0.001487773412183091,0.8771304347826089,1.6313274869205063,too_small_to_submit,-1.7616537982414517e-06,-3.705099931748871e-06,1.6610337671374432e-06,0.8055555555555556,-4.146290583761925e-06,False,True,True,False,0.19955611853184102,0.04434439992607398,0.047482046355218625,20,20,0.08254375816558014,0.0014877734121830355,0.08171920754103307,0.006095731475393638,True,True,False,False,True,too_small_to_submit
delta_pos_k20_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,20,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k20_s0_008_c0_004_a6c5c1e4.csv,submission_h008_delta_pos_k20_s0_008_c0_004_a6c5c1e4.csv,20,20,0.0001818919699560916,0.0454729924890229,0.004,20,0,0.0009530994028170703,0.8771304347826089,1.6313274869205063,too_small_to_submit,-1.7498021341377196e-06,-8.303924413805064e-06,1.6751882360228063e-06,0.8194444444444444,5.9665139465842065e-05,False,True,True,False,0.19961992996189062,0.04434454673465116,0.04748012707191169,20,20,0.04547299248902395,0.0009530994028170703,0.0016960094626869149,0.003358111597483182,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k40_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,40,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_01_c0_006_9828b873.csv,submission_h008_toward_plus_cons_k40_s0_01_c0_006_9828b873.csv,40,40,0.0006407095127966476,0.16017737819916192,0.006,23,17,0.0014982322154915018,0.8490217391304349,1.465510916572914,too_small_to_submit,-3.5506179439845584e-06,-9.036162446676619e-06,1.6881889247457156e-06,0.8611111111111112,7.503668705363675e-05,False,True,True,False,0.19963530150947842,0.044352568826658605,0.047486536274371494,40,40,0.16017737819916458,0.0014982322154915018,0.11420177607769631,0.011828856689273276,True,True,False,False,True,too_small_to_submit
delta_pos_k28_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,28,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k28_s0_008_c0_004_49b66d96.csv,submission_h008_delta_pos_k28_s0_008_c0_004_49b66d96.csv,28,28,0.0002582705427223605,0.06456763568059012,0.004,28,0,0.0009830972248697778,0.8528260869565217,1.5596731365903194,too_small_to_submit,-2.850355439838037e-06,-1.1667918722301511e-05,1.698684645110683e-06,0.8611111111111112,0.00010024128698643553,False,True,True,False,0.19966050610941122,0.04435263972474512,0.04748822006200565,28,28,0.06456763568059071,0.0009830972248697778,0.0034184576551130334,0.004768222066172504,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k20_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,20,20,0.00028000000000000003,0.07,0.0035,20,0,0.0008723995383587146,0.8771304347826089,1.6313274869205063,too_small_to_submit,-2.635363528186266e-06,-1.2635412710532931e-05,1.707149923244635e-06,0.8194444444444444,0.00010787262654277097,False,True,True,False,0.19966813744896755,0.044343121234781825,0.04748196284177046,20,20,0.06999999999999894,0.0008723995383587146,-0.001238037092432393,0.005169393940382496,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k40_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,40,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_018_c0_008_488a7da7.csv,submission_h008_toward_plus_cons_k40_s0_018_c0_008_488a7da7.csv,40,40,0.0009243031242383597,0.23107578105958992,0.008,23,17,0.001997572738901887,0.8490217391304349,1.465510916572914,too_small_to_submit,-5.066427012032488e-06,-1.2248568300557626e-05,1.7128422587785608e-06,0.8611111111111112,0.00010632263761573002,False,True,True,False,0.1996665874600405,0.04435658851109063,0.04748931068002543,40,40,0.23107578105959495,0.001997572738901887,0.11505777343365921,0.017064596319694866,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k40_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,40,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_006_c0_004_080b2992.csv,submission_h008_toward_plus_cons_k40_s0_006_c0_004_080b2992.csv,40,40,0.0004112820865510765,0.10282052163776913,0.004,23,17,0.000991759559480665,0.8490217391304349,1.465510916572914,too_small_to_submit,-2.275529065271912e-06,-5.574461965361987e-06,1.7626487565406746e-06,0.8472222222222222,4.725925478010762e-05,False,True,True,False,0.1996075240772049,0.044348652949193074,0.04748250573543966,40,40,0.10282052163776745,0.0009917595594806095,0.11440355278222913,0.007593139735732149,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k30_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_005_1eabf1b0.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_005_1eabf1b0.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012499945749749886,0.4974782608695652,-0.02541693457892017,too_small_to_submit,-1.9508448293579556e-06,-6.106862277022808e-06,1.8938828551556422e-06,0.7916666666666666,-9.00378053730888e-06,False,True,True,False,0.19955126104188747,0.0443749806963718,0.04750625962945382,60,60,0.2999999999999934,0.0012499945749749886,0.06183585145645035,0.022154545458781972,True,True,False,False,True,too_small_to_submit
