label,rank,feature,family,corr,abs_corr
S4,31,sleepwin_screen_sum__weekday_vs_subject_mean__subj_z,sleep/long-rest,0.13196010831651672,0.13196010831651672
S4,32,day_h21_activity__subj_z,activity/step,-0.13083851801256774,0.13083851801256774
S4,33,cn_h21_activity__subj_z,activity/step,-0.13083851801256774,0.13083851801256774
S4,34,sleep_block_fragmentation__dev_roll3__subj_z,sleep/long-rest,0.12970154396586892,0.12970154396586892
S4,35,topamb_21_03_explosion_mean__subj_z,sensor/coverage,-0.12956855511707654,0.12956855511707654
S4,36,q2x_recovery_failure_score__subj_z,other,0.12946385245126757,0.12946385245126757
S4,37,h03_mlight_n_h__subj_z,sensor/coverage,-0.12729365365952428,0.12729365365952428
S4,38,topapp_evening_시계_time__subj_z,phone/app/screen,-0.12712809093124244,0.12712809093124244
S4,39,q2x_prevnight_s4x_block_hr_mean__subj_z,sleep/long-rest,-0.12664710705854232,0.12664710705854232
S4,40,topamb_evening_outside_rural_or_natural_mean__subj_z,sensor/coverage,-0.12499531771562727,0.12499531771562727
