split,episode,target,mode,rep,null_delta
dateblock5,measurement_wear_confidence,S3,subject,1,-0.0010822508914613005
dateblock5,measurement_wear_confidence,S3,subject,2,0.0044781758925646065
dateblock5,measurement_wear_confidence,S3,dateblock,0,-0.0008779447085847103
dateblock5,measurement_wear_confidence,S3,dateblock,1,0.0032597956059523536
dateblock5,measurement_wear_confidence,S3,dateblock,2,0.00022405045940099289
dateblock5,measurement_wear_confidence,S4,row,0,-0.007382023910291302
dateblock5,measurement_wear_confidence,S4,row,1,-0.0012210990839421898
dateblock5,measurement_wear_confidence,S4,row,2,5.589528610983052e-05
dateblock5,measurement_wear_confidence,S4,subject,0,0.006743900800548319
dateblock5,measurement_wear_confidence,S4,subject,1,-0.0021421873904403643
dateblock5,measurement_wear_confidence,S4,subject,2,0.0031108822785362866
dateblock5,measurement_wear_confidence,S4,dateblock,0,0.002269671154636943
dateblock5,measurement_wear_confidence,S4,dateblock,1,0.004007525492698449
dateblock5,measurement_wear_confidence,S4,dateblock,2,0.0024560183836889182
dateblock5,badnight_aftereffect,Q1,row,0,0.0016287081678857396
dateblock5,badnight_aftereffect,Q1,row,1,0.0009212785889336494
dateblock5,badnight_aftereffect,Q1,row,2,0.002911548215561055
dateblock5,badnight_aftereffect,Q1,subject,0,0.004734484351447965
dateblock5,badnight_aftereffect,Q1,subject,1,0.003298816914655389
dateblock5,badnight_aftereffect,Q1,subject,2,0.0010001021700672963
dateblock5,badnight_aftereffect,Q1,dateblock,0,0.0032144033307938136
dateblock5,badnight_aftereffect,Q1,dateblock,1,0.0023243131470219724
dateblock5,badnight_aftereffect,Q1,dateblock,2,0.0028321340457725386
dateblock5,badnight_aftereffect,Q2,row,0,0.0007625560113373453
dateblock5,badnight_aftereffect,Q2,row,1,0.0018744626264203257
dateblock5,badnight_aftereffect,Q2,row,2,0.0008091681877654411
dateblock5,badnight_aftereffect,Q2,subject,0,0.0012952218397662696
dateblock5,badnight_aftereffect,Q2,subject,1,5.198507195602886e-05
dateblock5,badnight_aftereffect,Q2,subject,2,0.0020609387808929736
dateblock5,badnight_aftereffect,Q2,dateblock,0,-0.0008372991917107164
dateblock5,badnight_aftereffect,Q2,dateblock,1,0.008274910754676457
dateblock5,badnight_aftereffect,Q2,dateblock,2,0.00402658611673401
dateblock5,badnight_aftereffect,Q3,row,0,0.0031536216267357142
dateblock5,badnight_aftereffect,Q3,row,1,0.004296225364874062
dateblock5,badnight_aftereffect,Q3,row,2,0.002697061845321369
dateblock5,badnight_aftereffect,Q3,subject,0,-0.0016666590573588547
dateblock5,badnight_aftereffect,Q3,subject,1,0.002967450958620388
dateblock5,badnight_aftereffect,Q3,subject,2,-0.0003586507070644229
dateblock5,badnight_aftereffect,Q3,dateblock,0,-0.0015447695646338966
dateblock5,badnight_aftereffect,Q3,dateblock,1,-0.004909783885244101
dateblock5,badnight_aftereffect,Q3,dateblock,2,-0.00024643279703218113
dateblock5,badnight_aftereffect,S1,row,0,0.0026340889954038493
dateblock5,badnight_aftereffect,S1,row,1,0.002946124728699817
dateblock5,badnight_aftereffect,S1,row,2,0.005632737255235165
dateblock5,badnight_aftereffect,S1,subject,0,0.0023711620616401197
dateblock5,badnight_aftereffect,S1,subject,1,0.0033126934982421474
dateblock5,badnight_aftereffect,S1,subject,2,0.0010822458805607171
dateblock5,badnight_aftereffect,S1,dateblock,0,0.0009597455323253623
dateblock5,badnight_aftereffect,S1,dateblock,1,0.002965442735512247
dateblock5,badnight_aftereffect,S1,dateblock,2,0.0018644809411936247
dateblock5,badnight_aftereffect,S2,row,0,0.0044952761751870796
dateblock5,badnight_aftereffect,S2,row,1,0.011333765400776241
dateblock5,badnight_aftereffect,S2,row,2,0.0025819442531207493
dateblock5,badnight_aftereffect,S2,subject,0,0.0020337328075877847
dateblock5,badnight_aftereffect,S2,subject,1,0.0074026364653088095
dateblock5,badnight_aftereffect,S2,subject,2,0.0018052142357950496
dateblock5,badnight_aftereffect,S2,dateblock,0,-0.0017856356141202623
dateblock5,badnight_aftereffect,S2,dateblock,1,0.001958825956057675
dateblock5,badnight_aftereffect,S2,dateblock,2,0.0008968778403088962
dateblock5,badnight_aftereffect,S3,row,0,0.005494029153001345
dateblock5,badnight_aftereffect,S3,row,1,0.0007877099720886571
dateblock5,badnight_aftereffect,S3,row,2,0.003044497504948729
dateblock5,badnight_aftereffect,S3,subject,0,-0.003466983630196263
dateblock5,badnight_aftereffect,S3,subject,1,0.0013459127325904374
dateblock5,badnight_aftereffect,S3,subject,2,0.001727304586984335
dateblock5,badnight_aftereffect,S3,dateblock,0,0.000530125601147069
dateblock5,badnight_aftereffect,S3,dateblock,1,0.003349185022668677
dateblock5,badnight_aftereffect,S3,dateblock,2,0.0015023648475228635
dateblock5,badnight_aftereffect,S4,row,0,0.0012265155451476328
dateblock5,badnight_aftereffect,S4,row,1,0.0020967667622326935
dateblock5,badnight_aftereffect,S4,row,2,0.0028805544361054647
dateblock5,badnight_aftereffect,S4,subject,0,0.0007559391559448514
dateblock5,badnight_aftereffect,S4,subject,1,0.0001677792233575337
dateblock5,badnight_aftereffect,S4,subject,2,0.0038361950579592907
dateblock5,badnight_aftereffect,S4,dateblock,0,0.006430227666103794
dateblock5,badnight_aftereffect,S4,dateblock,1,0.00249726027902919
dateblock5,badnight_aftereffect,S4,dateblock,2,-0.0022078924083618334
