name,source,mode,cap,k,amp,base_mean,base_max,base_pos,sem_mean,sem_max,sem_pos,h088_cos,changed,rows,decision
h155_h061_all_cap0.38_k60_a1.15,h061,all,0.38,60,1.15,-0.0018786047317729264,-0.0005883527426957396,10,-0.001575256936681875,-0.0009923924233023148,10,0.0005733826116854698,60,50,1.9260886874224095
h155_h061_Q_cap0.72_k60_a1.15,h061,Q,0.72,60,1.15,-0.001878869441108158,-0.0006530969648495438,10,-0.0016468529195777927,-0.0005492109638415011,10,0.0009688418137513794,60,57,1.9259974834757818
h155_h061_subjective_cap0.72_k60_a1.15,h061,subjective,0.72,60,1.15,-0.001878869441108158,-0.0006530969648495438,10,-0.0016468529195777927,-0.0005492109638415011,10,0.0009688418137513794,60,57,1.9259974834757818
h155_h061_subjective_cap0.72_k150_a1.15,h061,subjective,0.72,150,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_Q_cap0.72_k80_a1.15,h061,Q,0.72,80,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_Q_cap0.72_k110_a1.15,h061,Q,0.72,110,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_Q_cap0.72_k150_a1.15,h061,Q,0.72,150,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_subjective_cap0.72_k80_a1.15,h061,subjective,0.72,80,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_subjective_cap0.72_k110_a1.15,h061,subjective,0.72,110,1.15,-0.0018717903935981405,-0.0006551945559671037,10,-0.0016454304597241468,-0.000546142265111232,10,0.0010019947290791642,67,60,1.9244885983419695
h155_h061_noS3S4_cap0.38_k60_a1.15,h061,noS3S4,0.38,60,1.15,-0.0018696267011400307,-0.0006070516032045376,10,-0.0016209590112509248,-0.001028266153502623,10,0.0007851429042647556,60,53,1.9169200725261926
h155_h061_Q_cap0.52_k60_a1.15,h061,Q,0.52,60,1.15,-0.001866138035896846,-0.0006549079672619267,10,-0.0016315833451002813,-0.0008498384472372417,10,0.0011220851453760748,60,57,1.9131281592660077
h155_h061_subjective_cap0.52_k60_a1.15,h061,subjective,0.52,60,1.15,-0.001866138035896846,-0.0006549079672619267,10,-0.0016315833451002813,-0.0008498384472372417,10,0.0011220851453760748,60,57,1.9131281592660077
h155_h061_Q_cap0.52_k80_a1.15,h061,Q,0.52,80,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_Q_cap0.52_k110_a1.15,h061,Q,0.52,110,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_Q_cap0.52_k150_a1.15,h061,Q,0.52,150,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_subjective_cap0.52_k80_a1.15,h061,subjective,0.52,80,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_subjective_cap0.52_k110_a1.15,h061,subjective,0.52,110,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_subjective_cap0.52_k150_a1.15,h061,subjective,0.52,150,1.15,-0.0018590589883868288,-0.0006570055583794867,10,-0.0016301608852466356,-0.0008467697485069726,10,0.0011604503770091452,67,60,1.9116145830475206
h155_h061_all_cap1.4_k110_a1.15,h061,all,1.4,110,1.15,-0.00208137652374139,-0.0006359519023174065,10,-0.0018693082814409448,0.0005042735543064788,9,0.0013926590251763043,110,85,1.8955589980348442
h155_h061_all_cap0.28_k80_a1.15,h061,all,0.28,80,1.15,-0.001825241473847037,-0.0005615446832430367,10,-0.0016207649048197534,-0.0010296024702082028,10,0.00145265628762081,80,63,1.8879340831881781
h155_h061_Q_cap0.38_k60_a1.15,h061,Q,0.38,60,1.15,-0.0018361048454745964,-0.0006442724787923031,10,-0.001613686444447523,-0.0010535020651891924,10,0.0012466855753846726,60,57,1.8829828284567502
h155_h061_subjective_cap0.38_k60_a1.15,h061,subjective,0.38,60,1.15,-0.0018361048454745964,-0.0006442724787923031,10,-0.001613686444447523,-0.0010535020651891924,10,0.0012466855753846726,60,57,1.8829828284567502
h155_h061_subjective_cap0.38_k110_a1.15,h061,subjective,0.38,110,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h061_subjective_cap0.38_k150_a1.15,h061,subjective,0.38,150,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h061_Q_cap0.38_k110_a1.15,h061,Q,0.38,110,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h061_Q_cap0.38_k150_a1.15,h061,Q,0.38,150,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h061_Q_cap0.38_k80_a1.15,h061,Q,0.38,80,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h061_subjective_cap0.38_k80_a1.15,h061,subjective,0.38,80,1.15,-0.0018290257979645791,-0.0006463700699098631,10,-0.0016122639845938772,-0.0010504333664589235,10,0.0012892787505602594,67,60,1.881465447089075
h155_h055_all_cap0.72_k150_a1.15,h055,all,0.72,150,1.15,-0.0017604154046103528,-0.0005340316428189955,10,-0.0016193754033036385,-0.00016839931469837677,10,0.003145022821554982,150,112,1.8775848840709535
h155_h061_subjective_cap1.0_k44_a1.15,h061,subjective,1.0,44,1.15,-0.0018383642903140175,-0.0005986147847728106,10,-0.0016094244034054548,-6.361911481641706e-05,10,0.00046059203459687155,44,42,1.8731497574828804
h155_h061_Q_cap1.0_k44_a1.15,h061,Q,1.0,44,1.15,-0.0018383642903140175,-0.0005986147847728106,10,-0.0016094244034054548,-6.361911481641706e-05,10,0.00046059203459687155,44,42,1.8731497574828804
h155_h055_all_cap0.52_k150_a1.15,h055,all,0.52,150,1.15,-0.0017476839993990408,-0.0005358426452313783,10,-0.0016041058288261269,-0.0004690267980941166,10,0.00361893389828434,150,112,1.8644269588905849
h155_h061_subjective_cap0.72_k44_a1.15,h061,subjective,0.72,44,1.15,-0.0018205403230181817,-0.0006011501881501467,10,-0.0015880469991369395,-0.0004844975915704534,10,0.0005634389521758954,44,42,1.8552332279612234
h155_h061_Q_cap0.72_k44_a1.15,h061,Q,0.72,44,1.15,-0.0018205403230181817,-0.0006011501881501467,10,-0.0015880469991369395,-0.0004844975915704534,10,0.0005634389521758954,44,42,1.8552332279612234
h155_h055_all_cap0.38_k150_a1.15,h055,all,0.38,150,1.15,-0.001738394786380354,-0.0005371886332073168,10,-0.0015929763855157923,-0.0006794976873336656,10,0.003986152835924956,150,112,1.8548072488280216
h155_h061_noS3S4_cap0.28_k150_a1.15,h061,noS3S4,0.28,150,1.15,-0.0017622712874431855,-0.0006174592351840207,10,-0.001608136582240845,-0.0010579122565084326,10,0.0028299878734700415,117,95,1.8533242983570624
h155_h061_noS3S4_cap0.28_k110_a1.15,h061,noS3S4,0.28,110,1.15,-0.0017626962129223156,-0.0006170638831037008,10,-0.0016079290796253344,-0.0010586426690600067,10,0.0027924340154292767,110,93,1.8481830223084292
h155_h061_all_cap1.0_k44_a1.15,h061,all,1.0,44,1.15,-0.0017837871127270952,-0.0005685595213040836,10,-0.0015206204417705456,3.014461333147487e-06,9,7.341380268573592e-05,44,39,1.8471123635047897
h155_h061_Q_cap0.52_k44_a1.15,h061,Q,0.52,44,1.15,-0.0018078089178068702,-0.0006029611905625297,10,-0.0015727774246594279,-0.0007851250749661936,10,0.0006530654603287488,44,42,1.842421158892574
h155_h061_subjective_cap0.52_k44_a1.15,h061,subjective,0.52,44,1.15,-0.0018078089178068702,-0.0006029611905625297,10,-0.0015727774246594279,-0.0007851250749661936,10,0.0006530654603287488,44,42,1.842421158892574
h155_h061_all_cap1.4_k80_a1.15,h061,all,1.4,80,1.15,-0.002045137753480318,-0.0006022221197938326,10,-0.0017922989289130282,0.0004968959492797145,9,0.0006963314819169949,80,63,1.8403734855787637
h155_h055_all_cap0.72_k110_a1.15,h055,all,0.72,110,1.15,-0.001747040847189579,-0.0005296884471077294,10,-0.001591122196322398,-0.00016297894888106943,10,0.0023812196230994956,110,85,1.8328977495287895
h155_h061_noS3S4_cap0.28_k80_a1.15,h061,noS3S4,0.28,80,1.15,-0.001762893768683081,-0.0006054069806004007,10,-0.0015913347478193236,-0.0010498023980768164,10,0.0021238798890709093,80,70,1.8249822767829174
h155_h061_noS3S4_cap1.4_k150_a1.15,h061,noS3S4,1.4,150,1.15,-0.0019808239659472545,-0.0006584155088353425,10,-0.001778100791288541,0.00046847343014919,9,0.0013038859831786872,117,95,1.8221664104728799
h155_h055_all_cap0.52_k110_a1.15,h055,all,0.52,110,1.15,-0.001734309441978267,-0.0005314994495201123,10,-0.0015758526218448865,-0.0004636064322768095,10,0.002742312115854163,110,85,1.8198413610739983
h155_h061_noS3S4_cap1.4_k110_a1.15,h061,noS3S4,1.4,110,1.15,-0.0019812488914263847,-0.0006580201567550225,10,-0.0017778932886730301,0.0004677430175976159,9,0.0012864951113036544,110,93,1.8174452352676418
h155_h061_Q_cap0.38_k44_a1.15,h061,Q,0.38,44,1.15,-0.0017777757273846205,-0.000592325702092906,10,-0.0015548805240066695,-0.0009887886929181447,10,0.0007261036789505575,44,42,1.8123222340735647
h155_h061_subjective_cap0.38_k44_a1.15,h061,subjective,0.38,44,1.15,-0.0017777757273846205,-0.000592325702092906,10,-0.0015548805240066695,-0.0009887886929181447,10,0.0007261036789505575,44,42,1.8123222340735647
h155_h055_all_cap0.38_k110_a1.15,h055,all,0.38,110,1.15,-0.0017250202289595805,-0.0005328454374960507,10,-0.0015647231785345518,-0.0006740773215163585,10,0.003022767988761335,110,85,1.8102997377696954
h155_h061_noS3S4_cap1.0_k44_a1.15,h061,noS3S4,1.0,44,1.15,-0.0017700152455078604,-0.000570785271886174,10,-0.0014879510725235646,-2.1733231011466538e-05,10,-5.169623956936317e-05,44,41,1.8052152455078603
h155_h061_all_cap0.72_k44_a1.15,h061,all,0.72,44,1.15,-0.0017659631454312586,-0.0005710949246814196,10,-0.00149924303750203,-0.00041786401542088885,10,8.729693292196658e-05,44,39,1.8010845781916287
h155_h061_all_cap0.28_k60_a1.15,h061,all,0.28,60,1.15,-0.0017458444744805658,-0.0005504478390478291,10,-0.0014895013533346776,-0.001005631583568127,10,0.0006539145036785134,60,50,1.7932559514272552
h155_h055_all_cap0.28_k150_a1.15,h055,all,0.28,150,1.15,-0.0016751287881785197,-0.0005183693284920738,10,-0.0015595438092452392,-0.0007826135891808218,10,0.004405301497542724,150,112,1.7911640168307315
h155_h061_noS3S4_cap1.4_k80_a1.15,h061,noS3S4,1.4,80,1.15,-0.00198144644718715,-0.0006463632542517225,10,-0.0017612989568670198,0.0004765832885808062,9,0.0009761224275674096,80,70,1.7886179638538557
h155_h061_all_cap0.52_k44_a1.15,h061,all,0.52,44,1.15,-0.001753197160097807,-0.0005729044567895516,10,-0.0014839461408121236,-0.0007184889301126275,10,9.847813781505757e-05,44,39,1.7883085297737733
h155_h061_noS3S4_cap0.72_k44_a1.15,h061,noS3S4,0.72,44,1.15,-0.0017521912782120241,-0.00057332067526351,10,-0.0014665736682550486,-0.00044261170776550287,10,-6.205293370363722e-05,44,41,1.787391278212024
h155_h061_noS3S4_cap0.28_k60_a1.15,h061,noS3S4,0.28,60,1.15,-0.001738038326487073,-0.0005689034991378248,10,-0.0015365726132661015,-0.0010414069887195493,10,0.0008926323728351858,60,53,1.7852349573515214
h155_h055_all_cap0.72_k80_a1.15,h055,all,0.72,80,1.15,-0.0017128775930163563,-0.0004855131112779889,10,-0.0015102468059524136,-0.0001532720912646829,10,0.0012005765093516345,80,62,1.7757970741579399
h155_h061_noS3S4_cap0.52_k44_a1.15,h061,noS3S4,0.52,44,1.15,-0.001739425292878572,-0.000575130207371642,10,-0.0014512767715651423,-0.0007432366224572415,10,-7.062749171118924e-05,44,41,1.774625292878572
h155_h055_all_cap1.0_k150_a1.15,h055,all,1.0,150,1.15,-0.0017782393719061886,-0.0005314962394416593,10,-0.0016407528075721538,0.0002524791620556596,9,0.0025893042757751724,150,112,1.7744215008245954
h155_h055_all_cap0.52_k80_a1.15,h055,all,0.52,80,1.15,-0.0017001461878050448,-0.0004873241136903718,10,-0.0014949772314749026,-0.000453899574660423,10,0.001386182282535851,80,62,1.7628986237507627
h155_h061_all_cap0.38_k44_a1.15,h061,all,0.38,44,1.15,-0.0017215603614517839,-0.0005622437228117533,10,-0.0014647172554369907,-0.0009220605912451178,10,0.00011017071587978545,44,39,1.756661207807492
h155_h061_all_cap0.2_k150_a1.15,h061,all,0.2,150,1.15,-0.0016386610858186838,-0.000518165083767304,10,-0.0015576365845048333,-0.0008986159780901055,10,0.0046141199804264335,150,114,1.7545083778363002
h155_h055_all_cap0.38_k80_a1.15,h055,all,0.38,80,1.15,-0.001690856974786358,-0.0004886701016663102,10,-0.001483847788164568,-0.000664370463899972,10,0.001531389725238633,80,62,1.7534787240336434
h155_h061_Q2S1S2S4_cap1.0_k150_a1.15,h061,Q2S1S2S4,1.0,150,1.15,-0.001666883373044569,-0.0006255975806248774,10,-0.0014557830641036625,-1.4500830013063588e-05,10,0.0016261754893433721,110,88,1.7534198151041602
h155_h061_Q2S1S2S4_cap1.0_k110_a1.15,h061,Q2S1S2S4,1.0,110,1.15,-0.001666883373044569,-0.0006255975806248774,10,-0.0014557830641036625,-1.4500830013063588e-05,10,0.0016261754893433721,110,88,1.7534198151041602
h155_h061_subjective_cap0.28_k60_a1.15,h061,subjective,0.28,60,1.15,-0.001705539249203042,-0.0006061678620040891,10,-0.0015301081572049637,-0.001066718875121025,10,0.001415328577076558,60,57,1.752265453483673
h155_h061_Q_cap0.28_k60_a1.15,h061,Q,0.28,60,1.15,-0.001705539249203042,-0.0006061678620040891,10,-0.0015301081572049637,-0.001066718875121025,10,0.001415328577076558,60,57,1.752265453483673
h155_h061_Q_cap0.28_k150_a1.15,h061,Q,0.28,150,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_Q_cap0.28_k110_a1.15,h061,Q,0.28,110,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_subjective_cap0.28_k150_a1.15,h061,subjective,0.28,150,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_Q_cap0.28_k80_a1.15,h061,Q,0.28,80,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_subjective_cap0.28_k80_a1.15,h061,subjective,0.28,80,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_subjective_cap0.28_k110_a1.15,h061,subjective,0.28,110,1.15,-0.0016984602016930246,-0.0006082654531216489,10,-0.001528685697351318,-0.0010636501763907561,10,0.001463627741421536,67,60,1.7507429367257452
h155_h061_Q2S1S2S4_cap0.72_k110_a1.15,h061,Q2S1S2S4,0.72,110,1.15,-0.0016614277659007311,-0.0006227492641749322,10,-0.0014464839005934999,-0.00043581105523471636,10,0.001781633537164633,110,88,1.747824295717283
h155_h061_Q2S1S2S4_cap0.72_k150_a1.15,h061,Q2S1S2S4,0.72,150,1.15,-0.0016614277659007311,-0.0006227492641749322,10,-0.0014464839005934999,-0.00043581105523471636,10,0.001781633537164633,110,88,1.747824295717283
h155_h055_all_cap0.28_k110_a1.15,h055,all,0.28,110,1.15,-0.0016617542307577463,-0.0005140261327808077,10,-0.0015312906022639985,-0.0007771932233635147,10,0.0033436700779932607,110,85,1.7467449276875526
h155_h061_Q2S1S2S4_cap0.52_k110_a1.15,h061,Q2S1S2S4,0.52,110,1.15,-0.0016574963235329928,-0.0006207132821207203,10,-0.0014398143187309884,-0.0007367443616890381,10,0.0018828551775534259,110,88,1.7438017538731947
h155_h061_Q2S1S2S4_cap0.52_k150_a1.15,h061,Q2S1S2S4,0.52,150,1.15,-0.0016574963235329928,-0.0006207132821207203,10,-0.0014398143187309884,-0.0007367443616890381,10,0.0018828551775534259,110,88,1.7438017538731947
h155_h061_noS3S4_cap1.4_k60_a1.15,h061,noS3S4,1.4,60,1.15,-0.001956591004991142,-0.0006098597727891466,10,-0.0017065368223137972,0.00048497869793807344,9,0.00040731968781260565,60,53,1.7432371985092667
h155_h061_noS3S4_cap0.38_k44_a1.15,h061,noS3S4,0.38,44,1.15,-0.0017079602127223585,-0.0005644338367121202,10,-0.001432248515873214,-0.0009467938758083232,10,-7.963316473789993e-05,44,41,1.7431602127223584
h155_h061_Q2S1S2S4_cap1.0_k80_a1.15,h061,Q2S1S2S4,1.0,80,1.15,-0.0016773990895654484,-0.0006252991737991696,10,-0.0014585368080682652,-9.673690664061741e-06,10,0.0013235280811389845,80,67,1.7402079142924232
h155_h055_noS3S4_cap0.72_k150_a1.15,h055,noS3S4,0.72,150,1.15,-0.001647006678780072,-0.0005429972727970884,10,-0.0014885105262620948,-0.00018475784571220192,10,0.002178307708852425,114,93,1.7362462018421048
h155_h061_Q2S1S2S4_cap0.72_k80_a1.15,h061,Q2S1S2S4,0.72,80,1.15,-0.0016719434824216106,-0.0006224508573492244,10,-0.001449237644558103,-0.0004309839158857143,10,0.0014503729557341868,80,67,1.73463814676145
