spec_name,bundle_id,bundle_kind,row,subject_id,targets,n_cells,full_curv,q2_only_curv,companion_only_curv,full_curv_marginal,q2_only_curv_marginal,companion_only_curv_marginal,q2_rescue_marginal,companion_cost_marginal,bundle_score,bundle_h088_cos,bundle_bad_weighted_pos
q2_conservation_balanced_b12_a032,r129_minimum_companions_1,minimum_companions,129,id06,"Q2,S2,S1",3,-0.0003115489151685857,-0.0002627727925804664,-0.0003132737116556695,-4.98854641422838e-05,-1.1093415541645144e-06,-5.161026062936759e-05,4.8776122588119284e-05,1.7247964870837924e-06,0.21507629698439823,0.24390765075484652,0.014730164827143821
q2_conservation_balanced_b12_a032,r147_combo2_2,combo2,147,id06,"Q2,S2,Q1",3,-0.00029727167137656957,-0.0002640025192896672,-0.00029863903247479744,-3.560822035026767e-05,-2.3390682633653032e-06,-3.697558144849554e-05,3.326915208690237e-05,1.367361098227873e-06,0.2134529861232079,0.16851218199882703,0.010176852626567548
q2_conservation_balanced_b12_a032,r247_minimum_companions_1,minimum_companions,247,id10,"Q2,S2,S3",3,-0.00026557564238514496,-0.00026313928398618495,-0.0002654812719305342,-3.9121913588430635e-06,-1.4758329598830566e-06,-3.8178209042323205e-06,2.436358398960007e-06,-9.437045461074302e-08,0.2127696162993176,0.021820155763340236,0.0013203588390676602
q2_conservation_balanced_b12_a032,r053_combo2_7,combo2,53,id02,"Q2,S1,S3",3,-0.0002655029647020183,-0.00026198837200483243,-0.0002656502734223311,-3.839513675716385e-06,-3.24920978530532e-07,-3.986822396029191e-06,3.514592697185853e-06,1.4730872031280644e-07,0.21222515595090008,0.02397145983030341,0.0014476936387802504
q2_conservation_balanced_b12_a032,r247_combo3_8,combo3,247,id10,"Q2,S2,S3,S1",4,-0.0002668347091675863,-0.00026313928398618495,-0.0002668145289500287,-5.171258141284385e-06,-1.4758329598830566e-06,-5.15107792372683e-06,3.6954251814013284e-06,-2.0180217557555155e-08,0.2120821201651519,0.026975353810072385,0.0016291059614701026
q2_conservation_micro_b5_a040,r140_minimum_companions_1,minimum_companions,140,id06,"Q2,S3,Q3",3,-0.0002950059448499087,-0.00026407223668294035,-0.00029759055392778616,-3.3342493823606796e-05,-2.4087856566384555e-06,-3.592710290148426e-05,3.093370816696834e-05,2.584609077877463e-06,0.22829935842189494,0.1584755027570058,0.00957071362645149
q2_conservation_micro_b5_a040,r140_top_companions_0,top_companions,140,id06,"Q2,S3,Q3,S1",4,-0.00029161052855036416,-0.00026407223668294035,-0.0002933555586680297,-2.994707752406226e-05,-2.4087856566384555e-06,-3.169210764172783e-05,2.7538291867423804e-05,1.7450301176655681e-06,0.22312170359633643,0.14965560869890776,0.00903805918600381
q2_conservation_micro_b5_a040,r138_minimum_companions_1,minimum_companions,138,id06,"Q2,S3,S1",3,-0.00029567845130543243,-0.00026379374099214743,-0.0002977477294175987,-3.401500027913054e-05,-2.1302899658455325e-06,-3.6084278391296807e-05,3.1884710313285006e-05,2.0692781121662684e-06,0.2230398213493267,0.15800189231397038,0.009542111162083611
q2_conservation_micro_b5_a040,r140_combo2_2,combo2,140,id06,"Q2,S3,S1",3,-0.00029290189206934887,-0.00026407223668294035,-0.0002949717886506129,-3.1238441043046974e-05,-2.4087856566384555e-06,-3.330833762431101e-05,2.882965538640852e-05,2.069896581264035e-06,0.2227307009629847,0.1536211109106323,0.009277545323565835
q2_conservation_micro_b5_a040,r031_minimum_companions_1,minimum_companions,31,id02,"Q2,S3,S1",3,-0.00027190376265805605,-0.0002607534847468265,-0.0002741110236416807,-1.0240311631754158e-05,9.099662794753802e-07,-1.244757261537879e-05,1.1150277911229538e-05,2.2072609836246322e-06,0.1803436481118093,0.050603871339140266,0.0030560884966512425
q2_conservation_micro_b5_a040,r130_top_companions_0,top_companions,130,id06,"Q2,S1,Q3",3,-0.0002884044190646646,-0.00026516940923328094,-0.0002960147434253424,-2.6740968038362718e-05,-3.5059582069790415e-06,-3.435129239904048e-05,2.3235009831383676e-05,7.610324360677765e-06,0.18008541537971332,0.14446522168051043,0.008724599333223277
q2_conservation_micro_b5_a040,r128_top_companions_0,top_companions,128,id06,"Q2,S3,S1",3,-0.00028946625525523985,-0.00026132587429707416,-0.0002898011607883812,-2.780280422893795e-05,3.375767292277364e-07,-2.8137709762079315e-05,2.8140380958165687e-05,3.349055331413643e-07,0.1781110400494382,0.14196933656374208,0.008573866877534277
q2_conservation_micro_b5_a040,r129_top_companions_0,top_companions,129,id06,"Q2,S1,S3",3,-0.00029266707980847616,-0.0002626215329158434,-0.000296380435604815,-3.1003628782174265e-05,-9.580818895414938e-07,-3.471698457851308e-05,3.004554689263277e-05,3.7133557963388124e-06,0.17046304145107197,0.16116228710344532,0.009732974941976285
q2_conservation_micro_b5_a040,r138_top_companions_0,top_companions,138,id06,"Q2,S3,S1,Q3",4,-0.00028990131290389546,-0.00026379374099214743,-0.0002912508935349063,-2.8237861877593567e-05,-2.1302899658455325e-06,-2.9587442508604385e-05,2.6107571911748034e-05,1.3495806310108178e-06,0.1689040816551577,0.13479673947263962,0.008140696630255625
q2_conservation_micro_b5_a040,r038_minimum_companions_1,minimum_companions,38,id02,"Q2,S3,S1",3,-0.0002695776129361027,-0.00026272586685407106,-0.00026975672752460166,-7.914161909800812e-06,-1.062415827769161e-06,-8.093276498299766e-06,6.851746082031651e-06,1.7911458849895374e-07,0.16268391110626831,0.04616650449587688,0.0027881053284419368
q2_conservation_micro_b5_a040,r036_top_companions_0,top_companions,36,id02,"Q2,S1,S3",3,-0.0002746503029649773,-0.00026286388734299,-0.0002752464132610311,-1.2986851938675409e-05,-1.2004363166881037e-06,-1.3582962234729226e-05,1.1786415621987305e-05,5.961102960538173e-07,0.16027934959573947,0.07682901174119225,0.004639887280911144
q2_conservation_micro_b5_a040,r138_combo2_2,combo2,138,id06,"Q2,S3,Q3",3,-0.0002905608587765239,-0.00026379374099214743,-0.0002923461335557363,-2.8897407750221992e-05,-2.1302899658455325e-06,-3.068268252943442e-05,2.676711778437646e-05,1.7852747792124288e-06,0.15930838092506458,0.13937847505343914,0.00841739857089053
q2_conservation_micro_b5_a040,r002_top_companions_0,top_companions,2,id01,"Q2,S3,S1",3,-0.0002672311397395222,-0.00026047363737685637,-0.00026841197244290146,-5.567688713220293e-06,1.1898136494455265e-06,-6.748521416599564e-06,6.7575023626658196e-06,1.1808327033792712e-06,0.14799769865536075,0.029872853775671344,0.001804092895860344
q2_conservation_micro_b5_a040,r038_top_companions_0,top_companions,38,id02,"Q2,S3,S1,Q3",4,-0.0002693406767453549,-0.00026272586685407106,-0.00026951703490019313,-7.677225719053028e-06,-1.062415827769161e-06,-7.853583873891233e-06,6.614809891283867e-06,1.7635815483820448e-07,0.13448072347054157,0.0461560063117434,0.0027874713180605767
q2_conservation_micro_b5_a040,r031_top_companions_0,top_companions,31,id02,"Q2,S3,S1,Q3",4,-0.00027162560798260605,-0.0002607534847468265,-0.0002738049188079816,-9.962156956304152e-06,9.099662794753802e-07,-1.214146778167973e-05,1.0872123235779532e-05,2.179310825375577e-06,0.1337729478846817,0.05035717852564564,0.003041190129202736
q2_conservation_micro_b5_a040,r032_combo2_2,combo2,32,id02,"Q2,S1,S3",3,-0.00026958411763865816,-0.0002628254630074288,-0.0002708498589502242,-7.920666612356263e-06,-1.1620119811268925e-06,-9.186407923922292e-06,6.75865463122937e-06,1.265741311566029e-06,0.12921058366914184,0.05345293435847691,0.003228150208319034
q2_conservation_micro_b5_a040,r038_combo2_2,combo2,38,id02,"Q2,S3,Q3",3,-0.0002709701893822234,-0.00026272586685407106,-0.00027127766015496487,-9.306738355921483e-06,-1.062415827769161e-06,-9.614209128662975e-06,8.244322528152322e-06,3.0747077274149125e-07,0.11382009359869454,0.04744237270264191,0.002865158052803795
q2_conservation_micro_b5_a040,r031_combo2_2,combo2,31,id02,"Q2,S3,Q3",3,-0.00027065900066582083,-0.0002607534847468265,-0.00027328316683671613,-8.995549639518935e-06,9.099662794753802e-07,-1.1619715810414237e-05,9.905515918994315e-06,2.624166170895302e-06,0.10185879488802771,0.04720299114078447,0.00285070122928134
q2_conservation_antidote_b10_a030,r138_minimum_companions_1,minimum_companions,138,id06,"Q2,S3,S4",3,-0.000296722659867279,-0.00026397732146014137,-0.00029779157101105023,-3.505920884097711e-05,-2.3138704338394704e-06,-3.612811998474834e-05,3.274533840713764e-05,1.068911143771228e-06,0.23686079786954017,0.16231575672029516,0.009802635723533229
q2_conservation_antidote_b10_a030,r147_minimum_companions_1,minimum_companions,147,id06,"Q2,S4,S1",3,-0.00028511461219136005,-0.0002640399614830906,-0.00028594252397764705,-2.345116116505815e-05,-2.3765104567887146e-06,-2.427907295134515e-05,2.1074650708269435e-05,8.279117862869997e-07,0.23253601020038064,0.12358647637348882,0.007463682101621132
q2_conservation_antidote_b10_a030,r140_minimum_companions_1,minimum_companions,140,id06,"Q2,S3,S4",3,-0.0002965234541157718,-0.00026427157020844486,-0.00029770647782024107,-3.4860003089469925e-05,-2.608119182142968e-06,-3.604302679393917e-05,3.225188390732696e-05,1.1830237044692469e-06,0.23094304174620264,0.16153308197403732,0.009755368128676153
q2_conservation_antidote_b10_a030,r140_q_stage_balanced_2,q_stage_balanced,140,id06,"Q2,Q3,S3,S4",4,-0.0002956561396348775,-0.00026427157020844486,-0.00029672382933659965,-3.399268860857559e-05,-2.608119182142968e-06,-3.5060378310297754e-05,3.1384569426432625e-05,1.0676897017221614e-06,0.2293883981817781,0.1594034030896372,0.009626751740879316
q2_conservation_antidote_b10_a030,r140_combo2_3,combo2,140,id06,"Q2,S3,Q3",3,-0.0002972102363174374,-0.00026427157020844486,-0.0002987240232735003,-3.554678529113552e-05,-2.608119182142968e-06,-3.706057224719841e-05,3.293866610899255e-05,1.5137869560628934e-06,0.22827023684576256,0.16720746147845467,0.010098057442164913
q2_conservation_antidote_b10_a030,r138_combo3_8,combo3,138,id06,"Q2,S3,S4,S1",4,-0.00029621446022807065,-0.00026397732146014137,-0.0002971558790165838,-3.455100920176876e-05,-2.3138704338394704e-06,-3.549242799028192e-05,3.2237138767929286e-05,9.414187885131622e-07,0.22699931808025844,0.1594528918859754,0.009629740487336846
q2_conservation_antidote_b10_a030,r140_combo3_8,combo3,140,id06,"Q2,S3,S4,S1",4,-0.00029447413125716277,-0.00026427157020844486,-0.0002954480014651399,-3.2810680230860876e-05,-2.608119182142968e-06,-3.378455043883798e-05,3.0202561048717907e-05,9.738702079771077e-07,0.2251867130015192,0.15763688316114915,0.009520067388680714
q2_conservation_antidote_b10_a030,r140_top_companions_0,top_companions,140,id06,"Q2,S3,S4,Q3,S1",5,-0.00029375496413394653,-0.00026427157020844486,-0.0002946482504140684,-3.209151310764463e-05,-2.608119182142968e-06,-3.298479938776649e-05,2.9483393925501663e-05,8.932862801218616e-07,0.2250084356501249,0.1560717112420973,0.009425542923051613
q2_conservation_antidote_b10_a030,r130_minimum_companions_1,minimum_companions,130,id06,"Q2,Q1,S1",3,-0.0002917232510732499,-0.00026555306416279354,-0.0002963627489098121,-3.0059800046947993e-05,-3.889613136491641e-06,-3.469929788351019e-05,2.6170186910456352e-05,4.639497836562197e-06,0.22332730402771778,0.15760102658842554,0.009517901924724497
q2_conservation_antidote_b10_a030,r140_combo3_9,combo3,140,id06,"Q2,S3,Q3,S1",4,-0.0002948305295291376,-0.00026427157020844486,-0.0002960260775448013,-3.3167078502835705e-05,-2.608119182142968e-06,-3.436262651849943e-05,3.0558959320692736e-05,1.1955480156637232e-06,0.22314386576383224,0.16174587682552968,0.009768219317341821
q2_conservation_antidote_b10_a030,r138_combo2_3,combo2,138,id06,"Q2,S3,S1",3,-0.0002976774876583678,-0.00026397732146014137,-0.0002989631899487763,-3.601403663206588e-05,-2.3138704338394704e-06,-3.729973892247439e-05,3.370016619822641e-05,1.2857022904085112e-06,0.22293316813145203,0.1669194186958465,0.010080661851448687
q2_conservation_antidote_b10_a030,r140_combo2_4,combo2,140,id06,"Q2,S3,S1",3,-0.00029574179957983114,-0.00026427157020844486,-0.00029708111170379426,-3.407834855352924e-05,-2.608119182142968e-06,-3.541766067749236e-05,3.147022937138627e-05,1.339312123963118e-06,0.2227469661437129,0.16428847334045332,0.009921772785787101
q2_conservation_antidote_b10_a030,r147_top_companions_0,top_companions,147,id06,"Q2,S4,S1,Q1",4,-0.0002844830851317069,-0.0002640399614830906,-0.00028523118373470317,-2.2819634105404997e-05,-2.3765104567887146e-06,-2.3567732708401276e-05,2.0443123648616283e-05,7.480986029962788e-07,0.22044306854562232,0.12244952986798648,0.007395019190171388
q2_conservation_antidote_b10_a030,r140_combo2_5,combo2,140,id06,"Q2,S4,Q3",3,-0.0002666771518340871,-0.00026427157020844486,-0.00026634092002504476,-5.013700807785177e-06,-2.608119182142968e-06,-4.67746899874286e-06,2.4055816256422086e-06,-3.3623180904231685e-07,0.21850084169164433,0.0303126316232405,0.0018306521290864116
q2_conservation_antidote_b10_a030,r147_combo2_2,combo2,147,id06,"Q2,S4,Q1",3,-0.0002847541053111113,-0.0002640399614830906,-0.00028561745930249746,-2.3090654284809407e-05,-2.3765104567887146e-06,-2.395400827619556e-05,2.0714143828020693e-05,8.633539913861527e-07,0.21777604191901295,0.12409778676076237,0.007494561355548021
q2_conservation_antidote_b10_a030,r138_combo2_5,combo2,138,id06,"Q2,S4,S1",3,-0.0002673196959236692,-0.00026397732146014137,-0.00026702269823395417,-5.656244897367293e-06,-2.3138704338394704e-06,-5.359247207652271e-06,3.3423744635278224e-06,-2.9699768971502144e-07,0.21457213261874494,0.030039149542479954,0.0018141358938867126
q2_conservation_antidote_b10_a030,r053_combo3_8,combo3,53,id02,"Q2,S1,S3,S4",4,-0.0002653039078886054,-0.0002619917673668639,-0.0002654555494871324,-3.6404568623034806e-06,-3.2831634056199564e-07,-3.7920984608304925e-06,3.312140521741485e-06,1.516415985270119e-07,0.21369809393980946,0.030746524636949497,0.001856855963158446
q2_conservation_antidote_b10_a030,r140_combo2_6,combo2,140,id06,"Q2,S4,S1",3,-0.00026663088267230104,-0.00026427157020844486,-0.0002662590345496826,-4.967431645999144e-06,-2.608119182142968e-06,-4.59558352338069e-06,2.3593124638561763e-06,-3.718481226184546e-07,0.21298178043859955,0.03295861835925838,0.0019904495796024455
q2_conservation_antidote_b10_a030,r053_minimum_companions_1,minimum_companions,53,id02,"Q2,S1,S3",3,-0.0002655267859608271,-0.0002619917673668639,-0.0002656727721460613,-3.86333493452521e-06,-3.2831634056199564e-07,-4.009321119759386e-06,3.5350185939632146e-06,1.4598618523417595e-07,0.21223223522717102,0.023971459830301592,0.0014476936387801407
q2_conservation_antidote_b10_a030,r053_combo2_5,combo2,53,id02,"Q2,S3,S4",3,-0.0002655817639732312,-0.0002619917673668639,-0.0002657329193315847,-3.9183129469293285e-06,-3.2831634056199564e-07,-4.069468305282781e-06,3.589996606367333e-06,1.5115535835345285e-07,0.20112630281697935,0.02929659579116799,0.0017692913016158739
