target,policy,decoder_action,fraction,subject_id,selected_cells,gain_sum
Q1,release_high_all,raw_memory_release,0.04,id08,1,-0.46345595808231466
Q1,release_high_all,raw_memory_release,0.04,id09,1,-0.07009425620845133
Q1,release_high_all,raw_memory_release,0.04,id10,1,-0.21317381692390447
Q1,release_high_decisive,raw_memory_release,0.04,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.04,id02,4,1.3153089507512037
Q1,release_high_decisive,raw_memory_release,0.04,id03,0,0.0
Q1,release_high_decisive,raw_memory_release,0.04,id04,5,-0.40458392096640505
Q1,release_high_decisive,raw_memory_release,0.04,id05,1,0.19638761626061246
Q1,release_high_decisive,raw_memory_release,0.04,id06,1,0.2700280391770674
Q1,release_high_decisive,raw_memory_release,0.04,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.04,id08,1,-0.46345595808231466
Q1,release_high_decisive,raw_memory_release,0.04,id09,0,0.0
Q1,release_high_decisive,raw_memory_release,0.04,id10,1,-0.21317381692390447
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id03,1,-0.2564982144159834
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id04,1,-0.6068448005259613
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id05,1,-0.08087732315558427
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id06,4,-0.6584066327545269
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id07,1,-0.09975139909144315
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id08,3,-0.05132163957901281
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id09,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.04,id10,2,-0.13543678889663935
Q1,release_high_all,raw_memory_release,0.06,id01,0,0.0
Q1,release_high_all,raw_memory_release,0.06,id02,6,1.2804675338382296
Q1,release_high_all,raw_memory_release,0.06,id03,1,0.25579570990347555
Q1,release_high_all,raw_memory_release,0.06,id04,13,-0.6941885930034866
Q1,release_high_all,raw_memory_release,0.06,id05,1,0.19638761626061246
Q1,release_high_all,raw_memory_release,0.06,id06,2,0.08956545060731391
Q1,release_high_all,raw_memory_release,0.06,id07,0,0.0
Q1,release_high_all,raw_memory_release,0.06,id08,1,-0.46345595808231466
Q1,release_high_all,raw_memory_release,0.06,id09,1,-0.07009425620845133
Q1,release_high_all,raw_memory_release,0.06,id10,2,-0.24881452122864156
Q1,release_high_decisive,raw_memory_release,0.06,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.06,id02,5,1.0138017387424334
Q1,release_high_decisive,raw_memory_release,0.06,id03,0,0.0
Q1,release_high_decisive,raw_memory_release,0.06,id04,11,-0.6401613150004906
Q1,release_high_decisive,raw_memory_release,0.06,id05,1,0.19638761626061246
Q1,release_high_decisive,raw_memory_release,0.06,id06,1,0.2700280391770674
Q1,release_high_decisive,raw_memory_release,0.06,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.06,id08,1,-0.46345595808231466
Q1,release_high_decisive,raw_memory_release,0.06,id09,0,0.0
Q1,release_high_decisive,raw_memory_release,0.06,id10,1,-0.21317381692390447
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id03,2,-0.09516032068799529
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id04,1,-0.6068448005259613
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id05,1,-0.08087732315558427
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id06,4,-0.6584066327545269
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id07,4,-0.358468897827992
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id08,4,0.15625505482052582
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id09,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.06,id10,4,-0.07282529815225691
Q1,release_high_all,raw_memory_release,0.08,id01,0,0.0
Q1,release_high_all,raw_memory_release,0.08,id02,8,1.2226451766116349
Q1,release_high_all,raw_memory_release,0.08,id03,1,0.25579570990347555
Q1,release_high_all,raw_memory_release,0.08,id04,14,-0.8913354599257729
Q1,release_high_all,raw_memory_release,0.08,id05,2,0.4043992582688732
Q1,release_high_all,raw_memory_release,0.08,id06,2,0.08956545060731391
Q1,release_high_all,raw_memory_release,0.08,id07,0,0.0
Q1,release_high_all,raw_memory_release,0.08,id08,2,-0.696211341989811
Q1,release_high_all,raw_memory_release,0.08,id09,2,0.060882434550653564
Q1,release_high_all,raw_memory_release,0.08,id10,5,-0.8839888393648266
Q1,release_high_decisive,raw_memory_release,0.08,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.08,id02,6,1.2804675338382296
Q1,release_high_decisive,raw_memory_release,0.08,id03,1,0.25579570990347555
Q1,release_high_decisive,raw_memory_release,0.08,id04,13,-0.6941885930034866
Q1,release_high_decisive,raw_memory_release,0.08,id05,2,0.4043992582688732
Q1,release_high_decisive,raw_memory_release,0.08,id06,2,0.08956545060731391
Q1,release_high_decisive,raw_memory_release,0.08,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.08,id08,1,-0.46345595808231466
Q1,release_high_decisive,raw_memory_release,0.08,id09,0,0.0
Q1,release_high_decisive,raw_memory_release,0.08,id10,2,-0.3180487647040152
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id03,3,-0.3062246274160154
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id04,2,-0.5167564551472466
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id05,3,-0.07741073496435191
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id06,4,-0.6584066327545269
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id07,4,-0.358468897827992
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id08,5,0.1003063436491165
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id09,1,-0.1718466687793494
Q1,inverse_low_decisive,inverse_toxic_memory,0.08,id10,5,0.030862835900459795
Q1,release_high_all,raw_memory_release,0.1,id01,0,0.0
Q1,release_high_all,raw_memory_release,0.1,id02,10,1.2724239331428189
Q1,release_high_all,raw_memory_release,0.1,id03,2,0.06601329559446278
Q1,release_high_all,raw_memory_release,0.1,id04,16,-1.1024397688566636
Q1,release_high_all,raw_memory_release,0.1,id05,4,0.7538585078093947
Q1,release_high_all,raw_memory_release,0.1,id06,2,0.08956545060731391
Q1,release_high_all,raw_memory_release,0.1,id07,0,0.0
Q1,release_high_all,raw_memory_release,0.1,id08,3,-1.0324030266088982
Q1,release_high_all,raw_memory_release,0.1,id09,2,0.060882434550653564
Q1,release_high_all,raw_memory_release,0.1,id10,6,-0.8707981723230438
Q1,release_high_decisive,raw_memory_release,0.1,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.1,id02,8,1.2226451766116349
Q1,release_high_decisive,raw_memory_release,0.1,id03,1,0.25579570990347555
Q1,release_high_decisive,raw_memory_release,0.1,id04,14,-0.8913354599257729
Q1,release_high_decisive,raw_memory_release,0.1,id05,2,0.4043992582688732
Q1,release_high_decisive,raw_memory_release,0.1,id06,2,0.08956545060731391
Q1,release_high_decisive,raw_memory_release,0.1,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.1,id08,2,-0.696211341989811
Q1,release_high_decisive,raw_memory_release,0.1,id09,1,0.1309766907591049
Q1,release_high_decisive,raw_memory_release,0.1,id10,4,-0.8483481350600895
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id03,3,-0.3062246274160154
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id04,2,-0.5167564551472466
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id05,5,-0.6778936061032479
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id06,6,-0.5355474490652747
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id07,5,-0.4528024721296549
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id08,6,0.17799274045683944
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id09,1,-0.1718466687793494
Q1,inverse_low_decisive,inverse_toxic_memory,0.1,id10,6,0.1396599444007629
Q1,release_high_all,raw_memory_release,0.14,id01,0,0.0
Q1,release_high_all,raw_memory_release,0.14,id02,14,2.2167487014869622
Q1,release_high_all,raw_memory_release,0.14,id03,2,0.06601329559446278
Q1,release_high_all,raw_memory_release,0.14,id04,21,-0.454435493793254
Q1,release_high_all,raw_memory_release,0.14,id05,7,0.10671425084838104
Q1,release_high_all,raw_memory_release,0.14,id06,3,-0.08088986928651243
Q1,release_high_all,raw_memory_release,0.14,id07,0,0.0
Q1,release_high_all,raw_memory_release,0.14,id08,4,-1.2787429913589972
Q1,release_high_all,raw_memory_release,0.14,id09,5,-0.15624062744380096
Q1,release_high_all,raw_memory_release,0.14,id10,7,-0.7011532628435898
Q1,release_high_decisive,raw_memory_release,0.14,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.14,id02,12,1.8889351770843943
Q1,release_high_decisive,raw_memory_release,0.14,id03,2,0.06601329559446278
Q1,release_high_decisive,raw_memory_release,0.14,id04,17,-0.5171762192783937
Q1,release_high_decisive,raw_memory_release,0.14,id05,5,0.05397920312607318
Q1,release_high_decisive,raw_memory_release,0.14,id06,2,0.08956545060731391
Q1,release_high_decisive,raw_memory_release,0.14,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.14,id08,4,-1.2787429913589972
Q1,release_high_decisive,raw_memory_release,0.14,id09,1,0.1309766907591049
Q1,release_high_decisive,raw_memory_release,0.14,id10,4,-0.8483481350600895
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id03,3,-0.3062246274160154
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id04,2,-0.5167564551472466
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id05,6,-0.5708213417813957
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id06,9,-0.4240249286263874
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id07,7,-0.4632191340215645
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id08,11,-0.14163975959995478
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id09,3,0.07180044529658736
Q1,inverse_low_decisive,inverse_toxic_memory,0.14,id10,6,0.1396599444007629
Q1,release_high_all,raw_memory_release,0.18,id01,1,-0.12982046904705002
Q1,release_high_all,raw_memory_release,0.18,id02,22,1.210023927670476
Q1,release_high_all,raw_memory_release,0.18,id03,3,0.31263476642629406
Q1,release_high_all,raw_memory_release,0.18,id04,23,-0.2620918545208384
Q1,release_high_all,raw_memory_release,0.18,id05,7,0.10671425084838104
Q1,release_high_all,raw_memory_release,0.18,id06,4,-0.2642630146554191
Q1,release_high_all,raw_memory_release,0.18,id07,1,0.036553121921351406
Q1,release_high_all,raw_memory_release,0.18,id08,5,-1.228702046063063
Q1,release_high_all,raw_memory_release,0.18,id09,7,-0.19934437731710808
Q1,release_high_all,raw_memory_release,0.18,id10,8,-0.6516653956230406
Q1,release_high_decisive,raw_memory_release,0.18,id01,0,0.0
Q1,release_high_decisive,raw_memory_release,0.18,id02,18,1.584557586339845
Q1,release_high_decisive,raw_memory_release,0.18,id03,3,0.31263476642629406
Q1,release_high_decisive,raw_memory_release,0.18,id04,21,-0.1401611188814863
Q1,release_high_decisive,raw_memory_release,0.18,id05,5,0.05397920312607318
Q1,release_high_decisive,raw_memory_release,0.18,id06,3,-0.08088986928651243
Q1,release_high_decisive,raw_memory_release,0.18,id07,0,0.0
Q1,release_high_decisive,raw_memory_release,0.18,id08,4,-1.2787429913589972
Q1,release_high_decisive,raw_memory_release,0.18,id09,2,0.03212300396452017
Q1,release_high_decisive,raw_memory_release,0.18,id10,5,-0.6787032255806356
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id02,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id03,3,-0.3062246274160154
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id04,2,-0.5167564551472466
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id05,6,-0.5708213417813957
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id06,12,-0.7502986525709456
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id07,11,-0.3016544923820795
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id08,16,-0.5513394929073034
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id09,4,0.24267828247196777
Q1,inverse_low_decisive,inverse_toxic_memory,0.18,id10,7,0.21115746065430918
Q1,release_high_all,raw_memory_release,0.25,id01,6,-0.04388211659052832
Q1,release_high_all,raw_memory_release,0.25,id02,27,-0.10525339886216278
Q1,release_high_all,raw_memory_release,0.25,id03,5,0.1417337936546299
Q1,release_high_all,raw_memory_release,0.25,id04,27,0.27565187560193033
Q1,release_high_all,raw_memory_release,0.25,id05,9,0.3505273470530549
Q1,release_high_all,raw_memory_release,0.25,id06,5,-0.14387780032750763
Q1,release_high_all,raw_memory_release,0.25,id07,2,0.2985135077788486
Q1,release_high_all,raw_memory_release,0.25,id08,10,-1.5599747789086895
Q1,release_high_all,raw_memory_release,0.25,id09,11,0.16877658563629794
Q1,release_high_all,raw_memory_release,0.25,id10,10,-0.5108852046592178
Q1,release_high_decisive,raw_memory_release,0.25,id01,5,-0.1591961305853805
Q1,release_high_decisive,raw_memory_release,0.25,id02,24,0.0782239554935833
Q1,release_high_decisive,raw_memory_release,0.25,id03,4,0.16255459424883378
Q1,release_high_decisive,raw_memory_release,0.25,id04,24,0.1451995390635838
Q1,release_high_decisive,raw_memory_release,0.25,id05,6,0.3123514196424486
Q1,release_high_decisive,raw_memory_release,0.25,id06,4,-0.2642630146554191
Q1,release_high_decisive,raw_memory_release,0.25,id07,1,0.2619603858574972
Q1,release_high_decisive,raw_memory_release,0.25,id08,6,-1.6566884904642079
Q1,release_high_decisive,raw_memory_release,0.25,id09,4,0.07793542306943346
Q1,release_high_decisive,raw_memory_release,0.25,id10,6,-0.5855661493316414
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id01,0,0.0
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id02,2,-0.04186425578175573
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id03,5,-0.1483279174763925
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id04,4,-1.1267716607434262
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id05,9,-0.8339110702503725
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id06,14,-0.9189809388775368
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id07,14,-0.37882679860040164
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id08,20,-0.8993826746946557
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id09,6,0.40683780662532165
Q1,inverse_low_decisive,inverse_toxic_memory,0.25,id10,10,0.5054039938914969
Q2,hold,none,0.0,id01,0,0.0
Q2,hold,none,0.0,id02,0,0.0
Q2,hold,none,0.0,id03,0,0.0
Q2,hold,none,0.0,id04,0,0.0
Q2,hold,none,0.0,id05,0,0.0
Q2,hold,none,0.0,id06,0,0.0
Q2,hold,none,0.0,id07,0,0.0
Q2,hold,none,0.0,id08,0,0.0
Q2,hold,none,0.0,id09,0,0.0
Q2,hold,none,0.0,id10,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id01,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id03,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id05,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id06,1,-0.28639745997621835
Q2,release_high_all,raw_memory_release,0.02,id07,8,0.6278074851485013
Q2,release_high_all,raw_memory_release,0.02,id08,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.02,id10,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id01,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id05,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id06,1,-0.28639745997621835
Q2,release_high_decisive,raw_memory_release,0.02,id07,6,0.6101779331012843
Q2,release_high_decisive,raw_memory_release,0.02,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.02,id10,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id02,3,0.5127938738693509
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id03,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id04,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id05,2,-0.4047878648817167
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id06,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id07,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id08,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id09,2,-0.9029669450519211
Q2,inverse_low_decisive,inverse_toxic_memory,0.02,id10,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id01,4,-0.4123391837816178
Q2,release_high_all,raw_memory_release,0.04,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id03,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id05,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id06,2,-0.41628675487664735
Q2,release_high_all,raw_memory_release,0.04,id07,12,0.7841643591977883
Q2,release_high_all,raw_memory_release,0.04,id08,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.04,id10,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id01,4,-0.4123391837816178
Q2,release_high_decisive,raw_memory_release,0.04,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id05,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id06,2,-0.41628675487664735
Q2,release_high_decisive,raw_memory_release,0.04,id07,9,0.7485171778389274
Q2,release_high_decisive,raw_memory_release,0.04,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.04,id10,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id02,3,0.5127938738693509
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id03,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id04,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id05,2,-0.4047878648817167
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id06,1,-0.12950624303245506
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id07,1,0.0728682797677756
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id08,2,0.13151239662319492
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id09,6,-1.1369217122262207
Q2,inverse_low_decisive,inverse_toxic_memory,0.04,id10,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id01,13,-0.11837909633403826
Q2,release_high_all,raw_memory_release,0.06,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id03,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id05,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id06,2,-0.41628675487664735
Q2,release_high_all,raw_memory_release,0.06,id07,12,0.7841643591977883
Q2,release_high_all,raw_memory_release,0.06,id08,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.06,id10,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id01,11,-0.26126814061227477
Q2,release_high_decisive,raw_memory_release,0.06,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id05,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id06,2,-0.41628675487664735
Q2,release_high_decisive,raw_memory_release,0.06,id07,9,0.7485171778389274
Q2,release_high_decisive,raw_memory_release,0.06,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.06,id10,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id02,6,1.185202998057227
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id03,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id04,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id05,2,-0.4047878648817167
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id06,1,-0.12950624303245506
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id07,3,0.32340745501736035
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id08,2,0.13151239662319492
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id09,8,-1.9698012362946091
Q2,inverse_low_decisive,inverse_toxic_memory,0.06,id10,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id01,20,-0.1417853567225486
Q2,release_high_all,raw_memory_release,0.08,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id03,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id05,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id06,2,-0.41628675487664735
Q2,release_high_all,raw_memory_release,0.08,id07,14,0.8969387306320444
Q2,release_high_all,raw_memory_release,0.08,id08,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.08,id10,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id01,18,-0.28467273803463905
Q2,release_high_decisive,raw_memory_release,0.08,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id05,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id06,2,-0.41628675487664735
Q2,release_high_decisive,raw_memory_release,0.08,id07,10,1.0791099614321311
Q2,release_high_decisive,raw_memory_release,0.08,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.08,id10,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id02,8,1.1894959908532599
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id03,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id04,1,0.17506623770195123
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id05,2,-0.4047878648817167
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id06,2,-0.545435548688924
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id07,4,0.23110884860673897
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id08,3,0.18651913187583757
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id09,9,-1.7345314850249574
Q2,inverse_low_decisive,inverse_toxic_memory,0.08,id10,1,-0.30919385319221904
