pred_index,base_index,tag,strategy,source,base,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,active_beat_e101_rate_large_loss,active_beat_e101_rate_small_loss,active_beat_e101_rate_tie,active_mean_vs_e101_large_loss,active_mean_vs_e101_small_loss,active_mean_vs_e101_tie,active_p95_vs_e101_large_loss,active_p95_vs_e101_small_loss,active_p95_vs_e101_tie,e110_active_loss_safe,e110_strict_candidate,e110_sensor_candidate
35,0,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.75,29,29,-2.6838190801736772e-05,-2.6838190801736772e-05,-3.405017221702611e-05,-5.911394323487862e-06,-5.911394323487862e-06,-1.2652329987705713e-05,-3.452276029647372e-05,-3.452276029647372e-05,-3.405017221702611e-05,-4.008041778547078e-05,-4.008041778547078e-05,-3.405017221702611e-05,-4.008041778547078e-05,-5.911394323487862e-06,3,3,49,-0.00021231513022358374,-0.0001092771640189838,-0.00019980885699630302,-0.0002340452135980997,-0.00044162306692771547,-0.0003378341402629076,-0.0004929250559097025,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005762344081589262,0.005066205546865528,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008762811866559948,0.00292978142389268,0.4186961438780894,0.002789117074116191,1.1782374232324713e-05,0.00021406565852057915,29,False,False,0.30996523754345306,0.0,0.33050127442650806,0.3232974910394265,8.276915580579772e-06,2.5278895487768005e-05,6.9145334674717245e-06,7.554055056030052e-06,2.7498273274898915e-05,3.417475122395275e-05,2.8811587996204084e-05,2.8672300158656173e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
35,0,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e95,e95,e86,nonactive_q2_e86,q2,0.75,29,29,-2.6838190801736772e-05,-2.6838190801736772e-05,-3.405017221702611e-05,-5.911394323487862e-06,-5.911394323487862e-06,-1.2652329987705713e-05,-3.452276029647372e-05,-3.452276029647372e-05,-3.405017221702611e-05,-4.008041778547078e-05,-4.008041778547078e-05,-3.405017221702611e-05,-4.008041778547078e-05,-5.911394323487862e-06,3,3,53,-0.00021231513022358374,-0.0001092771640189838,-0.00019980885699630302,-0.0002340452135980997,-0.00044162306692771547,-0.0003378341402629076,-0.0004929250559097025,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005762344081589262,0.005066205546865528,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008762811866559948,0.00292978142389268,0.4186961438780894,0.002789117074116191,1.1782374232324713e-05,0.00021406565852057915,29,False,False,0.30996523754345306,0.0,0.33050127442650806,0.3232974910394265,8.276915580579772e-06,2.5278895487768005e-05,6.9145334674717245e-06,7.554055056030052e-06,2.7498273274898915e-05,3.417475122395275e-05,2.8811587996204084e-05,2.8672300158656173e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
39,0,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,74,72,-2.6770214512028545e-05,-2.6770214512028545e-05,-3.264126741175932e-05,-5.3045050736333366e-06,-5.3045050736333366e-06,-1.220042905591967e-05,-3.4560720710064e-05,-3.4560720710064e-05,-3.264126741175932e-05,-4.0445417752055235e-05,-4.0445417752055235e-05,-3.264126741175932e-05,-4.0445417752055235e-05,-5.3045050736333366e-06,3,3,57,-0.00017215734421788254,-8.674527313123903e-05,-0.00019606373375630204,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005669590080028129,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008465856705690567,0.002638912765480673,0.3480563223557736,0.0027594215580292528,1.1921033647622059e-05,0.00012131165695944498,74,False,False,0.2679606025492468,1.0,0.17417162276975362,0.21469534050179212,2.233392697632798e-06,-3.2014405946092298e-06,2.690389763918588e-06,2.4745531139924567e-06,8.503037772917355e-06,-1.844854999051459e-06,7.786248719811975e-06,7.947024340192407e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
34,0,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.5,29,29,-2.671212657157085e-05,-2.671212657157085e-05,-3.36318028653082e-05,-5.76051275136269e-06,-5.76051275136269e-06,-1.243897912406311e-05,-3.437653376126004e-05,-3.437653376126004e-05,-3.36318028653082e-05,-3.9999333202089815e-05,-3.9999333202089815e-05,-3.36318028653082e-05,-3.9999333202089815e-05,-5.76051275136269e-06,3,3,48,-0.00018547174585770154,-8.97451237078517e-05,-0.00019162555954410632,-0.0001767621314325285,-0.00044162306692771547,-0.000309192599180122,-0.00046766964270430686,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005690988862082421,0.004816462278591585,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008470854875397492,0.0028003779475378986,0.4186961438780894,0.002759921374999945,1.1599107877598246e-05,0.0001427104390137384,29,False,False,0.31720741599073,0.0,0.33135089209855567,0.32903225806451614,5.20790728839797e-06,1.6349737950120257e-05,4.38456890565159e-06,4.782450339769405e-06,1.7907209437478102e-05,2.24450618556284e-05,1.88332613131243e-05,1.8675356413882575e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
34,0,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e95,e95,e86,nonactive_q2_e86,q2,0.5,29,29,-2.671212657157085e-05,-2.671212657157085e-05,-3.36318028653082e-05,-5.76051275136269e-06,-5.76051275136269e-06,-1.243897912406311e-05,-3.437653376126004e-05,-3.437653376126004e-05,-3.36318028653082e-05,-3.9999333202089815e-05,-3.9999333202089815e-05,-3.36318028653082e-05,-3.9999333202089815e-05,-5.76051275136269e-06,3,3,52,-0.00018547174585770154,-8.97451237078517e-05,-0.00019162555954410632,-0.0001767621314325285,-0.00044162306692771547,-0.000309192599180122,-0.00046766964270430686,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005690988862082421,0.004816462278591585,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008470854875397492,0.0028003779475378986,0.4186961438780894,0.002759921374999945,1.1599107877598246e-05,0.0001427104390137384,29,False,False,0.31720741599073,0.0,0.33135089209855567,0.32903225806451614,5.20790728839797e-06,1.6349737950120257e-05,4.38456890565159e-06,4.782450339769405e-06,1.7907209437478102e-05,2.24450618556284e-05,1.88332613131243e-05,1.8675356413882575e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
41,0,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e95,e95,e86,nonactive_all_e86,all,0.25,103,95,-2.6698067454589136e-05,-2.6698067454589136e-05,-3.3167942260381444e-05,-5.566400939849281e-06,-5.566400939849281e-06,-1.2294999765849468e-05,-3.44003993708597e-05,-3.44003993708597e-05,-3.3167942260381444e-05,-4.012740205272536e-05,-4.012740205272536e-05,-3.3167942260381444e-05,-4.012740205272536e-05,-5.566400939849281e-06,3,3,59,-0.00017344185404864488,-8.22435475594796e-05,-0.0001903862392781952,-0.00011896554451931718,-0.00044162306692771547,-0.0002802943057235163,-0.0004422016320510195,2.0409206148302564e-05,0.75,0.9722222222222222,True,0.005660070861562042,0.004566719010317643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008371779280299366,0.0027034063493069993,0.4186961438780894,0.0027500138154901324,1.1636273535198722e-05,0.00011179243849335805,103,False,False,0.13876013904982618,0.0,0.0955819881053526,0.11541218637992831,3.1620064226789073e-06,6.807383400265844e-06,2.953645032794579e-06,3.063575231847207e-06,9.399120933436379e-06,1.0357084306573505e-05,9.140857012585793e-06,9.295193518457196e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
30,0,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.5,133,106,-2.668156404606048e-05,-2.668156404606048e-05,-3.2251010375738964e-05,-5.579050884829684e-06,-5.579050884829684e-06,-1.225764913082017e-05,-3.436474282514368e-05,-3.436474282514368e-05,-3.2251010375738964e-05,-4.010089842798603e-05,-4.010089842798603e-05,-3.2251010375738964e-05,-4.010089842798603e-05,-5.579050884829684e-06,3,3,44,-0.0001863701379053173,-9.422183607854517e-05,-0.00019507927945350279,-0.00010553023619921942,-0.00044162306692771547,-0.00027357665156346744,-0.00043603631287179325,1.9097949392395866e-05,0.75,0.9722222222222222,True,0.005650502292427285,0.004566244025046864,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000852507855416325,0.002725261833605097,0.3824306901441456,0.0027378784316184207,1.1706194233760397e-05,0.000193351033329319,133,False,False,0.0880648899188876,0.04619565217391304,0.04970263381478335,0.06308243727598567,4.475709956991308e-06,6.829926975287206e-06,4.24873733490069e-06,4.34279327763226e-06,1.2471203021663018e-05,1.3409102735734425e-05,1.0932746500033893e-05,1.132579504379228e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
24,0,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,1.0,15,15,-2.6615351720660207e-05,-2.6615351720660207e-05,-3.315858152797002e-05,-5.571365209844359e-06,-5.571365209844359e-06,-1.2254951903933886e-05,-3.432634529088041e-05,-3.432634529088041e-05,-3.315858152797002e-05,-3.994834466114483e-05,-3.994834466114483e-05,-3.315858152797002e-05,-3.994834466114483e-05,-5.571365209844359e-06,3,3,34,-0.00019057268088125688,-8.984089809505047e-05,-0.0001877165982630824,-0.00014939940246563865,-0.00044162306692771547,-0.00029551123469667706,-0.00045515753012004685,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005690717441927691,0.0048155123080500266,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008474416146652397,0.0027919700897172752,0.3824306901441456,0.0027602775021254356,1.1739584066867854e-05,0.0001424390188590073,15,False,False,0.42265353418308227,0.019021739130434784,0.45836873406966866,0.44695340501792113,5.373365732114944e-06,1.6780241933605438e-05,4.433250750955754e-06,4.861039211007609e-06,2.097243454588891e-05,2.944275463970772e-05,1.8598579861306104e-05,2.0242540753532498e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
24,0,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e95,e95,e90,nonactive_q2_e90,q2,1.0,15,15,-2.6615351720660207e-05,-2.6615351720660207e-05,-3.315858152797002e-05,-5.571365209844359e-06,-5.571365209844359e-06,-1.2254951903933886e-05,-3.432634529088041e-05,-3.432634529088041e-05,-3.315858152797002e-05,-3.994834466114483e-05,-3.994834466114483e-05,-3.315858152797002e-05,-3.994834466114483e-05,-5.571365209844359e-06,3,3,38,-0.00019057268088125688,-8.984089809505047e-05,-0.0001877165982630824,-0.00014939940246563865,-0.00044162306692771547,-0.00029551123469667706,-0.00045515753012004685,7.137148015447434e-17,0.7777777777777778,1.0,True,0.005690717441927691,0.0048155123080500266,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008474416146652397,0.0027919700897172752,0.3824306901441456,0.0027602775021254356,1.1739584066867854e-05,0.0001424390188590073,15,False,False,0.42265353418308227,0.019021739130434784,0.45836873406966866,0.44695340501792113,5.373365732114944e-06,1.6780241933605438e-05,4.433250750955754e-06,4.861039211007609e-06,2.097243454588891e-05,2.944275463970772e-05,1.8598579861306104e-05,2.0242540753532498e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
38,0,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,74,72,-2.659081806954955e-05,-2.659081806954955e-05,-3.245535970908264e-05,-5.290180353445528e-06,-5.290180353445528e-06,-1.20930328768587e-05,-3.432401735614654e-05,-3.432401735614654e-05,-3.245535970908264e-05,-4.01582564991676e-05,-4.01582564991676e-05,-3.245535970908264e-05,-4.01582564991676e-05,-5.290180353445528e-06,3,3,56,-0.00016054271157346368,-7.465960635477664e-05,-0.0001890645539563418,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005629152861041666,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008273527335761932,0.0026067903908833998,0.3480563223557736,0.0027401886210363896,1.1755804248866167e-05,8.087443797298213e-05,74,False,False,0.272305909617613,1.0,0.17672047578589634,0.2175627240143369,1.4589223886750506e-06,-2.1810011961002223e-06,1.7717207088132182e-06,1.6251257068989838e-06,5.637838911453427e-06,-1.256818872836557e-06,5.171360976706168e-06,5.2770162937231385e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
23,0,e110_nonactive_tail_graft_8dbe9c65,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.75,15,15,-2.6577850129716474e-05,-2.6577850129716474e-05,-3.3018976734577876e-05,-5.545367139481172e-06,-5.545367139481172e-06,-1.218545904757562e-05,-3.4268584401586644e-05,-3.4268584401586644e-05,-3.3018976734577876e-05,-3.991959884785956e-05,-3.991959884785956e-05,-3.3018976734577876e-05,-3.991959884785956e-05,-5.545367139481172e-06,3,3,33,-0.00017424673651741384,-8.004979581310856e-05,-0.00018460105132775406,-0.00012759057391836803,-0.00044162306692771547,-0.00028460682042304175,-0.0004456462024930736,4.10267574957324e-06,0.75,0.9722222222222222,True,0.0056551076872129544,0.004690878166548448,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008327558718552058,0.00272938526069181,0.3824306901441456,0.0027455917593154017,1.1613970371648481e-05,0.00010682926414427049,15,False,False,0.4235225955967555,0.019021739130434784,0.4592183517417162,0.44802867383512546,3.7929257661030198e-06,1.2200886621786905e-05,3.1528575080566012e-06,3.4519089274529244e-06,1.5389014721891635e-05,2.1729852619859377e-05,1.3759033581080548e-05,1.4910946220744393e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
23,0,e110_nonactive_tail_graft_8dbe9c65,nonactive_tail_graft,e95,e95,e90,nonactive_q2_e90,q2,0.75,15,15,-2.6577850129716474e-05,-2.6577850129716474e-05,-3.3018976734577876e-05,-5.545367139481172e-06,-5.545367139481172e-06,-1.218545904757562e-05,-3.4268584401586644e-05,-3.4268584401586644e-05,-3.3018976734577876e-05,-3.991959884785956e-05,-3.991959884785956e-05,-3.3018976734577876e-05,-3.991959884785956e-05,-5.545367139481172e-06,3,3,37,-0.00017424673651741384,-8.004979581310856e-05,-0.00018460105132775406,-0.00012759057391836803,-0.00044162306692771547,-0.00028460682042304175,-0.0004456462024930736,4.10267574957324e-06,0.75,0.9722222222222222,True,0.0056551076872129544,0.004690878166548448,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008327558718552058,0.00272938526069181,0.3824306901441456,0.0027455917593154017,1.1613970371648481e-05,0.00010682926414427049,15,False,False,0.4235225955967555,0.019021739130434784,0.4592183517417162,0.44802867383512546,3.7929257661030198e-06,1.2200886621786905e-05,3.1528575080566012e-06,3.4519089274529244e-06,1.5389014721891635e-05,2.1729852619859377e-05,1.3759033581080548e-05,1.4910946220744393e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
28,0,e110_nonactive_tail_graft_bb22020e,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,1.0,118,94,-2.6534155761703815e-05,-2.6534155761703815e-05,-3.095264020891442e-05,-5.392283866090253e-06,-5.392283866090253e-06,-1.2146858274997285e-05,-3.418160982437968e-05,-3.418160982437968e-05,-3.095264020891442e-05,-4.002857359441947e-05,-4.002857359441947e-05,-3.095264020891442e-05,-4.002857359441947e-05,-5.392283866090253e-06,3,3,42,-0.00018191406361707242,-9.84149730900441e-05,-0.00020225415967187188,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.00561028714292688,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000857753662989219,0.002659256718354699,0.3480563223557736,0.0027156671620834493,1.1860605372704387e-05,0.0002442630477996359,118,False,False,0.17004634994206258,1.0,0.09260832625318606,0.12939068100358422,4.361908296677502e-06,-1.8586957449037608e-06,4.633522809459149e-06,4.465647754328329e-06,1.2306513059946646e-05,-1.0710878541631839e-06,1.124359072109033e-05,1.1389689329366344e-05,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
33,0,e110_nonactive_tail_graft_5a814d61,nonactive_tail_graft,e95,e95,e86,nonactive_q2s3_e86,q2s3,0.25,29,29,-2.6502615194989865e-05,-2.6502615194989865e-05,-3.297025299298095e-05,-5.5359301073254485e-06,-5.5359301073254485e-06,-1.217428186972569e-05,-3.414670995893765e-05,-3.414670995893765e-05,-3.297025299298095e-05,-3.98252055187065e-05,-3.98252055187065e-05,-3.297025299298095e-05,-3.98252055187065e-05,-5.5359301073254485e-06,3,3,47,-0.00016180271187403173,-7.013972557545767e-05,-0.00018336890427078645,-0.00011896554451931718,-0.00044162306692771547,-0.0002802943057235163,-0.0004422016320510195,2.0409206148302564e-05,0.75,0.9722222222222222,True,0.005619633642575581,0.004566719010317643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008179631462446128,0.0026713149666541705,0.4186961438780894,0.0027307990337048084,1.1489199343980983e-05,7.135521950689784e-05,29,False,False,0.32792584009269987,0.0,0.3394222599830076,0.33835125448028674,2.4462354983179412e-06,7.91915118934036e-06,2.077770995736358e-06,2.2622296273781216e-06,8.752353227865974e-06,1.1050721705067718e-05,9.201331141394382e-06,9.105225459047275e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
33,0,e110_nonactive_tail_graft_5a814d61,nonactive_tail_graft,e95,e95,e86,nonactive_q2_e86,q2,0.25,29,29,-2.6502615194989865e-05,-2.6502615194989865e-05,-3.297025299298095e-05,-5.5359301073254485e-06,-5.5359301073254485e-06,-1.217428186972569e-05,-3.414670995893765e-05,-3.414670995893765e-05,-3.297025299298095e-05,-3.98252055187065e-05,-3.98252055187065e-05,-3.297025299298095e-05,-3.98252055187065e-05,-5.5359301073254485e-06,3,3,51,-0.00016180271187403173,-7.013972557545767e-05,-0.00018336890427078645,-0.00011896554451931718,-0.00044162306692771547,-0.0002802943057235163,-0.0004422016320510195,2.0409206148302564e-05,0.75,0.9722222222222222,True,0.005619633642575581,0.004566719010317643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008179631462446128,0.0026713149666541705,0.4186961438780894,0.0027307990337048084,1.1489199343980983e-05,7.135521950689784e-05,29,False,False,0.32792584009269987,0.0,0.3394222599830076,0.33835125448028674,2.4462354983179412e-06,7.91915118934036e-06,2.077770995736358e-06,2.2622296273781216e-06,8.752353227865974e-06,1.1050721705067718e-05,9.201331141394382e-06,9.105225459047275e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
22,0,e110_nonactive_tail_graft_6772c3c6,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.5,15,15,-2.6497244167145162e-05,-2.6497244167145162e-05,-3.2790222371015254e-05,-5.48107023867761e-06,-5.48107023867761e-06,-1.2096177350873205e-05,-3.416574911030423e-05,-3.416574911030423e-05,-3.2790222371015254e-05,-3.98449131522316e-05,-3.98449131522316e-05,-3.2790222371015254e-05,-3.98449131522316e-05,-5.48107023867761e-06,3,3,32,-0.0001578722868131599,-7.022276364965219e-05,-0.00018144957451077248,-0.00010553023619921942,-0.00044162306692771547,-0.00027357665156346744,-0.00043603631287179325,1.9097949392395866e-05,0.75,0.9722222222222222,True,0.005619497932498216,0.004566244025046864,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008181060589268658,0.0026669607631013095,0.3824306901441456,0.0027309419463870614,1.1524286558123464e-05,7.121950942953219e-05,15,False,False,0.4238122827346466,0.019021739130434784,0.45964316057774,0.4483870967741935,2.3709548567833335e-06,7.878371770370705e-06,1.9874767222515896e-06,2.1723548695559495e-06,1.0044799827508787e-05,1.4225515071339821e-05,9.111035384918567e-06,9.744126153909419e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
22,0,e110_nonactive_tail_graft_6772c3c6,nonactive_tail_graft,e95,e95,e90,nonactive_q2_e90,q2,0.5,15,15,-2.6497244167145162e-05,-2.6497244167145162e-05,-3.2790222371015254e-05,-5.48107023867761e-06,-5.48107023867761e-06,-1.2096177350873205e-05,-3.416574911030423e-05,-3.416574911030423e-05,-3.2790222371015254e-05,-3.98449131522316e-05,-3.98449131522316e-05,-3.2790222371015254e-05,-3.98449131522316e-05,-5.48107023867761e-06,3,3,36,-0.0001578722868131599,-7.022276364965219e-05,-0.00018144957451077248,-0.00010553023619921942,-0.00044162306692771547,-0.00027357665156346744,-0.00043603631287179325,1.9097949392395866e-05,0.75,0.9722222222222222,True,0.005619497932498216,0.004566244025046864,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008181060589268658,0.0026669607631013095,0.3824306901441456,0.0027309419463870614,1.1524286558123464e-05,7.121950942953219e-05,15,False,False,0.4238122827346466,0.019021739130434784,0.45964316057774,0.4483870967741935,2.3709548567833335e-06,7.878371770370705e-06,1.9874767222515896e-06,2.1723548695559495e-06,1.0044799827508787e-05,1.4225515071339821e-05,9.111035384918567e-06,9.744126153909419e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
29,0,e110_nonactive_tail_graft_5cb93e6b,nonactive_tail_graft,e95,e95,e90,nonactive_all_e90,all,0.25,133,106,-2.6470604987061108e-05,-2.6470604987061108e-05,-3.22072127708628e-05,-5.432693253926146e-06,-5.432693253926146e-06,-1.2072137281382567e-05,-3.412164671867668e-05,-3.412164671867668e-05,-3.22072127708628e-05,-3.985747498869152e-05,-3.985747498869152e-05,-3.22072127708628e-05,-3.985747498869152e-05,-5.432693253926146e-06,3,3,43,-0.00015812526296229423,-7.236489576145644e-05,-0.00018508257822605345,-8.32186159329118e-05,-0.00044162306692771547,-0.00026242084143031363,-0.0004263279594552948,3.4230349690573985e-05,0.75,0.9722222222222222,True,0.005599390357748023,0.0044416098835452856,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008206885450132774,0.002633839169403597,0.3824306901441456,0.0027197907480135176,1.1555928521529948e-05,9.667551666467847e-05,133,False,False,0.10225955967555041,0.0625,0.059473237043330504,0.07419354838709677,2.141933700886293e-06,3.2605290242690424e-06,2.0546974318941946e-06,2.0929401354647593e-06,6.0869537438003664e-06,6.583997939973873e-06,5.383970738806438e-06,5.5774121496947755e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
