role,file,target,mean_abs_logit_move_vs_mixmin,entropy_delta_vs_mixmin,kl_if_mixmin_calibrated,e72_adverse_positive_exposure_all,e72_adverse_weighted_mean,e72_adverse_weighted_positive_mean,e72_same_direction_weight_frac
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S2,0.07181364079242922,-0.003314522500547167,0.0006752323837835133,0.005612340715491634,-0.008337211718350598,0.00946385978871533,0.36461305556448986
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S3,0.09041229087763313,0.0022698952442742645,0.0009873049645631434,0.00419398570608347,0.02144647878427348,0.028657866373180952,0.9013113004582418
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S1,0.15158733073678018,-0.004477362209437708,0.0027550942439889007,0.019087506171441747,0.0074405365766547615,0.02315932385625179,0.5111311624138745
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,0.1618789454930324,0.00021800583580811584,0.003986758462548781,0.016867129914636885,0.0029509130724101164,0.026219895249327375,0.4996664778781875
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,0.10705253288026882,0.001882903791984336,0.0018125956446892473,0.01265642284604736,-0.004951200383091411,0.019277357805412582,0.46844800315115437
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S4,0.08913310205064566,0.0022298263503175092,0.0012552057563301085,0.00907007576628679,0.00046163595894160896,0.013745572919693114,0.4765289362851929
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,0.13598110003260305,0.00575376400858993,0.005369435507822988,0.0087029377649599,0.04639601885072984,0.05309836884631483,0.6900172067875554
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S2,0.14106910258460212,-0.0058822369129698385,0.0035209489836350006,0.006599497545410903,-0.04006823406049282,0.010564553698329671,0.31809987503738596
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S3,0.16056297754088075,0.005302966002381068,0.0035949688889556617,0.0042953689839055655,0.017696311374488415,0.03196461581221719,0.8302905284121695
balanced_e90,submission_e90_e72pareto_28925de5.csv,S3,0.00825289750894056,0.0006081944421544783,3.3265878351332904e-05,0.0026173016289520908,0.016441435149399095,0.016441435149399095,0.9999999999999953
balanced_e90,submission_e90_e72pareto_28925de5.csv,S1,0.016033224996065947,0.0005957807909764281,2.4310959902690706e-05,0.0024040211089462514,0.0020501769209751706,0.0030267477176707256,0.7269686881104137
balanced_e90,submission_e90_e72pareto_28925de5.csv,S2,0.014604833520334466,-0.0009586388826457002,2.72620159384206e-05,0.00091694380619123,-0.0028543019464669656,0.0012706853048827073,0.31712860334832993
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,0.0015508347316737182,0.0001586061691424543,2.777290642297475e-06,0.0005999478761095359,0.0036254092153614912,0.0036254092153614912,0.6077634612327102
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,4.618527782440651e-17,8.881784197001253e-19,2.0059581256313593e-18,6.217248937900877e-18,4.397810261906789e-18,1.2093770103666182e-17,0.015561571009252944
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,8.049116928532385e-17,-1.3877787807814457e-17,4.030296758532825e-18,5.773159728050814e-18,-9.136946926506348e-18,3.808856300764189e-18,0.011569623484915874
balanced_e90,submission_e90_e72pareto_28925de5.csv,S4,4.676814491233472e-17,-3.996802888650563e-18,-1.737108038036577e-19,4.940492459581946e-18,8.035623515661167e-18,8.657223182226031e-18,0.04662712825614685
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S3,0.00792156845633012,0.0005896332026808703,3.016836803759707e-05,0.002484296465618507,0.015666637242817378,0.015666637242817378,0.9999999999999877
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S1,0.01322758816772965,0.00044754516874071203,1.6405875941349666e-05,0.0019475974671053873,0.001599924391043594,0.0024324953127574057,0.6875805860293319
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S2,0.012087429643624501,-0.0008115759733669354,1.8209117034159963e-05,0.0007425141975343606,-0.0023887763481503276,0.0010293147577461496,0.28661063724279834
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,6.294964549624637e-17,-1.0547118733938987e-17,3.879853645709917e-18,3.996802888650563e-18,-8.198897654353236e-18,2.77345007240413e-18,0.011569623484915874
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S4,2.864375403532904e-17,-3.1086244689504384e-18,8.617949885026091e-19,3.608224830031759e-18,6.105189768565323e-18,6.726789435130187e-18,0.038197522133466597
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,3.075317778211684e-17,8.881784197001253e-19,1.5271400492086645e-18,3.552713678800501e-18,1.2003397042449001e-18,6.910725773523451e-18,0.015561571009252944
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,1.4988010832439614e-17,-2.6645352591003758e-18,9.009835745747177e-20,0.0,-9.676423230748249e-18,0.0,2.976968704056826e-15
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,0.007189307751153376,0.000519005114472085,1.0020870217706198e-05,0.0029455145597775414,0.0051814080530000715,0.0051814080530000715,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S1,0.0097554588070426,0.0011003477521425021,1.0395202762379992e-05,0.0027315551571631246,0.0037117709372112254,0.0037117709372112254,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S2,0.00612764562318959,7.478855033162568e-05,7.552153168474011e-06,0.0026611290362272785,0.005499248334276293,0.005499248334276293,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,0.007474067637788305,0.0009193191233067893,9.237344666213652e-06,0.002400341589437805,0.004175070614979906,0.004175070614979906,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S4,0.006635951991630595,0.0007755751769355071,8.240963645216797e-06,0.0022161077354616384,0.0041062372022549224,0.0041062372022549224,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,0.004326074059193732,0.000413676111014434,1.4020995785767557e-05,0.0017124963760453082,0.011091994158817682,0.011091994158817682,1.0
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S3,0.005281045637553398,0.0003945441046689268,1.3383202002570945e-05,0.0016494686003898416,0.01039473086448246,0.01039473086448246,1.0
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,0.20646788135153837,0.014388425043527428,0.00749672442960667,0.041686939862622494,0.056753232538211726,0.06835645699556744,0.751468455187
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,0.1652085475167215,0.007614870935095616,0.004404116560658179,0.03576774579377183,0.04180916777074016,0.05552353611642826,0.7472284709828829
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S2,0.15528197618877426,0.002336472380436003,0.0034379302146046453,0.03232429785157521,0.051382751943559984,0.05981438680312337,0.7948495242771794
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S4,0.17325639664524767,0.01072234321307141,0.005851317738631253,0.03093686712316197,0.0436610168596952,0.05362394082761817,0.765917781259651
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S3,0.1923708045631037,-0.008003142960048497,0.004895931449569588,0.016861564266705906,0.0830982811171596,0.0839556079364997,0.8374048247370368
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S1,0.11207007118972193,0.007747680658609207,0.0016255999419775074,0.015336871453668863,0.012636339610884657,0.019969204614407314,0.7192585104408893
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,0.09005989881346108,0.0001355614337552844,0.0012281449513328133,0.0024935368137606055,-0.00265198167592351,0.015296018677801903,0.4322622956341261
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S3,0.008561070076502609,0.0006366583814051,3.525179165157169e-05,0.0026874996054434244,0.016950954950533288,0.016950954950533288,0.9999999999999953
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S1,0.01641881634731828,0.0005931656626356948,2.526581919386636e-05,0.002447764474557437,0.002067466062946535,0.003071498951822174,0.7269686881104137
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q2,0.00255170774585261,0.0002468214116302112,4.873675636191814e-06,0.0010067087632111519,0.006519212896504318,0.006519212896504318,0.9999999999999978
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S2,0.014917423261696212,-0.0009956739402680308,2.795031460962597e-05,0.0009297186068356134,-0.0028933753872971467,0.001289495700139366,0.31712860334832993
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q3,4.618527782440651e-17,4.440892098500626e-19,1.4677997291049363e-18,5.3290705182007515e-18,1.3743677359901405e-18,1.0366088660285175e-17,0.015561571009252944
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S4,5.032085859113522e-17,-4.440892098500626e-18,-6.180589857065794e-19,4.940492459581946e-18,8.035623515661167e-18,8.657223182226031e-18,0.04662712825614685
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q1,6.539213615042172e-17,-1.0103029524088924e-17,4.073363779559267e-18,3.996802888650563e-18,-8.198897654353236e-18,2.77345007240413e-18,0.011569623484915874
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S3,0.007921568456330156,0.0005896332026808647,3.0168368037598884e-05,0.002484296465618506,0.01566663724281737,0.01566663724281737,0.9999999999999953
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S1,0.015338335030388044,0.0005255243537221295,2.1998061721496534e-05,0.00220288664786585,0.0017985716572176443,0.0027204624408555963,0.7040324171897346
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S2,0.01449119606654125,-0.0009816932457939504,2.6191767513731258e-05,0.0009065832486874843,-0.00258797958809845,0.001236695798613974,0.2897420025337689
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q1,8.049116928532385e-17,-1.3877787807814457e-17,4.030296758532825e-18,5.773159728050814e-18,-9.136946926506348e-18,3.808856300764189e-18,0.011569623484915874
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S4,5.076494780098528e-17,-4.8849813083506885e-18,-2.2032103529399685e-19,4.940492459581946e-18,8.035623515661167e-18,8.657223182226031e-18,0.038197522133466597
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q3,4.4408920985006264e-17,1.3322676295501879e-18,1.870470756198851e-18,4.440892098500626e-18,9.424473751448718e-19,8.638407216904265e-18,0.015561571009252944
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q2,1.0436096431476471e-16,2.220446049250313e-19,1.9769217035941214e-18,0.0,-9.676423230748249e-18,0.0,1.3319368598323212e-14
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S3,0.009448120710935445,0.0007017416400665138,4.2962256549646415e-05,0.002970021289601877,0.018737304235383067,0.018737304235383067,0.9999999999999942
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S1,0.016421260868435646,0.0005926566334676403,2.5273007738587308e-05,0.0024478680641879134,0.0020670007733732698,0.0030714743564594655,0.7269686881104137
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S2,0.014920325960716239,-0.0009961453165941154,2.795638314515614e-05,0.0009296985477107399,-0.0028944335436311766,0.0012894366841029864,0.31712860334832993
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q3,4.618527782440651e-17,4.440892098500626e-19,1.4677997291049363e-18,5.3290705182007515e-18,1.3743677359901405e-18,1.0366088660285175e-17,0.015561571009252944
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S4,5.032085859113522e-17,-4.440892098500626e-18,-6.180589857065794e-19,4.940492459581946e-18,8.035623515661167e-18,8.657223182226031e-18,0.04662712825614685
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q1,6.539213615042172e-17,-1.0103029524088924e-17,4.073363779559267e-18,3.996802888650563e-18,-8.198897654353236e-18,2.77345007240413e-18,0.011569623484915874
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q2,2.1316282072803006e-17,-3.1086244689504384e-18,-5.467472161616474e-19,0.0,-9.676423230748249e-18,0.0,0.03270713467625515
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q3,0.1849776664845433,-0.009109592960513004,0.006217479544586802,0.021559595423446334,-0.01303808826490872,0.03214145480276037,0.40600268431094666
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q1,0.1457282039644017,0.0008581974057797604,0.0037041813234981254,0.01806792928903468,0.009475366039445456,0.029877959732068842,0.5616491314078577
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S4,0.12143513420279158,0.001026647652976919,0.002566441171248823,0.014868257045338316,0.010104857672420435,0.02493250461914279,0.5641576701222518
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S2,0.10127004128063577,-0.002380987281881087,0.002342766607500302,0.013223551596965739,0.013919084547719193,0.023467611886248498,0.6313442728907835
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S1,0.09380490281181329,-0.0034458888593460503,0.003203452942493584,0.012208138004829637,-0.0017396767666807101,0.011928746748442463,0.44393843954035134
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S3,0.13774043245831077,-0.008674264190358237,0.003181920342904949,0.009263818933876454,0.041246846783996344,0.04665727385581952,0.579966063308295
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q2,0.0235202207499951,-0.0014872591114970923,0.00013429353783824758,0.0010098710528081635,0.005876668004768512,0.006486568038909902,0.7706042706883085
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S1,0.050967052154137535,0.001655595129410115,0.0002466481256667143,0.007529972700228033,0.006198963646496884,0.009407681063150902,0.5549998825847756
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q3,0.05335057219239105,0.0008100048140889613,0.0004161044789139301,0.007417188893705747,0.0017024362652215445,0.011588796112457268,0.4199173192901473
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q1,0.052753268733377406,0.0010811627546059683,0.0003677946491251381,0.005990004768603857,0.0012244184337629432,0.009008320218503691,0.42495176183819844
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S2,0.04747831323512375,-0.003318609031922143,0.00028611271034214924,0.0029612307213965094,-0.009125418937295524,0.004087994748240152,0.1918879678306857
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S4,0.032273520707312105,0.001235786073711211,0.00019246181967776165,0.0028670617833463008,-0.000456157435811427,0.004402304125567802,0.29138731275107643
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S3,0.05685829916991801,0.001970203483519983,0.0003581955623492896,0.0012899686801420313,0.0038288214703169903,0.009791816590727571,0.6593565768486296
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q2,0.025618373823401406,-0.0006952481416536309,0.00016912494637813102,0.00096743280235386,0.005639805757638689,0.00591290374232599,0.3410484197946473
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q3,0.05979838508913498,-5.7779574482895943e-05,0.0004954969064198098,0.007318770528090963,-0.0007825245854539107,0.01141132545923079,0.44659527766573076
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S1,0.04926208936342156,0.0008086740510320959,0.00021701799456152955,0.00640818092812168,0.003822563214969555,0.007778095461356465,0.5853987044936867
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q1,0.05544173239116266,-0.00037190031772379805,0.0003809107858278837,0.0052818237864115025,-0.0018026254639374217,0.007837403120212591,0.43992044134429265
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S4,0.03748757641272964,0.00034814984809019255,0.00023075991568165583,0.0029135761542173413,-0.002516895903484865,0.0043532080057960216,0.3733753825800274
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S2,0.05084920990213255,-0.0032896342766584145,0.0003265391427864306,0.0028156647537062344,-0.01157799923718147,0.003752393879346773,0.2643464661354382
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S3,0.0641955392235187,0.002186920535582276,0.0004567208832672517,0.0013613848970794229,0.0025840069091448204,0.01033396906523922,0.7709432915718513
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q2,0.026174228989247973,-0.0007513232905461557,0.00017145484663584647,0.0009509669499848737,0.00521645281955136,0.005794175856181832,0.34104841979465234
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q3,0.07331714528506425,-0.00022015143507295477,0.0008973104300972464,0.009473638558539757,0.002129399416182327,0.014649478463432388,0.5172334473465022
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S1,0.06942781789637545,0.002809363374652542,0.00048758807305667714,0.009116119525467918,0.004710223745270166,0.010768566361748347,0.6565688287208507
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q1,0.07516926730262392,0.0003113950106105656,0.0008633827370339189,0.0067848760373043875,-0.0025399191144288343,0.010202384499895361,0.48348883455763725
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S4,0.060437197020601185,0.0011826503724220853,0.0005719315338533358,0.005750045490132728,-0.001742539990589714,0.008711336956796122,0.48671875587431584
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S2,0.07181364079242922,-0.003314522500547167,0.0006752323837835133,0.005612340715491634,-0.008337211718350598,0.00946385978871533,0.36461305556448986
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S3,0.09041229087763313,0.0022698952442742645,0.0009873049645631434,0.00419398570608347,0.02144647878427348,0.028657866373180952,0.9013113004582418
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q2,0.026174228989247973,-0.0007513232905461557,0.00017145484663584647,0.0009509669499848737,0.00521645281955136,0.005794175856181832,0.34104841979465234
