basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,support_target_count,support_targets,support_feature_count,semantic_q,semantic_policy,semantic_scale,semantic_type,semantic_active_cells,semantic_kept_cells,semantic_kept_frac,semantic_l1_retained_frac,semantic_alignment_mean_active,semantic_alignment_mean_kept,semantic_alignment_p10_kept,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_00_5067a2b8.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_00_5067a2b8.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,boost125_damp25,1.0,semantic_censor,640,640,1.0,0.8191443698471838,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.020805398256536177,0.35,36.409446948938324,0.2685001972607832,0.7314998027392166,9.775943687945961,0.0,0.0,9.739663263636329,0.0,16.89383999735603,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_25_17313f2f.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_50__s1_25_17313f2f.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,boost125_damp25,1.25,semantic_censor,640,640,1.0,0.9656577650966852,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.024526683112161624,0.35,42.92169544628282,0.2716878564941802,0.7283121435058197,11.661303432896595,0.0,0.0,11.679474678105764,0.0,19.58091733528046,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s0_75_384c8a0d.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s0_75_384c8a0d.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,keep_l1,0.75,semantic_censor,640,321,0.5015625,0.6586858059472537,0.1354078699496463,0.9610914067130658,0.2519680795665967,199,321,0.016729920906636667,0.35,29.27736158661417,0.2674967245523914,0.7325032754476085,7.831598327955295,0.0,0.0,7.831762333092895,0.0,13.614000925565977,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s1_00_f770cca3.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s1_00_f770cca3.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,keep_l1,1.0,semantic_censor,640,321,0.5015625,0.8167359838717936,0.1354078699496463,0.9610914067130658,0.2519680795665967,199,321,0.020744227806957432,0.35,36.302398662175506,0.2742814207186925,0.7257185792813076,9.95707348055786,0.0,0.0,9.9224786851975,0.0,16.42284649642015,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s1_25_35b56043.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_50__s1_25_35b56043.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,keep_l1,1.25,semantic_censor,640,321,0.5015625,0.936720272472941,0.1354078699496463,0.9610914067130658,0.2519680795665967,199,321,0.023791701488965096,0.35,41.635477605688905,0.2747637951004061,0.725236204899594,11.439921837757053,0.0,0.0,11.678134879305748,0.0,18.517420888626106,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s0_75_c224346e.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s0_75_c224346e.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_keep,0.75,anti_control,640,321,0.5015625,0.30526552133997037,0.1354078699496463,-0.6901182481683393,-1.3931787452549202,203,321,0.007753420494914804,0.26250000000000007,13.568485866100907,0.2511181691512495,0.7488818308487505,3.4072933288498657,0.0,0.0,3.4829775317267258,0.0,6.678215005524316,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_00_37839b95.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_00_37839b95.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_keep,1.0,anti_control,640,321,0.5015625,0.40702069511996053,0.1354078699496463,-0.6901182481683393,-1.3931787452549202,203,321,0.010337893993219738,0.35,18.091314488134543,0.2511181691512494,0.7488818308487506,4.54305777179982,0.0,0.0,4.6439700423023025,0.0,8.904286674032422,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_25_1061eab3.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_50__s1_25_1061eab3.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_keep,1.25,anti_control,640,321,0.5015625,0.5009442014429243,0.1354078699496463,-0.6901182481683393,-1.3931787452549202,203,321,0.012723451443933961,0.35,22.266040026884433,0.25404500704494576,0.7459549929550544,5.6565762954929,0.0,0.0,5.708268285298258,0.0,10.901195446093277,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s0_75_977a3573.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s0_75_977a3573.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_damp25,0.75,anti_control,640,640,1.0,0.41644914100497776,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.010577366519429714,0.26250000000000007,18.51039140900201,0.2544707215041115,0.7455292784958883,4.7103526571722485,0.0,0.0,4.806787499592216,0.0,8.993251252237544,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_00_a16eaed2.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_00_a16eaed2.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_damp25,1.0,anti_control,640,640,1.0,0.5552655213399703,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.014103155359239618,0.35,24.680521878669342,0.2544707215041116,0.7455292784958885,6.280470209562999,0.0,0.0,6.4090499994562915,0.0,11.991001669650052,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_25_3a33181a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_50__s1_25_3a33181a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.5,anti_damp25,1.25,anti_control,640,640,1.0,0.6862502342179367,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.017430028151458814,0.35,30.50254926505292,0.2566454946002131,0.743354505399787,7.828341842696873,0.0,0.0,7.914618231740745,0.0,14.759589190615301,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s0_75_b4f4be84.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s0_75_b4f4be84.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,keep,0.75,semantic_censor,640,257,0.4015625,0.37794357410215573,0.1354078699496463,1.1380558547961934,0.5585446286056784,177,257,0.009599365956895952,0.26250000000000007,16.79889042456792,0.2671051108860054,0.7328948891139946,4.4870694896160686,0.0,0.0,4.441656799404897,0.0,7.870164135546953,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_00_c5824129.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_00_c5824129.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,keep,1.0,semantic_censor,640,257,0.4015625,0.503924765469541,0.1354078699496463,1.1380558547961934,0.5585446286056784,177,257,0.012799154609194603,0.35,22.39852056609055,0.26710511088600547,0.7328948891139946,5.982759319488091,0.0,0.0,5.922209065873193,0.0,10.493552180729267,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_25_adfcf9b0.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_60__s1_25_adfcf9b0.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,keep,1.25,semantic_censor,640,257,0.4015625,0.6062042273198642,0.1354078699496463,1.1380558547961934,0.5585446286056784,177,257,0.015396944468456113,0.35,26.944652819798193,0.2752692182621994,0.7247307817378005,7.417033518052215,0.0,0.0,7.138118943276797,0.0,12.38950035846918,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s0_75_2e07ea61.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s0_75_2e07ea61.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,damp25,0.75,semantic_censor,640,640,1.0,0.4709576805766168,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.011961825615915576,0.26250000000000007,20.933194827852258,0.26370483928244565,0.7362951607175544,5.520184777746902,0.0,0.0,5.525796950350847,0.0,9.88721309975451,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_00_cb910d7e.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_00_cb910d7e.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,damp25,1.0,semantic_censor,640,640,1.0,0.6279435741021556,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.015949100821220766,0.35,27.91092643713635,0.26370483928244565,0.7362951607175544,7.360246370329205,0.0,0.0,7.367729267134464,0.0,13.182950799672682,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_25_f16cafb6.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_60__s1_25_f16cafb6.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,damp25,1.25,semantic_censor,640,640,1.0,0.7612277381106327,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.01933437723348882,0.35,33.83516015860544,0.2701004602538959,0.729899539746104,9.13889233160361,0.0,0.0,8.945019194853376,0.0,15.751248632148451,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_60__s0_75_c65e5ceb.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_60__s0_75_c65e5ceb.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.6,damp50,0.75,semantic_censor,640,640,1.0,0.5639717870510779,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.014324285274935199,0.26250000000000007,25.067499231136594,0.2614261600430334,0.7385738399569666,6.553300065877732,0.0,0.0,6.609937101296795,0.0,11.904262063962067,0.0
