candidate,axis,value,n_rows,mean_abs_logit_move,movement_mass_frac,mean_signed_logit_move,high_mixmin_row_rate,high_e72_failed_row_rate
e87_noq2_vs_mixmin,raw_density_bin,q4_high,63,0.006452559328746672,0.2790486949366519,-7.44567163872853e-05,0.15873015873015872,0.25396825396825395
e87_noq2_vs_mixmin,raw_missing_bin,q1_low,63,0.005429200221452073,0.23479229855299205,-0.0008312911872074477,0.15873015873015872,0.2222222222222222
e87_noq2_vs_mixmin,raw_missing_bin,q2,62,0.006297867083438285,0.26803568635798575,0.00034232659313205617,0.20967741935483872,0.1935483870967742
e87_noq2_vs_mixmin,raw_missing_bin,q3,62,0.005462976698960656,0.23250295531232323,0.0009553151998251944,0.1935483870967742,0.20967741935483872
e87_noq2_vs_mixmin,raw_missing_bin,q4_high,63,0.0061200530290257925,0.2646690597766992,0.00039685359858876093,0.23809523809523808,0.1746031746031746
e87_noq2_vs_mixmin,raw_cluster,0,24,0.0054398209614787965,0.08961965913879431,0.0010437710694241934,0.20833333333333334,0.125
e87_noq2_vs_mixmin,raw_cluster,1,23,0.004368644747375176,0.068973458918396,-0.0012785610482797072,0.21739130434782608,0.13043478260869565
e87_noq2_vs_mixmin,raw_cluster,2,44,0.006740205733862809,0.2035791371134005,-0.00047295951833403564,0.2727272727272727,0.22727272727272727
e87_noq2_vs_mixmin,raw_cluster,3,24,0.006824305226557116,0.11242868333241654,-0.0007983874677433434,0.25,0.25
e87_noq2_vs_mixmin,raw_cluster,4,29,0.006829198486311367,0.1359487357303306,0.0017219217188818602,0.13793103448275862,0.13793103448275862
e87_noq2_vs_mixmin,raw_cluster,5,18,0.004772078221109586,0.05896407619680795,-0.0014328337191193224,0.1111111111111111,0.2222222222222222
e87_noq2_vs_mixmin,raw_cluster,6,65,0.005351613731846602,0.23878418305374102,0.0009257867465691325,0.2153846153846154,0.23076923076923078
e87_noq2_vs_mixmin,raw_cluster,7,23,0.005808230549711039,0.0917020665161132,0.0005691860055105622,0.08695652173913043,0.21739130434782608
e87_noq2_vs_mixmin,subject_id,id01,27,0.006352094777899448,0.11773027907524145,-0.0009771428971567942,0.2222222222222222,0.2222222222222222
e87_noq2_vs_mixmin,subject_id,id02,32,0.007024654490555594,0.15430584829155922,0.003007323185211703,0.1875,0.09375
e87_noq2_vs_mixmin,subject_id,id03,21,0.004286035218886657,0.06178491734044798,-0.0003786137813054288,0.2857142857142857,0.047619047619047616
e87_noq2_vs_mixmin,subject_id,id04,27,0.005566947380273256,0.10317828867369104,0.0016565061063648927,0.07407407407407407,0.18518518518518517
e87_noq2_vs_mixmin,subject_id,id05,21,0.004079315569128001,0.058804970648292085,0.0002436741940217882,0.3333333333333333,0.09523809523809523
e87_noq2_vs_mixmin,subject_id,id06,24,0.009483776604894837,0.15624279414668382,0.00023086668155574103,0.5416666666666666,0.5416666666666666
e87_noq2_vs_mixmin,subject_id,id07,30,0.004587732262223694,0.0944771446689229,-0.0013599802292032558,0.1,0.23333333333333334
e87_noq2_vs_mixmin,subject_id,id08,19,0.005370753237202481,0.0700480806189568,0.0007112629415103018,0.15789473684210525,0.21052631578947367
e87_noq2_vs_mixmin,subject_id,id09,27,0.005426046025658857,0.10056681066827025,3.585357091917271e-05,0.1111111111111111,0.07407407407407407
e87_noq2_vs_mixmin,subject_id,id10,22,0.005486802735830316,0.08286086586793467,-0.0017219377248553598,0.045454545454545456,0.3181818181818182
e87_nooverstep_vs_mixmin,calendar_context,after_train_run,14,0.004903290267674097,0.05659994922249419,0.00015011029462028925,0.42857142857142855,0.2857142857142857
e87_nooverstep_vs_mixmin,calendar_context,between_train_runs,68,0.00515594629928406,0.28907976991777573,8.781799998213988e-05,0.20588235294117646,0.23529411764705882
e87_nooverstep_vs_mixmin,calendar_context,gap_adjacent,168,0.004723682484339036,0.65432028085973,0.00022898772183065896,0.17857142857142858,0.17857142857142858
e87_nooverstep_vs_mixmin,train_span_zone,after_train_end,94,0.004995523357882136,0.3871767320410703,0.0006830482323505038,0.18085106382978725,0.23404255319148937
e87_nooverstep_vs_mixmin,train_span_zone,inside_train_calendar,156,0.004764422268120454,0.6128232679589297,-0.00011322710544825038,0.21153846153846154,0.1794871794871795
e87_nooverstep_vs_mixmin,test_run_length_bin,len1,22,0.004415496941632459,0.08009449572193011,6.65346188006458e-05,0.09090909090909091,0.09090909090909091
e87_nooverstep_vs_mixmin,test_run_length_bin,len2_3,53,0.004513101182143169,0.19722017609502548,0.0003067611686729574,0.16981132075471697,0.18867924528301888
e87_nooverstep_vs_mixmin,test_run_length_bin,len4_7,99,0.004940482118978356,0.40327836963333813,0.00038090015789651015,0.2727272727272727,0.26262626262626265
e87_nooverstep_vs_mixmin,test_run_length_bin,len8_plus,76,0.005097184793675687,0.3194069585497063,-0.00011694886571072627,0.15789473684210525,0.15789473684210525
e87_nooverstep_vs_mixmin,global_order_quintile,0,50,0.005388778368863733,0.2221573717403051,0.0007640241573240185,0.2,0.16
e87_nooverstep_vs_mixmin,global_order_quintile,1,50,0.004171921491160073,0.1719913216209046,0.0006158496226273111,0.2,0.1
e87_nooverstep_vs_mixmin,global_order_quintile,2,50,0.005782585494478282,0.23839243468233132,-0.00017135005768922868,0.38,0.34
e87_nooverstep_vs_mixmin,global_order_quintile,3,50,0.004320999906155233,0.1781372171451844,0.00012382917924090721,0.14,0.22
e87_nooverstep_vs_mixmin,global_order_quintile,4,50,0.004592296128696911,0.18932165481127466,-0.00040149079368260294,0.08,0.18
e87_nooverstep_vs_mixmin,raw_domain_bin,q1_low,63,0.0047943249161041205,0.24903960279177717,-0.00018185096826156248,0.1746031746031746,0.15873015873015872
e87_nooverstep_vs_mixmin,raw_domain_bin,q2,62,0.004554022294821252,0.23280228796200905,0.0008157314326600341,0.20967741935483872,0.20967741935483872
e87_nooverstep_vs_mixmin,raw_domain_bin,q3,62,0.005083758786147652,0.259882495131393,-0.0004056094996329004,0.24193548387096775,0.25806451612903225
e87_nooverstep_vs_mixmin,raw_domain_bin,q4_high,63,0.004972129725921906,0.258275614114821,0.000517018357838356,0.1746031746031746,0.1746031746031746
e87_nooverstep_vs_mixmin,raw_density_bin,q1_low,63,0.0046506199313959586,0.24157489546860292,0.00014310306753368172,0.1746031746031746,0.1746031746031746
e87_nooverstep_vs_mixmin,raw_density_bin,q2,62,0.004280073073211187,0.21879796355438383,0.00024143569754036224,0.24193548387096775,0.1774193548387097
e87_nooverstep_vs_mixmin,raw_density_bin,q3,62,0.005333345560130646,0.2726414076414114,0.000308398927598576,0.22580645161290322,0.1935483870967742
e87_nooverstep_vs_mixmin,raw_density_bin,q4_high,63,0.00513981045273925,0.266985733335602,5.456929171085929e-05,0.15873015873015872,0.25396825396825395
e87_nooverstep_vs_mixmin,raw_missing_bin,q1_low,63,0.004635016970330634,0.2407644048793999,-0.00044498127600821666,0.15873015873015872,0.2222222222222222
e87_nooverstep_vs_mixmin,raw_missing_bin,q2,62,0.005168355071727321,0.2642070696637641,0.0001476406157187556,0.20967741935483872,0.1935483870967742
e87_nooverstep_vs_mixmin,raw_missing_bin,q3,62,0.004630564280489695,0.23671512550104182,0.0007168924573324576,0.1935483870967742,0.20967741935483872
e87_nooverstep_vs_mixmin,raw_missing_bin,q4_high,63,0.004972857150784553,0.25831339995579433,0.0003329504007994077,0.23809523809523808,0.1746031746031746
e87_nooverstep_vs_mixmin,raw_cluster,0,24,0.004346417755646317,0.08600884391837106,0.0007760496150821858,0.20833333333333334,0.125
e87_nooverstep_vs_mixmin,raw_cluster,1,23,0.003817108171505,0.07238735461967939,-0.0008959601080708841,0.21739130434782608,0.13043478260869565
e87_nooverstep_vs_mixmin,raw_cluster,2,44,0.005634186683433951,0.20440160968428508,-0.000548302735810204,0.2727272727272727,0.22727272727272727
e87_nooverstep_vs_mixmin,raw_cluster,3,24,0.005446952109645094,0.10778670624118193,-0.0008089677194100606,0.25,0.25
e87_nooverstep_vs_mixmin,raw_cluster,4,29,0.005321004907109422,0.1272307418999255,0.0014441552261662313,0.13793103448275862,0.13793103448275862
e87_nooverstep_vs_mixmin,raw_cluster,5,18,0.004414730427540873,0.06552048404530038,-0.00047329668311692046,0.1111111111111111,0.2222222222222222
e87_nooverstep_vs_mixmin,raw_cluster,6,65,0.0045797184563966895,0.24544406723070375,0.0007065352498645704,0.2153846153846154,0.23076923076923078
e87_nooverstep_vs_mixmin,raw_cluster,7,23,0.004810195696405,0.09122019236055288,0.0005556343587937115,0.08695652173913043,0.21739130434782608
e87_nooverstep_vs_mixmin,subject_id,id01,27,0.0050705134417843205,0.11287976712848849,-0.0009330271628602492,0.2222222222222222,0.2222222222222222
e87_nooverstep_vs_mixmin,subject_id,id02,32,0.005476465328070068,0.14449430254434356,0.002451278351573333,0.1875,0.09375
e87_nooverstep_vs_mixmin,subject_id,id03,21,0.0036046925440766523,0.062414849158284436,-0.0003419930996626716,0.2857142857142857,0.047619047619047616
e87_nooverstep_vs_mixmin,subject_id,id04,27,0.00454032241073817,0.10107665472079469,0.001121819353999668,0.07407407407407407,0.18518518518518517
e87_nooverstep_vs_mixmin,subject_id,id05,21,0.003184317909498105,0.0551361092695515,0.00011835037656466164,0.3333333333333333,0.09523809523809523
e87_nooverstep_vs_mixmin,subject_id,id06,24,0.008224290175865975,0.16274590475260553,-0.0004547546363409833,0.5416666666666666,0.5416666666666666
e87_nooverstep_vs_mixmin,subject_id,id07,30,0.004227020791362908,0.10455770473620171,-0.00043439017102813224,0.1,0.23333333333333334
e87_nooverstep_vs_mixmin,subject_id,id08,19,0.004498013710857385,0.07046521447890272,0.0006396896938286278,0.15789473684210525,0.21052631578947367
e87_nooverstep_vs_mixmin,subject_id,id09,27,0.004433225383628497,0.09869246076902023,-6.465240232527362e-05,0.1111111111111111,0.07407407407407407
e87_nooverstep_vs_mixmin,subject_id,id10,22,0.004825793527289173,0.08753703244180712,-0.0008527893978166574,0.045454545454545456,0.3181818181818182
e87_inverse_top_vs_mixmin,calendar_context,after_train_run,14,0.0042638873315611284,0.06090751657323272,-0.0007717167132253992,0.42857142857142855,0.2857142857142857
e87_inverse_top_vs_mixmin,calendar_context,between_train_runs,68,0.004269956430289268,0.2962575945352726,-0.0011093521160996896,0.20588235294117646,0.23529411764705882
e87_inverse_top_vs_mixmin,calendar_context,gap_adjacent,168,0.0037501878438576533,0.6428348888914949,0.000645371259860166,0.17857142857142858,0.17857142857142858
e87_inverse_top_vs_mixmin,train_span_zone,after_train_end,94,0.003977231386241207,0.38145722715981445,0.0010282147164493325,0.18085106382978725,0.23404255319148937
e87_inverse_top_vs_mixmin,train_span_zone,inside_train_calendar,156,0.0038860465856598602,0.6185427728401857,-0.00047737044595938364,0.21153846153846154,0.1794871794871795
e87_inverse_top_vs_mixmin,test_run_length_bin,len1,22,0.003500790940985002,0.0785825275136364,-0.0010163737164969858,0.09090909090909091,0.09090909090909091
e87_inverse_top_vs_mixmin,test_run_length_bin,len2_3,53,0.003630348630843367,0.19631855053686872,0.0006065829973093032,0.16981132075471697,0.18867924528301888
e87_inverse_top_vs_mixmin,test_run_length_bin,len4_7,99,0.004150439718755919,0.41924359952061657,-0.00012848337361147166,0.2727272727272727,0.26262626262626265
e87_inverse_top_vs_mixmin,test_run_length_bin,len8_plus,76,0.003944257991794831,0.30585532242887836,0.00033044171933749636,0.15789473684210525,0.15789473684210525
e87_inverse_top_vs_mixmin,global_order_quintile,0,50,0.004450148150469982,0.2270291429521605,0.0012735669924677012,0.2,0.16
e87_inverse_top_vs_mixmin,global_order_quintile,1,50,0.0034981734066451787,0.17846311708180324,0.000684004229652754,0.2,0.1
e87_inverse_top_vs_mixmin,global_order_quintile,2,50,0.0048823769953855465,0.24907976708925122,-0.0009966143319883258,0.38,0.34
e87_inverse_top_vs_mixmin,global_order_quintile,3,50,0.0035949624816917496,0.18340091690598095,-0.0009678600656197237,0.14,0.22
e87_inverse_top_vs_mixmin,global_order_quintile,4,50,0.0031759993191997743,0.16202705597080408,0.0004505510510190628,0.08,0.18
e87_inverse_top_vs_mixmin,raw_domain_bin,q1_low,63,0.0037683804220043377,0.24223250715104636,-0.00012734827778466108,0.1746031746031746,0.15873015873015872
e87_inverse_top_vs_mixmin,raw_domain_bin,q2,62,0.0034562050108588502,0.21863934667775728,0.0005645257336226445,0.20967741935483872,0.20967741935483872
e87_inverse_top_vs_mixmin,raw_domain_bin,q3,62,0.004396644293344112,0.27813148608113764,-0.0006234970833601662,0.24193548387096775,0.25806451612903225
e87_inverse_top_vs_mixmin,raw_domain_bin,q4_high,63,0.004060291971789754,0.2609966600900586,0.0005374850628687844,0.1746031746031746,0.1746031746031746
e87_inverse_top_vs_mixmin,raw_density_bin,q1_low,63,0.003817002691295798,0.2453579596995922,0.00021241285677723467,0.1746031746031746,0.1746031746031746
e87_inverse_top_vs_mixmin,raw_density_bin,q2,62,0.0034717263222200927,0.21962122401574563,-0.00024192698987861527,0.24193548387096775,0.1774193548387097
e87_inverse_top_vs_mixmin,raw_density_bin,q3,62,0.004161671644094596,0.263267128684037,0.0004446496011069382,0.22580645161290322,0.1935483870967742
e87_inverse_top_vs_mixmin,raw_density_bin,q4_high,63,0.004227637685816915,0.2717536876006252,-5.9816160262672746e-05,0.15873015873015872,0.25396825396825395
e87_inverse_top_vs_mixmin,raw_missing_bin,q1_low,63,0.0036836405764981025,0.23678540708845502,0.00029014609506815357,0.15873015873015872,0.2222222222222222
e87_inverse_top_vs_mixmin,raw_missing_bin,q2,62,0.004180757766599901,0.2644745157869608,0.00010888369498540398,0.20967741935483872,0.1935483870967742
e87_inverse_top_vs_mixmin,raw_missing_bin,q3,62,0.003786313123829019,0.23952196849158594,0.00044605595672399527,0.1935483870967742,0.20967741935483872
e87_inverse_top_vs_mixmin,raw_missing_bin,q4_high,63,0.0040326232721212395,0.2592181086329982,-0.0004841756923603652,0.23809523809523808,0.1746031746031746
e87_inverse_top_vs_mixmin,raw_cluster,0,24,0.0031482710680663085,0.07709398517408284,1.662035368569426e-05,0.20833333333333334,0.125
e87_inverse_top_vs_mixmin,raw_cluster,1,23,0.0030974606948672143,0.07268934845064487,8.466942110735027e-05,0.21739130434782608,0.13043478260869565
e87_inverse_top_vs_mixmin,raw_cluster,2,44,0.0049145175448412235,0.22063311788339593,-0.0007497297458305297,0.2727272727272727,0.22727272727272727
e87_inverse_top_vs_mixmin,raw_cluster,3,24,0.004179391709903225,0.1023437803015689,0.0004263048333330509,0.25,0.25
e87_inverse_top_vs_mixmin,raw_cluster,4,29,0.004273432967349097,0.1264480190135289,0.001309799349281454,0.13793103448275862,0.13793103448275862
e87_inverse_top_vs_mixmin,raw_cluster,5,18,0.0038993937742352624,0.07161545162074795,-0.0011342968843300256,0.1111111111111111,0.2222222222222222
e87_inverse_top_vs_mixmin,raw_cluster,6,65,0.0037506134860722062,0.24874410861068053,-0.00014274779471892945,0.2153846153846154,0.23076923076923078
e87_inverse_top_vs_mixmin,raw_cluster,7,23,0.0034274009764926534,0.08043218894535002,0.0014915074289002825,0.08695652173913043,0.21739130434782608
e87_inverse_top_vs_mixmin,subject_id,id01,27,0.003990660766273324,0.10993746320140997,0.00010329171660336673,0.2222222222222222,0.2222222222222222
e87_inverse_top_vs_mixmin,subject_id,id02,32,0.004781302671838121,0.15611094442042167,0.0020142970021942187,0.1875,0.09375
e87_inverse_top_vs_mixmin,subject_id,id03,21,0.002605350953435162,0.05582422002600404,0.0008398743857325868,0.2857142857142857,0.047619047619047616
e87_inverse_top_vs_mixmin,subject_id,id04,27,0.004031384339869986,0.11105934417198762,0.00030739101484979415,0.07407407407407407,0.18518518518518517
e87_inverse_top_vs_mixmin,subject_id,id05,21,0.002265705641596976,0.04854672269158302,0.0009068632577226904,0.3333333333333333,0.09523809523809523
e87_inverse_top_vs_mixmin,subject_id,id06,24,0.007152590436487065,0.1751506427321418,-0.0025931205927844036,0.5416666666666666,0.5416666666666666
e87_inverse_top_vs_mixmin,subject_id,id07,30,0.003891538726910075,0.11911864577032971,-0.0012626929490189187,0.1,0.23333333333333334
e87_inverse_top_vs_mixmin,subject_id,id08,19,0.0033199703050228904,0.06436131904970845,-0.0007658269809560865,0.15789473684210525,0.21052631578947367
e87_inverse_top_vs_mixmin,subject_id,id09,27,0.002812128549858176,0.07747044839804182,0.0001980154519369037,0.1111111111111111,0.07407407407407407
e87_inverse_top_vs_mixmin,subject_id,id10,22,0.0036717584947568156,0.08242024953837189,0.0008761337989920337,0.045454545454545456,0.3181818181818182
