contrast_policy_id,parent_policy_id,slice_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,parent_actual_delta,parent_dominance,parent_min_mode_dominance,selected_blocks,selected_null_mean,selected_null_max,selected_score_rank,selected_contrast_score,selected_rows,actual_delta,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,row_dominance,row_null_best,subject_dominance,subject_null_best,dateblock_dominance,dateblock_null_best,contrast_gate,contrast_gate_bool
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,-0.013682708981415659,1.0,1.0,12.0,0.6319444444444444,0.7268518518518517,0.6428571428571428,-0.08550555068447337,72.0,-0.007737495166443842,-0.0037058422586117466,-0.0010863423848510023,-0.010248252943006464,0.9652777777777778,-0.0066511527815928395,0.9583333333333334,-0.010248252943006464,0.9375,-0.00938532552218263,1.0,-0.006564467975952004,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,-0.013682708981415659,1.0,1.0,12.0,0.6319444444444444,0.7268518518518517,0.6428571428571428,-0.08550555068447337,72.0,-0.007737495166443842,-0.00427829003113167,-0.0006939319882455219,-0.0110224936457195,0.9583333333333334,-0.00704356317819832,0.9583333333333334,-0.008906887283845255,0.9166666666666666,-0.0110224936457195,1.0,-0.005548835803148577,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,-0.013682708981415659,1.0,1.0,12.0,0.6319444444444444,0.7268518518518517,0.6428571428571428,-0.08550555068447337,72.0,-0.007737495166443842,-0.004228973383581969,-0.000881493403927347,-0.009641271976113974,0.9513888888888888,-0.006856001762516495,0.875,-0.009641271976113974,0.9791666666666666,-0.009274742149650295,1.0,-0.007126130413869558,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.7,-0.014734683630404422,0.9375,0.8541666666666666,10.0,0.4972222222222221,0.7027777777777777,0.46071428571428574,-0.19091572183127037,81.0,-0.007404938694985819,-0.006290358903565552,-0.003695216133699941,-0.010521671478524897,0.8541666666666666,-0.0037097225612858775,0.9375,-0.009879856030337364,0.8541666666666666,-0.010521671478524897,0.7708333333333334,-0.010272163050339733,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax25_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax25,0.7,-0.014734683630404422,0.9375,0.8541666666666666,10.0,0.4972222222222221,0.7027777777777777,0.46071428571428574,-0.19091572183127037,81.0,-0.007404938694985819,-0.00726122995149503,-0.004038809017981537,-0.011771927732528109,0.8125,-0.0033661296770042815,0.8333333333333334,-0.01175988501221259,0.8541666666666666,-0.011771927732528109,0.75,-0.009357879987878515,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax25_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax25,0.5,-0.014732944897266176,0.9375,0.8958333333333334,7.0,0.4126984126984127,0.5515873015873015,0.6326530612244898,0.13212460819671087,67.0,-0.007201561080162566,-0.003519938788835386,-0.0015276072987105982,-0.007878321066830951,0.9861111111111112,-0.005673953781451968,0.9791666666666666,-0.007878321066830951,0.9791666666666666,-0.007346475827512244,1.0,-0.005207756906242089,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.5,-0.014732944897266176,0.9375,0.8958333333333334,7.0,0.4126984126984127,0.5515873015873015,0.6326530612244898,0.13212460819671087,67.0,-0.007201561080162566,-0.004054078734090605,-0.002005078376842051,-0.009104081101712902,0.9722222222222222,-0.005196482703320515,0.9583333333333334,-0.009104081101712902,0.9583333333333334,-0.007808362078573383,1.0,-0.005207756906242089,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv_rarity_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,rarity_third,0.7,-0.013682708981415659,1.0,1.0,17.0,0.5969498910675382,0.7156862745098039,0.5403361344537816,-0.17239748257889542,104.0,-0.0071357382289195526,-0.0061512296247324015,-0.0024454580191329844,-0.011382288935638196,0.875,-0.004690280209786568,0.875,-0.011382288935638196,0.8541666666666666,-0.010041849802255753,0.8958333333333334,-0.010129608190244443,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_base_lowmax25_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,base_lowmax25,0.7,-0.011702263457188833,0.8958333333333334,0.8125,10.0,0.49444444444444446,0.7,0.41428571428571426,-0.2397713473750296,118.0,-0.006607672749342375,-0.004117945273636803,-0.0012843964601529922,-0.009207536688147222,0.9444444444444444,-0.0053232762891893826,0.8958333333333334,-0.009207536688147222,0.9375,-0.008842794266649356,1.0,-0.004353596838059026,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_base_lowmax50_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,base_lowmax50,0.7,-0.011702263457188833,0.8958333333333334,0.8125,10.0,0.49444444444444446,0.7,0.41428571428571426,-0.2397713473750296,118.0,-0.006607672749342375,-0.003920585332650051,-0.0013754842959756708,-0.011780240469429937,0.9305555555555556,-0.005232188453366704,0.8333333333333334,-0.011780240469429937,0.9583333333333334,-0.008744936839312434,1.0,-0.004353596838059026,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_base_lowmax35_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,base_lowmax35,0.7,-0.011702263457188833,0.8958333333333334,0.8125,10.0,0.49444444444444446,0.7,0.41428571428571426,-0.2397713473750296,118.0,-0.006607672749342375,-0.0033559133317845546,-0.000802060965890139,-0.012623770545147295,0.9166666666666666,-0.005805611783452236,0.8333333333333334,-0.012623770545147295,0.9166666666666666,-0.00824551153112052,1.0,-0.0035113485024367286,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf20,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.2,-0.013445320773193159,0.9930555555555556,0.9791666666666666,6.0,0.24074074074074078,0.3796296296296296,0.8928571428571429,0.636521432502826,64.0,-0.0055625699540226,-0.003949099625127239,-0.0019272652530100132,-0.008951402179572354,0.8888888888888888,-0.003635304701012587,0.9166666666666666,-0.006564932790164124,0.7916666666666666,-0.008951402179572354,0.9583333333333334,-0.0055625699540226,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_half,0.35,-0.012412492468113823,0.9097222222222222,0.8125,10.0,0.22314814814814818,0.4,0.575,0.26670369851305387,74.0,-0.005551713373706968,-0.004160039116366176,-0.0022622829055832794,-0.010087375529171383,0.8819444444444444,-0.0032894304681236886,0.8125,-0.00979460286320144,0.8333333333333334,-0.010087375529171383,1.0,-0.005479972610563211,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax50_bf20,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax50,0.2,-0.013445320773193159,0.9930555555555556,0.9791666666666666,5.0,0.32592592592592595,0.45555555555555555,0.9428571428571428,0.6057825296283988,41.0,-0.004764608238808754,-0.0033546033806348685,-0.0010630326396222634,-0.008652910402129566,0.8680555555555556,-0.0037015755991864907,0.9166666666666666,-0.008491924555424024,0.8125,-0.008652910402129566,0.875,-0.004968073709530341,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf20,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.2,-0.013445320773193159,0.9930555555555556,0.9791666666666666,4.0,0.22916666666666666,0.3402777777777778,0.9151785714285714,0.685959418037956,44.0,-0.004629564233509131,-0.0030025115606861163,-0.0007337981408446215,-0.0057426564288015625,0.9652777777777778,-0.00389576609266451,0.9583333333333334,-0.005491898503674042,0.9583333333333334,-0.0057426564288015625,0.9791666666666666,-0.004629564233509131,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_half,0.35,-0.012412492468113823,0.9097222222222222,0.8125,10.0,0.31388888888888894,0.538888888888889,0.7107142857142857,0.30665616953279773,79.0,-0.004563376486429571,-0.003715874206604308,-0.0015533360627629778,-0.009234648267066992,0.875,-0.0030100404236665934,0.8125,-0.009234648267066992,0.8125,-0.008965878003492578,1.0,-0.0040834025157919784,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,rarity_third,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,7.0,0.2195767195767196,0.3531746031746032,0.6683673469387755,0.39828118505783977,52.0,-0.004498856636825921,-0.003228033961258814,-0.0015292594591009845,-0.009520519408438122,0.9236111111111112,-0.0029695971777249364,0.875,-0.009520519408438122,0.9583333333333334,-0.005487097483176995,0.9375,-0.00550776186397095,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_third,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,7.0,0.2195767195767196,0.3531746031746032,0.6683673469387755,0.39828118505783977,52.0,-0.004498856636825921,-0.003990377688040669,-0.00204313797230804,-0.009564445752261452,0.8680555555555556,-0.002455718664517881,0.7916666666666666,-0.009564445752261452,0.9375,-0.006145381852524778,0.875,-0.005006932213076465,1.0,True
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_contrast_half_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,contrast_half,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,18.0,0.4902263374485596,0.6342592592592593,0.7976190476190476,0.2322348676772428,112.0,-0.004388867514637629,-0.0043021681776827855,-0.001438438202173209,-0.011699689932617163,0.8055555555555556,-0.00295042931246442,0.875,-0.011699689932617163,0.7083333333333334,-0.007729306218548615,0.8333333333333334,-0.006666616668720704,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_base_lowmax25_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,base_lowmax25,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,5.0,0.1962962962962963,0.32222222222222224,0.6321428571428572,0.38543302593007206,44.0,-0.004289256843335143,-0.0037026548581346797,-0.001859822128662647,-0.005968252663910767,0.8611111111111112,-0.002429434714672496,0.9375,-0.005923146076413199,0.9166666666666666,-0.005080138384360167,0.7291666666666666,-0.005968252663910767,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_base_lowmax35_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,base_lowmax35,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,5.0,0.1962962962962963,0.32222222222222224,0.6321428571428572,0.38543302593007206,44.0,-0.004289256843335143,-0.004184306947957683,-0.0021157691645554144,-0.007834882278219713,0.8125,-0.0021734876787797286,0.8958333333333334,-0.007834882278219713,0.9375,-0.004571314754293954,0.6041666666666666,-0.005968252663910767,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,contrast_third,0.35,-0.012412492468113823,0.9097222222222222,0.8125,7.0,0.38227513227513227,0.6230158730158731,0.7933673469387755,0.321010024765759,52.0,-0.0038180622586317936,-0.0030787642284413773,-0.0013042663771268281,-0.01022558481441882,0.8819444444444444,-0.0025137958815049655,0.875,-0.01022558481441882,0.875,-0.005740911025132744,0.8958333333333334,-0.004734658382765322,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,contrast_third,0.35,-0.012031441086990391,0.8958333333333334,0.8333333333333334,7.0,0.3095238095238095,0.4801587301587302,0.7729591836734694,0.38945444669809415,43.0,-0.003588943804961442,-0.0031235703491984345,-0.0006205986031156407,-0.008900495141742848,0.8611111111111112,-0.002968345201845801,0.8541666666666666,-0.008900495141742848,0.9166666666666666,-0.006260155821574354,0.8125,-0.004597849032106471,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_base_lowmax50_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,base_lowmax50,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,1.0,0.40740740740740744,0.4444444444444444,0.8214285714285714,0.3882977630633128,15.0,-0.002379718609069603,-0.0009246199122052712,-0.0004237902613107858,-0.005134530816958249,0.9722222222222222,-0.0019559283477588174,0.9166666666666666,-0.005134530816958249,1.0,-0.002141752783303641,1.0,-0.0009246199122052712,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_contrast_half_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,contrast_half,0.7,-0.016740756494282416,0.8402777777777778,0.625,7.0,0.7605820105820106,0.9682539682539683,0.8285714285714285,-0.04007692984871036,211.0,-0.012588369510782682,-0.012588369510782682,-0.005209698367763083,-0.023709308666894024,0.7430555555555556,-0.0073786711430195995,0.9166666666666666,-0.023709308666894024,0.9375,-0.01629339088364734,0.375,-0.012588369510782682,0.0,False
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv_contrast_third_bf70,Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,contrast_third,0.7,-0.016740756494282416,0.8402777777777778,0.625,5.0,0.737037037037037,0.9555555555555555,0.85,0.011533795219554869,167.0,-0.012401562533959742,-0.010601173294384345,-0.005480524708841195,-0.018229728962315672,0.8194444444444444,-0.006921037825118548,0.9791666666666666,-0.018229728962315672,0.9791666666666666,-0.01323663771018746,0.5,-0.012401562533959742,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax50_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax50,0.7,-0.014734683630404422,0.9375,0.8541666666666666,10.0,0.4972222222222221,0.7027777777777777,0.46071428571428574,-0.19091572183127037,81.0,-0.007404938694985819,-0.007655606147447247,-0.0041991708289793594,-0.012333787899950654,0.7708333333333334,-0.0032057678660064592,0.9166666666666666,-0.01134456588896815,0.75,-0.012333787899950654,0.6458333333333334,-0.010200128323500923,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_third,0.5,-0.014732944897266176,0.9375,0.8958333333333334,10.0,0.38888888888888895,0.5416666666666667,0.580357142857143,0.09268159928292512,84.0,-0.007398521100592359,-0.007968595745198547,-0.005096377666369389,-0.01254229186667044,0.7569444444444444,-0.0023021434342229696,0.9375,-0.01254229186667044,0.875,-0.010523425443861534,0.4583333333333333,-0.011549781069328247,0.0,False
