context,view,cols,cosine,pearson,spearman,tv_distance,js_divergence,top20_overlap,truth_mass_in_pred_top20,pred_mass_in_truth_top20,top50_overlap,truth_mass_in_pred_top50,pred_mass_in_truth_top50,top100_overlap,truth_mass_in_pred_top100,pred_mass_in_truth_top100,top200_overlap,truth_mass_in_pred_top200,pred_mass_in_truth_top200
all_sign,blocklen_context_target,"block_len_bin,context_type,target",0.4906089804329378,0.22335499155913302,0.17702779545215513,0.5890014752492735,0.2710154374993721,0.0,0.012476773037058296,0.019463766995268715,0.04,0.04054903892572688,0.04529139041099666,0.14,0.10661032729041604,0.08937374232201352,0.245,0.21168057395369944,0.16313402100139252
all_sign,constant,constant,0.4655784399829831,-0.06524477838126419,-0.032023517739511904,0.6118451501178914,0.2827332791711526,0.0,0.011412784814648101,0.0113346035717827,0.0,0.01948823907900303,0.02837908020625189,0.04,0.05406625616116617,0.056717235549843883,0.09,0.08517973051289107,0.11378088491247522
loo_inverse_top,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.3387013715245353,0.17941853960362622,0.22395057525774414,0.611936045742686,0.2868847813939691,0.0,0.01426464560700758,0.018105337804858613,0.06,0.042529997577013486,0.04731840206790824,0.14,0.09758812184389265,0.09227189129331383,0.235,0.21366517239649852,0.1663585346207222
loo_inverse_top,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.335271961547135,0.1785248708877088,0.23179489806380127,0.6213248326624876,0.29048772591557315,0.05,0.025840985175079337,0.021781982588562915,0.06,0.04659782559605334,0.05245146819482727,0.14,0.11121967797627347,0.09559445738835587,0.195,0.26301769771386374,0.1706408180337607
loo_inverse_top,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.31090525209888464,0.16094243431120714,0.37283281267776225,0.621724522107418,0.2908970861166671,0.05,0.02527447701571204,0.020098318147552353,0.1,0.06944536883942211,0.05552527524294641,0.1,0.08613580698170076,0.1027402504305332,0.235,0.2387085199847943,0.19310710636835815
loo_inverse_top,target,target,0.334522130339322,0.170705281182142,0.1262360941313184,0.6240518105934872,0.29697102783077883,0.0,0.021223594202383112,0.01779106864726668,0.08,0.048055224371904445,0.04678185974393372,0.14,0.09796528991563189,0.09128339616966832,0.235,0.21446483589284018,0.16297294787826683
loo_inverse_top,subject_target,"subject_id,target",0.3111508620250093,0.17247044964914177,0.22755965586926544,0.6174485792948496,0.2970471604869397,0.0,0.012367251619866213,0.027803596235316107,0.2,0.09681641832765714,0.07166679733012794,0.23,0.16392732933590387,0.12452932473180729,0.255,0.24614903286896295,0.21479722089407247
loo_inverse_top,target_context,"target,context_type",0.33233128197866085,0.17258661558767166,0.1485674196507944,0.6317844665699662,0.2992228149564661,0.0,0.011793679913905288,0.021589353833418087,0.06,0.04813550957024813,0.052132490327576,0.15,0.11311270127504985,0.09493258212030564,0.195,0.2631024059016835,0.16799059750693723
loo_inverse_top,subject_context_target,"subject_id,context_type,target",0.3269157668789055,0.16668629199951715,0.11597258738353027,0.6259871106748692,0.30154406514799115,0.15,0.047112593035166704,0.028446416480222603,0.24,0.11455992022375885,0.05859317077609097,0.19,0.15143500423597517,0.09385459635663518,0.235,0.20953505999814803,0.16570621010419723
loo_inverse_top,target_context_position,"target,context_type,pos_bin",0.31873818232304707,0.16056793846481682,0.1485552850670953,0.6352996588880441,0.3037106367575769,0.0,0.010658330716712884,0.023215893159341923,0.14,0.0649084966229662,0.057725735146681466,0.13,0.112438460471511,0.10035092640995567,0.2,0.20603834913691094,0.17328208396759046
loo_inverse_top,target_position,"target,pos_bin",0.3127955746127056,0.13544600971032922,0.1205314785448941,0.6316246877076626,0.30463453402120144,0.0,0.01141045613086352,0.01815845817381998,0.08,0.05258863558466839,0.0447999179105196,0.12,0.09090169344642936,0.08842531156179904,0.225,0.2135732608165734,0.16031873004435104
loo_inverse_top,blocklen_context_target,"block_len_bin,context_type,target",0.2921804381249403,0.12738458620081958,0.11567187096796488,0.6465053239972465,0.3187958856336146,0.0,0.0179411748059386,0.0199363783086294,0.12,0.062271238281254616,0.05316912949683707,0.17,0.12446377531283417,0.09737082151136964,0.205,0.18851226347204536,0.16630027098787015
loo_inverse_top,target_context_pos_tail_e72bin,"target,context_type,pos_bin,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.273420477088492,0.13534421033899385,0.25517511814789373,0.6444602240992946,0.3192556358748597,0.0,0.01688317426992262,0.019251342023547023,0.14,0.0653323728684631,0.06486416682251478,0.13,0.1102159920632615,0.10769465624959769,0.285,0.28800306709345114,0.197139355813151
loo_inverse_top,constant,constant,0.2873687177894504,-0.07253861084348463,0.0022236185857387072,0.648929945963385,0.32013381947281316,0.0,0.005972946829678375,0.010833537948669224,0.0,0.012112782251443051,0.027800486365703175,0.01,0.025780447786199617,0.05654314958695982,0.065,0.05584518617503903,0.11357239351981085
inverse_top,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.16052598853193892,0.10396168078030919,0.4301698528785638,0.697305846002735,0.36828987901406873,0.05,0.01975662500962047,0.02903483095654309,0.12,0.07609599114394695,0.08095876559490602,0.21,0.13304314467150663,0.15174193443261508,0.33,0.3864062245634957,0.262413422214662
loo_raw05_compatible,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.11112072550593594,0.061001977555517437,0.46889210315866175,0.7024788882417479,0.3809665506221328,0.0,0.0029453167471033947,0.025771828149996054,0.1,0.05526042268538526,0.07671521498005057,0.14,0.10602641839579244,0.12567187146713282,0.285,0.35565805650528004,0.21783878448553076
raw05_compatible,subject_context_target,"subject_id,context_type,target",0.15023718690305377,0.0752357167295697,0.09448299724758663,0.7104734907939044,0.3819120028191308,0.1,0.03798686551930093,0.032305985512261194,0.22,0.13980421531504733,0.0621560456496917,0.24,0.19869618857407964,0.10340332710314319,0.22,0.21341145765813505,0.16382466350868288
raw05_compatible,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.15856514685087353,0.07514036075057041,0.1044365766234667,0.7138739567417243,0.3820559871714806,0.0,0.009853069241735882,0.019169484188746803,0.02,0.02615465643432396,0.045915804092182794,0.09,0.05900011352582289,0.08309870469344542,0.195,0.2179450969079605,0.1574890304681656
inverse_top,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.1697482682221409,0.09051371258537746,0.1047010549296497,0.7068418504697015,0.38289733087570776,0.0,0.01792878586021442,0.01993028236895247,0.1,0.03937730791013599,0.05188426287085674,0.19,0.12131470970554135,0.10573995445902339,0.28,0.2410894761510935,0.18127014034082176
all,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.09331488288968315,0.04788233510966819,0.46685529910364165,0.7072122434791009,0.3846862846447345,0.0,0.0035862316398376976,0.029673982538235166,0.08,0.03756519792970941,0.07773614737350511,0.13,0.09293768616114384,0.12177401788063755,0.28,0.20540409238508256,0.20265445754007955
inverse_top,target,target,0.1693804168486648,0.08931436675252438,0.06913386909428698,0.7071551348980271,0.38515822976539016,0.05,0.03607594254848256,0.019307548982380237,0.12,0.05783418160284721,0.05065819885934807,0.2,0.12368605116109384,0.10506778708402409,0.28,0.2537600690304982,0.17908018788285301
inverse_top,target_position,"target,pos_bin",0.17182059892037405,0.1013147419937881,0.09256997214324524,0.7094335291894169,0.38589105528450196,0.0,0.03011586870800721,0.02369969380960517,0.14,0.06338374631767041,0.06349641683226626,0.26,0.15298211423906916,0.12362681736024554,0.34,0.41647223526154326,0.20633057896355395
raw05_compatible,target,target,0.1572499796114406,0.07236180501203213,0.019968447072516764,0.7190549220186476,0.38697167301871527,0.0,0.014839016336014527,0.01881995722756177,0.02,0.025684253738118234,0.04543288894322217,0.09,0.06422887998532262,0.08256451142448522,0.195,0.21313683928406643,0.1550700275737823
loo_all_sign,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.10503442320430813,0.06106830595696328,0.4540331406027716,0.7176127890031917,0.3872917895042792,0.0,0.0067477847222589355,0.03134009774634572,0.08,0.0505002032010925,0.08125021424776531,0.17,0.10687044834581844,0.14741040295610935,0.305,0.3881775591172587,0.24852288660469984
all,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.10950832918733143,0.03424053075226505,0.1402155643674821,0.7148154629808127,0.3902780840892284,0.0,0.004462238658515718,0.019124495431717115,0.02,0.02499796470740925,0.04468640577892645,0.1,0.07561974003463515,0.08335427088061063,0.18,0.14484979256532757,0.15157488263908597
raw05_compatible,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.14534541930941333,0.06386467843856225,0.14198137754738926,0.7250401050479809,0.39071449040623574,0.0,0.01411461137715713,0.019261196469466987,0.02,0.02003120840936516,0.04824224242758338,0.08,0.07094339363205975,0.08161305656165282,0.17,0.33056274029808247,0.1568806205687639
inverse_top,target_context_pos_tail_e72bin,"target,context_type,pos_bin,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.14078106418692432,0.08966359265564308,0.39403326335120914,0.7240797996472221,0.39083909747855383,0.0,0.009696162001408236,0.026711877726842484,0.12,0.07842851589741717,0.07641215964468172,0.2,0.13438292803247737,0.1545452557687932,0.3,0.3392075318031795,0.2678690723318213
all,target,target,0.10890086714163508,0.03230217929888004,0.09349601270813625,0.7175400706594395,0.39328560612805474,0.05,0.01624833023352687,0.01885427746617356,0.02,0.02611938607779809,0.04384997053566651,0.09,0.05585684166781301,0.08167459150992783,0.175,0.14259759839669248,0.14944678821945578
loo_raw05_compatible,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.12521871172951635,0.04229970030834604,0.13019408357975532,0.7185845717246938,0.3939717122667162,0.05,0.0191377713127141,0.018256102500800148,0.06,0.039127373386329406,0.04400283586808346,0.13,0.08182167138371875,0.08212429019324173,0.185,0.15782767115467616,0.15196601788416667
raw05_compatible,target_context,"target,context_type",0.1450761938487332,0.06293160692025794,0.06841933408022859,0.7292367523641272,0.39441106490790534,0.0,0.009197291298881815,0.019093058716788843,0.04,0.04284770083702894,0.04806251595029274,0.09,0.0767109812530725,0.08142241600751413,0.17,0.3302730693239925,0.15540672664054722
all,subject_context_target,"subject_id,context_type,target",0.11275578297088817,0.020677371706123066,0.05989275087888679,0.7206345584262882,0.3956732359050927,0.05,0.0221133347348479,0.014727276140107964,0.08,0.06460475061830698,0.03428759168317525,0.08,0.07606561570311886,0.0634588052570214,0.16,0.10419587979486683,0.1322628634968263
inverse_top,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.14468670314788185,0.06194176851766594,0.14436367338993514,0.7234494197100336,0.3959903324863957,0.0,0.0008570042250042669,0.01826483494644334,0.04,0.014877609754592035,0.04902087968223937,0.1,0.04862408570885721,0.10114398615843818,0.21,0.16551644083295175,0.1777093758586482
inverse_top,subject_target,"subject_id,target",0.11175314160900496,0.05727081319243441,0.24405189301203528,0.7256718148342984,0.3962013745809082,0.05,0.017194468858275143,0.02923972774111452,0.06,0.04320314018367025,0.058158518902981036,0.17,0.08712289153156286,0.1262073028137122,0.27,0.3722829211611438,0.21231474774447598
loo_raw05_compatible,target,target,0.12471787410384319,0.04021651183900277,0.08717689886507493,0.7202486410543518,0.3965013557743137,0.1,0.028279010745385778,0.018021694830317066,0.04,0.03615565939242613,0.04299485773920434,0.11,0.07552958987955188,0.08126847064523438,0.185,0.15813205487083315,0.1504043473603271
loo_all_sign,target_tail,"target,e95_fallback_cell,e95_moved_vs_mixmin",0.12054665301220338,0.05369221387051562,0.12400972688880611,0.719312358754788,0.3965611257010082,0.0,0.005629106654203919,0.02032040282990759,0.08,0.027676405693610677,0.05309371452583676,0.14,0.08398158060103451,0.09636137588268012,0.23,0.18555883628085743,0.17001399274987544
inverse_top,subject_context_target,"subject_id,context_type,target",0.15399588741789244,0.05077953882294278,0.09171642529229904,0.7305587890803298,0.39720867560631434,0.1,0.04354113373338722,0.016457839115739246,0.1,0.061294084679360074,0.038146941941168425,0.16,0.11511917528590783,0.07457252620952368,0.195,0.15359554513658236,0.13944829450225732
inverse_top,target_context,"target,context_type",0.14485598076539494,0.061353902014648874,0.0936755164306044,0.7239889180538758,0.39764660192084156,0.0,0.0007599290220604125,0.018079272403934345,0.0,0.00856854008403058,0.048387955200632916,0.08,0.04508292829767042,0.10061629673926475,0.21,0.1635368771349312,0.17551293095326012
loo_all_sign,target,target,0.12023425275352606,0.052606042399832936,0.08954086087733808,0.7205217655631045,0.39822267772049225,0.0,0.010916338302286029,0.01981338282432404,0.12,0.03496122496423903,0.05203089335569325,0.16,0.09591750390705671,0.09573727465602166,0.24,0.3665215859944814,0.1672083149628425
inverse_top,target_context_position,"target,context_type,pos_bin",0.14902542345988148,0.08059886083095565,0.09532196399423883,0.7278063360214615,0.39940589036102564,0.0,0.017169248350132404,0.02305704946608681,0.08,0.04252656379340464,0.06463437534001802,0.17,0.0984732690164372,0.12193279660883179,0.255,0.20882445547620837,0.2059980375903529
loo_raw05_compatible,subject_context_target,"subject_id,context_type,target",0.12828177622682815,0.03276219678275028,0.07076555619988069,0.7250144083042668,0.3994935664092868,0.1,0.024400389788130937,0.017438771401103142,0.08,0.07080122351786236,0.03391342036936899,0.1,0.08526952393518103,0.06555225857563737,0.14,0.1168616361830418,0.13467933880384708
loo_raw05_compatible,target_position,"target,pos_bin",0.12269391358956538,0.05186760335762304,0.12438705785089653,0.730506403335015,0.39980048577545524,0.05,0.01608613801292418,0.022417777221775455,0.1,0.0500435556225669,0.04895744825532911,0.17,0.09570748866473183,0.09719508405498166,0.18,0.1330743355100815,0.17091697529740885
raw05_compatible,constant,constant,0.13207325746082135,-0.07903856888667536,-0.015423577901283883,0.7318655401250515,0.4008951452353857,0.0,0.002723801341924688,0.01025772564790699,0.02,0.013849928096257484,0.025812359053797505,0.05,0.028592311212030704,0.053969777891703215,0.1,0.07214829621947527,0.11052698376656697
loo_all_sign,target_position,"target,pos_bin",0.11945186995935313,0.06137950037689656,0.11782995678253913,0.7273719820477391,0.40118764821535724,0.0,0.01561003561193428,0.024769805520534788,0.14,0.04315443721061461,0.06461694744854032,0.21,0.1233363859761151,0.10956489835310955,0.215,0.15917854461328373,0.18997235978202573
raw05_compatible,subject_target,"subject_id,target",0.10932891076471715,0.05261468957641668,0.1758270247104311,0.7325118278827399,0.4013614604387875,0.0,0.010561149518091333,0.030198875997270485,0.1,0.054577456928211546,0.07827161585963566,0.21,0.16783541366931998,0.1369539594350802,0.235,0.25042184647270216,0.19656842489540788
all,target_position,"target,pos_bin",0.10422335562948026,0.038443843718393766,0.10930667011974966,0.7333342759308441,0.40173419789553355,0.05,0.018991751275303222,0.02339239651052348,0.06,0.03307355804740385,0.049157909449584765,0.12,0.08415148540506438,0.08738696197731903,0.145,0.11487506013833909,0.16073961666623632
loo_raw05_compatible,target_context_pos_tail_e72bin,"target,context_type,pos_bin,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.09883305988070219,0.055642873145669285,0.41304325848625834,0.7289119464506029,0.40221182292435476,0.1,0.02437880574635777,0.031274302971436005,0.14,0.06857475248074926,0.07301108119041717,0.14,0.09684843945664713,0.12894870629467234,0.31,0.3508380399657275,0.2303633337529315
all,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.09074204711542834,0.02244744573017952,0.165763540955347,0.7330861731122683,0.40309099710881513,0.0,0.003033103774438685,0.01901238002320759,0.0,0.005621285719014561,0.0459564855367436,0.05,0.051147837654129155,0.08419441586870786,0.145,0.11073386878392973,0.146990496437878
loo_all_sign,target_context_pos_tail_e72bin,"target,context_type,pos_bin,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.09607123679881485,0.058215857709247705,0.43399346868780136,0.736181312180515,0.40487022608836487,0.1,0.03891576204305766,0.03479440288878748,0.12,0.06798984667135195,0.07595873313386557,0.14,0.0987075421027236,0.14820016179903725,0.315,0.38960373151894145,0.2592360057143409
all,target_context,"target,context_type",0.09075556126096515,0.02177779175458989,0.13112958604229358,0.7352047211992279,0.40496487658093583,0.0,0.002333213916429505,0.01899757797324627,0.0,0.005373694198819989,0.045616650511124124,0.04,0.04388790665859673,0.08333879603730557,0.14,0.10984064617944594,0.1461046377797348
all,target_context_pos_tail_e72bin,"target,context_type,pos_bin,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.08690598028833862,0.04824341916369745,0.3900424489990217,0.7284978491482135,0.40506181563373883,0.05,0.010973583237620578,0.03914501052236416,0.14,0.06187873202190053,0.08344620776920353,0.16,0.09500475473424812,0.12700130689752148,0.31,0.3924463054684818,0.20568368811541013
all,constant,constant,0.1054297185025949,-0.06430116618986995,-0.040835147707790925,0.7331243544224239,0.40575118137034044,0.0,0.006743448738008834,0.010926438109402893,0.0,0.011019050739999594,0.026839567571540966,0.04,0.04419200080895498,0.053966716694267274,0.12,0.08475119390556564,0.1096550078056635
raw05_compatible,target_position,"target,pos_bin",0.12265006606172982,0.029598509016583036,0.01554772263749422,0.7404109110401664,0.40625354330074975,0.0,0.005107533965705065,0.016196018718442087,0.04,0.02815074413229563,0.04105656096597636,0.06,0.05967901965615536,0.07510940592491203,0.155,0.13530125723036332,0.14607932466636397
loo_all_sign,subject_context_target,"subject_id,context_type,target",0.1155182021119169,0.02652504572181921,0.08020798313950794,0.7348773342183161,0.4073867486359516,0.05,0.02561077059682085,0.015186353314822479,0.12,0.06430598980989274,0.03700373293180879,0.13,0.08541925658436968,0.0678828768939527,0.155,0.11647133322945755,0.13038810990823219
loo_raw05_compatible,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.1018068232018923,0.025375503192439225,0.15295484284661637,0.7355384342293256,0.40793613343450597,0.0,0.00175884394968922,0.017908862522704128,0.0,0.00666570156056011,0.04493111041387585,0.07,0.03804015448697654,0.0849058290112101,0.135,0.11206044694943817,0.14638518259862598
loo_raw05_compatible,target_context,"target,context_type",0.10194210188777753,0.024601231023991563,0.10438794512848754,0.7371627579193862,0.4094406748595438,0.0,0.0018975811038071423,0.01794517187576563,0.0,0.006900559774462928,0.044493762526039995,0.07,0.035050965601106404,0.08408055317449076,0.13,0.11026523826475698,0.14529235827797746
loo_all_sign,target_context_tail,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin",0.09857063202038226,0.03235439919699941,0.16329603095909925,0.7369215028680928,0.41012636443106654,0.0,0.0016357425535787787,0.018810726087597388,0.0,0.004385649788882391,0.04916094039387167,0.05,0.04444074513147078,0.09528809727059932,0.175,0.11387973246480099,0.16684755989054087
loo_all_sign,target_context,"target,context_type",0.09874257029667433,0.03199750111975408,0.12968573368765812,0.7371785602113252,0.41091423357284546,0.0,0.002475113201318374,0.0187350164417706,0.04,0.010454067832157254,0.0486446379823376,0.11,0.06285602174216975,0.09479881287952685,0.175,0.1141321742903945,0.16548853818856968
loo_raw05_compatible,constant,constant,0.118846493025925,-0.06710202367328148,-0.05023520499644587,0.7370566389771707,0.4109582446860497,0.0,0.006534600192412294,0.010954471109432639,0.0,0.011637544548998818,0.026665368119537257,0.04,0.05084843308389265,0.0538610916125614,0.105,0.08259365906996072,0.11125173066810964
raw05_compatible,target_context_tail_e72bin,"target,context_type,e95_fallback_cell,e95_moved_vs_mixmin,e72_pos_bin",0.09473259310679416,0.02298496634147936,0.30026265436998295,0.7447324490934307,0.41106863757346324,0.0,0.006014938465566254,0.010727663527071107,0.06,0.03974745061044282,0.04555228611290174,0.07,0.051978033463023716,0.08264371908623983,0.13,0.10142382386831222,0.1562066887852706
inverse_top,constant,constant,0.14038558556998712,-0.06519789807961106,-0.04395353312388755,0.7483112519876133,0.4119481836487754,0.0,0.003376801503935738,0.010843163131898691,0.02,0.010601432919219117,0.02754703762171967,0.01,0.0171355719124836,0.05553132680807529,0.08,0.04481146077400802,0.11179186474766523
loo_raw05_compatible,target_context_position,"target,context_type,pos_bin",0.10311315817987797,0.04066689848498777,0.13001334433966633,0.7460005947688185,0.4140571702790059,0.0,0.002330367908589776,0.024427533307165593,0.02,0.020252919711793178,0.05079949512144655,0.12,0.07506351985554091,0.09934574258173381,0.235,0.16536804411599976,0.16419721701139256
raw05_compatible,target_context_position,"target,context_type,pos_bin",0.11072047039128552,0.028913727063684592,0.07206913393542595,0.753328806750128,0.4141901097553239,0.0,0.002497809921339561,0.017280581223037043,0.02,0.01483306857690596,0.046962635614726356,0.06,0.06484630507097575,0.07758669542921044,0.15,0.11276173715136412,0.15074846552896165
inverse_top,blocklen_context_target,"block_len_bin,context_type,target",0.14327083690718598,0.07311956402653781,0.04804001419552813,0.7433797873121812,0.4144402953038635,0.0,0.019997021566495073,0.021549906282578118,0.1,0.07365919515211955,0.057193075872555774,0.17,0.09530811244222646,0.11916876860697057,0.27,0.24202590401475216,0.19426686001921353
all,target_context_position,"target,context_type,pos_bin",0.08820778780722648,0.031382825074175606,0.12210501450558282,0.74825865597557,0.41479408626986347,0.0,0.001828532159576944,0.026918150731095675,0.02,0.022871007761306864,0.05233733495455869,0.07,0.06750661729911088,0.08680765081451296,0.17,0.15758034585339434,0.1560894772591973
loo_all_sign,target_context_position,"target,context_type,pos_bin",0.09900771563898611,0.04513924382745888,0.13219953342725071,0.7501993427728689,0.4165729726691865,0.05,0.015976860705290436,0.026347099590521197,0.1,0.05856414723379659,0.060441662925924844,0.13,0.07820934306285997,0.10824729842588028,0.245,0.1992968822951786,0.18397603146370295
all,blocklen_context_target,"block_len_bin,context_type,target",0.08733643546161324,0.030068692396380135,0.09738603034629695,0.7515726188366831,0.4200579104542942,0.05,0.020371307193322995,0.02514685759728172,0.06,0.03347570667302569,0.05526769482108916,0.07,0.06247159912608907,0.0829038881730355,0.175,0.16025553321925423,0.15136430016624092
loo_all_sign,constant,constant,0.10611316681693063,-0.06292623776252598,-0.04453426697137866,0.750096759034983,0.420469458396331,0.0,0.005253360650614999,0.011124196286755525,0.0,0.009029694451955592,0.027619428289752678,0.04,0.040034261787468564,0.05395798513407138,0.095,0.06924481628042647,0.10945710075503429
loo_all_sign,subject_target,"subject_id,target",0.07086814197243729,0.033282516037257376,0.20527634669243247,0.7499911748503441,0.4206487946650127,0.05,0.019015845693026952,0.0300882243190623,0.06,0.04123926965548318,0.06809861798939605,0.13,0.06437256113407204,0.11641983467018956,0.26,0.3761451877179589,0.21603856395157606
loo_raw05_compatible,subject_target,"subject_id,target",0.07955562584928706,0.03541558257194106,0.20552217676421283,0.7497115188239358,0.4212972798199294,0.05,0.02147328132895701,0.026058876132532625,0.06,0.03606149710566182,0.05689511652623625,0.08,0.06647264349841034,0.0873096786539008,0.2,0.28277330832901576,0.17443327584443652
raw05_compatible,blocklen_context_target,"block_len_bin,context_type,target",0.09778119723036016,0.02593164503020863,0.06434249540642238,0.7604880787277717,0.422342696216087,0.0,0.007386455015074034,0.014275788448074683,0.04,0.0234878361318026,0.05189786357596373,0.08,0.0606886783923401,0.0818006112908249,0.17,0.1643743652134892,0.1508687809644894
loo_raw05_compatible,blocklen_context_target,"block_len_bin,context_type,target",0.10078045200755345,0.03703766778428493,0.08029476046585773,0.7544421369156096,0.4235892352689402,0.0,0.00319676272988444,0.022414855285112563,0.06,0.036149780437608366,0.054283141334301205,0.1,0.07159528293035242,0.09333055255641057,0.2,0.16997651250189663,0.15158722935148347
all,subject_target,"subject_id,target",0.06451040522803435,0.026259830133671013,0.1739980594932214,0.7603717156910706,0.4253707217936492,0.05,0.016622597818705512,0.027695321644027625,0.06,0.034841779505849546,0.05763769172349764,0.03,0.048282006414972996,0.08390311317934356,0.195,0.309204631743987,0.18372108871993761
loo_all_sign,blocklen_context_target,"block_len_bin,context_type,target",0.09771206869376727,0.04339838609712221,0.08773386777956867,0.7570857365947306,0.42538448726302364,0.1,0.037738631752265175,0.02515876867683994,0.1,0.06168741053801553,0.05768807381620112,0.14,0.07601229162807144,0.1133791696573052,0.265,0.21833485926387397,0.1858343831352906
