pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,move_rows,move_q2_cells,move_s3_cells,move_edge_cells,move_edge_rate,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,e103_strict_like,e103_pass,dominates_e101,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate,survival_score
80,0,e103_edge_q2s3_amplitude_436d5e21,edge_q2s3_amplitude,e95,mixmin,edge_topgap30,Q2+S3,0.375,30.0,28.0,30.0,28.0,5.0,25.0,30.0,1.0,-2.545915795182374e-05,-2.545915795182374e-05,-3.10786604460489e-05,-2.540075126233887e-06,-2.540075126233887e-06,-1.196012090343146e-05,-3.396577901271236e-05,-3.396577901271236e-05,-3.10786604460489e-05,-3.987161971619191e-05,-3.987161971619191e-05,-3.10786604460489e-05,-3.987161971619191e-05,-2.540075126233887e-06,3,3,117,-0.00012916238308621764,-5.491305325644458e-05,-0.00015726696934645346,-5.3280483969853076e-05,-0.00032459458300695965,-0.00018893753348840636,-0.0002830329910794284,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005263840793085949,0.003321444037103934,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000711439848180555,0.0021872588304588866,0.3480563223557736,0.0026242757356407507,9.949762414093483e-06,0.00028443762998284493,30,False,False,0.8815179606025493,0.9918478260869565,0.8551401869158879,0.8663082437275985,-2.639074903260916e-05,-3.6750663489156e-05,-2.3418747842838977e-05,-2.4466957718526818e-05,-1.108004903256063e-05,-2.143996348910747e-05,-8.108047842790452e-06,-9.156257718478292e-06,1.1683665267385761e-06,-4.1980505879083235e-06,1.3957221018789632e-06,1.233868499569275e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.9574693243903193e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,active_edge,Q2+S3,0.375,31.0,29.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,15,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,edge_all,Q2+S3,0.375,236.0,118.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,57,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,edge_topgap40,Q2+S3,0.375,40.0,38.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,135,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,edge_topgap50,Q2+S3,0.375,50.0,45.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,153,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,edge_topgap75,Q2+S3,0.375,75.0,63.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,165,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
14,0,e103_edge_q2s3_amplitude_eb824132,edge_q2s3_amplitude,e95,mixmin,edge_topgap100,Q2+S3,0.375,100.0,73.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.544491528189141e-05,-2.544491528189141e-05,-3.095137144959459e-05,-2.551462872313337e-06,-2.551462872313337e-06,-1.196012090343146e-05,-3.3944275442787664e-05,-3.3944275442787664e-05,-3.095137144959459e-05,-3.983900753024017e-05,-3.983900753024017e-05,-3.095137144959459e-05,-3.983900753024017e-05,-2.551462872313337e-06,3,3,177,-0.0001278266306619813,-5.381698873085927e-05,-0.00015709768801455692,-5.2095514646466334e-05,-0.00032459458300695965,-0.000188345048826713,-0.0002822100957158935,2.776556023080397e-05,0.7222222222222222,0.9444444444444444,True,0.005261746405003039,0.0033141136788137444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007104415246231076,0.0021847839887081505,0.3480563223557736,0.002623277412083303,9.945614246727164e-06,0.00028653201806575623,31,False,False,0.8838354577056778,0.9918478260869565,0.8581138487680544,0.8688172043010752,-2.6418714596640928e-05,-3.691370347385078e-05,-2.3462770045269896e-05,-2.4506936395309446e-05,-1.1108014596592399e-05,-2.160300347380225e-05,-8.152070045221367e-06,-9.196236395260915e-06,1.1682910769718175e-06,-4.159375461550617e-06,1.381055927740035e-06,1.2481981416591849e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.962564320259965e-05
57,0,e103_edge_q2s3_amplitude_698efe3b,edge_q2s3_amplitude,e95,mixmin,edge_topgap10,S3,0.5,10.0,10.0,10.0,10.0,0.0,10.0,10.0,1.0,-2.540546865237303e-05,-2.540546865237303e-05,-3.0342521755266638e-05,-3.7605166958165626e-06,-3.7605166958165626e-06,-1.1714268711715548e-05,-3.3476922750352855e-05,-3.3476922750352855e-05,-3.0342521755266638e-05,-3.897896651083865e-05,-3.897896651083865e-05,-3.0342521755266638e-05,-3.897896651083865e-05,-3.7605166958165626e-06,3,3,94,-0.00014470572078597587,-5.967198125600426e-05,-0.00016459534763477168,-6.0655941758358534e-05,-0.0003685177732370426,-0.00021458685749770057,-0.0003074843698333371,1.940771650460044e-05,0.75,0.9722222222222222,True,0.005351881523160255,0.0036295865923640022,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007620810000178169,0.0023651645618779573,0.3480563223557736,0.0026749168874780124,1.04739015573399e-05,0.00019639689990854294,10,False,False,0.3939745075318656,0.5543478260869565,0.36830926083262533,0.3813620071684588,-1.6584074304781385e-05,-1.916062071209061e-05,-1.6272112505586596e-05,-1.641286456974433e-05,-1.273374304732859e-06,-3.849920712042082e-06,-9.614125055380687e-07,-1.1021645696958042e-06,5.2553827340445446e-06,5.692959089862144e-06,3.5043239806850754e-06,4.102127135699965e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,3.879634006549525e-06
25,0,e103_edge_q2s3_amplitude_ba46f118,edge_q2s3_amplitude,e95,mixmin,active_s3_all,S3,0.25,39.0,39.0,39.0,39.0,0.0,39.0,25.0,0.6410256410256411,-2.5386328942333947e-05,-2.5386328942333947e-05,-3.1513470525657006e-05,-1.9700505651254474e-06,-1.9700505651254474e-06,-1.0239180518123447e-05,-3.395142145290464e-05,-3.395142145290464e-05,-3.1513470525657006e-05,-4.023751480886073e-05,-4.023751480886073e-05,-3.1513470525657006e-05,-4.023751480886073e-05,-1.9700505651254474e-06,3,3,26,-0.00012391717551955562,-6.765304025846408e-05,-0.0001600922689951878,-6.0655941758358534e-05,-0.0003369962227594836,-0.00019882608225892107,-0.000321930451983126,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0052597002129106665,0.0033069520064904394,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006990508360671794,0.002093777321989714,0.3480563223557736,0.0026118867235273755,9.531196705450957e-06,0.0002885782101581282,39,False,False,0.9733487833140209,1.0,0.9702633814783348,0.9716845878136201,-3.1038418731508624e-05,-4.269040666097489e-05,-2.64379412666594e-05,-2.8014778810867034e-05,-1.5727718731460097e-05,-2.7379706660926366e-05,-1.1127241266610877e-05,-1.270407881081851e-05,-1.1945263639024126e-06,-1.3469466642521915e-05,-9.694762003549575e-07,-9.846346546105009e-07,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.5730980334560098e-05
91,0,e103_edge_q2s3_amplitude_108d50bc,edge_q2s3_amplitude,e95,mixmin,active_topgap40,Q2+S3,0.25,40.0,40.0,40.0,40.0,1.0,39.0,25.0,0.625,-2.5384322503430035e-05,-2.5384322503430035e-05,-3.1513470525657006e-05,-1.9857232175235495e-06,-1.9857232175235495e-06,-1.0271438610320871e-05,-3.3942046078316856e-05,-3.3942046078316856e-05,-3.1513470525657006e-05,-4.0225198214338675e-05,-4.0225198214338675e-05,-3.1513470525657006e-05,-4.0225198214338675e-05,-1.9857232175235495e-06,3,3,146,-0.00012112244191823662,-6.537352700874965e-05,-0.00016001987747207846,-6.014920109656541e-05,-0.0003369962227594836,-0.0001985727119280245,-0.0003217704959661452,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005256874120053886,0.003297060681491706,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006985042564601167,0.002091034800324272,0.3480563223557736,0.002611340143920313,9.523605553353433e-06,0.00029140430301490927,40,False,False,0.973638470451912,1.0,0.9702633814783348,0.9716845878136201,-3.1072647969859216e-05,-4.2827067823415946e-05,-2.6471644724106755e-05,-2.8049567055848436e-05,-1.576194796981069e-05,-2.751636782336743e-05,-1.116094472405823e-05,-1.2738867055799904e-05,-1.219496391781683e-06,-1.3463015066139144e-05,-9.886206449274184e-07,-1.001454462313492e-06,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.5774066341973738e-05
2,0,e103_control_177569bc,control,e101,,,,,,,,,,,,,-2.5372405273338394e-05,-2.5372405273338394e-05,-3.1498312518363214e-05,-1.9735297475120817e-06,-1.9735297475120817e-06,-1.0256721568957516e-05,-3.393643780935651e-05,-3.393643780935651e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-4.0207248263035567e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-1.9735297475120817e-06,3,3,2,-0.00011568539444150593,-5.971009483574097e-05,-0.00015794658848275467,-4.5636178171548636e-05,-0.0003369962227594836,-0.00019131620046551612,-0.00031537737366095367,3.3107541171323737e-05,0.7222222222222222,0.9722222222222222,True,0.005239923012922761,0.003237731806532799,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006922354035186647,0.0020722522270880082,0.33569169885030703,0.0026050712909788587,9.48315595166938e-06,0.00030835541014597454,50,False,False,0.9834878331402086,1.0,0.9817332200509771,0.9824372759856631,-3.151599175064525e-05,-4.426747729688773e-05,-2.6919934679343588e-05,-2.8507595099095625e-05,-1.6205291750596722e-05,-2.8956777296839207e-05,-1.1609234679295064e-05,-1.3196895099047098e-05,-1.5640787922212426e-06,-1.506605674002644e-05,-1.4147671773152521e-06,-1.413758832978699e-06,False,False,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.6400354239039524e-05
2,0,e103_edge_q2s3_amplitude_177569bc,edge_q2s3_amplitude,e95,mixmin,active_all,Q2+S3,0.25,50.0,48.0,50.0,48.0,11.0,39.0,31.0,0.62,-2.5372405273338394e-05,-2.5372405273338394e-05,-3.1498312518363214e-05,-1.9735297475120817e-06,-1.9735297475120817e-06,-1.0256721568957516e-05,-3.393643780935651e-05,-3.393643780935651e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-4.0207248263035567e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-1.9735297475120817e-06,3,3,8,-0.00011568539444150593,-5.971009483574097e-05,-0.00015794658848275467,-4.5636178171548636e-05,-0.0003369962227594836,-0.00019131620046551612,-0.00031537737366095367,3.3107541171323737e-05,0.7222222222222222,0.9722222222222222,True,0.005239923012922761,0.003237731806532799,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006922354035186647,0.0020722522270880082,0.33569169885030703,0.0026050712909788587,9.48315595166938e-06,0.00030835541014597454,50,False,False,0.9834878331402086,1.0,0.9817332200509771,0.9824372759856631,-3.151599175064525e-05,-4.426747729688773e-05,-2.6919934679343588e-05,-2.8507595099095625e-05,-1.6205291750596722e-05,-2.8956777296839207e-05,-1.1609234679295064e-05,-1.3196895099047098e-05,-1.5640787922212426e-06,-1.506605674002644e-05,-1.4147671773152521e-06,-1.413758832978699e-06,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.6400354239039524e-05
2,0,e103_edge_q2s3_amplitude_177569bc,edge_q2s3_amplitude,e95,mixmin,edge_or_active,Q2+S3,0.25,255.0,137.0,50.0,48.0,11.0,39.0,31.0,0.62,-2.5372405273338394e-05,-2.5372405273338394e-05,-3.1498312518363214e-05,-1.9735297475120817e-06,-1.9735297475120817e-06,-1.0256721568957516e-05,-3.393643780935651e-05,-3.393643780935651e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-4.0207248263035567e-05,-3.1498312518363214e-05,-4.0207248263035567e-05,-1.9735297475120817e-06,3,3,86,-0.00011568539444150593,-5.971009483574097e-05,-0.00015794658848275467,-4.5636178171548636e-05,-0.0003369962227594836,-0.00019131620046551612,-0.00031537737366095367,3.3107541171323737e-05,0.7222222222222222,0.9722222222222222,True,0.005239923012922761,0.003237731806532799,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0006922354035186647,0.0020722522270880082,0.33569169885030703,0.0026050712909788587,9.48315595166938e-06,0.00030835541014597454,50,False,False,0.9834878331402086,1.0,0.9817332200509771,0.9824372759856631,-3.151599175064525e-05,-4.426747729688773e-05,-2.6919934679343588e-05,-2.8507595099095625e-05,-1.6205291750596722e-05,-2.8956777296839207e-05,-1.1609234679295064e-05,-1.3196895099047098e-05,-1.5640787922212426e-06,-1.506605674002644e-05,-1.4147671773152521e-06,-1.413758832978699e-06,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.6400354239039524e-05
63,0,e103_edge_q2s3_amplitude_bb1cffd2,edge_q2s3_amplitude,e95,mixmin,active_topgap10,S3,0.5,10.0,10.0,10.0,10.0,0.0,10.0,5.0,0.5,-2.5214873222045853e-05,-2.5214873222045853e-05,-3.1144730466836634e-05,-3.6590767980015926e-06,-3.6590767980015926e-06,-1.1566324310319231e-05,-3.313860610043573e-05,-3.313860610043573e-05,-3.1144730466836634e-05,-3.8846936767700235e-05,-3.8846936767700235e-05,-3.1144730466836634e-05,-3.8846936767700235e-05,-3.6590767980015926e-06,3,3,100,-0.0001495058089253154,-8.868670163952874e-05,-0.00016553281985406954,-6.0655941758358534e-05,-0.0003750800787718639,-0.0002178680102651112,-0.0003117744751307399,1.940771650460044e-05,0.75,0.9722222222222222,True,0.005336797630591543,0.0035767929683735095,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007506884307531275,0.0022691274714000363,0.3480563223557736,0.0026635243182133233,1.0116599649140617e-05,0.00021148079247725488,10,False,False,0.5156431054461182,0.7065217391304348,0.4685641461342396,0.489247311827957,-1.9531089245908413e-05,-2.3493596093931153e-05,-1.8246039093218718e-05,-1.8796118774266658e-05,-4.220389245859887e-06,-8.182896093882623e-06,-2.9353390931701904e-06,-3.485418774218129e-06,5.543928006649029e-06,6.544385955513675e-06,4.071174942000621e-06,4.548194952240925e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,7.969690219411087e-06
39,0,e103_edge_q2s3_amplitude_06b13b81,edge_q2s3_amplitude,e95,mixmin,active_s3_interior,S3,0.5,14.0,14.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.5192776619831214e-05,-2.5192776619831214e-05,-3.1905656696418205e-05,-1.8819154021798568e-06,-1.8819154021798568e-06,-8.257132873890072e-06,-3.36595159796671e-05,-3.36595159796671e-05,-3.1905656696418205e-05,-4.003689847764669e-05,-4.003689847764669e-05,-3.1905656696418205e-05,-4.003689847764669e-05,-1.8819154021798568e-06,3,3,40,-0.00011138298753746168,-7.829484552923649e-05,-0.00016703722475083782,-6.0655941758358534e-05,-0.000385610913049117,-0.00022313342740373776,-0.00039739179271663287,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005334019832423333,0.003567070674784776,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007067860497306726,0.0021035071616606286,0.3480563223557736,0.0026196219371908682,9.978063553091648e-06,0.00021425859064546667,14,False,False,0.8232908458864426,0.9592391304347826,0.7914188615123194,0.8039426523297492,-3.1042572020706733e-05,-4.0656002418164876e-05,-2.618329241708542e-05,-2.7825464599926163e-05,-1.573187202065821e-05,-2.5345302418116352e-05,-1.0872592417036891e-05,-1.2514764599877631e-05,2.1244436836040824e-06,-8.602014944896525e-07,2.302546971864076e-06,2.230177179649001e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.341224369955707e-05
39,0,e103_edge_q2s3_amplitude_06b13b81,edge_q2s3_amplitude,e95,mixmin,interior_s3_all,S3,0.5,132.0,132.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.5192776619831214e-05,-2.5192776619831214e-05,-3.1905656696418205e-05,-1.8819154021798568e-06,-1.8819154021798568e-06,-8.257132873890072e-06,-3.36595159796671e-05,-3.36595159796671e-05,-3.1905656696418205e-05,-4.003689847764669e-05,-4.003689847764669e-05,-3.1905656696418205e-05,-4.003689847764669e-05,-1.8819154021798568e-06,3,3,82,-0.00011138298753746168,-7.829484552923649e-05,-0.00016703722475083782,-6.0655941758358534e-05,-0.000385610913049117,-0.00022313342740373776,-0.00039739179271663287,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005334019832423333,0.003567070674784776,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007067860497306726,0.0021035071616606286,0.3480563223557736,0.0026196219371908682,9.978063553091648e-06,0.00021425859064546667,14,False,False,0.8232908458864426,0.9592391304347826,0.7914188615123194,0.8039426523297492,-3.1042572020706733e-05,-4.0656002418164876e-05,-2.618329241708542e-05,-2.7825464599926163e-05,-1.573187202065821e-05,-2.5345302418116352e-05,-1.0872592417036891e-05,-1.2514764599877631e-05,2.1244436836040824e-06,-8.602014944896525e-07,2.302546971864076e-06,2.230177179649001e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,2.341224369955707e-05
74,0,e103_edge_q2s3_amplitude_032ac092,edge_q2s3_amplitude,e95,mixmin,active_topgap20,S3,0.375,20.0,20.0,20.0,20.0,0.0,20.0,13.0,0.65,-2.5191165651250458e-05,-2.5191165651250458e-05,-3.0865847899463894e-05,-3.261559407441439e-06,-3.261559407441439e-06,-1.1610804290018706e-05,-3.3261949605956076e-05,-3.3261949605956076e-05,-3.0865847899463894e-05,-3.9049987940131814e-05,-3.9049987940131814e-05,-3.0865847899463894e-05,-3.9049987940131814e-05,-3.261559407441439e-06,3,3,111,-0.0001499530552305617,-7.806679588473475e-05,-0.00016305087512707983,-6.0655941758358534e-05,-0.0003577064656826584,-0.00020918120372050847,-0.0003229582072495938,2.5922404343826383e-05,0.75,0.9722222222222222,True,0.005261550381443002,0.0033134275963536144,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000723727866398638,0.002124121126873373,0.3480563223557736,0.0026365637538588336,9.61188963821262e-06,0.0002867280416257962,20,False,False,0.8073580533024334,0.9592391304347826,0.7604078164825828,0.782437275985663,-2.72098013461519e-05,-3.626440098676282e-05,-2.3216001709237616e-05,-2.454185569003137e-05,-1.1899101346103373e-05,-2.0953700986714293e-05,-7.90530170918909e-06,-9.231155689982841e-06,2.1246426661313608e-06,-1.9721377567889742e-06,2.240663877163067e-06,2.185502725407394e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.9412848408432287e-05
