pair,group_kind,target,n_cells,n_rows,expected_delta_focus_mean,abs_expected_share,swing_sum,top1_swing,support_prob_swing_weighted,mean_safe_density,e72_active_rate,context_high_rate,group,target_group,context_type,edge_like,e72_active,safe_density_bin
e172_vs_e169,target_safety,S3,43,43,1.0719919612230933e-06,0.13811644332913975,3.0270638382944963e-05,1.9886344419411157e-06,0.6464189135264252,0.18138858283062592,0.046511627906976744,1.0,S3:q1_low,,,,,q1_low
e172_vs_e169,target_safety,Q2,60,60,1.4839032453469683e-06,0.19118747705724493,4.486929929213806e-05,2.496133173320663e-06,0.4832078525954458,0.1828269500245633,0.016666666666666666,1.0,Q2:q1_low,,,,,q1_low
e172_vs_e169,target_safety,S1,17,17,1.6618775556035573e-06,0.21411785305423553,1.7820178961716186e-05,2.378183387392263e-06,0.6507285900861437,0.4210136533641106,0.0,1.0,S1:q3,,,,,q3
e172_vs_e169,target_safety,S2,26,26,1.8091791779933311e-06,0.2330963313609899,2.777235911216676e-05,2.9962304040837944e-06,0.5536419592892969,0.42101365336411056,0.0,1.0,S2:q3,,,,,q3
e172_vs_e169,target_safety,Q2,32,32,4.352098985801713e-06,0.5607284892784696,3.1956831760882267e-05,2.7034772483969875e-06,0.4705518667683423,0.1848158755156593,0.0,1.0,Q2:q2,,,,,q2
e172_vs_e95,target,S1,95,95,-2.1932806640781747e-05,0.1946205552920477,0.00012038379314146504,5.831957756260338e-06,0.36177557392164195,0.45510417000790576,0.5368421052631579,1.0,S1,,,,,
e172_vs_e95,target,S3,168,168,-2.18767518618164e-05,0.19412315373338335,0.00011386655805787504,3.935892347215614e-06,0.37927826893139804,0.17880423488724936,0.05357142857142857,1.0,S3,,,,,
e172_vs_e95,target,S4,116,116,-1.805043616208339e-05,0.16017037703675827,0.00010853027612868519,4.431570249905037e-06,0.4899359301858895,0.43511440511000904,0.3448275862068966,1.0,S4,,,,,
e172_vs_e95,target,Q1,121,121,-1.713057625924235e-05,0.1520080087628805,9.821028286603719e-05,3.7916903077560728e-06,0.4807341326065165,0.43313783298863556,0.3884297520661157,1.0,Q1,,,,,
e172_vs_e95,target,Q2,165,165,-1.301087520574557e-05,0.11545187986426729,0.00012255680229898634,3.3593900683171397e-06,0.5402212980334635,0.18409262988253347,0.006060606060606061,1.0,Q2,,,,,
e172_vs_e95,target,S2,122,122,-1.1003912713228172e-05,0.09764311689374187,9.241503706619812e-05,3.3154189118656966e-06,0.4593527043606181,0.4530146132698209,0.39344262295081966,1.0,S2,,,,,
e172_vs_e95,target,Q3,117,117,-9.689862932979893e-06,0.08598290841692113,9.253076023571863e-05,4.561672802748853e-06,0.5982808368886133,0.4369226777147143,0.4017094017094017,1.0,Q3,,,,,
e172_vs_e95,target_group,,501,192,-7.28639073779097e-05,0.6465572029559311,0.0004351956643942234,5.831957756260338e-06,0.4190368167527852,0.3573154918632498,0.2954091816367265,1.0,S,S,,,,
e172_vs_e95,target_group,,403,184,-3.983131439796781e-05,0.3534427970440689,0.0003132978454007422,4.561672802748853e-06,0.5387212619458364,0.33227026058279036,0.23573200992555832,1.0,Q,Q,,,,
e172_vs_e95,context_type,,741,156,-9.082017798446931e-05,0.805892002813463,0.0006085013157462022,5.831957756260338e-06,0.4669012080305215,0.3448892965306312,0.26720647773279355,1.0,between_train_runs,,between_train_runs,,,
e172_vs_e95,context_type,,163,37,-2.1875043791408186e-05,0.19410799718653693,0.00013999219404876327,3.914537352039933e-06,0.4788353919087446,0.35188348287825094,0.27607361963190186,1.0,after_train_run,,after_train_run,,,
e172_vs_e95,edge_like,,552,118,-7.404671123025345e-05,0.6570528019148297,0.0004766832797303654,5.831957756260338e-06,0.47614012158546987,0.34791099439092116,0.2971014492753623,1.0,True,,,True,,
e172_vs_e95,edge_like,,352,75,-3.864851054562408e-05,0.3429471980851705,0.0002718102300646001,4.431570249905037e-06,0.45684513682019695,0.34338951004137547,0.22443181818181818,1.0,False,,,False,,
e172_vs_e95,e72_active,,661,193,-8.067942399542398e-05,0.715908116813285,0.0005342153869975087,5.831957756260338e-06,0.4692378077715424,0.30559476948355124,0.0,1.0,False,,,,False,
e172_vs_e95,e72_active,,243,147,-3.2015797780453526e-05,0.28409188318671497,0.0002142781227974568,4.561672802748853e-06,0.4688726881091731,0.45646845189187363,1.0,1.0,True,,,,True,
e172_vs_e95,target_context,S3,141,141,-1.991254626281004e-05,0.1766937936588926,0.00010068733997110478,3.935892347215614e-06,0.38360418124543116,0.17765306966053257,0.06382978723404255,1.0,S3:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,S1,79,79,-1.9056697499881032e-05,0.16909942763837865,0.00010209770365375231,5.831957756260338e-06,0.35895991273859856,0.45670105756179785,0.5443037974683544,1.0,S1:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,Q1,99,99,-1.3439284141744238e-05,0.11925336256466666,8.421339462171827e-05,3.7916903077560728e-06,0.4763703740319757,0.4332200501413669,0.36363636363636365,1.0,Q1:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,S4,97,97,-1.2756852168530427e-05,0.11319780881127864,8.658986264569215e-05,4.431570249905037e-06,0.4804129324777975,0.4362600830638513,0.35051546391752575,1.0,S4:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,Q2,136,136,-1.0151432507799101e-05,0.09007864173680541,0.00010184809621825483,2.786822784019157e-06,0.547353800712865,0.1839384083872346,0.007352941176470588,1.0,Q2:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,Q3,98,98,-8.131909525724664e-06,0.07215842337927147,7.844192826664106e-05,4.561672802748853e-06,0.5898456362530502,0.43698307959472377,0.40816326530612246,1.0,Q3:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,S2,91,91,-7.371455877979825e-06,0.0654105450241697,5.462299036903885e-05,2.9233855515040655e-06,0.4596179018392648,0.45481894502796594,0.38461538461538464,1.0,S2:between_train_runs,,between_train_runs,,,
e172_vs_e95,target_context,S4,19,19,-5.293583993552955e-06,0.04697256822547955,2.194041348299304e-05,3.816224322441172e-06,0.5275193177623405,0.42926541766144605,0.3157894736842105,1.0,S4:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,Q1,22,22,-3.6912921174981094e-06,0.03275464619821382,1.3996888244318915e-05,1.4962662477876951e-06,0.506989034157286,0.4327678558013453,0.5,1.0,Q1:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,S2,31,31,-3.6324568352483456e-06,0.032232571869572166,3.779204669715926e-05,3.3154189118656966e-06,0.45896939939071024,0.4477180264959111,0.41935483870967744,1.0,S2:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,S1,16,16,-2.876109140900714e-06,0.02552112765366905,1.8286089487712732e-05,3.914537352039933e-06,0.37749640593708766,0.4472195377105639,0.5,1.0,S1:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,Q2,29,29,-2.8594426979464686e-06,0.02537323812746189,2.07087060807315e-05,3.3593900683171397e-06,0.5051427269080301,0.18481587551565937,0.0,1.0,Q2:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,S3,27,27,-1.964205599006363e-06,0.01742936007449078,1.3179218086770243e-05,3.2500427691386663e-06,0.34622891797745486,0.18481587551565934,0.0,1.0,S3:after_train_run,,after_train_run,,,
e172_vs_e95,target_context,Q3,19,19,-1.5579534072552282e-06,0.013824485037649655,1.4088831969077572e-05,3.0886223855400696e-06,0.6452452271675114,0.4366111311757179,0.3684210526315789,1.0,Q3:after_train_run,,after_train_run,,,
e172_vs_e95,target_safety,S3,112,112,-2.188641664684536e-05,0.19420891411325272,8.98391377531469e-05,3.935892347215614e-06,0.39441013227888594,0.17579841457304446,0.08035714285714286,1.0,S3:q1_low,,,,,q1_low
e172_vs_e95,target_safety,S1,34,34,-1.0092821825545599e-05,0.08955856039413708,4.8521892056086075e-05,5.831957756260338e-06,0.3609873984683889,0.42101365336411056,0.0,1.0,S1:q3,,,,,q3
e172_vs_e95,target_safety,S1,53,53,-9.299464876485643e-06,0.08251871490150614,5.790763034167297e-05,4.08231116385415e-06,0.3730383543174839,0.4821192964048753,0.9622641509433962,1.0,S1:q4_high,,,,,q4_high
e172_vs_e95,target_safety,Q1,53,53,-8.824322768735036e-06,0.07830254583716421,4.983374963692356e-05,3.7916903077560728e-06,0.4864277387442179,0.4210136533641105,0.0,1.0,Q1:q3,,,,,q3
e172_vs_e95,target_safety,S4,30,30,-7.446110378547245e-06,0.06607299103910269,4.2357054701348304e-05,4.431570249905037e-06,0.42897654417201475,0.42043351682586566,0.2,1.0,S4:q2,,,,,q2
e172_vs_e95,target_safety,S4,51,51,-7.225203915144276e-06,0.06411277959515792,4.0371635100701844e-05,3.4355274269517137e-06,0.5359725446259984,0.42101365336411056,0.0,1.0,S4:q3,,,,,q3
e172_vs_e95,target_safety,Q2,114,114,-7.189278349165523e-06,0.06379399442030641,8.575808266353512e-05,3.3593900683171397e-06,0.536056116534663,0.18376907262560885,0.008771929824561403,1.0,Q2:q1_low,,,,,q1_low
e172_vs_e95,target_safety,Q3,42,42,-6.157720046016279e-06,0.05464047143243071,3.988759772456639e-05,4.561672802748853e-06,0.610194205208481,0.46572984400634465,0.9523809523809523,1.0,Q3:q4_high,,,,,q4_high
e172_vs_e95,target_safety,Q2,51,51,-5.821596856580045e-06,0.05165788544396087,3.6798719635451214e-05,2.687560940052577e-06,0.5499281025859413,0.18481587551565926,0.0,1.0,Q2:q2,,,,,q2
e172_vs_e95,target_safety,S2,44,44,-5.3544978257153195e-06,0.047513086547396575,2.8644425571564878e-05,2.9233855515040655e-06,0.49098791906112044,0.4210136533641105,0.0,1.0,S2:q3,,,,,q3
e172_vs_e95,target_safety,Q1,43,43,-5.054397507266059e-06,0.04485014916886171,2.7460457349479948e-05,3.5956110581882383e-06,0.4931027491051303,0.4557539535953571,0.8837209302325582,1.0,Q1:q4_high,,,,,q4_high
e172_vs_e95,target_safety,S2,53,53,-3.6278851933062037e-06,0.03219200544741068,4.5113920622309546e-05,3.1399699335773306e-06,0.4584126158089664,0.4946762403168776,0.9056603773584906,1.0,S2:q4_high,,,,,q4_high
e172_vs_e95,target_safety,S4,35,35,-3.3791218683918625e-06,0.02998460640249759,2.5801586326635036e-05,2.8176677844741205e-06,0.5179763242664525,0.468244833326155,0.9714285714285714,1.0,S4:q4_high,,,,,q4_high
e172_vs_e95,target_safety,Q1,25,25,-3.2518559832412518e-06,0.02885531375685454,2.0916075879633663e-05,3.754784808399636e-06,0.45093018600500756,0.4199413663490673,0.36,1.0,Q1:q2,,,,,q2
e172_vs_e95,target_safety,S1,8,8,-2.540519938750508e-06,0.022543279996404497,1.3954270743706016e-05,3.819250130072624e-06,0.3177777777777778,0.4210136533641106,0.0,1.0,S1:q2,,,,,q2
e172_vs_e95,target_safety,S2,25,25,-2.021529694206649e-06,0.017938024898934615,1.8656690872323694e-05,3.3154189118656966e-06,0.4130550260347577,0.42101365336411056,0.0,1.0,S2:q2,,,,,q2
e172_vs_e95,target_safety,Q3,44,44,-1.7706551743437686e-06,0.015711892185324032,2.7754399937547403e-05,2.7837758158046266e-06,0.5554507680003792,0.4210136533641105,0.0,1.0,Q3:q3,,,,,q3
e172_vs_e95,target_safety,Q3,31,31,-1.7614877126198436e-06,0.015630544799166375,2.4888762573604838e-05,4.531208669250164e-06,0.6269494866890662,0.42047416439787816,0.22580645161290322,1.0,Q3:q2,,,,,q2
e172_vs_e95,target_safety,S3,56,56,9.664785028961527e-09,8.576037986936444e-05,2.4027420304728154e-05,2.0222299180821603e-06,0.32269984567597915,0.18481587551565928,0.0,1.0,S3:q2,,,,,q2
