pair,target,moved_cells,abs_logit_sum,abs_logit_share,mean_signed_logit_delta,max_abs_logit_delta
e223_q3s0p75_e154_vs_e95,Q2,0,2.220446049250313e-16,1.1340488027678074e-17,8.881784197001253e-19,2.220446049250313e-16
e223_q3s0p75_e154_vs_e95,Q3,250,11.257941995033015,0.5749770702786109,-0.015007514026402465,0.2065108256756203
e223_q3s0p75_e154_vs_e95,S1,0,2.9976021664879227e-15,1.53096588373654e-16,-1.199040866595169e-17,1.7763568394002505e-15
e223_q3s0p75_e154_vs_e95,S2,39,0.47383603597301116,0.024200236231133068,0.0002855519730088648,0.02135885040269403
e223_q3s0p75_e154_vs_e95,S3,56,0.5382645004001958,0.02749079233234912,-0.0012487909140142673,0.02200776788037867
e223_q3s0p75_e154_vs_e95,S4,119,6.485419560674238,0.33122994772661674,0.003149099166098398,0.16929496819948486
e211_full_e154_vs_e95,Q1,70,0.8243482637966265,0.03570152108115006,0.0016807561877777851,0.023459001777274335
e211_full_e154_vs_e95,Q2,0,2.220446049250313e-16,9.616481882519473e-18,8.881784197001253e-19,2.220446049250313e-16
e211_full_e154_vs_e95,Q3,250,14.76813561749823,0.6395899988302417,-0.01960775307933136,0.2753477675674938
e211_full_e154_vs_e95,S1,0,2.9976021664879227e-15,1.298225054140129e-16,-1.199040866595169e-17,1.7763568394002505e-15
e211_full_e154_vs_e95,S2,39,0.47383603597301116,0.02052126263890879,0.0002855519730088648,0.02135885040269403
e211_full_e154_vs_e95,S3,56,0.5382645004001958,0.02331158110258755,-0.0012487909140142673,0.02200776788037867
e211_full_e154_vs_e95,S4,119,6.485419560674238,0.2808756363471118,0.003149099166098398,0.16929496819948486
e216_s2_miss_vs_e95,Q1,70,0.8243482637966265,0.03117655935007313,0.0016807561877777851,0.023459001777274335
e216_s2_miss_vs_e95,Q2,0,2.220446049250313e-16,8.397648309375997e-18,8.881784197001253e-19,2.220446049250313e-16
e216_s2_miss_vs_e95,Q3,95,1.257776070919415,0.04756864549398158,-0.0012067968676157629,0.026844358892442632
e216_s2_miss_vs_e95,S1,0,2.9976021664879227e-15,1.1336825217657595e-16,-1.199040866595169e-17,1.7763568394002505e-15
e216_s2_miss_vs_e95,S2,250,23.38423800181274,0.8843835984588312,-0.011237935382328796,0.24998112510607706
e216_s2_miss_vs_e95,S3,56,0.5382645004001958,0.02035697275017763,-0.0012487909140142673,0.02200776788037867
e216_s2_miss_vs_e95,S4,34,0.4366572874749781,0.016514223946936284,0.00026303537859019983,0.021684397055965476
