pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,pair_name,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74,mean_abs_logit_delta_vs_e75,mean_abs_q2s3_logit_delta_vs_e75
2009,2002,e76_bootstrap8_058_q2a8_s3a26_ea3939cd,e76_base_bootstrap8_058_69ea34e3,91,bootstrap8,bootstrap8_058,deterministic random 8-of-13 subset,43-47-48-50-76-77-97-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.168,0.152,0.00027746424299164763,0.0003067673778081438,0.00029211581039989575,0.20933656531838565,1.978672648573745,-2.1404545531150676e-07,-2.3376349542775598e-05,-2.25462365604015e-05,0.75,-1.2019293085918648e-05,-7.346534629970591e-06,-2.757758880811423e-06,-5.395710889888328e-05,-1.8204938340815602e-05,-9.691138518785891e-06,6.99348275479128e-06,-3.1302248610920458e-06,-2.757758880811423e-06,1.0905746886447076e-05,-7.044406880041265e-07,-2.757758880811423e-06,-5.395710889888328e-05,1.0905746886447076e-05,3,3,1917,-0.00018504716405179367,-0.00011021635282693065,-9.833897281114057e-05,-0.00025538291465007634,-0.00043298989502778273,-0.00034418640483892954,-0.0004959180435195243,0.0,0.7222222222222222,1.0,True,0.006816305187565622,0.005097832883472511,True,True,True,True,True,True,True,True,True,True,True,0.0008223232589233808,0.002555793694930333,0.0007947605683191905,0.0024593242778156673,0.0002853829752220182,0.0006765027019755645
1617,1606,e76_bootstrap8_040_q2a12_s3a24_f9108951,e76_base_bootstrap8_040_e234b9d6,73,bootstrap8,bootstrap8_040,deterministic random 8-of-13 subset,43-47-50-76-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.168,0.156,0.00027545132427847106,0.0003147377406759998,0.00029509453247723546,0.23121764714232032,1.951399012465479,-1.9596913959640805e-07,-2.288224824214188e-05,-2.1471301570128148e-05,0.7361111111111112,-1.2019165334442583e-05,-7.249710923917796e-06,-2.018612417664656e-06,-5.359094777679374e-05,-1.7807317723828042e-05,-1.109125595366578e-05,6.9042490725701455e-06,-3.086278448916069e-06,-2.018612417664656e-06,1.0629202700784823e-05,-8.555365990092767e-07,-2.018612417664656e-06,-5.359094777679374e-05,1.0629202700784823e-05,3,3,1543,-0.0002503875211055551,-0.00013923567548190796,-0.00011576969431534301,-0.00038103078774925914,-0.0004293570724578921,-0.00040519393010357563,-0.0005335783892119188,0.0,0.7222222222222222,1.0,True,0.006887717797017633,0.005429560833782863,True,True,True,True,True,True,True,True,True,True,True,0.0006797134122420979,0.0018335959097570754,0.0006683318382808986,0.0017937604008928779,0.0005870170993851873,0.0015091588147578881
1881,1870,e76_bootstrap8_052_q2a12_s3a24_496e15ff,e76_base_bootstrap8_052_33973fba,85,bootstrap8,bootstrap8_052,deterministic random 8-of-13 subset,43-47-48-50-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.16,0.168,0.0002625632699090119,0.00031760206656468454,0.0002900826682368482,0.21357406109911634,1.9642430105376416,-1.9526126730090576e-07,-2.266988858544876e-05,-2.20512673692521e-05,0.7465277777777778,-1.2015896146633231e-05,-7.2058636375604834e-06,-2.314983378326474e-06,-5.218371638038288e-05,-1.7580210860068668e-05,-9.831686094141645e-06,6.175825957521752e-06,-3.1890753177110653e-06,-2.314983378326474e-06,9.960201983183481e-06,-8.483047347906947e-07,-2.314983378326474e-06,-5.218371638038288e-05,9.960201983183481e-06,3,3,1795,-0.0002704275654325629,-0.000144295443236242,-0.00011853747203355303,-0.00038152049383113895,-0.00044824181040366284,-0.0004148811521174009,-0.0005703980619588138,0.0,0.75,1.0,True,0.006626796215475815,0.005386604418230316,True,True,True,True,True,True,True,True,True,True,True,0.0008642511251756683,0.0019885885161347364,0.0008793406299449297,0.0020414017828271516,0.0008380324315458441,0.0018968230884303515
1854,1848,e76_bootstrap8_051_q2a8_s3a24_6a6969a9,e76_base_bootstrap8_051_650978b2,84,bootstrap8,bootstrap8_051,deterministic random 8-of-13 subset,43-46-47-48-50-76-77-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.156,0.164,0.00026365459520135136,0.0003333572371714275,0.00029850591618638947,0.1829959246964657,2.0043835145712325,-2.2704593303363163e-07,-2.4825007016695785e-05,-2.470406003914202e-05,0.765625,-1.2012448733056402e-05,-7.440604884001445e-06,-3.994283509722862e-06,-5.4622926623726364e-05,-1.778887420134101e-05,-9.242531236353102e-06,7.366627943095061e-06,-3.409780254148842e-06,-3.994283509722862e-06,1.1218952481684141e-05,-1.1231601966255056e-06,-3.994283509722862e-06,-5.4622926623726364e-05,1.1218952481684141e-05,3,3,1769,-0.00020939393788275713,-0.00012848542668064677,-9.913047071768988e-05,-0.00025045588078997927,-0.0004434574142334474,-0.00034695664751171335,-0.0005231900454979031,0.0,0.75,1.0,True,0.007000996481406832,0.005054905226862583,True,True,True,True,True,True,True,True,True,True,True,0.0009994213207860938,0.002500333260224329,0.0009776222759311963,0.002424036603232188,0.0005662330265622252,0.0009841742304407888
160,154,e76_drop_cell_058_q2a8_s3a24_6683e280,e76_base_drop_cell_058_649444e0,7,jackknife,drop_cell_058,leave out cell 58,43-46-47-48-49-50-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.164,0.156,0.0002727053874295082,0.0003121007198869898,0.000292403053658249,0.14119311292298561,2.381240189691985,-2.0397500917942088e-07,-2.308539594425033e-05,-2.226866207515575e-05,0.75,-1.2009140359370285e-05,-7.2644326948312354e-06,-3.0224434688364e-06,-5.298876535242414e-05,-1.7568751442320618e-05,-9.209322312297985e-06,6.5973100934479945e-06,-3.2408080032908515e-06,-3.0224434688364e-06,1.036403418086529e-05,-9.837386392153036e-07,-3.0224434688364e-06,-5.298876535242414e-05,1.036403418086529e-05,3,3,152,-0.00019014233536580037,-0.00011964535834929624,-9.340268318755451e-05,-0.00025167707640624815,-0.0004021417059059257,-0.0003269093911560869,-0.00046491050806896084,0.0,0.7222222222222222,1.0,True,0.0066705716710479,0.004836030188361974,True,True,True,True,True,True,True,True,True,True,True,0.000740954829631943,0.0022090518838984103,0.0007283573774317054,0.0021649608011975784,0.0003665268180746965,0.000898553843448047
799,792,e76_bootstrap8_003_q2a8_s3a26_00fe0fa7,e76_base_bootstrap8_003_8d1be85c,36,bootstrap8,bootstrap8_003,deterministic random 8-of-13 subset,46-47-48-58-77-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.16,0.16,0.00026797613240479146,0.0003179366499315023,0.00029295639116814684,0.22363313214370079,1.9505876243745628,-2.142735144455843e-07,-2.237916641018195e-05,-2.134678799736115e-05,0.7326388888888888,-1.2006242513851184e-05,-7.243689980618306e-06,-1.3013612356616022e-06,-5.479797696972266e-05,-1.9017774242069407e-05,-1.032531324263175e-05,7.334380112244965e-06,-2.669276784272867e-06,-1.3013612356616022e-06,1.1444869315924144e-05,-4.4018915401622394e-08,-1.3013612356616022e-06,-5.479797696972266e-05,1.1444869315924144e-05,3,3,762,-0.00018866249757600322,-0.00011233850074499063,-0.00010075292931602253,-0.0002480494817024559,-0.0004572210235094798,-0.00035263525260596784,-0.0005076804036145623,0.0,0.7222222222222222,1.0,True,0.006826186139051159,0.005205080978728748,True,True,True,True,True,True,True,True,True,True,True,0.0008424332198100256,0.0027389466748814185,0.0008148705292058352,0.0026424772577667522,0.00027684953706128533,0.0007594037852608278
513,506,e76_scale_0.13_q2a8_s3a26_330ed4a7,e76_base_scale_0.13_9e22ff39,23,group_keep,scale_0.13,keep scale=0.13,43-46-47-58-76-77-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.168,0.16,0.00027643909998949657,0.00033233085496178695,0.00030438497747564176,0.21062358209818488,1.9633962072163174,-2.3505768004250527e-07,-2.497195298876569e-05,-2.384579181112208e-05,0.7291666666666667,-1.2004178266300514e-05,-7.3931495533363645e-06,-1.515219175463045e-06,-5.8527227545179805e-05,-1.9469593083187853e-05,-1.1493845879062548e-05,9.165540930333727e-06,-2.675548997022048e-06,-1.515219175463045e-06,1.3349151815944538e-05,-3.430658002123721e-08,-1.515219175463045e-06,-5.8527227545179805e-05,1.3349151815944538e-05,3,3,489,-0.00020222587070171678,-0.00011980344431872236,-0.00010563451017048253,-0.00026076072294597963,-0.00047868084824781443,-0.00036972078559689703,-0.0005241871245862599,0.0,0.7222222222222222,1.0,True,0.007425142643155851,0.005426057514461274,True,True,True,True,True,True,True,True,True,True,True,0.0014436016765239973,0.0029495491542309493,0.0014160389859198068,0.0028530797371162826,0.0007713044074620407,0.0005965087125141008
1353,1342,e76_bootstrap8_028_q2a12_s3a24_31850fdb,e76_base_bootstrap8_028_bade702a,61,bootstrap8,bootstrap8_028,deterministic random 8-of-13 subset,43-47-48-49-50-76-98-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.152,0.168,0.000256052982774283,0.00031907706186410886,0.00028756502231919596,0.19582889708773074,1.9959142100330967,-2.102733132197665e-07,-2.30825498441858e-05,-2.303799119188427e-05,0.765625,-1.2003458556675284e-05,-7.302299561029457e-06,-2.8560346017059146e-06,-5.2198319007712435e-05,-1.7587736949820076e-05,-1.0048669334850047e-05,6.174719253904115e-06,-3.330513826949044e-06,-2.8560346017059146e-06,1.0013224084004513e-05,-9.886479064302733e-07,-2.8560346017059146e-06,-5.2198319007712435e-05,1.0013224084004513e-05,3,3,1291,-0.00027441121263698225,-0.00015485096574163748,-0.00011474601379810045,-0.0003679675414136052,-0.0004352545551731257,-0.00040161104829336547,-0.0005581593493603191,0.0,0.75,1.0,True,0.006678066304239368,0.005365242639015049,True,True,True,True,True,True,True,True,True,True,True,0.0007881301737439015,0.001910449692318494,0.0007863112590626477,0.0019040834909341063,0.0007528115629926755,0.0017868345546892038
2057,2046,e76_bootstrap8_060_q2a12_s3a24_3bc1b586,e76_base_bootstrap8_060_c6ba6238,93,bootstrap8,bootstrap8_060,deterministic random 8-of-13 subset,43-46-50-58-76-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.16,0.156,0.0002667968392915767,0.00031866460547780203,0.0002927307223846894,0.23356358576311576,1.9462414114015343,-2.1945278193963302e-07,-2.236884486890372e-05,-2.138494472835647e-05,0.7326388888888888,-1.2000328234784696e-05,-7.207483828763905e-06,-2.1140066737146412e-06,-5.3498613121427674e-05,-1.7685069041872836e-05,-1.0111377721777615e-05,6.879717941110641e-06,-3.107436591154311e-06,-2.1140066737146412e-06,1.0617910476184989e-05,-8.299458530425241e-07,-2.1140066737146412e-06,-5.3498613121427674e-05,1.0617910476184989e-05,3,3,1963,-0.00024203036708463923,-0.00013205737972443732,-0.00011568626832750284,-0.00037024300624860507,-0.000439560872043554,-0.0004049019391460795,-0.0005392774087923078,0.0,0.7222222222222222,1.0,True,0.006864901617143592,0.005424756301483129,True,True,True,True,True,True,True,True,True,True,True,0.0006156704012889619,0.0019326451973000736,0.0005988862482037557,0.0018739006615018515,0.00048615617552038215,0.0014793454071100442
887,880,e76_bootstrap8_007_q2a8_s3a26_7f29a3d1,e76_base_bootstrap8_007_80a00b54,40,bootstrap8,bootstrap8_007,deterministic random 8-of-13 subset,46-48-58-76-77-97-98-99,translator_tail_soft_p90_m0.50,8,1.25,2,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.16,0.152,0.0002695201900104289,0.0003067673778081438,0.0002881437839092864,0.25835231709067497,1.9708818798352534,-2.1269999293110908e-07,-2.1730028407691506e-05,-2.002951289233404e-05,0.7309027777777777,-1.1999282476304884e-05,-7.303886358278611e-06,-2.780657565537581e-06,-5.396787065348185e-05,-1.823662643907209e-05,-9.691138518785891e-06,7.053232350506811e-06,-3.0654086377035483e-06,-2.780657565537581e-06,1.0916790874171411e-05,-6.096239980601936e-07,-2.780657565537581e-06,-5.396787065348185e-05,1.0916790874171411e-05,3,3,846,-0.00017704246694769674,-0.00010940736977005372,-9.712724889784918e-05,-0.00024690084725734196,-0.00043298989502778273,-0.00033994537114256235,-0.0004918764591175752,0.0,0.7222222222222222,1.0,True,0.006800972711830505,0.005066056671547637,True,True,True,True,True,True,True,True,True,True,True,0.0009054572331657058,0.0025240174830054585,0.0008778945425615155,0.0024275480658907922,0.00036851694946434335,0.0006447264900506892
77,66,e76_drop_cell_047_q2a12_s3a24_57b14890,e76_base_drop_cell_047_9fa5f150,3,jackknife,drop_cell_047,leave out cell 47,43-46-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.168,0.152,0.00027545132427847106,0.00031082493487857355,0.0002931381295785223,0.1547030929050495,2.3803382309449326,-2.1094428783822541e-07,-2.2359318631192554e-05,-2.1371258811591725e-05,0.7395833333333334,-1.1999115143712658e-05,-7.204980873809497e-06,-2.691534231491488e-06,-5.277745711218529e-05,-1.7370052487586385e-05,-9.520629401738034e-06,6.547224451369793e-06,-3.2455073943893353e-06,-2.691534231491488e-06,1.0232887229899568e-05,-9.9938273945277e-07,-2.691534231491488e-06,-5.277745711218529e-05,1.0232887229899568e-05,3,3,73,-0.00024539719867507363,-0.00013539017978436707,-0.00011431050554971955,-0.00038103078774925914,-0.0004191427510983753,-0.0004000867694238172,-0.0005312139629712844,0.0,0.7222222222222222,1.0,True,0.006783532872825575,0.0053826071642137695,True,True,True,True,True,True,True,True,True,True,True,0.0006177394018868088,0.0017866422401879366,0.0006063578279256097,0.0017468067313237393,0.0005250430890298984,0.00146220514518875
1810,1804,e76_bootstrap8_049_q2a8_s3a24_01c8aaf2,e76_base_bootstrap8_049_ca824988,82,bootstrap8,bootstrap8_049,deterministic random 8-of-13 subset,43-47-48-58-77-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.156,0.156,0.00026287160932939903,0.00032333521502580647,0.0002931034121776028,0.23160794814952243,1.9455890757552423,-2.2311930381740952e-07,-2.249474420982879e-05,-2.1603209362953003e-05,0.734375,-1.1997190015877734e-05,-7.284202840129872e-06,-3.153972470748556e-06,-5.3149757617276805e-05,-1.7464106387032885e-05,-8.378800623543015e-06,6.745261853402518e-06,-3.328885799236403e-06,-3.153972470748556e-06,1.041292571657415e-05,-1.0596163340093057e-06,-3.153972470748556e-06,-5.3149757617276805e-05,1.041292571657415e-05,3,3,1727,-0.0001737165002528851,-9.969524709352307e-05,-9.822200385636859e-05,-0.00024493800393254883,-0.00044261602306192027,-0.00034377701349723455,-0.0004905866053139603,0.0,0.7222222222222222,1.0,True,0.00670992743938055,0.0049315090176273125,True,True,True,True,True,True,True,True,True,True,True,0.0008268945812883467,0.0024748090586857014,0.0008101104282031404,0.0024160645228874793,0.0004081139880847306,0.001009076982473045
143,132,e76_drop_cell_050_q2a12_s3a24_f89ef92b,e76_base_drop_cell_050_76b1ebb4,6,jackknife,drop_cell_050,leave out cell 50,43-46-47-48-49-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.168,0.152,0.00027832368168082276,0.00032433984480201674,0.0003013317632414197,0.14879908263378963,2.3688665760990557,-2.1615336332862314e-07,-2.2996454896099394e-05,-2.205280598989474e-05,0.7395833333333334,-1.1995621915228405e-05,-7.241847361449949e-06,-2.767899432543075e-06,-5.3805190304179185e-05,-1.7652577386839674e-05,-9.490262649958225e-06,7.057083228123595e-06,-3.1531331970979792e-06,-2.767899432543075e-06,1.0761241330481397e-05,-9.19831500523216e-07,-2.767899432543075e-06,-5.3805190304179185e-05,1.0761241330481397e-05,3,3,136,-0.000241045188678629,-0.00013555745493698534,-0.00011608549664421375,-0.0003807688765678219,-0.0004318295999418964,-0.00040629923825485914,-0.0005457234732663352,0.0,0.7222222222222222,1.0,True,0.006971772671713311,0.005562020227709199,True,True,True,True,True,True,True,True,True,True,True,0.0006641264594389861,0.0019315870148551456,0.0006365637688347957,0.0018351175977404796,0.0004886045610579561,0.0013172603705215408
1331,1320,e76_bootstrap8_027_q2a12_s3a24_9213674c,e76_base_bootstrap8_027_1ab488a4,60,bootstrap8,bootstrap8_027,deterministic random 8-of-13 subset,46-48-49-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.152,0.164,0.000256052982774283,0.0003101115194589008,0.0002830822511165919,0.21494447707915548,1.9933449232327327,-2.1215015709452612e-07,-2.1848604732086318e-05,-2.1415172616962713e-05,0.7482638888888888,-1.1995381127172244e-05,-7.155943092973516e-06,-1.2853567201709382e-06,-5.280112681393945e-05,-1.8090354905964112e-05,-1.001546041079493e-05,6.417144322257151e-06,-2.9411451718530657e-06,-1.2853567201709382e-06,1.0397839110165563e-05,-4.3632920110336926e-07,-1.2853567201709382e-06,-5.280112681393945e-05,1.0397839110165563e-05,3,3,1270,-0.00026720837485263993,-0.00015427764677100608,-0.00011143045893047265,-0.0003679675414136052,-0.00041204567109975887,-0.00039000660625668204,-0.0005146110786438171,0.0,0.7222222222222222,1.0,True,0.006613162335111132,0.0052576561301525505,True,True,True,True,True,True,True,True,True,True,True,0.0007555788926918907,0.0018028631834559957,0.000753759978010637,0.001796496982071608,0.000720260281940665,0.0016792480458267054
33,22,e76_drop_cell_043_q2a12_s3a24_455dd1a7,e76_base_drop_cell_043_52ff453f,1,jackknife,drop_cell_043,leave out cell 43,46-47-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.16,0.156,0.0002686865644104672,0.0003121007198869898,0.0002903936421487285,0.1488164668988873,2.383784451139074,-2.0471873070360136e-07,-2.2285885110453823e-05,-2.120834146950197e-05,0.738425925925926,-1.1995185626778593e-05,-7.1967728131339115e-06,-2.6514224145124388e-06,-5.306419123918271e-05,-1.762088018641972e-05,-9.394345338753496e-06,6.640627052578729e-06,-3.1287477947339326e-06,-2.6514224145124388e-06,1.0438007306601271e-05,-8.406904580260388e-07,-2.6514224145124388e-06,-5.306419123918271e-05,1.0438007306601271e-05,3,3,31,-0.0002449125117270634,-0.00014769049729024264,-0.00010996140155261624,-0.0003675881049622909,-0.0004021417059059257,-0.0003848649054341083,-0.0005165526381679244,0.0,0.7222222222222222,1.0,True,0.0068105996244035615,0.005357328025106746,True,True,True,True,True,True,True,True,True,True,True,0.0005866476876833023,0.0016556034630013105,0.0005740502354830647,0.0016115123803004784,0.000515420174219992,0.0014063071658797237
627,616,e76_world_support_minus_base_top8_q2a12_s3a24_3f426475,e76_base_world_support_minus_base_top8_f688f3f2,28,rank_keep,world_support_minus_base_top8,keep best 8 by world_support_minus_base,43-46-47-48-76-77-99-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.16,0.168,0.0002692728894526659,0.00034501816435734316,0.0003071455269050046,0.19454749873041124,1.9853313662566854,-2.2131764703531287e-07,-2.518582035597774e-05,-2.4348058229249972e-05,0.7465277777777778,-1.1994399806258826e-05,-7.359431636100311e-06,-2.281801979142628e-06,-5.6481731364521615e-05,-1.8520333577187742e-05,-1.1094098125274954e-05,8.258513611969498e-06,-3.006945077044243e-06,-2.281801979142628e-06,1.224001833388666e-05,-5.510162540689478e-07,-2.281801979142628e-06,-5.6481731364521615e-05,1.224001833388666e-05,3,3,598,-0.0002664747355997643,-0.00015176456505061608,-0.00012125271091614764,-0.00037899699400761877,-0.0004697719824053037,-0.00042438448820646124,-0.0005907820327341715,0.0,0.75,1.0,True,0.007341121254885224,0.005755855309004159,True,True,True,True,True,True,True,True,True,True,True,0.0010718040855183613,0.002234031602888034,0.0010442413949141708,0.0021375621857733676,0.0008834942826114633,0.0015749472927138915
1903,1892,e76_bootstrap8_053_q2a12_s3a24_cc703541,e76_base_bootstrap8_053_13a027fc,86,bootstrap8,bootstrap8_053,deterministic random 8-of-13 subset,43-46-47-48-49-76-98-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.152,0.168,0.0002589253401766346,0.0003331193211667028,0.0002960223306716687,0.18650628948304046,1.9889547781449417,-2.1857947278547396e-07,-2.4032826723007316e-05,-2.4048266606881575e-05,0.765625,-1.199373791516134e-05,-7.31728799729936e-06,-2.932399802535457e-06,-5.360496794681868e-05,-1.7844099746033848e-05,-1.0018302582626148e-05,6.885259128286414e-06,-3.217789456000375e-06,-2.932399802535457e-06,1.0738495073048249e-05,-8.899747899748789e-07,-2.932399802535457e-06,-5.360496794681868e-05,1.0738495073048249e-05,3,3,1816,-0.00027065879966309834,-0.0001560132547432369,-0.00011651643786572685,-0.0003677056302321957,-0.00044790943482789225,-0.000407807532530044,-0.0005726587683710293,0.0,0.75,1.0,True,0.0069232648580289415,0.005550983895060293,True,True,True,True,True,True,True,True,True,True,True,0.0007045565073305788,0.0020617226595355184,0.0006865564760063339,0.0019987225499006615,0.0005827962010267677,0.0016355615874721798
825,814,e76_bootstrap8_004_q2a12_s3a24_da9af8be,e76_base_bootstrap8_004_1cc4abb0,37,bootstrap8,bootstrap8_004,deterministic random 8-of-13 subset,43-46-48-50-58-77-97-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.156,0.164,0.000261353744521478,0.0003309340597193585,0.00029614390212041826,0.21093792737149356,1.9741914575481967,-2.2757016235330774e-07,-2.294469500033169e-05,-2.261189058894034e-05,0.7430555555555556,-1.1992413888495257e-05,-7.231202635571421e-06,-1.4490703081904144e-06,-5.411960615919753e-05,-1.8381757752705674e-05,-1.011137772155557e-05,7.125009389929993e-06,-2.8843815685908325e-06,-1.4490703081904144e-06,1.101735510389279e-05,-4.2746858530673393e-07,-1.4490703081904144e-06,-5.411960615919753e-05,1.101735510389279e-05,3,3,787,-0.0002562283718056946,-0.00013754021400103067,-0.00011885840456365981,-0.0003770057944319227,-0.000455003037513696,-0.00041600441597280935,-0.0005489332013190519,0.0,0.7222222222222222,1.0,True,0.0068587098067758165,0.0055393311837612135,True,True,True,True,True,True,True,True,True,True,True,0.0007682819472174862,0.0021558295863160397,0.0007514977941322799,0.002097085050517818,0.0006286689515485384,0.0016671841014747227
1085,1078,e76_bootstrap8_016_q2a8_s3a26_466a33b0,e76_base_bootstrap8_016_674d8da7,49,bootstrap8,bootstrap8_016,deterministic random 8-of-13 subset,46-47-48-76-77-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a26,8.0,26.0,34.0,26.0,18.0,s3_higher,0.168,0.16,0.00027746424299164763,0.0003144019505959183,0.00029593309679378296,0.21639294630125866,1.9707955376487374,-2.0020738589199283e-07,-2.3664587368467743e-05,-2.2060634870216256e-05,0.7361111111111112,-1.1990406573292312e-05,-7.299610106037413e-06,-1.2310339119192548e-06,-5.611619481027397e-05,-1.923662397818049e-05,-1.1381317361669474e-05,7.983334561978417e-06,-2.656543131696054e-06,-1.2310339119192548e-06,1.2161640528529638e-05,-5.663208124673247e-09,-1.2310339119192548e-06,-5.611619481027397e-05,1.2161640528529638e-05,3,3,1035,-0.00019205098173621384,-0.00011693991546812832,-0.0001002534495861962,-0.00025538291465007634,-0.000446391232453186,-0.0003508870735516312,-0.0004990591621664532,0.0,0.7222222222222222,1.0,True,0.007038979837681795,0.005197082329713579,True,True,True,True,True,True,True,True,True,True,True,0.0011158480867507858,0.0026550431411713994,0.0010882853961465954,0.0025585737240567336,0.0005789078030494232,0.0007757521482166305
695,682,e76_hidden_q2s3_mean_minus_base_top10_q2a12_s3a28_663cef2c,e76_base_hidden_q2s3_mean_minus_base_top10_191f4e56,31,rank_keep,hidden_q2s3_mean_minus_base_top10,keep best 10 by hidden_q2s3_mean_minus_base,43-46-47-48-49-50-58-77-99-100,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.144,0.156,0.00025171689901710227,0.0003265903687211549,0.0002891536338691286,0.15380275130226298,2.2243188505626885,-2.2454047353681618e-07,-2.3958999071969912e-05,-2.398375288161919e-05,0.75,-1.1989180549454304e-05,-7.234047952553446e-06,-3.0375934634285784e-06,-5.415381536799657e-05,-1.7743458633368014e-05,-4.636323926554553e-06,7.159022567426732e-06,-3.1498572520272106e-06,-3.0375934634285784e-06,1.1027251152317952e-05,-8.08827972376136e-07,-3.0375934634285784e-06,-5.415381536799657e-05,1.1027251152317952e-05,3,3,663,-0.0002545735726524889,-0.00013270710168911126,-0.00012348965955699676,-0.0003556234117133572,-0.0005088042051857727,-0.000432213808449565,-0.0006198037350490291,0.0,0.6944444444444444,1.0,True,0.007123351699643998,0.0060825665561988415,True,True,True,True,True,True,True,True,True,True,True,0.0010822586939688368,0.0027334990658666315,0.001058796929531202,0.00265138289033491,0.0005632710100773156,0.0009170421722463069
