pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,pair_name,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74,mean_abs_logit_delta_vs_e75,mean_abs_q2s3_logit_delta_vs_e75
1436,1430,e76_bootstrap8_032_q2a8_s3a24_78f39e26,e76_base_bootstrap8_032_27139def,65,bootstrap8,bootstrap8_032,deterministic random 8-of-13 subset,43-47-49-76-77-97-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.168,0.156,0.00027915730728078446,0.0003209593949279263,0.0003000583511043554,0.2259383733955499,1.9664224144122735,-2.0515318476660438e-07,-2.366648752469558e-05,-2.210946826078754e-05,0.7361111111111112,-1.1987311886119123e-05,-7.279254911618516e-06,-2.413293958003493e-06,-5.467907326783816e-05,-1.778283751463494e-05,-1.0898938654690937e-05,7.494508588945514e-06,-3.1382216171271793e-06,-2.413293958003493e-06,1.1222629020424257e-05,-9.167056033154708e-07,-2.413293958003493e-06,-5.467907326783816e-05,1.1222629020424257e-05,3,3,1370,-0.00018156771353143304,-0.0001084509256302768,-9.744715282461458e-05,-0.000255734579593353,-0.0004263954901790601,-0.00034106503488620654,-0.0004776358565865273,0.0,0.7222222222222222,1.0,True,0.006955857107592547,0.004968141968258285,True,True,True,True,True,True,True,True,True,True,True,0.0010308017084387693,0.0024125582654030107,0.0010124406104892387,0.002348294422579654,0.0005981908460913607,0.0008984202471870811
1023,1012,e76_bootstrap8_013_q2a12_s3a24_b00ab43e,e76_base_bootstrap8_013_b9e1ca1b,46,bootstrap8,bootstrap8_013,deterministic random 8-of-13 subset,43-48-49-50-58-77-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.164,0.16,0.00026755568236306617,0.000316833961715532,0.00029219482203929906,0.22281816318916736,1.9891004742331482,-2.193540799902416e-07,-2.2019698958808767e-05,-2.1613094117126173e-05,0.7430555555555556,-1.198530844104262e-05,-7.205836764834217e-06,-2.2114539801609823e-06,-5.220317554532894e-05,-1.763629835127567e-05,-1.0118749944387773e-05,6.3283283243675825e-06,-3.090603772681888e-06,-2.2114539801609823e-06,9.918921897944522e-06,-8.906081704340707e-07,-2.2114539801609823e-06,-5.220317554532894e-05,9.918921897944522e-06,3,3,976,-0.00026114170285131415,-0.00014082756143551922,-0.00011777015684469316,-0.0003834424306856099,-0.0004409486672272145,-0.0004121955489564122,-0.0005394753657223895,0.0,0.7222222222222222,1.0,True,0.00662657610289886,0.005407341634764818,True,True,True,True,True,True,True,True,True,True,True,0.0008896041119329215,0.0020602436840117403,0.0009002121504301296,0.0020973718187519692,0.0008242529654005522,0.0018315146711484478
1639,1628,e76_bootstrap8_041_q2a12_s3a24_48b0cce7,e76_base_bootstrap8_041_cd47ae0e,74,bootstrap8,bootstrap8_041,deterministic random 8-of-13 subset,43-48-49-50-58-76-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.164,0.156,0.00026755568236306617,0.00031336164026656054,0.00029045866131481335,0.22304808978754376,1.98858978479509,-2.1972250999896525e-07,-2.197968293140808e-05,-2.1585357125223237e-05,0.7430555555555556,-1.1984621333005485e-05,-7.171227928481905e-06,-2.211453980383027e-06,-5.201063020898733e-05,-1.7395391865071552e-05,-1.0118749944165728e-05,6.2545298743499345e-06,-3.1379114889817927e-06,-2.211453980383027e-06,9.802236335731962e-06,-9.803804315033915e-07,-2.211453980383027e-06,-5.201063020898733e-05,9.802236335731962e-06,3,3,1564,-0.0002539472528521212,-0.0001355041055645101,-0.00011705023654071112,-0.0003834424306856099,-0.00043590922509909036,-0.00040967582789235013,-0.0005351008499861909,0.0,0.6944444444444444,1.0,True,0.0066044697282157065,0.005365673777377161,True,True,True,True,True,True,True,True,True,True,True,0.0008795409738680967,0.002018575826624083,0.0008901490123653049,0.0020557039613643114,0.0008141898273357273,0.0017898468137607902
1282,1276,e76_bootstrap8_025_q2a8_s3a24_aa5a2293,e76_base_bootstrap8_025_ca18b700,58,bootstrap8,bootstrap8_025,deterministic random 8-of-13 subset,43-46-47-48-49-97-98-100,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.156,0.164,0.0002596703321370758,0.000317071437863809,0.0002883708850004424,0.19024493984854618,1.9726734683800773,-2.0864978411694324e-07,-2.3241630676229885e-05,-2.3302202052025937e-05,0.7586805555555556,-1.1984467536807486e-05,-7.2046494026256624e-06,-1.7184992278096445e-06,-5.2831597412428266e-05,-1.8162689269463073e-05,-9.549032924383027e-06,6.471153640830174e-06,-2.948638564537198e-06,-1.7184992278096445e-06,1.0407041161397679e-05,-5.026203736546719e-07,-1.7184992278096445e-06,-5.2831597412428266e-05,1.0407041161397679e-05,3,3,1223,-0.0002090330967799757,-0.0001255261676269548,-9.650426271001766e-05,-0.00024959826434625687,-0.0004259315746240472,-0.000337764919485152,-0.0004782374785361832,0.0,0.7222222222222222,1.0,True,0.0065052490077979475,0.004843538582914055,True,True,True,True,True,True,True,True,True,True,True,0.0009454587470478015,0.002381181355389766,0.000941690901906765,0.002367993897396137,0.0005892971684799577,0.0011346158304023116
402,396,e76_base_cell_gate_all_q2a8_s3a24_41468a98,e76_base_base_cell_gate_all_8cbaa891,18,group_keep,base_cell_gate_all,keep base_cell_gate=all,43-47-48-50-77-98-99,translator_tail_soft_p90_m0.50,7,1.5714285714285714,4,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.156,0.168,0.000261479355676152,0.0003275474600129811,0.0002945134078445666,0.22659274903531157,1.8505099146764197,-2.1321439416402806e-07,-2.346282670905745e-05,-2.319219214091256e-05,0.761904761904762,-1.1981921737125312e-05,-7.369964744152746e-06,-3.3268870742730883e-06,-5.273912864423025e-05,-1.7586516748102632e-05,-1.0202886663313038e-05,6.5243484707044885e-06,-3.3961348665512148e-06,-3.3268870742730883e-06,1.026901496237187e-05,-1.1272426178043915e-06,-3.3268870742730883e-06,-5.273912864423025e-05,1.026901496237187e-05,3,3,383,-0.00020164231777998736,-0.00011388064886441729,-0.0001007141512997245,-0.0002509556008579994,-0.0004540434582405023,-0.00035249952954925085,-0.0005242425519088525,0.0,0.75,1.0,True,0.006687440568889152,0.004976486942860418,True,True,True,True,True,True,True,True,True,True,True,0.0008736282062476994,0.002562326852842202,0.000846065515643509,0.0024658574357275358,0.0005152194438714854,0.001307896184525453
121,110,e76_drop_cell_049_q2a12_s3a24_973ff15e,e76_base_drop_cell_049_516e66c6,5,jackknife,drop_cell_049,leave out cell 49,43-46-47-48-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.168,0.152,0.00027832368168082276,0.00032433984480201674,0.0003013317632414197,0.14877919328381192,2.368852589894551,-2.1591416835461027e-07,-2.299910189981098e-05,-2.2058681570428427e-05,0.7395833333333334,-1.1981581454767465e-05,-7.242901322701556e-06,-2.767899432543075e-06,-5.378761839436308e-05,-1.764873650500487e-05,-9.490262649958225e-06,7.064829481318036e-06,-3.1566935668747576e-06,-2.767899432543075e-06,1.0778044548964694e-05,-9.232738962250409e-07,-2.767899432543075e-06,-5.378761839436308e-05,1.0778044548964694e-05,3,3,115,-0.0002411969172701311,-0.00013555745493698534,-0.00011608549664429701,-0.0003807688765678219,-0.0004318295999418964,-0.00040629923825485914,-0.0005457234732663352,0.0,0.7222222222222222,1.0,True,0.006978271042902218,0.005562020227709199,True,True,True,True,True,True,True,True,True,True,True,0.0006630867443703009,0.0019315870148551456,0.0006355240537661105,0.0018351175977404796,0.00048756484598927083,0.0013172603705215408
55,44,e76_drop_cell_046_q2a12_s3a24_6c8fbc17,e76_base_drop_cell_046_f0486b36,2,jackknife,drop_cell_046,leave out cell 46,43-47-48-49-50-58-76-77-97-98-99-100,translator_tail_soft_p90_m0.50,12,1.4166666666666667,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.168,0.152,0.00027545132427847106,0.00031082493487857355,0.0002931381295785223,0.1546737602991853,2.380249567435939,-2.106159236181515e-07,-2.236293697688505e-05,-2.1379289046563204e-05,0.7395833333333334,-1.1979006419360338e-05,-7.205179827995956e-06,-2.6915342319355773e-06,-5.275274930294227e-05,-1.736381252104291e-05,-9.520629402182124e-06,6.557480179303354e-06,-3.250365062212879e-06,-2.6915342319355773e-06,1.02582498655579e-05,-1.001361900954123e-06,-2.6915342319355773e-06,-5.275274930294227e-05,1.02582498655579e-05,3,3,52,-0.0002456048272738488,-0.0001353901797844781,-0.00011431050554963629,-0.00038103078774925914,-0.0004191427510983753,-0.0004000867694238172,-0.0005312139629712844,0.0,0.7222222222222222,1.0,True,0.006792425380768289,0.0053826071642137695,True,True,True,True,True,True,True,True,True,True,True,0.0006143055500643156,0.0017866422401879366,0.0006029239761031164,0.0017468067313237393,0.0005216092372074052,0.00146220514518875
1530,1518,e76_bootstrap8_036_q2a12_s3a26_ea6867d8,e76_base_bootstrap8_036_3a9dfd1f,69,bootstrap8,bootstrap8_036,deterministic random 8-of-13 subset,43-47-48-50-76-77-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a12_s3a26,12.0,26.0,38.0,26.0,14.0,s3_higher,0.168,0.156,0.00027746424299164763,0.0003106801836055701,0.0002940722132986089,0.20918843979693896,1.9792984955708437,-2.1377674005312874e-07,-2.3405600885641575e-05,-2.2566528874385164e-05,0.75,-1.1978968008086177e-05,-7.333409930088131e-06,-1.5936274375683013e-06,-5.451543389223268e-05,-1.8801537810864133e-05,-1.1566340388569074e-05,7.3025846044627585e-06,-2.8439142447655996e-06,-1.5936274375683013e-06,1.1275945263622411e-05,-3.5477773474568153e-07,-1.5936274375683013e-06,-5.451543389223268e-05,1.1275945263622411e-05,3,3,1460,-0.0002518433945409293,-0.000145414370836372,-0.00011777793004186243,-0.00038041040965050565,-0.00044403510064236484,-0.00041222275514643525,-0.0005537067295868759,0.0,0.7222222222222222,1.0,True,0.0069968442383476,0.005703627844822354,True,True,True,True,True,True,True,True,True,True,True,0.0006946561084665414,0.002083507896238448,0.0006670934178623511,0.001987038479123782,0.0004618690378305006,0.0012687531490123052
2040,2024,e76_bootstrap8_059_q2a16_s3a26_7e646a56,e76_base_bootstrap8_059_6449ccf1,92,bootstrap8,bootstrap8_059,deterministic random 8-of-13 subset,43-47-48-50-58-76-97-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a26,16.0,26.0,42.0,26.0,10.0,s3_higher,0.152,0.168,0.00025774604706341983,0.00033989960212456647,0.00029882282459399315,0.21088203533197866,1.9740924488233542,-2.284507672409286e-07,-2.29238574346608e-05,-2.2702728120809618e-05,0.75,-1.197890447546257e-05,-7.267571392355343e-06,-2.1956379412380045e-06,-5.440837138870336e-05,-1.8689686122730365e-05,-1.0617329602169434e-05,7.259071616250168e-06,-2.806433741175951e-06,-2.1956379412380045e-06,1.1212586346065478e-05,-3.0659431315971375e-07,-2.1956379412380045e-06,-5.440837138870336e-05,1.1212586346065478e-05,3,3,1947,-0.00032741053785101935,-0.0001745158144895731,-0.00014333813461320233,-0.00048794949223396333,-0.000515417450058453,-0.0005016834711462081,-0.0006766089225407126,0.0,0.75,1.0,True,0.007139713587650513,0.006480663204126789,True,True,True,True,True,True,True,True,True,True,True,0.0007636422291261134,0.00209795363035282,0.0007360795385219208,0.002001484213238146,0.0007296794715018656,0.0019790839786679526
1216,1210,e76_bootstrap8_022_q2a8_s3a24_eec57d0f,e76_base_bootstrap8_022_599b7755,55,bootstrap8,bootstrap8_022,deterministic random 8-of-13 subset,43-47-49-50-58-77-98-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.16,0.164,0.00026495462175174414,0.00032807615191899193,0.00029651538683536806,0.21191834894051442,1.9758196523224194,-2.2364491621823523e-07,-2.2908698504374436e-05,-2.2563461765659314e-05,0.7482638888888888,-1.1975652000728587e-05,-7.285571711035388e-06,-1.786818559335046e-06,-5.410789912496661e-05,-1.8404236403202212e-05,-9.94942717547076e-06,7.1107493665456545e-06,-2.950052100825218e-06,-1.786818559335046e-06,1.107019375612417e-05,-5.024266294118007e-07,-1.786818559335046e-06,-5.410789912496661e-05,1.107019375612417e-05,3,3,1160,-0.0002128968874848037,-0.0001215956298656895,-9.980796515307588e-05,-0.0002566322008244193,-0.000442023555246876,-0.00034932787803564763,-0.0004888580524506678,0.0,0.7222222222222222,1.0,True,0.006761228240957456,0.004996732310034917,True,True,True,True,True,True,True,True,True,True,True,0.0008255586137789878,0.0024920235503554035,0.0008022310234994224,0.0024103769843769243,0.00039393613883275064,0.0009813448880435735
1568,1562,e76_bootstrap8_038_q2a8_s3a24_ef2aff08,e76_base_bootstrap8_038_cf1c6c67,71,bootstrap8,bootstrap8_038,deterministic random 8-of-13 subset,43-46-47-50-58-77-97-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.152,0.164,0.0002606184044657714,0.000334432990083851,0.0002975256972748113,0.20133249006052648,1.9641840215066735,-2.308562773722933e-07,-2.3819943602706303e-05,-2.345572906615849e-05,0.7413194444444444,-1.1973204487314426e-05,-7.2745036083787795e-06,-1.8190031458864553e-06,-5.532481376824272e-05,-1.8436251803533033e-05,-9.919060422802772e-06,7.69365004560374e-06,-2.9229644485928574e-06,-1.8190031458864553e-06,1.1711550260806725e-05,-4.6429457301044863e-07,-1.8190031458864553e-06,-5.532481376824272e-05,1.1711550260806725e-05,3,3,1496,-0.00020490438152531167,-0.000122401513987902,-9.800733757367452e-05,-0.00024717995102940815,-0.00043887141198654944,-0.0003430256815079788,-0.00048448791026478117,0.0,0.7222222222222222,1.0,True,0.00696357555621671,0.005055669498869335,True,True,True,True,True,True,True,True,True,True,True,0.0010241115079479965,0.002556788897813138,0.0009938043936800996,0.002450713997875499,0.0005488992855855831,0.0008935461195446917
775,770,e76_bootstrap8_002_q2a8_s3a22_7aeefea7,e76_base_bootstrap8_002_8ee55021,35,bootstrap8,bootstrap8_002,deterministic random 8-of-13 subset,43-48-49-58-76-97-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a22,8.0,22.0,30.0,22.0,14.0,s3_higher,0.156,0.156,0.00026151784962068604,0.00032219476199926115,0.00029185630580997365,0.24037635972617777,1.9796492584136118,-2.1526766046803258e-07,-2.2324995871015113e-05,-2.1315592172662517e-05,0.7309027777777778,-1.1973181311963899e-05,-7.1272173549630224e-06,-3.9469656165636025e-06,-5.197942214962836e-05,-1.6245364316103128e-05,-8.886281822828579e-06,6.407053763646253e-06,-3.514564213435989e-06,-3.9469656165636025e-06,9.652824450090414e-06,-1.6217235353499504e-06,-3.9469656165636025e-06,-5.197942214962836e-05,9.652824450090414e-06,3,3,739,-0.00017829804850639803,-0.00010056820048753856,-9.571762387824978e-05,-0.00025098825279804005,-0.0004190351143500276,-0.0003350116835740338,-0.0004900353860274472,0.0,0.7222222222222222,1.0,True,0.0065242225601423376,0.004590213780474656,True,True,True,True,True,True,True,True,True,True,True,0.0008839582985183721,0.002293477816299525,0.0009202916910366747,0.002420644690113584,0.0006893435497576736,0.00161232619563708
258,242,e76_drop_cell_098_q2a16_s3a26_b4b64e59,e76_base_drop_cell_098_0f623b3e,11,jackknife,drop_cell_098,leave out cell 98,43-46-47-48-49-50-58-76-77-97-99-100,translator_tail_soft_p90_m0.50,12,1.5,6,mean,signed_p75,top_abs50,q2a16_s3a26,16.0,26.0,42.0,26.0,10.0,s3_higher,0.16,0.16,0.0002692728894526659,0.00033394243005028466,0.0003016076597514753,0.13996217714458248,2.3879341876559517,-2.187922381324814e-07,-2.330004043546049e-05,-2.2733290375524448e-05,0.7453703703703703,-1.197204087621806e-05,-7.205966272461062e-06,-1.1460571007759768e-06,-5.5351750156362733e-05,-1.9182323504507437e-05,-1.162716978986289e-05,7.747579015338069e-06,-2.4340864595018274e-06,-1.1460571007759768e-06,1.1688048512703553e-05,-1.48885304085411e-09,-1.1460571007759768e-06,-5.5351750156362733e-05,1.1688048512703553e-05,3,3,246,-0.00033964696835847574,-0.00019410491076365943,-0.00013975088783016454,-0.0005018369191200356,-0.000476419295690686,-0.0004891281074053608,-0.000630241544117717,0.0,0.7222222222222222,1.0,True,0.007230767624912867,0.006495434706275112,True,True,True,True,True,True,True,True,True,True,True,0.0006405647301461106,0.0018366875335521279,0.0006064586023475597,0.0017173160862571995,0.0005519303581560019,0.001526467231586747
842,836,e76_bootstrap8_005_q2a8_s3a24_0f3f1e5f,e76_base_bootstrap8_005_de285e90,38,bootstrap8,bootstrap8_005,deterministic random 8-of-13 subset,43-46-47-77-97-98-99-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a8_s3a24,8.0,24.0,32.0,24.0,16.0,s3_higher,0.168,0.16,0.00027832368168082276,0.00033197441758979116,0.000305149049635307,0.2181117089681027,1.9372918619047446,-2.0390686915339185e-07,-2.387254114836408e-05,-2.2509313977028388e-05,0.7361111111111112,-1.1971624828910343e-05,-7.273278783470616e-06,-1.7943180874446796e-06,-5.5387148296781596e-05,-1.8514478316244976e-05,-1.0898938654690937e-05,7.781597947231766e-06,-2.847530173766266e-06,-1.7943180874446796e-06,1.1690675862929822e-05,-4.5782786040060586e-07,-1.7943180874446796e-06,-5.5387148296781596e-05,1.1690675862929822e-05,3,3,803,-0.0001867111403504485,-0.00011072001149403654,-9.998020892584836e-05,-0.0002556301346767764,-0.0004442313278039678,-0.0003499307312403721,-0.0004934020528021893,0.0,0.7222222222222222,1.0,True,0.00699502780851468,0.005096987737800822,True,True,True,True,True,True,True,True,True,True,True,0.0010409909684444,0.002548073039745243,0.0010134282778402096,0.002451603622630577,0.0005564637801209602,0.0008522278806132039
650,638,e76_world_support_minus_base_top10_q2a12_s3a26_3366326d,e76_base_world_support_minus_base_top10_6dbb7a61,29,rank_keep,world_support_minus_base_top10,keep best 10 by world_support_minus_base,43-46-47-48-49-50-76-77-99-100,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a12_s3a26,12.0,26.0,38.0,26.0,14.0,s3_higher,0.148,0.152,0.00025662193927509337,0.0003205114513728636,0.0002885666953239785,0.1529783288406845,2.2280090639001946,-2.1411474496746407e-07,-2.4299980691094046e-05,-2.392159337682234e-05,0.7555555555555555,-1.1970957179308073e-05,-7.244206637446737e-06,-2.4634863335926127e-06,-5.434132542536663e-05,-1.7878958338379825e-05,-9.942655580186255e-06,7.316223000430888e-06,-3.0475953826103463e-06,-2.4634863335926127e-06,1.1112230886900498e-05,-8.06066191683108e-07,-2.4634863335926127e-06,-5.434132542536663e-05,1.1112230886900498e-05,3,3,620,-0.00024602694423682143,-0.00013008743713704973,-0.00011692476933036766,-0.00036211441299655034,-0.00045635897231630085,-0.0004092366926564256,-0.0005761890764195151,0.0,0.7222222222222222,1.0,True,0.007072189162610294,0.0057063805034978585,True,True,True,True,True,True,True,True,True,True,True,0.000833525963705558,0.002281673163102702,0.0008088656730559909,0.0021953621458292174,0.0005077477137389008,0.0011414492882194016
1771,1760,e76_bootstrap8_047_q2a12_s3a24_bfec4294,e76_base_bootstrap8_047_ed0534b6,80,bootstrap8,bootstrap8_047,deterministic random 8-of-13 subset,43-48-50-58-77-97-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.16,0.152,0.0002658393868241261,0.00031000669275814006,0.0002879230397911331,0.24623479576821408,1.9657521078929499,-2.1530569058181293e-07,-2.1539039812468533e-05,-2.0580888595498475e-05,0.734375,-1.1969987832705087e-05,-7.208532289526559e-06,-2.646621598545451e-06,-5.183304691669388e-05,-1.7277683367233898e-05,-8.539083706793349e-06,6.138061783400595e-06,-3.3218441460869386e-06,-2.646621598545451e-06,9.785021635511093e-06,-1.0260693549257738e-06,-2.646621598545451e-06,-5.183304691669388e-05,9.785021635511093e-06,3,3,1690,-0.0002331016687969422,-0.00012437181657687368,-0.00011374707297617803,-0.0003703221420160996,-0.0004259073688173409,-0.00039811475541672026,-0.0005304795870800448,0.0,0.7222222222222222,1.0,True,0.006614061230094159,0.005315116634042475,True,True,True,True,True,True,True,True,True,True,True,0.0008325307035951164,0.0019155041327197173,0.0008404982156981316,0.001943390425080271,0.0007679838868447402,0.0016895902740934015
1419,1408,e76_bootstrap8_031_q2a12_s3a24_bf5285d0,e76_base_bootstrap8_031_726d6b3c,64,bootstrap8,bootstrap8_031,deterministic random 8-of-13 subset,43-46-47-48-50-76-98-99,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a12_s3a24,12.0,24.0,36.0,24.0,12.0,s3_higher,0.152,0.168,0.0002589253401766346,0.0003331193211667028,0.0002960223306716687,0.18647504363359033,1.9889630584535805,-2.1822068032445463e-07,-2.40367972285747e-05,-2.40570799776821e-05,0.765625,-1.1967786325062235e-05,-7.316316497640862e-06,-2.932399802979546e-06,-5.357603337152739e-05,-1.7837923752983542e-05,-1.001830258218206e-05,6.904268452179174e-06,-3.2181072696646496e-06,-2.932399802979546e-06,1.0768405944050485e-05,-8.929184706074622e-07,-2.932399802979546e-06,-5.357603337152739e-05,1.0768405944050485e-05,3,3,1354,-0.00027057737109159596,-0.00015601325474334793,-0.0001165164378656991,-0.0003677056302321957,-0.00044790943482789225,-0.000407807532530044,-0.0005726587683710293,0.0,0.75,1.0,True,0.0069330124148123,0.005550983895060293,True,True,True,True,True,True,True,True,True,True,True,0.0007098876169313481,0.0020617226595355184,0.0006918875856071034,0.0019987225499006615,0.0005881273106275372,0.0016355615874721798
