basename,actual__min_prob,actual__max_prob,actual__mean_prob,actual__prob_span,actual__mean_abs_move_vs_stage2,actual__mean_abs_move_vs_raw05,actual__mean_abs_move_vs_a2c8,actual__rms_move_vs_a2c8,actual__max_abs_move_vs_a2c8,actual__move_abs_a2c8_Q1,actual__mean_prob_Q1,actual__move_abs_a2c8_Q2,actual__mean_prob_Q2,actual__move_abs_a2c8_Q3,actual__mean_prob_Q3,actual__move_abs_a2c8_S1,actual__mean_prob_S1,actual__move_abs_a2c8_S2,actual__mean_prob_S2,actual__move_abs_a2c8_S3,actual__mean_prob_S3,actual__move_abs_a2c8_S4,actual__mean_prob_S4,actual__proj_a2c8,actual__cos_a2c8,actual__proj_raw05,actual__cos_raw05,actual__proj_final9,actual__cos_final9,actual__proj_ordinal,actual__cos_ordinal,actual__proj_q2_bad,actual__cos_q2_bad,actual__proj_resid_bad,actual__cos_resid_bad,actual__proj_lejepa_bad,actual__cos_lejepa_bad,actual__bad_axis_abs_load,actual__bad_axis_positive_load,actual__good_axis_load,actual__good_span_residual_ratio,actual__bad_to_good_load_ratio,actual__raw05_a2c8_compat_energy,policy,recipe,group_key,base_variant,meta_source_count,meta_weight,meta_nonzero_rows,meta_nonzero_cells,meta_mean_abs_delta,meta_max_abs_delta,meta_l1_delta,meta_signed_delta_sum,meta_q_abs_share,meta_s_abs_share,meta_abs_Q1,meta_abs_Q2,meta_abs_Q3,meta_abs_S1,meta_abs_S2,meta_abs_S3,meta_abs_S4,mix_actual,mix_row,mix_subject,mix_dateblock,mix_actual_share,mix_row_share,mix_subject_share,mix_dateblock_share,previously_null_evaluated,old_strict_promote,old_info_sensor,actual_p90,actual_mean,actual_beats_current_rate,incremental_bad_axis_vs_current,pred_target_worst_placement_dominance,pred_null_strict_rate,pred_target_adversarial_health,pred_row_p90_dominance,pred_subject_p90_dominance,pred_dateblock_p90_dominance,pred_worst_placement_dominance,pred_adversarial_health,pred_ready_score,source_path,parent_basename,parent_fresh_null_strict_rate,parent_fresh_actual_p90,parent_fresh_worst_mode_p90_dominance,ref_null_reps,ref_null_abs_mean,ref_centered_abs_mean,ref_unique75_cells,ref_unique90_cells,selection_rank_score,selection_reason
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_3c38764b.csv,0.0681802444440996,0.9768578718164722,0.5943041224572693,0.9086776273723726,0.07128741581782365,0.055208388844873967,0.05256847191712523,0.07155772385435355,0.32100816519546643,0.06332930988685939,0.4945446267819847,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.056932083454710375,0.6605896772187161,0.03301601284580745,0.6346331809966811,0.07998899357871449,0.6479767335665918,0.04142229484797425,0.5654989620215859,1.0796327610689316,0.6608719100208286,1.1234807303381855,0.6213510036061736,0.16831158160181522,0.4135672316743278,0.17430451662120022,0.3423915463397297,-0.01264962033049761,-0.015952616518312413,-0.08540226256879715,-0.12801698216313426,0.0160173531930383,0.02616238039313968,0.2012214944029332,0.1031696115036384,2.203113491407117,0.7364976272419586,0.09133505609058706,0.08399065270433137,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,0.75,249.0,643.0,0.015565953663303917,0.2646403129664111,27.240418910781848,-1.2803801726735193,0.23143999018970335,0.7685600098102966,6.30452228547476,0.0,4.579669976578771e-16,8.006310154443366,0.0,12.929586470863722,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0004730967863006606,-0.0008651129441140392,1.0,0.0016612295805084054,0.3470260581444516,0.5484143908808211,-0.2013883327363695,0.8188833300067869,0.6546777084428557,0.537591910296664,0.3470260581444516,-0.2013883327363695,-0.3384919304565748,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_3c38764b.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.1993127147766325,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_dd068468.csv,0.0681101766719186,0.9762566804202568,0.5942659318711904,0.9081465037483383,0.07458599035685533,0.058894170807589304,0.056373636538018676,0.0806669993261513,0.37742100000000156,0.07223802279953019,0.4940836509550249,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.06388481493324927,0.6606985962536441,0.03301601284580745,0.6346331809966811,0.09076370153375893,0.6480614562560706,0.04142229484797425,0.5654989620215859,1.082555885100247,0.6164986051949078,1.1258840823780878,0.5793027501068833,0.17121772392389123,0.39140049818285544,0.17746007625882432,0.3243064536915417,-0.01264962033049761,-0.014841317642783104,-0.08103684130723404,-0.11301113788369137,0.015757374710530316,0.023944782757599835,0.19817387447767415,0.10448741283994248,2.208439967478335,0.775463731028701,0.08973477989271332,0.08935218902334796,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.0,249.0,656.0,0.020285327742721192,0.35,35.499323549762096,-1.5821183919837694,0.2625612354550097,0.7374387645449902,9.320746249042656,0.0,6.938893903907228e-16,10.227667145239518,0.0,15.95091015547992,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.000643504461427476,-0.0011694460369633692,1.0,-0.001386390344750632,0.434853511145643,0.45273237200149397,-0.017878860855850845,0.7994037836697309,0.7199666023392574,0.6654355548417539,0.434853511145643,-0.017878860855850845,-0.13106195385622443,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_dd068468.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-1.1890034364261168,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_a72d3a35.csv,0.0653670174408625,0.973529214052665,0.5941369761510249,0.9081621966118025,0.08278497433819591,0.06738440698791578,0.0649381523422568,0.10108363507229694,0.44126662254088855,0.08281638909891562,0.4939641614208251,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.0829906593563319,0.6606434139815449,0.03301601284580745,0.6346331809966811,0.12103110144095776,0.6473334380212113,0.04142229484797425,0.5654989620215859,1.0906581593120606,0.5325932990676363,1.1327835648665279,0.4997860415850179,0.16985328953078432,0.3329445337394882,0.1778957523839942,0.2787698350992934,-0.01264962033049761,-0.01272617035342464,-0.08222541957192388,-0.09832639432508843,0.017255521300325104,0.022484352993862346,0.20107843739474368,0.1062033974923222,2.2234417241785884,0.8376317094149601,0.09043566787368484,0.10150525396277642,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.5,249.0,643.0,0.030002841024962222,0.35,52.50497179368388,-3.584359656511378,0.23627875263318535,0.7637212473668147,12.405809242452206,0.0,9.159339953157541e-16,15.551433804140794,0.0,24.547728747090876,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0008587108326438266,-0.0017816918902667138,1.0,0.0015181725723188988,0.4043705683825165,0.2801817622168319,0.12418880616568491,0.5593182366175499,0.8067539350502152,0.8640648576718565,0.4043705683825165,0.12418880616568491,0.054143365611476715,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_a72d3a35.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.168384879725086,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_951e0dd5.csv,0.0681568811001508,0.9758993332135496,0.5942315422995257,0.9077424521133988,0.07246953203800814,0.05629857767168987,0.0536197459467493,0.07458282452118896,0.3202947275399959,0.06458548072381627,0.49419508291266123,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.060277378880177326,0.6602995274554263,0.03301601284580745,0.6346331809966811,0.08274644552365915,0.6481083660949989,0.04142229484797425,0.5654989620215859,1.0833461615376794,0.6466654346070255,1.1274696125723453,0.6080613264277881,0.16974276906502425,0.4067190955824413,0.17545418077837643,0.33608511202575253,-0.01264962033049761,-0.015556184525482446,-0.08689154286171913,-0.12701262089625,0.016878966758316027,0.026884596471255677,0.204147220339721,0.10460605714750425,2.2108157741100247,0.7496595212560916,0.09234022239123985,0.08562429227070888,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,0.75,249.0,643.0,0.01574464970716785,0.2639268753109407,27.55313698754375,-2.5607603453470382,0.22227183290715546,0.7777281670928444,6.124286260563289,0.0,4.163336342344337e-16,8.417899025540015,0.0,13.010951701440444,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0005996557041240881,-0.001015276751682899,1.0,0.0045869555172962095,0.43056921538992554,0.4753497212214421,-0.044780505831516645,0.8487166815696487,0.7165917459118477,0.6126669465387585,0.43056921538992554,-0.044780505831516645,-0.1636179361368771,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_951e0dd5.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.168384879725086,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_3dc3aad7.csv,0.0681101766719186,0.9771890613459808,0.5942897089645012,0.9090788846740623,0.07087141128773003,0.054767526910633996,0.052120527987736295,0.07097568763075686,0.3035928750000012,0.06478674878296138,0.49435366310522416,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.055376227931641014,0.660566653947897,0.03301601284580745,0.6346331809966811,0.07695180269995933,0.6480898260647948,0.04142229484797425,0.5654989620215859,1.077607050288843,0.6631834897272991,1.1215774909886198,0.623638192892933,0.1698848964695375,0.4196806375822265,0.17584665313870249,0.3472806157198265,-0.01264962033049761,-0.016038508135288895,-0.0824922151226382,-0.12432063433735029,0.015461159650691138,0.025389877865449183,0.19852632167317819,0.10338448622004238,2.1991845412774627,0.7344352450674843,0.09027269783716535,0.08333195898211422,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,0.75,249.0,656.0,0.015219080228165944,0.2713977369688373,26.63339039929039,-1.1954865309566636,0.26247351846606237,0.7375264815339377,6.990559686781994,0.0,5.204170427930421e-16,7.670750358929636,0.0,11.972080353578761,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.000482562457585615,-0.0008350303148967488,1.0,-0.0010339431492465967,0.3690291719971182,0.564368186515906,-0.1953390145187878,0.855627521780662,0.6374093255243685,0.5027265592529798,0.3690291719971182,-0.1953390145187878,-0.33643106114776433,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_3dc3aad7.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-1.1580756013745706,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_0f1a5de4.csv,0.0681101766719186,0.9761295864197804,0.59422530326576,0.9080194097478618,0.0721880534039593,0.05603475613182163,0.05333704748689719,0.07420127538960426,0.32055494193519984,0.06638247006874907,0.4940065820785454,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.05905321909666027,0.6603025057205965,0.03301601284580745,0.6346331809966811,0.08019472674327859,0.6482502154275845,0.04142229484797425,0.5654989620215859,1.0847602634413487,0.6491198172365529,1.1289041297915143,0.610349088018969,0.1719237038200576,0.4129692743127763,0.17679806140908333,0.3395015436003381,-0.01264962033049761,-0.015594871025780837,-0.08460632202296901,-0.12397978712406442,0.016608267816046456,0.026519217492214336,0.20226324087405476,0.10500729852058813,2.213664393232863,0.747414418859029,0.09137032758940333,0.08521081555393674,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,0.75,249.0,656.0,0.015454471700425387,0.26843182464589155,27.045325475744445,-2.390973061913328,0.2527436361073865,0.7472563638926135,6.835533900447382,0.0,4.579669976578771e-16,8.139616916181058,0.0,12.070174659116002,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0006524669778052477,-0.0009969265336121325,1.0,0.002702976051629974,0.4609382636135443,0.4804715702742031,-0.019533306660658764,0.89272680483675,0.6997544602875921,0.5985460598348622,0.4609382636135443,-0.019533306660658764,-0.13965119922920963,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_0f1a5de4.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-1.140893470790378,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_b2bc7b73.csv,0.0653366742662149,0.9742790790024748,0.5941637718459697,0.9089424047362599,0.08183072258654517,0.06665918561512268,0.06413472565038601,0.09977965247047495,0.4555439849118952,0.08677823924088462,0.4936320490681346,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.08003530078559207,0.6607502596268973,0.03301601284580745,0.6346331809966811,0.11440062302663297,0.6477462745931625,0.04142229484797425,0.5654989620215859,1.0920290411315035,0.5380618463319647,1.134915576345475,0.5052329939147054,0.17335308746625405,0.34286288255773706,0.18133377786196844,0.28671464289573495,-0.01264962033049761,-0.012840699914731397,-0.07778248268858769,-0.0938505410522534,0.01654755260920441,0.021755899578422857,0.19764654455927394,0.10721444154018864,2.2269446174769785,0.8341891988794367,0.08875233937988349,0.10041292974994127,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.5,249.0,656.0,0.02944210937790499,0.35,51.52369141133371,-2.8582287317839254,0.26665337138371403,0.733346628616286,13.738966020966243,0.0,1.0408340855860843e-15,15.035722930738979,0.0,22.749002459628485,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0008592744873742057,-0.0017178857342369123,1.0,-0.001913720263150842,0.4559249494192946,0.28108165320603706,0.1748432962132579,0.6489620572215209,0.7681012881231326,0.8413091044852855,0.4559249494192946,0.1748432962132579,0.10457288291174835,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_b2bc7b73.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-1.0824742268041239,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_91a53f73.csv,0.0682269934014426,0.9746875250488072,0.5942252150687718,0.9064605316473646,0.0792797473291091,0.06371204572468009,0.06120466506929438,0.09210447894956514,0.4321085000000009,0.07659965394302477,0.49412219340672764,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07465914781979031,0.6607242055860977,0.03301601284580745,0.6346331809966811,0.10944493722265311,0.6477122868549843,0.04142229484797425,0.5654989620215859,1.0912114264100075,0.5685776082849895,1.1339922945615324,0.5338522640614294,0.16976127919064038,0.35506704680514006,0.17638063037960972,0.2949204528769128,-0.01264962033049761,-0.013579117132148164,-0.08417715566045968,-0.10740687089918753,0.01669372207942596,0.023210221863333533,0.2017108132601881,0.10488403726923082,2.22520372097154,0.8126192429344982,0.0906482454925392,0.09628553312718093,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.25,249.0,643.0,0.025699110375924258,0.35,44.97344315786748,-2.3905659681857916,0.2336387077496821,0.7663612922503179,10.50753714245794,0.0,7.632783294297951e-16,13.16495845613572,0.0,21.300947559273816,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0007247067638499263,-0.0015305958845685372,1.0,0.0021505484377633277,0.4717786114318782,0.3457850228952735,0.12599358853660486,0.6832215094821324,0.8486626523139652,0.859525077210749,0.4717786114318782,0.12599358853660486,0.03954733281278634,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__kal_91a53f73.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.075601374570447,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_25__kal_f280cbc7.csv,0.0683439957912037,0.9774927263493426,0.5944328135274861,0.9091487305581389,0.08055223531880269,0.06558883488782133,0.06308154496796384,0.09326496084383458,0.4321085000000009,0.08203638458157675,0.4952808632186924,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07280438862336595,0.661783692610926,0.03301601284580745,0.6346331809966811,0.11900112507121176,0.6469473192291914,0.04142229484797425,0.5654989620215859,1.0823291457060797,0.5604866895301014,1.123487157612065,0.5256591158727192,0.16542050059184216,0.3438635655848016,0.17300766566865083,0.2875043702065459,-0.01264962033049761,-0.013495737953961515,-0.07705116193662706,-0.09771069723246513,0.013492006095420369,0.01864351274791923,0.18969662119687047,0.09999583892974578,2.205816303318145,0.8180141924227856,0.08599837657628925,0.09869296686878959,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l1.25,18.0,1.5,249.0,643.0,0.029725519200636475,0.35,52.01965860111385,1.800658373519735,0.2555799943891291,0.744420005610871,13.295184053397087,0.0,1.0824674490095276e-15,13.907301034211248,0.0,24.817173513505516,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0002276374382231239,-0.0013065802871120068,1.0,-0.009863643625554308,0.2379376183304684,0.5303411798858222,-0.29240356155535374,0.46324582236347267,0.7728305773727049,0.7695693571515051,0.2379376183304684,-0.29240356155535374,-0.42498885652680934,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_25__kal_f280cbc7.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.075601374570447,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_561e37b1.csv,0.0681413096601614,0.977266258231276,0.5942733850275792,0.9091249485711146,0.06847201212771133,0.051847149909009314,0.04915253972311669,0.06498990564488033,0.24701510143908334,0.05796279699703793,0.4945185010986422,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.05036650535664965,0.6602542698264209,0.03301601284580745,0.6346331809966811,0.06800955920853684,0.6481231046343983,0.04142229484797425,0.5654989620215859,1.0765680790482666,0.6951688053294586,1.1212762308714328,0.6541713666573713,0.1684957223305099,0.43674559995131346,0.17400630568316805,0.360567781683318,-0.01264962033049761,-0.016828269719716935,-0.08685531266593856,-0.13734161033202524,0.016110149329268734,0.027758347515024023,0.20261823516728894,0.10311330217085277,2.1978443099196996,0.7032860427230894,0.09218953051433487,0.07912267276684039,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,0.5,249.0,643.0,0.010496433138111898,0.17595125020729382,18.368757991695837,-1.707173563564693,0.2222718329071554,0.7777281670928444,4.082857507042193,0.0,2.77555756156289e-16,5.611932683693346,0.0,8.673967800960297,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0004078500805202797,-0.0006243511342490816,1.0,0.003057970344864158,0.3404119107311935,0.6067081587481321,-0.26629624801693874,0.8976664353699133,0.6105636809019356,0.4275408614405978,0.3404119107311935,-0.26629624801693874,-0.4179732877039717,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_561e37b1.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.0481099656357387,rank_score
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_94199bf8.csv,0.063156583280465,0.9722399117918992,0.5940228059191208,0.9090833285114341,0.08370965770697426,0.06797242045256187,0.06544360060892634,0.10539631601128874,0.47181042044685273,0.0827701286459947,0.49359775133735684,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.0879581319382307,0.6600872960268652,0.03301601284580745,0.6346331809966811,0.11964802717866661,0.6474567744360309,0.04142229484797425,0.5654989620215859,1.0942986239759076,0.5179687403884076,1.13741072011047,0.4864241769766225,0.1712234776573243,0.3253283366847592,0.1791602168217802,0.27213376567803593,-0.01264962033049761,-0.012335546216266997,-0.08517853912004261,-0.09873129991497102,0.018724463214160936,0.023649520483523843,0.20613273107559127,0.10830457162505104,2.2317093440863776,0.8474864157216244,0.09236540212077346,0.1024445357890362,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.5,249.0,643.0,0.029285406804512852,0.35,51.24946190789751,-5.940034934818712,0.22683920174280295,0.773160798257197,11.62538702893566,0.0,8.326672684688674e-16,16.14367305670765,0.0,23.4804018222542,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0010621813513896534,-0.0019103770070790695,1.0,0.006572466253166487,0.4125251981329246,0.16692577759826024,0.24559942053466471,0.5635877251341952,0.7677999785345473,0.8818106857450437,0.4125251981329246,0.24559942053466471,0.20386797613509938,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_94199bf8.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-1.0446735395189002,parent_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_04dd777c.csv,0.063156583280465,0.9724872534199678,0.5940551255874293,0.9093306701395028,0.08308396243660508,0.06743227984722125,0.06493374944778522,0.10477130388328365,0.47181042044685273,0.08715013611975544,0.4932379836231262,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.08573412326562845,0.660233900482673,0.03301601284580745,0.6346331809966811,0.11392307024952028,0.6478961753726133,0.04142229484797425,0.5654989620215859,1.1009411178892694,0.5226043094623871,1.1439513979411229,0.49062153395941355,0.17620946684387817,0.33576004418430216,0.18128176115282482,0.27614434926372255,-0.01264962033049761,-0.012370851162300049,-0.08228124701515116,-0.09564598186596164,0.018436910602553577,0.023352980139708844,0.20400865852461475,0.10907779117896599,2.2448925158303923,0.8443782783538958,0.09087680456642021,0.10166300481535424,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.5,249.0,656.0,0.028885924365082433,0.35,50.550367638894286,-5.127423643341825,0.25813411827808397,0.741865881721916,13.048774579098964,0.0,9.159339953157541e-16,15.689994228334323,0.0,21.811598831460998,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.001121598077169703,-0.0018823783278505305,1.0,0.004448393702189968,0.5023975053797831,0.1624384028765704,0.33995910250321304,0.667324666601676,0.7656542199280207,0.8911504273959606,0.5023975053797831,0.33995910250321304,0.29934950178407016,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_04dd777c.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-0.9175257731958764,parent_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_e48eda31.csv,0.0649471638270818,0.973349485649668,0.5941049950286797,0.9084023218225862,0.08040492567071991,0.06456261296608044,0.06198223732390925,0.09713328416543719,0.4530512895940979,0.08159112794472034,0.4932590207079048,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.0779614733601933,0.6602753889717496,0.03301601284580745,0.6346331809966811,0.10659414346285873,0.6481827358875107,0.04142229484797425,0.5654989620215859,1.10003999205349,0.5512953648337308,1.1434127092352382,0.5177367819255133,0.17562381721768933,0.3533053067886664,0.18073094938125178,0.29065751158597636,-0.01264962033049761,-0.013060703007022795,-0.08287190685053873,-0.10170449995222657,0.017788284705016654,0.023787850700589967,0.20367528657667888,0.10815375939564255,2.243452701288728,0.8251234504349835,0.09078653023034236,0.09756275983244869,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.25,249.0,656.0,0.025428471795342238,0.35,44.49982564184892,-4.177962187663495,0.2553005142927033,0.7446994857072966,11.360828372299656,0.0,7.632783294297955e-16,13.465687428790986,0.0,19.67330984075828,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0010432637375024497,-0.0017104291716589764,1.0,0.0041150217542541,0.538282973396961,0.21554219890091203,0.3227407744960492,0.7586728834711229,0.7764718347738601,0.8655902360359593,0.538282973396961,0.3227407744960492,0.268855224770821,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_e48eda31.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-0.8797250859106529,parent_best
