pred_index,base_index,tag,keep_targets,selection_mode,requested_n,selected_n,unique_source_files,unique_seed_ranks,source_families,aggregator,shrink,source_best_all_delta,source_median_all_delta,source_worst_all_delta,source_best_inverse_top_delta,source_median_inverse_top_delta,mean_abs_logit_move_raw,active_cells,active_rows,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,materialized_submission
905,0,e86_mean_top_3_s1.25_e4ba653f,"S1,S2,S3",top,3,3,3,3,gate,mean,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,904,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
915,0,e86_trim20_top_3_s1.25_e4ba653f,"S1,S2,S3",top,3,3,3,3,gate,trim20,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,914,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
995,0,e86_mean_source_file_3_s1.25_e4ba653f,"S1,S2,S3",source_file,3,3,3,3,gate,mean,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,994,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1005,0,e86_trim20_source_file_3_s1.25_e4ba653f,"S1,S2,S3",source_file,3,3,3,3,gate,trim20,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,1004,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1040,0,e86_mean_seed_rank_3_s1.25_e4ba653f,"S1,S2,S3",seed_rank,3,3,3,3,gate,mean,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,1039,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1050,0,e86_trim20_seed_rank_3_s1.25_e4ba653f,"S1,S2,S3",seed_rank,3,3,3,3,gate,trim20,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.0059353719950065685,539,250,-2.701007518568499e-05,-2.701007518568499e-05,-3.28339212430917e-05,-7.48190445576391e-06,-7.48190445576391e-06,-1.3494621633469706e-05,-3.411810860132203e-05,-3.411810860132203e-05,-3.28339212430917e-05,-3.943021249985801e-05,-3.943021249985801e-05,-3.28339212430917e-05,-3.943021249985801e-05,-7.48190445576391e-06,3,3,1049,-0.00015914781943248134,-4.1180198284029856e-05,-0.00019873306284770575,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935371995006562,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
910,0,e86_median_top_3_s1.25_9980c591,"S1,S2,S3",top,3,3,3,3,gate,median,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.005935067060985998,539,250,-2.7009943634470623e-05,-2.7009943634470623e-05,-3.284061267538885e-05,-7.485245493432657e-06,-7.485245493432657e-06,-1.350308754055618e-05,-3.411525357777112e-05,-3.411525357777112e-05,-3.284061267538885e-05,-3.942933183220809e-05,-3.942933183220809e-05,-3.284061267538885e-05,-3.942933183220809e-05,-7.485245493432657e-06,3,3,909,-0.00015930342140551556,-4.1298856228944025e-05,-0.00019876478548744303,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.00593506706098598,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1000,0,e86_median_source_file_3_s1.25_9980c591,"S1,S2,S3",source_file,3,3,3,3,gate,median,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.005935067060985998,539,250,-2.7009943634470623e-05,-2.7009943634470623e-05,-3.284061267538885e-05,-7.485245493432657e-06,-7.485245493432657e-06,-1.350308754055618e-05,-3.411525357777112e-05,-3.411525357777112e-05,-3.284061267538885e-05,-3.942933183220809e-05,-3.942933183220809e-05,-3.284061267538885e-05,-3.942933183220809e-05,-7.485245493432657e-06,3,3,999,-0.00015930342140551556,-4.1298856228944025e-05,-0.00019876478548744303,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.00593506706098598,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1045,0,e86_median_seed_rank_3_s1.25_9980c591,"S1,S2,S3",seed_rank,3,3,3,3,gate,median,1.25,-2.387582191021309e-05,-2.387268845382984e-05,-2.387245866075638e-05,-8.166578904234001e-06,-8.162493594809916e-06,0.005935067060985998,539,250,-2.7009943634470623e-05,-2.7009943634470623e-05,-3.284061267538885e-05,-7.485245493432657e-06,-7.485245493432657e-06,-1.350308754055618e-05,-3.411525357777112e-05,-3.411525357777112e-05,-3.284061267538885e-05,-3.942933183220809e-05,-3.942933183220809e-05,-3.284061267538885e-05,-3.942933183220809e-05,-7.485245493432657e-06,3,3,1044,-0.00015930342140551556,-4.1298856228944025e-05,-0.00019876478548744303,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.00593506706098598,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
930,0,e86_trim20_top_5_s1.25_95b00e67,"S1,S2,S3",top,5,5,5,5,gate,trim20,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005935847299147985,539,250,-2.7007295162806422e-05,-2.7007295162806422e-05,-3.282274270621777e-05,-7.4761911714738005e-06,-7.4761911714738005e-06,-1.3489613558181901e-05,-3.41172869984252e-05,-3.41172869984252e-05,-3.282274270621777e-05,-3.942840731829822e-05,-3.942840731829822e-05,-3.282274270621777e-05,-3.942840731829822e-05,-7.4761911714738005e-06,3,3,929,-0.00015938570923068607,-4.136169576840487e-05,-0.00019874349897805454,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935847299147962,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1020,0,e86_trim20_source_file_5_s1.25_95b00e67,"S1,S2,S3",source_file,5,5,5,5,gate,trim20,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005935847299147985,539,250,-2.7007295162806422e-05,-2.7007295162806422e-05,-3.282274270621777e-05,-7.4761911714738005e-06,-7.4761911714738005e-06,-1.3489613558181901e-05,-3.41172869984252e-05,-3.41172869984252e-05,-3.282274270621777e-05,-3.942840731829822e-05,-3.942840731829822e-05,-3.282274270621777e-05,-3.942840731829822e-05,-7.4761911714738005e-06,3,3,1019,-0.00015938570923068607,-4.136169576840487e-05,-0.00019874349897805454,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935847299147962,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1065,0,e86_trim20_seed_rank_5_s1.25_95b00e67,"S1,S2,S3",seed_rank,5,5,5,5,gate,trim20,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005935847299147985,539,250,-2.7007295162806422e-05,-2.7007295162806422e-05,-3.282274270621777e-05,-7.4761911714738005e-06,-7.4761911714738005e-06,-1.3489613558181901e-05,-3.41172869984252e-05,-3.41172869984252e-05,-3.282274270621777e-05,-3.942840731829822e-05,-3.942840731829822e-05,-3.282274270621777e-05,-3.942840731829822e-05,-7.4761911714738005e-06,3,3,1064,-0.00015938570923068607,-4.136169576840487e-05,-0.00019874349897805454,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005935847299147962,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
925,0,e86_median_top_5_s1.25_f71ac619,"S1,S2,S3",top,5,5,5,5,gate,median,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005936101684773689,539,250,-2.700721867054945e-05,-2.700721867054945e-05,-3.281606466509768e-05,-7.474866181578221e-06,-7.474866181578221e-06,-1.3489981310677024e-05,-3.411825551791203e-05,-3.411825551791203e-05,-3.281606466509768e-05,-3.942853431215809e-05,-3.942853431215809e-05,-3.281606466509768e-05,-3.942853431215809e-05,-7.474866181578221e-06,3,3,924,-0.00015949129633527904,-4.1447044424103296e-05,-0.00019874340182579608,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005936101684773685,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1015,0,e86_median_source_file_5_s1.25_f71ac619,"S1,S2,S3",source_file,5,5,5,5,gate,median,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005936101684773689,539,250,-2.700721867054945e-05,-2.700721867054945e-05,-3.281606466509768e-05,-7.474866181578221e-06,-7.474866181578221e-06,-1.3489981310677024e-05,-3.411825551791203e-05,-3.411825551791203e-05,-3.281606466509768e-05,-3.942853431215809e-05,-3.942853431215809e-05,-3.281606466509768e-05,-3.942853431215809e-05,-7.474866181578221e-06,3,3,1014,-0.00015949129633527904,-4.1447044424103296e-05,-0.00019874340182579608,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005936101684773685,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1060,0,e86_median_seed_rank_5_s1.25_f71ac619,"S1,S2,S3",seed_rank,5,5,5,5,gate,median,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.005936101684773689,539,250,-2.700721867054945e-05,-2.700721867054945e-05,-3.281606466509768e-05,-7.474866181578221e-06,-7.474866181578221e-06,-1.3489981310677024e-05,-3.411825551791203e-05,-3.411825551791203e-05,-3.281606466509768e-05,-3.942853431215809e-05,-3.942853431215809e-05,-3.281606466509768e-05,-3.942853431215809e-05,-7.474866181578221e-06,3,3,1059,-0.00015949129633527904,-4.1447044424103296e-05,-0.00019874340182579608,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.005936101684773685,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
920,0,e86_mean_top_5_s1.25_be7c90c5,"S1,S2,S3",top,5,5,5,5,gate,mean,1.25,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.00593576426640257,539,250,-2.700502366392854e-05,-2.700502366392854e-05,-3.282474011923053e-05,-7.471447308948775e-06,-7.471447308948775e-06,-1.3482292010369434e-05,-3.411753024262776e-05,-3.411753024262776e-05,-3.282474011923053e-05,-3.942609344020909e-05,-3.942609344020909e-05,-3.282474011923053e-05,-3.942609344020909e-05,-7.471447308948775e-06,3,3,919,-0.00015933649968838393,-4.130383120581893e-05,-0.00019873355611252363,0.0,-0.000530656120212053,-0.0002653280601060265,-0.00046751813654344825,0.0001324781126814137,0.6666666666666666,0.9444444444444444,True,0.00593576426640256,0.00495098028520632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
