candidate,target,mean_prob_move,mean_abs_prob_move,mean_logit_move,mean_abs_logit_move,active_rows,move_up_rate,threshold_for_candidate_to_win_weighted,high_mixmin_cell_mass_frac,high_e72_failed_cell_mass_frac,ce_train_prior,ce_subject_prior,ce_recent7_prior
e85_vs_mixmin,S1,0.00019664892838036323,0.0019060007904858917,0.0016634137419544919,0.01322758816772965,250,0.536,0.693104092065202,0.35033752744466956,0.3313635883058942,-0.0007350070947883074,-0.0012786798404087118,-0.0018330900945663427
e85_vs_mixmin,S2,-0.000140972499142194,0.002142636125063202,0.0007112205925037489,0.012087429643624501,250,0.504,0.6550262386677095,0.3224574456367468,0.15070875048218407,0.0012856526953851364,0.0002191139422925289,0.00022713120666041357
e85_vs_mixmin,S3,0.00014192167514415687,0.0011392960799561421,-0.0012877677897061744,0.00792156845633012,39,0.124,0.7206873389207411,0.24626238587322527,0.9999999999999788,-0.00126758320999408,-0.00018526553436741755,-8.24213609809919e-05
e85_vs_mixmin,S4,-3.719247132494275e-18,5.495603971894525e-18,-2.0761170560490427e-17,2.864375403532904e-17,0,0.008,0.5506493506493507,0.3624031007751938,0.12403100775193798,1.6930901125533637e-18,-1.4432899320127034e-18,2.3869795029440864e-18
e86_vs_mixmin,Q1,-9.93649607039515e-18,1.3489209749195652e-17,-4.9404924595819467e-17,6.539213615042172e-17,0,0.016,0.07692307692307697,0.3633276740237691,0.14261460101867574,2.7366997557010108e-17,1.790234627208065e-17,1.667416205108907e-17
e86_vs_mixmin,Q2,7.858693297764452e-06,0.0005836213909028703,-1.457674614456006e-06,0.00255170774585261,40,0.16,0.5375603486956517,0.0,0.9999999999999605,-0.00026905440996131204,-0.0003851873142595795,-5.168496024140628e-06
e86_vs_mixmin,Q3,-1.5543122344752192e-18,1.1324274851176596e-17,-3.3306690738754695e-18,4.618527782440651e-17,0,0.032,,0.59375,0.17307692307692307,4.6074255521944e-18,5.551115123125783e-18,-4.440892098500626e-19
e86_vs_mixmin,S1,0.00025339418231754246,0.0023700240929434638,0.002033997729213261,0.01641881634731828,250,0.532,0.6917816826096882,0.3488184422256781,0.3327659120636993,-0.0009803673435861927,-0.0016316641505828117,-0.0023070120427029525
e86_vs_mixmin,S2,-0.0001468122043582174,0.0026468146747289935,0.0009881968443165026,0.014917423261696212,250,0.524,0.6556593660599543,0.32418695489255167,0.15069014090784177,0.0015596147233396264,0.0002663210499791396,0.00030327224955336765
e86_vs_mixmin,S3,0.00015257603086700667,0.0012319049659090687,-0.0013917282102293418,0.008561070076502609,39,0.14,0.7206774797396666,0.24626238587322336,0.9999999999999751,-0.0013672661898149507,-0.00019757391016634617,-8.642721236591335e-05
e86_vs_mixmin,S4,-6.106226635438361e-19,9.492406860545089e-18,-2.636779683484747e-18,5.032085859113522e-17,0,0.028,0.7579420579420579,0.20628792057363485,0.0882515168229454,1.6930901125533637e-18,-4.107825191113079e-18,-6.106226635438361e-19
e87_noq2_vs_mixmin,Q1,-9.93649607039515e-18,1.3489209749195652e-17,-4.9404924595819467e-17,6.539213615042172e-17,0,0.016,0.07692307692307697,0.3633276740237691,0.14261460101867574,2.7366997557010108e-17,1.790234627208065e-17,1.667416205108907e-17
e87_noq2_vs_mixmin,Q2,8.881784197001253e-19,6.217248937900877e-18,2.4424906541753442e-18,2.1316282072803006e-17,0,0.032,,0.0,0.21875,-7.771561172376096e-19,-1.1102230246251566e-19,1.5265566588595903e-18
e87_noq2_vs_mixmin,Q3,-1.5543122344752192e-18,1.1324274851176596e-17,-3.3306690738754695e-18,4.618527782440651e-17,0,0.032,,0.59375,0.17307692307692307,4.6074255521944e-18,5.551115123125783e-18,-4.440892098500626e-19
e87_noq2_vs_mixmin,S1,0.00025338136685485845,0.0023703610786534844,0.002035491147794591,0.016421260868435646,250,0.532,0.6917955646799975,0.34882773951877183,0.332743171720254,-0.0009794870142950884,-0.0016313919030686752,-0.0023069764021817142
e87_noq2_vs_mixmin,S2,-0.00014731969627492048,0.0026472464070860895,0.0009867984726367395,0.014920325960716239,250,0.524,0.6556488014713047,0.3241503406814316,0.1506757927078316,0.001560666251360219,0.00026645971054038774,0.0003029736142070449
e87_noq2_vs_mixmin,S3,0.00016715389728589507,0.0013605187244746478,-0.0015359313741808544,0.009448120710935445,39,0.132,0.7206633031345842,0.2462623858732208,0.9999999999999778,-0.0015048768651652281,-0.0002139875541313343,-9.132445149856593e-05
e87_noq2_vs_mixmin,S4,-6.106226635438361e-19,9.492406860545089e-18,-2.636779683484747e-18,5.032085859113522e-17,0,0.028,0.7579420579420579,0.20628792057363485,0.0882515168229454,1.6930901125533637e-18,-4.107825191113079e-18,-6.106226635438361e-19
e87_nooverstep_vs_mixmin,Q1,-1.0380585280245214e-17,1.3045120539345589e-17,-5.118128143521972e-17,6.361577931102146e-17,0,0.012,0.07692307692307697,0.37347294938917974,0.14659685863874344,2.781108676686017e-17,1.8346435481930713e-17,1.800642968063926e-17
e87_nooverstep_vs_mixmin,Q2,6.335706937903973e-06,0.00046672983499428854,-1.1661396915796374e-06,0.0020413661966820905,40,0.152,0.5375498755584998,0.0,0.999999999999958,-0.00021602414044228258,-0.0003089304638809004,-4.915409292546885e-06
e87_nooverstep_vs_mixmin,Q3,-2.886579864025407e-18,8.215650382226158e-18,-8.326672684688674e-18,3.2307490016592053e-17,0,0.024,,0.5360824742268041,0.12371134020618557,4.6074255521944e-18,4.662936703425658e-18,1.1102230246251566e-18
e87_nooverstep_vs_mixmin,S1,0.0002037237606874332,0.0018955273714961205,0.001627198183370587,0.013135053077854546,250,0.532,0.6917560155958256,0.3488184422256709,0.3327659120637009,-0.0007883396286075128,-0.0013093770742048099,-0.001849655387900932
e87_nooverstep_vs_mixmin,S2,-0.00011656768310975162,0.0021181597416607928,0.0007905574754531512,0.011933938609356985,250,0.524,0.6556931904632779,0.32418695489254945,0.15069014090784152,0.0012432240145747056,0.00020858907588633302,0.00023815003554572786
e87_nooverstep_vs_mixmin,S3,0.0001237783565497199,0.000984164353841864,-0.001113382568183512,0.006848856061202174,39,0.14,0.7207031988564632,0.24626238587322727,0.9999999999999698,-0.0010994804489074291,-0.00016372662518854142,-7.480926694819166e-05
e87_nooverstep_vs_mixmin,S4,-3.2751579226442116e-18,5.939693181744587e-18,-1.98729921407903e-17,2.9531932455029166e-17,0,0.012,0.5506493506493507,0.35150375939849626,0.15037593984962405,8.049116928532385e-19,-2.331468351712829e-18,1.942890293094024e-18
e87_inverse_top_vs_mixmin,Q1,-9.93649607039515e-18,1.3489209749195652e-17,-4.9404924595819467e-17,6.539213615042172e-17,0,0.016,0.07692307692307697,0.3633276740237691,0.14261460101867574,2.7366997557010108e-17,1.790234627208065e-17,1.667416205108907e-17
e87_inverse_top_vs_mixmin,Q2,7.80865505420203e-06,0.0005797494842646074,-1.4480211401997623e-06,0.0025348090190588906,40,0.16,0.5375600026620997,0.0,0.99999999999996,-0.00026730469695353807,-0.00038266850917036377,-5.166371850387291e-06
e87_inverse_top_vs_mixmin,Q3,-1.5543122344752192e-18,1.1324274851176596e-17,-3.3306690738754695e-18,4.618527782440651e-17,0,0.032,,0.59375,0.17307692307692307,4.6074255521944e-18,5.551115123125783e-18,-4.440892098500626e-19
e87_inverse_top_vs_mixmin,S1,0.00025817293615307545,0.002364280117923261,0.002010929695161368,0.01636707448370907,250,0.544,0.6910048235962325,0.3478183295565124,0.3336487906466964,-0.0010148079945527346,-0.0016506252939574324,-0.0023168138476145927
e87_inverse_top_vs_mixmin,S2,-6.3282712403633925e-18,8.992806499463768e-18,-3.454181385365018e-17,4.431177647035156e-17,0,0.012,0.8953846153846156,0.22048230504227997,0.12151581584716567,2.331468351712829e-18,9.992007221626408e-19,-1.3877787807814458e-18
e87_inverse_top_vs_mixmin,S3,0.00015223423275694719,0.0012289161085534128,-0.0013883746482770225,0.008540440991980959,39,0.14,0.7206778024973707,0.24626238587322294,0.9999999999999752,-0.0013640568214771532,-0.0001971830774421459,-8.630420300990892e-05
e87_inverse_top_vs_mixmin,S4,-6.106226635438361e-19,9.492406860545089e-18,-2.636779683484747e-18,5.032085859113522e-17,0,0.028,0.7579420579420579,0.20628792057363485,0.0882515168229454,1.6930901125533637e-18,-4.107825191113079e-18,-6.106226635438361e-19
