candidate_id,basename,source_path,policy_id,target,view_id,split,rep,label_mode,gate_group,model,top_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025_b791a8a5.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025_b791a8a5.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,centered,0.25,-0.019908213873707892,0.9166666666666666,0.875,175,0.006215847231678331,0.02,2.8082596874031704,promote_candidate,True,-0.00021108868924400698,-0.00026900657093725723,-0.0001396242267010386,1.0,-0.010833432279771182,15,1.0,0.13333333333333333,0.2,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_raw_s025_4cb9a5d6.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_raw_s025_4cb9a5d6.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.5,raw,0.25,-0.02281324244872729,0.9583333333333334,0.9375,125,0.005512581542127258,0.02,2.402801916278909,promote_candidate,True,-0.0001910336841756113,-0.0002439707904355473,-0.00012226360376092903,1.0,-0.009540844767211953,15,1.0,0.0,0.13333333333333333,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025_d778c3b2.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025_d778c3b2.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,centered,0.25,-0.018466115852563414,0.9375,0.90625,88,0.005549807556102772,0.02,1.6259689445460714,promote_candidate,True,-0.00017963049888249387,-0.00022772417596570384,-0.00011939165235251377,1.0,-0.008669805659037855,15,1.0,0.13333333333333333,0.2,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025_cdb403c2.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025_cdb403c2.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,centered,0.25,-0.01887677414508182,0.90625,0.75,62,0.00496,0.02,1.24,promote_candidate,True,-0.00017500544046815375,-0.00022277313154383892,-0.00011761500446843597,1.0,-0.007142705539559591,15,1.0,0.26666666666666666,0.3333333333333333,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025_1a67bec3.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025_1a67bec3.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,raw,0.25,-0.01887677414508182,0.90625,0.75,62,0.004956751380825085,0.02,1.2391878452062712,promote_candidate,True,-0.0001749462157817136,-0.00022270391094533304,-0.00011752930992008946,1.0,-0.007138426788399377,15,1.0,0.2,0.2,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025_7f258c7f.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025_7f258c7f.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.5,raw,0.25,-0.020271177539041507,0.9895833333333334,0.96875,125,0.005109513318157938,0.02,2.3426271881216096,promote_candidate,True,-0.00017693142953319186,-0.0002258847454532631,-0.00011383668939432559,1.0,-0.009264812752842022,15,1.0,0.06666666666666667,0.13333333333333333,0.0,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025_c02282a5.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025_c02282a5.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,centered,0.25,-0.015035196276591556,1.0,1.0,60,0.0048000000000000004,0.02,1.2000000000000002,promote_candidate,True,-0.00016672315661083313,-0.00021164308761719187,-0.00011272094761092856,1.0,-0.006871349241024088,15,1.0,0.4,0.4,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s050_46d350a9.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s050_46d350a9.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.35,centered,0.5,-0.02439916679475762,0.96875,0.90625,88,0.004950861434816728,0.04,2.8422846412958176,promote_candidate,True,-0.00020165998938938252,-0.00026334163866800905,-0.00010546322731386542,1.0,-0.01060367882970159,15,1.0,0.0,0.3333333333333333,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025_c9190990.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025_c9190990.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,raw,0.25,-0.018466115852563414,0.9375,0.90625,88,0.004796699576987695,0.02,1.652677270535328,promote_candidate,True,-0.00015222709005323522,-0.00019289964861751236,-0.000100608102937403,1.0,-0.007830631864124166,15,1.0,0.0,0.06666666666666667,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025_b696c851.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025_b696c851.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,centered,0.25,-0.016562553208593456,0.9479166666666666,0.84375,62,0.003931323304894972,0.02,1.1562977756931088,promote_candidate,True,-0.0001325748253691804,-0.00016863507106999439,-9.003628186560993e-05,1.0,-0.0063959450481176905,15,1.0,0.4,0.3333333333333333,0.2,False,blocked_by_matched_nulls
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_centered_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_centered_s025_1e7ae419.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_centered_s025_1e7ae419.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l2,0.5,centered,0.25,-0.014861037583915992,0.9583333333333334,0.875,47,0.00376,0.02,0.94,promote_candidate,True,-0.00013140011284534477,-0.00016684213123400028,-8.910380563636459e-05,1.0,-0.005334398155445119,15,1.0,0.6,0.6,0.4,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025_4f2eacc1.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025_4f2eacc1.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,raw,0.25,-0.016562553208593456,0.9479166666666666,0.84375,62,0.0034256392017508784,0.02,1.1764098004377197,promote_candidate,True,-0.00011185174003910531,-0.00014213494019847065,-7.661839634928521e-05,1.0,-0.0058278027432743795,15,1.0,0.3333333333333333,0.13333333333333333,0.2,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025_0c5b1a14.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025_0c5b1a14.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,centered,0.25,-0.020096584652324223,0.8958333333333334,0.71875,125,0.003338196182163559,0.02,2.0054509544591106,promote_candidate,True,-0.0001239578282504425,-0.0001599567478352539,-7.179232856396288e-05,1.0,-0.00698792832363912,15,1.0,0.2,0.4666666666666667,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025_106cecf4.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025_106cecf4.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,raw,0.25,-0.019908213873707892,0.9166666666666666,0.875,175,0.003321000473443118,0.02,3.2521544722258735,promote_candidate,True,-0.00012024363788008712,-0.00015612497439907252,-6.614734557033513e-05,1.0,-0.007586532019386305,15,1.0,0.06666666666666667,0.26666666666666666,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050_4bad5abb.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050_4bad5abb.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,centered,0.5,-0.01989338557057352,0.9479166666666666,0.875,62,0.002764729232694193,0.04,1.9488176918264521,promote_candidate,True,-0.00011368226826785845,-0.0001487760027045961,-5.8283202677224054e-05,1.0,-0.006861654711905113,15,0.9333333333333333,0.3333333333333333,0.3333333333333333,0.2,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s025_7e33df7a.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_centered_s025_7e33df7a.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.35,centered,0.25,-0.02439916679475762,0.96875,0.90625,88,0.002475430717408364,0.02,1.4211423206479088,promote_candidate,True,-9.83371769246172e-05,-0.0001280076911771514,-5.29105643840126e-05,1.0,-0.005301839414850795,15,1.0,0.13333333333333333,0.4666666666666667,0.0,False,blocked_by_matched_nulls
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050_82a3c9e4.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050_82a3c9e4.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,raw,0.5,-0.019908213873707892,0.9166666666666666,0.875,175,0.006642000946886236,0.04,6.504308944451747,information_sensor_only,False,-0.00027138259007518877,-0.0003577691223022792,-0.00013071955457091676,1.0,-0.015173064038772555,15,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.0,False,information_sensor_only
