prior,outcome,world_rate,group_kind,group,cells,direction,conditional_support_rate,unconditional_support_rate,support_rate_lift,conditional_delta_per_all,unconditional_delta_per_all,delta_shift_per_all,conditional_flip_share_group
global,tie,0.021772,target,S4,21,blame,0.48174588593475237,0.508480380952381,-0.026734495017628646,-2.992661386871498e-05,-3.63428926729539e-05,6.41627880423892e-06,0.48174588593475215
global,tie,0.021772,component,e144_fine_tail_delta,24,blame,0.415686814869251,0.45947033333333337,-0.04378351846408235,3.5146876622801093e-07,-1.4499102791477454e-06,1.8013790453757564e-06,0.41568681486925363
global,tie,0.021772,component,inherited_e143_body,161,blame,0.45885706526018377,0.484676099378882,-0.025819034118698236,-8.533525106313068e-07,-4.836037528909068e-05,4.7507022778459374e-05,0.4588570652601836
global,tie,0.021772,target_component,Q1:inherited_e143_body,38,blame,0.4711846214838953,0.4977284210526315,-0.026543799568736204,1.1843599411736878e-06,-1.0343233014350984e-05,1.1527592955524672e-05,0.47118462148389534
global,tie,0.021772,target_component,Q3:inherited_e143_body,56,blame,0.45257342326973043,0.47837971428571435,-0.025806291015983918,6.8194190300350325e-06,-9.69660722017991e-06,1.6516026250214942e-05,0.45257342326973043
global,tie,0.021772,target_component,S2:inherited_e143_body,23,blame,0.5079439886891021,0.5330387826086956,-0.025094793919593572,1.8662762963773155e-05,1.2066417133425777e-05,6.596345830347379e-06,0.5079439886891014
global,tie,0.021772,target_component,S3:e144_fine_tail_delta,24,blame,0.415686814869251,0.45947033333333337,-0.04378351846408235,3.5146876622801093e-07,-1.4499102791477454e-06,1.8013790453757564e-06,0.41568681486925363
global,tie,0.021772,target_component,S3:inherited_e143_body,23,blame,0.3838036888225004,0.4083446956521739,-0.02454100682967353,2.406719423101792e-06,-4.044059515031667e-06,6.450778938133459e-06,0.383803688822501
global,tie,0.021772,target_component,S4:inherited_e143_body,21,blame,0.48174588593475237,0.508480380952381,-0.026734495017628646,-2.992661386871498e-05,-3.63428926729539e-05,6.41627880423892e-06,0.48174588593475215
global,fine_loss_branch_alive,0.027696,target,Q1,38,blame,0.466497157104199,0.4977284210526315,-0.03123126394843251,3.2200587574989385e-06,-1.0343233014350984e-05,1.3563291771849923e-05,0.466497157104199
global,fine_loss_branch_alive,0.027696,target,Q3,56,blame,0.4471223281340266,0.47837971428571435,-0.03125738615168777,1.0308119916885514e-05,-9.69660722017991e-06,2.0004727137065424e-05,0.4471223281340265
global,fine_loss_branch_alive,0.027696,target,S2,23,blame,0.5037801723055283,0.5330387826086956,-0.029258610303167343,1.9757251841741072e-05,1.2066417133425777e-05,7.690834708315296e-06,0.5037801723055279
global,fine_loss_branch_alive,0.027696,target,S3,47,blame,0.43130277665105643,0.43445140425531914,-0.0031486276042627104,1.1218605084149347e-06,-5.4939697941794115e-06,6.615830302594346e-06,0.3935013552077782
global,fine_loss_branch_alive,0.027696,target,S4,21,blame,0.4770570273169927,0.508480380952381,-0.03142335363538834,-2.8801287800452674e-05,-3.63428926729539e-05,7.541604872501226e-06,0.4770570273169925
global,fine_loss_branch_alive,0.027696,component,e144_fine_tail_delta,24,blame,0.480592865395725,0.45947033333333337,0.02112253206239162,-2.3189515982897625e-06,-1.4499102791477454e-06,-8.690413191420171e-07,0.48059286539572754
global,fine_loss_branch_alive,0.027696,component,inherited_e143_body,161,blame,0.4540862460574615,0.484676099378882,-0.0305898533214205,7.924954822377546e-06,-4.836037528909068e-05,5.6285330111468225e-05,0.45408624605746134
global,fine_loss_branch_alive,0.027696,target_component,Q1:inherited_e143_body,38,blame,0.466497157104199,0.4977284210526315,-0.03123126394843251,3.2200587574989385e-06,-1.0343233014350984e-05,1.3563291771849923e-05,0.466497157104199
global,fine_loss_branch_alive,0.027696,target_component,Q3:inherited_e143_body,56,blame,0.4471223281340266,0.47837971428571435,-0.03125738615168777,1.0308119916885514e-05,-9.69660722017991e-06,2.0004727137065424e-05,0.4471223281340265
global,fine_loss_branch_alive,0.027696,target_component,S2:inherited_e143_body,23,blame,0.5037801723055283,0.5330387826086956,-0.029258610303167343,1.9757251841741072e-05,1.2066417133425777e-05,7.690834708315296e-06,0.5037801723055279
global,fine_loss_branch_alive,0.027696,target_component,S3:e144_fine_tail_delta,24,blame,0.480592865395725,0.45947033333333337,0.02112253206239162,-2.3189515982897625e-06,-1.4499102791477454e-06,-8.690413191420171e-07,0.48059286539572754
global,fine_loss_branch_alive,0.027696,target_component,S3:inherited_e143_body,23,blame,0.37986964056966316,0.4083446956521739,-0.028475055082510747,3.4408121067046952e-06,-4.044059515031667e-06,7.484871621736362e-06,0.3798696405696638
global,fine_loss_branch_alive,0.027696,target_component,S4:inherited_e143_body,21,blame,0.4770570273169927,0.508480380952381,-0.03142335363538834,-2.8801287800452674e-05,-3.63428926729539e-05,7.541604872501226e-06,0.4770570273169925
global,branch_loss,0.023448,target,Q1,38,blame,0.46440499919194095,0.4977284210526315,-0.03332342186069054,4.128653050822412e-06,-1.0343233014350984e-05,1.4471886065173396e-05,0.46440499919194095
global,branch_loss,0.023448,target,Q3,56,blame,0.4458558756153434,0.47837971428571435,-0.03252383867037095,1.111864952884276e-05,-9.69660722017991e-06,2.081525674902267e-05,0.44585587561534334
global,branch_loss,0.023448,target,S2,23,blame,0.5023511785560648,0.5330387826086956,-0.030687604052630824,2.0132873055885744e-05,1.2066417133425777e-05,8.066455922459967e-06,0.5023511785560643
global,branch_loss,0.023448,target,S3,47,blame,0.40370362304637875,0.43445140425531914,-0.030747781208940395,4.04704745867952e-06,-5.4939697941794115e-06,9.54101725285893e-06,0.38387902971348653
global,branch_loss,0.023448,target,S4,21,blame,0.47316046855453203,0.508480380952381,-0.035319912397848985,-2.7866113697462117e-05,-3.63428926729539e-05,8.476778975491782e-06,0.4731604685545319
global,branch_loss,0.023448,component,e144_fine_tail_delta,24,blame,0.42955333788240646,0.45947033333333337,-0.02991699545092691,-2.1903960917038104e-07,-1.4499102791477454e-06,1.2308706699773644e-06,0.429553337882409
global,branch_loss,0.023448,component,inherited_e143_body,161,blame,0.4519910318272652,0.484676099378882,-0.03268506755161682,1.1780149005938695e-05,-4.836037528909068e-05,6.014052429502938e-05,0.4519910318272651
global,branch_loss,0.023448,target_component,Q1:inherited_e143_body,38,blame,0.46440499919194095,0.4977284210526315,-0.03332342186069054,4.128653050822412e-06,-1.0343233014350984e-05,1.4471886065173396e-05,0.46440499919194095
global,branch_loss,0.023448,target_component,Q3:inherited_e143_body,56,blame,0.4458558756153434,0.47837971428571435,-0.03252383867037095,1.111864952884276e-05,-9.69660722017991e-06,2.081525674902267e-05,0.44585587561534334
global,branch_loss,0.023448,target_component,S2:inherited_e143_body,23,blame,0.5023511785560648,0.5330387826086956,-0.030687604052630824,2.0132873055885744e-05,1.2066417133425777e-05,8.066455922459967e-06,0.5023511785560643
global,branch_loss,0.023448,target_component,S3:e144_fine_tail_delta,24,blame,0.42955333788240646,0.45947033333333337,-0.02991699545092691,-2.1903960917038104e-07,-1.4499102791477454e-06,1.2308706699773644e-06,0.429553337882409
global,branch_loss,0.023448,target_component,S3:inherited_e143_body,23,blame,0.3767300075653064,0.4083446956521739,-0.031614688086867515,4.266087067849899e-06,-4.044059515031667e-06,8.310146582881565e-06,0.376730007565307
global,branch_loss,0.023448,target_component,S4:inherited_e143_body,21,blame,0.47316046855453203,0.508480380952381,-0.035319912397848985,-2.7866113697462117e-05,-3.63428926729539e-05,8.476778975491782e-06,0.4731604685545319
global,hard_fail,0.181524,target,Q1,38,blame,0.4390575002986411,0.4977284210526315,-0.058670920753990385,1.5136709713055486e-05,-1.0343233014350984e-05,2.5479942727406472e-05,0.43905750029864116
global,hard_fail,0.181524,target,Q3,56,blame,0.42255490812706387,0.47837971428571435,-0.055824806158650486,2.603126872134159e-05,-9.69660722017991e-06,3.57278759415215e-05,0.4225549081270639
global,hard_fail,0.181524,target,S2,23,blame,0.47931379058272805,0.5330387826086956,-0.05372499202596759,2.6188415037448383e-05,1.2066417133425777e-05,1.4121997904022606e-05,0.47931379058272755
global,hard_fail,0.181524,target,S3,47,blame,0.40619914511040567,0.43445140425531914,-0.028252259144913472,8.286205817986782e-06,-5.4939697941794115e-06,1.3780175612166194e-05,0.36993442984734404
global,hard_fail,0.181524,target,S4,21,blame,0.4496836834378978,0.508480380952381,-0.05879669751448324,-2.223168526946996e-05,-3.63428926729539e-05,1.4111207403483938e-05,0.44968368343789766
global,hard_fail,0.181524,component,e144_fine_tail_delta,24,blame,0.45348548952204665,0.45947033333333337,-0.005984843811286722,-1.2036767052012911e-06,-1.4499102791477454e-06,2.462335739464543e-07,0.4534854895220493
global,hard_fail,0.181524,component,inherited_e143_body,161,blame,0.4287114439361645,0.484676099378882,-0.055964655442717504,5.4614590725563574e-05,-4.836037528909068e-05,0.00010297496601465426,0.4287114439361644
global,hard_fail,0.181524,target_component,Q1:inherited_e143_body,38,blame,0.4390575002986411,0.4977284210526315,-0.058670920753990385,1.5136709713055486e-05,-1.0343233014350984e-05,2.5479942727406472e-05,0.43905750029864116
global,hard_fail,0.181524,target_component,Q3:inherited_e143_body,56,blame,0.42255490812706387,0.47837971428571435,-0.055824806158650486,2.603126872134159e-05,-9.69660722017991e-06,3.57278759415215e-05,0.4225549081270639
global,hard_fail,0.181524,target_component,S2:inherited_e143_body,23,blame,0.47931379058272805,0.5330387826086956,-0.05372499202596759,2.6188415037448383e-05,1.2066417133425777e-05,1.4121997904022606e-05,0.47931379058272755
global,hard_fail,0.181524,target_component,S3:e144_fine_tail_delta,24,blame,0.45348548952204665,0.45947033333333337,-0.005984843811286722,-1.2036767052012911e-06,-1.4499102791477454e-06,2.462335739464543e-07,0.4534854895220493
global,hard_fail,0.181524,target_component,S3:inherited_e143_body,23,blame,0.3568568726808672,0.4083446956521739,-0.05148782297130672,9.48988252318807e-06,-4.044059515031667e-06,1.3533942038219737e-05,0.35685687268086785
global,hard_fail,0.181524,target_component,S4:inherited_e143_body,21,blame,0.4496836834378978,0.508480380952381,-0.05879669751448324,-2.223168526946996e-05,-3.63428926729539e-05,1.4111207403483938e-05,0.44968368343789766
subject,breakthrough_win,0.497248,target,Q1,38,credit,0.5235566029108424,0.4909838947368421,0.032572708174000264,-2.156004342138559e-05,-7.414181585755429e-06,-1.4145861835630162e-05,0.5235566029108409
subject,breakthrough_win,0.497248,target,Q3,56,credit,0.5094478581541375,0.4784432857142858,0.03100457243985172,-2.9580219295985523e-05,-9.737292934486501e-06,-1.9842926361499022e-05,0.5094478581541378
subject,breakthrough_win,0.497248,target,S2,23,credit,0.6013410856834277,0.5796067826086955,0.02173430307473223,-5.887331103306235e-06,-1.7431429509973405e-07,-5.713016808206501e-06,0.6013410856834277
subject,breakthrough_win,0.497248,target,S3,47,credit,0.4207820268288575,0.40715506382978717,0.013626962999070347,-5.083533618393626e-06,1.4760210630025794e-06,-6.559554681396205e-06,0.41391383588806985
subject,breakthrough_win,0.497248,target,S4,21,credit,0.3981721107260074,0.3726001904761905,0.025571920249816915,-9.868907818616891e-06,-3.731646958664988e-06,-6.137260859951903e-06,0.3981721107260092
subject,breakthrough_win,0.497248,component,e144_fine_tail_delta,24,credit,0.4297376091340069,0.4264775,0.003260109134006872,-2.266210549509282e-07,-9.249085058107203e-08,-1.3413020436985617e-07,0.4297376091340192
subject,breakthrough_win,0.497248,component,inherited_e143_body,161,credit,0.4973897074841543,0.4689850931677018,0.02840461431645247,-7.175341420273694e-05,-1.9488923860423e-05,-5.2264490342313946e-05,0.4973897074841544
subject,breakthrough_win,0.497248,target_component,Q1:inherited_e143_body,38,credit,0.5235566029108424,0.4909838947368421,0.032572708174000264,-2.156004342138559e-05,-7.414181585755429e-06,-1.4145861835630162e-05,0.5235566029108409
subject,breakthrough_win,0.497248,target_component,Q3:inherited_e143_body,56,credit,0.5094478581541375,0.4784432857142858,0.03100457243985172,-2.9580219295985523e-05,-9.737292934486501e-06,-1.9842926361499022e-05,0.5094478581541378
subject,breakthrough_win,0.497248,target_component,S2:inherited_e143_body,23,credit,0.6013410856834277,0.5796067826086955,0.02173430307473223,-5.887331103306235e-06,-1.7431429509973405e-07,-5.713016808206501e-06,0.6013410856834277
subject,breakthrough_win,0.497248,target_component,S3:e144_fine_tail_delta,24,credit,0.4297376091340069,0.4264775,0.003260109134006872,-2.266210549509282e-07,-9.249085058107203e-08,-1.3413020436985617e-07,0.4297376091340192
subject,breakthrough_win,0.497248,target_component,S3:inherited_e143_body,23,credit,0.411437071380006,0.3869925217391304,0.024444549640875612,-4.8569125634427e-06,1.5685119135836515e-06,-6.425424477026351e-06,0.41143707138000796
subject,breakthrough_win,0.497248,target_component,S4:inherited_e143_body,21,credit,0.3981721107260074,0.3726001904761905,0.025571920249816915,-9.868907818616891e-06,-3.731646958664988e-06,-6.137260859951903e-06,0.3981721107260092
subject,clean_win,0.079392,target,Q1,38,credit,0.4883801098877787,0.4909838947368421,-0.0026037848490634286,-6.2833950227979955e-06,-7.414181585755429e-06,1.130786562957434e-06,0.4883801098877774
subject,clean_win,0.079392,target,Q3,56,credit,0.4742570320147406,0.4784432857142858,-0.004186253699545173,-7.058090566771575e-06,-9.737292934486501e-06,2.679202367714926e-06,0.47425703201474084
subject,clean_win,0.079392,target,S2,23,credit,0.5774385328496574,0.5796067826086955,-0.0021682497590380656,3.95625641570404e-07,-1.7431429509973405e-07,5.69939936670138e-07,0.5774385328496572
subject,clean_win,0.079392,target,S3,47,credit,0.40546879689898546,0.40715506382978717,-0.0016862669308017053,2.30229828762834e-06,1.4760210630025794e-06,8.262772246257604e-07,0.38961833619720765
subject,clean_win,0.079392,target,S4,21,credit,0.36852459645688185,0.3726001904761905,-0.004075594019308626,-2.753504394026826e-06,-3.731646958664988e-06,9.78142564638162e-07,0.36852459645688374
subject,clean_win,0.079392,component,e144_fine_tail_delta,24,credit,0.42613655448072013,0.4264775,-0.00034094551927987826,-7.846337778713267e-08,-9.249085058107203e-08,1.4027472793939362e-08,0.4261365544807325
subject,clean_win,0.079392,component,inherited_e143_body,161,credit,0.465631657741694,0.4689850931677018,-0.0033534354260078003,-1.3318602676610515e-05,-1.9488923860423e-05,6.170321183812484e-06,0.4656316577416941
subject,clean_win,0.079392,target_component,Q1:inherited_e143_body,38,credit,0.4883801098877787,0.4909838947368421,-0.0026037848490634286,-6.2833950227979955e-06,-7.414181585755429e-06,1.130786562957434e-06,0.4883801098877774
subject,clean_win,0.079392,target_component,Q3:inherited_e143_body,56,credit,0.4742570320147406,0.4784432857142858,-0.004186253699545173,-7.058090566771575e-06,-9.737292934486501e-06,2.679202367714926e-06,0.47425703201474084
subject,clean_win,0.079392,target_component,S2:inherited_e143_body,23,credit,0.5774385328496574,0.5796067826086955,-0.0021682497590380656,3.95625641570404e-07,-1.7431429509973405e-07,5.69939936670138e-07,0.5774385328496572
subject,clean_win,0.079392,target_component,S3:e144_fine_tail_delta,24,credit,0.42613655448072013,0.4264775,-0.00034094551927987826,-7.846337778713267e-08,-9.249085058107203e-08,1.4027472793939362e-08,0.4261365544807325
subject,clean_win,0.079392,target_component,S3:inherited_e143_body,23,credit,0.3839024411615232,0.3869925217391304,-0.0030900805776071794,2.3807616654154717e-06,1.5685119135836515e-06,8.122497518318202e-07,0.3839024411615251
subject,clean_win,0.079392,target_component,S4:inherited_e143_body,21,credit,0.36852459645688185,0.3726001904761905,-0.004075594019308626,-2.753504394026826e-06,-3.731646958664988e-06,9.78142564638162e-07,0.36852459645688374
subject,micro_win,0.02312,target,Q1,38,credit,0.48014933527590603,0.4909838947368421,-0.010834559460936088,-2.7088871913561463e-06,-7.414181585755429e-06,4.705294394399283e-06,0.4801493352759047
subject,micro_win,0.02312,target,Q3,56,credit,0.46986838853188334,0.4784432857142858,-0.008574897182402452,-4.249358737742941e-06,-9.737292934486501e-06,5.48793419674356e-06,0.4698683885318837
subject,micro_win,0.02312,target,S2,23,credit,0.5721829396720325,0.5796067826086955,-0.007423842936662983,1.7770958482603496e-06,-1.7431429509973405e-07,1.9514101433600836e-06,0.5721829396720324
subject,micro_win,0.02312,target,S3,47,credit,0.41864462931605684,0.40715506382978717,0.01148956548626967,2.2843842068526888e-06,1.4760210630025794e-06,8.083631438501094e-07,0.389677264094496
subject,micro_win,0.02312,target,S4,21,credit,0.36393145493491513,0.3726001904761905,-0.00866873554127534,-1.6511504287548395e-06,-3.731646958664988e-06,2.0804965299101486e-06,0.363931454934917
subject,micro_win,0.02312,component,e144_fine_tail_delta,24,credit,0.4564158016147635,0.4264775,0.02993830161476352,-1.3242381170163404e-06,-9.249085058107203e-08,-1.2317472664352684e-06,0.45641580161477596
subject,micro_win,0.02312,component,inherited_e143_body,161,credit,0.4601452857357777,0.4689850931677018,-0.00883980743192414,-3.223678185724543e-06,-1.9488923860423e-05,1.6265245674698454e-05,0.4601452857357778
subject,micro_win,0.02312,target_component,Q1:inherited_e143_body,38,credit,0.48014933527590603,0.4909838947368421,-0.010834559460936088,-2.7088871913561463e-06,-7.414181585755429e-06,4.705294394399283e-06,0.4801493352759047
subject,micro_win,0.02312,target_component,Q3:inherited_e143_body,56,credit,0.46986838853188334,0.4784432857142858,-0.008574897182402452,-4.249358737742941e-06,-9.737292934486501e-06,5.48793419674356e-06,0.4698683885318837
subject,micro_win,0.02312,target_component,S2:inherited_e143_body,23,credit,0.5721829396720325,0.5796067826086955,-0.007423842936662983,1.7770958482603496e-06,-1.7431429509973405e-07,1.9514101433600836e-06,0.5721829396720324
subject,micro_win,0.02312,target_component,S3:e144_fine_tail_delta,24,credit,0.4564158016147635,0.4264775,0.02993830161476352,-1.3242381170163404e-06,-9.249085058107203e-08,-1.2317472664352684e-06,0.45641580161477596
subject,micro_win,0.02312,target_component,S3:inherited_e143_body,23,credit,0.37923123213479765,0.3869925217391304,-0.007761289604332755,3.608622323869028e-06,1.5685119135836515e-06,2.040110410285377e-06,0.3792312321347996
subject,micro_win,0.02312,target_component,S4:inherited_e143_body,21,credit,0.36393145493491513,0.3726001904761905,-0.00866873554127534,-1.6511504287548395e-06,-3.731646958664988e-06,2.0804965299101486e-06,0.363931454934917
subject,tie,0.033068,target,Q1,38,blame,0.47970688788015764,0.4909838947368421,-0.01127700685668448,-2.516738608059708e-06,-7.414181585755429e-06,4.897442977695721e-06,0.4797068878801563
subject,tie,0.033068,target,Q3,56,blame,0.46805284349133386,0.4784432857142858,-0.010390442222951934,-3.087409911791286e-06,-9.737292934486501e-06,6.649883022695215e-06,0.4680528434913341
subject,tie,0.033068,target,S2,23,blame,0.5735427919280954,0.5796067826086955,-0.00606399068060004,1.4196489695237912e-06,-1.7431429509973405e-07,1.5939632646235251e-06,0.5735427919280953
subject,tie,0.033068,target,S3,47,blame,0.3855292382685324,0.40715506382978717,-0.021625825561254752,4.787330743837733e-06,1.4760210630025794e-06,3.3113096808351532e-06,0.38144388732809764
