pair,family,set,new_file,base_file,actual_delta,actual_direction,n_cells,n_rows,targets,swing_sum,top_swing,expected_delta_visible_mean,expected_delta_focus_mean,expected_delta_flank_mean,between_train_runs_rate,flank_conflict_rate,e72_active_rate,e101_active_rate,intended_support_swing_global,observed_direction_support_swing_global,observed_direction_support_mean_global,observed_hard_support_rate_global,intended_support_swing_subject,observed_direction_support_swing_subject,observed_direction_support_mean_subject,observed_hard_support_rate_subject,intended_support_swing_nearest_hard085,observed_direction_support_swing_nearest_hard085,observed_direction_support_mean_nearest_hard085,observed_hard_support_rate_nearest_hard085,intended_support_swing_flank_mean,observed_direction_support_swing_flank_mean,observed_direction_support_mean_flank_mean,observed_hard_support_rate_flank_mean,intended_support_swing_visible_mean,observed_direction_support_swing_visible_mean,observed_direction_support_mean_visible_mean,observed_hard_support_rate_visible_mean,intended_support_swing_focus_mean,observed_direction_support_swing_focus_mean,observed_direction_support_mean_focus_mean,observed_hard_support_rate_focus_mean,visible_sign_matches_actual,focus_sign_matches_actual
e72_vs_e95,q2s3_gate_fail,target_S3,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,39,39,S3,0.00039987774955325733,1.780676447854505e-05,1.7855104473467418e-05,3.28686126207237e-05,6.59497336302518e-06,0.6153846153846154,0.1794871794871795,1.0,1.0,0.5340699738911808,0.465930026108819,0.5041595441595442,0.5128205128205128,0.6794398011951636,0.32056019880483644,0.3955495736510774,0.41025641025641024,0.6357808347189562,0.3642191652810436,0.4371794871794871,0.41025641025641024,0.6821343823257862,0.3178656176742135,0.40064283441329546,0.38461538461538464,0.6539754484440637,0.3460245515559362,0.41992284894904147,0.38461538461538464,0.6164302032684336,0.38356979673156627,0.4456295349967029,0.41025641025641024,,
e72_vs_e95,q2s3_gate_fail,target_S4,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,153,153,S4,0.0009479931416615055,7.99120879121022e-06,-9.938051683901993e-05,-0.00011687618213859916,-8.625876786433548e-05,0.6078431372549019,0.3660130718954248,1.0,0.0,0.48048377746627585,0.5195162225337241,0.5168627450980393,0.6405228758169934,0.3947963817233446,0.6052036182766554,0.6008549719209529,0.6862745098039216,0.49644812377205727,0.5035518762279426,0.511437908496732,0.5163398692810458,0.42494567683258555,0.5750543231674144,0.5736655619363448,0.6535947712418301,0.4387872843274313,0.5612127156725686,0.5605454104658719,0.6143790849673203,0.45724276098722594,0.5427572390127741,0.543051875171908,0.5294117647058824,,
e176_vs_e95_pending,pending_broad_q2_underopen,all_moved,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",0.0008229143385317454,5.831957756260338e-06,-5.082394727783768e-05,-7.804195492488966e-05,-3.0410441542548674e-05,0.8196902654867256,0.2688053097345133,0.2688053097345133,0.011061946902654867,0.46855541020432323,0.46855541020432323,0.4831293018682399,0.4723451327433628,0.3488492530883959,0.3488492530883959,0.4139128348862878,0.3440265486725664,0.4026910754917134,0.4026910754917134,0.3946902654867256,0.3495575221238938,0.34881708312298393,0.34881708312298393,0.3967870717957572,0.32964601769911506,0.37362343875376686,0.37362343875376686,0.41126866991775457,0.3307522123893805,0.40669857959481076,0.40669857959481076,0.4305774674137511,0.3396017699115044,,
e176_vs_e95_pending,pending_broad_q2_underopen,top1,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,1,1,S1,5.831957756260338e-06,5.831957756260338e-06,-1.6393703276857181e-07,-6.194801066723093e-07,1.777202726592316e-07,1.0,0.0,0.0,0.0,0.3177777777777778,0.3177777777777778,0.3177777777777778,0.0,0.0625,0.0625,0.0625,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.04006410256410253,0.04006410256410253,0.04006410256410253,0.0,0.0986477411477411,0.0986477411477411,0.09864774114774111,0.0,0.17675925925925917,0.17675925925925917,0.17675925925925917,0.0,,
e176_vs_e95_pending,pending_broad_q2_underopen,top4,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,4,4,"Q3,S1",1.939105676195335e-05,5.831957756260338e-06,-1.9652373205307624e-06,-3.0482647892279295e-06,-1.1529667190078855e-06,1.0,0.25,0.75,0.0,0.5151202485721507,0.5151202485721507,0.5294444444444445,0.75,0.3309601244285092,0.3309601244285092,0.35044642857142855,0.0,0.31357262563938776,0.31357262563938776,0.32499999999999996,0.25,0.288810165022452,0.288810165022452,0.30676081730769234,0.25,0.33069909410426507,0.33069909410426507,0.34741916317809174,0.25,0.38655099954668254,0.38655099954668254,0.40163029100529096,0.25,,
e176_vs_e95_pending,pending_broad_q2_underopen,top8,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,8,8,"Q3,S1,S4",3.5937642040753074e-05,5.831957756260338e-06,-2.94782277012206e-06,-5.3626121343176106e-06,-1.1367307469753961e-06,1.0,0.125,0.625,0.0,0.4856606528243355,0.4856606528243355,0.48916666666666664,0.625,0.26122745527108776,0.26122745527108776,0.2655911796536797,0.0,0.23825971567300547,0.23825971567300547,0.23750000000000002,0.125,0.2107933297350506,0.2107933297350506,0.2133139881462492,0.125,0.26118873467266157,0.26118873467266157,0.263644828415049,0.125,0.32838260792280954,0.32838260792280954,0.33075261544011536,0.125,,
e176_vs_e95_pending,pending_broad_q2_underopen,top16,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,16,16,"Q1,Q3,S1,S2,S3,S4",6.69824967713424e-05,5.831957756260338e-06,-5.871808360715193e-06,-9.933288013320034e-06,-2.825698621261556e-06,0.875,0.1875,0.375,0.0,0.43474524811142834,0.43474524811142834,0.4329166666666667,0.375,0.2286095258125103,0.2286095258125103,0.22887247679005082,0.0625,0.31677284274424555,0.31677284274424555,0.325,0.25,0.22059806108317614,0.22059806108317614,0.22391619285847747,0.125,0.2660742658572699,0.2660742658572699,0.2689219878415182,0.125,0.32670920555606137,0.32670920555606137,0.32892971448557246,0.1875,,
e176_vs_e95_pending,pending_broad_q2_underopen,top4_frontier_edge,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,4,4,"Q3,S1",1.939105676195335e-05,5.831957756260338e-06,-1.9652373205307624e-06,-3.0482647892279295e-06,-1.1529667190078855e-06,1.0,0.25,0.75,0.0,0.5151202485721507,0.5151202485721507,0.5294444444444445,0.75,0.3309601244285092,0.3309601244285092,0.35044642857142855,0.0,0.31357262563938776,0.31357262563938776,0.32499999999999996,0.25,0.288810165022452,0.288810165022452,0.30676081730769234,0.25,0.33069909410426507,0.33069909410426507,0.34741916317809174,0.25,0.38655099954668254,0.38655099954668254,0.40163029100529096,0.25,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_Q1,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,121,121,Q1,0.00010183629179868693,3.7916903077560728e-06,-1.0372778614615389e-05,-1.2999894402964394e-05,-8.402441773353632e-06,0.8181818181818182,0.2892561983471074,0.3884297520661157,0.0,0.49795408523141654,0.49795408523141654,0.49871441689623514,0.35537190082644626,0.42015223010443775,0.42015223010443775,0.43734555016548926,0.34710743801652894,0.3789405363536598,0.3789405363536598,0.39297520661157026,0.34710743801652894,0.38720342779905553,0.38720342779905553,0.4081199126990962,0.2892561983471074,0.4065515089836766,0.4065515089836766,0.4230735463528114,0.2892561983471074,0.4323489505631713,0.4323489505631713,0.44301172455776483,0.3140495867768595,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_Q2,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,165,165,Q2,0.00013462848296126703,3.3593900683171397e-06,-4.525227146050679e-06,-7.329823267452131e-06,-2.4217800549995917e-06,0.8242424242424242,0.2787878787878788,0.006060606060606061,0.006060606060606061,0.5369739810012105,0.5369739810012105,0.5199865319865319,0.6606060606060606,0.4427382897935624,0.4427382897935624,0.44309503192811783,0.26666666666666666,0.46071988302922917,0.46071988302922917,0.4003030303030302,0.3575757575757576,0.44368784895777275,0.44368784895777275,0.4243986801562635,0.34545454545454546,0.4593119356650133,0.4593119356650133,0.4372827592632478,0.34545454545454546,0.48014405127466736,0.48014405127466736,0.4544615314058935,0.3575757575757576,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_Q3,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,117,117,Q3,9.591457825395819e-05,4.561672802748853e-06,-6.584163262960344e-06,-7.384491969081943e-06,-5.983916733369146e-06,0.8376068376068376,0.41025641025641024,0.4017094017094017,0.0,0.5736400175358618,0.5736400175358618,0.5487179487179487,0.7435897435897436,0.563285110253649,0.563285110253649,0.5665194674341016,0.6324786324786325,0.5585027525169313,0.5585027525169313,0.508974358974359,0.5128205128205128,0.5505403081097628,0.5505403081097628,0.5410614858877112,0.5811965811965812,0.5567984446779275,0.5567984446779275,0.541208245525322,0.5811965811965812,0.5651426267688139,0.5651426267688139,0.5414039250421363,0.5470085470085471,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_S1,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,95,95,S1,0.00013220293663076046,5.831957756260338e-06,-1.140845333671043e-05,-1.6281858581034694e-05,-7.75339940346722e-06,0.8315789473684211,0.14736842105263157,0.5368421052631579,0.0,0.35824776602102976,0.35824776602102976,0.3868304093567251,0.18947368421052632,0.2374609017804618,0.2374609017804618,0.3157618488981235,0.2,0.3174317957667547,0.3174317957667547,0.33421052631578946,0.2631578947368421,0.23986979344516343,0.23986979344516343,0.30304030276143956,0.22105263157894736,0.26751709104984284,0.26751709104984284,0.3212805708023423,0.21052631578947367,0.3043801545227486,0.3043801545227486,0.3456009281902127,0.21052631578947367,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_S2,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,122,122,S2,0.0001083986978618506,3.994973872111499e-06,-1.7561640130930568e-06,-5.587159955181994e-06,1.1170829434736489e-06,0.7459016393442623,0.1557377049180328,0.39344262295081966,0.0,0.45215360239293184,0.45215360239293184,0.4975227686703097,0.4918032786885246,0.3306197871115304,0.3306197871115304,0.41461488997474594,0.4344262295081967,0.3615588283208271,0.3615588283208271,0.4024590163934426,0.36065573770491804,0.3195960704562277,0.3195960704562277,0.3986243970601536,0.3360655737704918,0.3461023570928857,0.3461023570928857,0.41558489475415894,0.3360655737704918,0.38144407260842983,0.38144407260842983,0.43819889167949944,0.32786885245901637,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_S3,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,168,168,S3,0.00014084438993216367,3.935892347215614e-06,-4.02020044571875e-06,-1.1619080374255925e-05,1.6789595006841464e-06,0.8392857142857143,0.16666666666666666,0.05357142857142857,0.05357142857142857,0.3812912627010394,0.3812912627010394,0.4130952380952381,0.23214285714285715,0.18100750858249057,0.18100750858249057,0.31144627114776247,0.25595238095238093,0.24906613561385266,0.24906613561385266,0.29583333333333334,0.20833333333333334,0.17603842968194378,0.17603842968194378,0.29039597596112815,0.19642857142857142,0.21650266080359398,0.21650266080359398,0.31170839234583525,0.19642857142857142,0.27045496896579413,0.27045496896579413,0.34012494752544464,0.20833333333333334,,
e176_vs_e95_pending,pending_broad_q2_underopen,target_S4,submission_e176_abl_q2_to0p75_91e49725.csv,submission_e95_hardtail_541e3973.csv,,pending_new_better,116,116,S4,0.0001090889610930585,4.431570249905037e-06,-1.2156960458689034e-05,-1.683964637491857e-05,-8.644946021516887e-06,0.8362068965517241,0.45689655172413796,0.3448275862068966,0.0,0.5269252802895461,0.5269252802895461,0.5134482758620691,0.6120689655172413,0.34768132079693875,0.34768132079693875,0.4220824778809114,0.3103448275862069,0.5587943619402009,0.5587943619402009,0.4577586206896552,0.4396551724137931,0.4026808930549413,0.4026808930549413,0.4290991226464062,0.3706896551724138,0.4348749336066359,0.4348749336066359,0.44424083785975144,0.3879310344827586,0.4778003210088953,0.4778003210088953,0.4644297914775452,0.4396551724137931,,
