pair,family,set,new_file,base_file,actual_delta,actual_direction,n_cells,n_rows,targets,swing_sum,top_swing,expected_delta_visible_mean,expected_delta_focus_mean,expected_delta_flank_mean,between_train_runs_rate,flank_conflict_rate,e72_active_rate,e101_active_rate,intended_support_swing_global,observed_direction_support_swing_global,observed_direction_support_mean_global,observed_hard_support_rate_global,intended_support_swing_subject,observed_direction_support_swing_subject,observed_direction_support_mean_subject,observed_hard_support_rate_subject,intended_support_swing_nearest_hard085,observed_direction_support_swing_nearest_hard085,observed_direction_support_mean_nearest_hard085,observed_hard_support_rate_nearest_hard085,intended_support_swing_flank_mean,observed_direction_support_swing_flank_mean,observed_direction_support_mean_flank_mean,observed_hard_support_rate_flank_mean,intended_support_swing_visible_mean,observed_direction_support_swing_visible_mean,observed_direction_support_mean_visible_mean,observed_hard_support_rate_visible_mean,intended_support_swing_focus_mean,observed_direction_support_swing_focus_mean,observed_direction_support_mean_focus_mean,observed_hard_support_rate_focus_mean,visible_sign_matches_actual,focus_sign_matches_actual
e95_vs_mixmin,frontier_hardtail_success,top1_actual_edge,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,-1.5310700000048527e-05,new_won,1,1,S3,4.647677521129553e-05,4.647677521129553e-05,-1.787872936014785e-06,-5.663396625591594e-06,1.1187698311678255e-06,1.0,0.0,1.0,1.0,0.3377777777777778,0.3377777777777778,0.33777777777777773,0.0,0.04166666666666663,0.04166666666666663,0.04166666666666663,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.030555555555555447,0.030555555555555447,0.030555555555555447,0.0,0.09309523809523801,0.09309523809523801,0.09309523809523801,0.0,0.17648148148148135,0.17648148148148135,0.17648148148148135,0.0,,
e95_vs_mixmin,frontier_hardtail_success,target_Q2,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,-1.5310700000048527e-05,new_won,11,11,Q2,7.91087999515696e-05,1.1304371427124387e-05,-7.555242014747907e-06,-7.65603227194043e-06,-7.479649321853512e-06,0.5454545454545454,0.45454545454545453,1.0,1.0,0.49144180249170377,0.49144180249170377,0.49434343434343436,0.45454545454545453,0.45123771865714557,0.45123771865714557,0.47175235905584506,0.7272727272727273,0.3783625121003722,0.3783625121003722,0.40454545454545454,0.36363636363636365,0.43811771951759815,0.43811771951759815,0.46113215707053146,0.36363636363636365,0.4390732730456592,0.4390732730456592,0.4593099823181228,0.36363636363636365,0.4403473444164072,0.4403473444164072,0.456880415981578,0.36363636363636365,,
e95_vs_mixmin,frontier_hardtail_success,target_S1,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,-1.5310700000048527e-05,new_won,250,250,S1,0.0022238965882839545,1.5453046150659153e-05,-0.00019369195529335274,-0.00016765900338085822,-0.00021321666922772363,0.624,0.168,0.788,0.0,0.5185534611021351,0.5185534611021351,0.5116622222222222,0.532,0.5560171005602886,0.5560171005602886,0.5442725069722136,0.58,0.5426325416838231,0.5426325416838231,0.5224,0.532,0.559553215633885,0.559553215633885,0.5431277967554246,0.536,0.5507737094116838,0.5507737094116838,0.5358351308880192,0.54,0.5390677011154156,0.5390677011154156,0.5261115763981453,0.54,,
e95_vs_mixmin,frontier_hardtail_success,target_S2,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,-1.5310700000048527e-05,new_won,250,250,S2,0.0020909601942008405,1.5994282826545295e-05,6.342222646563573e-05,0.00010971855338294011,2.8699981277657442e-05,0.624,0.136,0.596,0.0,0.5085638078618375,0.5085638078618375,0.5072533333333333,0.524,0.5970168741485984,0.5970168741485984,0.5857888735141623,0.624,0.5838768819399676,0.5838768819399676,0.584,0.62,0.6018995870572121,0.6018995870572121,0.5942195422738706,0.62,0.5852937017398931,0.5852937017398931,0.5791314822775683,0.616,0.5631525213168013,0.5631525213168013,0.5590140689491652,0.624,,
e95_vs_mixmin,frontier_hardtail_success,target_S3,submission_e95_hardtail_541e3973.csv,submission_mixmin_0c916bb4.csv,-1.5310700000048527e-05,new_won,39,39,S3,0.001154312840632298,4.647677521129553e-05,-5.4663706027490095e-05,-9.591493879509672e-05,-2.3725281451785076e-05,0.6153846153846154,0.1794871794871795,1.0,1.0,0.4709615149561763,0.4709615149561763,0.5041595441595442,0.5128205128205128,0.3313043721177001,0.3313043721177001,0.39554957365107735,0.41025641025641024,0.372629796815321,0.372629796815321,0.4371794871794871,0.41025641025641024,0.3290928196041369,0.3290928196041369,0.40064283441329546,0.38461538461538464,0.3558952803293921,0.3558952803293921,0.41992284894904147,0.38461538461538464,0.39163189462973247,0.39163189462973247,0.4456295349967029,0.41025641025641024,,
e101_vs_e95,frontier_near_loss,all_moved,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,50,48,"Q2,S3",0.0003083554101459689,1.1619193802823402e-05,1.4708573522469349e-05,2.5046579278669246e-05,6.95506920531942e-06,0.6,0.24,1.0,1.0,0.5277249269576918,0.47227507304230826,0.502,0.5,0.6610033815273394,0.3389966184726609,0.41231418644012635,0.48,0.6270025201379893,0.3729974798620107,0.43,0.4,0.6639145764774574,0.3360854235225426,0.41395048539788737,0.38,0.6387698763618358,0.3612301236381643,0.4285880182902394,0.38,0.6052436095410069,0.3947563904589932,0.4481047288133753,0.4,True,True
e101_vs_e95,frontier_near_loss,top1,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,1,1,S3,1.1619193802823402e-05,1.1619193802823402e-05,4.2855781981954736e-07,1.39743874221371e-06,-2.981028719760753e-07,1.0,0.0,1.0,1.0,0.6622222222222223,0.3377777777777777,0.33777777777777773,0.0,0.9583333333333334,0.04166666666666663,0.04166666666666663,0.0,0.85,0.15000000000000002,0.15000000000000002,0.0,0.9694444444444444,0.030555555555555447,0.030555555555555447,0.0,0.906904761904762,0.09309523809523801,0.09309523809523801,0.0,0.8235185185185186,0.17648148148148138,0.17648148148148135,0.0,True,True
e101_vs_e95,frontier_near_loss,top4,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,4,4,S3,4.4732866019908446e-05,1.1619193802823402e-05,1.8623791125567952e-06,5.468316787860637e-06,-8.420741439210885e-07,1.0,0.0,1.0,1.0,0.6622222222222224,0.3377777777777778,0.33777777777777773,0.0,0.9432592964213908,0.05674070357860935,0.05729166666666663,0.0,0.8500000000000001,0.15000000000000002,0.15000000000000002,0.0,0.9595621746054388,0.04043782539456133,0.040865605354241635,0.0,0.899104316723624,0.10089568327637605,0.10121883798020154,0.0,0.8184938395478711,0.18150616045212895,0.1816898148148147,0.0,True,True
e101_vs_e95,frontier_near_loss,top8,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,8,8,S3,8.65584266133576e-05,1.1619193802823402e-05,3.0274154620865735e-06,8.734880166350283e-06,-1.253183066111211e-06,0.75,0.25,1.0,1.0,0.6240505481487773,0.3759494518512228,0.3783333333333333,0.125,0.8512396360737503,0.14876036392624972,0.15187892645971912,0.125,0.7676433059374301,0.23235669406256979,0.23750000000000002,0.125,0.8630354947227172,0.1369645052772829,0.14097932086083412,0.0,0.8135822098644038,0.18641779013559623,0.1902327918909127,0.0,0.747644496719986,0.25235550328001405,0.2559040865976841,0.125,True,True
e101_vs_e95,frontier_near_loss,top16,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,16,16,S3,0.00015883669166639664,1.1619193802823402e-05,4.486200054828226e-06,1.4182010872598243e-05,-2.7856580584993e-06,0.6875,0.1875,1.0,1.0,0.6033184740544041,0.39668152594559586,0.3986111111111111,0.1875,0.8201761706673518,0.17982382933264826,0.1830002565707109,0.125,0.766288745306702,0.233711254693298,0.23750000000000002,0.125,0.8367524147986115,0.16324758520138857,0.16711504387347792,0.0625,0.7909704356032718,0.20902956439672807,0.21251022045367626,0.0625,0.7299277966761527,0.2700722033238473,0.2730371225606073,0.125,True,True
e101_vs_e95,frontier_near_loss,top2_frontier_edge,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,2,2,S3,2.288774052377108e-05,1.1619193802823402e-05,9.573858954591657e-07,2.890674634084861e-06,-4.925806585101073e-07,1.0,0.0,1.0,1.0,0.6622222222222223,0.3377777777777777,0.33777777777777773,0.0,0.9583333333333335,0.04166666666666663,0.04166666666666663,0.0,0.85,0.15,0.15000000000000002,0.0,0.9713380592495549,0.028661940750445095,0.02863247863247853,0.0,0.9079868275076821,0.0920131724923178,0.09199633699633691,0.0,0.8235185185185186,0.17648148148148135,0.17648148148148135,0.0,,
e101_vs_e95,frontier_near_loss,top1_actual_edge,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,1,1,S3,1.1619193802823402e-05,1.1619193802823402e-05,4.2855781981954736e-07,1.39743874221371e-06,-2.981028719760753e-07,1.0,0.0,1.0,1.0,0.6622222222222223,0.3377777777777777,0.33777777777777773,0.0,0.9583333333333334,0.04166666666666663,0.04166666666666663,0.0,0.85,0.15000000000000002,0.15000000000000002,0.0,0.9694444444444444,0.030555555555555447,0.030555555555555447,0.0,0.906904761904762,0.09309523809523801,0.09309523809523801,0.0,0.8235185185185186,0.17648148148148138,0.17648148148148135,0.0,,
e101_vs_e95,frontier_near_loss,target_Q2,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,11,11,Q2,1.977719998789329e-05,2.8260928567810214e-06,1.8682073818501972e-06,1.893404946148327e-06,1.8493092086265996e-06,0.5454545454545454,0.45454545454545453,1.0,1.0,0.5085581975082933,0.49144180249170655,0.49434343434343436,0.45454545454545453,0.5487622813428517,0.4512377186571483,0.47175235905584506,0.7272727272727273,0.6216374878996299,0.37836251210037014,0.40454545454545454,0.36363636363636365,0.5618822804824004,0.43811771951759954,0.46113215707053146,0.36363636363636365,0.5609267269543395,0.4390732730456604,0.4593099823181228,0.36363636363636365,0.5596526555835917,0.4403473444164083,0.456880415981578,0.36363636363636365,,
e101_vs_e95,frontier_near_loss,target_S3,submission_e101_q2s3tail_177569bc.csv,submission_e95_hardtail_541e3973.csv,9.036200000034356e-06,new_lost,39,39,S3,0.0002885782101580756,1.1619193802823402e-05,1.2840366140619152e-05,2.3153174332520913e-05,5.105759996692821e-06,0.6153846153846154,0.1794871794871795,1.0,1.0,0.5290384850438236,0.47096151495617633,0.5041595441595442,0.5128205128205128,0.6686956278823007,0.33130437211769936,0.39554957365107735,0.41025641025641024,0.6273702031846803,0.3726297968153198,0.4371794871794871,0.41025641025641024,0.6709071803958643,0.3290928196041358,0.40064283441329546,0.38461538461538464,0.6441047196706089,0.3558952803293913,0.41992284894904147,0.38461538461538464,0.6083681053702681,0.39163189462973186,0.4456295349967028,0.41025641025641024,,
e101_vs_mixmin,mixmin_relative_success,all_moved,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,550,250,"Q2,S1,S2,S3",0.005239923012922693,3.485758140847213e-05,-0.0001777801033474854,-0.00013646484178628566,-0.00020876654951838515,0.6218181818181818,0.16,0.72,0.09090909090909091,0.5063970723316349,0.5063970723316349,0.508779797979798,0.5254545454545455,0.5340645977344781,0.5340645977344781,0.5511473717156369,0.5909090909090909,0.529143146266446,0.529143146266446,0.542,0.56,0.5369998439972699,0.5369998439972699,0.5546079255040329,0.56,0.5310863131888055,0.5310863131888055,0.5457655531016524,0.56,0.5232016054441863,0.5232016054441863,0.5339757232318116,0.5654545454545454,True,True
