cell_idx,sub_idx,target,target_group,target_is_q2s3,e101_active,e95_moved_vs_mixmin,e95_fallback_cell,e86_moved_vs_mixmin,e72_active,e72_pos,e72_abs_logit_delta,hidden_block_id,subject_id,context_type,block_len_bin,pos_bin,edge_like,is_weekend,block_n_rows,edge_distance,broad_mass,broad_share,broad_mass_per_scenario,broad_all_or_top50_mass,broad_all_or_top50_share,broad_all_or_top50_mass_per_scenario,broad_low_alpha_mass,broad_low_alpha_share,broad_low_alpha_mass_per_scenario,broad_q2s3_mass,broad_q2s3_share,broad_q2s3_mass_per_scenario,broad_tail_equal_mass,broad_tail_equal_share,broad_tail_equal_mass_per_scenario,e101_plausible_mass,e101_plausible_share,e101_plausible_mass_per_scenario,e72_pos_bin,e72_abs_bin
14,2,Q1,Q,False,False,False,False,False,True,0.001758753713408917,0.01398461538461504,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.0228637982743157,3.7422324909356786e-05,6.623348283405475e-06,0.0228637982743157,0.00013598091114431547,2.4067156078227052e-05,0.0105525222804534,0.00015984557507168486,2.8290944451617694e-05,0.0,0.0,0.0,0.0017587537134089,0.000268569367124948,4.753388414618649e-05,0.0017587537134089,0.00017433450146707154,3.08553283054193e-05,p02,a03
15,2,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
16,2,Q3,Q,False,False,False,False,False,True,0.007589419014383814,0.01398461538461529,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.310671606250154,0.0005084917934333455,8.999756843863094e-05,0.310671606250154,0.0018476986009809575,0.0003270227434212147,0.06774818828309599,0.0010262236675145852,0.0001816305315900697,0.0,0.0,0.0,0.0075894190143838,0.001158937403229928,0.00020511943282118379,0.0151788380287676,0.0015045854006844684,0.00026629540401346667,p05_high,a04
17,2,S1,S,False,False,True,True,True,True,0.00413310057588695,0.01398461538461504,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.6694216263300995,0.0010956759371874218,0.000193922834973957,0.12548023886368428,0.0007462853287355124,0.00013208446196177293,0.05988330779437259,0.0009070894632761601,0.00016054506111091847,0.0,0.0,0.0,0.0184041708688793,0.0028103972062887388,0.0004974100234832243,0.022537271444766197,0.002233981911052208,0.00039539072710116136,p03,a03
18,2,S2,S,False,False,True,False,True,True,0.006949634114450376,0.013984615384615266,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,1.1896112986241911,0.0019470964534779925,0.00034461509230133,0.27103573046356166,0.0016119668805205675,0.0002853007689090123,0.2571364622346611,0.003895004870440509,0.0006893738933905122,0.0,0.0,0.0,0.0138992682289006,0.0021224789140603505,0.00037565589807839455,0.0138992682289006,0.0013777494705304032,0.00024384681103334385,p04,a04
19,2,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
20,2,S4,S,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
21,3,Q1,Q,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
22,3,Q2,Q,True,False,False,True,True,True,0.010486425067628813,0.027099539004289352,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,2.8515683788753745,0.004667304928743994,0.0008260626821771074,0.6501583541929856,0.0038667733300711514,0.0006843772149399849,0.2726470517583488,0.004129953353487747,0.0007309572433199699,0.8749572557835105,0.013433593138464008,0.002377601238542148,0.031459275202886404,0.004803968609722235,0.000850250681159092,0.048052758652933104,0.004763176140017586,0.0008430308535602299,p05_high,a05_high
23,3,Q3,Q,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
24,3,S1,S,False,False,True,False,True,True,0.001903150505264073,0.013984615384615928,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.1779878531408516,0.00029132164263530184,5.156079175575076e-05,0.024740956568432,0.0001471451845573988,2.6043112177296845e-05,0.036159859600016,0.0005477357354631995,9.694332332443967e-05,0.0,0.0,0.0,0.005709451515792,0.0008718581621384357,0.00015430950042681082,0.007612602021056,0.0007545906900379444,0.0001335544214220351,p02,a05_high
25,3,S2,S,False,False,True,False,True,False,0.0,4.440892098500626e-16,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
26,3,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
27,3,S4,S,False,False,False,False,False,True,0.005961033066097521,0.013984615384615318,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,3,0.25622458425696587,0.00041937562284217713,7.422496647073172e-05,0.25622458425696587,0.001523878579001259,0.00026971008869154303,0.07153239679317,0.0010835454119665622,0.00019177586271627346,0.0,0.0,0.0,0.011922066132195,0.0018205515255113858,0.00032221800357283786,0.0178830991982925,0.001772642274840034,0.0003137385824261842,p04,a04
28,4,Q1,Q,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
29,4,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
30,4,Q3,Q,False,False,False,False,False,True,0.007539075824984698,0.013984615384615123,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.3169520482832434,0.0005187713077781111,9.181693171588743e-05,0.3169520482832434,0.001885051109947411,0.00033363373503499306,0.1055470615497844,0.0015987865556846676,0.0002829679934310574,0.0,0.0,0.0,0.0226172274749538,0.003453749335542747,0.0006112764182419945,0.0226172274749538,0.0022419074634224853,0.0003967934644728737,p05_high,a03
31,4,S1,S,False,False,True,True,True,True,0.0016028192735814961,0.007430769230768686,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.2003774580381562,0.00032796783147087644,5.804677231696298e-05,0.0256451083773024,0.000152522566972511,2.6994850923476212e-05,0.036864843292372204,0.0005584145590397743,9.883336003316945e-05,0.0,0.0,0.0,0.0048084578207442,0.0007342724930264482,0.00012995831947957298,0.0096169156414884,0.0009532660435781962,0.00016871781827172634,p02,a02
32,4,S2,S,False,False,True,False,True,True,0.0030288434132084707,0.008073897281880682,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.3204614162802959,0.0005245152663206305,9.283355048676011e-05,0.030288434132084,0.00018013843636129767,3.188256224429895e-05,0.0514903380245428,0.0007799559644061565,0.00013804380167437748,0.0,0.0,0.0,0.0030288434132084,0.00046251760687360315,8.186063278941622e-05,0.0030288434132084,0.0003002307272688302,5.3137603740498245e-05,p03,a02
33,4,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
34,4,S4,S,False,False,False,False,False,True,0.004704846348202452,0.013984615384614929,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.14323740178249608,0.00023444383668737033,4.149403296132563e-05,0.14323740178249608,0.0008518948676261082,0.00015077621240262745,0.047048463482023996,0.0007126721462084575,0.00012613529083652545,0.0,0.0,0.0,0.0047048463482024,0.000718450569015553,0.00012715800941087566,0.0047048463482024,0.0004663626500627275,8.254116400355087e-05,p03,a03
35,5,Q1,Q,False,False,False,False,False,True,0.0021144266968940173,0.013984615384615262,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.006343280090682,1.0382364544005786e-05,1.837566654311124e-06,0.006343280090682,3.772623411148209e-05,6.67713693756e-06,0.002114426696894,3.2028527619220794e-05,5.668704281217158e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p02,a03
36,5,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
37,5,Q3,Q,False,False,False,False,False,True,0.007438686543774331,0.013984615384615387,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.2713462090563636,0.000444125944272197,7.860550667913198e-05,0.2713462090563636,0.0016138134311869735,0.00028562758848038275,0.0552427468221128,0.0008367960189647387,0.00014810387887965898,0.0,0.0,0.0,0.0223160596313229,0.0034077596915433254,0.0006031367467925107,0.0223160596313229,0.002212054536615843,0.0003915098180933842,p05_high,a04
38,5,S1,S,False,False,True,True,True,True,0.0045405376626521665,0.009750891302020476,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.7765906058466553,0.0012710847788661034,0.00022496830992081555,0.16353559257778497,0.0009726169998724027,0.00017214272902924734,0.1002479358151856,0.0015185174240105181,0.0002687612220246263,0.0,0.0,0.0,0.013621612987956298,0.0020800797470986493,0.00036815170237719725,0.0317837636385647,0.003150530143266376,0.000557609888395872,p03,a02
39,5,S2,S,False,False,True,False,True,True,0.007782635080582745,0.013984615384615345,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,1.4983371501055818,0.002452403532531121,0.00043404900060995994,0.36921213776497963,0.0021958644970735985,0.00038864435554208384,0.2879574979815599,0.004361870142300074,0.0007720040160363536,0.0,0.0,0.0,0.0155652701611654,0.002376884679441823,0.0004206829773287946,0.0155652701611654,0.0015428900550762711,0.0002730749151081649,p05_high,a04
40,5,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
41,5,S4,S,False,False,False,False,False,True,0.0007132318546730909,0.0014294332894590304,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.007132318546729999,1.1673823343367905e-05,2.0661409463296636e-06,0.007132318546729999,4.24189875592695e-05,7.5077037333999995e-06,0.002852927418692,4.3215054349926136e-05,7.64859897772654e-06,0.0,0.0,0.0,0.000713231854673,0.00010891361670623276,1.9276536612783783e-05,0.002139695564019,0.00021209493779634806,3.7538518667e-05,p01_low,a01_low
42,6,Q1,Q,False,False,False,False,False,True,0.006084621013456082,0.013984615384615207,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.206877114457504,0.000338606144991918,5.992963918235922e-05,0.206877114457504,0.0012303878026443174,0.0002177653836394779,0.048676968107648,0.0007373401119773565,0.00013050125498028956,0.0,0.0,0.0,0.012169242026912,0.0018582963632942835,0.0003288984331597838,0.03042310506728,0.0030156563790301972,0.0005337386853908772,p04,a03
43,6,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
44,6,Q3,Q,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
45,6,S1,S,False,False,True,False,True,True,0.0029489548972863044,0.013984615384615484,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.27720176034491223,0.00045371001863352616,8.030178457268605e-05,0.0117958195891452,7.015484812196789e-05,1.2416652199100212e-05,0.0471832783565808,0.0007147142704114706,0.0001264967248165705,0.0,0.0,0.0,0.0088468646918589,0.001350954845591952,0.0002391044511313216,0.0088468646918589,0.0008769356015246005,0.00015520815248875263,p02,a04
46,6,S2,S,False,False,True,False,True,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
47,6,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
48,6,S4,S,False,False,False,False,False,True,0.0051375072119564935,0.013984615384614929,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.179812752418474,0.0002943085467740928,5.208944160442468e-05,0.179812752418474,0.0010694243194359673,0.00018927658149313052,0.0616500865434768,0.0009338519526288819,0.0001652817333605276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p04,a03
49,7,Q1,Q,False,False,False,False,False,True,0.0013228404610279715,0.01398461538461504,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0105827236882232,1.7321274424097767e-05,3.065678936333488e-06,0.0105827236882232,6.294004138103738e-05,1.1139709145498104e-05,0.0013228404610279,2.0037881806965702e-05,3.5464891716565683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p01_low,a03
50,7,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
51,7,Q3,Q,False,False,False,False,False,False,0.0,4.440892098500626e-16,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
52,7,S1,S,False,False,True,True,True,True,0.00530433156946003,0.013984615384615207,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.9396830096862125,0.0015380262928484125,0.0002722140816008727,0.2012758526585985,0.0011970746726982472,0.0002118693185879984,0.08486930511136,0.001285567802741161,0.00022753164909211795,0.0,0.0,0.0,0.00530433156946,0.0008099945784163058,0.0001433603126881081,0.02121732627784,0.0021031438176423384,0.00037223379434807015,p04,a03
53,7,S2,S,False,False,True,False,True,True,0.007326249425923748,0.013984615384615748,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,1.1748300706071908,0.0019229032765274742,0.00034033316066256974,0.2117340737730361,0.0012592742433482163,0.00022287797239266957,0.1723263452053958,0.002610333626149392,0.0004620009254836349,0.0,0.0,0.0,0.0219787482777711,0.003356250775851044,0.0005940202237235433,0.0219787482777711,0.0021786189246752394,0.0003855920750486158,p05_high,a05_high
54,7,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
55,7,S4,S,False,False,False,False,False,True,0.002582277320388071,0.005729721603513788,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,6,0.0354302450589717,5.799045837910564e-05,1.0263686285913008e-05,0.0354302450589717,0.00021071901297333974,3.729499479891758e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002582277320388,0.00025596536107776397,4.5303110884e-05,p02,a02
56,8,Q1,Q,False,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
57,8,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
58,8,Q3,Q,False,False,False,False,False,True,0.007240170439171911,0.013842864558349141,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.2784717212557291,0.0004557886273255981,8.066967591417413e-05,0.2784717212557291,0.0016561919384504898,0.0002931281276376096,0.0467862672022283,0.0007087004971551092,0.00012543235174860136,0.0,0.0,0.0,0.0217205113175157,0.003316816865090658,0.0005870408464193432,0.0289606817566876,0.0028706952984410383,0.0005080821360822386,p04,a02
59,8,S1,S,False,False,True,False,True,True,0.003018784309699568,0.013984615384615484,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.2934336292267817,0.0004802775322152815,8.500394821169806e-05,0.030187843096995,0.0001795401779074642,3.177667694420526e-05,0.0506121742996843,0.0007666538758744781,0.00013568947533427426,0.0,0.0,0.0,0.0090563529290985,0.0013829446136115519,0.00024476629538104053,0.0090563529290985,0.0008977008895373232,0.00015888338472102632,p03,a04
60,8,S2,S,False,False,True,False,True,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
61,8,S3,S,True,True,True,True,True,True,0.006044588175591115,0.04358494704575122,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,1.309964302068062,0.002144084248097969,0.00037947980940557994,0.181337645267733,0.0010784935176746792,0.00019088173186077156,0.0791018723951858,0.0011982049358641338,0.00021206936298977428,0.2909459890108337,0.004467018263811761,0.0007906141005729176,0.0,0.0,0.0,0.0,0.0,0.0,p04,a05_high
62,8,S4,S,False,False,False,False,False,True,0.004880197548904841,0.013984615384615706,id01_b2,id01,between_train_runs,11-16,interior,False,0,14,5,0.18056730930947762,0.00029554356786721766,5.230802703055551e-05,0.1756871117605728,0.0010448873475389726,0.00018493380185323453,0.0341613828423336,0.0005174635732152356,9.158547678909814e-05,0.0,0.0,0.0,0.0048801975489048,0.0007452274625841038,0.00013189723105148108,0.014640592646714402,0.0014512324271374656,0.00025685250257393685,p04,a05_high
63,9,Q1,Q,False,False,False,False,False,True,0.0020750565641324548,0.013984615384615262,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.026836878779095102,4.392526496144383e-05,7.774298603445857e-06,0.026836878779095102,0.0001596105417335833,2.8249346083258002e-05,0.0041501131282648,6.286432778529356e-05,1.1126308654865416e-05,0.0,0.0,0.0,0.0020750565641324,0.0003168701927556013,5.608260984141622e-05,0.0020750565641324,0.00020568766898170616,3.640450112512983e-05,p02,a03
64,9,Q2,Q,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
65,9,Q3,Q,False,False,False,False,False,True,0.005102106078638757,0.013984615384615373,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.16414276210318302,0.000268660688011971,4.755004695920713e-05,0.16414276210318302,0.0009762281000182361,0.0001727818548454558,0.0563686808412551,0.0008538512372338293,0.00015112246874331126,0.0,0.0,0.0,0.0206539382907842,0.00315394650945308,0.000558214548399573,0.0206539382907842,0.002047298611399368,0.0003623497945751614,p04,a04
66,9,S1,S,False,False,True,True,True,True,0.004773350791322628,0.013984615384615262,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.8086088575869388,0.0013234906567206363,0.0002342435856277343,0.15229881299163311,0.0009057870047805874,0.00016031453999119276,0.0415392710031637,0.0006292210037649858,0.00011136533781009035,0.0,0.0,0.0,0.0047733507913226,0.000728911496428965,0.00012900948084655677,0.0190934031652904,0.0018926123065173132,0.00033497198535597193,p04,a03
67,9,S2,S,False,False,True,False,True,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
68,9,S3,S,True,False,False,False,False,False,0.0,0.0,id01_b2,id01,between_train_runs,11-16,interior,False,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
