method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,weighted_pattern_nll,mean_pattern_nll,weighted_margin_only_pattern_nll,weighted_joint_gain_vs_own_margins,weighted_pair_mse,mean_pred_entropy,mean_pred_top_mass,family,context,fallback,k,alpha,strength,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,hidden_dist_median,true_pattern_entropy_weighted,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,delta_pattern_nll_vs_subject,delta_pattern_nll_vs_raw,delta_pair_mse_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,pattern_beats_raw,row_beats_raw,joint_beats_margin,fixes_s3_vs_subject,hidden_mixmin_negative,joint_gate
struct_raw_calendar_subject_fbraw_k16_a12_w0.35,369,0.6101527522313779,0.287920708551199,0.19621768238084375,0.9045156578043771,0.0,4.186798557589105,4.192845105628597,4.271069265619646,-0.08427070803054044,0.059459377819626444,4.376209071175714,0.048804384457114186,structural_knn,raw_calendar_subject,raw,16.0,12.0,0.35,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,-0.0028432337573224276,0.004884173586603979,-0.10422530395561669,-0.05008179907906207,0.0013405475786322646,36.0,0.00019697839182081318,-0.0001252938943957251,0.0007403117469574589,0.5,0.018311592475626637,0.010495584748048126,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a24_w0.65,369,0.6085978348824204,0.2863657912022414,0.19309510249949488,0.8901213261562078,0.0,4.186945289068847,4.167230718602905,4.260187154228155,-0.07324186515930796,0.06004315456562217,4.155093825686344,0.06617296427493045,structural_knn,raw_calendar_subject,subject,8.0,24.0,0.65,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.004398151106279946,0.0033292562376464607,-0.10407857247587504,-0.049935067599320426,0.0019243243246279892,36.0,0.0002945138101969037,6.372542685863071e-05,0.00078203282448627,0.5277777777777778,0.000799566187852041,-0.00701644153972647,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k16_a24_w0.35,369,0.608147048985572,0.2859150053053932,0.1942147380961144,0.8952825731747714,0.0,4.1870248978966735,4.191389753896988,4.2570293428990045,-0.07000444500233133,0.05882328156114923,4.377122073947823,0.04880929173341448,structural_knn,raw_calendar_subject,raw,16.0,24.0,0.35,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,-0.004848937003128273,0.002878470340798134,-0.10399896364804828,-0.049855458771493666,0.0007044513201550501,36.0,0.0002311242456406458,-7.754632883289721e-05,0.0007330742790604697,0.5277777777777778,0.014587330455709813,0.0067713227281313015,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a12_w0.35,369,0.6086744130850268,0.28644236940484785,0.19285667736234907,0.8890222444264382,0.0,4.188562837770481,4.168231511416924,4.260723931620368,-0.07216109384988771,0.060117831598746875,4.151029739076005,0.06705412155134881,structural_knn,raw_calendar_subject,subject,8.0,12.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.004321572903673521,0.003405834440252886,-0.10246102377424116,-0.04831751889768654,0.0019990013577526958,36.0,0.00031536716399919963,8.996482764216823e-05,0.00077933312206266,0.5277777777777778,4.0343410571463956e-05,-0.007775664317007047,True,False,True,False,False,False
struct_raw_subject_fbsubject_k16_a24_w0.65,369,0.6108398099327338,0.2886077662525548,0.19692866293794334,0.9077931047627142,0.0,4.189747815393628,4.155878514512814,4.275878669529137,-0.08613085413550865,0.060751781289619486,4.196556684724649,0.06228330977967122,structural_knn,raw_subject,subject,16.0,24.0,0.65,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,-0.002156176055966519,0.005571231287959888,-0.10127604615109398,-0.047132541274539363,0.0026329510486253066,36.0,0.00021066310060087373,-2.236972261515225e-05,0.0008018502804934871,0.5277777777777778,0.008454174680902371,0.0006381669533238599,True,False,True,False,False,False
struct_raw_subject_fbsubject_k16_a24_w0.35,369,0.6090142644431695,0.2867822207629906,0.19359863204843716,0.8924424745647473,0.0,4.189806957305503,4.158720535693736,4.263102082779716,-0.07329512547421313,0.06033366730276571,4.171364141853038,0.0666020521481916,structural_knn,raw_subject,subject,16.0,24.0,0.35,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,-0.003981721545530781,0.003745685798395626,-0.10121690423921859,-0.04707339936266397,0.0022148370617715296,36.0,0.0003188746073774106,0.00010483116968592412,0.0007837047540948554,0.4722222222222222,0.0008297112418951258,-0.006986296485683385,True,False,True,False,False,False
struct_raw_calendar_fbraw_k16_a24_w0.65,369,0.612377418967591,0.29014537528741213,0.19729809223660114,0.9094960837248198,0.0,4.191171877803714,4.2086942667415235,4.286641932773137,-0.09547005496942347,0.06016918981832999,4.359258427572806,0.05081693201522071,structural_knn,raw_calendar,raw,16.0,24.0,0.65,16.0,16.0,0.9719325249919848,0.9092222569088875,1.6099542188683007,-0.0006185670211092953,0.0071088403228171115,-0.0998519837410079,-0.045708478864453284,0.0020503595773358127,36.0,0.0002477518582490764,-0.00010539489183538183,0.0007252124272546426,0.4722222222222222,0.023156393835760736,0.015340386108182225,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a12_w0.35,369,0.6079693874833176,0.28573734380313875,0.19371693614311442,0.8929878275865518,0.0,4.191277507549155,4.197231738865275,4.255785712383224,-0.06450820483406805,0.058711360224230125,4.357872188793784,0.04993057058623625,structural_knn,raw_calendar_subject,raw,8.0,12.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.005026598505382673,0.0027008088385437334,-0.09974635399556675,-0.045602849119012134,0.0005925299832359454,36.0,0.00019984899724144372,-9.869125687568471e-05,0.000739473741293229,0.5277777777777778,0.014073729354364684,0.006257721626786172,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a4_w0.35,369,0.6092122948589845,0.2869802511788056,0.19425413947754225,0.8954642039330604,0.0,4.192128446963774,4.17404411368969,4.264486532673161,-0.07235808570938736,0.060092067184936135,4.156947410462069,0.06489826216577928,structural_knn,raw_calendar_subject,subject,8.0,4.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0037836911297157716,0.003943716214210635,-0.09889541458094797,-0.044751909704393356,0.0019732369439419556,36.0,0.0002288643641460915,-1.888009304275053e-05,0.0007905318881871516,0.5277777777777778,0.004214820484279014,-0.0036011872432994974,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a24_w0.65,369,0.6086619093809201,0.2864298657007413,0.19438861186197529,0.8960840888271545,0.0,4.192132161598447,4.1988643872421845,4.2606333656664415,-0.06850120406799515,0.05891650349599117,4.354531877795713,0.05007806305106299,structural_knn,raw_calendar_subject,raw,8.0,24.0,0.65,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0043340766077801796,0.0033933307361462273,-0.09889169994627522,-0.04474819506972061,0.0007976732549969875,36.0,0.00018201792285199957,-0.00011999488596862254,0.0007432162767562849,0.5277777777777778,0.01535494637589263,0.00753893864831412,True,False,True,False,False,False
struct_raw_fbsubject_k16_a12_w0.35,369,0.6106846713331032,0.2884526276529242,0.19585125481647442,0.9028265161052113,0.0,4.192996819839659,4.153987381718236,4.274793024729583,-0.08179620488992252,0.06057462115993605,4.181804311204963,0.06383884110376488,structural_knn,raw,subject,16.0,12.0,0.35,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.0023113146555970854,0.0054160926883293214,-0.0980270417050626,-0.043883536828507985,0.0024557909189418733,36.0,0.00040648711383176956,0.00013032485990053678,0.0007677394124584819,0.5,0.006562761498817626,-0.0012532462287608848,True,False,True,False,False,False
struct_raw_subject_fbsubject_k16_a4_w0.35,369,0.6114921053086493,0.28926006162847034,0.19760555308369626,0.9109134032394782,0.0,4.193081576367628,4.158699121217349,4.280444737160545,-0.08736316079291745,0.060953308415794896,4.196942864245599,0.06217892644094592,structural_knn,raw_subject,subject,16.0,4.0,0.35,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,-0.0015038806800510285,0.006223526663875378,-0.09794228517709413,-0.04379878030053952,0.002834478174800717,36.0,0.00019262785033342117,-4.3569870482640894e-05,0.0008048745351484493,0.5277777777777778,0.01016781487766294,0.0023518071500844284,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k16_a24_w0.65,369,0.6125866515781586,0.2903546078979798,0.19857155096991214,0.915366417885693,0.0,4.193868779496577,4.201069735787712,4.288106561047111,-0.09423778155053379,0.060295987207908325,4.366591941749567,0.050048393050477195,structural_knn,raw_calendar_subject,raw,16.0,24.0,0.65,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,-0.00040933441054169517,0.007318072933384712,-0.09715508204814505,-0.04301157717159043,0.0021771569669141455,36.0,0.000162832538000986,-0.0001730414599585453,0.0007475492148544361,0.5,0.022507006053840706,0.014690998326262195,True,False,True,False,False,False
struct_raw_subject_fbraw_k16_a24_w0.35,369,0.6085439661908476,0.2863119225106687,0.19465673584421656,0.8973200749891932,0.0,4.194303993182246,4.190263080553285,4.2598077633359335,-0.06550377015368719,0.05899020108853675,4.375897202301491,0.048869986779456094,structural_knn,raw_subject,raw,16.0,24.0,0.35,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,-0.004452019797852702,0.0032753875460737047,-0.09671986836247548,-0.042576363485920865,0.0008713708475425741,36.0,0.00020335643744911363,-8.38249199651814e-05,0.000743845372906798,0.5277777777777778,0.015941281902009163,0.008125274174430652,True,False,True,False,False,False
struct_raw_calendar_fbraw_k16_a4_w0.35,369,0.6132076447727174,0.2909756010925385,0.1980041580680303,0.9127508749965296,0.0,4.194654867540323,4.213310837325075,4.292453513409022,-0.09779864586869838,0.060454404877608774,4.353611117531388,0.051458145158368745,structural_knn,raw_calendar,raw,16.0,4.0,0.35,16.0,16.0,0.9719325249919848,0.9092222569088875,1.6099542188683007,0.00021165878401707694,0.007939066127943484,-0.0963689940043988,-0.042225489127844185,0.0023355746366145944,36.0,0.00024290216237950524,-0.00011610716485966888,0.00072590670212287,0.4722222222222222,0.024689280544266334,0.016873272816687823,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a24_w1.00,369,0.6095318750445585,0.2872998313643796,0.19459927402626853,0.8970551900235302,0.0,4.195262541776333,4.177512794838564,4.266723390594061,-0.07146084881772823,0.0601662246268168,4.155177244100145,0.0650018193273461,structural_knn,raw_calendar_subject,subject,8.0,24.0,1.0,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.003464110944141785,0.004263296399784622,-0.09576131976838909,-0.04161781489183447,0.002047394385822618,36.0,0.00021341743484230188,-3.8316686766354665e-05,0.0007925316674982387,0.5277777777777778,0.0052267906419406485,-0.0025892170856378627,True,False,True,False,False,False
struct_raw_fbraw_k16_a24_w0.35,369,0.6091719903532902,0.2869399466731113,0.19506844921392472,0.8992179732056531,0.0,4.195395337505601,4.183279388924334,4.264203932473031,-0.06880859496743001,0.05908392658133929,4.371728326456962,0.04840399148938457,structural_knn,raw,raw,16.0,24.0,0.35,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.003823995635410138,0.003903411708516269,-0.09562852403912103,-0.04148501916256642,0.0009650963403451118,36.0,0.00030255921796164427,-2.145902476755607e-05,0.0007263186990559717,0.5277777777777778,0.018581973810638086,0.010765966083059575,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a24_w0.35,369,0.6066238289874278,0.28439178530724896,0.19241630964764944,0.8869922566684331,0.0,4.195410718877392,4.199032856222281,4.246366804104264,-0.05095608522687169,0.058351062847104375,4.359104314453542,0.05012077698382524,structural_knn,raw_calendar_subject,raw,8.0,24.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0063721570012724715,0.0013552503426539353,-0.09561314266732968,-0.04146963779077506,0.00023223260611019564,36.0,0.00024145483748347574,-4.8982788992184296e-05,0.000730741158546076,0.5277777777777778,0.011377733383494348,0.0035617256559158372,True,False,True,False,False,False
struct_raw_fbsubject_k16_a24_w0.35,369,0.6100660147318303,0.2878339710516514,0.19420571687842575,0.8952409875615237,0.0,4.195861960603237,4.15754501767095,4.270464074622335,-0.07460211401909807,0.06052239942895887,4.167511414617653,0.06648728236883238,structural_knn,raw,subject,16.0,24.0,0.35,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.002929971256870001,0.004797436087056406,-0.09516190094148502,-0.04101839606493041,0.0024035691879646937,36.0,0.0004180773891500781,0.00016719706499287404,0.0007661780806673577,0.4166666666666667,0.002226601438120701,-0.00558940628945781,True,False,True,False,False,False
struct_raw_subject_fbraw_k16_a12_w0.35,369,0.6108753937770496,0.2886433500968708,0.19698413096559936,0.9080487988414214,0.0,4.196822898206443,4.191784908346149,4.276127756439347,-0.07930485823290412,0.059767640025169246,4.373533368373796,0.04866267236233812,structural_knn,raw_subject,raw,16.0,12.0,0.35,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,-0.002120592211650729,0.005606815132275678,-0.09420096333827921,-0.04005745846172459,0.0016488097841750662,36.0,0.00015731009440435152,-0.00013426331029897393,0.0007556990238807881,0.5277777777777778,0.0204973555044351,0.012681347776856589,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a12_w0.65,369,0.6097538855168957,0.28752184183671675,0.19485823815489733,0.8982489514945269,0.0,4.19745639510545,4.17990036761341,4.268277370346613,-0.07082097524116253,0.0602221748371514,4.153737010026683,0.06514357897609153,structural_knn,raw_calendar_subject,subject,8.0,12.0,0.65,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.003242100471804621,0.004485306872121786,-0.09356746643927139,-0.03942396156271677,0.002103344596157221,36.0,0.00020414927794035415,-4.997864233348346e-05,0.0007937315354023988,0.5277777777777778,0.005869876644408745,-0.0019461310831697665,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k16_a4_w0.35,369,0.6134904451462274,0.2912584014660486,0.19942417274561194,0.9192967963151382,0.0,4.197660414873627,4.205156548930647,4.294433116023592,-0.0967727011499656,0.060619415477213986,4.361600647422484,0.05065619580985323,structural_knn,raw_calendar_subject,raw,16.0,4.0,0.35,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,0.0004944591575271051,0.008221866501453512,-0.09336344667109486,-0.03921994179454025,0.0025005852362198072,36.0,0.00015145058672772288,-0.00018895731514615027,0.0007499617041534269,0.5,0.024008815183742982,0.01619280745616447,True,False,True,False,False,False
struct_raw_calendar_fbsubject_k16_a12_w0.65,369,0.6135071720991597,0.29127512841898073,0.19805151514793568,0.9129691795843864,0.0,4.199044765367586,4.1978188760355515,4.294550218102616,-0.09550545273503029,0.061275734724800926,4.182999806973827,0.0641642170516882,structural_knn,raw_calendar,subject,16.0,12.0,0.65,16.0,16.0,0.9719325249919848,0.9092222569088875,1.6099542188683007,0.0005111861104594162,0.008238593454385823,-0.09197909617713584,-0.03783559130058123,0.0031569044838067467,36.0,0.0003051639962968809,-2.718940306714935e-05,0.0007582136302822573,0.4444444444444444,0.015621120555823542,0.007805112828245031,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k16_a12_w0.65,369,0.6137124028717139,0.29148035919153503,0.19965531058366223,0.9203622853734674,0.0,4.199428742161633,4.180196207377354,4.295986820101997,-0.09655807794036478,0.0615308765063746,4.1953319946104095,0.06382146502293301,structural_knn,raw_calendar_subject,subject,16.0,12.0,0.65,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,0.0007164168830136042,0.008443824226940011,-0.09159511938308906,-0.03745161450653445,0.003412046265380421,36.0,0.00018385068151133017,-0.0001238273543084403,0.0007901233267603807,0.5277777777777778,0.015107675897539585,0.007291668169961074,True,False,True,False,False,False
struct_raw_fbraw_k16_a12_w0.35,369,0.6116430255358224,0.2894109818556435,0.19744044119819898,0.9101522777185271,0.0,4.199641411496936,4.186536536009608,4.281501178750757,-0.0818597672538201,0.059842792689211916,4.365862471632901,0.04942754724676288,structural_knn,raw,raw,16.0,12.0,0.35,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.001352960452877916,0.006374446891048491,-0.091382450047786,-0.037238945171231386,0.0017239624482177363,36.0,0.00029902835227940184,-4.516917430235358e-05,0.0007306609183796019,0.5,0.024467746925327494,0.016651739197748983,True,False,True,False,False,False
struct_raw_fbsubject_k16_a24_w0.65,369,0.6121670280120942,0.28993498433191534,0.1977872946055252,0.9117511873279087,0.0,4.199763481554677,4.160287402414021,4.285169225224016,-0.08540574366934028,0.06092493780506134,4.185154709815072,0.06323249407325712,structural_knn,raw,subject,16.0,24.0,0.65,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.0008289579766060928,0.006898449367320314,-0.09126037999004488,-0.037116875113490266,0.002806107564067163,36.0,0.0003948968381575256,9.345265455277865e-05,0.0007693007441143326,0.5,0.012268389894406373,0.004452382166827862,True,False,True,False,False,False
struct_raw_subject_fbraw_k8_a12_w0.35,369,0.6084960474892847,0.28626400380910577,0.19458012814871845,0.8969669321977508,0.0,4.200202834032565,4.201751481504897,4.259472332424993,-0.05926949839242833,0.05899646506304416,4.358149855845851,0.049910846302985146,structural_knn,raw_subject,raw,8.0,12.0,0.35,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.004499938499415657,0.0032274688445107502,-0.09082102751215704,-0.03667752263560242,0.0008776348220499788,36.0,0.0001684894092227689,-0.00011666256414946212,0.0007439831254913381,0.5277777777777778,0.016022425209179958,0.008206417481601447,True,False,True,False,False,False
struct_raw_subject_fbsubject_k8_a24_w0.65,369,0.6090876434475926,0.2868555997674136,0.19395938354074965,0.8941054509561388,0.0,4.200415837042216,4.1746176395219425,4.263615794717749,-0.06319995767553255,0.060332861640171404,4.154079892063694,0.06629142574065255,structural_knn,raw_subject,subject,8.0,24.0,0.65,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.003908342541107723,0.0038190648028186835,-0.09060802450250538,-0.036464519625950764,0.0022140313991772242,36.0,0.00025811428975662775,4.2865877162345475e-05,0.0007872669312153237,0.5277777777777778,0.0024887375854169003,-0.005327270142161611,True,False,True,False,False,False
struct_raw_subject_fbsubject_k8_a12_w0.35,369,0.6090370534933995,0.2868050098132206,0.19349893454858583,0.8919828934068957,0.0,4.20067481127285,4.174656631460418,4.263262417773845,-0.06258760650099483,0.06035223012701803,4.1503509828414265,0.06714828450931253,structural_knn,raw_subject,subject,8.0,12.0,0.35,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.003958932495300771,0.003768474848625636,-0.09034905027187179,-0.036205545395317174,0.0022333998860238485,36.0,0.0002840075772345969,7.199352350097583e-05,0.0007838425063232898,0.5277777777777778,0.0013958950179394636,-0.0064201127096390476,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k8_a24_w0.35,369,0.6094334020102126,0.2872013583300337,0.19266047676152845,0.8881178075104601,0.0,4.200872309525662,4.178753428085366,4.26603860212699,-0.06516629260132802,0.060461229199231456,4.133893652102801,0.06947049048159094,structural_knn,raw_calendar_subject,subject,8.0,24.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0035625839784877433,0.0041648233654386635,-0.09015155201905944,-0.03600804714250483,0.0023423989582372767,36.0,0.0003640249890547683,0.00015119009566328748,0.0007730338161820932,0.4722222222222222,-0.001027709234259988,-0.0088437169618385,True,False,True,True,False,False
