name,role,source,file,band,worlds,better_rate_vs_mixmin,median_delta_vs_mixmin,mean_delta_vs_mixmin,p10_delta_vs_mixmin,p90_delta_vs_mixmin,min_delta_vs_mixmin,max_delta_vs_mixmin,median_public_lb_proxy,max_public_lb_proxy,target_mean_delta_Q1,target_mean_delta_Q2,target_mean_delta_Q3,target_mean_delta_S1,target_mean_delta_S2,target_mean_delta_S3,target_mean_delta_S4
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0012228271738010665,0.0012011360336254035,0.0010473213314954322,0.0013183678165595181,0.0009978342683674146,0.0013683285732463135,0.5775294676738011,0.5776749690732463,0.0022550191228884386,0.0012621878150714805,0.00041508815966758865,0.0018877526414174078,0.0013580693497979301,0.0009534028317725081,0.0002764323147621222
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0012083608968203596,0.0011957211588136119,0.001056652373809086,0.0013246781534127395,0.0009978342683674146,0.0013683285732463135,0.5775150013968204,0.5776749690732463,0.0018733244722136944,0.0008505208019743415,0.0004531440631925787,0.0018341621545368142,0.0014397228961231245,0.001879553801729661,3.961992192477726e-05
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,mixmin_fit_gap_random_fit,5,0.0,0.0012228271738010665,0.0012083578787528194,0.0011257454720843274,0.0012749140863707042,0.0010803127069141105,0.0012850606454349878,0.5775294676738011,0.577591701145435,0.002149573278344774,0.0015549996400751943,0.00014587850924714375,0.0017417745324582734,0.0014767810662215885,0.0005217269302878024,0.0008677711946345923
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,postmix_energy_half,14,0.0,0.0010022684130497894,0.001020214172729136,0.0007577961387499443,0.0012774507261367751,0.0006012611483136032,0.0013683285732463135,0.5773089089130499,0.5776749690732463,0.0021408083202082667,0.0010289294956301043,4.295569568696367e-05,0.001316200204482266,0.0013483633167735154,0.0009447958672497782,0.0003194463090727367
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,postmix_energy_quarter,7,0.0,0.0012228271738010665,0.0012011360336254035,0.0010473213314954322,0.0013183678165595181,0.0009978342683674146,0.0013683285732463135,0.5775294676738011,0.5776749690732463,0.0022550191228884386,0.0012621878150714805,0.00041508815966758865,0.0018877526414174078,0.0013580693497979301,0.0009534028317725081,0.0002764323147621222
jepa_public_minimax_bridge_24b5436a,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_24b5436a.csv,postmix_energy_half_random_fit,11,0.0,0.0010803127069141105,0.0010537869330062037,0.0007126851056413752,0.0012850606454349878,0.0006012611483136032,0.0013683285732463135,0.5773869532069141,0.5776749690732463,0.0018873138301575907,0.0010800748034701152,1.2145704305158409e-05,0.0017640078370068798,0.001199226759161499,0.001519985071060558,-8.62454741186988e-05
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,all,29,0.06896551724137931,0.0009254758062620105,0.000973886801119895,0.00042825322016575295,0.0015101273655129476,-0.008934951962009108,0.0104376351382377,0.577232116306262,0.5867442756382377,0.0018937203404036623,0.0006831986276494399,0.0004816488460338974,0.0010443077326616201,0.0015576637575287048,0.0009892297973067641,0.00016743850625520503
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,old_low_anchor_half,15,0.0,0.0009254758062620105,0.0009549450303665793,0.0005767805556996075,0.0012933643799358352,0.00048790087564565265,0.001369836353570908,0.577232116306262,0.5776764768535709,0.0017935067664021235,0.000871653684560784,0.00026728558013098256,0.0010248250784344955,0.001352855148874421,0.0009894738799877234,0.00038501507417558755
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,old_low_anchor_quarter,7,0.0,0.0010129445004348758,0.0009298157284643528,0.000546818237982194,0.0012845687388702177,0.00048790087564565265,0.001369836353570908,0.5773195850004349,0.5776764768535709,0.0015277084295882862,0.000619885515455649,0.00014260004246529384,0.0013441183939412657,0.001072214810573378,0.001847175098744182,-4.499219151760896e-05
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_gap,5,0.0,0.0012277236624030907,0.0012047244569711956,0.001097677822785137,0.0012933643799358352,0.0010582077048852945,0.0013052060638137908,0.5775343641624031,0.5776118465638138,0.0020834451457013127,0.0015549996400751943,0.00013803405183092642,0.0017408874001758057,0.0014958432262183851,0.000534416278729366,0.0008854454560675463
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_2gap,8,0.0,0.0012516627582609963,0.0012255188825705254,0.0010446287435501688,0.001378209824010368,0.0010129445004348758,0.0013977479217024413,0.577558303258261,0.5777043884217025,0.0024752996738720556,0.0011889642639818926,0.0009455061498713085,0.0016328752055844234,0.0015709010481881336,0.000749059786280204,1.6026050215736665e-05
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_5gap,18,0.0,0.0010355761026600852,0.0011012470042775007,0.0008148977270216351,0.0014303403963090268,0.0007696624343180858,0.0015250788126671688,0.57734221660266,0.5778317193126672,0.002504908671546044,0.0008422243450502132,0.0008111344886234168,0.001124835375689282,0.0016859117766017272,0.0005419424352622388,0.00019777193716960826
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.0012277236624030907,0.0012047244569711956,0.001097677822785137,0.0012933643799358352,0.0010582077048852945,0.0013052060638137908,0.5775343641624031,0.5776118465638138,0.0020834451457013127,0.0015549996400751943,0.00013803405183092642,0.0017408874001758057,0.0014958432262183851,0.000534416278729366,0.0008854454560675463
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0012277236624030907,0.0012009147341231088,0.001040102423105127,0.0013310581797166376,0.0010129445004348758,0.001369836353570908,0.5775343641624031,0.5776764768535709,0.002187469530494281,0.0012621878150714805,0.00043043518284411963,0.0018895692419361812,0.001377685667288813,0.0009765067550645545,0.0002825489461624039
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0011923033310189957,0.0011918468790109438,0.0010561260501948833,0.001327202546220563,0.0010129445004348758,0.001369836353570908,0.577498943831019,0.5776764768535709,0.0017956718618406808,0.0008505208019743415,0.0004666349195840136,0.0018529710716482933,0.0014638861232193767,0.0019063665102096727,6.8768646003247724e-06
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,mixmin_fit_gap_random_fit,5,0.0,0.0012277236624030907,0.0012047244569711956,0.001097677822785137,0.0012933643799358352,0.0010582077048852945,0.0013052060638137908,0.5775343641624031,0.5776118465638138,0.0020834451457013127,0.0015549996400751943,0.00013803405183092642,0.0017408874001758057,0.0014958432262183851,0.000534416278729366,0.0008854454560675463
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,postmix_energy_half,14,0.0,0.0009999944491206891,0.001018053502703818,0.0007220743988146094,0.0012963248009053242,0.0005860964795398882,0.001369836353570908,0.5773066349491207,0.5776764768535709,0.00208017811457119,0.0010289294956301043,3.5390326640667115e-05,0.0013147764495687767,0.0013814640320322091,0.0009640795712962906,0.00032155652918759915
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,postmix_energy_quarter,7,0.0,0.0012277236624030907,0.0012009147341231088,0.001040102423105127,0.0013310581797166376,0.0010129445004348758,0.001369836353570908,0.5775343641624031,0.5776764768535709,0.002187469530494281,0.0012621878150714805,0.00043043518284411963,0.0018895692419361812,0.001377685667288813,0.0009765067550645545,0.0002825489461624039
jepa_public_minimax_bridge_40b1c814,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_40b1c814.csv,postmix_energy_half_random_fit,11,0.0,0.0010582077048852945,0.0010451537916571496,0.0006673252280211539,0.0013052060638137908,0.0005860964795398882,0.001369836353570908,0.5773648482048853,0.5776764768535709,0.001823876941087079,0.0010800748034701152,5.975103467559251e-08,0.0017384943689999716,0.001210651404349788,0.0015502941294198056,-8.737485676125655e-05
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,all,29,0.06896551724137931,0.0009027912622771028,0.0009746312662458738,0.00042490951977396384,0.0014605845014765916,-0.00887390378852182,0.01041584382043681,0.5772094317622771,0.5867224843204368,0.0019611390685743287,0.0006831986276494399,0.00044864280881844616,0.0010448548303197663,0.0015446089702768693,0.0009820763994274665,0.00015789815865473416
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,old_low_anchor_half,15,0.0,0.0009027912622771028,0.0009587087043924229,0.0005774792747573976,0.001283519987517945,0.000557862054183289,0.001370500912969419,0.5772094317622771,0.5776771414129694,0.0018663508991436947,0.000871653684560784,0.0002443790811146096,0.001028564091585878,0.0013313387707656443,0.0009813975087625381,0.0003872768948136818
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,old_low_anchor_quarter,7,0.0,0.0009995536465826627,0.0009478883845796617,0.0005866350440124401,0.0012820562075154475,0.0005591677362473124,0.001370500912969419,0.5773061941465827,0.5776771414129694,0.001635142721443875,0.000619885515455649,0.00014591683136588873,0.0013725089436462587,0.0010587973245669371,0.0018349311743341503,-3.1963818755269866e-05
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_gap,5,0.0,0.001223093070546133,0.001206524257794306,0.0011143377901439155,0.001283519987517945,0.0010755998085745233,0.001294632642883986,0.5775297335705462,0.577601273142884,0.002149573278344774,0.0015549996400751943,0.00010857834169546443,0.0017417745324582734,0.0014826362456433872,0.0005338471743455475,0.000874260591997289
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_2gap,8,0.0,0.001244972037507508,0.001219037061073125,0.0010527859599769652,0.0013558847219337978,0.0009995536465826627,0.001370500912969419,0.5775516125375075,0.5776771414129694,0.0025415882528453115,0.0011889642639818926,0.0008947132734297425,0.001621911359650209,0.0015495797289545934,0.0007348941635814954,1.6083850685327805e-06
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_5gap,18,0.0,0.0010400091725064065,0.0010930945106186567,0.000838257669283815,0.0013958076981483104,0.000763589299286771,0.0014834950531200652,0.5773466496725064,0.5777901355531201,0.002552673547256591,0.0008422243450502132,0.0007643781545468853,0.001113354753182114,0.0016595786980278587,0.0005357579603123121,0.0001836941159545851
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.001223093070546133,0.001206524257794306,0.0011143377901439155,0.001283519987517945,0.0010755998085745233,0.001294632642883986,0.5775297335705462,0.577601273142884,0.002149573278344774,0.0015549996400751943,0.00010857834169546443,0.0017417745324582734,0.0014826362456433872,0.0005338471743455475,0.000874260591997289
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.001223093070546133,0.0012003822640748016,0.001045181343777779,0.0013249799509181593,0.0009995536465826627,0.001370500912969419,0.5775297335705462,0.5776771414129694,0.0022550191228884386,0.0012621878150714805,0.00039959544504933727,0.0018877526414174078,0.00136342964757556,0.0009607503145040917,0.0002739408620171365
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0011977689165220684,0.0011913980981490546,0.001051420981357265,0.0013262785602424331,0.0009995536465826627,0.001370500912969419,0.577504409416522,0.5776771414129694,0.0018733244722136944,0.0008505208019743415,0.0004386332720872077,0.0018341621545368142,0.0014488977119254676,0.0018844637324645641,9.784541841334482e-06
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,mixmin_fit_gap_random_fit,5,0.0,0.001223093070546133,0.001206524257794306,0.0011143377901439155,0.001283519987517945,0.0010755998085745233,0.001294632642883986,0.5775297335705462,0.577601273142884,0.002149573278344774,0.0015549996400751943,0.00010857834169546443,0.0017417745324582734,0.0014826362456433872,0.0005338471743455475,0.000874260591997289
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,postmix_energy_half,14,0.0,0.0010019860915104761,0.0010191442365638595,0.0007513232561554117,0.001286298151359455,0.0006049465825225253,0.001370500912969419,0.5773086265915105,0.5776771414129694,0.0021408083202082667,0.0010289294956301043,1.1501624913407798e-05,0.001316200204482266,0.0013612628796705844,0.0009534019229631786,0.00032190520807918413
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,postmix_energy_quarter,7,0.0,0.001223093070546133,0.0012003822640748016,0.001045181343777779,0.0013249799509181593,0.0009995536465826627,0.001370500912969419,0.5775297335705462,0.5776771414129694,0.0022550191228884386,0.0012621878150714805,0.00039959544504933727,0.0018877526414174078,0.00136342964757556,0.0009607503145040917,0.0002739408620171365
jepa_public_minimax_bridge_46070926,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_46070926.csv,postmix_energy_half_random_fit,11,0.0,0.0010755998085745233,0.0010523426527648816,0.0007055119806915755,0.001294632642883986,0.0006049465825225253,0.001370500912969419,0.5773822403085745,0.5776771414129694,0.0018873138301575907,0.0010800748034701152,-4.765369513710043e-06,0.0017640078370068798,0.0012016131367030786,0.0015274247332002424,-8.927040167013138e-05
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,all,29,0.06896551724137931,0.0009064120652183538,0.0009759122335713158,0.0004181900533093863,0.0014740820530650734,-0.00886869804075685,0.01040945893927303,0.5772130525652184,0.586716099439273,0.0019611390685743287,0.0006831986276494399,0.00045461669182149053,0.0010448548303197663,0.0015451772810596248,0.00098669472791145,0.00015570440766317313
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,old_low_anchor_half,15,0.0,0.0009064120652183538,0.0009599657200470254,0.0005873746993197981,0.0012700581764226505,0.0005493734118212634,0.0013593848404673814,0.5772130525652184,0.5776660253404674,0.0018663508991436947,0.000871653684560784,0.00024946632014779537,0.001028564091585878,0.00133250855416062,0.0009949756856930225,0.0003762408050374052
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,old_low_anchor_quarter,7,0.0,0.0009879818306610666,0.000951665100944973,0.0005952424665197631,0.0012846884324810182,0.0005716391649198682,0.0013593848404673814,0.5772946223306611,0.5776660253404674,0.001635142721443875,0.000619885515455649,0.0001430239547700924,0.0013725089436462587,0.0010596948756532007,0.0018413459915235242,-9.946295877868597e-06
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_gap,5,0.0,0.001234890827156776,0.001208665330690284,0.0011246539860946037,0.0012700581764226505,0.0010807932404952592,0.0012758959195017239,0.5775415313271568,0.5775825364195017,0.002149573278344774,0.0015549996400751943,0.0001300365342099541,0.0017417745324582734,0.0014770099735992304,0.00054222250707896,0.0008650408490652239
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_2gap,8,0.0,0.001248096194480408,0.001218713771857921,0.0010529498175450014,0.001359127247338665,0.0009879818306610666,0.0013593848404673814,0.5775547366944804,0.5776660253404674,0.0025415882528453115,0.0011889642639818926,0.0008891447716705692,0.001621911359650209,0.0015493695453328848,0.0007359707228026119,4.047486721600602e-06
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_5gap,18,0.0,0.0010429075198534754,0.001095542869679605,0.0008400571231115484,0.0013920152941682695,0.0007621477856025738,0.0014977981874439994,0.5773495480198535,0.577804438687444,0.002552673547256591,0.0008422243450502132,0.0007813183710745661,0.001113354753182114,0.001661701844594669,0.0005425911045089444,0.00017493612209015487
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.001234890827156776,0.001208665330690284,0.0011246539860946037,0.0012700581764226505,0.0010807932404952592,0.0012758959195017239,0.5775415313271568,0.5775825364195017,0.002149573278344774,0.0015549996400751943,0.0001300365342099541,0.0017417745324582734,0.0014770099735992304,0.00054222250707896,0.0008650408490652239
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.001234890827156776,0.001198670474939981,0.0010436686765615821,0.001309291487887987,0.0009879818306610666,0.0013593848404673814,0.5775415313271568,0.5776660253404674,0.0022550191228884386,0.0012621878150714805,0.0003936322574748915,0.0018877526414174078,0.0013623762592916183,0.0009602997412824063,0.0002694254871532996
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0012126679658251982,0.001193175650694711,0.0010487208128108327,0.0013220366364741997,0.0009879818306610666,0.0013593848404673814,0.5775193084658252,0.5776660253404674,0.0018733244722136944,0.0008505208019743415,0.0004401981467792859,0.0018341621545368142,0.0014553534319732553,0.0018746197285960942,2.4050818789339568e-05
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,mixmin_fit_gap_random_fit,5,0.0,0.001234890827156776,0.001208665330690284,0.0011246539860946037,0.0012700581764226505,0.0010807932404952592,0.0012758959195017239,0.5775415313271568,0.5775825364195017,0.002149573278344774,0.0015549996400751943,0.0001300365342099541,0.0017417745324582734,0.0014770099735992304,0.00054222250707896,0.0008650408490652239
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,postmix_energy_half,14,0.0,0.0009965018149363791,0.0010202496445125672,0.0007524468149890607,0.0012715176121924187,0.000610978000919693,0.0013593848404673814,0.5773031423149364,0.5776660253404674,0.0021408083202082667,0.0010289294956301043,2.419594661356994e-05,0.001316200204482266,0.0013629737235301778,0.0009631778998988197,0.0003054619212248176
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,postmix_energy_quarter,7,0.0,0.001234890827156776,0.001198670474939981,0.0010436686765615821,0.001309291487887987,0.0009879818306610666,0.0013593848404673814,0.5775415313271568,0.5776660253404674,0.0022550191228884386,0.0012621878150714805,0.0003936322574748915,0.0018877526414174078,0.0013623762592916183,0.0009602997412824063,0.0002694254871532996
jepa_public_minimax_bridge_89f392ee,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_89f392ee.csv,postmix_energy_half_random_fit,11,0.0,0.0010807932404952592,0.001052097084001174,0.0007063359379964051,0.0012758959195017239,0.000610978000919693,0.0013593848404673814,0.5773874337404953,0.5776660253404674,0.0018873138301575907,0.0010800748034701152,-5.438554937963293e-06,0.0017640078370068798,0.0012022318512018597,0.0015258874362906133,-8.939761518088719e-05
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,all,29,0.06896551724137931,0.0009294743742369604,0.0009733862883729342,0.0004256701372052918,0.0015139811558243955,-0.008943931417149664,0.010447178256247525,0.577236114874237,0.5867538187562475,0.0018945941737995077,0.0006831986276494399,0.00048214867403899726,0.0010426064891018545,0.0015571773109390365,0.0009888850040581205,0.00016509373902358685
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,old_low_anchor_half,15,0.0,0.0009294743742369604,0.0009541526460669525,0.0005746064133951067,0.0012883585193413482,0.00048827277574881034,0.0013711195269935361,0.577236114874237,0.5776777600269936,0.0017947920954777042,0.000871653684560784,0.0002670195540232179,0.0010205646973943327,0.001352976167121563,0.0009890363429802282,0.00038302598091083015
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,old_low_anchor_quarter,7,0.0,0.0010121567751639748,0.0009282649035681054,0.0005452464797789158,0.0012842912742142777,0.00048827277574881034,0.0013711195269935361,0.577318797275164,0.5776777600269936,0.0015283625822470257,0.000619885515455649,0.00014436141802355782,0.0013322382822316206,0.001072267459548526,0.0018480424657280534,-4.7303398257758644e-05
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,mixmin_fit_gap,5,0.0,0.0012264057723614386,0.0012016164423868992,0.0010952770120819856,0.0012883585193413482,0.001056279846300856,0.0012985449316696984,0.5775330462723615,0.5776051854316697,0.0020825411937302808,0.0015549996400751943,0.0001383094937138951,0.0017285553883988336,0.001494329291684926,0.000527928335354777,0.0008846517537502097
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,mixmin_fit_2gap,8,0.0,0.0012497423366051308,0.0012244063209174566,0.0010430429249597916,0.001380951284869769,0.0010121567751639748,0.0014038920532476462,0.5775563828366052,0.5777105325532477,0.002475960439908498,0.0011889642639818926,0.0009482782013887497,0.0016254411814240338,0.0015704426207966207,0.0007468257927204236,1.4931746201762852e-05
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,mixmin_fit_5gap,18,0.0,0.0010342183107324154,0.0011012221593300249,0.0008143365312619167,0.001435747497304607,0.0007664804664986313,0.0015295983120385825,0.5773408588107325,0.5778362388120386,0.0025061307792659865,0.0008422243450502132,0.0008114408114817796,0.0011242523175832545,0.0016859800040193286,0.0005427296440426999,0.00019579721386702657
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.0012264057723614386,0.0012016164423868992,0.0010952770120819856,0.0012883585193413482,0.001056279846300856,0.0012985449316696984,0.5775330462723615,0.5776051854316697,0.0020825411937302808,0.0015549996400751943,0.0001383094937138951,0.0017285553883988336,0.001494329291684926,0.000527928335354777,0.0008846517537502097
jepa_public_minimax_bridge_44e3c54f,jepa_public_minimax_bridge,jepa_public_minimax_rawsafe_bridge_selected,analysis_outputs/submission_jepa_public_minimax_bridge_44e3c54f.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0012264057723614386,0.0011987655020131438,0.0010386306178461035,0.0013275747697992335,0.0010121567751639748,0.0013711195269935361,0.5775330462723615,0.5776777600269936,0.0021871173949729516,0.0012621878150714805,0.0004305623280420612,0.0018785626478230455,0.0013770905522556792,0.0009735686816719927,0.00028226909425459786
