method,target,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mixmin_better_block_rate,mean_predicted_rate
raw_phone_td_knn_pair_s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_s2s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_pair_stage_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s3_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_s2s3_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_pair_stage_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_groupcross_stage_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s3_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_s2s3_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_groupcross_stage_k0_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k8_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a8_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a8_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a24_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a24_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_knn_allcross_stage_k16_a24_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s2s3_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_stage_k0_a2_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s2s3_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_stage_k0_a2_w0.50,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s2s3_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_stage_k0_a2_w0.75,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_s2s3_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
raw_phone_td_ridge_allcross_stage_k0_a8_w0.25,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
