feature,e247_only_d_vs_neutral,e256_only_d_vs_neutral,e247_vs_e256_d,e267_moved_d_vs_neutral,mean_e247_only,mean_e256_only,abs_boundary_signal
jepa_prednorm_dateblock_bedtime_phone,0.2852934962692977,-0.5552460471676126,0.7031967710632739,0.0045961267044891275,4.132486107262535,2.5441799507070786,0.7031967710632739
jepa_prednorm_subject_cognitive_money,-0.6015843791337422,-0.031490106450657265,-0.698291831552152,0.2794155081242052,1.390350245109944,2.1600782064220843,0.698291831552152
mobility_context_energy,-0.4746019825058938,0.16105198136370136,-0.6713657753046972,-0.21863984729970765,4.129507426538207,6.498355526693472,0.6713657753046972
jepa_resid_subject_mobility_context,-0.4650988669197477,0.13157021103009872,-0.6442669220562603,-0.2171103465557725,3.031247282681963,4.549744992132655,0.6442669220562603
jepa_resid_subject_physiology_activity,-0.44357931966264696,0.04973088365566269,-0.6436581519305614,0.03551748550904668,2.0812109443340203,2.9124659486573,0.6436581519305614
jepa_resid_dateblock_sensor_measurement,0.26385291992525384,-0.37032787604916656,0.640946789246136,-0.14517819010511596,1.224611053101394,0.8876591877422715,0.640946789246136
diary_state_k8,0.28204444840770265,-0.14466343378287333,0.6316330781516225,-0.12864219651067904,3.769230769230769,2.75,0.6316330781516225
jepa_resid_subject_bedtime_phone,-0.44679688162456016,0.18800483858056455,-0.6129467790316936,-0.27922140011760477,2.370706555824926,3.9581847573053057,0.6129467790316936
jepa_prednorm_dateblock_routine_calendar,-0.17107361499216112,-0.6482844755768331,0.608844796948549,0.14151881835813496,1.5049000800250374,1.1243914053420025,0.608844796948549
diary_state_energy,-0.16846966891322349,0.3759664561158712,-0.6059102618683535,0.04270925395772238,1.9360952146193011,2.327481346869286,0.6059102618683535
media_game_energy,-0.42997055377997384,-0.03952563788741055,-0.5893647614056798,-0.06777154875034894,2.1381659511209596,2.757532183598899,0.5893647614056798
diary_state_k4_0,0.3775543806937722,-0.16901818541713895,0.5733340960458657,-0.23896995829415704,0.7692307692307693,0.5,0.5733340960458657
diary_state_k4_1,-0.3634319412373972,0.05349330852795329,-0.5182351196679885,-0.04998764204642394,0.07692307692307693,0.25,0.5182351196679885
diary_state_k6_0,-0.31439979067556173,0.11964793232994723,-0.5182351196679885,0.02465504594822322,0.07692307692307693,0.25,0.5182351196679885
bedtime_phone_energy,0.06621705780355629,-0.3441243518658396,0.4827232288458882,-0.03943442156159482,4.433980808888184,3.4030258436160823,0.4827232288458882
jepa_resid_dateblock_bedtime_phone,-0.31923912669470667,-0.6504872438379995,0.474354316616663,-0.1293996571470671,2.0546897756940488,1.565132513328932,0.474354316616663
jepa_resid_dateblock_social_comm,-0.15570371285146284,-0.742724504172292,0.47186925835386206,-0.1442722839428429,1.412829562537055,0.9263738934257133,0.47186925835386206
jepa_resid_subject_routine_calendar,-0.5425898697405723,-0.30511240607429985,-0.4629198655043535,0.24475288066973216,1.7597487407419203,2.133778690134729,0.4629198655043535
diary_state_k10_1,1.1836174359512759,-0.09344691717169086,0.4580286124143445,0.21382330627281415,0.15384615384615385,0.0,0.4580286124143445
diary_state_k6_4,0.9003000954097382,-0.13272973433003227,0.4580286124143445,0.10832349814661447,0.15384615384615385,0.0,0.4580286124143445
diary_state_k8_4,1.1836174359512759,-0.09344691717169086,0.4580286124143445,0.21382330627281415,0.15384615384615385,0.0,0.4580286124143445
diary_state_k8_7,-0.09955045671144659,-0.49134133656031365,0.4580286124143445,-0.009152416331735804,0.15384615384615385,0.0,0.4580286124143445
diary_state_k4,-0.3379959866296496,0.015412586334982934,-0.45142656112296925,0.4016764822068638,0.38461538461538464,0.75,0.45142656112296925
diary_state_k6_2,0.2788118466152981,-0.10745226308877678,0.3836329682354105,-0.29797295492920156,0.6923076923076923,0.5,0.3836329682354105
diary_state_k8_3,0.6276847852523186,0.2324965292505235,0.3836329682354105,-0.18347838223673457,0.6923076923076923,0.5,0.3836329682354105
jepa_prednorm_subject_media_game,-0.13056064293782157,-0.4455081967577198,0.3772509749568375,0.30315989903722984,2.3003327794766593,1.9389361653017179,0.3772509749568375
diary_state_pc4,0.35401054662991,-0.09754284550525676,0.3547685458612301,0.1783387115068109,0.4106277953378887,-0.49607964485196,0.3547685458612301
diary_state_pc9,-0.3764635903962317,-0.05496608388151168,-0.3503528346444892,-0.1442738705184634,-0.5736912509914499,-0.11371340787491861,0.3503528346444892
social_comm_energy,-0.040378261814527826,-0.4057030349943968,0.3446035331908183,0.24342393019891526,2.5407850095695848,2.1217598692112407,0.3446035331908183
jepa_resid_dateblock_media_game,-0.1314555293928444,-0.46467365874410393,0.33613133352994845,-0.08931875212673109,1.3088021463936168,0.9452797797222856,0.33613133352994845
jepa_prednorm_subject_routine_calendar,-0.13293755410496885,0.1418162463210667,-0.3189275604585727,-0.12552497776953903,1.5834579392073418,1.8039585409614842,0.3189275604585727
diary_state_k10_3,0.050670012659290366,-0.2634349262892495,0.31008683647302115,0.14869056534909053,0.07692307692307693,0.0,0.31008683647302115
diary_state_k6_1,0.22621296697580925,-0.18936935722898776,0.31008683647302115,0.1335612334722275,0.07692307692307693,0.0,0.31008683647302115
diary_state_k6,0.020563975350184244,-0.2035068171354375,0.3011862376416059,0.27436246746727505,2.076923076923077,1.75,0.3011862376416059
diary_state_pc3,-0.20233687777587323,-0.30885391031310844,0.28387722844096186,0.3315666426952705,-0.3561042089820382,-0.5977101364580142,0.28387722844096186
jepa_resid_subject_media_game,-0.24148050235081706,-0.5526939435614604,0.27329337250459257,-0.06010515205230669,1.5340428141998905,1.1586506577662188,0.27329337250459257
jepa_prednorm_dateblock_cognitive_money,-0.37354455210940474,-0.16387056337364772,-0.2600631116825808,0.056758220933457566,1.3663297675675932,1.5113563567260873,0.2600631116825808
diary_state_k10_0,0.04763768788878987,0.32433315120792433,-0.23829344811322167,-0.17401727837191863,0.15384615384615385,0.25,0.23829344811322167
diary_state_k4_2,0.3800446133152265,0.7806322349482945,-0.23829344811322167,-0.06282017089427488,0.15384615384615385,0.25,0.23829344811322167
routine_calendar_energy,-0.563718704467385,-0.6597132932548652,0.23370237123722917,0.3753931900849111,1.3235921853693702,1.1336612971158662,0.23370237123722917
diary_state_k10_9,0.47840664964830754,0.24176868530866039,0.2213233716377271,-0.16315290426553528,0.6153846153846154,0.5,0.2213233716377271
diary_state_pc2,-0.6721653753651621,-0.4972743975459365,-0.22005856951911498,0.00036663435104573866,-1.5636519917188798,-1.1494035024062825,0.22005856951911498
diary_state_pc1,-0.2446479432086649,-0.023389100996435905,-0.18989356889668121,-0.11585057250154966,-1.526334796206462,-0.9599040529474464,0.18989356889668121
diary_state_pc7,-0.04058426861215156,0.09290585127895634,-0.16471074067321195,-0.01849375490133905,0.09599986302509007,0.2912209224505138,0.16471074067321195
jepa_prednorm_dateblock_physiology_activity,0.5909782745620706,0.34918987322698614,0.15231802205753656,0.07662471415627897,6.870217520367644,6.155795743597814,0.15231802205753656
jepa_prednorm_dateblock_sensor_measurement,0.10312623105853382,0.3063450845667766,-0.14386261423842175,-0.05147815212664181,6.382234971464655,6.970540791557908,0.14386261423842175
jepa_resid_dateblock_mobility_context,-0.4013747038012888,-0.31276521311785543,-0.14329891313575002,-0.09367975706270702,2.3826598650599284,2.5280850893997515,0.14329891313575002
diary_state_k10,0.09861205549817406,-0.02943604651072191,0.10163482576450736,-0.09290325697577152,5.923076923076923,5.5,0.10163482576450736
sensor_measurement_energy,0.20152361371552713,0.32160533724711093,-0.08480481678727994,-0.11132349263502656,6.8813465181039755,7.243399614955792,0.08480481678727994
jepa_resid_subject_social_comm,-0.21273207024212773,-0.27468433845760104,0.047728941771140336,-0.21225875720001028,1.5775753900470746,1.5196794794547612,0.047728941771140336
jepa_prednorm_subject_sensor_measurement,0.11252506511014264,0.18015596872683087,-0.04286879582367528,0.03472825801429591,6.400130051894701,6.570968657266361,0.04286879582367528
jepa_prednorm_subject_bedtime_phone,-0.05140776149096178,-0.005169766145764987,-0.04260766343596508,0.016247291760419634,4.074097426042821,4.184459576056614,0.04260766343596508
jepa_resid_dateblock_physiology_activity,-0.2131760947544675,-0.2371952276948721,0.041087738509995746,-0.11902770479952962,1.8833131366046076,1.8463508566740212,0.041087738509995746
jepa_resid_dateblock_routine_calendar,-0.446939180903546,-0.4558221987876822,0.023930742766956205,0.15483904678056293,1.6214692160964668,1.6037861737452712,0.023930742766956205
physiology_activity_energy,0.446345401571952,0.42231129430007486,0.020933925850979293,-0.004029059073435672,7.154656084569539,7.05415469249631,0.020933925850979293
jepa_resid_subject_sensor_measurement,-0.18264833144227688,-0.16666394228854173,-0.016739641921677553,0.23151535449987587,1.325077169016943,1.336561235305552,0.016739641921677553
jepa_prednorm_dateblock_media_game,-0.26468961262122315,-0.25255717287540047,-0.014081307030358188,0.1706408477837099,2.085505511622487,2.095748382718533,0.014081307030358188
jepa_prednorm_subject_physiology_activity,0.5471578559262708,0.5662039896818835,0.003664384552757445,0.14574345168082553,6.994650810317976,6.977355967357205,0.003664384552757445
diary_state_k10_2,-0.28708766814414916,-0.2817432731687458,0.0,0.12426629460134916,0.0,0.0,0.0
diary_state_k10_5,-0.39339565696709106,-0.38607224323068234,0.0,0.4812624477340843,0.0,0.0,0.0
diary_state_k10_6,-0.3858343309548341,-0.378651678098224,0.0,-0.1667229035866089,0.0,0.0,0.0
diary_state_k10_7,-0.09521951400774807,-0.09344691717169087,0.0,-0.11421205284442588,0.0,0.0,0.0
diary_state_k10_8,-0.13524748787659233,-0.13272973433003227,0.0,0.02550066379708766,0.0,0.0,0.0
diary_state_k4_3,-0.39339565696709106,-0.38607224323068234,0.0,0.4812624477340843,0.0,0.0,0.0
diary_state_k6_5,-0.39339565696709106,-0.38607224323068234,0.0,0.4812624477340843,0.0,0.0,0.0
diary_state_k8_1,-0.39339565696709106,-0.38607224323068234,0.0,0.4812624477340843,0.0,0.0,0.0
diary_state_k8_2,-0.09521951400774807,-0.09344691717169087,0.0,-0.11421205284442588,0.0,0.0,0.0
diary_state_k8_6,-0.1515425292362071,-0.14872142884883954,0.0,-0.013443571591073037,0.0,0.0,0.0
