method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,delta_weighted_row_logloss_vs_subject,delta_weighted_count_nll_per_row_vs_subject,support_mean,dist_median,view,strict_method
night_watch_rawctx_strict_k8_a24,369,0.6070247915319307,0.2847927478517518,0.1920911350548979,0.8854932811067242,0.0,-0.005976982044639256,-0.005976982044639312,8.0,1.0738759308431272,night_watch,1.0
night_coverage_rawctx_strict_k8_a24,369,0.6075155508503656,0.28528350717018663,0.1918984239514566,0.8846049299225685,0.0,-0.0054862227262043595,-0.0054862227262044705,8.0,1.144479173295486,night_coverage,1.0
calendar_count_local,369,0.6077356726523834,0.2855036289722045,0.19248257590631254,0.887297727958368,0.0,-0.005266100924186556,-0.005266100924186612,,,,0.0
night_usage_ambience_rawctx_strict_k8_a24,369,0.6077802625795614,0.2855482188993825,0.1929081609327208,0.8892595711288835,0.0,-0.005221510997008516,-0.005221510997008627,8.0,1.1255018180232117,night_usage_ambience,1.0
night_all_rawctx_strict_k8_a24,369,0.6079661804615841,0.28573413678140525,0.19324436215353064,0.8908093767565194,0.0,-0.0050355931149858035,-0.005035593114985859,8.0,1.1839308944234286,night_all,1.0
night_context_rawctx_strict_k8_a24,369,0.6081664054347853,0.28593436175460646,0.1941953458869304,0.8951931798202403,0.0,-0.004835368141784646,-0.004835368141784646,8.0,1.1835738936852356,night_context,1.0
night_phone_rawctx_strict_k16_a24,369,0.6083395631151877,0.2861075194350086,0.19410822586698462,0.8947915777770753,0.0,-0.004662210461382266,-0.004662210461382488,16.0,1.2159166001738122,night_phone,1.0
night_mobility_rawctx_strict_k8_a24,369,0.6089369954655182,0.2867049517853393,0.193858115301957,0.8936386290748752,0.0,-0.00406477811105177,-0.0040647781110518255,8.0,1.2275450607279978,night_mobility,1.0
night_light_rawctx_strict_k16_a24,369,0.6106437411101735,0.2884116974299946,0.1950918153625159,0.8993256854515976,0.0,-0.0023580324663964314,-0.002358032466396487,16.0,1.0775227806474699,night_light,1.0
night_watch_rawctx_strict_k16_a24,369,0.6117076454024537,0.2894756017222748,0.19601157277612372,0.9035655427972528,0.0,-0.001294128174116227,-0.0012941281741162824,16.0,1.1117207001897482,night_watch,1.0
night_usage_ambience_rawctx_strict_k16_a24,369,0.6118095354666461,0.28957749178646713,0.19710990565370598,0.9086285894768399,0.0,-0.00119223810992386,-0.001192238109923971,16.0,1.1589914283521026,night_usage_ambience,1.0
night_context_rawctx_strict_k16_a24,369,0.612358434449377,0.290126390769198,0.1979903141872148,0.9126870580825266,0.0,-0.0006433391271929434,-0.0006433391271931099,16.0,1.220071651703901,night_context,1.0
night_all_rawctx_strict_k16_a24,369,0.6125657062931846,0.29033366261300586,0.19783188699817397,0.9119567473818264,0.0,-0.00043606728338529965,-0.00043606728338524414,16.0,1.2227864464740268,night_all,1.0
night_coverage_rawctx_strict_k16_a24,369,0.612774063938855,0.29054202025867615,0.19648602664021023,0.9057526593902371,0.0,-0.00022770963771490127,-0.00022770963771495678,16.0,1.1852203922450695,night_coverage,1.0
subject_mean,369,0.6130017735765699,0.2907697298963911,0.19332880935431287,0.8911986577552465,1.0,0.0,0.0,,,,0.0
night_watch_raw_strict_k8_a24,369,0.6136671789724168,0.29143513529223797,0.19839663320273013,0.9145600896418536,0.0,0.0006654053958469186,0.0006654053958468631,8.0,0.834497718757992,night_watch,1.0
calendar_count_strict,369,0.6144355034583305,0.29220345977815165,0.1982083810433096,0.9136922931020858,0.0,0.0014337298817606037,0.0014337298817605482,,,,0.0
night_mobility_rawctx_strict_k16_a24,369,0.6151092368927252,0.29287719321254635,0.19889732737552784,0.9168681676579207,0.0,0.0021074633161553002,0.0021074633161552447,16.0,1.256043034605963,night_mobility,1.0
night_all_raw_strict_k8_a24,369,0.6159442486056235,0.29371220492544475,0.20096477207329094,0.9263985834598049,0.0,0.0029424750290535373,0.0029424750290536483,8.0,1.0536396319223438,night_all,1.0
night_light_raw_strict_k8_a24,369,0.6160381046615564,0.29380606098137757,0.19934667019063637,0.9189395284397627,0.0,0.0030363310849864655,0.0030363310849864655,8.0,0.7661721579945322,night_light,1.0
night_phone_raw_strict_k8_a24,369,0.6162731238412918,0.29404108016111286,0.2007920577650601,0.9256024126243015,0.0,0.0032713502647219173,0.0032713502647217507,8.0,1.0326601187254925,night_phone,1.0
night_context_raw_strict_k8_a24,369,0.6175211279871895,0.29528908430701056,0.2016177587915877,0.9294086929660994,0.0,0.004519354410619569,0.004519354410619458,8.0,1.0616180005539753,night_context,1.0
night_coverage_raw_strict_k8_a24,369,0.6184973534235539,0.296265309743375,0.20172175057650824,0.9298880697307331,0.0,0.005495579846984011,0.0054955798469839,8.0,0.8329412233071565,night_coverage,1.0
night_usage_ambience_raw_strict_k8_a24,369,0.6185043235821578,0.29627227990197896,0.202266194848908,0.9323978250352098,0.0,0.0055025500055878585,0.0055025500055878585,8.0,0.936447690708744,night_usage_ambience,1.0
night_mobility_raw_strict_k8_a24,369,0.6194715807373469,0.2972395370571678,0.20333234945102227,0.9373125377132487,0.0,0.006469807160776941,0.006469807160776719,8.0,1.1199152767558742,night_mobility,1.0
night_watch_raw_strict_k16_a24,369,0.6231465456034782,0.3009145019232992,0.20643513839611494,0.9516156379723345,0.0,0.010144772026908222,0.010144772026908111,16.0,0.8702478161144629,night_watch,1.0
night_all_raw_strict_k16_a24,369,0.6251468096012109,0.30291476592103195,0.20994485216431355,0.9677945624159822,0.0,0.01214503602464101,0.012145036024640843,16.0,1.090480904956026,night_all,1.0
night_phone_raw_strict_k16_a24,369,0.6259078438287562,0.30367580014857737,0.20973527087673927,0.9668284437976516,0.0,0.012906070252186264,0.012906070252186264,16.0,1.0657746922800873,night_phone,1.0
night_light_raw_strict_k16_a24,369,0.6262042012871991,0.30397215760702034,0.20899666917584445,0.9634236701032832,0.0,0.013202427710629183,0.013202427710629239,16.0,0.8039694906843278,night_light,1.0
night_context_raw_strict_k16_a24,369,0.6279018995547717,0.3056698558745928,0.21209583115292865,0.9777100509244756,0.0,0.014900125978201784,0.014900125978201673,16.0,1.096552642858689,night_context,1.0
night_mobility_raw_strict_k16_a24,369,0.629481439360053,0.3072493956798741,0.2126099208445236,0.980079879014999,0.0,0.016479665783483033,0.016479665783482977,16.0,1.1496786432258093,night_mobility,1.0
night_coverage_raw_strict_k16_a24,369,0.6302417983212432,0.3080097546410642,0.21109104768576697,0.9730782442099989,0.0,0.017240024744673232,0.01724002474467312,16.0,0.9122597471739898,night_coverage,1.0
night_usage_ambience_raw_strict_k16_a24,369,0.6312013859476879,0.308969342267509,0.21393316403672616,0.986179707388811,0.0,0.018199612371118,0.01819961237111789,16.0,0.9675955109320145,night_usage_ambience,1.0
