scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365,best_generated_variant,best_generated_family,best_generated_rank,best_generated_score
all__drop_submission_e247_featnn1_nn_smooth_sum_top3,all,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,164,189,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.35395299145299,15,0.9790209790209792,0.9930069930069931,1.0,0.99124495269876,13.0,6.988186813186814,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.35395299145299
all__drop_submission_e256_featnn1_top50_amp_then_smo,all,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,164,184,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.370802808302807,15,0.9860139860139862,0.9930069930069931,1.0,0.9772344233319931,13.0,6.9980769230769235,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.370802808302807
all__drop_submission_e267_humansocial_tail_balanced_,all,submission_e267_humansocial_tail_balanced_2936100f.csv,12,164,32,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.039911477411477,13,0.965034965034965,0.9930069930069931,1.0,0.9947414184151023,12.0,6.967002442002443,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.039911477411477
all__drop_submission_e323_5508f966_uploadsafe_csv,all,submission_e323_5508f966_uploadsafe.csv,12,164,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.352121489621489,15,0.9720279720279721,0.9930069930069931,1.0,0.9964973622679555,13.0,6.972435897435897,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.352121489621489
axis__none,axis,none,13,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.113415750915752,15,0.967032967032967,0.9780219780219779,1.0,0.9876212919459094,19.0,5.560836385836385,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.113415750915752
axis__drop_submission_hybrid_0p578_logit_after_subjec,axis,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.187286324786326,15,0.9090909090909092,0.9720279720279721,1.0,0.9790209790209792,15.0,5.807844932844933,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.187286324786326
axis__drop_submission_hybrid_0p567_foldsafe_stage2_q1,axis,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.482890720390722,15,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,14.0,5.856807081807082,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.482890720390722
axis__drop_submission_ordinal_q_constraints_ambnext_Q,axis,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,62,193,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_perm_q2s1_1_f0400e8d.csv,7.664920634920635,15,0.8881118881118882,0.9510489510489512,1.0,0.9860139860139862,15.0,5.827991452991453,True,False,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,1.0,7.664920634920635
axis__drop_submission_mixmin_0c916bb4_csv,axis,submission_mixmin_0c916bb4.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.094917582417583,15,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,19.0,5.541178266178266,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.094917582417583
axis__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,axis,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.1485195360195375,15,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,17.0,5.667551892551892,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.1485195360195375
axis__drop_submission_e95_hardtail_541e3973_csv,axis,submission_e95_hardtail_541e3973.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.037896825396826,15,0.9790209790209792,0.9930069930069931,1.0,0.9772344233319931,22.0,5.494413919413919,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.037896825396826
axis__drop_submission_e101_q2s3tail_177569bc_csv,axis,submission_e101_q2s3tail_177569bc.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.075076312576313,15,0.9790209790209792,0.9930069930069931,1.0,0.9842396880153765,19.0,5.53598901098901,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.075076312576313
axis__drop_submission_e176_abl_q2_to0p75_91e49725_csv,axis,submission_e176_abl_q2_to0p75_91e49725.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.072268009768011,15,0.9580419580419581,0.9720279720279721,1.0,0.9824621881515054,17.0,5.6395299145299145,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.072268009768011
axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_,axis,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.410363247863249,15,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,14.0,5.945634920634921,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.410363247863249
axis__drop_submission_e247_featnn1_nn_smooth_sum_top3,axis,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,6.822878510378511,15,0.965034965034965,0.9720279720279721,1.0,0.9562186292818428,24.0,5.463644688644688,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,6.822878510378511
axis__drop_submission_e256_featnn1_top50_amp_then_smo,axis,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.340521978021979,15,0.965034965034965,0.9790209790209792,1.0,0.99124495269876,14.0,6.005830280830281,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.340521978021979
axis__drop_submission_e267_humansocial_tail_balanced_,axis,submission_e267_humansocial_tail_balanced_2936100f.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.53105921855922,15,0.965034965034965,0.9720279720279721,1.0,0.9842396880153765,15.0,6.177319902319902,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.53105921855922
axis__drop_submission_e323_5508f966_uploadsafe_csv,axis,submission_e323_5508f966_uploadsafe.csv,12,62,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.592353479853481,15,0.9720279720279721,0.9860139860139862,1.0,0.99124495269876,14.0,6.033241758241759,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.592353479853481
target__none,target,none,13,60,192,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.071709401709402,15,0.9285714285714285,0.967032967032967,1.0,0.9711150865094875,26.0,5.967551892551893,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.071709401709402
target__drop_submission_hybrid_0p578_logit_after_subjec,target,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.513650793650792,15,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,95.0,5.501556776556776,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.513650793650792
target__drop_submission_hybrid_0p567_foldsafe_stage2_q1,target,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,60,193,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_perm_q2s1_1_f0400e8d.csv,7.755946275946275,15,0.9090909090909092,0.9790209790209792,1.0,0.9632238939652261,17.0,5.969749694749695,True,False,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,1.0,7.755946275946275
target__drop_submission_ordinal_q_constraints_ambnext_Q,target,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,60,193,e368_direct_q2s1_validity_scale_amp0.88,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp0_88_06867ecb.csv,7.929047619047619,15,0.9090909090909092,0.9790209790209792,1.0,0.9702291586486097,18.0,6.002716727716728,True,False,e368_direct_q2s1_validity_scale_amp0.88,diagnostic_direct_q2s1_public_cell_gate,1.0,7.929047619047619
target__drop_submission_mixmin_0c916bb4_csv,target,submission_mixmin_0c916bb4.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.56175824175824,15,0.9300699300699302,0.9720279720279721,1.0,0.9842396880153765,48.0,5.765842490842491,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.56175824175824
target__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,target,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.154371184371184,15,0.9090909090909092,0.9580419580419581,1.0,0.9632238939652261,39.0,5.8624236874236875,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.154371184371184
target__drop_submission_e95_hardtail_541e3973_csv,target,submission_e95_hardtail_541e3973.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.852600732600732,15,0.9580419580419581,0.9930069930069931,1.0,0.9492133645984593,26.0,5.971153846153847,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.852600732600732
target__drop_submission_e101_q2s3tail_177569bc_csv,target,submission_e101_q2s3tail_177569bc.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.443137973137971,15,0.9860139860139862,1.0,1.0,0.9702291586486097,28.0,5.948687423687424,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.443137973137971
target__drop_submission_e176_abl_q2_to0p75_91e49725_csv,target,submission_e176_abl_q2_to0p75_91e49725.csv,12,60,191,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.286675824175823,15,0.9160839160839163,0.965034965034965,1.0,0.9772344233319931,17.0,6.1114468864468865,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.286675824175823
target__drop_submission_e216_maskfam_jepa_s2_rank_e154_,target,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.554554334554333,15,0.9300699300699302,0.9860139860139862,1.0,0.99124495269876,97.0,5.490323565323565,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.554554334554333
target__drop_submission_e247_featnn1_nn_smooth_sum_top3,target,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,60,61,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.35230463980464,15,0.965034965034965,0.965034965034965,1.0,0.9492133645984593,13.0,6.956501831501832,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.35230463980464
target__drop_submission_e256_featnn1_top50_amp_then_smo,target,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.198327228327228,15,0.9300699300699302,0.9720279720279721,1.0,0.8861659824480081,27.0,5.98458485958486,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.198327228327228
target__drop_submission_e267_humansocial_tail_balanced_,target,submission_e267_humansocial_tail_balanced_2936100f.csv,12,60,193,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.194358974358973,15,0.9580419580419581,0.965034965034965,1.0,0.9842396880153765,37.0,5.880128205128205,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.194358974358973
target__drop_submission_e323_5508f966_uploadsafe_csv,target,submission_e323_5508f966_uploadsafe.csv,12,60,192,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.569389499389499,15,0.9090909090909092,0.9790209790209792,1.0,0.9562186292818428,28.0,5.9317155067155065,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.569389499389499
anatomy__none,anatomy,none,13,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.666529304029305,15,0.8956043956043955,0.9285714285714285,1.0,0.9656130180306802,13.0,6.329578754578755,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.666529304029305
anatomy__drop_submission_hybrid_0p578_logit_after_subjec,anatomy,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.6234279609279625,15,0.9160839160839163,0.9160839160839163,1.0,0.9071817764981586,13.0,6.28507326007326,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.6234279609279625
anatomy__drop_submission_hybrid_0p567_foldsafe_stage2_q1,anatomy,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.652060439560441,15,0.9160839160839163,0.7972027972027973,1.0,0.9071817764981586,13.0,6.322985347985348,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.652060439560441
anatomy__drop_submission_ordinal_q_constraints_ambnext_Q,anatomy,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.6585927960927975,15,0.9020979020979022,0.8881118881118882,1.0,0.9632238939652261,13.0,6.31474358974359,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.6585927960927975
anatomy__drop_submission_mixmin_0c916bb4_csv,anatomy,submission_mixmin_0c916bb4.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.642597680097682,15,0.9370629370629372,0.9440559440559443,1.0,0.9842396880153765,13.0,6.270604395604396,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.642597680097682
anatomy__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,anatomy,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.650167887667889,15,0.8881118881118882,0.8741258741258742,1.0,0.9071817764981586,13.0,6.314194139194139,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.650167887667889
anatomy__drop_submission_e95_hardtail_541e3973_csv,anatomy,submission_e95_hardtail_541e3973.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.50132783882784,15,0.9300699300699302,0.9300699300699302,1.0,0.9422080999150758,16.0,6.025244200244201,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.50132783882784
anatomy__drop_submission_e101_q2s3tail_177569bc_csv,anatomy,submission_e101_q2s3tail_177569bc.csv,12,18,193,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_perm_q2s1_1_f0400e8d.csv,7.463455433455433,15,0.8951048951048951,0.9300699300699302,1.0,0.9632238939652261,15.0,5.9880647130647136,True,False,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,1.0,7.463455433455433
