basename,source_path,episode,target,view_id,split,rule,scale,source_delta_logloss,source_robust_gate,source_dominance,source_min_mode_dominance,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s030_729cd76d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s030_729cd76d.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.3,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.02110490278905309,0.195,2.254234473736734,promote_candidate,True,False,-0.0006144236754514988,-0.0008138650738089938,-0.0001809686807351797,0.9411764705882353,-0.008806183182979627
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s015_a272d5c7.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s015_a272d5c7.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.0330016770263466,0.0975,0.7253890698053264,promote_candidate,True,False,-0.0003023606621474528,-0.00046289244184655453,-0.00016643986426802013,0.9411764705882353,-0.0030190890925148595
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s022_cc86ffb5.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s022_cc86ffb5.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.22,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.0166354697581778,0.14300000000000002,1.1058365020290657,promote_candidate,True,False,-0.00041236175933518976,-0.0005473342811725768,-0.00013632633355874007,0.9411764705882353,-0.00841339611475006
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s022_4f3299d1.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s022_4f3299d1.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.015476928711972267,0.14300000000000002,1.6531052807402722,promote_candidate,True,False,-0.00042431807267751063,-0.0005685481932043644,-0.00011708546610394885,0.9411764705882353,-0.00645786766751838
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s030_e97c2622.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s030_e97c2622.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.3,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.01239575395550056,0.195,1.14893848887514,promote_candidate,True,False,-0.0003788369984890622,-0.000504580229449724,-0.00011689659045737862,0.9411764705882353,-0.008505361553157398
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s015_396a220c.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s015_396a220c.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs64,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,64,0.01882399546166792,0.0975,1.1003078175770524,promote_candidate,True,False,-0.00038819834519131854,-0.0005161794405300798,-0.00011140167261090758,0.9411764705882353,-0.0030067316847363634
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s015_3828136b.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s015_3828136b.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs64,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,64,0.017429317127949963,0.0975,0.8704939333737882,promote_candidate,True,False,-0.0002446033527201181,-0.0003390269859551769,-0.00010005088636738028,0.9411764705882353,-0.0025857141750847135
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s010_c5e3baaf.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s010_c5e3baaf.csv,routine_fragmentation,S1,raw_human_context,dateblock5,all_centered,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,250,0.02362429101219928,0.065,0.6767607273372814,promote_candidate,True,False,-0.00027258585228386663,-0.00036323844938220906,-9.636906240105195e-05,0.9411764705882353,-0.0006604037642085059
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s010_98acd6c1.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s010_98acd6c1.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.0220011180175644,0.065,0.4835927132035507,promote_candidate,True,False,-0.00015528596071271014,-0.00023560091455084462,-8.32416644207827e-05,0.9411764705882353,-0.002012726061676684
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s030_7c09f232.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s030_7c09f232.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.3,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.016014165106191115,0.195,4.003541276547779,promote_candidate,True,False,-0.0007070334677411065,-0.0010476021528997243,-8.102777567220329e-05,0.9117647058823529,-0.010493438461453897
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s022_7518d5e2.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s022_7518d5e2.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.22,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.009090219567367077,0.14300000000000002,0.8425548918417692,promote_candidate,True,False,-0.00026750229784763547,-0.0003541950508355654,-7.930077334386941e-05,0.9411764705882353,-0.006237265138982068
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s030_934aed66.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s030_934aed66.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.3,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.011980399940230486,0.195,2.2794107916735724,promote_candidate,True,False,-0.00047780308606696747,-0.0006888061644341369,-7.798983056265854e-05,0.9411764705882353,-0.008691069160395748
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s030_18aadc84.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s030_18aadc84.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.3,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.01658556648597356,0.195,4.14639162149339,promote_candidate,True,False,-0.0008020700310869067,-0.0012015210576122068,-7.601972329056281e-05,0.9117647058823529,-0.013604844679830197
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s015_72380d40.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s015_72380d40.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.011342365744212135,0.0975,0.7539794332016356,promote_candidate,True,False,-0.0002475772633783315,-0.00032792018757122504,-7.299566785659135e-05,0.9411764705882353,-0.005736406441875008
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s015_2cf0f75d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s015_2cf0f75d.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.010552451394526544,0.0975,1.127117236868367,promote_candidate,True,False,-0.0002574541997039832,-0.0003539906123236215,-6.130857233907453e-05,0.9411764705882353,-0.004403091591489716
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s022_b2d40003.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s022_b2d40003.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.008785626622835689,0.14300000000000002,1.6715679138939532,too_small_to_submit,False,True,-0.00033706028551106344,-0.0004905904584682346,-4.933799009525144e-05,0.9117647058823529,-0.006373450717623574
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s010_ab243cb1.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s010_ab243cb1.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs64,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,64,0.012549330307778614,0.065,0.7335385450513683,too_small_to_submit,False,True,-0.000215365558393446,-0.0002983060449683635,-4.892856397663136e-05,0.9411764705882353,-0.0020044877898242053
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,routine_fragmentation,S1,raw_human_context,dateblock5,all_centered,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,250,0.014174574607319567,0.039,0.40605643640236866,too_small_to_submit,False,True,-0.00014858997243448452,-0.00019732627348644145,-4.887624306160008e-05,0.9411764705882353,-0.0003962422585250813
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s022_c9c485f8.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s022_c9c485f8.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.011743721077873486,0.14300000000000002,2.9359302694683715,too_small_to_submit,False,True,-0.000499196484358167,-0.0007478212733197374,-4.7298505258405224e-05,0.9117647058823529,-0.007695188205066178
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s015_c61fbdcd.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s015_c61fbdcd.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.00619787697775028,0.0975,0.57446924443757,too_small_to_submit,False,True,-0.00016966268535137795,-0.00022762409740173783,-4.650222899020353e-05,0.9411764705882353,-0.004252680776578699
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.22,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.012162748756380612,0.14300000000000002,3.040687189095153,too_small_to_submit,False,True,-0.0005707996636045434,-0.0008627364953753327,-4.4801122865816195e-05,0.9117647058823529,-0.009976886098542165
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s010_44b82f59.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s010_44b82f59.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs64,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,64,0.011619544751966644,0.065,0.5803292889158588,too_small_to_submit,False,True,-0.00012492918220525405,-0.00016697475233046238,-4.470163736969346e-05,0.9411764705882353,-0.0017238094500565126
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s006_f675ca42.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s006_f675ca42.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.013200670810538636,0.039,0.29015562792213057,too_small_to_submit,False,True,-8.007230745013032e-05,-0.00012058593538102945,-4.197732323974791e-05,0.9411764705882353,-0.0012076356370059327
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s010_09ae5fdf.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s010_09ae5fdf.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.007561577162808091,0.065,0.5026529554677571,too_small_to_submit,False,True,-0.00013550757256625704,-0.00018707393845324193,-3.145396493539699e-05,0.9411764705882353,-0.003824270961249987
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s015_b28f243d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s015_b28f243d.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.005990199970115243,0.0975,1.1397053958367862,too_small_to_submit,False,True,-0.00021369480170627488,-0.00031677081205696596,-2.4317607736962173e-05,0.9117647058823529,-0.004345534580197846
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s010_6c226d0a.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s010_6c226d0a.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.004131917985166852,0.065,0.38297949629171324,too_small_to_submit,False,True,-9.954074420825715e-05,-0.0001373977888940974,-2.312953797720948e-05,0.9411764705882353,-0.002835120517719114
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s010_0dc79909.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s010_0dc79909.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.00703496759635103,0.065,0.7514114912455782,too_small_to_submit,False,True,-0.00014065329232949012,-0.00020268411300234507,-2.3059220667191328e-05,0.9411764705882353,-0.002935394394326607
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s006_55330ee9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s006_55330ee9.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs64,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,64,0.007529598184667168,0.039,0.440123127030821,too_small_to_submit,False,True,-0.00011539049790582369,-0.00016449075490606043,-2.118815519405413e-05,0.9411764705882353,-0.0012026926738945287
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s006_194196f7.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s006_194196f7.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs64,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,64,0.006971726851179985,0.039,0.3481975733495153,too_small_to_submit,False,True,-6.291654778554127e-05,-8.419496696426494e-05,-1.9825965403414573e-05,0.9411764705882353,-0.0010342856700338854
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s015_0c9fc061.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s015_0c9fc061.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.008007082553095558,0.0975,2.0017706382738893,too_small_to_submit,False,True,-0.0003164720732543899,-0.0004839806986447872,-1.798644609311972e-05,0.8823529411764706,-0.005246719230726893
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s015_bb73ad6e.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s015_bb73ad6e.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.00829278324298678,0.0975,2.073195810746695,too_small_to_submit,False,True,-0.0003676232321475156,-0.0005648599330392548,-1.7673797908853957e-05,0.8823529411764706,-0.0068024223399150985
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s006_e3d841cd.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s006_e3d841cd.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.004536946297684854,0.039,0.30159177328065423,too_small_to_submit,False,True,-7.198584304816911e-05,-0.00010246824090174373,-1.3378363538695867e-05,0.9411764705882353,-0.002294562576749981
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s006_cd48fb83.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s006_cd48fb83.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.002479150791100112,0.039,0.22978769777502794,too_small_to_submit,False,True,-5.4209475356807725e-05,-7.661491109945076e-05,-1.0667334865938804e-05,0.9411764705882353,-0.0017010723106314352
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s006_572b518b.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s006_572b518b.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.004220980557810618,0.039,0.4508468947473469,too_small_to_submit,False,True,-7.396430695953114e-05,-0.00011013785459886065,-7.814137798802825e-06,0.9117647058823529,-0.0017612366365958865
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s010_d53f51f3.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s010_d53f51f3.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.003993466646743496,0.065,0.7598035972245241,too_small_to_submit,False,True,-0.00012546275189597963,-0.0001924127242030482,-6.472305013927154e-06,0.8823529411764706,-0.002897023053465231
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s006_56bf3691.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s006_56bf3691.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.0023960799880460974,0.039,0.45588215833471446,too_small_to_submit,False,True,-6.955628487277493e-05,-0.00010918421046163761,-5.970892055395137e-07,0.8823529411764706,-0.0017382138320791163
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s010_8461bdc7.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s010_8461bdc7.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.005528522161991187,0.065,1.3821305404977968,too_small_to_submit,False,True,-0.00022564012481298863,-0.00035549198461779505,-4.4147689942887235e-07,0.8823529411764706,-0.004534948226610047
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s006_717bec6d.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s006_717bec6d.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.0017924537758560273,0.0355396595784719,0.4481134439640068,too_small_to_submit,False,True,-1.99165347768963e-05,-4.8889901013177167e-05,7.148351782138309e-07,0.8823529411764706,0.0011716234798138936
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s010_05503413.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s010_05503413.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.0029874229597600457,0.05923276596411983,0.7468557399400114,too_small_to_submit,False,True,-3.3181923173303366e-05,-8.139019934128635e-05,1.2023077970039899e-06,0.8823529411764706,0.0019527057996898411
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s006_5510f02c.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s006_5510f02c.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs16,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,16,0.0016448549219897689,0.03799992832279283,-0.03331783797858559,too_small_to_submit,False,True,-5.6405505413988685e-06,-9.021421594614573e-06,1.4728899332723936e-06,0.8823529411764706,-0.0008334574806831418
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s010_0de6c90a.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s010_0de6c90a.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.005338055035397039,0.065,1.3345137588492597,too_small_to_submit,False,True,-0.00018764094769403687,-0.00029733600085567945,1.6025079279424029e-06,0.8823529411764706,-0.0034978128204846415
