name,role,source,file,mean_abs_logit_move_vs_mixmin,all__worlds,all__better_rate,all__median_delta,all__p90_delta,all__max_delta,raw_energy_half__worlds,raw_energy_half__better_rate,raw_energy_half__median_delta,raw_energy_half__p90_delta,raw_energy_half__max_delta,raw_energy_quarter__worlds,raw_energy_quarter__better_rate,raw_energy_quarter__median_delta,raw_energy_quarter__p90_delta,raw_energy_quarter__max_delta,low_slack_half__worlds,low_slack_half__better_rate,low_slack_half__median_delta,low_slack_half__p90_delta,low_slack_half__max_delta,strict_gate,score
pair_sensor_6b,pair_sensor_6b,E26_candidates,analysis_outputs/submission_label_flow_focused_6b9335b1.csv,0.05169766548685486,45,0.0,0.0009384896565310941,0.0017052113952986004,0.0025415885959010343,22,0.0,0.0005266825160610278,0.0016032891285249996,0.001734760176400174,11,0.0,0.0002760473911840311,0.0005187681735557836,0.0006385591646878019,22,0.0,0.0009882598283710298,0.0017256834227931785,0.0025415885959010343,False,0.0008998693487584919
bridge_blend_m0p25_s1p25,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p25_s1p25.csv,0.026497941347535203,45,0.0,0.0005418557039185146,0.000620316356540318,0.0006678877748012013,22,0.0,0.0005795060158463872,0.0006429557740510573,0.0006678877748012013,11,0.0,0.0005767223780045461,0.0006176804591102592,0.0006220736214936906,22,0.0,0.0005364291749668793,0.0006216343052553475,0.0006626318616574922,False,0.0009993570802655505
bridge_blend_m0p50_s0p75,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p50_s0p75.csv,0.026536218389171015,45,0.0,0.0005647154007951682,0.000619330342035318,0.0006597961668974861,22,0.0,0.000584880610404126,0.0006260643246248198,0.0006597961668974861,11,0.0,0.0005881413828978665,0.0006183996729032248,0.0006199507881233801,22,0.0,0.0005620656414072056,0.0006173862788998786,0.0006296759496350335,False,0.0010237741218272756
pair_sensor_1bb,pair_sensor_1bb,E26_candidates,analysis_outputs/submission_label_flow_focused_1bbfb735.csv,0.0505285415697594,45,0.0,0.0009208041704370507,0.0015903214312334769,0.002266653124432527,22,0.0,0.0006361423256293075,0.0014992619642453585,0.0016198702123350062,11,0.0,0.0004066918577303458,0.0006343067760615773,0.0007540977671935956,22,0.0,0.0009724172599707148,0.0016103692076501533,0.002266653124432527,False,0.0010514771817310975
bridge_blend_m0p75_s0p50,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p75_s0p50.csv,0.02785132279732258,45,0.0,0.0006087146321648307,0.0006608856639095829,0.0006966417631685262,22,0.0,0.0006235528304620597,0.0006637501050535177,0.0006966417631685262,11,0.0,0.0006409067830188686,0.0006615872791294608,0.0006639904190450796,22,0.0,0.0006099842060929284,0.0006531200811482508,0.000665567948757384,False,0.001111295705847698
bridge_blend_m0p25_s1p00,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p25_s1p00.csv,0.03027324741372304,45,0.0,0.000644892509209849,0.0007175225952214204,0.0007713122866480626,22,0.0,0.0006757373921706944,0.0007356672870302505,0.0007713122866480626,11,0.0,0.0006640675071429847,0.0007140260819087363,0.0007198536040965431,22,0.0,0.0006421728477647992,0.0007186392081050208,0.0007510973549873512,False,0.0011636604515025684
targetabl_q3stage,targetabl_q3stage,E26_candidates,analysis_outputs/submission_targetabl_b19056bb.csv,0.020784107225876897,45,0.0,0.0006505300458956587,0.0008390275788638269,0.0009155778452710761,22,0.0,0.0006611158027314823,0.0008491062975174324,0.0009155778452710761,11,0.0,0.0006689277500486757,0.0008496061161085144,0.0008496061161085144,22,0.0,0.0006511018088308784,0.0008426852129231444,0.0009155778452710761,False,0.0012068801834912435
blend_m0p50_s0p50,raw-structure bridge,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p50_s0p50.csv,0.03289554559352647,45,0.0,0.0007350064218630825,0.0007993616641459144,0.0008447493729624167,22,0.0,0.0007593681359294724,0.00080014718813326,0.0008447493729624167,11,0.0,0.0007688908572477393,0.00080014718813326,0.00080014718813326,22,0.0,0.0007338355610344016,0.000796375678495398,0.0008065833298398495,False,0.0013358454347982551
pair_sensor_1bb_s0p65,pair_sensor_1bb_s0p65,E26_candidates,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_full_s0p65_0ee928c4.csv,0.048535759265794044,45,0.0,0.000939268937297455,0.0014032719890548107,0.001824947774933916,22,0.0,0.0007517826092408586,0.0013348262846974328,0.0014328207701563844,11,0.0,0.0006544179433937147,0.0007527487410937672,0.00085092172313328,22,0.0,0.0009982365563199758,0.0014247046316137604,0.001824947774933916,False,0.0013417234068271444
bridge_blend_m0p25_s0p75,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p25_s0p75.csv,0.0341025525834769,45,0.0,0.0007548445917181512,0.0008278724956868544,0.0008817857434056942,22,0.0,0.0007825349184922836,0.0008376074573062775,0.0008817857434056942,11,0.0,0.0007833197645298329,0.0008260676982265736,0.0008290756939937083,22,0.0,0.0007514982944353266,0.0008262075857723317,0.0008466117932282025,False,0.0013655858363041395
bridge_mixmin_s0p25,raw_structure_bridge_variant,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,0.03421065000167799,45,0.0,0.0007958202298765649,0.0008487683964667481,0.0008870285713407089,22,0.0,0.0008061699764986829,0.0008508274131586946,0.0008870285713407089,11,0.0,0.0008329313885993006,0.0008487683964667481,0.0008571622663758882,22,0.0,0.0007958037086974179,0.000843573553407262,0.0008510561927911331,False,0.0014430253420646966
blend_m0p25_s0p50,raw-structure bridge,E52_top_signs,analysis_outputs/bridge_scan_candidates/submission_bridge_blend_m0p25_s0p50.csv,0.03793976838973035,45,0.0,0.0008666166270697717,0.0009451564551177238,0.0009993063407366387,22,0.0,0.0009016327993774387,0.0009487905272843489,0.0009993063407366387,11,0.0,0.0009033242894570526,0.0009451564551177238,0.0009453449244641865,22,0.0,0.0008659125243777877,0.0009426350310029253,0.0009540480689026465,False,0.0015725696654253773
inverse7blend_1040,inverse7blend_1040,E26_candidates,analysis_outputs/submission_inverse7blend_1040423d.csv,0.040364329884964086,45,0.0,0.0009114205980227386,0.0010082607127047227,0.001079980301273653,22,0.0,0.0009525471086370696,0.0010324536351164592,0.001079980301273653,11,0.0,0.0009369872619334751,0.0010035986949544773,0.0010113687245382197,22,0.0,0.0009077943827626167,0.001009749529882864,0.0010530270590594082,False,0.0016417841270534028
a2c8,previous_frontier,manual,analysis_outputs/submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.04561420000223732,45,0.0,0.001133869572843893,0.0012044671282973596,0.001255480694796085,22,0.0,0.001147669235006643,0.0012072124838867215,0.001255480694796085,11,0.0,0.0011833511178074296,0.0012044671282973596,0.0012156589548427688,22,0.0,0.0011338475446050489,0.001197540670884778,0.0012075175233966506,False,0.002051391672184294
raw05_known,raw05_known,E26_candidates,jepa/submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.049029823053049724,45,0.0,0.0012176016900936615,0.0012823639390086017,0.001309997781336003,22,0.0,0.0012378775088010552,0.0012823639390086017,0.0012927737178961562,11,0.0,0.00126378496711399,0.0012823639390086017,0.001286837925504214,22,0.0,0.0012167597963957943,0.0012764559099794127,0.0012898210582757974,False,0.0021927558500640376
