unit_type,feature_set,model,n_units,n_features,top10_truth_mass,top10_enrichment,top10_capture_ratio,top10_overlap,top20_truth_mass,top20_enrichment,top20_capture_ratio,top20_overlap,js,cosine,pearson,spearman,top10_profile
block_target,night_mobility_raw,knn8,252,152,0.23528824385587233,2.3528824385587233,0.5018752299412229,0.2692307692307692,0.3603295849444356,1.801647924722178,0.5359232595258049,0.35294117647058826,0.1380902064989603,0.6620536662828592,0.4282861896384058,0.5423372492877429,"Q1:5,Q2:2,Q3:6,S1:3,S2:3,S3:4,S4:3"
block_target,night_all_raw_pred,knn8,252,218,0.23339579118428444,2.333957911842844,0.49783858491322974,0.2692307692307692,0.3754456263730472,1.8772281318652357,0.5584055605414093,0.37254901960784315,0.13556714348310483,0.6746370629923825,0.4444099346705961,0.540939093099013,"Q1:6,Q2:3,Q3:6,S1:2,S2:4,S3:3,S4:2"
block_total,metadata,ridge,36,21,0.2316361983358018,2.316361983358018,0.7563402989074373,0.5,0.404776189480409,2.023880947402045,0.7755466520444758,0.5,0.025744239899612165,0.9232635632411393,0.8061193729186662,0.8898326898326899,"id07:2,id03:1,id09:1"
block_total,night_mobility_raw,ridge,36,145,0.23061717727542208,2.3061717727542206,0.753012983492412,0.5,0.4246819500165447,2.123409750082723,0.8136858666065178,0.625,0.04069960983353929,0.8941443995947413,0.724161804161167,0.7842985842985843,"id01:1,id03:1,id07:1,id09:1"
block_target,metadata,knn8,252,28,0.22988645661522125,2.2988645661522122,0.49035309364972174,0.23076923076923078,0.40934156896763413,2.0467078448381706,0.6088194726901768,0.4117647058823529,0.10497354769328796,0.7282393382486415,0.555361640961519,0.6856863151767082,"Q1:4,Q2:3,Q3:5,S1:3,S2:4,S3:4,S4:3"
block_target,all_raw_views_raw,knn8,252,964,0.22985185709206993,2.2985185709206992,0.4902792920719087,0.23076923076923078,0.3733327405773438,1.8666637028867188,0.5552630357808801,0.37254901960784315,0.14436829654960529,0.6561126583399691,0.4085270921419214,0.502391375811988,"Q1:5,Q2:3,Q3:5,S1:2,S2:3,S3:4,S4:4"
block_family,night_mobility_raw,knn8,108,148,0.22930583424943726,2.2930583424943727,0.61757514095344,0.2727272727272727,0.3863112674322616,1.9315563371613078,0.6750295966410588,0.5,0.08915521927800718,0.771477478228651,0.5511467335805095,0.5914430249506988,"Q1Q3:6,other:3,Q2S3:2"
block_target,all_raw_views_raw_pred,knn8,252,1030,0.22817282904663252,2.281728290466325,0.48669788667496994,0.23076923076923078,0.3733327405773438,1.8666637028867188,0.5552630357808801,0.37254901960784315,0.14320484820040363,0.6590721245514123,0.415099221423586,0.5054760180658577,"Q1:5,Q2:3,Q3:5,S1:2,S2:3,S3:5,S4:3"
block_family,prediction_geometry,ridge,108,90,0.22775220283960765,2.2775220283960764,0.6133908421105615,0.18181818181818182,0.4498871081107224,2.2494355405536117,0.7861202577407191,0.5454545454545454,0.08059091321593263,0.7859044562019563,0.5909287601340802,0.6492611963760039,"Q1Q3:7,other:4"
block_target,night_all_raw,knn8,252,152,0.2257282487097647,2.257282487097647,0.481483540651686,0.23076923076923078,0.3748493032615103,1.8742465163075512,0.557518640790663,0.39215686274509803,0.13285407115346565,0.6699059995175465,0.43774949196335333,0.5884902763447318,"Q1:5,Q2:2,Q3:6,S1:2,S2:2,S3:5,S4:4"
block_target,prediction_geometry,knn8,252,94,0.22417351752532458,2.2417351752532455,0.47816726331500087,0.23076923076923078,0.3860046803844937,1.9300234019224685,0.574110190079936,0.39215686274509803,0.13083828867341205,0.6893701631750346,0.47561895791586956,0.5505154693973098,"Q1:4,Q2:3,Q3:5,S1:3,S2:4,S3:4,S4:3"
block_total,night_all_raw,ridge,36,145,0.2236563261901063,2.236563261901063,0.7302843589149804,0.5,0.3884806295480562,1.9424031477402808,0.7443245414629491,0.5,0.03885853352023198,0.8927653559136973,0.7216630636258148,0.8131274131274132,"id07:2,id03:1,id10:1"
block_total,night_all_raw_pred,ridge,36,211,0.2236563261901063,2.236563261901063,0.7302843589149804,0.5,0.404776189480409,2.023880947402045,0.7755466520444758,0.5,0.04533710374709726,0.8731917544632,0.660662438389396,0.7485199485199486,"id07:2,id03:1,id10:1"
block_total,prediction_geometry,knn8,36,87,0.22089246519886271,2.208924651988627,0.7212597787186447,0.5,0.4649086249038928,2.324543124519464,0.8907597257972258,0.625,0.042599794211995445,0.9002206816791651,0.743735719233469,0.7423423423423423,"id07:2,id01:1,id02:1"
block_family,all_raw_views_raw,knn8,108,960,0.21955625428894987,2.1955625428894985,0.5913172036530523,0.18181818181818182,0.41618033256678205,2.0809016628339103,0.727221972814338,0.5,0.07481218967671793,0.7841012103941851,0.5776360511725144,0.6794897443958579,"Q1Q3:5,other:4,Q2S3:2"
block_family,night_all_raw,knn8,108,148,0.21884835963822244,2.1884835963822242,0.5894106750200842,0.18181818181818182,0.35966684042026675,1.7983342021013338,0.6284718637067153,0.45454545454545453,0.08844168697016042,0.7488621313693818,0.5260141515031848,0.6546343136414301,"Q1Q3:4,other:4,Q2S3:3"
block_total,all_raw_views_raw,knn8,36,957,0.20497533736510531,2.049753373651053,0.6692870503194356,0.5,0.41236097457533477,2.0618048728766736,0.7900790154584341,0.5,0.0425529237595602,0.8912558962853874,0.7186203499148256,0.7508365508365509,"id01:1,id02:1,id07:1,id10:1"
block_total,prediction_geometry,ridge,36,87,0.19586973540883001,1.9586973540883001,0.6395553686789113,0.25,0.42312530967687034,2.1156265483843515,0.8107033611251022,0.5,0.041209971980577575,0.8881872572442684,0.708884026704106,0.7624195624195624,"id01:1,id03:1,id07:1,id09:1"
block_total,metadata,knn8,36,21,0.19441585680693357,1.9441585680693356,0.6348081530699788,0.25,0.44619458561978187,2.2309729280989092,0.8549038358259027,0.75,0.023739625712466975,0.9361995398364783,0.8450069405474526,0.8785070785070785,"id02:1,id03:1,id07:1,id09:1"
block_total,night_mobility_raw,knn8,36,145,0.19441585680693357,1.9441585680693356,0.6348081530699788,0.25,0.404776189480409,2.023880947402045,0.7755466520444758,0.5,0.05179425932321802,0.8745679578771381,0.6803811707087483,0.693951093951094,"id02:1,id03:1,id07:1,id09:1"
block_total,night_mobility_raw_pred,ridge,36,211,0.18883386204839964,1.8883386204839963,0.6165817807909413,0.25,0.373303971404376,1.86651985702188,0.7152462341947683,0.5,0.04607891182013125,0.8751966427622577,0.6672282425248304,0.7495495495495497,"id03:1,id07:1,id09:1,id10:1"
block_total,all_raw_views_raw,ridge,36,957,0.1864359846612381,1.8643598466123807,0.6087522130775221,0.25,0.3884806295480562,1.9424031477402808,0.7443245414629491,0.5,0.03901141517030493,0.8973068118076152,0.7504135351335574,0.8592020592020593,"id02:1,id03:1,id07:1,id10:1"
block_total,all_raw_views_raw_pred,ridge,36,1023,0.1864359846612381,1.8643598466123807,0.6087522130775221,0.25,0.3884806295480562,1.9424031477402808,0.7443245414629491,0.5,0.03993607463046692,0.8940544837696434,0.7399902445460105,0.844015444015444,"id02:1,id03:1,id07:1,id10:1"
block_family,night_all_raw_pred,knn8,108,214,0.17575389209054787,1.7575389209054786,0.47334702597608314,0.09090909090909091,0.39486469641370864,1.9743234820685431,0.6899756212642121,0.45454545454545453,0.07272119178032249,0.7825832452518298,0.5715533844502535,0.6920841788371583,"Q1Q3:4,other:4,Q2S3:3"
block_family,all_raw_views_raw_pred,knn8,108,1026,0.17410356877881558,1.7410356877881557,0.468902312847881,0.18181818181818182,0.41784462414952966,2.0892231207476484,0.7301301097766962,0.5,0.0756432796132729,0.7808906778859521,0.5679786302874382,0.6756885497346786,"other:4,Q1Q3:4,Q2S3:3"
block_total,all_raw_views_raw_pred,knn8,36,1023,0.17313999114460724,1.7313999114460723,0.5653380326390167,0.25,0.41236097457533477,2.0618048728766736,0.7900790154584341,0.5,0.04315670896119396,0.8835686344146592,0.6941539456099078,0.7371943371943372,"id01:2,id02:1,id10:1"
block_total,night_all_raw,knn8,36,145,0.15385731329104582,1.5385731329104582,0.5023760843931052,0.0,0.4268817398031003,2.134408699015501,0.8179006392352013,0.625,0.0320087023067074,0.9161827063327883,0.7891175282138017,0.7889317889317891,"id02:2,id09:1,id10:1"
row_total,metadata,knn8,250,27,0.11816425381154337,1.1816425381154336,0.4334153549114881,0.16,0.242041690490697,1.2102084524534849,0.5278917391509723,0.32,0.11678241833487116,0.6941493761229584,0.0734014487604369,0.04781841260990419,"id09:9,id03:6,id07:4,id05:3,id04:2,id08:1"
row_total,night_all_raw,ridge,250,151,0.1100219757508699,1.100219757508699,0.40355024578057364,0.12,0.21004986102855897,1.0502493051427948,0.4581177160925832,0.18,0.08924157069678498,0.7386961638476051,0.15118943751399513,0.20153208314705454,"id03:11,id05:6,id07:3,id08:2,id10:2,id04:1"
row_total,prediction_geometry,knn8,250,60,0.10993309691125483,1.0993309691125481,0.4032242465669931,0.08,0.21598501818507848,1.0799250909253924,0.47106226472442253,0.2,0.08976646829049006,0.7441243213906842,0.11461766405538258,0.10435712571401141,"id09:8,id05:6,id03:5,id07:4,id04:1,id10:1"
row_total,metadata,ridge,250,27,0.10852271149700543,1.0852271149700543,0.3980510856899837,0.08,0.20422397676039358,1.021119883801968,0.44541149109399225,0.16,0.0775904307121099,0.753225895714617,0.14232206085437943,0.21033972754990668,"id03:11,id05:9,id07:5"
row_total,night_mobility_raw,ridge,250,151,0.10789453947834608,1.0789453947834609,0.39574700988337874,0.08,0.19675932050495257,0.9837966025247628,0.42913111243335655,0.18,0.09561820448321871,0.7143311859179962,0.07276471477494649,0.09922270695305886,"id07:13,id03:11,id10:1"
row_total,night_mobility_raw,knn8,250,151,0.10142298181098079,1.014229818109808,0.37200994581572344,0.12,0.18749092542597087,0.9374546271298543,0.40891678825034966,0.18,0.12308071331291759,0.673948574370781,-0.03200889503859381,-0.03448252689215699,"id03:10,id09:10,id02:2,id07:2,id04:1"
row_total,prediction_geometry,ridge,250,60,0.09893414578568142,0.9893414578568142,0.36288112966001856,0.04,0.20816232803375687,1.0408116401687844,0.45400101589390723,0.18,0.07338673543026147,0.7698476624611527,0.07344303231705705,0.1142867565881054,"id03:9,id05:8,id07:5,id10:2,id09:1"
row_total,night_all_raw_pred,knn8,250,184,0.09630310035049017,0.9630310035049017,0.3532307027813421,0.08,0.22754866621453748,1.1377433310726874,0.4962825243285648,0.24,0.09541910459965289,0.726848261596915,0.04028206857335983,0.03467153074449191,"id09:9,id03:5,id01:4,id05:3,id10:2,id02:1"
row_total,all_raw_views_raw_pred,knn8,250,996,0.09622941948865812,0.9622941948865812,0.3529604483190066,0.08,0.2036830561379215,1.0184152806896074,0.44423174587092545,0.16,0.1143023335536528,0.6918160720302061,-0.0035299158275545316,-0.029733211731387703,"id09:10,id03:5,id01:4,id05:3,id10:2,id07:1"
row_total,night_mobility_raw_pred,ridge,250,184,0.0953217905499269,0.953217905499269,0.34963135084731667,0.08,0.17486699795086086,0.8743349897543042,0.3813840643785186,0.12,0.08563344643935525,0.7325203597804827,0.03974911699893378,0.056171266740267844,"id03:11,id07:9,id10:3,id01:1,id05:1"
row_total,night_mobility_raw_pred,knn8,250,184,0.09231567881113499,0.9231567881113498,0.3386052160887455,0.08,0.18773474248736507,0.9386737124368253,0.40944855206472863,0.16,0.09551364546391355,0.722155418626433,0.011488772994346782,-0.00343109489751836,"id09:10,id03:7,id01:2,id07:2,id10:2,id05:1"
row_total,all_raw_views_raw_pred,ridge,250,996,0.0920086743926755,0.9200867439267549,0.337479152793849,0.08,0.19393864256569263,0.9696932128284631,0.42297922769018687,0.16,0.07480333390433405,0.7656795273218716,0.05615576437984066,0.09768617097873565,"id03:8,id05:6,id10:5,id07:3,id04:1,id08:1"
row_total,night_all_raw_pred,ridge,250,184,0.08995831167764351,0.8995831167764351,0.329958615447164,0.04,0.20162453370743008,1.0081226685371503,0.4397421185521344,0.16,0.0738806586826238,0.7669987791882347,0.10635493316559863,0.16062016992271877,"id03:8,id05:8,id10:3,id07:2,id08:2,id04:1"
row_total,all_raw_views_raw,ridge,250,963,0.08523024038682192,0.8523024038682192,0.31261649521656965,0.08,0.20056371382367333,1.0028185691183666,0.4374284755915891,0.16,0.08265164487009233,0.7448617397558089,0.05994275026975653,0.10938283320047179,"id10:11,id03:6,id05:4,id07:2,id02:1,id08:1"
row_total,night_all_raw,knn8,250,151,0.08224484404117811,0.8224484404117811,0.30166634256920216,0.04,0.18448680121671387,0.9224340060835693,0.40236480809257114,0.18,0.12354686338202289,0.6756052278999318,-0.0641361215194741,-0.07578506444853852,"id09:9,id03:8,id05:3,id07:3,id01:2"
row_total,all_raw_views_raw,knn8,250,963,0.07416547832004265,0.7416547832004264,0.27203198997496986,0.04,0.19512022363833956,0.9756011181916977,0.4255562502110713,0.16,0.12243903170548977,0.6791133104327438,-0.05878932666944563,-0.06559191337471103,"id09:9,id03:8,id05:3,id01:2,id02:2,id07:1"
