prior,outcome,candidate,n_worlds,active_mean_vs_e95,active_p05_vs_e95,active_p50_vs_e95,active_p95_vs_e95,active_beat_e95_rate,active_mean_vs_e101,active_p95_vs_e101,active_beat_e101_rate,rank_vs_e101
global,small_win,e101,1467,-6.477300491312806e-06,-1.0327048185869794e-05,-6.2400991681696735e-06,-3.2690456881486226e-06,1.0,0.0,0.0,0.0,4.0
global,small_win,e108_amp050,1467,-1.2388839117346646e-05,-2.0088334506461723e-05,-1.1914436471057825e-05,-5.972329511018646e-06,1.0,-5.9115386260338426e-06,-2.7032838228700235e-06,1.0,2.0
global,small_win,e108_strict_amp038,1467,-9.621750887814597e-06,-1.547336738354421e-05,-9.261204876635805e-06,-4.745203587005647e-06,1.0,-3.144450396501792e-06,-1.4761578988570236e-06,1.0,3.0
global,small_win,e89,1467,9.69010087613099e-06,-8.883078055069677e-06,9.85439150720938e-06,2.9241189403946337e-05,0.2167689161554192,1.6167401367443794e-05,3.6045466151053025e-05,0.08588957055214724,9.0
global,small_win,e85,1467,9.690100876130544e-06,-8.883078055069603e-06,9.854391507208935e-06,2.9241189403946415e-05,0.2167689161554192,1.616740136744335e-05,3.604546615105266e-05,0.08588957055214724,8.0
global,small_win,e90,1467,3.5885161451597056e-06,-4.2150192433855464e-06,3.406149543317737e-06,1.2381540551927574e-05,0.24335378323108384,1.006581663647251e-05,1.9569044745987218e-05,0.029993183367416496,6.0
global,small_win,e86,1467,4.9076501713523185e-06,5.496654888694932e-07,4.818417772201458e-06,9.892771482549835e-06,0.023858214042263123,1.1384950662665124e-05,1.8015015452948314e-05,0.0,7.0
global,small_win,mixmin,1467,-2.2524548012890495e-05,-3.792353879112334e-05,-2.157574272031309e-05,-9.691528800235165e-06,1.0,-1.604724752157769e-05,-6.422483112086543e-06,1.0,1.0
global,tie,e95,2243,0.0,0.0,0.0,0.0,0.0,-2.92556604866119e-07,2.6250282186433456e-06,0.5809184128399465,1.0
global,tie,e101,2243,2.92556604866119e-07,-2.625028218643345e-06,5.061870266650639e-07,2.7626294209217197e-06,0.4190815871600535,0.0,0.0,0.0,2.0
global,tie,e108_amp050,2243,1.150875075011085e-06,-4.684294572010859e-06,1.5781359186114219e-06,6.091020707123543e-06,0.3727151136870263,8.583184701449661e-07,3.3283912862018227e-06,0.33036112349531876,4.0
global,tie,e108_strict_amp038,2243,6.68431898377244e-07,-3.7662970333583517e-06,9.931501395134525e-07,4.42294257878302e-06,0.3932233615693268,3.7587529351112506e-07,1.6603131578613004e-06,0.35131520285332146,3.0
global,tie,e89,2243,1.0829325235193023e-05,-9.31399322228883e-06,1.084018464023656e-05,3.044532435890165e-05,0.18368256798930005,1.0536768630326903e-05,2.9944531958555977e-05,0.19349086045474811,9.0
global,tie,e85,2243,1.0829325235192531e-05,-9.313993222290732e-06,1.084018464023675e-05,3.0445324358901775e-05,0.18368256798930005,1.0536768630326413e-05,2.9944531958555534e-05,0.19349086045474811,8.0
global,tie,e90,2243,2.8337815056937386e-06,-4.790337478979005e-06,2.623752788377084e-06,1.1425725538047696e-05,0.3071778867588052,2.54122490082762e-06,1.1753888588812942e-05,0.32857779759251005,5.0
global,tie,e86,2243,3.173747402156241e-06,-1.3657842657723358e-06,3.0197242053910655e-06,8.095408748419488e-06,0.15425769059295585,2.881190797290122e-06,8.967097090906574e-06,0.21578243423985732,6.0
global,tie,mixmin,2243,4.554880371825115e-06,-7.115458922213599e-06,5.409402059026928e-06,1.4435171636046326e-05,0.2911279536335265,4.262323766958997e-06,1.1672542215124605e-05,0.2599197503343736,7.0
global,small_loss,e95,16836,0.0,0.0,0.0,0.0,0.0,-1.3126262147339822e-05,-4.6305828019314075e-06,1.0,1.0
global,small_loss,e101,16836,1.3126262147339822e-05,4.6305828019314075e-06,1.384856679446035e-05,1.946030027378921e-05,0.0,0.0,0.0,0.0,6.0
global,small_loss,e108_amp050,16836,2.6818286159958213e-05,9.826927469140727e-06,2.8262895454201106e-05,3.948636241285783e-05,0.0,1.3692024012618391e-05,2.0026062139068614e-05,0.0,8.0
global,small_loss,e108_strict_amp038,16836,2.017566432293708e-05,7.262231717915112e-06,2.127356738656137e-05,2.9803402275141562e-05,0.0,7.049402175597259e-06,1.034310200135235e-05,0.0,7.0
global,small_loss,e89,16836,1.2503234745486333e-05,-7.128165037668527e-06,1.2399981662191354e-05,3.256923029151201e-05,0.15169874079353765,-6.230274018534897e-07,2.0450209893548616e-05,0.5238774055595153,5.0
global,small_loss,e85,16836,1.250323474548571e-05,-7.128165037668908e-06,1.2399981662189966e-05,3.256923029151157e-05,0.15169874079353765,-6.230274018541108e-07,2.0450209893548328e-05,0.5238774055595153,4.0
global,small_loss,e90,16836,1.7082854050916692e-06,-7.059148274734257e-06,1.5150250171543293e-06,1.121161452897844e-05,0.39522451888809695,-1.1417976742248152e-05,1.1462404554955185e-06,0.9314564029460679,3.0
global,small_loss,e86,16836,1.583753855103252e-07,-5.111940306165482e-06,2.4200788260005152e-08,5.847163705836114e-06,0.4973271560940841,-1.2967886761829495e-05,-1.5398010311386026e-06,0.9739249227845094,2.0
global,small_loss,mixmin,16836,5.588970254171968e-05,2.1906985160085813e-05,5.877892113020189e-05,8.122585504752085e-05,0.0,4.276344039437986e-05,6.176555477373162e-05,0.0,9.0
global,large_loss,e95,178627,0.0,0.0,0.0,0.0,0.0,-5.366164746508665e-05,-2.4804427192006167e-05,1.0,3.0
global,large_loss,e101,178627,5.366164746508665e-05,2.4804427192006163e-05,5.188812408749713e-05,8.906582051081343e-05,0.0,0.0,0.0,0.0,6.0
global,large_loss,e108_amp050,178627,0.00010788905679545106,5.017461624929063e-05,0.00010434201004027463,0.00017869740288690243,0.0,5.42274093303644e-05,8.9631582376089e-05,0.0,8.0
global,large_loss,e108_strict_amp038,178627,8.17894500059116e-05,3.7926475190831416e-05,7.909369447197768e-05,0.00013560379303541732,0.0,2.8127802540824944e-05,4.653797252460389e-05,0.0,7.0
global,large_loss,e89,178627,1.891442485125914e-05,-1.7777705018792185e-06,1.8892457670196468e-05,3.976924841094274e-05,0.06694396703745795,-3.474722261382751e-05,-2.6685285864404606e-06,0.964333499414982,5.0
global,large_loss,e85,178627,1.891442485125807e-05,-1.7777705018795992e-06,1.889245767019564e-05,3.9769248410942185e-05,0.06694396703745795,-3.474722261382857e-05,-2.668528586442382e-06,0.964333499414982,4.0
global,large_loss,e90,178627,-6.733576599674182e-07,-1.0749264900854075e-05,-7.52113015712611e-07,9.665321865765504e-06,0.5476327766798972,-5.433500512505407e-05,-2.2606382128392158e-05,0.999966410453067,2.0
global,large_loss,e86,178627,-8.879749256587969e-06,-1.8375827729677584e-05,-8.632935885792137e-06,-2.057315401164447e-07,0.954127875405174,-6.254139672167462e-05,-2.7115720168043568e-05,1.0,1.0
global,large_loss,mixmin,178627,0.0002180312438127066,0.0001026023627203852,0.00021093715030235416,0.00035964793599561743,0.0,0.00016436959634761992,0.00027058211548480396,0.0,9.0
subject,edge_or_stronger_win,e95,28477,0.0,0.0,0.0,0.0,0.0,1.936555054922381e-05,3.326728086821337e-05,0.0,5.0
subject,edge_or_stronger_win,e101,28477,-1.936555054922381e-05,-3.326728086821338e-05,-1.7598226029773806e-05,-1.156381941177101e-05,1.0,0.0,0.0,0.0,4.0
subject,edge_or_stronger_win,e108_amp050,28477,-3.8165339233168165e-05,-6.596879987114648e-05,-3.46306901942678e-05,-2.2561876958262623e-05,1.0,-1.8799788683944356e-05,-1.0998057546491613e-05,1.0,2.0
subject,edge_or_stronger_win,e108_strict_amp038,28477,-2.9211890975838947e-05,-5.034252106070218e-05,-2.6525557706275273e-05,-1.7353259646909782e-05,1.0,-9.846340426615142e-06,-5.7894402351387715e-06,1.0,3.0
subject,edge_or_stronger_win,e89,28477,4.708118148151321e-06,-1.429424045233846e-05,4.835287468736994e-06,2.3477890542856965e-05,0.36629560698107244,2.4073668697375126e-05,4.540955781303548e-05,0.022193349018506163,7.0
subject,edge_or_stronger_win,e85,28477,4.708118148151433e-06,-1.4294240452338776e-05,4.835287468737185e-06,2.3477890542855898e-05,0.36629560698107244,2.4073668697375238e-05,4.540955781303517e-05,0.022193349018506163,8.0
subject,edge_or_stronger_win,e90,28477,3.0513584483226215e-06,-1.7018540554318397e-06,2.8906041535457823e-06,8.479688881813159e-06,0.1588650489869017,2.2416908997546427e-05,3.926314924788944e-05,0.0,6.0
subject,edge_or_stronger_win,e86,28477,5.898799641106946e-06,2.53861317309392e-06,5.520309179549281e-06,1.0544629990067911e-05,0.0,2.5264350190330758e-05,4.3494146299323276e-05,0.0,9.0
subject,edge_or_stronger_win,mixmin,28477,-7.407754824453372e-05,-0.00012968446952049033,-6.700825016673447e-05,-4.287062369472132e-05,1.0,-5.471199769530991e-05,-3.1306804282950307e-05,1.0,1.0
subject,small_win,e95,26480,0.0,0.0,0.0,0.0,0.0,6.759433366290793e-06,1.0521154328148811e-05,0.0,5.0
subject,small_win,e101,26480,-6.759433366290793e-06,-1.0521154328148813e-05,-6.664758573121752e-06,-3.3335757475389437e-06,1.0,0.0,0.0,0.0,4.0
subject,small_win,e108_amp050,26480,-1.2953104867302175e-05,-2.047654679101805e-05,-1.2763755280964893e-05,-6.101389629798883e-06,1.0,-6.193671501011385e-06,-2.7678138822599393e-06,1.0,2.0
subject,small_win,e108_strict_amp038,26480,-1.0050592857780753e-05,-1.576840871980561e-05,-9.906687172163621e-06,-4.843289277277857e-06,1.0,-3.291159491489959e-06,-1.5097135297389138e-06,1.0,3.0
subject,small_win,e89,26480,6.360458175344391e-06,-1.1299085404700186e-05,5.769969165595676e-06,2.538728499088479e-05,0.3126510574018127,1.3119891541635182e-05,3.226975892109545e-05,0.1240558912386707,8.0
subject,small_win,e85,26480,6.360458175344464e-06,-1.1299085404699995e-05,5.769969165595232e-06,2.5387284990884952e-05,0.3126510574018127,1.3119891541635255e-05,3.226975892109564e-05,0.1240558912386707,9.0
subject,small_win,e90,26480,7.136566514633458e-07,-4.06998053653388e-06,4.412960471630695e-07,6.481755730918104e-06,0.43984138972809667,7.473090017754138e-06,1.4481388550299447e-05,0.028021148036253777,6.0
subject,small_win,e86,26480,2.16684898054021e-06,-2.204734436314647e-07,1.911072088696953e-06,5.422797494239802e-06,0.07405589123867069,8.926282346831002e-06,1.4369696225177463e-05,0.0,7.0
subject,small_win,mixmin,26480,-2.3653079512801652e-05,-3.869996336023494e-05,-2.3274380340126033e-05,-9.949649037793044e-06,1.0,-1.689364614651086e-05,-6.6160732902541e-06,1.0,1.0
subject,tie,e95,25103,0.0,0.0,0.0,0.0,0.0,-6.85364538707754e-08,2.675352837265094e-06,0.5165916424331753,2.0
subject,tie,e101,25103,6.85364538707754e-08,-2.6753528372650944e-06,9.598313361358573e-08,2.7167404407813234e-06,0.4834083575668247,0.0,0.0,0.0,3.0
subject,tie,e108_amp050,25103,7.02834773020919e-07,-4.7849438092538606e-06,7.577281325076591e-07,5.999242746842614e-06,0.4368800541767916,6.342983191501435e-07,3.2825023060612905e-06,0.388479464605824,6.0
subject,tie,e108_strict_amp038,25103,3.279212688648337e-07,-3.842790453662366e-06,3.6964022207485053e-07,4.353191328968938e-06,0.46102059514799026,2.593848149940583e-07,1.6364508881876147e-06,0.41166394454846034,5.0
subject,tie,e89,25103,7.405857626196747e-06,-1.0241509007458799e-05,6.893021294774522e-06,2.5807421936936533e-05,0.2753455762259491,7.3373211723259715e-06,2.6369876243300796e-05,0.26307612635939925,8.0
subject,tie,e85,25103,7.405857626196785e-06,-1.0241509007458989e-05,6.893021294774713e-06,2.5807421936936686e-05,0.2753455762259491,7.33732117232601e-06,2.6369876243300986e-05,0.26307612635939925,9.0
subject,tie,e90,25103,-5.176666782958054e-07,-5.476062422797414e-06,-8.088334028730473e-07,5.574484950355397e-06,0.5957455284228976,-5.862031321665808e-07,6.197432028872497e-06,0.5758275903278492,1.0
subject,tie,e86,25103,1.8228402258144904e-07,-2.178101134866829e-06,-1.447008480386228e-07,3.5645048544170476e-06,0.536668924032984,1.1374756871067363e-07,4.880496777616148e-06,0.49077799466199257,4.0
subject,tie,mixmin,25103,3.6587997678446364e-06,-7.316757396703777e-06,3.768586486819722e-06,1.4251615715485143e-05,0.3422698482253117,3.590263313973861e-06,1.153487527470382e-05,0.2964984264828905,7.0
subject,small_loss,e95,71070,0.0,0.0,0.0,0.0,0.0,-1.1157529455647065e-05,-3.8295007058191984e-06,1.0,3.0
subject,small_loss,e101,71070,1.1157529455647065e-05,3.829500705819199e-06,1.0984847784084187e-05,1.8979780910357516e-05,0.0,0.0,0.0,0.0,6.0
subject,small_loss,e108_amp050,71070,2.2880820776573376e-05,8.224763276917129e-06,2.253545743344827e-05,3.852532368599201e-05,0.0,1.1723291320926317e-05,1.9545542775634493e-05,0.0,8.0
subject,small_loss,e108_strict_amp038,71070,1.7183190631564744e-05,6.044586931826496e-06,1.692071449078977e-05,2.9073012842724088e-05,0.0,6.02566117591768e-06,1.0093231932366572e-05,0.0,7.0
subject,small_loss,e89,71070,8.788015675586263e-06,-9.245972325357924e-06,8.64256820266143e-06,2.7673670192223682e-05,0.2375685943436049,-2.3695137800608012e-06,1.7765970501589774e-05,0.580906148867314,5.0
subject,small_loss,e85,71070,8.788015675586246e-06,-9.245972325357735e-06,8.642568202661428e-06,2.7673670192223872e-05,0.2375685943436049,-2.3695137800608194e-06,1.77659705015891e-05,0.580906148867314,4.0
subject,small_loss,e90,71070,-2.3690829949957222e-06,-8.022281172784959e-06,-2.6883191111342036e-06,4.371345934938747e-06,0.7523005487547488,-1.3526612450642786e-05,-2.847178062929349e-06,0.9838891233994653,2.0
subject,small_loss,e86,71070,-2.9714319475980823e-06,-6.608059859178508e-06,-3.0690223263037812e-06,1.180809040257991e-06,0.8914028422681863,-1.4128961403245149e-05,-4.3465461169692604e-06,0.997889404812157,1.0
subject,small_loss,mixmin,71070,4.8014771774949746e-05,1.8702656775638542e-05,4.732404508869819e-05,7.930377759378821e-05,0.0,3.685724231930268e-05,6.0323996683430705e-05,0.0,9.0
subject,large_loss,e95,48870,0.0,0.0,0.0,0.0,0.0,-3.110268800922491e-05,-2.071247290558955e-05,1.0,3.0
subject,large_loss,e101,48870,3.110268800922491e-05,2.071247290558955e-05,2.878538656516609e-05,4.9517534770158515e-05,0.0,0.0,0.0,0.0,6.0
subject,large_loss,e108_amp050,48870,6.277113788372882e-05,4.199070767645706e-05,5.813653499561075e-05,9.960083140559428e-05,0.0,3.16684498745039e-05,5.008329663543576e-05,0.0,8.0
subject,large_loss,e108_strict_amp038,48870,4.7499831633002934e-05,3.1706704675476565e-05,4.3977533438033846e-05,7.549039870962047e-05,0.0,1.6397143623778007e-05,2.5972863939461954e-05,0.0,7.0
subject,large_loss,e89,48870,1.1457957235776164e-05,-7.67901113675751e-06,1.1364789991398725e-05,3.073270564534582e-05,0.1678330263965623,-1.9644730773448753e-05,2.5844163459544305e-06,0.9260282381829343,5.0
subject,large_loss,e85,48870,1.1457957235776012e-05,-7.679011136757668e-06,1.1364789991398915e-05,3.073270564534601e-05,0.1678330263965623,-1.9644730773448905e-05,2.5844163459546215e-06,0.9260282381829343,4.0
subject,large_loss,e90,48870,-5.348217956440557e-06,-1.2213973863747931e-05,-5.628338329457113e-06,2.453295650438076e-06,0.8800081849805607,-3.645090596566547e-05,-2.1878044938107234e-05,1.0,2.0
subject,large_loss,e86,48870,-8.440858257914828e-06,-1.4386502421320802e-05,-8.25138407205456e-06,-3.2538108546380207e-06,0.9957233476570493,-3.954354626713975e-05,-2.566548473454175e-05,1.0,1.0
subject,large_loss,mixmin,48870,0.00012779540598926105,8.623454557471469e-05,0.0001185262002130283,0.00020145479303299257,0.0,9.669271798003613e-05,0.00015193725826283407,0.0,9.0
