candidate_id,basename,source_path,policy_id,target,view_id,split,rep,label_mode,gate_group,model,top_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s025_806d8c73.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s025_806d8c73.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.5,centered,0.25,-0.02281324244872729,0.9583333333333334,0.9375,125,0.006714456832396774,0.02,2.2166968254724333
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s050_4bfc096b.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf50_centered_s050_4bfc096b.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.5,centered,0.5,-0.02281324244872729,0.9583333333333334,0.9375,125,0.013428913664793547,0.04,4.433393650944867
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025_7f258c7f.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s025_7f258c7f.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.5,raw,0.25,-0.020271177539041507,0.9895833333333334,0.96875,125,0.005109513318157938,0.02,2.3426271881216096
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s050_74939ffd.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_raw_s050_74939ffd.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.5,raw,0.5,-0.020271177539041507,0.9895833333333334,0.96875,125,0.010219026636315876,0.04,4.685254376243219
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s025_036ece27.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s025_036ece27.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.5,centered,0.25,-0.020271177539041507,0.9895833333333334,0.96875,125,0.0065461594484464685,0.02,2.1921820808313464
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s050_ca3a22bc.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf50_centered_s050_ca3a22bc.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.5,centered,0.5,-0.020271177539041507,0.9895833333333334,0.96875,125,0.013092318896892937,0.04,4.384364161662693
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025_aaad99b3.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025_aaad99b3.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,raw,0.25,-0.020096584652324223,0.8958333333333334,0.71875,125,0.0013600000000000003,0.02,2.5
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050_00923401.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050_00923401.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,raw,0.5,-0.020096584652324223,0.8958333333333334,0.71875,125,0.0027200000000000006,0.04,5.0
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025_0c5b1a14.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s025_0c5b1a14.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,centered,0.25,-0.020096584652324223,0.8958333333333334,0.71875,125,0.003338196182163559,0.02,2.0054509544591106
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s050_699d69ad.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_centered_s050_699d69ad.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,centered,0.5,-0.020096584652324223,0.8958333333333334,0.71875,125,0.006676392364327118,0.04,4.010901908918221
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025_106cecf4.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s025_106cecf4.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,raw,0.25,-0.019908213873707892,0.9166666666666666,0.875,175,0.003321000473443118,0.02,3.2521544722258735
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050_82a3c9e4.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_raw_s050_82a3c9e4.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,raw,0.5,-0.019908213873707892,0.9166666666666666,0.875,175,0.006642000946886236,0.04,6.504308944451747
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025_b791a8a5.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s025_b791a8a5.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,centered,0.25,-0.019908213873707892,0.9166666666666666,0.875,175,0.006215847231678331,0.02,2.8082596874031704
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s050_6b9b622c.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf70_centered_s050_6b9b622c.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.7,centered,0.5,-0.019908213873707892,0.9166666666666666,0.875,175,0.012431694463356662,0.04,5.616519374806341
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025_4ed0d068.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025_4ed0d068.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,raw,0.25,-0.01989338557057352,0.9479166666666666,0.875,62,0.00031999999999999986,0.02,1.24
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050_16fa5d4e.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050_16fa5d4e.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,raw,0.5,-0.01989338557057352,0.9479166666666666,0.875,62,0.0006399999999999997,0.04,2.48
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025_5fbb93fd.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025_5fbb93fd.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,centered,0.25,-0.01989338557057352,0.9479166666666666,0.875,62,0.0013823646163470965,0.02,0.9744088459132261
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050_4bad5abb.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s050_4bad5abb.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,centered,0.5,-0.01989338557057352,0.9479166666666666,0.875,62,0.002764729232694193,0.04,1.9488176918264521
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025_1a67bec3.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s025_1a67bec3.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,raw,0.25,-0.01887677414508182,0.90625,0.75,62,0.004956751380825085,0.02,1.2391878452062712
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s050_51cf24a7.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_raw_s050_51cf24a7.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,raw,0.5,-0.01887677414508182,0.90625,0.75,62,0.00991350276165017,0.04,2.4783756904125425
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025_cdb403c2.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s025_cdb403c2.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,centered,0.25,-0.01887677414508182,0.90625,0.75,62,0.00496,0.02,1.24
Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s050_f1fad500.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2_tf25_centered_s050_f1fad500.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_lr_l2,Q3,raw_human_context,subject5,pc,good,dateblock5,lr_l2,0.25,centered,0.5,-0.01887677414508182,0.90625,0.75,62,0.00992,0.04,2.48
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025_c9190990.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s025_c9190990.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,raw,0.25,-0.018466115852563414,0.9375,0.90625,88,0.004796699576987695,0.02,1.652677270535328
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s050_1ea8a352.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_raw_s050_1ea8a352.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,raw,0.5,-0.018466115852563414,0.9375,0.90625,88,0.00959339915397539,0.04,3.305354541070656
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025_d778c3b2.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s025_d778c3b2.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,centered,0.25,-0.018466115852563414,0.9375,0.90625,88,0.005549807556102772,0.02,1.6259689445460714
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s050_25de31de.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf35_centered_s050_25de31de.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.35,centered,0.5,-0.018466115852563414,0.9375,0.90625,88,0.011099615112205544,0.04,3.251937889092143
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025_4f2eacc1.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s025_4f2eacc1.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,raw,0.25,-0.016562553208593456,0.9479166666666666,0.84375,62,0.0034256392017508784,0.02,1.1764098004377197
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s050_d7b9f020.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_raw_s050_d7b9f020.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,raw,0.5,-0.016562553208593456,0.9479166666666666,0.84375,62,0.006851278403501757,0.04,2.3528196008754394
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025_b696c851.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s025_b696c851.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,centered,0.25,-0.016562553208593456,0.9479166666666666,0.84375,62,0.003931323304894972,0.02,1.1562977756931088
Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s050_b6dfaaae.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow_tf25_centered_s050_b6dfaaae.csv,Q3_raw_human_context_subject5_pc_good_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,good,dateblock5,hgb_shallow,0.25,centered,0.5,-0.016562553208593456,0.9479166666666666,0.84375,62,0.007862646609789943,0.04,2.3125955513862175
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025_49580099.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025_49580099.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,raw,0.25,-0.015035196276591556,1.0,1.0,175,-0.0044,0.02,3.5
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050_6f0bd0d8.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050_6f0bd0d8.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,raw,0.5,-0.015035196276591556,1.0,1.0,175,-0.0088,0.04,7.0
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025_c02282a5.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s025_c02282a5.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,centered,0.25,-0.015035196276591556,1.0,1.0,60,0.0048000000000000004,0.02,1.2000000000000002
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s050,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s050_30606fbd.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_centered_s050_30606fbd.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,centered,0.5,-0.015035196276591556,1.0,1.0,60,0.009600000000000001,0.04,2.4000000000000004
