target,view_id,split,policy,mode,rep,null_delta
Q2,jepa_resid,subject,abs_q85,dateblock,8,-0.009920156361470367
Q2,jepa_resid,subject,abs_q85,dateblock,9,-0.010925888215827184
Q2,jepa_resid,subject,abs_q92,row,0,0.0015003087512639457
Q2,jepa_resid,subject,abs_q92,row,1,0.0009619729061636217
Q2,jepa_resid,subject,abs_q92,row,2,-0.0016012823596412984
Q2,jepa_resid,subject,abs_q92,row,3,0.0033008136934230548
Q2,jepa_resid,subject,abs_q92,row,4,-0.0031599187133593
Q2,jepa_resid,subject,abs_q92,row,5,0.00014459279203238307
Q2,jepa_resid,subject,abs_q92,row,6,0.011434242536122352
Q2,jepa_resid,subject,abs_q92,row,7,-0.0022205467703229065
Q2,jepa_resid,subject,abs_q92,row,8,0.0022868235623264566
Q2,jepa_resid,subject,abs_q92,row,9,0.004290204955341714
Q2,jepa_resid,subject,abs_q92,subject,0,0.004182107067664309
Q2,jepa_resid,subject,abs_q92,subject,1,0.0013468618808487598
Q2,jepa_resid,subject,abs_q92,subject,2,0.0035664456371450326
Q2,jepa_resid,subject,abs_q92,subject,3,0.0038306659657789677
Q2,jepa_resid,subject,abs_q92,subject,4,-0.004524966869988045
Q2,jepa_resid,subject,abs_q92,subject,5,0.008299813647336562
Q2,jepa_resid,subject,abs_q92,subject,6,0.001525078431161342
Q2,jepa_resid,subject,abs_q92,subject,7,0.00459186187078886
Q2,jepa_resid,subject,abs_q92,subject,8,0.0028877717606048403
Q2,jepa_resid,subject,abs_q92,subject,9,0.004768966709363109
Q2,jepa_resid,subject,abs_q92,dateblock,0,0.008731753472600245
Q2,jepa_resid,subject,abs_q92,dateblock,1,0.002613909263152747
Q2,jepa_resid,subject,abs_q92,dateblock,2,0.012054418422910218
Q2,jepa_resid,subject,abs_q92,dateblock,3,-0.002864103002254037
Q2,jepa_resid,subject,abs_q92,dateblock,4,0.012580688063750345
Q2,jepa_resid,subject,abs_q92,dateblock,5,0.0164522975616761
Q2,jepa_resid,subject,abs_q92,dateblock,6,0.00078102903208499
Q2,jepa_resid,subject,abs_q92,dateblock,7,-0.002456466799624968
Q2,jepa_resid,subject,abs_q92,dateblock,8,0.011356121976505928
Q2,jepa_resid,subject,abs_q92,dateblock,9,0.0037392117582776274
Q2,jepa_resid,subject,pos_q80,row,0,0.004271195081742563
Q2,jepa_resid,subject,pos_q80,row,1,0.002014261302841991
Q2,jepa_resid,subject,pos_q80,row,2,0.0009877459764513485
Q2,jepa_resid,subject,pos_q80,row,3,0.0036617287354765438
Q2,jepa_resid,subject,pos_q80,row,4,0.0014399634811069761
Q2,jepa_resid,subject,pos_q80,row,5,0.0058312231960969685
Q2,jepa_resid,subject,pos_q80,row,6,0.00033294789065785313
Q2,jepa_resid,subject,pos_q80,row,7,0.0011524393698657542
Q2,jepa_resid,subject,pos_q80,row,8,0.003501328539072812
Q2,jepa_resid,subject,pos_q80,row,9,-0.012139755917275008
Q2,jepa_resid,subject,pos_q80,subject,0,-0.0035077688800642104
Q2,jepa_resid,subject,pos_q80,subject,1,0.0030152161635850216
Q2,jepa_resid,subject,pos_q80,subject,2,0.0013933456720479631
Q2,jepa_resid,subject,pos_q80,subject,3,0.006812766504699086
Q2,jepa_resid,subject,pos_q80,subject,4,0.00040294603745538726
Q2,jepa_resid,subject,pos_q80,subject,5,0.001787615367143336
Q2,jepa_resid,subject,pos_q80,subject,6,0.021438155213659882
Q2,jepa_resid,subject,pos_q80,subject,7,0.01118240426938888
Q2,jepa_resid,subject,pos_q80,subject,8,0.00018692239913364883
Q2,jepa_resid,subject,pos_q80,subject,9,0.007219914819697748
Q2,jepa_resid,subject,pos_q80,dateblock,0,0.007048226926555046
Q2,jepa_resid,subject,pos_q80,dateblock,1,0.001223806702999819
Q2,jepa_resid,subject,pos_q80,dateblock,2,-0.01885003280086539
Q2,jepa_resid,subject,pos_q80,dateblock,3,-0.0046762402385984725
Q2,jepa_resid,subject,pos_q80,dateblock,4,-0.027584624856673012
Q2,jepa_resid,subject,pos_q80,dateblock,5,-0.023074210220805358
Q2,jepa_resid,subject,pos_q80,dateblock,6,-0.0038186950955443333
Q2,jepa_resid,subject,pos_q80,dateblock,7,-0.009186345623733772
Q2,jepa_resid,subject,pos_q80,dateblock,8,0.02310575021203176
Q2,jepa_resid,subject,pos_q80,dateblock,9,-0.004752569461005218
Q2,jepa_resid,subject,pos_q90,row,0,0.007784786765016816
Q2,jepa_resid,subject,pos_q90,row,1,0.0048395267950746
Q2,jepa_resid,subject,pos_q90,row,2,0.0060935869234503
Q2,jepa_resid,subject,pos_q90,row,3,0.010750018643496895
Q2,jepa_resid,subject,pos_q90,row,4,0.0029948610269169285
Q2,jepa_resid,subject,pos_q90,row,5,0.0019506753807759791
Q2,jepa_resid,subject,pos_q90,row,6,-0.0005153113031880485
Q2,jepa_resid,subject,pos_q90,row,7,-0.00015254400213127184
Q2,jepa_resid,subject,pos_q90,row,8,0.0028729755294852888
Q2,jepa_resid,subject,pos_q90,row,9,0.002797376016475117
Q2,jepa_resid,subject,pos_q90,subject,0,0.005849714593905708
Q2,jepa_resid,subject,pos_q90,subject,1,-0.0011618123579906214
Q2,jepa_resid,subject,pos_q90,subject,2,0.001977423273679335
Q2,jepa_resid,subject,pos_q90,subject,3,0.0038378466848172366
Q2,jepa_resid,subject,pos_q90,subject,4,0.008421998407770581
Q2,jepa_resid,subject,pos_q90,subject,5,0.003681596142811938
Q2,jepa_resid,subject,pos_q90,subject,6,0.0019031115275013333
Q2,jepa_resid,subject,pos_q90,subject,7,0.014257533914626586
Q2,jepa_resid,subject,pos_q90,subject,8,-0.0030117245572178764
Q2,jepa_resid,subject,pos_q90,subject,9,0.005665405301209514
Q2,jepa_resid,subject,pos_q90,dateblock,0,-0.00485383645589299
Q2,jepa_resid,subject,pos_q90,dateblock,1,0.0012584805221573792
Q2,jepa_resid,subject,pos_q90,dateblock,2,-0.012675369297782346
Q2,jepa_resid,subject,pos_q90,dateblock,3,0.0009606807968223219
Q2,jepa_resid,subject,pos_q90,dateblock,4,0.014422108726968474
Q2,jepa_resid,subject,pos_q90,dateblock,5,-0.0031357683280066606
Q2,jepa_resid,subject,pos_q90,dateblock,6,-0.0006109213379381639
Q2,jepa_resid,subject,pos_q90,dateblock,7,-0.016148850891827604
Q2,jepa_resid,subject,pos_q90,dateblock,8,0.0032643652869824846
Q2,jepa_resid,subject,pos_q90,dateblock,9,-0.02060200791922484
Q2,jepa_resid,subject,neg_q80,row,0,-0.0029163732147474697
Q2,jepa_resid,subject,neg_q80,row,1,0.0012421541429319394
Q2,jepa_resid,subject,neg_q80,row,2,0.008428872237471463
Q2,jepa_resid,subject,neg_q80,row,3,0.00689812011371016
Q2,jepa_resid,subject,neg_q80,row,4,0.0011681448330447264
Q2,jepa_resid,subject,neg_q80,row,5,-0.0019833373107056573
Q2,jepa_resid,subject,neg_q80,row,6,0.0037343136379351938
Q2,jepa_resid,subject,neg_q80,row,7,0.0021642679461602032
Q2,jepa_resid,subject,neg_q80,row,8,0.0013407516595441704
Q2,jepa_resid,subject,neg_q80,row,9,0.007886507692292044
Q2,jepa_resid,subject,neg_q80,subject,0,0.023476324705228646
Q2,jepa_resid,subject,neg_q80,subject,1,0.0045676371000672455
Q2,jepa_resid,subject,neg_q80,subject,2,0.0027469858879277664
Q2,jepa_resid,subject,neg_q80,subject,3,0.006857522430910423
Q2,jepa_resid,subject,neg_q80,subject,4,0.0032143397423434195
Q2,jepa_resid,subject,neg_q80,subject,5,0.01089150065382305
Q2,jepa_resid,subject,neg_q80,subject,6,0.002354820880743791
Q2,jepa_resid,subject,neg_q80,subject,7,-0.012410450039650245
Q2,jepa_resid,subject,neg_q80,subject,8,0.004745024033779854
Q2,jepa_resid,subject,neg_q80,subject,9,0.005578767650907479
Q2,jepa_resid,subject,neg_q80,dateblock,0,-0.0005936503031878093
Q2,jepa_resid,subject,neg_q80,dateblock,1,0.007200067237144836
Q2,jepa_resid,subject,neg_q80,dateblock,2,0.0006249684414165735
Q2,jepa_resid,subject,neg_q80,dateblock,3,-0.002318469455053651
Q2,jepa_resid,subject,neg_q80,dateblock,4,-0.0013410088241122553
Q2,jepa_resid,subject,neg_q80,dateblock,5,0.0002474432602287413
Q2,jepa_resid,subject,neg_q80,dateblock,6,0.0006909745289167546
Q2,jepa_resid,subject,neg_q80,dateblock,7,0.01867843146012249
Q2,jepa_resid,subject,neg_q80,dateblock,8,-0.0008877301878500443
Q2,jepa_resid,subject,neg_q80,dateblock,9,0.003919897089866731
Q2,jepa_resid,subject,neg_q90,row,0,0.002816517599773971
Q2,jepa_resid,subject,neg_q90,row,1,0.003971912459122207
Q2,jepa_resid,subject,neg_q90,row,2,0.002010825572865804
Q2,jepa_resid,subject,neg_q90,row,3,-8.540902578835219e-05
Q2,jepa_resid,subject,neg_q90,row,4,-0.0006984573320404364
Q2,jepa_resid,subject,neg_q90,row,5,-0.0002594609954095217
Q2,jepa_resid,subject,neg_q90,row,6,-0.0038458306367257222
Q2,jepa_resid,subject,neg_q90,row,7,0.004270468436760377
Q2,jepa_resid,subject,neg_q90,row,8,0.004528807697764647
Q2,jepa_resid,subject,neg_q90,row,9,0.0029159872718750313
Q2,jepa_resid,subject,neg_q90,subject,0,0.0019510063852967718
Q2,jepa_resid,subject,neg_q90,subject,1,0.009836675511071702
Q2,jepa_resid,subject,neg_q90,subject,2,-8.310059357397037e-05
Q2,jepa_resid,subject,neg_q90,subject,3,0.001585674759820077
Q2,jepa_resid,subject,neg_q90,subject,4,-0.008355075346771712
Q2,jepa_resid,subject,neg_q90,subject,5,-0.011616852032914293
Q2,jepa_resid,subject,neg_q90,subject,6,0.0015343492310250229
Q2,jepa_resid,subject,neg_q90,subject,7,0.0014634100692120233
Q2,jepa_resid,subject,neg_q90,subject,8,-0.009342691673467796
Q2,jepa_resid,subject,neg_q90,subject,9,0.00013099916478376272
Q2,jepa_resid,subject,neg_q90,dateblock,0,0.000994407215030635
Q2,jepa_resid,subject,neg_q90,dateblock,1,-0.000923880849495462
Q2,jepa_resid,subject,neg_q90,dateblock,2,0.004482993149442671
Q2,jepa_resid,subject,neg_q90,dateblock,3,-0.002102317388242514
Q2,jepa_resid,subject,neg_q90,dateblock,4,0.0036792946102316426
Q2,jepa_resid,subject,neg_q90,dateblock,5,0.004847124394178115
Q2,jepa_resid,subject,neg_q90,dateblock,6,-0.001447574922679995
Q2,jepa_resid,subject,neg_q90,dateblock,7,-0.004381460578988916
Q2,jepa_resid,subject,neg_q90,dateblock,8,0.0070511993028183895
Q2,jepa_resid,subject,neg_q90,dateblock,9,-0.0034626549242671167
Q2,jepa_resid,subject,blockabs_q65,row,0,0.0008479024569674198
Q2,jepa_resid,subject,blockabs_q65,row,1,-0.0021036329653940644
Q2,jepa_resid,subject,blockabs_q65,row,2,0.0007321683313726846
Q2,jepa_resid,subject,blockabs_q65,row,3,0.0043600464565932695
Q2,jepa_resid,subject,blockabs_q65,row,4,-0.0034451616137435304
Q2,jepa_resid,subject,blockabs_q65,row,5,0.004782676688166676
Q2,jepa_resid,subject,blockabs_q65,row,6,-0.0009575534376001782
Q2,jepa_resid,subject,blockabs_q65,row,7,-0.007188778943976737
Q2,jepa_resid,subject,blockabs_q65,row,8,-0.0011400562549290782
Q2,jepa_resid,subject,blockabs_q65,row,9,0.005312407216486403
Q2,jepa_resid,subject,blockabs_q65,subject,0,-0.002363665454263364
Q2,jepa_resid,subject,blockabs_q65,subject,1,-0.0016047173986044605
Q2,jepa_resid,subject,blockabs_q65,subject,2,-0.0023613805472550986
Q2,jepa_resid,subject,blockabs_q65,subject,3,-0.003293236321111004
Q2,jepa_resid,subject,blockabs_q65,subject,4,0.0007339554095153744
Q2,jepa_resid,subject,blockabs_q65,subject,5,0.0013566142505248013
Q2,jepa_resid,subject,blockabs_q65,subject,6,0.00946051893562172
Q2,jepa_resid,subject,blockabs_q65,subject,7,0.013994907458265482
Q2,jepa_resid,subject,blockabs_q65,subject,8,0.0034030331375702882
Q2,jepa_resid,subject,blockabs_q65,subject,9,0.0009430707030234631
Q2,jepa_resid,subject,blockabs_q65,dateblock,0,0.0035032670711171443
Q2,jepa_resid,subject,blockabs_q65,dateblock,1,0.004315327320833173
Q2,jepa_resid,subject,blockabs_q65,dateblock,2,0.0005150750821619754
Q2,jepa_resid,subject,blockabs_q65,dateblock,3,-0.015147824168122437
Q2,jepa_resid,subject,blockabs_q65,dateblock,4,0.0006842412620510219
Q2,jepa_resid,subject,blockabs_q65,dateblock,5,0.012828511390081676
Q2,jepa_resid,subject,blockabs_q65,dateblock,6,0.006880689773946291
Q2,jepa_resid,subject,blockabs_q65,dateblock,7,0.039179185617050916
Q2,jepa_resid,subject,blockabs_q65,dateblock,8,0.020181152657211654
Q2,jepa_resid,subject,blockabs_q65,dateblock,9,0.005838393921763219
Q2,jepa_resid,subject,blockabs_q80,row,0,-0.00015459843705534215
Q2,jepa_resid,subject,blockabs_q80,row,1,0.0030489387345863372
Q2,jepa_resid,subject,blockabs_q80,row,2,-0.008085581075384596
Q2,jepa_resid,subject,blockabs_q80,row,3,0.0011648939729225205
Q2,jepa_resid,subject,blockabs_q80,row,4,0.0005208802159510917
Q2,jepa_resid,subject,blockabs_q80,row,5,0.0008511660642477326
Q2,jepa_resid,subject,blockabs_q80,row,6,0.0007742721443856349
Q2,jepa_resid,subject,blockabs_q80,row,7,0.0017772925526806649
Q2,jepa_resid,subject,blockabs_q80,row,8,0.005125945040709068
Q2,jepa_resid,subject,blockabs_q80,row,9,0.003429234367608336
Q2,jepa_resid,subject,blockabs_q80,subject,0,-0.0018770970583829039
Q2,jepa_resid,subject,blockabs_q80,subject,1,-0.00856359717189259
Q2,jepa_resid,subject,blockabs_q80,subject,2,-0.0018429922086585782
Q2,jepa_resid,subject,blockabs_q80,subject,3,-0.007536357398327587
Q2,jepa_resid,subject,blockabs_q80,subject,4,0.00636905239185559
Q2,jepa_resid,subject,blockabs_q80,subject,5,0.004908425625096191
Q2,jepa_resid,subject,blockabs_q80,subject,6,0.006032146230732782
Q2,jepa_resid,subject,blockabs_q80,subject,7,0.0048722491875810015
Q2,jepa_resid,subject,blockabs_q80,subject,8,0.00047212642949190364
Q2,jepa_resid,subject,blockabs_q80,subject,9,0.00602335710770685
Q2,jepa_resid,subject,blockabs_q80,dateblock,0,0.021678217532723698
Q2,jepa_resid,subject,blockabs_q80,dateblock,1,-0.0014874379225392476
Q2,jepa_resid,subject,blockabs_q80,dateblock,2,0.010499347025560546
Q2,jepa_resid,subject,blockabs_q80,dateblock,3,0.010701299652122964
Q2,jepa_resid,subject,blockabs_q80,dateblock,4,0.008367134866471893
Q2,jepa_resid,subject,blockabs_q80,dateblock,5,0.028287119681690176
Q2,jepa_resid,subject,blockabs_q80,dateblock,6,0.03633958835649631
Q2,jepa_resid,subject,blockabs_q80,dateblock,7,0.026423004884490786
Q2,jepa_resid,subject,blockabs_q80,dateblock,8,0.016507558665473487
Q2,jepa_resid,subject,blockabs_q80,dateblock,9,0.007383004089133838
Q1,jepa_resid,dateblock,abs_q75,row,0,0.0017787229341303945
Q1,jepa_resid,dateblock,abs_q75,row,1,-0.008176252881399337
Q1,jepa_resid,dateblock,abs_q75,row,2,0.001875636369358391
Q1,jepa_resid,dateblock,abs_q75,row,3,0.0025171901607592417
Q1,jepa_resid,dateblock,abs_q75,row,4,0.0006912169196791051
Q1,jepa_resid,dateblock,abs_q75,row,5,-0.0015356236907702048
Q1,jepa_resid,dateblock,abs_q75,row,6,0.0007197135667516008
Q1,jepa_resid,dateblock,abs_q75,row,7,0.007322782182148324
Q1,jepa_resid,dateblock,abs_q75,row,8,0.006016095331413118
Q1,jepa_resid,dateblock,abs_q75,row,9,0.0015749126803390467
Q1,jepa_resid,dateblock,abs_q75,subject,0,0.0005772130173766765
Q1,jepa_resid,dateblock,abs_q75,subject,1,0.0017173681381232875
Q1,jepa_resid,dateblock,abs_q75,subject,2,0.0009496424139777693
Q1,jepa_resid,dateblock,abs_q75,subject,3,0.0013324261834581907
Q1,jepa_resid,dateblock,abs_q75,subject,4,0.0023308719986563364
Q1,jepa_resid,dateblock,abs_q75,subject,5,0.0008388578818987469
Q1,jepa_resid,dateblock,abs_q75,subject,6,0.0007244644608611628
Q1,jepa_resid,dateblock,abs_q75,subject,7,0.005435026100429563
Q1,jepa_resid,dateblock,abs_q75,subject,8,0.005626086231460881
Q1,jepa_resid,dateblock,abs_q75,subject,9,-0.0034404492470536674
Q1,jepa_resid,dateblock,abs_q75,dateblock,0,-0.004311827658129097
Q1,jepa_resid,dateblock,abs_q75,dateblock,1,-0.006048889815730707
Q1,jepa_resid,dateblock,abs_q75,dateblock,2,-0.006590733623823675
Q1,jepa_resid,dateblock,abs_q75,dateblock,3,-0.0028299925684818206
Q1,jepa_resid,dateblock,abs_q75,dateblock,4,-0.00022341652642865473
Q1,jepa_resid,dateblock,abs_q75,dateblock,5,-0.004740871015652792
Q1,jepa_resid,dateblock,abs_q75,dateblock,6,-0.014372315227738075
Q1,jepa_resid,dateblock,abs_q75,dateblock,7,-0.006027075405767857
Q1,jepa_resid,dateblock,abs_q75,dateblock,8,-0.013120992211271276
Q1,jepa_resid,dateblock,abs_q75,dateblock,9,-0.009034435631875226
Q1,jepa_resid,dateblock,abs_q85,row,0,0.0010120328155582836
Q1,jepa_resid,dateblock,abs_q85,row,1,0.00013322437085705463
Q1,jepa_resid,dateblock,abs_q85,row,2,0.0012625282029725682
Q1,jepa_resid,dateblock,abs_q85,row,3,0.00012379009024987564
Q1,jepa_resid,dateblock,abs_q85,row,4,0.0006698447396897844
Q1,jepa_resid,dateblock,abs_q85,row,5,0.005707973159502
Q1,jepa_resid,dateblock,abs_q85,row,6,0.001922479163802726
Q1,jepa_resid,dateblock,abs_q85,row,7,-0.004251787732046153
Q1,jepa_resid,dateblock,abs_q85,row,8,0.0028536660710459794
Q1,jepa_resid,dateblock,abs_q85,row,9,0.0032842364986134243
Q1,jepa_resid,dateblock,abs_q85,subject,0,0.0021284999123303283
Q1,jepa_resid,dateblock,abs_q85,subject,1,0.0053048860140718634
Q1,jepa_resid,dateblock,abs_q85,subject,2,0.003947778234071331
Q1,jepa_resid,dateblock,abs_q85,subject,3,0.0016556015455690964
Q1,jepa_resid,dateblock,abs_q85,subject,4,0.002651892172835457
Q1,jepa_resid,dateblock,abs_q85,subject,5,0.0002209640835434401
Q1,jepa_resid,dateblock,abs_q85,subject,6,0.003932881603285199
Q1,jepa_resid,dateblock,abs_q85,subject,7,0.003355915776814933
Q1,jepa_resid,dateblock,abs_q85,subject,8,0.004094283703031665
Q1,jepa_resid,dateblock,abs_q85,subject,9,0.005499563077531855
Q1,jepa_resid,dateblock,abs_q85,dateblock,0,-0.006222506972926367
Q1,jepa_resid,dateblock,abs_q85,dateblock,1,-0.0007027808909524369
Q1,jepa_resid,dateblock,abs_q85,dateblock,2,-0.0015227903478574056
Q1,jepa_resid,dateblock,abs_q85,dateblock,3,-0.008394263160404813
Q1,jepa_resid,dateblock,abs_q85,dateblock,4,-0.006632331931480495
Q1,jepa_resid,dateblock,abs_q85,dateblock,5,-0.003296571465193021
Q1,jepa_resid,dateblock,abs_q85,dateblock,6,-0.0052779683710759695
Q1,jepa_resid,dateblock,abs_q85,dateblock,7,-0.002728302856935483
Q1,jepa_resid,dateblock,abs_q85,dateblock,8,-0.0059250318046831785
Q1,jepa_resid,dateblock,abs_q85,dateblock,9,-0.005803354417266426
Q1,jepa_resid,dateblock,abs_q92,row,0,0.004636286316208937
Q1,jepa_resid,dateblock,abs_q92,row,1,-0.0009461952716818267
Q1,jepa_resid,dateblock,abs_q92,row,2,0.0036296079653770352
Q1,jepa_resid,dateblock,abs_q92,row,3,0.000863541830923964
Q1,jepa_resid,dateblock,abs_q92,row,4,0.0062435137357262915
Q1,jepa_resid,dateblock,abs_q92,row,5,-0.0008268595398246426
Q1,jepa_resid,dateblock,abs_q92,row,6,0.0014641868699193372
Q1,jepa_resid,dateblock,abs_q92,row,7,0.004258315133774504
Q1,jepa_resid,dateblock,abs_q92,row,8,0.00021029677806072566
Q1,jepa_resid,dateblock,abs_q92,row,9,-0.00912030347178816
Q1,jepa_resid,dateblock,abs_q92,subject,0,0.0029028245098853267
Q1,jepa_resid,dateblock,abs_q92,subject,1,-0.0008998782438820463
Q1,jepa_resid,dateblock,abs_q92,subject,2,0.00678498879386169
Q1,jepa_resid,dateblock,abs_q92,subject,3,0.0009510048845087216
Q1,jepa_resid,dateblock,abs_q92,subject,4,0.005171331608856966
Q1,jepa_resid,dateblock,abs_q92,subject,5,-0.0031551356807485442
Q1,jepa_resid,dateblock,abs_q92,subject,6,0.003253500904540352
Q1,jepa_resid,dateblock,abs_q92,subject,7,0.0009623165308156878
Q1,jepa_resid,dateblock,abs_q92,subject,8,0.00035154194485076395
Q1,jepa_resid,dateblock,abs_q92,subject,9,0.002072872908346346
Q1,jepa_resid,dateblock,abs_q92,dateblock,0,-0.006877633598074473
Q1,jepa_resid,dateblock,abs_q92,dateblock,1,-0.0019795524720754853
Q1,jepa_resid,dateblock,abs_q92,dateblock,2,-0.006057093139690384
Q1,jepa_resid,dateblock,abs_q92,dateblock,3,-0.0026813594187886647
Q1,jepa_resid,dateblock,abs_q92,dateblock,4,-0.0003824637977687395
Q1,jepa_resid,dateblock,abs_q92,dateblock,5,-0.003212386775063969
Q1,jepa_resid,dateblock,abs_q92,dateblock,6,-0.00570064009096749
Q1,jepa_resid,dateblock,abs_q92,dateblock,7,-0.009980941621967832
Q1,jepa_resid,dateblock,abs_q92,dateblock,8,-0.009802739835602425
Q1,jepa_resid,dateblock,abs_q92,dateblock,9,0.0062160674965819895
Q1,jepa_resid,dateblock,pos_q80,row,0,0.002899919687002761
Q1,jepa_resid,dateblock,pos_q80,row,1,0.0025035444035879095
Q1,jepa_resid,dateblock,pos_q80,row,2,0.0009015623941478479
Q1,jepa_resid,dateblock,pos_q80,row,3,0.008367995722822985
Q1,jepa_resid,dateblock,pos_q80,row,4,0.0011032981271980047
Q1,jepa_resid,dateblock,pos_q80,row,5,0.0012958940500553684
Q1,jepa_resid,dateblock,pos_q80,row,6,0.0014812516257960429
Q1,jepa_resid,dateblock,pos_q80,row,7,0.004447266361673141
Q1,jepa_resid,dateblock,pos_q80,row,8,0.001124352699857445
Q1,jepa_resid,dateblock,pos_q80,row,9,-0.004795128555411199
Q1,jepa_resid,dateblock,pos_q80,subject,0,0.004788693969922098
Q1,jepa_resid,dateblock,pos_q80,subject,1,-0.00214327400484704
Q1,jepa_resid,dateblock,pos_q80,subject,2,0.0011865356724978238
Q1,jepa_resid,dateblock,pos_q80,subject,3,0.007084660190245007
Q1,jepa_resid,dateblock,pos_q80,subject,4,0.007061580497529696
Q1,jepa_resid,dateblock,pos_q80,subject,5,-0.002261582157387365
Q1,jepa_resid,dateblock,pos_q80,subject,6,0.0017978990343565648
Q1,jepa_resid,dateblock,pos_q80,subject,7,0.004421443630424737
Q1,jepa_resid,dateblock,pos_q80,subject,8,0.003420001196321132
Q1,jepa_resid,dateblock,pos_q80,subject,9,0.002848108836091101
Q1,jepa_resid,dateblock,pos_q80,dateblock,0,-0.0139325825162403
Q1,jepa_resid,dateblock,pos_q80,dateblock,1,-0.013745974046265208
Q1,jepa_resid,dateblock,pos_q80,dateblock,2,-0.010983342421688858
Q1,jepa_resid,dateblock,pos_q80,dateblock,3,-0.00986577821253587
Q1,jepa_resid,dateblock,pos_q80,dateblock,4,0.00154900293294169
Q1,jepa_resid,dateblock,pos_q80,dateblock,5,-0.016470315702131644
Q1,jepa_resid,dateblock,pos_q80,dateblock,6,-0.015028955317921588
