candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,cell_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_half|no_q2|raw_agree|raw_row_top50|w0.095|c0.120,toward_teacher,0.577731120611273,-3.3670953744069365e-06,0.5775948013524589,0.5772115135688285,0.5780423898902436,0.0004853735497510284,0.0025744167994767144,0.011400000000004074,30036.0,raw_energy_half,no_q2,raw_agree,raw_row_top50,0.095,0.12,0.23257142857142857,702be991,45.0,0.8888888888888888,-9.398996375697966e-05,2.511422075857181e-07,7.444713930060409e-05,22.0,1.0,-0.0005828840204576413,-0.0004502343168482414,-0.00016785123447604633,11.0,1.0,-0.0009648804231968677,-0.0005455844729255199,-0.0005325559014968118,22.0,0.9545454545454546,-7.314355073589907e-05,-1.034789832425885e-05,1.8132182003416375e-05,8.022239046757229e-05,0.000711870371521348,7.993605777301126e-18,1.0658141036401503e-17,0.00017030397768268846,0.0006156614672565663,0.00034958072694769344,0.0005932294241767578,0.0005229602288568679,0.000547644883186113,0.0003098684130241809,0.0004484915902257513,-5.075785370689201e-06,0.0004807171118906518,-0.0011106755378039457,True,True,False,True,True,False,False,-3.3670953744069365e-06
toward_teacher|low_slack_half|all|raw_agree|all|w0.095|c0.080,toward_teacher,0.5777312560543651,-3.231652282220665e-06,0.5775927907827305,0.5772030067599409,0.5780478730053895,0.0008928115739614445,0.004565668834242816,0.007600000000004048,77128.0,low_slack_half,all,raw_agree,all,0.095,0.08,0.6234285714285714,d104d87f,45.0,1.0,-0.0005582140635167487,-0.00036388599188095225,-0.00030420125276653387,22.0,1.0,-0.0006445256045010117,-0.0003768606451190035,-0.0003345564381125321,11.0,1.0,-0.0010229518742745913,-0.0006454748460033022,-0.0006435763629987212,22.0,1.0,-0.0006369902330503052,-0.0004999747004026277,-0.00030420125276653387,-2.8141972802565418e-05,0.0008322563891317565,0.0002773277863613577,0.001120455523355398,-2.326375711271189e-05,0.0009940793411611307,0.00023094726906420287,0.0009223456443457938,0.00038917844073126296,0.0008544340667466771,0.0003436980149344994,0.0006987404600133233,-0.0001793916952726944,0.0008273695929760325,-0.0012401419921270918,True,True,False,True,True,False,False,-3.231652282220665e-06
toward_teacher|low_slack_half|all|raw_agree|all|w0.070|c0.120,toward_teacher,0.5777313449790317,-3.142727615701446e-06,0.5775925055708698,0.5772009049864302,0.5780491777387119,0.0009666707681283232,0.004948375620442846,0.00840000000000396,77135.0,low_slack_half,all,raw_agree,all,0.07,0.12,0.6234285714285714,d8666753,45.0,1.0,-0.0006251231366045662,-0.0004044887617630666,-0.0003335822206484984,22.0,1.0,-0.0007072565787715202,-0.00041510352368361286,-0.0003686671553911891,11.0,1.0,-0.0011274610352166592,-0.0007076623689569184,-0.0007068507885861219,22.0,1.0,-0.0007061485221073194,-0.0005571137535827386,-0.0003335822206484984,-2.5210277801986592e-05,0.0009009058142956173,0.00030422834243383034,0.0012176132144049538,-2.2428329931421853e-05,0.0010852737283823086,0.0002542116766237127,0.001011943625006526,0.0004202252629921767,0.0009128061411993065,0.0003739001133310342,0.0007458420304312685,-0.00019200967141871317,0.0008923108231782811,-0.0013668889411163454,True,True,False,True,True,False,False,-3.142727615701446e-06
toward_teacher|low_slack_half|all|raw_agree|all|w0.050|c0.120,toward_teacher,0.5777314357005369,-3.0520061105043794e-06,0.5775940507344521,0.5772086937062392,0.5780450224767241,0.0006903460206489455,0.003534554014602024,0.006000000000003336,77134.0,low_slack_half,all,raw_agree,all,0.05,0.12,0.6234285714285714,7a96fa1e,45.0,1.0,-0.0004473284048656101,-0.00028973242283596433,-0.00023908489346835538,22.0,1.0,-0.0005059951492705772,-0.0002973143956363387,-0.00026414556114162657,11.0,1.0,-0.0008061411895885495,-0.0005062849994030838,-0.0005057052991380706,22.0,1.0,-0.0005052036802247195,-0.0003987502741356619,-0.00023908489346835538,-1.7991037672576983e-05,0.0006433061461713543,0.0002174125960451099,0.0008696264851736293,-1.5846085402414944e-05,0.0007750360628373525,0.00018170222222290837,0.0007225710463499437,0.0003002861118772636,0.0006519547856516293,0.0002672109877101984,0.00053272415415282,-0.00013703512121301497,0.0006372034642058903,-0.0009774452799258815,True,True,False,True,True,False,False,-3.0520061105043794e-06
toward_teacher|low_slack_half|all|raw_agree|all|w0.070|c0.080,toward_teacher,0.5777314741649446,-3.013541702734379e-06,0.5775942363360987,0.5772096956391118,0.5780445554731685,0.0006577548711988624,0.0033641770357578545,0.005600000000003824,77127.0,low_slack_half,all,raw_agree,all,0.07,0.08,0.6234285714285714,04ca407a,45.0,1.0,-0.0004119655123042687,-0.0002687764068883158,-0.00022479817806719815,22.0,1.0,-0.0004755634898714889,-0.00027833667769536756,-0.00024716515674316764,11.0,1.0,-0.0007544038991784685,-0.00047626293097846606,-0.0004748640487645117,22.0,1.0,-0.0004700111109078309,-0.00036905229737803634,-0.00022479817806719815,-2.072228025638534e-05,0.000613082134965069,0.00020443288879918152,0.0008255220804542894,-1.700281221013278e-05,0.0007323543462186092,0.00017026824443890865,0.0006794298478639745,0.000286864850588914,0.0006295418883983239,0.0002533638011426331,0.0005148424730502179,-0.0001320924071271614,0.0006095113274415523,-0.0009146661831535118,True,True,False,True,True,False,False,-3.013541702734379e-06
toward_teacher|all|all|raw_agree|all|w0.050|c0.120,toward_teacher,0.5777316111831381,-2.876523509276474e-06,0.5775941929956613,0.5772077735683323,0.5780457288547416,0.000710337945705473,0.0036211796318827393,0.006000000000003336,285.0,all,all,raw_agree,all,0.05,0.12,0.6331428571428571,4d476f47,45.0,1.0,-0.00044659778192790434,-0.00035389804666556833,-0.00016825761133809625,22.0,1.0,-0.000503166089154683,-0.00044847447573337357,-0.00041574063907079406,11.0,1.0,-0.0008944703085531636,-0.0005034626928198671,-0.0005028694854894988,22.0,1.0,-0.00045696946171752684,-0.0003654351704474479,-0.00016825761133809625,1.0656833814663092e-05,0.000667108762855541,0.0001998232853241726,0.000912698471239723,3.7867351433043204e-05,0.0007860225191229906,0.0002035409149506529,0.000704624302296222,0.00030241734207431503,0.0006796605141695504,0.0002655282218919308,0.0005438744268321236,-0.0001151668760539572,0.0006783766234221604,-0.0010649957599509208,True,True,False,True,True,False,False,-2.876523509276474e-06
toward_teacher|raw_energy_quarter|no_q2|raw_agree|raw_row_top50|w0.095|c0.120,toward_teacher,0.5777316208354164,-2.8668712309665167e-06,0.577595270748654,0.5772126628095913,0.5780426661633769,0.00044752818033922775,0.0022961331794881168,0.011400000000004074,56298.0,raw_energy_quarter,no_q2,raw_agree,raw_row_top50,0.095,0.12,0.20742857142857143,abb6a4fe,45.0,0.8444444444444444,-6.798006444108662e-05,8.385422631351785e-06,6.0360280036531044e-05,22.0,1.0,-0.0005324652907559013,-0.0002939248195238608,-0.00010146499477847737,11.0,1.0,-0.001053872128907174,-0.0005487510050417033,-0.0005422367193272937,22.0,0.8636363636363636,-4.431575398367027e-05,1.2027227193956138e-06,1.2015668584219874e-05,7.880798118221411e-05,0.0006342920003808982,7.993605777301126e-18,1.0658141036401503e-17,0.00023786117958115582,0.0005770362183456283,0.00035678998999628546,0.000559077332341064,0.0004997171435044723,0.0005202172945783215,0.00034124644649952905,0.00044793703294819043,1.066744633925587e-05,0.000394137383780481,-0.0011978578866117084,True,True,False,True,True,False,False,-2.8668712309665167e-06
toward_teacher|all|all|raw_agree|all|w0.070|c0.080,toward_teacher,0.577731655590518,-2.8321161293920483e-06,0.5775944661890929,0.577209117541487,0.5780450254904709,0.0006752846059200304,0.0034428448918286158,0.005600000000003824,278.0,all,all,raw_agree,all,0.07,0.08,0.6331428571428571,b10b6380,45.0,1.0,-0.00042133100147634384,-0.0003273775396047229,-0.00015943454135392,22.0,1.0,-0.0004683444709304152,-0.00042277839208160195,-0.0003930621319816474,11.0,1.0,-0.0008351574828380226,-0.0004687597160616397,-0.0004679292257991907,22.0,1.0,-0.00042149729824142446,-0.0003395734758264046,-0.00015943454135392,7.238187737125868e-06,0.0006359430326960214,0.00018588408061778972,0.0008616072115797857,3.643104000615216e-05,0.0007446656995547643,0.0001867821695431261,0.0006646170909313384,0.000281798557391145,0.0006490220722747387,0.00025097931486015056,0.0005206987329511191,-0.00010575181196665895,0.0006504384014524458,-0.0009944805120010668,True,True,False,True,True,False,False,-2.8321161293920483e-06
toward_teacher|all|all|raw_agree|all|w0.095|c0.080,toward_teacher,0.5777316717392691,-2.8159673782779393e-06,0.5775931245698619,0.5772024494714006,0.5780488086945694,0.0009166004410721691,0.004672432353196001,0.007600000000004048,279.0,all,all,raw_agree,all,0.095,0.08,0.6331428571428571,839a395a,45.0,1.0,-0.0005708994136512935,-0.0004433911439682747,-0.00021546850348475033,22.0,1.0,-0.0006347034079101088,-0.0005728637294725947,-0.0005325345193368802,11.0,1.0,-0.0011325210669277386,-0.0006352669548739254,-0.0006341398609462923,22.0,1.0,-0.0005711251021180974,-0.00045994277169755234,-0.00021546850348475033,9.820446870488886e-06,0.0008632936863074115,0.0002521613474213664,0.001169435128815842,4.924982024570856e-05,0.0010107557325808234,0.0002533755628329191,0.0009022231369280325,0.0003822995710137334,0.0008808749353760912,0.0003404488638280861,0.0007066923906748755,-0.00014364275973123957,0.0008829280768221075,-0.0013484277470113492,True,True,False,True,True,False,False,-2.8159673782779393e-06
toward_teacher|all|all|raw_agree|all|w0.070|c0.120,toward_teacher,0.5777317492282241,-2.7384784232475923e-06,0.5775927364801742,0.5771999325905708,0.5780503403716037,0.0009946560967795852,0.0050696514846358546,0.00840000000000396,286.0,all,all,raw_agree,all,0.07,0.12,0.6331428571428571,0cd3f0c5,45.0,1.0,-0.0006240646675268469,-0.0004942850381595586,-0.00023438842870115995,22.0,1.0,-0.000703260297644337,-0.0006266920388545038,-0.0005808646675268259,11.0,1.0,-0.0012510862048020766,-0.000703675542775617,-0.000702845052513057,22.0,1.0,-0.0006385850192323073,-0.0005104370114541123,-0.00023438842870115995,1.492079763410864e-05,0.0009342443838217222,0.0002796062421354044,0.001277921614072273,5.276268214159186e-05,0.0011006100901946986,0.0002848111876962744,0.000986792109434025,0.00042320827669068415,0.0009515972055941731,0.0003715299826858343,0.0007614582959107305,-0.00016139361320948088,0.0009499689784294735,-0.0014894115572486656,True,True,False,True,True,False,False,-2.7384784232475923e-06
toward_teacher|raw_energy_half|all|raw_agree|raw_row_top50|w0.095|c0.120,toward_teacher,0.5777318601776037,-2.6275290436750254e-06,0.5775952750257166,0.5772108319636053,0.5780439731894033,0.0006168771835307911,0.003151746540194284,0.011400000000004074,28078.0,raw_energy_half,all,raw_agree,raw_row_top50,0.095,0.12,0.284,33febd82,45.0,0.8888888888888888,-0.00018244852464011085,4.548467213094699e-07,4.9480750053843003e-05,22.0,1.0,-0.0006965874182263132,-0.0005560914298302078,-0.00020745580153380683,11.0,1.0,-0.001241260730885485,-0.0007048878706943373,-0.0006918592992656292,22.0,0.9090909090909091,-0.0001118499770645931,-2.823458069421968e-05,2.0899678198960103e-05,8.022239046757229e-05,0.000711870371521348,0.00024310703803919663,0.0009205254364583492,0.00017030397768268846,0.0006156614672565663,0.00034958072694769344,0.0005932294241767578,0.0005229602288568679,0.000547644883186113,0.0003098684130241809,0.0004484915902257513,-5.075785370689201e-06,0.0004807171118906518,-0.0014357275510230804,True,True,False,True,True,False,False,-2.6275290436750254e-06
toward_teacher|raw_energy_half|all|raw_agree|raw_row_top50|w0.070|c0.120,toward_teacher,0.57773188515676,-2.602549887376071e-06,0.5775960414902753,0.5772154790094641,0.5780415008609967,0.0004544432000993869,0.0023223395559326225,0.008400000000003516,28077.0,raw_energy_half,all,raw_agree,raw_row_top50,0.07,0.12,0.284,e03a6ee8,45.0,0.8888888888888888,-0.00013511332481264127,-3.424195988310752e-07,3.578193022513165e-05,22.0,1.0,-0.0005139525095603781,-0.00041042914968945075,-0.00015353973936571563,11.0,1.0,-0.0009152907399406773,-0.0005200686324314807,-0.0005104686324313157,22.0,0.9090909090909091,-8.309334238854049e-05,-2.148199769449465e-05,1.4722193068861245e-05,5.9051958618382585e-05,0.0005242906642192349,0.00017924163440778738,0.0006781823705817072,0.0001256250469112492,0.00045359820679083174,0.0002575459055568329,0.0004369132710058473,0.00038536138237453766,0.0004035387507344368,0.0002284097807911808,0.00033049388542454874,-3.6976063547663475e-06,0.00035408525193910166,-0.0010588192305298117,True,True,False,True,True,False,False,-2.602549887376071e-06
toward_teacher|raw_energy_half|all|raw_agree|raw_row_top50|w0.095|c0.080,toward_teacher,0.5777319511702292,-2.5365364181295647e-06,0.5775962988554448,0.5772167656056104,0.5780409036278683,0.0004139412062434397,0.002117734098665544,0.007600000000004048,28070.0,raw_energy_half,all,raw_agree,raw_row_top50,0.095,0.08,0.284,63477c2e,45.0,0.9111111111111111,-0.0001211428102453338,-2.9744642371376497e-07,2.7984477305786903e-05,22.0,1.0,-0.00046474756107584003,-0.00036997159952389946,-0.00014439088394069266,11.0,1.0,-0.0008265009292507397,-0.00047032551052061944,-0.00046163979623470297,22.0,0.9090909090909091,-7.758298652710272e-05,-2.0978048568842665e-05,8.863621532850807e-06,5.374137285266778e-05,0.00047826758555194926,0.00016193876831659693,0.0006178661220136645,0.00011005025930998091,0.00041403068863688663,0.0002320844157010214,0.0003961770788497692,0.00035203781619604015,0.00036849898897449397,0.00020643035962480548,0.0002992713452447373,-3.220974482103178e-06,0.0003234766344325773,-0.000956196587905428,True,True,False,True,True,False,False,-2.5365364181295647e-06
toward_teacher|raw_energy_half|no_q2|raw_agree|all|w0.095|c0.080,toward_teacher,0.5777319644239861,-2.5232826612597847e-06,0.5775956990167418,0.577210823271037,0.5780441414293092,0.0006798190464755928,0.003353602113857915,0.007600000000004048,29884.0,raw_energy_half,no_q2,raw_agree,all,0.095,0.08,0.4491428571428571,5f3b4766,45.0,0.7111111111111111,-0.00010392221361565923,3.5031292693710195e-05,0.00013609234388800573,22.0,1.0,-0.0006564426069700091,-0.000529455342702112,-0.00021035805678726316,11.0,1.0,-0.001236541253807566,-0.0006694442387903399,-0.0006607585245046455,22.0,0.8181818181818182,-6.338014848983331e-05,3.187902307311147e-05,0.0001250104854046974,4.973180943567967e-05,0.0009569629406150228,7.993605777301126e-18,1.0658141036401503e-17,0.00021596506213520606,0.0008152942210193662,0.0002795068379357715,0.0008301693974245,0.0005179269963833405,0.000777883027498428,0.0004458325709554411,0.0006785348549960101,-1.736641810507089e-06,0.0006998888837758124,-0.0014142945348667169,True,True,False,True,True,False,False,-2.5232826612597847e-06
toward_teacher|raw_energy_half|no_q2|raw_agree|all|w0.070|c0.120,toward_teacher,0.5777320273362098,-2.46037043760694e-06,0.5775955044987436,0.5772090973514811,0.5780451519306764,0.0007455005631973827,0.0036749492019042245,0.008400000000003516,29891.0,raw_energy_half,no_q2,raw_agree,all,0.07,0.12,0.4491428571428571,5ce0c9ed,45.0,0.7111111111111111,-0.00011277601412540417,3.9217818836312375e-05,0.00015596167609388534,22.0,1.0,-0.0007247554408973955,-0.0005837560672125707,-0.00022520162525774268,11.0,1.0,-0.0013687745078126978,-0.0007398047723291556,-0.0007302047723289906,22.0,0.8181818181818182,-6.88690222043209e-05,3.407127174310804e-05,0.00014436986087262849,5.412468572676316e-05,0.0010525833803352504,7.993605777301126e-18,1.0658141036401503e-17,0.00024080297273078966,0.000893920154924917,0.00031308817100506183,0.000913457992978682,0.0005610999001559009,0.0008473415314305102,0.0004924309397772892,0.0007478623437723677,-2.2766711886396118e-06,0.0007633385389399404,-0.0015650033023075272,True,True,False,True,True,False,False,-2.46037043760694e-06
