candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,base_cell_gate,transition_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
toward_teacher|raw_energy_half|no_s3|support60|trans_safe_not_opposed|all|w0.070|c0.080,toward_teacher,0.577735106753707,6.190470596134645e-07,0.5776013906865229,0.5772314233894269,0.57803799309617,0.00022916333131566406,0.0011636735695241083,0.00560000000000116,109236.0,raw_energy_half,no_s3,support60,trans_safe_not_opposed,all,0.07,0.08,0.208,a27a07f9,45.0,0.8666666666666667,-6.440953562858454e-05,2.790464371460466e-06,1.2390464371403453e-05,22.0,1.0,-0.000341209535628495,-0.0002954495356286446,-0.00014193982830457141,11.0,1.0,-0.0004196095356284735,-0.0003460095356286885,-0.0003428095356284855,22.0,0.8181818181818182,-6.157468196649196e-05,5.9508505914296355e-06,1.2390464371403453e-05,5.436011477816116e-05,0.00020844960211968233,0.0002720341151571459,0.0004302265064654096,0.00022607232632019015,0.00034644694863467183,0.00021396776813109898,0.0002440881148512296,0.00020542227055286098,0.00023047514313314087,1.5543122344752192e-18,9.547918011776345e-18,5.76698242473509e-05,0.00014445700400550455,-0.0005125528730985041,True,False,False,True,True,False,False,6.190470596134645e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_bal_agg_consensus|all|w0.035|c0.080,toward_teacher,0.5777351082957994,6.205891520671969e-07,0.577601140630884,0.5772305014243253,0.5780385699351259,0.00021952680530854316,0.0010755775318778446,0.002800000000001912,195693.0,raw_energy_quarter,no_s3,all,trans_bal_agg_consensus,all,0.035,0.08,0.3862857142857143,095533aa,45.0,0.8666666666666667,-4.506909648283042e-05,1.2146857215644683e-05,5.553123972157348e-05,22.0,1.0,-0.0001733912626640799,-7.83722009320531e-05,-4.551554482490339e-05,11.0,1.0,-0.00040200238371423946,-0.00018059126266423142,-0.00018059126266400938,22.0,0.8636363636363636,-3.8006968290371645e-05,9.106857215679432e-06,1.758685721564568e-05,-4.917207773472709e-07,0.0002051990521601441,0.00013811775417486193,0.00032964355341258146,0.00016489436129461354,0.0002568275453513328,0.0001695579720080848,0.00022979548755612094,0.00012192673248194441,0.00032514051625938303,1.5543122344752192e-18,9.547918011776345e-18,2.126161915646585e-05,0.00019008148242023038,-0.0004516571090285804,True,False,False,True,True,False,False,6.205891520671969e-07
toward_teacher|raw_energy_quarter|no_q2|support60|trans_bal_agree|support_row_top50|w0.050|c0.080,toward_teacher,0.5777351184536674,6.307470200583865e-07,0.577601351701052,0.5772307737332034,0.5780383397349628,0.00017566828720903325,0.0009531428571429262,0.00400000000000178,191675.0,raw_energy_quarter,no_q2,support60,trans_bal_agree,support_row_top50,0.05,0.08,0.2382857142857143,fec93971,45.0,0.6222222222222222,-2.952650029230952e-05,3.4016356850585805e-05,7.561635685049417e-05,22.0,1.0,-0.0003358122145779574,-7.775507172091967e-05,-2.952650029230952e-05,11.0,1.0,-0.00033809792886374535,-0.00033809792886374535,-0.0003380979288636343,22.0,0.6818181818181818,-1.92407860066246e-05,2.3502071136261056e-05,5.733064256485676e-05,3.557150199634201e-05,0.00016285879407115583,7.993605777301126e-18,1.0658141036401503e-17,0.00018453259324661698,0.00023500952861716973,0.00016053917530010575,0.00020000412794708765,0.00016437739345722847,0.00026739781484070956,0.00017227760525976015,0.00022639636754395647,4.43494183781582e-05,0.00013801137744314274,-0.0004255750611089126,True,False,False,True,True,False,False,6.307470200583865e-07
toward_teacher|raw_energy_half|all|all|trans_block_good|all|w0.050|c0.080,toward_teacher,0.5777351209804555,6.332738081704647e-07,0.5776009884052388,0.5772302768648983,0.578038783682605,0.00036069756719175357,0.00176953706196831,0.004000000000003112,93897.0,raw_energy_half,all,all,trans_block_good,all,0.05,0.08,0.452,8bd7c65e,45.0,0.8666666666666667,-7.369560573966538e-05,1.830097007360366e-06,1.7354020083293342e-05,22.0,1.0,-0.0003098657995517229,-0.00021186429714006305,-9.813262801861011e-05,11.0,1.0,-0.0006359523589826166,-0.00031744924034748934,-0.0003121515138373443,22.0,0.9090909090909091,-6.56433172706028e-05,-3.0267583161491544e-06,2.1146085165124617e-06,2.405035560651947e-05,0.00034055981006012406,2.238039981875528e-05,0.00040183700628957086,3.703967954655374e-05,0.00038146277324118614,8.617517776100381e-05,0.00031910494025985046,4.721789691942468e-05,0.000368718065260076,4.236351312067843e-06,0.0003504751833718341,2.9354630151215033e-05,0.00036272519185963353,-0.0007226842296434554,True,False,False,True,True,False,False,6.332738081704647e-07
toward_teacher|raw_energy_quarter|all|confident_abs_support|trans_bal_agree_abs50|all|w0.070|c0.080,toward_teacher,0.5777351249520769,6.372454295355823e-07,0.5776004807267766,0.5772254202913308,0.5780412089048905,0.0001889743162063069,0.0008672000000000831,0.0056000000000007155,187766.0,raw_energy_quarter,all,confident_abs_support,trans_bal_agree_abs50,all,0.07,0.08,0.15485714285714286,d403aeeb,45.0,0.8,-3.8487560590327874e-05,1.7832439409626315e-05,6.071243940963811e-05,22.0,1.0,-0.0004128875605902693,-0.00012520756059025695,-6.088756059030587e-05,11.0,1.0,-0.0004192875605902868,-0.0004192875605902868,-0.0004192875605901758,22.0,0.9090909090909091,-3.0487560590319873e-05,-4.0756059022094987e-07,1.9112439409663118e-05,9.36140977586314e-06,0.00013144927773242582,0.00011282290482190028,0.0002074040587239836,9.608131916535412e-05,0.00019787717398916016,0.00018323581458806848,0.00020950420878709453,0.00017311654456664505,0.0002154216140880264,0.00018050465040183328,0.00020289734330430152,3.7847167444119536e-05,0.00015826653681915614,-0.0005279582067968913,True,False,False,True,True,False,False,6.372454295355823e-07
toward_teacher|raw_energy_quarter|s_all|all|trans_safe_not_opposed|all|w0.070|c0.080,toward_teacher,0.5777351278592208,6.40152573394559e-07,0.5775999198128821,0.5772254436678612,0.5780417793249528,0.0003492746890646455,0.0018706580670275318,0.005600000000003824,208359.0,raw_energy_quarter,s_all,all,trans_safe_not_opposed,all,0.07,0.08,0.3377142857142857,40584701,45.0,0.7333333333333333,-9.592113696066384e-05,6.937703807183839e-05,0.0001424951513359085,22.0,1.0,-0.00035214583756698614,-0.0001326154376923294,-0.00010247795798756787,11.0,1.0,-0.0006673897614312141,-0.0003569458375668466,-0.00035374583756697664,22.0,0.8181818181818182,-8.13979516171015e-05,5.359622549869775e-05,0.00011981023856877382,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,0.0003665991193824216,0.000606449500492052,0.0003198345346430851,0.0007361458308521243,0.0003859532223024968,0.0006227039724734269,6.095327150929386e-05,0.00047962351963488605,-0.0007662183345189921,True,False,False,True,True,False,False,6.40152573394559e-07
toward_teacher|raw_energy_quarter|no_q2|all|trans_block_good|all|w0.050|c0.080,toward_teacher,0.5777351285593252,6.408526778134416e-07,0.5776009208007832,0.5772318978793582,0.5780381178112953,0.00030731362574972496,0.0015355521947711906,0.004000000000003112,190027.0,raw_energy_quarter,no_q2,all,trans_block_good,all,0.05,0.08,0.38742857142857146,3fa0be29,45.0,0.7777777777777778,-7.125085646642049e-05,1.27277080565369e-05,4.30899049600475e-05,22.0,1.0,-0.00024527498459009367,-0.00010742525512442702,-7.641700292226883e-05,11.0,1.0,-0.0005952354863665299,-0.00025098927030442475,-0.0002487035560185813,22.0,0.8181818181818182,-6.0551211627790646e-05,4.720883913300612e-06,2.4749143533453477e-05,-3.697661996238777e-06,0.00034320436633446407,7.993605777301126e-18,1.0658141036401503e-17,1.7676348273300225e-05,0.0003885548459065129,0.00010157565440759309,0.0003200238628292821,3.696652647723231e-05,0.0003709106689393429,1.0698598685811356e-05,0.0003510236797609522,-3.075547611392948e-06,0.00037747795647751,-0.0006651078895892782,True,False,False,True,True,False,False,6.408526778134416e-07
toward_teacher|raw_energy_quarter|no_q2|all|trans_safe_not_opposed|support_row_top50|w0.070|c0.080,toward_teacher,0.5777351313380311,6.436313837454577e-07,0.577601024097374,0.5772286898553047,0.5780395579744732,0.00031570748387106364,0.0016032000000000691,0.005600000000003824,189866.0,raw_energy_quarter,no_q2,all,trans_safe_not_opposed,support_row_top50,0.07,0.08,0.2862857142857143,03aa86c2,45.0,0.6666666666666666,-3.9250999045004065e-05,5.930900095503237e-05,0.00010794900095500992,22.0,1.0,-0.00035125099904503854,-8.117099904487723e-05,-2.3250999044988063e-05,11.0,1.0,-0.00066005099904487,-0.00035925099904488,-0.00035605099904501003,22.0,0.7727272727272727,-2.3250999044932552e-05,2.0589000955073564e-05,8.554900095503193e-05,3.005802849240663e-05,0.000363169274841648,7.993605777301126e-18,1.0658141036401503e-17,0.00031920379811230926,0.0004183173655623535,0.0002174266736888522,0.00033584286602501997,0.0002625820218192916,0.00044840709206377127,0.00024886390912358896,0.00036723869923837145,7.049879972240169e-05,0.00027697708936627054,-0.0007537888487105903,True,False,False,True,True,False,False,6.436313837454577e-07
toward_teacher|raw_energy_quarter|all|support60|trans_bal_agree|support_row_top50|w0.070|c0.050,toward_teacher,0.5777351318251399,6.441184925431997e-07,0.5776012926589397,0.5772307119662015,0.5780384375051729,0.00018350814311705828,0.0009660000000000569,0.003500000000001613,185442.0,raw_energy_quarter,all,support60,trans_bal_agree,support_row_top50,0.07,0.05,0.276,a4fcf6c3,45.0,0.7111111111111111,-3.4789876275698184e-05,2.441012372438323e-05,4.321012372421329e-05,22.0,1.0,-0.0003477898762757059,-8.698987627574483e-05,-3.4789876275698184e-05,11.0,1.0,-0.00035278987627573866,-0.00035278987627562763,-0.00035278987627562763,22.0,0.8181818181818182,-1.3789876275704938e-05,1.210123724226797e-06,2.521012372436182e-05,3.1125760927403326e-05,0.0001424991966534203,0.00013435088629072412,0.00020853295971377884,0.00016147770201249478,0.00020564456724202117,0.00014047936882702604,0.00017500829823807496,0.00014384254869941371,0.00023399140078315183,0.0001507627851229989,0.00019811893852245875,3.880662170208094e-05,0.00012076164066650207,-0.00044446633297221536,True,False,False,True,True,False,False,6.441184925431997e-07
toward_teacher|all|all|all|trans_bal_agree|support_row_top50|w0.070|c0.080,toward_teacher,0.5777351320808936,6.443742461836877e-07,0.5775996111245641,0.5772224496051075,0.57804324952468,0.00035032534370990767,0.0016957243043727662,0.005600000000003824,139.0,all,all,all,trans_bal_agree,support_row_top50,0.07,0.08,0.312,2f4be39c,45.0,1.0,-0.00022129416984206784,-0.0001560107608308714,-0.00013311877533339622,22.0,1.0,-0.0003061397501862295,-0.00022187195361169642,-0.00020849416984214386,11.0,1.0,-0.0005509334701943036,-0.00031573975018628353,-0.0003093397501862105,22.0,1.0,-0.00021816693858467406,-0.00016752990616887285,-0.0001450113745707915,5.068927437966936e-05,0.00032541100097570493,0.0002109140558416176,0.000349498389910498,0.00023248545292101487,0.0003910846433543881,0.0002397136495502299,0.00036865409160166896,0.0001948258736259968,0.00039207148772357856,0.00020471718375758409,0.00033780575216503706,3.00818979762717e-05,0.00028775204023847846,-0.0006519978247250813,True,False,False,True,True,False,False,6.443742461836877e-07
toward_teacher|raw_energy_quarter|all|support60|trans_bal_agree_abs50|all|w0.050|c0.080,toward_teacher,0.5777351326633879,6.449567405697465e-07,0.5776006053732319,0.5772266058027006,0.5780406831614537,0.00017922068247247123,0.0009120000000000776,0.00400000000000178,185476.0,raw_energy_quarter,all,support60,trans_bal_agree_abs50,all,0.05,0.08,0.228,b659fe86,45.0,0.7111111111111111,-3.566460458614973e-05,1.5992538271158987e-05,3.9763966842465415e-05,22.0,1.0,-0.00035337889030029324,-0.00010675031887176223,-4.023603315750357e-05,11.0,1.0,-0.0003579503188717581,-0.0003579503188716471,-0.0003579503188716471,22.0,0.7727272727272727,-3.223603315749557e-05,7.306823985286935e-06,1.919253827109557e-05,5.776863609665062e-06,0.00010664532425792722,0.00014025054532315685,0.0002456609736444908,9.739143647829395e-05,0.00017767159592727122,0.0001503738298084601,0.0001691277071855653,0.00016205011611102792,0.00024219449435179484,0.00018093581319440454,0.00019693047650136552,2.3757854553123515e-05,0.00011631420543888383,-0.00045100435904828483,True,False,False,True,True,False,False,6.449567405697465e-07
toward_teacher|raw_energy_quarter|no_s3|support60|trans_block_good|teacher_row_top50|w0.070|c0.080,toward_teacher,0.5777351369886414,6.492819940584482e-07,0.5776011663064974,0.5772310928781756,0.5780384638251892,0.0001805331048635372,0.000854400000000083,0.0056000000000007155,198666.0,raw_energy_quarter,no_s3,support60,trans_block_good,teacher_row_top50,0.07,0.08,0.15257142857142858,6cacb7dc,45.0,0.9777777777777777,-5.72608622517734e-05,-6.060862251855426e-06,3.539137748087562e-06,22.0,1.0,-0.00036766086225176187,-7.32608622518005e-05,-6.366086225184642e-05,11.0,1.0,-0.0003708608622517984,-0.00037086086225168735,-0.00037086086225168735,22.0,1.0,-3.646086225184142e-05,-9.260862251736502e-06,-6.060862251855426e-06,1.4267999693906574e-07,0.00018097203412442554,9.662224057685065e-05,0.00021720329340801415,4.252170337207872e-05,0.00023392457461062676,8.342249153467296e-05,0.00020623304319214965,3.950086814396869e-05,0.00022124817568151578,1.5543122344752192e-18,9.547918011776345e-18,1.4651530884103314e-06,0.00020415061302801895,-0.00046930216403989755,True,False,False,True,True,False,False,6.492819940584482e-07
toward_teacher|raw_energy_quarter|no_s3|support60|trans_safe_not_opposed|support_row_top50|w0.070|c0.080,toward_teacher,0.5777351418390205,6.541323731568127e-07,0.5776017084944339,0.5772319519394316,0.5780374555428174,0.00024333846265383132,0.0011968000000000738,0.00560000000000116,198481.0,raw_energy_quarter,no_s3,support60,trans_safe_not_opposed,support_row_top50,0.07,0.08,0.21371428571428572,817ecd83,45.0,0.7111111111111111,-5.1165034607558724e-05,3.2674965392431875e-05,7.043496539238525e-05,22.0,1.0,-0.00048476503460753717,-0.00011836503460760373,-6.0765034607723756e-05,11.0,1.0,-0.0004927650346076007,-0.0004927650346076007,-0.0004927650346074897,22.0,0.8181818181818182,-3.036503460757123e-05,2.403496539232778e-05,3.523496539237225e-05,4.729292120894629e-05,0.00021696161100374017,0.00021492035790804276,0.0003336101616246394,0.00025547152787495166,0.000326141542932103,0.00021158083818397815,0.00026684663674320525,0.00022481986657258378,0.00036901779755562145,1.5543122344752192e-18,9.547918011776345e-18,5.966890063789576e-05,0.00019079148871750052,-0.0006210727967202567,True,False,False,True,True,False,False,6.541323731568127e-07
toward_teacher|raw_energy_quarter|no_s3|support60|trans_safe_not_opposed|all|w0.070|c0.050,toward_teacher,0.577735142680963,6.549743156725185e-07,0.5776013265572756,0.5772306509769441,0.578038395202966,0.00022910174563880637,0.001122000000000059,0.003500000000001613,198386.0,raw_energy_quarter,no_s3,support60,trans_safe_not_opposed,all,0.07,0.05,0.32057142857142856,2fce6a4b,45.0,0.7333333333333333,-4.872317245341318e-05,2.1276827546579126e-05,3.927682754656381e-05,22.0,1.0,-0.00045172317245334437,-0.00010692317245342142,-7.072317245337967e-05,11.0,1.0,-0.0004567231724532661,-0.0004567231724532661,-0.0004567231724532661,22.0,0.8181818181818182,-4.172317245343393e-05,1.467682754654477e-05,3.927682754656381e-05,3.385489844457951e-05,0.00018937236134874375,0.00019608665424795957,0.0003280796373184924,0.00023342499839520248,0.00030366973085937867,0.00020626622941984852,0.00025731611592469503,0.0001759516502881182,0.0003384521683599273,1.5543122344752192e-18,9.547918011776345e-18,5.1137485999027563e-05,0.00018682220566039776,-0.0005757762828119239,True,False,False,True,True,False,False,6.549743156725185e-07
toward_teacher|raw_energy_quarter|no_q2|support60|trans_bal_agree_abs50|all|w0.070|c0.080,toward_teacher,0.5777351460181518,6.583115044200838e-07,0.5776004559387705,0.5772254065429747,0.5780412829429384,0.00020175030216495652,0.0010560000000000753,0.00560000000000116,191706.0,raw_energy_quarter,no_q2,support60,trans_bal_agree_abs50,all,0.07,0.08,0.18857142857142858,b0f38cd0,45.0,0.6444444444444445,-4.285749935284411e-05,3.394250064721049e-05,9.794250064709686e-05,22.0,1.0,-0.00041085749935276805,-0.00011037749935268736,-3.965749935286311e-05,11.0,1.0,-0.00041405749935274905,-0.00041405749935274905,-0.00041405749935274905,22.0,0.6363636363636364,-3.6457499352826606e-05,3.39425006472438e-05,4.034250064710587e-05,8.09346651566184e-06,0.00014931473940807012,7.993605777301126e-18,1.0658141036401503e-17,0.00013631358289794616,0.0002487078657342695,0.00021053243006049238,0.00023680082425951753,0.00022680552620905103,0.00033897594048114976,0.0002532170912959404,0.00027560978419840864,3.3270743190006225e-05,0.00016284296107326945,-0.0005218576241262207,True,False,False,True,True,False,False,6.583115044200838e-07
toward_teacher|raw_energy_quarter|no_s3|all|trans_block_good|support_row_top50|w0.070|c0.080,toward_teacher,0.5777351479535492,6.602469018179846e-07,0.5776012828418354,0.577232624957374,0.5780376463321297,0.0002206833823819893,0.001072553654119468,0.00560000000000116,196324.0,raw_energy_quarter,no_s3,all,trans_block_good,support_row_top50,0.07,0.08,0.192,df149b88,45.0,1.0,-6.455191117182846e-05,-1.1431911171921877e-05,-5.51911171764452e-07,22.0,1.0,-0.00024319825705243492,-0.00010967191117189355,-5.759825705253796e-05,11.0,1.0,-0.0004549519111718414,-0.00025279825705248893,-0.0002463982570524159,22.0,1.0,-5.6275084112211715e-05,-1.0471911171927577e-05,-5.51911171764452e-07,6.857885220753146e-06,0.0002405054507502329,3.582028504142842e-05,0.00027907279180062263,2.1148006675271614e-05,0.00027517490760952377,9.401770640435337e-05,0.00023196629260537082,4.9814122390582696e-05,0.00026491287911989457,1.5543122344752192e-18,9.547918011776345e-18,-1.4915763880670507e-05,0.0002531513547882709,-0.0005246066665521465,True,False,False,True,True,False,False,6.602469018179846e-07
toward_teacher|raw_energy_quarter|no_s3|support60|trans_bal_agg_raw|all|w0.070|c0.080,toward_teacher,0.57773514863644,6.609297926729596e-07,0.5776009151392086,0.5772285175574734,0.578039534174642,0.00016312537881229926,0.0007264000000000847,0.0056000000000004935,198271.0,raw_energy_quarter,no_s3,support60,trans_bal_agg_raw,all,0.07,0.08,0.12971428571428573,b6947c50,45.0,0.7333333333333333,-4.449467377343197e-05,2.590532622666064e-05,3.870532622662903e-05,22.0,1.0,-0.0003276946737733599,-9.025467377338223e-05,-5.409467377337496e-05,11.0,1.0,-0.0003356946737733679,-0.0003356946737733679,-0.0003356946737732569,22.0,0.8181818181818182,-2.5294673773434972e-05,9.585326226579933e-06,2.590532622670505e-05,6.50640154647808e-06,0.00011463193022768081,0.00019857124279257942,0.00026480181593184347,0.00011697644524930329,0.00015812133846414723,0.000191549576600552,0.00021781797079957826,0.00019208671246275666,0.0002235016872859773,1.5543122344752192e-18,9.547918011776345e-18,5.282786501456516e-05,0.0001630029089768582,-0.0004240678095940531,True,False,False,True,True,False,False,6.609297926729596e-07
toward_teacher|raw_energy_half|q3_s|all|trans_bal_agree|support_row_top50|w0.070|c0.080,toward_teacher,0.5777351565567808,6.688501333895758e-07,0.5776003308085127,0.5772283264147601,0.5780398529304074,0.00023102876100320905,0.0012650032959456235,0.005600000000003824,112576.0,raw_energy_half,q3_s,all,trans_bal_agree,support_row_top50,0.07,0.08,0.22857142857142856,31bcc1d4,45.0,0.7555555555555555,-7.828024403599976e-05,2.775902648382012e-05,6.992588132437305e-05,22.0,1.0,-0.0002511904270121046,-0.00014521743514239735,-8.262415622262154e-05,11.0,1.0,-0.00041655973882182007,-0.0002459573369331114,-0.00024595733693300037,22.0,0.7272727272727273,-6.0254762131395356e-05,2.35258813244155e-05,2.9283021507953144e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,0.0002583735341852457,0.00036730744339673793,0.00020272061682133252,0.0003193170518244132,0.00023734402871676463,0.0003782249516225503,0.0002240037661237362,0.00032258727533262757,3.7312944804367424e-05,0.00022976460484611417,-0.0004858770974586979,True,False,False,True,True,False,False,6.688501333895758e-07
toward_teacher|raw_energy_quarter|q3_s|all|trans_bal_agree|all|w0.070|c0.050,toward_teacher,0.5777351591029998,6.713963524029865e-07,0.5776006771710908,0.5772277434226273,0.5780401771642955,0.00028877524973621864,0.0015619960615552058,0.0035000000000042775,201514.0,raw_energy_quarter,q3_s,all,trans_bal_agree,all,0.07,0.05,0.44857142857142857,f7290dfc,45.0,0.8,-5.623940653520787e-05,4.373847811913745e-05,8.502106565477785e-05,22.0,1.0,-0.000280843334587777,-0.00011670508279624236,-7.001251585858626e-05,11.0,1.0,-0.0005362394065351328,-0.0002828433345878345,-0.0002828433345877235,22.0,0.8181818181818182,-4.715167286128974e-05,4.0527700172154955e-05,7.176059346492014e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,0.00028924523994171503,0.00045116215643192293,0.00023730763449981434,0.0003890872119463899,0.0002088834528695437,0.00047173961022988533,0.0002546906383375793,0.0004059127467214183,4.146464934852012e-05,0.00030352502282389384,-0.0006125741808356122,True,False,False,True,True,False,False,6.713963524029865e-07
toward_teacher|raw_energy_quarter|all|support60|trans_safe_not_opposed|teacher_row_top50|w0.050|c0.080,toward_teacher,0.5777351640315327,6.763248853181025e-07,0.5776011043856358,0.5772297514552351,0.5780390301276637,0.0001871717674969513,0.0008937142857143658,0.004000000000000892,185986.0,raw_energy_quarter,all,support60,trans_safe_not_opposed,teacher_row_top50,0.05,0.08,0.22342857142857142,a98ffa84,45.0,0.8,-4.19903794768306e-05,1.8809620523208008e-05,2.658104909458725e-05,22.0,1.0,-0.0003825618080481874,-8.336180804815462e-05,-5.79903794768466e-05,11.0,1.0,-0.00038713323661965227,-0.00038713323661954124,-0.00038713323661954124,22.0,0.9545454545454546,-3.170466519097914e-05,-3.3618080482744566e-06,2.4295334808854818e-05,4.1854149478354807e-05,0.00014819800448578595,0.00014536344548640856,0.00022340156037335414,0.00013290039087349804,0.00017739746042974125,0.00013876772555683676,0.00019209089847371514,0.00012002615284088381,0.0002442072586106393,0.00011890443572585912,0.0001886633483732732,3.41676512954775e-05,0.0001362438417321502,-0.00048811558372222064,True,False,False,True,True,False,False,6.763248853181025e-07
toward_teacher|raw_energy_quarter|all|support60|trans_safe_not_opposed|support_row_top50|w0.050|c0.080,toward_teacher,0.577735165066264,6.773596166187446e-07,0.5776013170147397,0.5772303556303982,0.5780386423807997,0.00020499994079753336,0.0010422857142857879,0.00400000000000178,186046.0,raw_energy_quarter,all,support60,trans_safe_not_opposed,support_row_top50,0.05,0.08,0.26057142857142856,6c3f2c4d,45.0,0.7333333333333333,-3.892776530944886e-05,2.4157948976255564e-05,5.021509183333883e-05,22.0,1.0,-0.000392070622452223,-9.40134795952563e-05,-3.892776530944886e-05,11.0,1.0,-0.0003977849081665541,-0.0003977849081665541,-0.0003977849081664431,22.0,0.8636363636363636,-1.6070622452291072e-05,1.7579489762664754e-06,2.5072234690504125e-05,3.378199250408403e-05,0.00015496078813629282,0.00015353689372564895,0.0002383161538239218,0.00018252128654253086,0.0002329982219130836,0.00015115079047537284,0.00019061574312235474,0.00016062810517931004,0.00026364852656279115,0.00016405659916101395,0.00021817536144521027,4.262283151409452e-05,0.00013628479057907906,-0.0005011239117391375,True,False,False,True,True,False,False,6.773596166187446e-07
toward_teacher|raw_energy_quarter|q3_s|all|trans_block_good|all|w0.050|c0.080,toward_teacher,0.5777351701306134,6.824239660030429e-07,0.5776010737091195,0.5772322915749815,0.578037904312332,0.0002582844305590886,0.0012793782128160134,0.004000000000003112,202439.0,raw_energy_quarter,q3_s,all,trans_block_good,all,0.05,0.08,0.32285714285714284,8d64fcf3,45.0,0.7555555555555555,-6.699054688019679e-05,2.0150088177661735e-05,6.752729299897009e-05,22.0,1.0,-0.00020347437124479395,-9.630780268100602e-05,-6.987097905020168e-05,11.0,1.0,-0.0005041180339230289,-0.00020804579981603677,-0.00020347437124479395,22.0,0.7727272727272727,-5.659645484779041e-05,2.0612662368291212e-05,4.9241578713221656e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,1.7676348273300225e-05,0.0003885548459065129,0.00010157565440759309,0.0003200238628292821,3.696652647723231e-05,0.0003709106689393429,1.0698598685811356e-05,0.0003510236797609522,-3.075547611392948e-06,0.00037747795647751,-0.0005628285385650578,True,False,False,True,True,False,False,6.824239660030429e-07
toward_teacher|raw_energy_quarter|no_s3|support60|trans_bal_agree|all|w0.070|c0.050,toward_teacher,0.5777351725401233,6.848334759279595e-07,0.5776013720897303,0.577230774790737,0.5780384022743964,0.0002339683051038332,0.0011760000000000568,0.003500000000001613,197786.0,raw_energy_quarter,no_s3,support60,trans_bal_agree,all,0.07,0.05,0.336,55c7730c,45.0,0.7333333333333333,-4.236900388798759e-05,2.0830996111986815e-05,4.56309961119894e-05,22.0,1.0,-0.00045636900388795754,-0.00011256900388800783,-7.036900388801559e-05,11.0,1.0,-0.00046236900388796354,-0.0004623690038878525,-0.0004623690038878525,22.0,0.8181818181818182,-4.03690038880411e-05,1.3230996111845981e-05,4.56309961119894e-05,3.27155917524527e-05,0.00019898956026929954,0.00019608665424795957,0.0003280796373184924,0.00023699505382159114,0.0003072397862857673,0.00021537550792298998,0.0002664253944278365,0.0001847222128619921,0.0003472227309338012,1.5543122344752192e-18,9.547918011776345e-18,5.413630683025572e-05,0.0001898210264916259,-0.0005821981552487255,True,False,False,True,True,False,False,6.848334759279595e-07
toward_teacher|raw_energy_quarter|q3_s|support60|trans_safe_not_opposed|teacher_row_top50|w0.070|c0.080,toward_teacher,0.577735180317562,6.92610914621028e-07,0.5776011639132173,0.5772298976544127,0.578038791929598,0.00018769582434323778,0.0009120000000000801,0.0056000000000009376,204628.0,raw_energy_quarter,q3_s,support60,trans_safe_not_opposed,teacher_row_top50,0.07,0.08,0.16285714285714287,42ca1d1c,45.0,0.7777777777777778,-3.690101867070972e-05,2.51789813293213e-05,6.549898132934828e-05,22.0,1.0,-0.00036970101867056515,-7.562101867079062e-05,-5.290101867072572e-05,11.0,1.0,-0.00036970101867062066,-0.00036970101867062066,-0.00036970101867050964,22.0,0.8181818181818182,-3.0501018670636704e-05,2.837898132932452e-05,3.34989813294273e-05,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,0.00018602270192896207,0.0002483159445563744,0.00019427198621242548,0.0002689434375111114,0.00016800342897688414,0.00034182176129437993,0.0001664004750569828,0.00026404952406069754,4.7835831762631174e-05,0.00019074010298008093,-0.0004658163752053468,True,False,False,True,True,False,False,6.92610914621028e-07
