feature_block,task,heldout_experiment,n_valid,positive_rate,auc,average_precision,pred_mean,mae,spearman
semantic_only,safe_invisible,e292,56,0.6785714285714286,0.5526315789473684,0.7028900375939849,0.45729666004951264,,
semantic_only,safe_invisible,e293,64,0.21875,0.61,0.2641509433962264,0.6109088788816539,,
semantic_only,safe_invisible,e297,39,0.4358974358974359,0.5441176470588235,0.5035193564605329,0.7073337858856388,,
semantic_only,safe_invisible,e299,71,0.28169014084507044,0.5,0.28169014084507044,0.15991664914427386,,
semantic_only,safe_invisible,e300,120,0.24166666666666667,0.5,0.24166666666666667,0.17222606198913495,,
semantic_only,safe_invisible,e301,1,0.0,,,0.17498030618178462,,
semantic_only,safe_invisible,e303,12,0.0,,,0.17318386126995886,,
semantic_only,safe_invisible,e305,14,0.0,,,0.18000190079822606,,
semantic_only,safe_invisible,e306,20,0.0,,,0.1826350808032721,,
semantic_only,safe_invisible,e307,22,0.0,,,0.18330858828578203,,
semantic_only,safe_invisible,e310,42,0.21428571428571427,0.30808080808080807,0.17239858906525574,0.4294323226249397,,
semantic_only,safe_invisible,e311,37,0.08108108108108109,0.5,0.08108108108108109,0.17707287468063057,,
semantic_only,safe_invisible,__global_oof__,1383,0.6710050614605929,0.7762125805229254,0.8809730889033033,0.4317080769873804,,
semantic_only,strict_health,e279,66,0.0,,,0.8300561397006732,,
semantic_only,strict_health,e284,9,0.0,,,0.02301875561105516,,
semantic_only,strict_health,e285,158,0.0,,,0.1346048631387747,,
semantic_only,strict_health,e286,533,0.0,,,0.04262848330464464,,
semantic_only,strict_health,e287,3,0.0,,,0.09244473039133556,,
semantic_only,strict_health,e289,28,0.0,,,0.016968688470145002,,
semantic_only,strict_health,e290,48,0.0,,,0.015081739649761722,,
semantic_only,strict_health,e291,40,0.0,,,0.013158884337913105,,
semantic_only,strict_health,e292,56,0.0,,,0.017829137168949304,,
semantic_only,strict_health,e293,64,0.0,,,0.11070386470917803,,
semantic_only,strict_health,e297,39,0.0,,,0.016221129585756874,,
semantic_only,strict_health,e299,71,0.0,,,0.8135906781638538,,
semantic_only,strict_health,e301,1,0.0,,,0.8051448478844948,,
semantic_only,strict_health,e303,12,0.0,,,0.8046753462087114,,
semantic_only,strict_health,e305,14,0.0,,,0.8098079120528622,,
semantic_only,strict_health,e306,20,0.0,,,0.812113533859284,,
semantic_only,strict_health,e307,22,0.0,,,0.812762449909544,,
semantic_only,strict_health,e310,42,0.0,,,0.09737922724955204,,
semantic_only,strict_health,e311,37,0.0,,,0.8144753476107585,,
semantic_only,strict_health,__global_oof__,1263,0.0,,,0.20396700025480582,,
semantic_only,null_strict_rate,e279,66,,,,0.6248074784406813,0.5110782494236328,
semantic_only,null_strict_rate,e284,9,,,,0.28864957189893714,0.28864957189893714,
semantic_only,null_strict_rate,e285,158,,,,0.5079398504000413,0.5079398504000413,
semantic_only,null_strict_rate,e286,533,,,,0.4153100532467005,0.4153100532467005,
semantic_only,null_strict_rate,e287,3,,,,0.3806471526828721,0.3647741368098562,
semantic_only,null_strict_rate,e289,28,,,,0.40753370908828124,0.4848020785601569,-0.11600395367151027
semantic_only,null_strict_rate,e290,48,,,,0.3857435768805512,0.5198290651886591,
semantic_only,null_strict_rate,e291,40,,,,0.40359895481139285,0.4854791195359537,-0.044989048973796644
semantic_only,null_strict_rate,e292,56,,,,0.4056692855172402,0.438877160391225,0.12526774444074165
semantic_only,null_strict_rate,e293,64,,,,0.2888668874136312,0.5550652568031891,0.37177175422357334
semantic_only,null_strict_rate,e297,39,,,,0.18389281000581234,0.48322785214141506,-0.26202929087857335
semantic_only,null_strict_rate,e299,71,,,,0.5382533264719088,0.46118731255928136,
semantic_only,null_strict_rate,e300,120,,,,0.485551352406955,0.4495014711020103,
semantic_only,null_strict_rate,e301,1,,,,0.5510483783268015,0.38698587832680154,
semantic_only,null_strict_rate,e303,12,,,,0.5486926193878557,0.16905823384345345,
semantic_only,null_strict_rate,e305,14,,,,0.5425714260545125,0.18510714537405878,
semantic_only,null_strict_rate,e306,20,,,,0.5396651551357154,0.1806473448642844,
semantic_only,null_strict_rate,e307,22,,,,0.5365843301573481,0.21341566984265192,
semantic_only,null_strict_rate,e310,42,,,,0.39071246257306974,0.3262242530312453,-0.47615879447365866
semantic_only,null_strict_rate,e311,37,,,,0.5489517238139419,0.2470281869563571,
semantic_only,null_strict_rate,__global_oof__,1383,,,,0.4422068068374733,0.4329514845598991,0.08872354785945143
semantic_only,readiness_distance,e279,66,,,,1.1658884029296077,1.0847818559841467,
semantic_only,readiness_distance,e284,9,,,,1.6275069629788175,0.4787118790602698,
semantic_only,readiness_distance,e285,158,,,,1.3686788865777242,0.638906671867677,
semantic_only,readiness_distance,e286,533,,,,1.5393828095165136,0.806795191124436,
semantic_only,readiness_distance,e287,3,,,,1.3243020074037952,0.7360188008929675,
semantic_only,readiness_distance,e289,28,,,,1.693154919138497,0.4964683855992275,-0.003699645960821514
semantic_only,readiness_distance,e290,48,,,,1.5673096988125297,0.6827705461082617,
semantic_only,readiness_distance,e291,40,,,,1.57097467448984,0.4550740752537069,0.04151006631255754
semantic_only,readiness_distance,e292,56,,,,1.7649765382320075,0.6101812526332843,0.044656845112122916
semantic_only,readiness_distance,e293,64,,,,1.3762089840750709,0.2475793110358445,0.12898826205632852
semantic_only,readiness_distance,e297,39,,,,1.6058494691438574,0.551938592482737,-0.19515484578919295
semantic_only,readiness_distance,e299,71,,,,1.3959807575622538,0.42435206202903575,
semantic_only,readiness_distance,e300,120,,,,1.4873064353544199,0.41738442433380885,
semantic_only,readiness_distance,e301,1,,,,1.3473600006704216,0.7747037506704216,
semantic_only,readiness_distance,e303,12,,,,1.3524233351106716,0.6951316684440051,
semantic_only,readiness_distance,e305,14,,,,1.3284382467352818,0.4184367532647179,
semantic_only,readiness_distance,e306,20,,,,1.3471124444025233,0.15388250555974764,
semantic_only,readiness_distance,e307,22,,,,1.3070444886616241,0.6221470557621603,
semantic_only,readiness_distance,e310,42,,,,1.3322813770736914,0.546902899903341,-0.01685089375899808
semantic_only,readiness_distance,e311,37,,,,1.3949167573891483,0.5968990077815997,
semantic_only,readiness_distance,__global_oof__,1383,,,,1.4782102187387418,0.6525731367157958,0.22985187897225134
semantic_only,actual_p90,e279,66,,,,-0.0001178973354353798,0.0004686109406043794,
semantic_only,actual_p90,e284,9,,,,-2.0103619517986953e-05,0.00012588886598711085,
semantic_only,actual_p90,e285,158,,,,-6.447443421463135e-05,7.57512783790602e-05,
semantic_only,actual_p90,e286,533,,,,-2.696858240554132e-05,3.798910322603973e-05,
semantic_only,actual_p90,e287,3,,,,-4.6032269940018386e-05,7.778164966535247e-05,
semantic_only,actual_p90,e289,28,,,,-1.8229381838753387e-05,0.0002769400777728545,0.11837246976492674
semantic_only,actual_p90,e290,48,,,,-1.2495007087639837e-05,0.00012047941226542702,
semantic_only,actual_p90,e291,40,,,,1.1373447789879068e-05,0.00020984745191442015,0.16130317007366762
semantic_only,actual_p90,e292,56,,,,3.062237152177563e-05,9.362390935363812e-05,0.25680758929601205
semantic_only,actual_p90,e293,64,,,,-1.7674531407789325e-05,9.981781174803989e-05,0.2372959744087399
semantic_only,actual_p90,e297,39,,,,2.299787220007054e-05,0.00014839755183997187,0.1726158354304411
semantic_only,actual_p90,e299,71,,,,-5.6340442803830735e-06,0.00021086458961182874,
semantic_only,actual_p90,e300,120,,,,-1.0191975132523077e-05,5.772274850611841e-05,
semantic_only,actual_p90,e301,1,,,,-2.9831051539218348e-05,2.147639922411527e-05,
semantic_only,actual_p90,e303,12,,,,-2.947697676556287e-05,3.7448796246263766e-05,
semantic_only,actual_p90,e305,14,,,,-2.8189192202493566e-05,4.276167432042176e-05,
semantic_only,actual_p90,e306,20,,,,-2.7299745278931556e-05,4.556563615187492e-05,
semantic_only,actual_p90,e307,22,,,,-2.2298627763709148e-05,0.00012125394945676814,
semantic_only,actual_p90,e310,42,,,,-5.0503726862056805e-05,9.601960535279482e-05,-0.49962618837580064
semantic_only,actual_p90,e311,37,,,,-4.278449022685587e-06,0.00031533365875616046,
semantic_only,actual_p90,__global_oof__,1383,,,,-2.7153575808569847e-05,0.00010564590437762484,-0.3949863491553356
geometry_only,null_common,e279,66,0.24242424242424243,0.9768749999999999,0.9630055147058824,0.20416382695695776,,
geometry_only,null_common,e284,9,0.0,,,0.010870236754688347,,
geometry_only,null_common,e285,158,0.0,,,0.018402997816106964,,
geometry_only,null_common,e286,533,0.0,,,0.021852992044578665,,
geometry_only,null_common,e287,3,0.0,,,0.1340725576826227,,
geometry_only,null_common,e289,28,0.42857142857142855,1.0,1.0,0.1288941358305489,,
geometry_only,null_common,e290,48,0.7083333333333334,1.0,1.0,0.7542666057733644,,
geometry_only,null_common,e291,40,0.45,1.0,1.0,0.45784738695110166,,
geometry_only,null_common,e292,56,0.2857142857142857,0.98125,0.9526497297637004,0.3236871527495226,,
geometry_only,null_common,e293,64,0.75,1.0,1.0,0.7587442719163549,,
geometry_only,null_common,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.6206934171392526,,
geometry_only,null_common,e299,71,0.6619718309859155,0.9946808510638298,0.9974207555362573,0.7462610677125946,,
geometry_only,null_common,e300,120,0.7,0.8878968253968254,0.8849502561461167,0.9309539106139604,,
geometry_only,null_common,e301,1,0.0,,,0.36023951185663666,,
geometry_only,null_common,e303,12,0.9166666666666666,0.45454545454545453,0.9406172110717566,0.9883702467322211,,
geometry_only,null_common,e305,14,1.0,,,0.9388979393412425,,
geometry_only,null_common,e306,20,1.0,,,0.8855078050640577,,
geometry_only,null_common,e307,22,1.0,,,0.9990183960331461,,
geometry_only,null_common,e310,42,0.5714285714285714,0.9884259259259259,0.992816091954023,0.5661590007383653,,
geometry_only,null_common,e311,37,0.7567567567567568,1.0,0.9999999999999999,0.8321424339509869,,
geometry_only,null_common,__global_oof__,1383,0.2993492407809111,0.9848902947906851,0.9621148952363692,0.3339637266717822,,
geometry_only,null_rare,e279,66,0.696969696969697,0.9347826086956521,0.9641146331290769,0.7600530129048723,,
geometry_only,null_rare,e284,9,1.0,,,0.9782365356065132,,
geometry_only,null_rare,e285,158,1.0,,,0.9659233035371719,,
geometry_only,null_rare,e286,533,1.0,,,0.9645520772251527,,
geometry_only,null_rare,e287,3,1.0,,,0.6652507723460723,,
geometry_only,null_rare,e289,28,0.5357142857142857,0.9487179487179488,0.9379514004514004,0.467457352095221,,
geometry_only,null_rare,e290,48,0.25,1.0,1.0,0.2268618144778403,,
geometry_only,null_rare,e291,40,0.55,1.0,1.0,0.5278869727474571,,
geometry_only,null_rare,e292,56,0.6785714285714286,0.9985380116959065,0.9993252361673414,0.6512384348096393,,
geometry_only,null_rare,e293,64,0.21875,1.0,0.9999999999999998,0.27149075847849313,,
geometry_only,null_rare,e297,39,0.4358974358974359,0.9786096256684491,0.9729987454218014,0.2898539529628069,,
geometry_only,null_rare,e299,71,0.29577464788732394,0.9990476190476191,0.9978354978354982,0.23055875396629574,,
geometry_only,null_rare,e300,120,0.25,0.9377777777777777,0.823041992676327,0.04978130377284522,,
geometry_only,null_rare,e301,1,0.0,,,0.41900954997503614,,
geometry_only,null_rare,e303,12,0.0,,,0.009917409213076097,,
geometry_only,null_rare,e305,14,0.0,,,0.03509776692248646,,
geometry_only,null_rare,e306,20,0.0,,,0.04269316727917787,,
geometry_only,null_rare,e307,22,0.0,,,0.0022602128800319307,,
geometry_only,null_rare,e310,42,0.21428571428571427,0.9292929292929293,0.6875440917107585,0.4070470455002956,,
geometry_only,null_rare,e311,37,0.08108108108108109,0.946078431372549,0.7777777777777777,0.0936094254530174,,
geometry_only,null_rare,__global_oof__,1383,0.6724511930585684,0.9804137292601296,0.9861117959535058,0.6382965754834599,,
geometry_only,visible_null_common,e279,66,0.19696969696969696,1.0,1.0,0.20895467743992585,,
geometry_only,visible_null_common,e284,9,0.0,,,0.005252464661968547,,
geometry_only,visible_null_common,e285,158,0.0,,,0.009079290062058577,,
geometry_only,visible_null_common,e286,533,0.0,,,0.013444980022874402,,
geometry_only,visible_null_common,e287,3,0.0,,,0.05402659110994976,,
geometry_only,visible_null_common,e289,28,0.42857142857142855,1.0,1.0,0.10980313091582619,,
geometry_only,visible_null_common,e290,48,0.6875,1.0,1.0,0.7061949466735058,,
geometry_only,visible_null_common,e291,40,0.45,1.0,1.0,0.4513431644655011,,
geometry_only,visible_null_common,e292,56,0.2857142857142857,0.9796875,0.9472082961972668,0.30120358319677726,,
geometry_only,visible_null_common,e293,64,0.75,1.0,1.0,0.7560067024238171,,
geometry_only,visible_null_common,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.5859969303101294,,
geometry_only,visible_null_common,e299,71,0.6619718309859155,0.99822695035461,0.9991040440621701,0.7106513823997049,,
geometry_only,visible_null_common,e300,120,0.6916666666666667,0.8987300553565614,0.8856479383292597,0.9197070356413379,,
geometry_only,visible_null_common,e301,1,0.0,,,0.12433531135541868,,
geometry_only,visible_null_common,e303,12,0.9166666666666666,0.36363636363636365,0.9254656959202414,0.9940795663438529,,
geometry_only,visible_null_common,e305,14,1.0,,,0.9063862598566399,,
geometry_only,visible_null_common,e306,20,1.0,,,0.6889719673232733,,
geometry_only,visible_null_common,e307,22,1.0,,,0.9994800303128849,,
geometry_only,visible_null_common,e310,42,0.5476190476190477,1.0,1.0,0.5647346598302375,,
geometry_only,visible_null_common,e311,37,0.7567567567567568,1.0,1.0,0.7787802954204615,,
geometry_only,visible_null_common,__global_oof__,1383,0.2950108459869848,0.9881548516842634,0.9641411994616074,0.31785817878433875,,
geometry_only,action_cliff,e279,66,0.19696969696969696,1.0,1.0,0.19077110005483747,,
geometry_only,action_cliff,e284,9,0.0,,,0.004515942600553841,,
geometry_only,action_cliff,e285,158,0.0,,,0.008224612993943994,,
geometry_only,action_cliff,e286,533,0.0,,,0.012301362630977187,,
geometry_only,action_cliff,e287,3,0.0,,,0.055903703005007487,,
geometry_only,action_cliff,e289,28,0.42857142857142855,1.0,1.0,0.2695656559731617,,
geometry_only,action_cliff,e290,48,0.6875,1.0,1.0,0.736670260538764,,
geometry_only,action_cliff,e291,40,0.45,1.0,1.0,0.4553477668816974,,
geometry_only,action_cliff,e292,56,0.32142857142857145,1.0,1.0,0.30246483527135976,,
geometry_only,action_cliff,e293,64,0.75,1.0,1.0,0.7541136889410749,,
geometry_only,action_cliff,e297,39,0.5128205128205128,1.0,1.0000000000000002,0.569419519907135,,
geometry_only,action_cliff,e299,71,0.6901408450704225,0.9990723562152134,0.9995918367346941,0.7113516313634871,,
geometry_only,action_cliff,e300,120,0.7166666666666667,0.9716142270861833,0.9655216365908287,0.921416675988634,,
geometry_only,action_cliff,e301,1,0.0,,,0.10068760296650602,,
geometry_only,action_cliff,e303,12,1.0,,,0.9943921568746338,,
geometry_only,action_cliff,e305,14,1.0,,,0.9130214351767918,,
geometry_only,action_cliff,e306,20,1.0,,,0.764950562780625,,
geometry_only,action_cliff,e307,22,1.0,,,0.9988765260176375,,
geometry_only,action_cliff,e310,42,0.5476190476190477,1.0,1.0,0.5638904603533488,,
geometry_only,action_cliff,e311,37,0.7567567567567568,1.0,1.0,0.772722476564913,,
geometry_only,action_cliff,__global_oof__,1383,0.3007953723788865,0.9941258650863097,0.9825750485023863,0.32149388166500165,,
geometry_only,safe_invisible,e279,66,0.696969696969697,0.9326086956521739,0.9617627389007524,0.7636925057496465,,
geometry_only,safe_invisible,e284,9,1.0,,,0.9785149551492258,,
geometry_only,safe_invisible,e285,158,1.0,,,0.9666368068628869,,
geometry_only,safe_invisible,e286,533,1.0,,,0.9656851961994407,,
geometry_only,safe_invisible,e287,3,1.0,,,0.7255352821742841,,
geometry_only,safe_invisible,e289,28,0.5357142857142857,0.9487179487179488,0.9379514004514004,0.45707178007785954,,
geometry_only,safe_invisible,e290,48,0.25,1.0,1.0,0.23258955129454625,,
geometry_only,safe_invisible,e291,40,0.55,1.0,1.0,0.5293285843971353,,
geometry_only,safe_invisible,e292,56,0.6785714285714286,1.0,1.0,0.6523618630288686,,
geometry_only,safe_invisible,e293,64,0.21875,1.0,0.9999999999999998,0.258430998444399,,
geometry_only,safe_invisible,e297,39,0.4358974358974359,0.9786096256684491,0.9729987454218014,0.3019300842325809,,
geometry_only,safe_invisible,e299,71,0.28169014084507044,0.9990196078431373,0.9976190476190478,0.23844063653739156,,
geometry_only,safe_invisible,e300,120,0.24166666666666667,0.9693065555134521,0.8425810180648121,0.05271267739999588,,
geometry_only,safe_invisible,e301,1,0.0,,,0.45909059152649184,,
geometry_only,safe_invisible,e303,12,0.0,,,0.007734012459172774,,
geometry_only,safe_invisible,e305,14,0.0,,,0.024969614301059376,,
geometry_only,safe_invisible,e306,20,0.0,,,0.028015103427461267,,
geometry_only,safe_invisible,e307,22,0.0,,,0.002103049631720591,,
geometry_only,safe_invisible,e310,42,0.21428571428571427,0.936026936026936,0.7075056116722784,0.40139631325453623,,
geometry_only,safe_invisible,e311,37,0.08108108108108109,0.946078431372549,0.7777777777777777,0.09790006622776709,,
geometry_only,safe_invisible,__global_oof__,1383,0.6710050614605929,0.9833092553997727,0.9872586185256187,0.639227867438383,,
geometry_only,strict_health,e279,66,0.0,,,0.045078820019671346,,
geometry_only,strict_health,e284,9,0.0,,,2.9406069481342226e-07,,
geometry_only,strict_health,e285,158,0.0,,,7.350822191010958e-07,,
geometry_only,strict_health,e286,533,0.0,,,7.3294181130855525e-06,,
geometry_only,strict_health,e287,3,0.0,,,2.999152400469676e-07,,
geometry_only,strict_health,e289,28,0.0,,,5.568982447672033e-07,,
geometry_only,strict_health,e290,48,0.0,,,3.116033133025935e-06,,
geometry_only,strict_health,e291,40,0.0,,,1.7346949723451677e-06,,
geometry_only,strict_health,e292,56,0.0,,,1.7354197964741057e-06,,
geometry_only,strict_health,e293,64,0.0,,,2.590736500272432e-05,,
geometry_only,strict_health,e297,39,0.0,,,2.510943907984521e-05,,
geometry_only,strict_health,e299,71,0.0,,,4.861036863012225e-05,,
geometry_only,strict_health,e301,1,0.0,,,2.2671579986453955e-07,,
geometry_only,strict_health,e303,12,0.0,,,0.005494400833030842,,
geometry_only,strict_health,e305,14,0.0,,,8.655779978697545e-06,,
geometry_only,strict_health,e306,20,0.0,,,2.9109942149029727e-05,,
geometry_only,strict_health,e307,22,0.0,,,3.309998482985982e-07,,
geometry_only,strict_health,e310,42,0.0,,,2.6101545375529964e-05,,
geometry_only,strict_health,e311,37,0.0,,,8.884576300096198e-06,,
geometry_only,strict_health,__global_oof__,1263,0.0,,,0.002417828577071519,,
geometry_only,null_strict_rate,e279,66,,,,-0.6975982627687588,1.1130558616194888,0.6357980695440529
geometry_only,null_strict_rate,e284,9,,,,0.09023285803222,0.09023285803222,
geometry_only,null_strict_rate,e285,158,,,,0.05275441375658177,0.05275441375658177,
geometry_only,null_strict_rate,e286,533,,,,0.04735341046590476,0.04735341046590476,
geometry_only,null_strict_rate,e287,3,,,,0.20677997857155686,0.190906962698541,0.8660254037844387
geometry_only,null_strict_rate,e289,28,,,,0.42739330835412864,0.1725352430466414,0.8208353640007042
geometry_only,null_strict_rate,e290,48,,,,0.5639817401371502,0.18515926452041262,0.8272489093762456
geometry_only,null_strict_rate,e291,40,,,,0.4641341053126268,0.10197161401213091,0.8702396642136762
geometry_only,null_strict_rate,e292,56,,,,-0.02212111579014545,0.3378414308313356,0.8046822727241522
geometry_only,null_strict_rate,e293,64,,,,0.8805023484369746,0.17447311746481198,0.8627262101067278
geometry_only,null_strict_rate,e297,39,,,,0.6144378483978787,0.1290084465241818,0.7914581360446484
geometry_only,null_strict_rate,e299,71,,,,0.6796738320067063,0.1682504612402057,0.7293353474313828
geometry_only,null_strict_rate,e300,120,,,,0.9516387916126353,0.2906921183046369,0.5072671462620524
