basename,source_path,recipe,source_note,weight,n_parts,episodes,pairs,rules,affected_targets,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,q_sum,s_sum,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k96_w1_50_c0fdff07.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k96_w1_50_c0fdff07.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,1.5,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam0.75_top96,"Q1,S1",96,0.007274542255023591,0.14672169281615816,-1.8682028710016745,-0.8716363573606138,-0.9965665136410606,promote_candidate,True,False,-0.0006611999418792136,-0.0009751291369180482,-0.0004601937919918801,1.0,0.0028798607102150098
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_50_kall_w1_50_29a31bcb.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_50_kall_w1_50_29a31bcb.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,1.5,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam0.50_topall,"Q1,S1",250,0.011060436537633786,0.1561555290172713,-1.205841311798216,-0.5600970108744588,-0.6457443009237572,promote_candidate,True,False,-0.0007470076209641186,-0.0011721819484299355,-0.0004597381327400102,1.0,-6.70116391029707e-05
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l0_50_k96_w1_50_2613cdc7.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l0_50_k96_w1_50_2613cdc7.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,1.5,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam0.50_top96,"Q1,S1",96,0.006654744385856589,0.12947418327875165,-2.0151933926370855,-0.7717712021184183,-1.2434221905186678,promote_candidate,True,False,-0.0006283275021257646,-0.0009216712170910488,-0.0004562923070510893,1.0,0.005568899165664748
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l0_50_kall_w1_50_2613cdc7.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l0_50_kall_w1_50_2613cdc7.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,1.5,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam0.50_topall,"Q1,S1",96,0.006654744385856589,0.12947418327875165,-2.0151933926370855,-0.7717712021184183,-1.2434221905186678,promote_candidate,True,False,-0.0006283275021257646,-0.0009216712170910488,-0.0004562923070510893,1.0,0.005568899165664748
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__all_controls_l0_50_kall_w1_50_7bf13c82.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__all_controls_l0_50_kall_w1_50_7bf13c82.csv,residualized_visible,subtract E310 all_controls null mean from old-strict pair action,1.5,1,cashflow_stress,Q1_S1,resid_all_controls_lam0.50_topall,"Q1,S1",248,0.008165014018288194,0.13582501887563928,-1.598306759428372,-0.6931791776392578,-0.9051275817891142,promote_candidate,True,False,-0.0006739212050178061,-0.0010197893607498665,-0.0004511507846836472,1.0,0.003034777001926503
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k96_w0_75_c650998d.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k96_w0_75_c650998d.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam1.25_top96,"Q1,S1",96,0.002684086855537884,0.06059272909843974,-0.3820857474092365,0.02593474851138657,-0.40802049592062295,too_small_to_submit,False,True,-8.934276988083843e-05,-0.00016125494768762797,-4.9386384116408234e-05,1.0,0.0030158263400197616
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_kall_w0_75_c650998d.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_kall_w0_75_c650998d.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam1.25_topall,"Q1,S1",96,0.002684086855537884,0.06059272909843974,-0.3820857474092365,0.02593474851138657,-0.40802049592062295,too_small_to_submit,False,True,-8.934276988083843e-05,-0.00016125494768762797,-4.9386384116408234e-05,1.0,0.0030158263400197616
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k32_w0_75_5d89ae36.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k32_w0_75_5d89ae36.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam0.75_top32,"Q1,S1",32,0.0014651332135700353,0.08336664676295354,-0.017823040829340386,-0.05210600880513509,0.034282967975794665,too_small_to_submit,False,True,-0.00011297727803710969,-0.00015230645425575075,-4.693436445265116e-05,0.9411764705882353,0.00018904650175519122
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l1_25_k64_w0_75_151e6697.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l1_25_k64_w0_75_151e6697.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam1.25_top64,"Q1,S1",64,0.0025385472629583265,0.0939444112715893,0.2527454629153607,-0.017451989842549684,0.2701974527579103,too_small_to_submit,False,True,-0.00012909477129468302,-0.00018487478842585072,-4.505191108516702e-05,0.9411764705882353,-0.0018804933448364758
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k32_w0_75_3e369651.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k32_w0_75_3e369651.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam1.25_top32,"Q1,S1",32,0.0011797345234091853,0.06059272909843974,0.05172155614771265,-0.0857350471222238,0.13745660326993642,too_small_to_submit,False,True,-9.60531345047997e-05,-0.00012960246821880773,-4.40302746541153e-05,0.9411764705882353,0.003201672321970661
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k96_w0_75_47bfc7d9.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__wrong_swap_l1_25_k96_w0_75_47bfc7d9.csv,residualized_visible,subtract E310 wrong_swap null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_wrong_swap_lam1.25_top96,"Q1,S1",96,0.002717787767349082,0.06059272909843974,-0.3756534245383526,0.04688522483781083,-0.42253864937616337,too_small_to_submit,False,True,-8.160621522055212e-05,-0.00015561032204402286,-3.7597113114100036e-05,1.0,0.002701992635485151
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k32_w0_75_afa649b8.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l0_75_k32_w0_75_afa649b8.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam0.75_top32,"Q1,S1",32,0.0015554572686259367,0.07336084640807908,0.27229434010943837,0.003488294247721714,0.26880604586171675,too_small_to_submit,False,True,-9.767805603585573e-05,-0.00013001789394792844,-3.757196426035872e-05,0.9411764705882353,-0.0016299528830959475
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l1_00_k32_w0_75_8ee0d609.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__row_subject_date_l1_00_k32_w0_75_8ee0d609.csv,residualized_visible,subtract E310 row_subject_date null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_row_subject_date_lam1.00_top32,"Q1,S1",32,0.0014391068352912482,0.08865552901727142,0.21957148460482515,-0.030228536918330558,0.24980002152315575,too_small_to_submit,False,True,-0.0001090450356465764,-0.00014455619660913013,-3.39485875566535e-05,0.9411764705882353,-0.0009646401330238863
submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__all_controls_l1_00_k32_w0_75_915cc5fb.csv,analysis_outputs/submission_e311_pairmicro_resid_submission_e310_pair_cashflow_stress_Q1__all_controls_l1_00_k32_w0_75_915cc5fb.csv,residualized_visible,subtract E310 all_controls null mean from old-strict pair action,0.75,1,cashflow_stress,Q1_S1,resid_all_controls_lam1.00_top32,"Q1,S1",32,0.001403124859648122,0.07032000845982286,0.34895800623548623,-0.009780568664617368,0.35873857490010364,too_small_to_submit,False,True,-0.00010034986717506895,-0.00013394194779161434,-3.038090705424001e-05,0.9411764705882353,-0.0006777277134175086
submission_e311_pairmicro_microdiverse_top4_w2_00_e671661d.csv,analysis_outputs/submission_e311_pairmicro_microdiverse_top4_w2_00_e671661d.csv,microdiverse,stack one null-rare row per target pair,2.0,4,"bedtime_arousal,cashflow_stress,home_recovery","Q1_S1,Q1_S3,S1_S2,S3_S4","diff_top64,opp_sign_top64,same_sign_top64,topabs64","Q1,S1,S2,S3,S4",151,0.009164749202063746,0.1889999999999995,1.3025003637730044,-0.11842264120198781,1.4209230049749921,promote_candidate,True,False,-0.0006294626270716993,-0.0009145406203163308,-0.0004405474993382456,1.0,-0.001314041100967056
submission_e311_pairmicro_microstack_top5_w2_00_3aa12fc7.csv,analysis_outputs/submission_e311_pairmicro_microstack_top5_w2_00_3aa12fc7.csv,microstack,stack top null-rare too-small E310 rows,2.0,5,"bedtime_arousal,cashflow_stress","Q1_S1,Q1_S3,S1_S2","diff_top64,opp_sign_top64,same_sign_top64,topabs64","Q1,S1,S2,S3",142,0.007066024715438144,0.2249999999999991,-0.8434729459663001,-0.40867045406548824,-0.43480249190081205,promote_candidate,True,False,-0.0006657161953381718,-0.0009939966323523734,-0.00043896047312873786,1.0,-0.0019224918531034474
submission_e311_pairmicro_microcash_top4_w1_50_a8f230fb.csv,analysis_outputs/submission_e311_pairmicro_microcash_top4_w1_50_a8f230fb.csv,microcash,stack cashflow-only null-rare pair actions,1.5,4,cashflow_stress,"Q1_S1,S1_S2","diff_top64,opp_sign_top64,topabs64,topabs96","Q1,S1,S2",137,0.006703726172071242,0.195749999999999,-1.17140420410187,-0.558483973242907,-0.6129202308589635,promote_candidate,True,False,-0.0006255216835064517,-0.0009261120518001738,-0.00042353721553134275,1.0,-0.0005175312667943799
submission_e311_pairmicro_microstack_top3_w2_00_a2e32ab2.csv,analysis_outputs/submission_e311_pairmicro_microstack_top3_w2_00_a2e32ab2.csv,microstack,stack top null-rare too-small E310 rows,2.0,3,cashflow_stress,"Q1_S1,S1_S2","diff_top64,opp_sign_top64,topabs64","Q1,S1,S2",126,0.006735840152884705,0.2249999999999991,-0.8020834744870193,-0.3924146305782909,-0.40966884390872854,promote_candidate,True,False,-0.0006533796086946267,-0.000985251743998053,-0.00042280374722470385,1.0,-0.0020928141751255236
submission_e311_pairmicro_microstack_top3_w1_50_3c66bbec.csv,analysis_outputs/submission_e311_pairmicro_microstack_top3_w1_50_3c66bbec.csv,microstack,stack top null-rare too-small E310 rows,1.5,3,cashflow_stress,"Q1_S1,S1_S2","diff_top64,opp_sign_top64,topabs64","Q1,S1,S2",126,0.005051880114663529,0.16874999999999932,-0.6015626058652646,-0.2943109729337182,-0.30725163293154634,promote_candidate,True,False,-0.0004500531510828608,-0.0006751289229019902,-0.0002936043786989173,1.0,-0.0015696106313440872
submission_e311_pairmicro_microdiverse_top3_w2_00_fadb2d44.csv,analysis_outputs/submission_e311_pairmicro_microdiverse_top3_w2_00_fadb2d44.csv,microdiverse,stack one null-rare row per target pair,2.0,3,"bedtime_arousal,cashflow_stress","Q1_S1,Q1_S3,S1_S2","diff_top64,opp_sign_top64,same_sign_top64","Q1,S1,S2,S3",126,0.005283703023086529,0.1889999999999995,-0.3792496524783938,-0.11842264120198781,-0.2608270112764059,promote_candidate,True,False,-0.0004652029894279007,-0.0007138870565487802,-0.0002915091387025623,1.0,-0.002781659825375621
submission_e311_pairmicro_microdiverse_top2_w2_00_aca1ecf6.csv,analysis_outputs/submission_e311_pairmicro_microdiverse_top2_w2_00_aca1ecf6.csv,microdiverse,stack one null-rare row per target pair,2.0,2,cashflow_stress,"Q1_S1,S1_S2","diff_top64,opp_sign_top64","Q1,S1,S2",109,0.00508375002639873,0.1889999999999995,-0.35490290454940965,-0.1088603920918709,-0.24604251245753872,promote_candidate,True,False,-0.00045986219391964804,-0.0007096323249735042,-0.00028509008599234036,1.0,-0.0028818494265651085
submission_e311_pairmicro_microstack_top2_w2_00_29a8926a.csv,analysis_outputs/submission_e311_pairmicro_microstack_top2_w2_00_29a8926a.csv,microstack,stack top null-rare too-small E310 rows,2.0,2,cashflow_stress,Q1_S1,"diff_top64,topabs64","Q1,S1",87,0.003911308768822527,0.0990000000000073,-0.5597536950852101,-0.3924146305782909,-0.1673390645069191,promote_candidate,True,False,-0.0003702708900358566,-0.0005405543929914428,-0.0002476277202136191,1.0,0.0020950978833297884
submission_e311_pairmicro_microdiverse_top3_w1_50_a7b87c67.csv,analysis_outputs/submission_e311_pairmicro_microdiverse_top3_w1_50_a7b87c67.csv,microdiverse,stack one null-rare row per target pair,1.5,3,"bedtime_arousal,cashflow_stress","Q1_S1,Q1_S3,S1_S2","diff_top64,opp_sign_top64,same_sign_top64","Q1,S1,S2,S3",126,0.003962777267314897,0.14174999999999963,-0.28443723935879517,-0.08881698090149086,-0.19562025845730427,promote_candidate,True,False,-0.0003139894722978692,-0.0004806236836801101,-0.00019757029474760815,1.0,-0.002086244869031584
submission_e311_pairmicro_microdiverse_top2_w1_50_31820b9f.csv,analysis_outputs/submission_e311_pairmicro_microdiverse_top2_w1_50_31820b9f.csv,microdiverse,stack one null-rare row per target pair,1.5,2,cashflow_stress,"Q1_S1,S1_S2","diff_top64,opp_sign_top64","Q1,S1,S2",109,0.003812812519799048,0.14174999999999963,-0.2661771784120571,-0.08164529406890317,-0.18453188434315398,promote_candidate,True,False,-0.000310199062051565,-0.0004775289433392514,-0.00019310862809241342,1.0,-0.0021613870699236926
submission_e311_pairmicro_microstack_top2_w1_50_5fa8971d.csv,analysis_outputs/submission_e311_pairmicro_microstack_top2_w1_50_5fa8971d.csv,microstack,stack top null-rare too-small E310 rows,1.5,2,cashflow_stress,Q1_S1,"diff_top64,topabs64","Q1,S1",87,0.0029334815766168957,0.07425000000000548,-0.4198152713139075,-0.2943109729337182,-0.1255042983801893,promote_candidate,True,False,-0.00025215573999545727,-0.00036407431523178754,-0.00017094555265515117,1.0,0.0015713234124973274
submission_e311_pairmicro_microcash_top2_w1_50_5fa8971d.csv,analysis_outputs/submission_e311_pairmicro_microcash_top2_w1_50_5fa8971d.csv,microcash,stack cashflow-only null-rare pair actions,1.5,2,cashflow_stress,Q1_S1,"diff_top64,topabs64","Q1,S1",87,0.0029334815766168957,0.07425000000000548,-0.4198152713139075,-0.2943109729337182,-0.1255042983801893,promote_candidate,True,False,-0.00025215573999545727,-0.00036407431523178754,-0.00017094555265515117,1.0,0.0015713234124973274
submission_e311_pairmicro_microcash_top2_w1_25_1b8e5784.csv,analysis_outputs/submission_e311_pairmicro_microcash_top2_w1_25_1b8e5784.csv,microcash,stack cashflow-only null-rare pair actions,1.25,2,cashflow_stress,Q1_S1,"diff_top64,topabs64","Q1,S1",87,0.00244456798051408,0.061875000000004565,-0.3498460594282563,-0.2452591441114318,-0.10458691531682447,promote_candidate,True,False,-0.00019728976127963199,-0.0002827771179902003,-0.00013493196964026153,1.0,0.0013094361770811525
