split,task,feature_block,n,target_mean,spearman,pearson,rmse,positive_rate,auc,average_precision,logloss,pred_mean
source_group,predict_p90_rank,human_signature,1072,0.46875,0.32074827901085334,0.31772947149015185,0.30264310986558834,,,,,
source_group,predict_p90_rank,shape_signature,1072,0.46875,0.0,0.0,0.2881107642904027,,,,,
source_group,predict_p90_rank,action_shape,1072,0.46875,0.0,0.0,0.2881107642904027,,,,,
source_group,predict_p90_rank,human_plus_action,1072,0.46875,0.4519205039635186,0.45673513225155954,0.2785691322357833,,,,,
source_group,predict_p90_rank,human_plus_identity_action,1072,0.46875,0.45977403182653365,0.4663473763821688,0.27627430457116176,,,,,
source_group,predict_p90_rank,shape_plus_identity,1072,0.46875,0.4012306171177739,0.4656513252122503,0.25497422753174287,,,,,
source_group,predict_mean_rank,identity_signal,1072,0.46875,0.566399284076692,0.6464001304893587,0.21983189801938352,,,,,
source_group,predict_mean_rank,human_signature,1072,0.46875,0.6051682698926639,0.5796298171813332,0.24908428465284688,,,,,
source_group,predict_mean_rank,shape_signature,1072,0.46875,0.0,0.0,0.2881107642904027,,,,,
source_group,predict_mean_rank,action_shape,1072,0.46875,0.0,0.0,0.2881107642904027,,,,,
source_group,predict_mean_rank,human_plus_action,1072,0.46875,0.629539055065579,0.598952349494805,0.2463716044297958,,,,,
source_group,predict_mean_rank,human_plus_identity_action,1072,0.46875,0.6690846085639833,0.638836837437232,0.23414477573810372,,,,,
source_group,predict_mean_rank,shape_plus_identity,1072,0.46875,0.5637175892117886,0.6463921416492333,0.21983380267564023,,,,,
source_group,predict_health_score,identity_signal,1072,3.587686567164179,0.4893047021801598,0.5707062901164045,0.7636041740248303,,,,,
source_group,predict_health_score,human_signature,1072,3.587686567164179,0.5537345154453898,0.5133679314801183,0.845105207498166,,,,,
source_group,predict_health_score,shape_signature,1072,3.587686567164179,0.17086659757133937,0.2295782518531188,0.905060011957889,,,,,
source_group,predict_health_score,action_shape,1072,3.587686567164179,0.16116095833969327,0.2059460420874262,0.9113253754685013,,,,,
source_group,predict_health_score,human_plus_action,1072,3.587686567164179,0.6260881334200205,0.6092353052516148,0.7851712671001471,,,,,
source_group,predict_health_score,human_plus_identity_action,1072,3.587686567164179,0.6458429958588352,0.637229776309628,0.7546018496959073,,,,,
source_group,predict_health_score,shape_plus_identity,1072,3.587686567164179,0.5746930058573166,0.6171313720783936,0.7317020752165695,,,,,
source_group,classify_visible,identity_signal,1072,,,,,0.7192164179104478,0.6674638364983131,0.8222611165348981,0.6448966026159072,0.5209303878337628
source_group,classify_visible,human_signature,1072,,,,,0.7192164179104478,0.7823252366732595,0.9005147359553413,0.6996694966434783,0.619452150899412
source_group,classify_visible,shape_signature,1072,,,,,0.7192164179104478,0.7296624739842548,0.8525419911926941,0.5719427541143326,0.539806560799138
source_group,classify_visible,action_shape,1072,,,,,0.7192164179104478,0.7183771345838127,0.8425650616877074,0.5839068517774308,0.5365015462081121
source_group,classify_visible,human_plus_action,1072,,,,,0.7192164179104478,0.8215330653119088,0.9180055909414664,0.604017394750669,0.6277657715749612
source_group,classify_visible,human_plus_identity_action,1072,,,,,0.7192164179104478,0.8217312805132913,0.9161899174506327,0.6090373787933314,0.6285382098148901
source_group,classify_visible,shape_plus_identity,1072,,,,,0.7192164179104478,0.8230713876356806,0.9197162820253645,0.5118229731471817,0.5652588391500523
source_group,classify_p90_top25,identity_signal,1072,,,,,0.25,0.6238211925447391,0.31802897038083927,0.6614717026097494,0.4828489019920766
source_group,classify_p90_top25,human_signature,1072,,,,,0.25,0.5841431833370462,0.30272836321017815,0.8370062413073829,0.42679675801881567
source_group,classify_p90_top25,shape_signature,1072,,,,,0.25,0.5,0.25,0.6931471805599416,0.4999999999999964
source_group,classify_p90_top25,action_shape,1072,,,,,0.25,0.5,0.25,0.693147180559941,0.49999999999999567
source_group,classify_p90_top25,human_plus_action,1072,,,,,0.25,0.656802275933764,0.3581400673083566,0.7489294117638916,0.39385461486755513
source_group,classify_p90_top25,human_plus_identity_action,1072,,,,,0.25,0.6610719722284102,0.3617596374744301,0.7467003770326958,0.39305230205427355
source_group,classify_p90_top25,shape_plus_identity,1072,,,,,0.25,0.6287058179252988,0.3091480284090169,0.662331246541767,0.4827222320192368
source_group,classify_mean_top25,identity_signal,1072,,,,,0.25,0.7363462538055989,0.4125554781183681,0.5866361312941059,0.4489984456069314
source_group,classify_mean_top25,human_signature,1072,,,,,0.25,0.7527706616172867,0.48453012932817013,0.6377478823509939,0.37047665374434857
source_group,classify_mean_top25,shape_signature,1072,,,,,0.25,0.5,0.25,0.6931471805599416,0.4999999999999965
source_group,classify_mean_top25,action_shape,1072,,,,,0.25,0.5,0.25,0.6931471805599415,0.4999999999999963
source_group,classify_mean_top25,human_plus_action,1072,,,,,0.25,0.7685638969332442,0.524311101029701,0.6081315850841338,0.36269833270706897
source_group,classify_mean_top25,human_plus_identity_action,1072,,,,,0.25,0.7840090591817035,0.5403991833885146,0.5867639418075598,0.3570139096649676
source_group,classify_mean_top25,shape_plus_identity,1072,,,,,0.25,0.7378638523798916,0.40921365449151814,0.5872276925642993,0.44911623485267993
source_group,classify_joint_health,identity_signal,1072,,,,,0.15205223880597016,0.6780625915352271,0.2246501816882918,0.6164835991646143,0.4434388046093695
source_group,classify_joint_health,human_signature,1072,,,,,0.15205223880597016,0.7311850816983541,0.31668537388927875,0.6461292839127787,0.2994723732880288
source_group,classify_joint_health,shape_signature,1072,,,,,0.15205223880597016,0.680401168951251,0.2380031549773232,0.6264823229114214,0.45189267833238883
source_group,classify_joint_health,action_shape,1072,,,,,0.15205223880597016,0.6834315333373828,0.23489184642869435,0.6206408608585249,0.44417143145678517
source_group,classify_joint_health,human_plus_action,1072,,,,,0.15205223880597016,0.7381164496817779,0.33097297720999624,0.6310199263180634,0.2956261949008414
source_group,classify_joint_health,human_plus_identity_action,1072,,,,,0.15205223880597016,0.7465258795818233,0.3426182527057676,0.6158897182092794,0.29403279856627457
source_group,classify_joint_health,shape_plus_identity,1072,,,,,0.15205223880597016,0.7943435447839261,0.3593679072581511,0.5473107918917787,0.4020962016780161
