variant,target_set,row_mask,cell_mask,sign_mask,scale,threshold_frac,s3_alpha,targets,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,row_entropy,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,family
compact_t35_s1.000_s3a0.75,compact_s3tail,all,abs_top35,both,1.0,35.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_000_s3a0_75_3530c783.csv,submission_e350_compactplateau_compact_t35_s1_000_s3a0_75_3530c783.csv,190,292,4.607258855071566,0.4416628857611582,0.8282688315086582,2.2227800992115463,1.0247324999943386,0.22828197914359444,1.1108184425423897,0.0,0.020645834179697634,0.0,compact_s3tail
compact_t35_s1.000_s3a1.00,compact_s3tail,all,abs_top35,both,1.0,35.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_000_s3a1_00_a7b72df2.csv,submission_e350_compactplateau_compact_t35_s1_000_s3a1_00_a7b72df2.csv,190,292,4.6141407997981325,0.44166767204558155,0.8290622519064234,2.2227800992115463,1.0247324999943386,0.22828197914359444,1.1108184425423897,0.0,0.02752777890626351,0.0,compact_s3tail
compact_t35_s1.005_s3a0.00,compact_s3tail,all,abs_top35,both,1.005,35.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_00_3f726b13.csv,submission_e350_compactplateau_compact_t35_s1_005_s3a0_00_3f726b13.csv,151,202,4.609546085996328,0.4438650155501366,0.825428185539817,2.233893999707604,1.02985616249431,0.2294233890393124,1.1163725347551012,0.0,0.0,0.0,compact_s3tail
compact_t35_s1.005_s3a0.25,compact_s3tail,all,abs_top35,both,1.005,35.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_25_aeb128bf.csv,submission_e350_compactplateau_compact_t35_s1_005_s3a0_25_aeb128bf.csv,190,292,4.6164280307228935,0.44386569591593333,0.8265099340276485,2.233893999707604,1.02985616249431,0.2294233890393124,1.1163725347551012,0.0,0.006881944726565878,0.0,compact_s3tail
compact_t35_s1.005_s3a0.50,compact_s3tail,all,abs_top35,both,1.005,35.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_50_280daec6.csv,submission_e350_compactplateau_compact_t35_s1_005_s3a0_50_280daec6.csv,190,292,4.62330997544946,0.4438677370070663,0.8274186561862542,2.233893999707604,1.02985616249431,0.2294233890393124,1.1163725347551012,0.0,0.013763889453131756,0.0,compact_s3tail
compact_t35_s1.005_s3a0.75,compact_s3tail,all,abs_top35,both,1.005,35.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a0_75_4882c20c.csv,submission_e350_compactplateau_compact_t35_s1_005_s3a0_75_4882c20c.csv,190,292,4.630191920176025,0.443871138804764,0.8282566619764385,2.233893999707604,1.02985616249431,0.2294233890393124,1.1163725347551012,0.0,0.020645834179697634,0.0,compact_s3tail
compact_t35_s1.005_s3a1.00,compact_s3tail,all,abs_top35,both,1.005,35.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_005_s3a1_00_aa73e366.csv,submission_e350_compactplateau_compact_t35_s1_005_s3a1_00_aa73e366.csv,190,292,4.637073864902591,0.4438759012777418,0.8290468491461254,2.233893999707604,1.02985616249431,0.2294233890393124,1.1163725347551012,0.0,0.02752777890626351,0.0,compact_s3tail
compact_t35_s1.010_s3a0.00,compact_s3tail,all,abs_top35,both,1.01,35.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_010_s3a0_00_d1fbe001.csv,submission_e350_compactplateau_compact_t35_s1_010_s3a0_00_d1fbe001.csv,151,202,4.632479151100787,0.44607329920959005,0.825428185539817,2.2450079002036616,1.0349798249942816,0.23056479893503037,1.1219266269678136,0.0,0.0,0.0,compact_s3tail
compact_t35_s1.010_s3a0.25,compact_s3tail,all,abs_top35,both,1.01,35.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_010_s3a0_25_fb82fe15.csv,submission_e350_compactplateau_compact_t35_s1_010_s3a0_25_fb82fe15.csv,190,292,4.639361095827353,0.44607397620724437,0.8265051835678673,2.2450079002036616,1.0349798249942816,0.23056479893503037,1.1219266269678136,0.0,0.006881944726565878,0.0,compact_s3tail
compact_t35_s1.010_s3a0.50,compact_s3tail,all,abs_top35,both,1.01,35.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_010_s3a0_50_4caffb32.csv,submission_e350_compactplateau_compact_t35_s1_010_s3a0_50_4caffb32.csv,190,292,4.646243040553919,0.4460760071940426,0.8274100608666716,2.2450079002036616,1.0349798249942816,0.23056479893503037,1.1219266269678136,0.0,0.013763889453131756,0.0,compact_s3tail
compact_t35_s1.010_s3a0.75,compact_s3tail,all,abs_top35,both,1.01,35.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_010_s3a0_75_bc6e4e2f.csv,submission_e350_compactplateau_compact_t35_s1_010_s3a0_75_bc6e4e2f.csv,190,292,4.653124985280485,0.4460793921514908,0.8282446025099361,2.2450079002036616,1.0349798249942816,0.23056479893503037,1.1219266269678136,0.0,0.020645834179697634,0.0,compact_s3tail
compact_t35_s1.010_s3a1.00,compact_s3tail,all,abs_top35,both,1.01,35.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t35_s1_010_s3a1_00_d39861e7.csv,submission_e350_compactplateau_compact_t35_s1_010_s3a1_00_d39861e7.csv,190,292,4.66000693000705,0.44608413104876643,0.8290315845972022,2.2450079002036616,1.0349798249942816,0.23056479893503037,1.1219266269678136,0.0,0.02752777890626351,0.0,compact_s3tail
compact_t40_s0.990_s3a0.00,compact_s3tail,all,abs_top40,both,0.99,40.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_990_s3a0_00_a7424852.csv,submission_e350_compactplateau_compact_t40_s0_990_s3a0_00_a7424852.csv,167,231,4.544608553580274,0.4372407526029962,0.8260688981747778,2.2016175845373587,1.014485174994395,0.2259991593521585,1.1025066346963621,0.0,0.0,0.0,compact_s3tail
compact_t40_s0.990_s3a0.25,compact_s3tail,all,abs_top40,both,0.99,40.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_990_s3a0_25_066562e5.csv,submission_e350_compactplateau_compact_t40_s0_990_s3a0_25_066562e5.csv,204,334,4.551927642313727,0.4372414600859046,0.8271907111088961,2.2016175845373587,1.014485174994395,0.2259991593521585,1.1025066346963621,0.0,0.007319088733451908,0.0,compact_s3tail
compact_t40_s0.990_s3a0.50,compact_s3tail,all,abs_top40,both,0.99,40.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_990_s3a0_50_be6a05c0.csv,submission_e350_compactplateau_compact_t40_s0_990_s3a0_50_be6a05c0.csv,204,334,4.559246731047178,0.4372435825277612,0.8281456362733732,2.2016175845373587,1.014485174994395,0.2259991593521585,1.1025066346963621,0.0,0.014638177466903816,0.0,compact_s3tail
compact_t40_s0.990_s3a0.75,compact_s3tail,all,abs_top40,both,0.99,40.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_990_s3a0_75_65ebb842.csv,submission_e350_compactplateau_compact_t40_s0_990_s3a0_75_65ebb842.csv,204,334,4.56656581978063,0.43724711990796106,0.8290298869761724,2.2016175845373587,1.014485174994395,0.2259991593521585,1.1025066346963621,0.0,0.02195726620035572,0.0,compact_s3tail
compact_t40_s0.990_s3a1.00,compact_s3tail,all,abs_top40,both,0.99,40.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_990_s3a1_00_a56c065d.csv,submission_e350_compactplateau_compact_t40_s0_990_s3a1_00_a56c065d.csv,204,334,4.573884908514082,0.4372520721921635,0.8298656124985385,2.2016175845373587,1.014485174994395,0.2259991593521585,1.1025066346963621,0.0,0.029276354933807633,0.0,compact_s3tail
compact_t40_s0.995_s3a0.00,compact_s3tail,all,abs_top40,both,0.995,40.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_995_s3a0_00_6a5e926b.csv,submission_e350_compactplateau_compact_t40_s0_995_s3a0_00_6a5e926b.csv,167,231,4.567561122032701,0.4394490392323042,0.826068898174778,2.212736865267346,1.0196088374943666,0.22714056924787646,1.1080748500231115,0.0,0.0,0.0,compact_s3tail
compact_t40_s0.995_s3a0.25,compact_s3tail,all,abs_top40,both,0.995,40.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_995_s3a0_25_9418bb01.csv,submission_e350_compactplateau_compact_t40_s0_995_s3a0_25_9418bb01.csv,204,334,4.574880210766152,0.43944974316002783,0.8271856604036681,2.212736865267346,1.0196088374943666,0.22714056924787646,1.1080748500231115,0.0,0.007319088733451908,0.0,compact_s3tail
compact_t40_s0.995_s3a0.50,compact_s3tail,all,abs_top40,both,0.995,40.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_995_s3a0_50_8c9772c7.csv,submission_e350_compactplateau_compact_t40_s0_995_s3a0_50_8c9772c7.csv,204,334,4.582199299499604,0.43945185493643313,0.8281364445626741,2.212736865267346,1.0196088374943666,0.22714056924787646,1.1080748500231115,0.0,0.014638177466903816,0.0,compact_s3tail
compact_t40_s0.995_s3a0.75,compact_s3tail,all,abs_top40,both,0.995,40.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_995_s3a0_75_3fc32461.csv,submission_e350_compactplateau_compact_t40_s0_995_s3a0_75_3fc32461.csv,204,334,4.589518388233056,0.4394553745412242,0.8290169528810474,2.212736865267346,1.0196088374943666,0.22714056924787646,1.1080748500231115,0.0,0.02195726620035572,0.0,compact_s3tail
compact_t40_s0.995_s3a1.00,compact_s3tail,all,abs_top40,both,0.995,40.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s0_995_s3a1_00_0d972290.csv,submission_e350_compactplateau_compact_t40_s0_995_s3a1_00_0d972290.csv,204,334,4.596837476966508,0.4394603019405754,0.8298492109615274,2.212736865267346,1.0196088374943666,0.22714056924787646,1.1080748500231115,0.0,0.029276354933807633,0.0,compact_s3tail
compact_t40_s1.000_s3a0.00,compact_s3tail,all,abs_top40,both,1.0,40.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_000_s3a0_00_c6c7ff1f.csv,submission_e350_compactplateau_compact_t40_s1_000_s3a0_00_c6c7ff1f.csv,167,231,4.590513690485126,0.44165732586161227,0.826068898174778,2.223856145997332,1.0247324999943386,0.22828197914359444,1.1136430653498608,0.0,0.0,0.0,compact_s3tail
compact_t40_s1.000_s3a0.25,compact_s3tail,all,abs_top40,both,1.0,40.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_000_s3a0_25_31f524ac.csv,submission_e350_compactplateau_compact_t40_s1_000_s3a0_25_31f524ac.csv,204,334,4.597832779218578,0.44165802626970285,0.8271806570690817,2.223856145997332,1.0247324999943386,0.22828197914359444,1.1136430653498608,0.0,0.007319088733451908,0.0,compact_s3tail
compact_t40_s1.000_s3a0.50,compact_s3tail,all,abs_top40,both,1.0,40.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,submission_e350_compactplateau_compact_t40_s1_000_s3a0_50_41a14c1d.csv,204,334,4.60515186795203,0.44166012748731004,0.8281273379669434,2.223856145997332,1.0247324999943386,0.22828197914359444,1.1136430653498608,0.0,0.014638177466903816,0.0,compact_s3tail
compact_t40_s1.000_s3a0.75,compact_s3tail,all,abs_top40,both,1.0,40.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_000_s3a0_75_2f7ab0de.csv,submission_e350_compactplateau_compact_t40_s1_000_s3a0_75_2f7ab0de.csv,204,334,4.612470956685481,0.4416636294944409,0.8290041373858205,2.223856145997332,1.0247324999943386,0.22828197914359444,1.1136430653498608,0.0,0.02195726620035572,0.0,compact_s3tail
compact_t40_s1.000_s3a1.00,compact_s3tail,all,abs_top40,both,1.0,40.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_000_s3a1_00_5a6c7ebd.csv,submission_e350_compactplateau_compact_t40_s1_000_s3a1_00_5a6c7ebd.csv,204,334,4.619790045418934,0.44166853225777447,0.8298329585788394,2.223856145997332,1.0247324999943386,0.22828197914359444,1.1136430653498608,0.0,0.029276354933807633,0.0,compact_s3tail
compact_t40_s1.005_s3a0.00,compact_s3tail,all,abs_top40,both,1.005,40.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_00_a68366db.csv,submission_e350_compactplateau_compact_t40_s1_005_s3a0_00_a68366db.csv,167,231,4.61346625893755,0.4438656124909203,0.8260688981747778,2.2349754267273187,1.02985616249431,0.2294233890393124,1.11921128067661,0.0,0.0,0.0,compact_s3tail
compact_t40_s1.005_s3a0.25,compact_s3tail,all,abs_top40,both,1.005,40.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_25_63515200.csv,submission_e350_compactplateau_compact_t40_s1_005_s3a0_25_63515200.csv,204,334,4.620785347671003,0.44386630941439903,0.8271757004308973,2.2349754267273187,1.02985616249431,0.2294233890393124,1.11921128067661,0.0,0.007319088733451908,0.0,compact_s3tail
compact_t40_s1.005_s3a0.50,compact_s3tail,all,abs_top40,both,1.005,40.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_50_94fc5e67.csv,submission_e350_compactplateau_compact_t40_s1_005_s3a0_50_94fc5e67.csv,204,334,4.628104436404454,0.44386840017826956,0.828118315287501,2.2349754267273187,1.02985616249431,0.2294233890393124,1.11921128067661,0.0,0.014638177466903816,0.0,compact_s3tail
compact_t40_s1.005_s3a0.75,compact_s3tail,all,abs_top40,both,1.005,40.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a0_75_badaa55c.csv,submission_e350_compactplateau_compact_t40_s1_005_s3a0_75_badaa55c.csv,204,334,4.635423525137907,0.44387188476283584,0.8289914388337516,2.2349754267273187,1.02985616249431,0.2294233890393124,1.11921128067661,0.0,0.02195726620035572,0.0,compact_s3tail
compact_t40_s1.005_s3a1.00,compact_s3tail,all,abs_top40,both,1.005,40.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_005_s3a1_00_d1fb5fd7.csv,submission_e350_compactplateau_compact_t40_s1_005_s3a1_00_d1fb5fd7.csv,204,334,4.642742613871358,0.4438767631352719,0.8298168532812343,2.2349754267273187,1.02985616249431,0.2294233890393124,1.11921128067661,0.0,0.029276354933807633,0.0,compact_s3tail
compact_t40_s1.010_s3a0.00,compact_s3tail,all,abs_top40,both,1.01,40.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_00_bb3d64f0.csv,submission_e350_compactplateau_compact_t40_s1_010_s3a0_00_bb3d64f0.csv,167,231,4.636418827389977,0.44607389912022843,0.8260688981747781,2.2460947074573054,1.0349798249942816,0.23056479893503037,1.1247794960033595,0.0,0.0,0.0,compact_s3tail
compact_t40_s1.010_s3a0.25,compact_s3tail,all,abs_top40,both,1.01,40.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_25_101ba3dc.csv,submission_e350_compactplateau_compact_t40_s1_010_s3a0_25_101ba3dc.csv,204,334,4.6437379161234285,0.4460745925935963,0.8271707898277204,2.2460947074573054,1.0349798249942816,0.23056479893503037,1.1247794960033595,0.0,0.007319088733451908,0.0,compact_s3tail
compact_t40_s1.010_s3a0.50,compact_s3tail,all,abs_top40,both,1.01,40.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_50_46bd7412.csv,submission_e350_compactplateau_compact_t40_s1_010_s3a0_50_46bd7412.csv,204,334,4.651057004856881,0.4460766730072313,0.8281093753482942,2.2460947074573054,1.0349798249942816,0.23056479893503037,1.1247794960033595,0.0,0.014638177466903816,0.0,compact_s3tail
compact_t40_s1.010_s3a0.75,compact_s3tail,all,abs_top40,both,1.01,40.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a0_75_fa63dc23.csv,submission_e350_compactplateau_compact_t40_s1_010_s3a0_75_fa63dc23.csv,204,334,4.6583760935903324,0.4460801403417284,0.828978855599156,2.2460947074573054,1.0349798249942816,0.23056479893503037,1.1247794960033595,0.0,0.02195726620035572,0.0,compact_s3tail
compact_t40_s1.010_s3a1.00,compact_s3tail,all,abs_top40,both,1.01,40.0,1.0,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t40_s1_010_s3a1_00_eed416ca.csv,submission_e350_compactplateau_compact_t40_s1_010_s3a1_00_eed416ca.csv,204,334,4.665695182323784,0.44608499456474676,0.8298008930380238,2.2460947074573054,1.0349798249942816,0.23056479893503037,1.1247794960033595,0.0,0.029276354933807633,0.0,compact_s3tail
compact_t45_s0.990_s3a0.00,compact_s3tail,all,abs_top45,both,0.99,45.0,0.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_990_s3a0_00_7a4852ca.csv,submission_e350_compactplateau_compact_t45_s0_990_s3a0_00_7a4852ca.csv,179,251,4.546854298153187,0.4372410422387528,0.8265596210192818,2.202836368843328,1.014485174994395,0.2259991593521585,1.1035335949633054,0.0,0.0,0.0,compact_s3tail
compact_t45_s0.990_s3a0.25,compact_s3tail,all,abs_top45,both,0.99,45.0,0.25,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_990_s3a0_25_f218aa26.csv,submission_e350_compactplateau_compact_t45_s0_990_s3a0_25_f218aa26.csv,220,375,4.554788692003114,0.43724177046496177,0.8277736241285836,2.202836368843328,1.014485174994395,0.2259991593521585,1.1035335949633054,0.0,0.00793439384992685,0.0,compact_s3tail
compact_t45_s0.990_s3a0.50,compact_s3tail,all,abs_top45,both,0.99,45.0,0.5,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_990_s3a0_50_f26fc160.csv,submission_e350_compactplateau_compact_t45_s0_990_s3a0_50_f26fc160.csv,220,375,4.56272308585304,0.4372439551363115,0.8288182952836551,2.202836368843328,1.014485174994395,0.2259991593521585,1.1035335949633054,0.0,0.0158687876998537,0.0,compact_s3tail
compact_t45_s0.990_s3a0.75,compact_s3tail,all,abs_top45,both,0.99,45.0,0.75,"Q1,Q2,Q3,S1,S3",analysis_outputs/submission_e350_compactplateau_compact_t45_s0_990_s3a0_75_8f2946e7.csv,submission_e350_compactplateau_compact_t45_s0_990_s3a0_75_8f2946e7.csv,220,375,4.570657479702968,0.437247596230971,0.8297892820702065,2.202836368843328,1.014485174994395,0.2259991593521585,1.1035335949633054,0.0,0.02380318154978055,0.0,compact_s3tail
