prior,outcome,world_rate,group_kind,group,segments,unique_cells,direction,conditional_support_rate,unconditional_support_rate,support_rate_lift,conditional_delta_per_all,unconditional_delta_per_all,delta_shift_per_all,conditional_flip_share_group
global,micro_win,0.023775,target_component,Q3:e154_extra_body,39,39,credit,0.4798511688101593,0.4820688461538462,-0.0022176773436868857,5.661546825755898e-07,-4.221531576068109e-08,6.083699983362709e-07,0.4441017913860458
global,micro_win,0.023775,target_component,Q3:inherited_e144_body,56,56,credit,0.45594111461619347,0.47843714285714284,-0.022496028240949373,4.66409656829886e-06,-9.733361505908777e-06,1.4397458074207636e-05,0.45594111461619335
global,micro_win,0.023775,target_component,S2:e154_adjustment_on_e144_body,23,23,credit,0.49519498925616057,0.4803219565217391,0.014873032734421476,-5.814364244438929e-07,-4.4318935677427174e-07,-1.3824706766962111e-07,0.47666111314973264
global,micro_win,0.023775,target_component,S2:e154_extra_body,16,16,credit,0.3668638275499474,0.36785656250000004,-0.0009927349500526428,2.3208134003612216e-06,2.3127105415748405e-06,8.102858786381118e-09,0.36135029546535735
global,micro_win,0.023775,target_component,S2:inherited_e144_body,23,23,credit,0.5134458007589265,0.5326310869565218,-0.019185286197595297,1.72165723625623e-05,1.2173582847765928e-05,5.042989514796372e-06,0.5134458007589259
global,micro_win,0.023775,target_component,S3:e154_adjustment_on_e144_body,47,47,credit,0.4748417119717207,0.47568659574468086,-0.0008448837729601588,7.230538205618745e-07,7.883585540756317e-07,-6.530473351375719e-08,0.39826398778519334
global,micro_win,0.023775,target_component,S3:e154_extra_body,9,9,credit,0.5160415936441173,0.5178744444444444,-0.0018328508003271349,7.14974459358068e-07,6.684609237692049e-07,4.65135355888631e-08,0.5587021556298972
global,micro_win,0.023775,target_component,S3:inherited_e144_body,47,47,credit,0.42436852585184687,0.43468255319148935,-0.010314027339642484,-8.977978422050685e-08,-5.575124651277645e-06,5.4853448670571375e-06,0.39748701406513265
global,micro_win,0.023775,target_component,S4:e154_adjustment_on_e144_body,21,21,credit,0.4717540433628762,0.4684061904761905,0.0033478528866857094,-1.1509562693657685e-06,-1.1666829793798847e-06,1.5726710014116253e-08,0.47488533903965524
global,micro_win,0.023775,target_component,S4:e154_extra_body,13,13,credit,0.5202297177060584,0.5229192307692307,-0.002689513063172333,-8.073504601107748e-07,-8.471224297096722e-07,3.9771969598897385e-08,0.5343847432579736
global,micro_win,0.023775,target_component,S4:inherited_e144_body,21,21,credit,0.48580441640378547,0.5086895238095239,-0.02288510740573846,-3.0900661181282954e-05,-3.6393086958660096e-05,5.492425777377142e-06,0.4858044164037856
global,tie,0.018165,target,Q1,108,70,blame_or_neutral,0.4885438011642251,0.4987432407407407,-0.010199439576515645,1.904246621377035e-06,-8.724909866110147e-06,1.0629156487487181e-05,0.4760479941841664
global,tie,0.018165,target,Q3,151,95,blame_or_neutral,0.48060366434978846,0.4913462582781457,-0.010742593928357247,8.402842902611746e-06,-8.596887465299238e-06,1.6999730367910985e-05,0.4543937893347688
global,tie,0.018165,target,S2,62,39,blame_or_neutral,0.46792839828454225,0.47070362903225804,-0.0027752307477157956,2.073734374747228e-05,1.4043104032566496e-05,6.694239714905785e-06,0.4979651406738384
global,tie,0.018165,target,S3,103,56,blame_or_neutral,0.4536944246243309,0.46066233009708735,-0.0069679054727564416,2.0878187492444354e-06,-4.118305173432809e-06,6.206123922677244e-06,0.40061460377735314
global,tie,0.018165,target,S4,55,34,blame_or_neutral,0.48875710031779396,0.49667200000000006,-0.0079148996822061,-3.313663386044735e-05,-3.840689236774965e-05,5.270258507302304e-06,0.4884600084698632
global,tie,0.018165,component,e154_adjustment_on_e144_body,185,185,blame_or_neutral,0.49260755387923016,0.49102532432432433,0.001582229554905834,5.962335499910497e-07,3.283815441750119e-07,2.6785200581603776e-07,0.45873942918226746
global,tie,0.018165,component,e154_extra_body,109,109,blame_or_neutral,0.4745162210824829,0.47804045871559636,-0.003524237633113436,4.7282989021376705e-06,3.6364366125577063e-06,1.0918622895799643e-06,0.4617305203799476
global,tie,0.018165,component,inherited_e144_body,185,185,blame_or_neutral,0.4600159201315271,0.48140683783783783,-0.02139091770631074,-5.32891429187057e-06,-4.9768708996758074e-05,4.443979470488751e-05,0.4604788895098564
global,tie,0.018165,target_component,Q1:e154_adjustment_on_e144_body,38,38,blame_or_neutral,0.497841424370174,0.4999568421052631,-0.002115417735089109,3.461141261269687e-08,-2.8794030116682603e-08,6.340544272937948e-08,0.496379673477684
global,tie,0.018165,target_component,Q1:e154_extra_body,32,32,blame_or_neutral,0.49533787503440685,0.49878749999999994,-0.00344962496559309,1.7016042067980865e-06,1.5446028926840142e-06,1.570013141140723e-07,0.4941166048114795
global,tie,0.018165,target_component,Q1:inherited_e144_body,38,38,blame_or_neutral,0.4735248525939125,0.49749236842105277,-0.02396751582714024,1.6803100196625178e-07,-1.0240718728677475e-05,1.0408749730643727e-05,0.47352485259391264
global,tie,0.018165,target_component,Q3:e154_adjustment_on_e144_body,56,56,blame_or_neutral,0.5100566238055916,0.5107164285714285,-0.0006598047658369355,1.4733048729236433e-06,1.1786893563702188e-06,2.946155165534245e-07,0.49083070225672676
global,tie,0.018165,target_component,Q3:e154_extra_body,39,39,blame_or_neutral,0.47700918221149435,0.4820688461538462,-0.005059663942351855,8.016912779585357e-07,-4.221531576068109e-08,8.439065937192168e-07,0.44084450097689354
global,tie,0.018165,target_component,Q3:inherited_e144_body,56,56,blame_or_neutral,0.45365400495458297,0.47843714285714284,-0.02478313790255987,6.127846751729568e-06,-9.733361505908777e-06,1.5861208257638344e-05,0.45365400495458297
global,tie,0.018165,target_component,S2:e154_adjustment_on_e144_body,23,23,blame_or_neutral,0.4994554745748513,0.4803219565217391,0.019133518053112197,-6.288837442902007e-07,-4.4318935677427174e-07,-1.8569438751592898e-07,0.4818730742312879
global,tie,0.018165,target_component,S2:e154_extra_body,16,16,blame_or_neutral,0.36710363336085877,0.36785656250000004,-0.0007529291391412674,2.3344920113829827e-06,2.3127105415748405e-06,2.1781469808142232e-08,0.3604578306336407
global,tie,0.018165,target_component,S2:inherited_e144_body,23,23,blame_or_neutral,0.5065402888976651,0.5326310869565218,-0.026090798058856723,1.90317354803795e-05,1.2173582847765928e-05,6.858152632613574e-06,0.5065402888976646
global,tie,0.018165,target_component,S3:e154_adjustment_on_e144_body,47,47,blame_or_neutral,0.4734379300853289,0.47568659574468086,-0.002248665659351945,8.730678130807849e-07,7.883585540756317e-07,8.470925900515317e-08,0.3942834190123339
global,tie,0.018165,target_component,S3:e154_extra_body,9,9,blame_or_neutral,0.5169281585466556,0.5178744444444444,-0.0009462858977887789,6.795594087618359e-07,6.684609237692049e-07,1.1098484992631022e-08,0.5618493474830423
global,tie,0.018165,target_component,S3:inherited_e144_body,47,47,blame_or_neutral,0.4218423318165047,0.43468255319148935,-0.01284022137498464,5.351915274018145e-07,-5.575124651277645e-06,6.110316178679459e-06,0.39543118738216443
global,tie,0.018165,target_component,S4:e154_adjustment_on_e144_body,21,21,blame_or_neutral,0.47200922758313346,0.4684061904761905,0.0036030371069429856,-1.1558668043358747e-06,-1.1666829793798847e-06,1.0816175044010014e-08,0.4754458703278331
global,tie,0.018165,target_component,S4:e154_extra_body,13,13,blame_or_neutral,0.5186220330729001,0.5229192307692307,-0.004297197696330635,-7.890480027637705e-07,-8.471224297096722e-07,5.807442694590171e-08,0.532628494457781
global,tie,0.018165,target_component,S4:inherited_e144_body,21,21,blame_or_neutral,0.4870171575373888,0.5086895238095239,-0.021672366272135146,-3.119171905334771e-05,-3.6393086958660096e-05,5.201367905312389e-06,0.48701715753738867
global,small_loss,0.030695,target,Q1,108,70,blame_or_neutral,0.4871586034641907,0.4987432407407407,-0.011584637276550014,4.049280853229821e-06,-8.724909866110147e-06,1.2774190719339967e-05,0.4716907727380375
global,small_loss,0.030695,target,Q3,151,95,blame_or_neutral,0.4798589843029421,0.4913462582781457,-0.011487273975203605,1.0357110241951399e-05,-8.596887465299238e-06,1.8953997707250637e-05,0.4517956989513217
global,small_loss,0.030695,target,S2,62,39,blame_or_neutral,0.4679100830754194,0.47070362903225804,-0.0027935459568386167,2.059517926983386e-05,1.4043104032566496e-05,6.552075237267364e-06,0.4984599916311145
global,small_loss,0.030695,target,S3,103,56,blame_or_neutral,0.45271121921441304,0.46066233009708735,-0.007951110882674306,2.7949832785720467e-06,-4.118305173432809e-06,6.913288452004856e-06,0.3986109612969912
global,small_loss,0.030695,target,S4,55,34,blame_or_neutral,0.489620755527255,0.49667200000000006,-0.007051244472745077,-3.233252376700101e-05,-3.840689236774965e-05,6.074368600748641e-06,0.4853575144638274
global,small_loss,0.030695,component,e154_adjustment_on_e144_body,185,185,blame_or_neutral,0.4937497523586463,0.49102532432432433,0.0027244280343219907,3.413343246803731e-07,3.283815441750119e-07,1.2952780505361184e-08,0.4609277387374355
global,small_loss,0.030695,component,e154_extra_body,109,109,blame_or_neutral,0.47458794801173426,0.47804045871559636,-0.0034525107038620995,4.716693529652094e-06,3.6364366125577063e-06,1.0802569170943878e-06,0.46180986170347327
global,small_loss,0.030695,component,inherited_e144_body,185,185,blame_or_neutral,0.45711820307031253,0.48140683783783783,-0.024288634767525297,4.060020222536554e-07,-4.9768708996758074e-05,5.017471101901173e-05,0.4574302553817527
global,small_loss,0.030695,target_component,Q1:e154_adjustment_on_e144_body,38,38,blame_or_neutral,0.4990697953549781,0.4999568421052631,-0.0008870467502850032,7.568771591815372e-09,-2.8794030116682603e-08,3.6362801708497975e-08,0.49766445234658246
global,small_loss,0.030695,target_component,Q1:e154_extra_body,32,32,blame_or_neutral,0.4949554080469132,0.49878749999999994,-0.003832091953086758,1.7703610176549256e-06,1.5446028926840142e-06,2.2575812497091146e-07,0.49225629473126786
global,small_loss,0.030695,target_component,Q1:inherited_e144_body,38,38,blame_or_neutral,0.4686816813984791,0.49749236842105277,-0.028810687022573667,2.2713510639830787e-06,-1.0240718728677475e-05,1.2512069792660554e-05,0.4686816813984792
global,small_loss,0.030695,target_component,Q3:e154_adjustment_on_e144_body,56,56,blame_or_neutral,0.5109283736299537,0.5107164285714285,0.00021194505852517587,1.445278797019622e-06,1.1786893563702188e-06,2.6658944064940315e-07,0.49153340683751784
global,small_loss,0.030695,target_component,Q3:e154_extra_body,39,39,blame_or_neutral,0.47756462465698496,0.4820688461538462,-0.004504221496861249,6.933911776340974e-07,-4.221531576068109e-08,7.356064933947785e-07,0.44234220827593757
global,small_loss,0.030695,target_component,Q3:inherited_e144_body,56,56,blame_or_neutral,0.4503874525865078,0.47843714285714284,-0.02804969027063503,8.21844026729768e-06,-9.733361505908777e-06,1.7951801773206456e-05,0.4503874525865077
global,small_loss,0.030695,target_component,S2:e154_adjustment_on_e144_body,23,23,blame_or_neutral,0.4996281790689604,0.4803219565217391,0.019306222547221308,-6.410174508892384e-07,-4.4318935677427174e-07,-1.978280941149667e-07,0.483205929422562
global,small_loss,0.030695,target_component,S2:e154_extra_body,16,16,blame_or_neutral,0.3658881739697019,0.36785656250000004,-0.0019683885302981263,2.368342428096585e-06,2.3127105415748405e-06,5.5631886521744543e-08,0.3582492506537156
global,small_loss,0.030695,target_component,S2:inherited_e144_body,23,23,blame_or_neutral,0.5071637499380298,0.5326310869565218,-0.02546733701849202,1.8867854292626516e-05,1.2173582847765928e-05,6.694271444860588e-06,0.5071637499380292
global,small_loss,0.030695,target_component,S3:e154_adjustment_on_e144_body,47,47,blame_or_neutral,0.47434088995019635,0.47568659574468086,-0.0013457057944845086,7.18923362155337e-07,7.883585540756317e-07,-6.943519192029472e-08,0.3983735880529723
global,small_loss,0.030695,target_component,S3:e154_extra_body,9,9,blame_or_neutral,0.5126242058967259,0.5178744444444444,-0.005250238547718555,7.328544669335221e-07,6.684609237692049e-07,6.439354316431724e-08,0.5571132319031687
global,small_loss,0.030695,target_component,S3:inherited_e144_body,47,47,blame_or_neutral,0.41960884890116557,0.43468255319148935,-0.015073704290323786,1.3432054494831877e-06,-5.575124651277645e-06,6.918330100760832e-06,0.39277324684900206
global,small_loss,0.030695,target_component,S4:e154_adjustment_on_e144_body,21,21,blame_or_neutral,0.4753139568256037,0.4684061904761905,0.0069077663494132024,-1.189419155197163e-06,-1.1666829793798847e-06,-2.2736175817278214e-08,0.4792758282782741
global,small_loss,0.030695,target_component,S4:e154_extra_body,13,13,blame_or_neutral,0.5229741751976643,0.5229192307692307,5.4944428433567616e-05,-8.482555606670362e-07,-8.471224297096722e-07,-1.1331309573639478e-09,0.5383098737697758
global,small_loss,0.030695,target_component,S4:inherited_e144_body,21,21,blame_or_neutral,0.4832801991948433,0.5086895238095239,-0.02540932461468065,-3.0294849051136806e-05,-3.6393086958660096e-05,6.09823790752329e-06,0.4832801991948432
global,branch_loss,0.025725,target,Q1,108,70,blame_or_neutral,0.4852679696217111,0.4987432407407407,-0.01347527111902963,5.2487047209513014e-06,-8.724909866110147e-06,1.3973614587061449e-05,0.4692543755366181
global,branch_loss,0.025725,target,Q3,151,95,blame_or_neutral,0.4770310016154049,0.4913462582781457,-0.014315256662740805,1.3614093866652077e-05,-8.596887465299238e-06,2.2210981331951313e-05,0.447465719288847
global,branch_loss,0.025725,target,S2,62,39,blame_or_neutral,0.4681087181416345,0.47070362903225804,-0.002594910890623525,2.1120040687569044e-05,1.4043104032566496e-05,7.076936655002548e-06,0.49663303612634985
global,branch_loss,0.025725,target,S3,103,56,blame_or_neutral,0.45246681196750543,0.46066233009708735,-0.008195518129581914,2.5223155639709676e-06,-4.118305173432809e-06,6.640620737403777e-06,0.3993835235414768
global,branch_loss,0.025725,target,S4,55,34,blame_or_neutral,0.48664723032069973,0.49667200000000006,-0.010024769679300327,-3.03443880991812e-05,-3.840689236774965e-05,8.062504268568452e-06,0.4776867004262117
global,branch_loss,0.025725,component,e154_adjustment_on_e144_body,185,185,blame_or_neutral,0.4926724975704568,0.49102532432432433,0.0016471732461324495,5.747278996640108e-07,3.283815441750119e-07,2.463463554889989e-07,0.4589240551655101
global,branch_loss,0.025725,component,e154_extra_body,109,109,blame_or_neutral,0.47427002255686024,0.47804045871559636,-0.0037704361587361235,5.139358024478375e-06,3.6364366125577063e-06,1.5029214119206688e-06,0.45892027238021016
global,branch_loss,0.025725,component,inherited_e144_body,185,185,blame_or_neutral,0.45401728258871116,0.48140683783783783,-0.027389555249126674,6.446680815819808e-06,-4.9768708996758074e-05,5.6215389812577884e-05,0.4542190804459262
global,branch_loss,0.025725,target_component,Q1:e154_adjustment_on_e144_body,38,38,blame_or_neutral,0.4966600173904148,0.4999568421052631,-0.0032968247148482677,3.757640907737999e-08,-2.8794030116682603e-08,6.637043919406259e-08,0.49623880836021106
global,branch_loss,0.025725,target_component,Q1:e154_extra_body,32,32,blame_or_neutral,0.49470966958211854,0.49878749999999994,-0.004077830417881401,1.7425971169084155e-06,1.5446028926840142e-06,1.9799422422440133e-07,0.4930074852501572
global,branch_loss,0.025725,target_component,Q1:inherited_e144_body,38,38,blame_or_neutral,0.46592501662319064,0.49749236842105277,-0.03156735179786213,3.4685311949655055e-06,-1.0240718728677475e-05,1.3709249923642981e-05,0.46592501662319075
