prior,outcome,rank,direction,group_kind,group,cells,world_rate,support_rate_lift,delta_shift_per_all,conditional_delta_per_all,unconditional_delta_per_all
next_beta,breakthrough_win,8,credit,target,S2,23,0.46122,0.023173079518781003,-6.091209473498117e-06,-4.554758054313424e-06,1.5364514191846937e-06
next_beta,clean_win,1,credit,component,inherited_e143_body,161,0.078664,-8.50061290634252e-05,1.564112774417328e-07,-1.3760809725845623e-05,-1.3917221003287355e-05
next_beta,clean_win,2,credit,target,Q3,56,0.078664,0.00016816654559720368,-1.0762658917020897e-07,-1.1340828095091342e-05,-1.1233201505921133e-05
next_beta,clean_win,3,credit,target_component,Q3:inherited_e143_body,56,0.078664,0.00016816654559720368,-1.0762658917020897e-07,-1.1340828095091342e-05,-1.1233201505921133e-05
next_beta,clean_win,4,credit,target,Q1,38,0.078664,0.0008779323545312079,-3.812734797348325e-07,-5.594540779787665e-06,-5.213267300052832e-06
next_beta,clean_win,5,credit,target_component,Q1:inherited_e143_body,38,0.078664,0.0008779323545312079,-3.812734797348325e-07,-5.594540779787665e-06,-5.213267300052832e-06
next_beta,clean_win,6,credit,target,S4,21,0.078664,-0.0013552841791247272,3.2526820299101853e-07,-3.5127558985281436e-06,-3.838024101519162e-06
next_beta,clean_win,7,credit,target_component,S4:inherited_e143_body,21,0.078664,-0.0013552841791247272,3.2526820299101853e-07,-3.5127558985281436e-06,-3.838024101519162e-06
next_beta,clean_win,8,credit,component,e144_fine_tail_delta,24,0.078664,-0.00017907122275340193,7.367501735043737e-09,4.113132225843648e-07,4.0394572084932105e-07
next_beta,micro_win,1,credit,target,Q3,56,0.022512,-0.0071856078282058755,4.598789010063765e-06,-6.634412495857368e-06,-1.1233201505921133e-05
next_beta,micro_win,2,credit,target_component,Q3:inherited_e143_body,56,0.022512,-0.0071856078282058755,4.598789010063765e-06,-6.634412495857368e-06,-1.1233201505921133e-05
next_beta,micro_win,3,credit,component,inherited_e143_body,161,0.022512,-0.005728191041244557,1.0539871515854899e-05,-3.3773494874324564e-06,-1.3917221003287355e-05
next_beta,micro_win,4,credit,target,S4,21,0.022512,-0.0046303917148949325,1.111294011575854e-06,-2.7267300899433083e-06,-3.838024101519162e-06
next_beta,micro_win,5,credit,target_component,S4:inherited_e143_body,21,0.022512,-0.0046303917148949325,1.111294011575854e-06,-2.7267300899433083e-06,-3.838024101519162e-06
next_beta,micro_win,6,credit,target,Q1,38,0.022512,-0.006775050611603661,2.9423076941294304e-06,-2.2709596059234017e-06,-5.213267300052832e-06
next_beta,micro_win,7,credit,target_component,Q1:inherited_e143_body,38,0.022512,-0.006775050611603661,2.9423076941294304e-06,-2.2709596059234017e-06,-5.213267300052832e-06
next_beta,micro_win,8,credit,component,e144_fine_tail_delta,24,0.022512,0.03754762189054717,-1.544816443497885e-06,-1.1408707226485639e-06,4.0394572084932105e-07
next_beta,tie,1,blame,target,S3,47,0.03618,-0.0170577094668502,2.597725980882824e-06,7.832492186753224e-06,5.2347662058704004e-06
next_beta,tie,2,blame,target_component,S3:inherited_e143_body,23,0.03618,-0.005475405196241068,1.4392493658637847e-06,6.270069850884864e-06,4.830820485021079e-06
next_beta,tie,3,blame,target,S2,23,0.03618,-0.003814420073545266,1.0026475621989406e-06,2.5390989813836343e-06,1.5364514191846937e-06
next_beta,tie,4,blame,target_component,S2:inherited_e143_body,23,0.03618,-0.003814420073545266,1.0026475621989406e-06,2.5390989813836343e-06,1.5364514191846937e-06
next_beta,tie,5,blame,component,e144_fine_tail_delta,24,0.03618,-0.028157417726183964,1.1584766150190368e-06,1.562422335868358e-06,4.0394572084932105e-07
next_beta,tie,6,blame,target_component,S3:e144_fine_tail_delta,24,0.03618,-0.028157417726183964,1.1584766150190368e-06,1.562422335868358e-06,4.0394572084932105e-07
next_beta,tie,7,blame,target,Q1,38,0.03618,-0.00857463664135466,3.7238421984784192e-06,-1.489425101574413e-06,-5.213267300052832e-06
next_beta,tie,8,blame,target_component,Q1:inherited_e143_body,38,0.03618,-0.00857463664135466,3.7238421984784192e-06,-1.489425101574413e-06,-5.213267300052832e-06
next_beta,fine_loss_branch_alive,1,blame,target_component,S3:inherited_e143_body,23,0.031392,-0.010506530869122066,2.761716685592479e-06,7.592537170613558e-06,4.830820485021079e-06
next_beta,fine_loss_branch_alive,2,blame,component,inherited_e143_body,161,0.031392,-0.011207277122469772,2.0621389905309273e-05,6.704168902021919e-06,-1.3917221003287355e-05
next_beta,fine_loss_branch_alive,3,blame,target,S3,47,0.031392,0.01106753230528984,1.4557322941540913e-06,6.690498500024492e-06,5.2347662058704004e-06
next_beta,fine_loss_branch_alive,4,blame,target,S2,23,0.031392,-0.0078976636085627,2.0759572914034887e-06,3.612408710588182e-06,1.5364514191846937e-06
next_beta,fine_loss_branch_alive,5,blame,target_component,S2:inherited_e143_body,23,0.031392,-0.0078976636085627,2.0759572914034887e-06,3.612408710588182e-06,1.5364514191846937e-06
next_beta,fine_loss_branch_alive,6,blame,target,Q1,38,0.031392,-0.013100264177262733,5.689257585501372e-06,4.7599028544853983e-07,-5.213267300052832e-06
next_beta,fine_loss_branch_alive,7,blame,target_component,Q1:inherited_e143_body,38,0.031392,-0.013100264177262733,5.689257585501372e-06,4.7599028544853983e-07,-5.213267300052832e-06
next_beta,fine_loss_branch_alive,8,blame,component,e144_fine_tail_delta,24,0.031392,0.03174267618076787,-1.3059843914383869e-06,-9.020386705890659e-07,4.0394572084932105e-07
next_beta,branch_loss,1,blame,component,inherited_e143_body,161,0.040148,-0.012853971864350333,2.3651308230369492e-05,9.734087227082135e-06,-1.3917221003287355e-05
next_beta,branch_loss,2,blame,target,S3,47,0.040148,-0.021639606172057013,4.066879974487937e-06,9.301646180358338e-06,5.2347662058704004e-06
next_beta,branch_loss,3,blame,target_component,S3:inherited_e143_body,23,0.040148,-0.010398607378785452,2.733348225275437e-06,7.564168710296516e-06,4.830820485021079e-06
next_beta,branch_loss,4,blame,target,S2,23,0.040148,-0.01035016858493143,2.720615742334697e-06,4.2570671615193905e-06,1.5364514191846937e-06
next_beta,branch_loss,5,blame,target_component,S2:inherited_e143_body,23,0.040148,-0.01035016858493143,2.720615742334697e-06,4.2570671615193905e-06,1.5364514191846937e-06
next_beta,branch_loss,6,blame,component,e144_fine_tail_delta,24,0.040148,-0.032412230015609,1.333531749212499e-06,1.7374774700618202e-06,4.0394572084932105e-07
next_beta,branch_loss,7,blame,target_component,S3:e144_fine_tail_delta,24,0.040148,-0.032412230015609,1.333531749212499e-06,1.7374774700618202e-06,4.0394572084932105e-07
next_beta,branch_loss,8,blame,target,Q1,38,0.040148,-0.014835314326465787,6.442765078869532e-06,1.2294977788166997e-06,-5.213267300052832e-06
next_beta,hard_fail,1,blame,component,inherited_e143_body,161,0.329884,-0.0388680362625492,7.151718672305504e-05,5.759996571976768e-05,-1.3917221003287355e-05
next_beta,hard_fail,2,blame,target,Q3,56,0.329884,-0.04369864693476666,2.796713403826258e-05,1.6733932532341447e-05,-1.1233201505921133e-05
next_beta,hard_fail,3,blame,target_component,Q3:inherited_e143_body,56,0.329884,-0.04369864693476666,2.796713403826258e-05,1.6733932532341447e-05,-1.1233201505921133e-05
next_beta,hard_fail,4,blame,target,Q1,38,0.329884,-0.04421847187368577,1.9203450642233604e-05,1.3990183342180772e-05,-5.213267300052832e-06
next_beta,hard_fail,5,blame,target_component,Q1:inherited_e143_body,38,0.329884,-0.04421847187368577,1.9203450642233604e-05,1.3990183342180772e-05,-5.213267300052832e-06
next_beta,hard_fail,6,blame,target,S3,47,0.329884,-0.01733263912188865,8.675565686674682e-06,1.3910331892545082e-05,5.2347662058704004e-06
next_beta,hard_fail,7,blame,target_component,S3:inherited_e143_body,23,0.329884,-0.03257886914451619,8.563588460838816e-06,1.3394408945859895e-05,4.830820485021079e-06
next_beta,hard_fail,8,blame,target,S2,23,0.329884,-0.029702152663940384,7.807422985959797e-06,9.343874405144491e-06,1.5364514191846937e-06
nearest_beta,breakthrough_win,1,credit,component,inherited_e143_body,161,0.45306,0.029065229708924778,-5.348002266447929e-05,-6.749456938202963e-05,-1.4014546717550341e-05
nearest_beta,breakthrough_win,2,credit,target,Q1,38,0.45306,0.0331123431496233,-1.4380217596430865e-05,-3.462137061079901e-05,-2.0241153014368142e-05
nearest_beta,breakthrough_win,3,credit,target_component,Q1:inherited_e143_body,38,0.45306,0.0331123431496233,-1.4380217596430865e-05,-3.462137061079901e-05,-2.0241153014368142e-05
nearest_beta,breakthrough_win,4,credit,target,Q3,56,0.45306,0.0321461606378215,-2.0573542808254475e-05,-1.9667864314114945e-05,9.056784941395298e-07
nearest_beta,breakthrough_win,5,credit,target_component,Q3:inherited_e143_body,56,0.45306,0.0321461606378215,-2.0573542808254475e-05,-1.9667864314114945e-05,9.056784941395298e-07
nearest_beta,breakthrough_win,6,credit,target,S4,21,0.45306,0.028477860441064262,-6.834686505860779e-06,-1.505762489308783e-05,-8.22293838722705e-06
nearest_beta,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.45306,0.028477860441064262,-6.834686505860779e-06,-1.505762489308783e-05,-8.22293838722705e-06
nearest_beta,breakthrough_win,8,credit,target,S2,23,0.45306,0.021885056022909022,-5.7526432974303804e-06,-1.239296902111274e-05,-6.64032572368236e-06
nearest_beta,clean_win,1,credit,target,Q1,38,0.084224,0.0013230709486480308,-5.745908120073579e-07,-2.08157438263755e-05,-2.0241153014368142e-05
nearest_beta,clean_win,2,credit,target_component,Q1:inherited_e143_body,38,0.084224,0.0013230709486480308,-5.745908120073579e-07,-2.08157438263755e-05,-2.0241153014368142e-05
nearest_beta,clean_win,3,credit,component,inherited_e143_body,161,0.084224,0.0005955791500689145,-1.095865636184866e-06,-1.5110412353735207e-05,-1.4014546717550341e-05
nearest_beta,clean_win,4,credit,target,S4,21,0.084224,0.0002451124620060918,-5.882699088686641e-08,-8.281765378113917e-06,-8.22293838722705e-06
nearest_beta,clean_win,5,credit,target_component,S4:inherited_e143_body,21,0.084224,0.0002451124620060918,-5.882699088686641e-08,-8.281765378113917e-06,-8.22293838722705e-06
nearest_beta,clean_win,6,credit,target,S2,23,0.084224,-0.0004286478128716631,1.1267313940328157e-07,-6.527652584279078e-06,-6.64032572368236e-06
nearest_beta,clean_win,7,credit,target_component,S2:inherited_e143_body,23,0.084224,-0.0004286478128716631,1.1267313940328157e-07,-6.527652584279078e-06,-6.64032572368236e-06
nearest_beta,clean_win,8,credit,target,Q3,56,0.084224,0.0006690563395570504,-4.28196057365304e-07,4.774824367742258e-07,9.056784941395298e-07
nearest_beta,micro_win,1,credit,target,Q1,38,0.018156,-0.0047905066731602775,2.080448612320825e-06,-1.8160704402047317e-05,-2.0241153014368142e-05
nearest_beta,micro_win,2,credit,target_component,Q1:inherited_e143_body,38,0.018156,-0.0047905066731602775,2.080448612320825e-06,-1.8160704402047317e-05,-2.0241153014368142e-05
nearest_beta,micro_win,3,credit,target,S4,21,0.018156,-0.004329148312508524,1.0389955949966186e-06,-7.183942792230432e-06,-8.22293838722705e-06
nearest_beta,micro_win,4,credit,target_component,S4:inherited_e143_body,21,0.018156,-0.004329148312508524,1.0389955949966186e-06,-7.183942792230432e-06,-8.22293838722705e-06
nearest_beta,micro_win,5,credit,target,S2,23,0.018156,-0.003671241012672688,9.650119233509954e-07,-5.675313800331364e-06,-6.64032572368236e-06
nearest_beta,micro_win,6,credit,target_component,S2:inherited_e143_body,23,0.018156,-0.003671241012672688,9.650119233509954e-07,-5.675313800331364e-06,-6.64032572368236e-06
nearest_beta,micro_win,7,credit,component,inherited_e143_body,161,0.018156,-0.004921104859335057,9.05483294111834e-06,-4.9597137764320005e-06,-1.4014546717550341e-05
nearest_beta,micro_win,8,credit,component,e144_fine_tail_delta,24,0.018156,0.03499750279062935,-1.4398972576659679e-06,3.062450346050904e-07,1.7461422922710582e-06
nearest_beta,tie,1,blame,target,S3,47,0.044536,-0.0062926934939557255,2.0887961984188893e-06,2.4019130404277622e-05,2.1930334205858732e-05
nearest_beta,tie,2,blame,target_component,S3:inherited_e143_body,23,0.044536,-0.0070795999094039885,1.8609234047568121e-06,2.204511531834449e-05,2.0184191913587678e-05
nearest_beta,tie,3,blame,target,Q3,56,0.044536,-0.006146959082860781,3.93405381298209e-06,4.8397323071216195e-06,9.056784941395298e-07
nearest_beta,tie,4,blame,target_component,Q3:inherited_e143_body,56,0.044536,-0.006146959082860781,3.93405381298209e-06,4.8397323071216195e-06,9.056784941395298e-07
nearest_beta,tie,5,blame,component,e144_fine_tail_delta,24,0.044536,-0.0055385748458176565,2.2787279366207066e-07,1.974015085933129e-06,1.7461422922710582e-06
nearest_beta,tie,6,blame,target_component,S3:e144_fine_tail_delta,24,0.044536,-0.0055385748458176565,2.2787279366207066e-07,1.974015085933129e-06,1.7461422922710582e-06
nearest_beta,tie,7,blame,component,inherited_e143_body,161,0.044536,-0.006398736859956677,1.177367582226213e-05,-2.2408708952882106e-06,-1.4014546717550341e-05
nearest_beta,tie,8,blame,target,S2,23,0.044536,-0.005245249912137484,1.378751405495992e-06,-5.2615743181863675e-06,-6.64032572368236e-06
nearest_beta,fine_loss_branch_alive,1,blame,target,S3,47,0.027516,-0.0006666589960812597,1.8383875619843278e-06,2.376872176784306e-05,2.1930334205858732e-05
nearest_beta,fine_loss_branch_alive,2,blame,target_component,S3:inherited_e143_body,23,0.027516,-0.007987670882395659,2.099616346228898e-06,2.2283808259816576e-05,2.0184191913587678e-05
nearest_beta,fine_loss_branch_alive,3,blame,target,Q3,56,0.027516,-0.011634007112744815,7.445764552107888e-06,8.351443046247418e-06,9.056784941395298e-07
nearest_beta,fine_loss_branch_alive,4,blame,target_component,Q3:inherited_e143_body,56,0.027516,-0.011634007112744815,7.445764552107888e-06,8.351443046247418e-06,9.056784941395298e-07
nearest_beta,fine_loss_branch_alive,5,blame,component,inherited_e143_body,161,0.027516,-0.00978385505621121,1.800229330337046e-05,3.98774658582012e-06,-1.4014546717550341e-05
nearest_beta,fine_loss_branch_alive,6,blame,component,e144_fine_tail_delta,24,0.027516,0.0063493107283035255,-2.6122878424457224e-07,1.484913508026486e-06,1.7461422922710582e-06
nearest_beta,fine_loss_branch_alive,7,blame,target_component,S3:e144_fine_tail_delta,24,0.027516,0.0063493107283035255,-2.6122878424457224e-07,1.484913508026486e-06,1.7461422922710582e-06
nearest_beta,fine_loss_branch_alive,8,blame,target,S2,23,0.027516,-0.006627729182072661,1.7421459564503853e-06,-4.898179767231974e-06,-6.64032572368236e-06
nearest_beta,branch_loss,1,blame,target,S3,47,0.050084,-0.01372185363482975,3.328494334414368e-06,2.52588285402731e-05,2.1930334205858732e-05
nearest_beta,branch_loss,2,blame,target_component,S3:inherited_e143_body,23,0.050084,-0.00994906322942668,2.6151823345913387e-06,2.2799374248179017e-05,2.0184191913587678e-05
nearest_beta,branch_loss,3,blame,target,Q3,56,0.050084,-0.01482601065067829,9.488646816385322e-06,1.0394325310524852e-05,9.056784941395298e-07
nearest_beta,branch_loss,4,blame,target_component,Q3:inherited_e143_body,56,0.050084,-0.01482601065067829,9.488646816385322e-06,1.0394325310524852e-05,9.056784941395298e-07
nearest_beta,branch_loss,5,blame,component,inherited_e143_body,161,0.050084,-0.012662691613245014,2.3299352568312617e-05,9.284805850762276e-06,-1.4014546717550341e-05
nearest_beta,branch_loss,6,blame,component,e144_fine_tail_delta,24,0.050084,-0.01733744444000751,7.133119998230249e-07,2.459454292094083e-06,1.7461422922710582e-06
nearest_beta,branch_loss,7,blame,target_component,S3:e144_fine_tail_delta,24,0.050084,-0.01733744444000751,7.133119998230249e-07,2.459454292094083e-06,1.7461422922710582e-06
nearest_beta,branch_loss,8,blame,target,S2,23,0.050084,-0.008486547372587916,2.2307495951000906e-06,-4.409576128582269e-06,-6.64032572368236e-06
nearest_beta,hard_fail,1,blame,component,inherited_e143_body,161,0.322424,-0.03703422357875119,6.814297138484367e-05,5.412842466729333e-05,-1.4014546717550341e-05
nearest_beta,hard_fail,2,blame,target,S3,47,0.322424,-0.014979070054971955,7.532304667519676e-06,2.9462638873378408e-05,2.1930334205858732e-05
nearest_beta,hard_fail,3,blame,target_component,S3:inherited_e143_body,23,0.322424,-0.028310701509974945,7.44167011119249e-06,2.7625862024780168e-05,2.0184191913587678e-05
nearest_beta,hard_fail,4,blame,target,Q3,56,0.322424,-0.040918663397974675,2.618794457465492e-05,2.709362306879445e-05,9.056784941395298e-07
nearest_beta,hard_fail,5,blame,target_component,Q3:inherited_e143_body,56,0.322424,-0.040918663397974675,2.618794457465492e-05,2.709362306879445e-05,9.056784941395298e-07
nearest_beta,hard_fail,6,blame,component,e144_fine_tail_delta,24,0.322424,-0.0022029232439272906,9.063455632717497e-08,1.8367768485982331e-06,1.7461422922710582e-06
nearest_beta,hard_fail,7,blame,target_component,S3:e144_fine_tail_delta,24,0.322424,-0.0022029232439272906,9.063455632717497e-08,1.8367768485982331e-06,1.7461422922710582e-06
nearest_beta,hard_fail,8,blame,target,S2,23,0.322424,-0.027825083466653133,7.314021939825709e-06,6.736962161433489e-07,-6.64032572368236e-06
both_equal_beta,breakthrough_win,1,credit,component,inherited_e143_body,161,0.456444,0.028617882065686218,-5.265690300088472e-05,-6.761823828989937e-05,-1.4961335289014651e-05
both_equal_beta,breakthrough_win,2,credit,target,Q3,56,0.456444,0.034228439449308146,-2.1906201247601056e-05,-3.5437688467751985e-05,-1.353148722015093e-05
both_equal_beta,breakthrough_win,3,credit,target_component,Q3:inherited_e143_body,56,0.456444,0.034228439449308146,-2.1906201247601056e-05,-3.5437688467751985e-05,-1.353148722015093e-05
both_equal_beta,breakthrough_win,4,credit,target,Q1,38,0.456444,0.031064971990799495,-1.3491073550297285e-05,-2.9443037993252566e-05,-1.595196444295528e-05
both_equal_beta,breakthrough_win,5,credit,target_component,Q1:inherited_e143_body,38,0.456444,0.031064971990799495,-1.3491073550297285e-05,-2.9443037993252566e-05,-1.595196444295528e-05
both_equal_beta,breakthrough_win,6,credit,target,S4,21,0.456444,0.027031668543285703,-6.487600450385059e-06,-1.5010150266192442e-05,-8.522549815807383e-06
both_equal_beta,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.456444,0.027031668543285703,-6.487600450385059e-06,-1.5010150266192442e-05,-8.522549815807383e-06
both_equal_beta,breakthrough_win,8,credit,target,S2,23,0.456444,0.02114938878810979,-5.559267909976317e-06,-9.746976490822726e-06,-4.187708580846409e-06
both_equal_beta,clean_win,1,credit,target,Q1,38,0.085388,0.0007289745286532812,-3.165832238795288e-07,-1.626854766683481e-05,-1.595196444295528e-05
both_equal_beta,clean_win,2,credit,target_component,Q1:inherited_e143_body,38,0.085388,0.0007289745286532812,-3.165832238795288e-07,-1.626854766683481e-05,-1.595196444295528e-05
both_equal_beta,clean_win,3,credit,component,inherited_e143_body,161,0.085388,0.000265219081215573,-4.880031094591431e-07,-1.5449338398473794e-05,-1.4961335289014651e-05
both_equal_beta,clean_win,4,credit,target,Q3,56,0.085388,0.0005450354750416442,-3.488227040706054e-07,-1.3880309924221535e-05,-1.353148722015093e-05
both_equal_beta,clean_win,5,credit,target_component,Q3:inherited_e143_body,56,0.085388,0.0005450354750416442,-3.488227040706054e-07,-1.3880309924221535e-05,-1.353148722015093e-05
both_equal_beta,clean_win,6,credit,target,S4,21,0.085388,-0.00011949794662780011,2.867950719412611e-08,-8.493870308613257e-06,-8.522549815807383e-06
both_equal_beta,clean_win,7,credit,target_component,S4:inherited_e143_body,21,0.085388,-0.00011949794662780011,2.867950719412611e-08,-8.493870308613257e-06,-8.522549815807383e-06
both_equal_beta,clean_win,8,credit,target,S2,23,0.085388,0.0001825194539095687,-4.797654212950968e-08,-4.235685122975918e-06,-4.187708580846409e-06
both_equal_beta,micro_win,1,credit,target,Q1,38,0.015816,-0.00539874062242085,2.3445959274440677e-06,-1.3607368515511213e-05,-1.595196444295528e-05
both_equal_beta,micro_win,2,credit,target_component,Q1:inherited_e143_body,38,0.015816,-0.00539874062242085,2.3445959274440677e-06,-1.3607368515511213e-05,-1.595196444295528e-05
both_equal_beta,micro_win,3,credit,target,Q3,56,0.015816,-0.004947622949635078,3.1664786877225034e-06,-1.0365008532428426e-05,-1.353148722015093e-05
both_equal_beta,micro_win,4,credit,target_component,Q3:inherited_e143_body,56,0.015816,-0.004947622949635078,3.1664786877225034e-06,-1.0365008532428426e-05,-1.353148722015093e-05
both_equal_beta,micro_win,5,credit,target,S4,21,0.015816,-0.006202481296818052,1.488595511239761e-06,-7.033954304567622e-06,-8.522549815807383e-06
both_equal_beta,micro_win,6,credit,target_component,S4:inherited_e143_body,21,0.015816,-0.006202481296818052,1.488595511239761e-06,-7.033954304567622e-06,-8.522549815807383e-06
both_equal_beta,micro_win,7,credit,component,inherited_e143_body,161,0.015816,-0.004886417314646341,8.991007858926694e-06,-5.970327430087958e-06,-1.4961335289014651e-05
both_equal_beta,micro_win,8,credit,target,S2,23,0.015816,-0.0031463362582745402,8.270369593588635e-07,-3.360671621487545e-06,-4.187708580846409e-06
both_equal_beta,tie,1,blame,target,S3,47,0.04662,-0.0015941472658068112,1.409363352564714e-06,3.084170670129759e-05,2.9432343348732877e-05
both_equal_beta,tie,2,blame,target_component,S3:inherited_e143_body,23,0.04662,-0.005733020722585969,1.5069654470639813e-06,2.8739340217809326e-05,2.7232374770745344e-05
both_equal_beta,tie,3,blame,component,e144_fine_tail_delta,24,0.04662,0.0023722731302731614,-9.760209449927584e-08,2.102366483488258e-06,2.1999685779875336e-06
both_equal_beta,tie,4,blame,target_component,S3:e144_fine_tail_delta,24,0.04662,0.0023722731302731614,-9.760209449927584e-08,2.102366483488258e-06,2.1999685779875336e-06
both_equal_beta,tie,5,blame,component,inherited_e143_body,161,0.04662,-0.006906710568598706,1.2708347446199088e-05,-2.252987842815563e-06,-1.4961335289014651e-05
both_equal_beta,tie,6,blame,target,S2,23,0.04662,-0.005256940816593114,1.3818244432597218e-06,-2.805884137586687e-06,-4.187708580846409e-06
both_equal_beta,tie,7,blame,target_component,S2:inherited_e143_body,23,0.04662,-0.005256940816593114,1.3818244432597218e-06,-2.805884137586687e-06,-4.187708580846409e-06
both_equal_beta,tie,8,blame,target,S4,21,0.04662,-0.007037985904271515,1.6891166170285976e-06,-6.833433198778786e-06,-8.522549815807383e-06
both_equal_beta,fine_loss_branch_alive,1,blame,target,S3,47,0.026612,-0.00749296620625467,2.134396815860207e-06,3.1566740164593084e-05,2.9432343348732877e-05
both_equal_beta,fine_loss_branch_alive,2,blame,target_component,S3:inherited_e143_body,23,0.026612,-0.006850859827864542,1.800797440451481e-06,2.9033172211196825e-05,2.7232374770745344e-05
both_equal_beta,fine_loss_branch_alive,3,blame,component,inherited_e143_body,161,0.026612,-0.009582125383122309,1.7631110704922454e-05,2.669775415907804e-06,-1.4961335289014651e-05
both_equal_beta,fine_loss_branch_alive,4,blame,component,e144_fine_tail_delta,24,0.026612,-0.008108318152212024,3.3359937540872223e-07,2.533567953396256e-06,2.1999685779875336e-06
both_equal_beta,fine_loss_branch_alive,5,blame,target_component,S3:e144_fine_tail_delta,24,0.026612,-0.008108318152212024,3.3359937540872223e-07,2.533567953396256e-06,2.1999685779875336e-06
both_equal_beta,fine_loss_branch_alive,6,blame,target,S2,23,0.026612,-0.008287843888667545,2.1785189650621303e-06,-2.0091896157842783e-06,-4.187708580846409e-06
both_equal_beta,fine_loss_branch_alive,7,blame,target_component,S2:inherited_e143_body,23,0.026612,-0.008287843888667545,2.1785189650621303e-06,-2.0091896157842783e-06,-4.187708580846409e-06
both_equal_beta,fine_loss_branch_alive,8,blame,target,S4,21,0.026612,-0.009992302963933053,2.3981527113473736e-06,-6.12439710446001e-06,-8.522549815807383e-06
both_equal_beta,branch_loss,1,blame,target,S3,47,0.05342,-0.010188365756709117,2.98977018686252e-06,3.24221135355954e-05,2.9432343348732877e-05
both_equal_beta,branch_loss,2,blame,target_component,S3:inherited_e143_body,23,0.05342,-0.009707258965051369,2.5516223565120183e-06,2.9783997127257363e-05,2.7232374770745344e-05
both_equal_beta,branch_loss,3,blame,component,inherited_e143_body,161,0.05342,-0.013145504756633786,2.4187728752183515e-05,9.226393463168865e-06,-1.4961335289014651e-05
both_equal_beta,branch_loss,4,blame,component,e144_fine_tail_delta,24,0.05342,-0.010649426432047915,4.3814783035050367e-07,2.6381164083380373e-06,2.1999685779875336e-06
both_equal_beta,branch_loss,5,blame,target_component,S3:e144_fine_tail_delta,24,0.05342,-0.010649426432047915,4.3814783035050367e-07,2.6381164083380373e-06,2.1999685779875336e-06
both_equal_beta,branch_loss,6,blame,target,S2,23,0.05342,-0.009746616443930822,2.5619677510170667e-06,-1.6257408298293418e-06,-4.187708580846409e-06
both_equal_beta,branch_loss,7,blame,target_component,S2:inherited_e143_body,23,0.05342,-0.009746616443930822,2.5619677510170667e-06,-1.6257408298293418e-06,-4.187708580846409e-06
both_equal_beta,branch_loss,8,blame,target,Q3,56,0.05342,-0.01583264384660643,1.0132892061784125e-05,-3.3985951583668046e-06,-1.353148722015093e-05
both_equal_beta,hard_fail,1,blame,component,inherited_e143_body,161,0.3157,-0.03715109369890823,6.83580124059682e-05,5.339667711695356e-05,-1.4961335289014651e-05
both_equal_beta,hard_fail,2,blame,target,S3,47,0.3157,-0.013496416770567232,6.713626866723594e-06,3.614597021545647e-05,2.9432343348732877e-05
both_equal_beta,hard_fail,3,blame,target_component,S3:inherited_e143_body,23,0.3157,-0.02518120780597982,6.6190603375559716e-06,3.3851435108301316e-05,2.7232374770745344e-05
both_equal_beta,hard_fail,4,blame,target,Q3,56,0.3157,-0.04469955717453278,2.8607716591656936e-05,1.5076229371506009e-05,-1.353148722015093e-05
both_equal_beta,hard_fail,5,blame,target_component,Q3:inherited_e143_body,56,0.3157,-0.04469955717453278,2.8607716591656936e-05,1.5076229371506009e-05,-1.353148722015093e-05
both_equal_beta,hard_fail,6,blame,target,S2,23,0.3157,-0.027345692746278183,7.18801066477685e-06,3.0003020839304406e-06,-4.187708580846409e-06
both_equal_beta,hard_fail,7,blame,target_component,S2:inherited_e143_body,23,0.3157,-0.027345692746278183,7.18801066477685e-06,3.0003020839304406e-06,-4.187708580846409e-06
both_equal_beta,hard_fail,8,blame,component,e144_fine_tail_delta,24,0.3157,-0.0022984920282969057,9.456652916762056e-08,2.294535107155154e-06,2.1999685779875336e-06
both_distance_beta,breakthrough_win,1,credit,component,inherited_e143_body,161,0.474968,0.029284647660029306,-5.3883751694447815e-05,-7.003128126920466e-05,-1.6147529574756842e-05
both_distance_beta,breakthrough_win,2,credit,target,Q3,56,0.474968,0.032765704988245825,-2.0970051192467472e-05,-3.315954984124355e-05,-1.218949864877608e-05
both_distance_beta,breakthrough_win,3,credit,target_component,Q3:inherited_e143_body,56,0.474968,0.032765704988245825,-2.0970051192467472e-05,-3.315954984124355e-05,-1.218949864877608e-05
both_distance_beta,breakthrough_win,4,credit,target,Q1,38,0.474968,0.033305911931130694,-1.4464281752961088e-05,-2.565487476733927e-05,-1.1190593014378181e-05
both_distance_beta,breakthrough_win,5,credit,target_component,Q1:inherited_e143_body,38,0.474968,0.033305911931130694,-1.4464281752961088e-05,-2.565487476733927e-05,-1.1190593014378181e-05
both_distance_beta,breakthrough_win,6,credit,target,S4,21,0.474968,0.02646282394082089,-6.351077745790394e-06,-9.225033275886557e-06,-2.8739555300961626e-06
both_distance_beta,breakthrough_win,7,credit,target_component,S4:inherited_e143_body,21,0.474968,0.02646282394082089,-6.351077745790394e-06,-9.225033275886557e-06,-2.8739555300961626e-06
both_distance_beta,breakthrough_win,8,credit,target,S2,23,0.474968,0.022214182274613692,-5.839156483606303e-06,-6.049585064418037e-06,-2.1042858081173364e-07
