method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,mean_manifold_energy,weighted_manifold_energy,energy_delta_vs_raw,family,mask,mode,estimator,strength,k,alpha,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,fixes_s3_vs_subject,improves_vs_raw,hidden_mixmin_negative,joint_gate
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.50,369,0.6052752141883573,0.2830431705081784,0.1908378517866314,0.8797159509188617,0.0,0.8069822458267596,0.8374510255222195,0.007750544838975184,target_dependency,s2s3,groupcross,knn,0.5,8.0,24.0,8.0,8.0,0.05111338117059348,-0.00772655938821265,6.614288265871515e-06,36.0,0.0003195378967830934,3.878280372053941e-05,0.0007221694410389021,0.5277777777777778,0.007244803819414614,-0.0005575601683511788,False,False,False,False
raw_phone_td_knn_pair_s3_k8_a24_w0.50,369,0.6052777968016101,0.2830457531214312,0.19107757346978205,0.8808210094094829,0.0,0.7959497750571963,0.8261103766056788,-0.003281925930588225,target_dependency,s3,pair,knn,0.5,8.0,24.0,8.0,8.0,0.03635168298349849,-0.00772397677495984,9.196901518682132e-06,36.0,0.0003185308697906275,3.844187809417699e-06,0.0007213239614390324,0.5277777777777778,0.007866742298397233,6.437831063144106e-05,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a24_w0.25,369,0.6052805473318378,0.28304850365165884,0.19096718478927804,0.8803121445164278,0.0,0.7957110769716766,0.8315206485680644,-0.0035206240161079934,target_dependency,s3,allcross,knn,0.25,8.0,24.0,8.0,8.0,0.062298600958210784,-0.007721226244732149,1.1947431746373027e-05,36.0,0.00029662139796894995,3.396381422458934e-06,0.0007243281648587665,0.5277777777777778,0.00788599600999107,8.363202222527732e-05,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.25,369,0.6052822298131959,0.28305018613301697,0.19097098541490018,0.8803296644735642,0.0,0.7980752362641094,0.8315982712172046,-0.001156464723675254,target_dependency,s2s3,allcross,knn,0.25,8.0,24.0,8.0,8.0,0.07324997877234529,-0.007719543763374026,1.3629913104495905e-05,36.0,0.00030558030032674634,1.818999273935481e-05,0.0007247908984392534,0.5277777777777778,0.00788599600999107,8.363202222527732e-05,False,False,False,False
raw_phone_td_knn_groupcross_s3_k8_a24_w0.75,369,0.605283685232954,0.283051641552775,0.19089570913479753,0.8799826591823592,0.0,0.8031812905644031,0.8331673506314718,0.0039495895766185896,target_dependency,s3,groupcross,knn,0.75,8.0,24.0,8.0,8.0,0.04599082763832923,-0.007718088343615981,1.5085332862541101e-05,36.0,0.0002751124987783821,-3.559534448925568e-05,0.0007260918546719889,0.5277777777777778,0.007907961317803802,0.00010559733003800975,False,False,False,False
raw_phone_td_knn_groupcross_stage_k8_a24_w0.50,369,0.6053013749962449,0.283069331316066,0.19084999398629057,0.8797719234977781,0.0,0.8285918654623879,0.8577914175131208,0.029360164474603434,target_dependency,stage,groupcross,knn,0.5,8.0,24.0,8.0,8.0,0.05548688526284086,-0.0077003985803250075,3.277509615351448e-05,36.0,0.0003230011234881499,4.5726447162751375e-05,0.0007289377669186781,0.5277777777777778,0.007244803819414614,-0.0005575601683511788,False,False,False,False
raw_phone_td_knn_allcross_stage_k8_a24_w0.25,369,0.6053268244359412,0.2830947807557623,0.19100917327313116,0.8805057011858972,0.0,0.8020076957000409,0.8372849902571271,0.0027759947122563493,target_dependency,stage,allcross,knn,0.25,8.0,24.0,8.0,8.0,0.0773105193430974,-0.007674949140628717,5.822453584980458e-05,36.0,0.00030984728885692636,2.7689627326111954e-05,0.0007278404107691935,0.5277777777777778,0.00788599600999107,8.363202222527732e-05,False,False,False,False
raw_phone_td_knn_pair_s2s3_k8_a24_w0.50,369,0.6053640625424976,0.2831320188623188,0.1910755586407607,0.8808117215391164,0.0,0.8036042290862233,0.8306112735739394,0.004372528098438733,target_dependency,s2s3,pair,knn,0.5,8.0,24.0,8.0,8.0,0.04656989925409688,-0.007637711034072292,9.546264240622993e-05,36.0,0.00035106113253694003,5.506900202934249e-05,0.0007207032147074361,0.5277777777777778,0.007866742298397233,6.437831063144106e-05,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a24_w0.50,369,0.6053660097322213,0.28313396605204244,0.19112502981880305,0.8810397716037508,0.0,0.7942017966126608,0.8265726378166919,-0.005029904375123761,target_dependency,s3,allcross,knn,0.5,8.0,24.0,8.0,8.0,0.062298600958210784,-0.007635763844348609,9.740983212991328e-05,36.0,0.000282444891384322,-2.7071894635436048e-05,0.0007324694757500166,0.5277777777777778,0.008484232812676185,0.0006818688249103921,False,False,False,False
raw_phone_td_knn_pair_s3_k8_a24_w0.75,369,0.6054014358387834,0.28316939215860454,0.1912615776932096,0.8816692240004049,0.0,0.7968384689888399,0.8225171947548939,-0.002393231998944558,target_dependency,s3,pair,knn,0.75,8.0,24.0,8.0,8.0,0.03635168298349849,-0.007600337737786567,0.0001328359386919553,36.0,0.00032239735240915604,-1.1166047026047615e-05,0.0007238925151747869,0.5277777777777778,0.00873221555861059,0.0009298515708447974,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.50,369,0.6054236860677694,0.2831916423875903,0.19115626309841496,0.8811837494048886,0.0,0.8005644533543499,0.8279191780747522,0.0013327523665653583,target_dependency,s2s3,allcross,knn,0.5,8.0,24.0,8.0,8.0,0.07324997877234529,-0.007578087508800513,0.0001550861676780091,36.0,0.0003003626960999106,2.515327998348403e-06,0.0007333949429109815,0.5277777777777778,0.008484232812676185,0.0006818688249103921,False,False,False,False
raw_phone_td_knn_pair_stage_k8_a24_w0.50,369,0.6054499914771165,0.28321794779693754,0.1910734545685596,0.8808020222794574,0.0,0.8142424585945347,0.8419236028487764,0.015010757606749971,target_dependency,stage,pair,knn,0.5,8.0,24.0,8.0,8.0,0.04992913598413992,-0.007551782099453397,0.0001813915770251251,36.0,0.00032201306571672976,5.9096895112772164e-05,0.000732403751567424,0.5277777777777778,0.007866742298397233,6.437831063144106e-05,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.75,369,0.605494867271415,0.2832628235912361,0.19093949879117195,0.8801845188178412,0.0,0.8165905784782332,0.841241425210501,0.017358877490448708,target_dependency,s2s3,groupcross,knn,0.75,8.0,24.0,8.0,8.0,0.05111338117059348,-0.007506906305154937,0.0002262673713235852,36.0,0.0003239078928978525,4.124187684063151e-05,0.0007251607345745925,0.5277777777777778,0.007907961317803802,0.00010559733003800975,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a24_w0.75,369,0.6055250968755912,0.2832930531954123,0.19131623800870587,0.8819211947230585,0.0,0.7947038599107371,0.8231477886152573,-0.0045278410770473315,target_dependency,s3,allcross,knn,0.75,8.0,24.0,8.0,8.0,0.062298600958210784,-0.007476676700978735,0.000256496975499787,36.0,0.0002682683847996912,-5.75401706933328e-05,0.0007406107866412627,0.5277777777777778,0.009597842816265079,0.0017954788284992862,False,False,False,False
raw_phone_td_knn_groupcross_s3_k16_a24_w0.25,369,0.6055965591539613,0.2833645154737824,0.19126015981403413,0.8816626879232303,0.0,0.7790157584541089,0.8167882146553427,-0.020215942533675754,target_dependency,s3,groupcross,knn,0.25,16.0,24.0,16.0,16.0,0.05811672170293225,-0.007405214422608664,0.00032795925386985836,36.0,0.0002976131509312116,-6.024551410977202e-07,0.0007225737836114396,0.5277777777777778,0.010098078764855578,0.0022957147770897857,False,False,False,False
raw_phone_td_knn_pair_s2s3_k8_a24_w0.75,369,0.6056126178772445,0.28338057419706564,0.191305367349584,0.8818710836358872,0.0,0.8105713375475959,0.8306270700601588,0.011339636559811466,target_dependency,s2s3,pair,knn,0.75,8.0,24.0,8.0,8.0,0.04656989925409688,-0.0073891556993254115,0.00034401797715311044,36.0,0.0003711927465286264,6.567117430383959e-05,0.0007229613950773903,0.5277777777777778,0.00873221555861059,0.0009298515708447974,False,False,False,False
raw_phone_td_knn_allcross_stage_k8_a24_w0.50,369,0.6056147006085562,0.28338265692837716,0.19128346482807781,0.8817701183538221,0.0,0.8109004764991515,0.8411208311988996,0.01166877551136704,target_dependency,stage,allcross,knn,0.5,8.0,24.0,8.0,8.0,0.0773105193430974,-0.007387072968013775,0.00034610070846474716,36.0,0.00030889667316026746,2.1514597171861624e-05,0.000739493967570858,0.5277777777777778,0.008484232812676185,0.0006818688249103921,False,False,False,False
raw_phone_td_knn_pair_all_k8_a24_w0.25,369,0.6056596613432353,0.28342761766305646,0.191328777650603,0.881978999413755,0.0,0.7974765032890097,0.8333685061872395,-0.0017551976987749825,target_dependency,all,pair,knn,0.25,8.0,24.0,8.0,8.0,0.04382803582476375,-0.007342112233334586,0.0003910614431439363,36.0,0.00032513083048485176,4.310880441279437e-05,0.0007322667826051455,0.5277777777777778,0.007553255001512715,-0.0002491089862530771,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.75,369,0.605692891661174,0.2834608479809952,0.19137683866077665,0.8822005489484583,0.0,0.8066993522585064,0.8269545414420182,0.007467651270721788,target_dependency,s2s3,allcross,knn,0.75,8.0,24.0,8.0,8.0,0.07324997877234529,-0.007308881915395915,0.0004242917610826069,36.0,0.0002951450918730797,-1.315933674265166e-05,0.0007419989873827114,0.5277777777777778,0.009597842816265079,0.0017954788284992862,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.25,369,0.6057032196294904,0.28347117594931154,0.19139244675278927,0.8822724984457845,0.0,0.7737563988875147,0.8096421199034713,-0.025475302100269884,target_dependency,s2s3,groupcross,knn,0.25,16.0,24.0,16.0,16.0,0.06432912892211218,-0.007298553947079567,0.0004346197293989551,36.0,0.00029724931438871165,8.741764180013788e-06,0.0007219833075651313,0.5277777777777778,0.010098078764855578,0.0022957147770897857,False,False,False,False
raw_phone_td_knn_allcross_s3_k16_a24_w0.25,369,0.6057123059287612,0.2834802622485823,0.1913993722633835,0.8823044233604748,0.0,0.7804788175755538,0.8173324914001628,-0.01875288341223077,target_dependency,s3,allcross,knn,0.25,16.0,24.0,16.0,16.0,0.07109501060945383,-0.0072894676478086895,0.00044370602866983244,36.0,0.00028264698806785356,-1.612071596519601e-05,0.0007285357383861094,0.5277777777777778,0.010908306188455175,0.003105942200689382,False,False,False,False
raw_phone_td_knn_pair_s3_k16_a24_w0.25,369,0.6057176815611449,0.283485637880966,0.19142437907763082,0.8824196986749322,0.0,0.7769860029995953,0.812587650080112,-0.022245697988189348,target_dependency,s3,pair,knn,0.25,16.0,24.0,16.0,16.0,0.04966253128615455,-0.007284092015425014,0.00044908166105350755,36.0,0.00032062086487547113,2.004172742036226e-05,0.0007169844744283798,0.5277777777777778,0.01094593561514079,0.003143571627374997,False,False,False,False
raw_phone_td_knn_groupcross_all_k8_a24_w0.25,369,0.6057310541881172,0.2834990105079383,0.1912629106023213,0.8816753683863101,0.0,0.7983303036366676,0.8344723016665467,-0.0009013973511168822,target_dependency,all,groupcross,knn,0.25,8.0,24.0,8.0,8.0,0.04438089651008853,-0.0072707193884526955,0.00046245428802582644,36.0,0.0003130957422939183,2.153672174012461e-05,0.0007319820194833405,0.5277777777777778,0.007219180351277332,-0.0005831836364884602,False,False,False,False
raw_phone_td_knn_groupcross_stage_k8_a24_w0.75,369,0.605737512920201,0.2835054692400221,0.19112996985755973,0.8810625439775313,0.0,0.8535620966578864,0.8755418808220997,0.05433039567010185,target_dependency,stage,groupcross,knn,0.75,8.0,24.0,8.0,8.0,0.05548688526284086,-0.0072642606563689816,0.0004689130201095404,36.0,0.00032910273295541745,5.165734200393414e-05,0.0007353132233942523,0.5277777777777778,0.007907961317803802,0.00010559733003800975,False,False,False,False
raw_phone_td_knn_groupcross_stage_k16_a24_w0.25,369,0.6057713992060473,0.28353935552586845,0.19163224938425655,0.8833779300884023,0.0,0.7674144174016811,0.8025375820052673,-0.031817283586103286,target_dependency,stage,groupcross,knn,0.25,16.0,24.0,16.0,16.0,0.07007698969726027,-0.007230374370522652,0.00050279930595587,36.0,0.000305797875882076,1.0722406537117721e-05,0.0007252655062470207,0.5277777777777778,0.010098078764855578,0.0022957147770897857,False,False,False,False
raw_phone_td_knn_pair_s2s3_k16_a24_w0.25,369,0.605824342036674,0.28359229835649513,0.19155666601638596,0.8830295091974864,0.0,0.7717891513576894,0.8054356980581214,-0.027442549630095108,target_dependency,s2s3,pair,knn,0.25,16.0,24.0,16.0,16.0,0.06015293931669426,-0.007177431539895918,0.0005557421365826043,36.0,0.0003202570283329703,2.9385946741473277e-05,0.000716393998382072,0.5277777777777778,0.01094593561514079,0.003143571627374997,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.25,369,0.6058791673100927,0.28364712362991384,0.19163518345324176,0.8833914554307971,0.0,0.7725980380149702,0.8067384479937898,-0.026633662972814262,target_dependency,s2s3,allcross,knn,0.25,16.0,24.0,16.0,16.0,0.08552946149922527,-0.007122606266477205,0.000610567410001317,36.0,0.0002706972348824416,-2.197998458924678e-05,0.0007273245815562338,0.5277777777777778,0.010908306188455175,0.003105942200689382,False,False,False,False
raw_phone_td_knn_pair_stage_k8_a24_w0.75,369,0.6058969295708043,0.28366488589062544,0.19149423027549045,0.8827416956601873,0.0,0.8304138944414113,0.8507239024707509,0.031182193453626907,target_dependency,stage,pair,knn,0.75,8.0,24.0,8.0,8.0,0.04992913598413992,-0.007104844005765609,0.0006283296707129127,36.0,0.0003276206462982939,7.171301392896925e-05,0.0007405122003673746,0.5,0.00873221555861059,0.0009298515708447974,False,False,False,False
raw_phone_td_knn_groupcross_s3_k8_a8_w0.25,369,0.6059087098653003,0.28367666618512144,0.1914802557340358,0.8826772764325063,0.0,0.7726872241565393,0.8110691828543084,-0.02654447683124521,target_dependency,s3,groupcross,knn,0.25,8.0,8.0,8.0,8.0,0.04599082763832923,-0.007093063711269609,0.0006401099652089126,36.0,0.00028498268501982627,-1.53605417115517e-05,0.0007226193331476182,0.5277777777777778,0.012283133744229069,0.0044807697564632765,False,False,False,False
raw_phone_td_knn_pair_stage_k16_a24_w0.25,369,0.6060064752769778,0.28377443159679894,0.19181307723602586,0.8842115023807045,0.0,0.7593475160872135,0.7942937344106005,-0.03988418490057114,target_dependency,stage,pair,knn,0.25,16.0,24.0,16.0,16.0,0.06276078342115465,-0.006995298299592112,0.0007378753768864099,36.0,0.00031330096995321657,2.8850579404503007e-05,0.0007213238824497215,0.5277777777777778,0.01094593561514079,0.003143571627374997,False,False,False,False
raw_phone_td_knn_pair_s3_k8_a8_w0.25,369,0.6060224599770628,0.283790416296884,0.19171385063080928,0.8837540919322668,0.0,0.7696795234116478,0.80451375675701,-0.029552177576136738,target_dependency,s3,pair,knn,0.25,8.0,8.0,8.0,8.0,0.03635168298349849,-0.006979313599507098,0.0007538600769714243,36.0,0.0003165059207736786,9.256565972531967e-07,0.0007211531068161522,0.5277777777777778,0.013079384526567095,0.0052770205388013025,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.25,369,0.6060551107946546,0.2838230671144756,0.19166232235007294,0.883516559125946,0.0,0.7640659142391443,0.8009096457634188,-0.03516578674864032,target_dependency,s2s3,groupcross,knn,0.25,8.0,8.0,8.0,8.0,0.05111338117059348,-0.006946662781915358,0.0007865108945631638,36.0,0.0002835412574799987,-5.654579943634564e-06,0.0007199010080703622,0.5277777777777778,0.012283133744229069,0.0044807697564632765,False,False,False,False
raw_phone_td_knn_allcross_all_k8_a24_w0.25,369,0.6060715042972142,0.28383946061703536,0.1917338603641501,0.8838463319225457,0.0,0.7889639559732593,0.8326351582583007,-0.010267745014525414,target_dependency,all,allcross,knn,0.25,8.0,24.0,8.0,8.0,0.07893206647371107,-0.006930269279355694,0.0008029043971228278,36.0,0.0003265684608107474,4.205496757194336e-05,0.000731511528215664,0.5277777777777778,0.00788599600999107,8.363202222527732e-05,False,False,False,False
raw_phone_td_knn_groupcross_s3_k16_a24_w0.50,369,0.6061029767009426,0.28387093302076366,0.19172876288566634,0.8838228337900228,0.0,0.763278783983293,0.7994940068815063,-0.035952917004491686,target_dependency,s3,groupcross,knn,0.5,16.0,24.0,16.0,16.0,0.05811672170293225,-0.006898796875627333,0.0008343768008511887,36.0,0.00028442839730885767,-3.506956776254337e-05,0.000728960713255367,0.5277777777777778,0.013643001593724668,0.005840637605958876,False,False,False,False
raw_phone_td_knn_allcross_s3_k8_a8_w0.25,369,0.6061149693333596,0.28388292565318063,0.19176885736843902,0.8840076595764627,0.0,0.7681950855708595,0.8052846879251296,-0.03103661541692514,target_dependency,s3,allcross,knn,0.25,8.0,8.0,8.0,8.0,0.062298600958210784,-0.006886804243210309,0.0008463694332682126,36.0,0.00028041994236736764,-2.9990425847602857e-05,0.0007322986211271359,0.5277777777777778,0.013726950020643502,0.00592458603287771,False,False,False,False
raw_phone_td_knn_allcross_stage_k8_a24_w0.75,369,0.6061319679542623,0.2838999242740834,0.1917141395208801,0.8837554236450323,0.0,0.8259100433851168,0.849499343694692,0.026678342397332057,target_dependency,stage,allcross,knn,0.75,8.0,24.0,8.0,8.0,0.0773105193430974,-0.0068698056223076565,0.0008633680541708655,36.0,0.00030794605746361006,1.5339567017618263e-05,0.0007511475243725343,0.5555555555555556,0.009597842816265079,0.0017954788284992862,False,False,False,False
raw_phone_td_knn_pair_s2s3_k8_a8_w0.25,369,0.6061688609064171,0.2839368172262382,0.19189591724684643,0.8845933746257066,0.0,0.761023203522261,0.7942412373128974,-0.03820849746552355,target_dependency,s2s3,pair,knn,0.25,8.0,8.0,8.0,8.0,0.04656989925409688,-0.006832912670152846,0.0009002610063256755,36.0,0.00031506449323385105,1.0631618365170304e-05,0.0007184347817388961,0.5277777777777778,0.013079384526567095,0.0052770205388013025,False,False,False,False
raw_phone_td_knn_groupcross_stage_k8_a8_w0.25,369,0.6061795402096138,0.28394749652943496,0.19197480318729948,0.8849570195707217,0.0,0.7566842634679827,0.7916526396883652,-0.04254743751980188,target_dependency,stage,groupcross,knn,0.25,8.0,8.0,8.0,8.0,0.05548688526284086,-0.0068222333669560875,0.0009109403095224344,36.0,0.0002887973754860611,-1.2900016268370904e-05,0.0007210940931413392,0.5277777777777778,0.012283133744229069,0.0044807697564632765,False,False,False,False
raw_phone_td_knn_allcross_stage_k16_a24_w0.25,369,0.6062127102229944,0.2839806665428155,0.1920308581913092,0.8852154194672545,0.0,0.7597812263039928,0.7941408067929681,-0.03945047468379185,target_dependency,stage,allcross,knn,0.25,16.0,24.0,16.0,16.0,0.0928840311565769,-0.006789063353575542,0.0009441103229029801,36.0,0.00027851489692309645,-8.222169851386889e-06,0.0007311174875831657,0.5277777777777778,0.010908306188455175,0.003105942200689382,False,False,False,False
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.25,369,0.6062261516370648,0.2839941079568859,0.191953224282937,0.8848575460847584,0.0,0.7575335083660503,0.7911087624827486,-0.0416981926217343,target_dependency,s2s3,allcross,knn,0.25,8.0,8.0,8.0,8.0,0.07324997877234529,-0.006775621939505094,0.0009575517369734277,36.0,0.00026436605679681674,-4.1922055665825556e-05,0.0007311265099424438,0.5277777777777778,0.013726950020643502,0.00592458603287771,False,False,False,False
raw_phone_td_knn_allcross_s3_k16_a24_w0.50,369,0.6063227347841974,0.28409069110401847,0.19200945587460624,0.885116760007331,0.0,0.7662220637516987,0.8003845964541775,-0.03300963723608578,target_dependency,s3,allcross,knn,0.5,16.0,24.0,16.0,16.0,0.07109501060945383,-0.006679038792372527,0.001054134884105995,36.0,0.0002544960715821336,-6.610608941074414e-05,0.0007408846228046933,0.5277777777777778,0.015181308176508312,0.00737894418874252,False,False,False,False
raw_phone_td_knn_groupcross_all_k16_a24_w0.25,369,0.6063350672888013,0.2841030236086224,0.19210397052567707,0.8855524494964137,0.0,0.73183864744591,0.7686639938022658,-0.0673930535418745,target_dependency,all,groupcross,knn,0.25,16.0,24.0,16.0,16.0,0.054302884759377154,-0.0066667062877686645,0.0010664673887098575,36.0,0.0003059978410986447,-3.591839201841741e-06,0.0007371761868393298,0.5277777777777778,0.010098078764855578,0.0022957147770897857,False,False,False,False
raw_phone_td_knn_pair_s3_k16_a24_w0.50,369,0.6063515544955199,0.28411951081534115,0.1920671478205776,0.8853827058070527,0.0,0.7583073555747464,0.7909377926365363,-0.04092434541303825,target_dependency,s3,pair,knn,0.5,16.0,24.0,16.0,16.0,0.04966253128615455,-0.006650219081050013,0.0010829545954285091,36.0,0.0003304438251973637,6.218797360372909e-06,0.000717782094889238,0.5277777777777778,0.015383046155767022,0.007580682168001229,False,False,False,False
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.50,369,0.6063793223290097,0.2841472786488307,0.19201983591085442,0.885164609442719,0.0,0.7542897358779169,0.7864937150965763,-0.04494196510986764,target_dependency,s2s3,groupcross,knn,0.5,16.0,24.0,16.0,16.0,0.06432912892211218,-0.006622451247560224,0.0011107224289182982,36.0,0.0002837007242238589,-1.638112912032233e-05,0.0007277797611627546,0.5277777777777778,0.013643001593724668,0.005840637605958876,False,False,False,False
raw_phone_td_knn_pair_stage_k8_a8_w0.25,369,0.6063912173535331,0.28415917367335414,0.19217915786418518,0.8858990447885609,0.0,0.7428333341420044,0.7760929421816547,-0.056398366845780326,target_dependency,stage,pair,knn,0.25,8.0,8.0,8.0,8.0,0.04992913598413992,-0.006610556223036856,0.0011226174534416655,36.0,0.00028780931771465486,4.7043168165712437e-07,0.0007245600777900868,0.5277777777777778,0.013079384526567095,0.0052770205388013025,False,False,False,False
raw_phone_td_knn_pair_all_k16_a24_w0.25,369,0.6064160689116689,0.28418402523148995,0.1922345907739237,0.8861545769822338,0.0,0.7298334538433738,0.7682376365896432,-0.06939824714441066,target_dependency,all,pair,knn,0.25,16.0,24.0,16.0,16.0,0.054627664873909125,-0.006585704664901049,0.0011474690115774733,36.0,0.00032980330069139825,3.325097514447473e-05,0.0007310210484433166,0.5277777777777778,0.01094593561514079,0.003143571627374997,False,False,False,False
raw_phone_td_knn_pair_all_k8_a24_w0.50,369,0.6064454650752316,0.2842134213950526,0.19213317202441732,0.8856870612832897,0.0,0.8054371129636928,0.8361377991059545,0.0062054119759083325,target_dependency,all,pair,knn,0.5,8.0,24.0,8.0,8.0,0.04382803582476375,-0.00655630850133837,0.0011768651751401515,36.0,0.0003394637564161207,5.235295134522963e-05,0.0007483467112427741,0.5277777777777778,0.007866742298397233,6.437831063144106e-05,False,False,False,False
