pred_index,filter,tag,strategy,fallback,selector,target_scope,graft_alpha,n_scenarios,local_delta,mean_pred_delta,median_pred_delta,p90_pred_delta,p95_pred_delta,mean_vs_e95,median_vs_e95,p90_vs_e95,p95_vs_e95,beat_e95_rate
1,broad_plausible,e103_control_541e3973,control,,,,,3452,-2.6207391227939247e-05,-1.5310700000044092e-05,-1.5310700000048527e-05,-1.5310700000048514e-05,-1.53107000000485e-05,4.435812413452495e-18,0.0,1.3552527156068805e-20,2.710505431213761e-20,0.0
1,broad_q2s3,e103_control_541e3973,control,,,,,368,-2.6207391227939247e-05,-1.531070000003636e-05,-1.5310700000048527e-05,-1.531070000000348e-05,-1.5310699999947307e-05,1.2164608430713466e-17,0.0,4.5048600266772765e-17,1.0121975957053102e-16,0.0
1,broad_not_q2s3,e103_control_541e3973,control,,,,,3084,-2.6207391227939247e-05,-1.5310700000045014e-05,-1.5310700000048527e-05,-1.5310700000048514e-05,-1.53107000000485e-05,3.5135695683318594e-18,0.0,1.3552527156068805e-20,2.710505431213761e-20,0.0
1,tight_plausible,e103_control_541e3973,control,,,,,2790,-2.6207391227939247e-05,-1.5310700000048527e-05,-1.5310700000048527e-05,-1.531070000004852e-05,-1.5310700000048514e-05,-9.107881153272047e-23,0.0,6.776263578034403e-21,1.3552527156068805e-20,0.0
1,near_unit_tail,e103_control_541e3973,control,,,,,2354,-2.6207391227939247e-05,-1.5310700000048527e-05,-1.5310700000048527e-05,-1.531070000004852e-05,-1.5310700000048514e-05,-1.3385567390764643e-22,0.0,6.776263578034403e-21,1.3552527156068805e-20,0.0
42,broad_plausible,e103_edge_q2s3_amplitude_82d1c75b,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.125,3452,-2.6201777165169027e-05,-1.5554442745558362e-05,-1.5303603841383605e-05,-1.5274868554440792e-05,-1.5270900174171573e-05,-2.4374274550983563e-07,7.09615866492186e-09,3.583144560773599e-08,3.9799825876954094e-08,0.41367323290845887
42,broad_q2s3,e103_edge_q2s3_amplitude_82d1c75b,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.125,368,-2.6201777165169027e-05,-1.61073235821393e-05,-1.6100282022664945e-05,-1.5273375443848937e-05,-1.526935546900403e-05,-7.966235820907728e-07,-7.895820226164175e-07,3.7324556199591306e-08,4.1344531044495604e-08,0.7853260869565217
42,broad_not_q2s3,e103_edge_q2s3_amplitude_82d1c75b,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.125,3084,-2.6201777165169027e-05,-1.5488469934967643e-05,-1.53019937564672e-05,-1.5275077827204556e-05,-1.527112980137993e-05,-1.7776993491911422e-07,8.706243581327506e-09,3.562217284397213e-08,3.957019866859693e-08,0.36932555123216604
42,tight_plausible,e103_edge_q2s3_amplitude_82d1c75b,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.125,2790,-2.6201777165169027e-05,-1.5561177070582944e-05,-1.5305228869086182e-05,-1.5283932884661578e-05,-1.5280384854483317e-05,-2.5047707053441396e-07,5.471130962346615e-09,2.6767115386950287e-08,3.031514556520973e-08,0.4397849462365591
42,near_unit_tail,e103_edge_q2s3_amplitude_82d1c75b,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.125,2354,-2.6201777165169027e-05,-1.555531679637369e-05,-1.5305278592693633e-05,-1.528822720145085e-05,-1.528502865017248e-05,-2.4461679632516404e-07,5.421407354894338e-09,2.2472798597678816e-08,2.5671349876048654e-08,0.44732370433305013
48,broad_plausible,e103_edge_q2s3_amplitude_40a782a7,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.125,3452,-2.6201423087512943e-05,-1.5427670042702024e-05,-1.5298161019533537e-05,-1.5271236759838446e-05,-1.5267906767682335e-05,-1.1697004265349804e-07,1.2538980514989928e-08,3.9463240210081645e-08,4.279323236619183e-08,0.26506373117033605
48,broad_q2s3,e103_edge_q2s3_amplitude_40a782a7,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.125,368,-2.6201423087512943e-05,-1.571058742518802e-05,-1.5731923121919843e-05,-1.5268288132116904e-05,-1.5265308575569543e-05,-3.99887425139492e-07,-4.212231218713155e-07,4.241186793162198e-08,4.5391424478983575e-08,0.5978260869565217
48,broad_not_q2s3,e103_edge_q2s3_amplitude_40a782a7,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.125,3084,-2.6201423087512943e-05,-1.5393910770083723e-05,-1.5297545167157256e-05,-1.5271840240016165e-05,-1.526832710289468e-05,-8.321077003519527e-08,1.3154832891270712e-08,3.8859760032362067e-08,4.237289715384665e-08,0.22535667963683528
48,tight_plausible,e103_edge_q2s3_amplitude_40a782a7,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.125,2790,-2.6201423087512943e-05,-1.5434516219902272e-05,-1.5300051995398285e-05,-1.528128464258026e-05,-1.527775903931242e-05,-1.238162198537469e-07,1.0648004650242224e-08,2.9415357468266876e-08,3.294096073610667e-08,0.2831541218637993
48,near_unit_tail,e103_edge_q2s3_amplitude_40a782a7,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.125,2354,-2.6201423087512943e-05,-1.5432398698489883e-05,-1.5300652949059417e-05,-1.528545897278156e-05,-1.5283099775859205e-05,-1.2169869844135766e-07,1.0047050989110131e-08,2.5241027266964856e-08,2.760022418932305e-08,0.28759558198810536
49,broad_plausible,e103_edge_q2s3_amplitude_eeb070c6,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.25,3452,-2.6193981065181227e-05,-1.5539250345131237e-05,-1.5282525433514837e-05,-1.5222027744308638e-05,-1.5214545390742839e-05,-2.2855034508270758e-07,2.8174566533690327e-08,8.867225573988872e-08,9.615460930568759e-08,0.26506373117033605
49,broad_q2s3,e103_edge_q2s3_amplitude_eeb070c6,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.25,368,-2.6193981065181227e-05,-1.6101732067946523e-05,-1.6144583806058116e-05,-1.5215402300730756e-05,-1.520870736148077e-05,-7.910320678979953e-07,-8.338838060095889e-07,9.529769931777116e-08,1.0199263856775717e-07,0.5978260869565217
49,broad_not_q2s3,e103_edge_q2s3_amplitude_eeb070c6,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.25,3084,-2.6193981065181227e-05,-1.5472131903498283e-05,-1.528114163889658e-05,-1.5223383739111447e-05,-1.5215489866443417e-05,-1.61431903449755e-07,2.9558361151947273e-08,8.731626093707963e-08,9.521013360510959e-08,0.22535667963683528
49,tight_plausible,e103_edge_q2s3_amplitude_eeb070c6,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.25,2790,-2.6193981065181227e-05,-1.5553911604286034e-05,-1.52867743774578e-05,-1.5244604917986628e-05,-1.5236683034407074e-05,-2.4321160423750736e-07,2.3925622590727425e-08,6.609508206189998e-08,7.401696564145233e-08,0.2831541218637993
49,near_unit_tail,e103_edge_q2s3_amplitude_eeb070c6,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.25,2354,-2.6193981065181227e-05,-1.5550166100521404e-05,-1.5288124695283972e-05,-1.5253984463943257e-05,-1.5248683446801215e-05,-2.394661004728783e-07,2.2575304764555436e-08,5.671553610527005e-08,6.201655324731224e-08,0.28759558198810536
43,broad_plausible,e103_edge_q2s3_amplitude_bc894c1e,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.25,3452,-2.6191393771801685e-05,-1.5780851462580613e-05,-1.529045688224515e-05,-1.52085971196718e-05,-1.5197289089838453e-05,-4.7015146253208515e-07,2.0243117803376716e-08,1.0210288037672624e-07,1.1341091021007461e-07,0.4130938586326767
43,broad_q2s3,e103_edge_q2s3_amplitude_bc894c1e,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.25,368,-2.6191393771801685e-05,-1.68759745597581e-05,-1.686843771556629e-05,-1.5204342452031327e-05,-1.5192887401856804e-05,-1.5652745597095733e-06,-1.5577377155177616e-06,1.0635754801719929e-07,1.1781259819172348e-07,0.782608695652174
43,broad_not_q2s3,e103_edge_q2s3_amplitude_bc894c1e,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.25,3084,-2.6191393771801685e-05,-1.565017529534283e-05,-1.5285891273193615e-05,-1.5209193449281768e-05,-1.5197943420105514e-05,-3.3947529529430446e-07,2.4808726854911895e-08,1.0150655076675852e-07,1.127565799430126e-07,0.36900129701686124
43,tight_plausible,e103_edge_q2s3_amplitude_bc894c1e,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.25,2790,-2.6191393771801685e-05,-1.5797461914838767e-05,-1.529510983278905e-05,-1.523442622615988e-05,-1.5224315997708052e-05,-4.867619147902425e-07,1.559016725947575e-08,7.627377388864774e-08,8.63840023404753e-08,0.43942652329749105
43,near_unit_tail,e103_edge_q2s3_amplitude_bc894c1e,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.25,2354,-2.6191393771801685e-05,-1.5787323217418e-05,-1.5295251521840792e-05,-1.5246663022806267e-05,-1.5237548645950894e-05,-4.7662321736947176e-07,1.5448478207735446e-08,6.403697724226093e-08,7.315135409763351e-08,0.4468988954970263
50,broad_plausible,e103_edge_q2s3_amplitude_6e600a0d,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.375,3452,-2.6185065555739406e-05,-1.5645442358788034e-05,-1.52637940714516e-05,-1.5163075563970652e-05,-1.5150618700022618e-05,-3.34742358739507e-07,4.690592859692597e-08,1.4762443607787472e-07,1.6008130002590859e-07,0.26506373117033605
50,broad_q2s3,e103_edge_q2s3_amplitude_6e600a0d,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.375,368,-2.6185065555739406e-05,-1.6484136291766325e-05,-1.654808263215274e-05,-1.5152045311454812e-05,-1.5140899360357663e-05,-1.1734362917177972e-06,-1.237382632104212e-06,1.586546885937152e-07,1.6980063969086338e-07,0.5978260869565217
50,broad_not_q2s3,e103_edge_q2s3_amplitude_6e600a0d,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.375,3084,-2.6185065555739406e-05,-1.5545364742920326e-05,-1.5261490285464867e-05,-1.5165333067925968e-05,-1.5152191093682007e-05,-2.3466474287179914e-07,4.920971458365967e-08,1.4536693212255884e-07,1.5850890636651945e-07,0.22535667963683528
50,tight_plausible,e103_edge_q2s3_amplitude_6e600a0d,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.375,2790,-2.6185065555739406e-05,-1.5668887345810216e-05,-1.527086785059765e-05,-1.5200662772107282e-05,-1.5187474164392677e-05,-3.5818734576169015e-07,3.9832149450876134e-08,1.1003722794124563e-07,1.2322583565585087e-07,0.2831541218637993
50,near_unit_tail,e103_edge_q2s3_amplitude_6e600a0d,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.375,2354,-2.6185065555739406e-05,-1.5664003267613063e-05,-1.527305340905745e-05,-1.5216278143239455e-05,-1.5207452838642247e-05,-3.533032675645386e-07,3.764659099107438e-08,9.442185680907199e-08,1.032471614062791e-07,0.28759558198810536
44,broad_plausible,e103_edge_q2s3_amplitude_a7e77c6d,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.375,3452,-2.617719182529399e-05,-1.5993328899832622e-05,-1.5272485795234882e-05,-1.511795398035496e-05,-1.5096607102256192e-05,-6.826288997840957e-07,3.821420481364648e-08,1.927460196935664e-07,2.140928977923358e-07,0.4130938586326767
44,broad_q2s3,e103_edge_q2s3_amplitude_a7e77c6d,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.375,368,-2.617719182529399e-05,-1.7622061645971007e-05,-1.7619212762552424e-05,-1.5109922177042653e-05,-1.5088297759458452e-05,-2.311361645922482e-06,-2.308512762503897e-06,2.007778230058734e-07,2.224022405900754e-07,0.782608695652174
44,broad_not_q2s3,e103_edge_q2s3_amplitude_a7e77c6d,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.375,3084,-2.617719182529399e-05,-1.579897946708978e-05,-1.5263867008292718e-05,-1.5119079709211464e-05,-1.509784232259526e-05,-4.882794670412532e-07,4.6832991755809246e-08,1.9162029083706346e-07,2.128576774532666e-07,0.36900129701686124
44,tight_plausible,e103_edge_q2s3_amplitude_a7e77c6d,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.375,2790,-2.617719182529399e-05,-1.6022330464403695e-05,-1.5281269462197555e-05,-1.5166713206827706e-05,-1.5147627493622803e-05,-7.11630464355168e-07,2.9430537850970177e-08,1.4398679322082114e-07,1.630725064257247e-07,0.43942652329749105
44,near_unit_tail,e103_edge_q2s3_amplitude_a7e77c6d,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.375,2354,-2.617719182529399e-05,-1.6009181511189914e-05,-1.528153693751917e-05,-1.518981337636956e-05,-1.5172607594766134e-05,-6.984815111413879e-07,2.9163062529356332e-08,1.2088662367896747e-07,1.3809240528239335e-07,0.4468988954970263
51,broad_plausible,e103_edge_q2s3_amplitude_c11a1409,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.5,3452,-2.617467694876474e-05,-1.574624751654141e-05,-1.5241967751840255e-05,-1.5094382794833046e-05,-1.507612948889934e-05,-4.355475164928821e-07,6.873224820827265e-08,2.163172052154817e-07,2.3457051114918642e-07,0.264774044032445
51,broad_q2s3,e103_edge_q2s3_amplitude_c11a1409,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.5,368,-2.617467694876474e-05,-1.6857802430691803e-05,-1.6940223802368223e-05,-1.5078219932772776e-05,-1.506188753517791e-05,-1.5471024306432755e-06,-1.6295238023196956e-06,2.3248006727575058e-07,2.4881246487061726e-07,0.5978260869565217
51,broad_not_q2s3,e103_edge_q2s3_amplitude_c11a1409,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.5,3084,-2.617467694876474e-05,-1.5613610613685592e-05,-1.5238591965559032e-05,-1.509769076307544e-05,-1.50784335505502e-05,-3.029106136370635e-07,7.210803448949509e-08,2.1300923697308782e-07,2.3226644949832712e-07,0.22503242542153049
51,tight_plausible,e103_edge_q2s3_amplitude_c11a1409,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.5,2790,-2.617467694876474e-05,-1.5779444621939868e-05,-1.525230472829219e-05,-1.5149460125063588e-05,-1.5130134579528439e-05,-4.687446218913399e-07,5.839527175633736e-08,1.612398749849394e-07,1.8056542052008756e-07,0.28279569892473116
51,near_unit_tail,e103_edge_q2s3_amplitude_c11a1409,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.5,2354,-2.617467694876474e-05,-1.5773911247808455e-05,-1.5255535654866644e-05,-1.5172341658307365e-05,-1.5159409753018814e-05,-4.6321124775992747e-07,5.5164345181883025e-08,1.3835834174116145e-07,1.5129024702971232e-07,0.28717077315208156
45,broad_plausible,e103_edge_q2s3_amplitude_accb1569,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.5,3452,-2.6159173575623917e-05,-1.619188326766785e-05,-1.5249587345741746e-05,-1.5002953496850492e-05,-1.4968870162213975e-05,-8.811832676193245e-07,6.111265430678145e-08,3.0774650319803557e-07,3.418298378345523e-07,0.4130938586326767
45,broad_q2s3,e103_edge_q2s3_amplitude_accb1569,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.5,368,-2.6159173575623917e-05,-1.8345598158583626e-05,-1.8355526516234755e-05,-1.4990129577645054e-05,-1.4955603111677905e-05,-3.034898158535099e-06,-3.044826516186228e-06,3.2057042240347394e-07,3.55096888370622e-07,0.782608695652174
45,broad_not_q2s3,e103_edge_q2s3_amplitude_accb1569,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.5,3084,-2.6159173575623917e-05,-1.5934890051112402e-05,-1.5235924451012342e-05,-1.5004750883482507e-05,-1.4970842367609511e-05,-6.241900510638754e-07,7.477554903618507e-08,3.0594911656601995e-07,3.3985763243901587e-07,0.36900129701686124
45,tight_plausible,e103_edge_q2s3_amplitude_accb1569,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.5,2790,-2.6159173575623917e-05,-1.6235789447071943e-05,-1.526339821104965e-05,-1.5080804554265198e-05,-1.5050331491790707e-05,-9.25089447023414e-07,4.730178899887428e-08,2.298954457833282e-07,2.603685082578193e-07,0.43942652329749105
45,near_unit_tail,e103_edge_q2s3_amplitude_accb1569,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.5,2354,-2.6159173575623917e-05,-1.6220897657464427e-05,-1.5264089026819338e-05,-1.5117687268684482e-05,-1.509021578506246e-05,-9.101976574159019e-07,4.6610973229188905e-08,1.9301273136404416e-07,2.2048421498606783e-07,0.4468988954970263
52,broad_plausible,e103_edge_q2s3_amplitude_e6b2c4be,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.75,3452,-2.614954439184025e-05,-1.593192627888729e-05,-1.5188954681574958e-05,-1.4928198345381664e-05,-1.489592204208943e-05,-6.212262788387612e-07,1.217453184735688e-07,3.8250165466686285e-07,4.147779579590971e-07,0.2644843568945539
52,broad_q2s3,e103_edge_q2s3_amplitude_e6b2c4be,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.75,368,-2.614954439184025e-05,-1.7579284684464284e-05,-1.7694452656829768e-05,-1.4899618457452418e-05,-1.487073878935659e-05,-2.268584684415757e-06,-2.3837526567812407e-06,4.110815425961088e-07,4.39961210691936e-07,0.595108695652174
52,broad_not_q2s3,e103_edge_q2s3_amplitude_e6b2c4be,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.75,3084,-2.614954439184025e-05,-1.5735354329064873e-05,-1.5183149235501134e-05,-1.4934047641210712e-05,-1.4899996185859127e-05,-4.2465432901634404e-07,1.2755076454739331e-07,3.766523588378158e-07,4.1070381418940007e-07,0.22503242542153049
52,tight_plausible,e103_edge_q2s3_amplitude_e6b2c4be,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.75,2790,-2.614954439184025e-05,-1.5987490638311583e-05,-1.5207442896438659e-05,-1.5025588517960935e-05,-1.4991416233157156e-05,-6.767906382630564e-07,1.0325710360986823e-07,2.851114820875928e-07,3.1928376689137167e-07,0.2824372759856631
52,near_unit_tail,e103_edge_q2s3_amplitude_e6b2c4be,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,0.75,2354,-2.614954439184025e-05,-1.598210540613791e-05,-1.521315596378165e-05,-1.5066048657589293e-05,-1.5043181890399333e-05,-6.714054060893848e-07,9.754403626687678e-08,2.4465134245923486e-07,2.675181096491946e-07,0.28717077315208156
53,broad_plausible,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,1.0,3452,-2.6116027647127282e-05,-1.6087140573942037e-05,-1.5118414838180791e-05,-1.470657498313235e-05,-1.4655597629087945e-05,-7.764405738935086e-07,1.9228516186773581e-07,6.041250169161787e-07,6.551023709605824e-07,0.2644843568945539
53,broad_q2s3,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,1.0,368,-2.6116027647127282e-05,-1.825164222653863e-05,-1.8391726392089755e-05,-1.4661435765907878e-05,-1.4615823074447582e-05,-2.9409422264901044e-06,-3.0810263920412283e-06,6.492642341406496e-07,6.948769256009453e-07,0.595108695652174
53,broad_not_q2s3,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,1.0,3084,-2.6116027647127282e-05,-1.5828860221103013e-05,-1.5109245687760633e-05,-1.4715813390073744e-05,-1.4662032352032985e-05,-5.181602210544854e-07,2.0145431228789376e-07,5.948866099747836e-07,6.486676480155426e-07,0.22503242542153049
53,tight_plausible,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,1.0,2790,-2.6116027647127282e-05,-1.617058853111337e-05,-1.5147615216743806e-05,-1.4860393506370214e-05,-1.4806421629691195e-05,-8.598885310648422e-07,1.6308478330472067e-07,4.503064936783131e-07,5.042783703573318e-07,0.2824372759856631
53,near_unit_tail,e103_edge_q2s3_amplitude_061cd272,edge_q2s3_amplitude,mixmin,active_q2_edge,Q2,1.0,2354,-2.6116027647127282e-05,-1.6168130631106428e-05,-1.5156638463736677e-05,-1.492429645225075e-05,-1.488818056635358e-05,-8.574306310579003e-07,1.540615363118506e-07,3.864035477977778e-07,4.2251943369494745e-07,0.28717077315208156
46,broad_plausible,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.75,3452,-2.6111759492408737e-05,-1.6547478685162366e-05,-1.5189493161606666e-05,-1.4700335729058974e-05,-1.4632737074055383e-05,-1.2367786851138396e-06,1.212068384418609e-07,6.103642709895537e-07,6.779629259931444e-07,0.41280417149478565
46,broad_q2s3,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.75,368,-2.6111759492408737e-05,-1.972542725663297e-05,-1.980072878428661e-05,-1.467490160709276e-05,-1.4606424074463958e-05,-4.4147272565844435e-06,-4.4900287842380845e-06,6.35798392955767e-07,7.042759255845698e-07,0.782608695652174
46,broad_not_q2s3,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.75,3084,-2.6111759492408737e-05,-1.6168268220084162e-05,-1.5162325940826851e-05,-1.4703900548057784e-05,-1.4636648617146573e-05,-8.575682200356351e-07,1.483740592216763e-07,6.067994519907436e-07,6.740513829019541e-07,0.36867704280155644
46,tight_plausible,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.75,2790,-2.6111759492408737e-05,-1.6628687582174493e-05,-1.521688472787239e-05,-1.4854740420618021e-05,-1.4794302143111302e-05,-1.3179875821259678e-06,9.381527217613646e-08,4.5595957943050537e-07,5.163978569372253e-07,0.4390681003584229
46,near_unit_tail,e103_edge_q2s3_amplitude_b7919db8,edge_q2s3_amplitude,mixmin,active_q2_all,Q2,0.75,2354,-2.6111759492408737e-05,-1.661408882355358e-05,-1.5218254846652893e-05,-1.492789118225064e-05,-1.4873406039772478e-05,-1.3033888235050528e-06,9.244515339563464e-08,3.82808817797888e-07,4.37293960276049e-07,0.4464740866610025
54,broad_plausible,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,mixmin,edge_topgap10,S3,0.125,3452,-2.6078000903151377e-05,-1.5891740786122745e-05,-1.5219672256651936e-05,-1.4617454608308779e-05,-1.4463274870454321e-05,-5.810407860742174e-07,9.1027743396591e-08,6.932453917397479e-07,8.474251295942063e-07,0.44640787949015065
54,broad_q2s3,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,mixmin,edge_topgap10,S3,0.125,368,-2.6078000903151377e-05,-1.6694706498456468e-05,-1.5999874389589756e-05,-1.4548713691929594e-05,-1.4392140218736221e-05,-1.3840064984079428e-06,-6.891743895412289e-07,7.619863081189331e-07,9.185597813123061e-07,0.6630434782608695
54,broad_not_q2s3,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,mixmin,edge_topgap10,S3,0.125,3084,-2.6078000903151377e-05,-1.5795926459877996e-05,-1.520081456648234e-05,-1.4637652114732318e-05,-1.4478182548752355e-05,-4.852264598294667e-07,1.0988543356618603e-07,6.730478853162092e-07,8.325174512961723e-07,0.42055771725032426
54,tight_plausible,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,mixmin,edge_topgap10,S3,0.125,2790,-2.6078000903151377e-05,-1.5800866322048994e-05,-1.5201732075131302e-05,-1.4749151986334184e-05,-1.4648821187078983e-05,-4.901663220004664e-07,1.0896792491722428e-07,5.615480137143427e-07,6.618788129695441e-07,0.4283154121863799
54,near_unit_tail,e103_edge_q2s3_amplitude_df1cc342,edge_q2s3_amplitude,mixmin,edge_topgap10,S3,0.125,2354,-2.6078000903151377e-05,-1.574143062173152e-05,-1.5185560056183604e-05,-1.4813371772852972e-05,-1.474527681352391e-05,-4.3073062168299657e-07,1.2513994386492358e-07,4.973282271955561e-07,5.654231865246163e-07,0.41206457094307564
60,broad_plausible,e103_edge_q2s3_amplitude_8304955e,edge_q2s3_amplitude,mixmin,active_topgap10,S3,0.125,3452,-2.606046876230117e-05,-1.6742790960574557e-05,-1.567533146821859e-05,-1.4707603637378833e-05,-1.449187340094575e-05,-1.4320909605260287e-06,-3.6463146817006313e-07,6.030963626696947e-07,8.188265991027769e-07,0.5646002317497103
