scenario,candidate,role,file,direction,solver_success,status,message,mip_gap,mip_dual_bound,mip_node_count,elapsed_sec,time_limit,has_incumbent,fit_slack_budget,world_id,delta_vs_e95,slack_sum,sum_abs_residual,max_abs_residual,mean_abs_residual,frontier_scale_fit,positive_cell_count,better_than_e95
global_t010_subject_t020,e176,visible_body_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.020375728607178,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e176,visible_body_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.016236066818237,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.018728256225586,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.015845060348511,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.01787805557251,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.017056941986084,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.011712074279785,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.011974096298218,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.011445045471191,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t020,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.018910884857178,6.0,False,0.00020736442958100264,,,,,,,,,
global_t010_subject_t010,e176,visible_body_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,min,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.011509987791852944,-0.00023747953625959887,631,6.011897087097168,6.0,True,0.0004943567367879671,bec726712406,-0.0003864811142028061,0.00043606405785062414,0.0004365568246949003,8.636539811812671e-05,3.6379735391241695e-05,True,1094.0,True
global_t010_subject_t010,e176,visible_body_q2_underopen,submission_e176_abl_q2_to0p75_91e49725.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.017125129699707,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.018267869949341,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e174,max_edge_broad_reopen,submission_e174_ro_fc_top75_to1p0_95638e73.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.026250123977661,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,min,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.008562862417215097,-0.0002444459237235412,607,6.00815486907959,6.0,True,0.0004943567367879671,6018d7d5acdb,-0.0003566073982288775,0.0004943667367879631,0.0004805757234773722,8.230280453169758e-05,4.0047976956447684e-05,True,1090.0,True
global_t010_subject_t010,e172,visible_tail_repair,submission_e172_vis_pos_all_keep0p25_d90f4407.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.019392967224121,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,min,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.009079217910767,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e154,repaired_all_four_branch,submission_e154_s3repair_9f2e2e73.csv,max,False,1,Time limit reached. (HiGHS Status 13: model_status is Time limit reached; primal_status is None),,,-1,6.020120859146118,6.0,False,0.0004943567367879671,,,,,,,,,
global_t010_subject_t010,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,min,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,-0.0009159999999999982,1263,4.503728866577148,6.0,True,0.0004943567367879671,62237cf42e93,-0.000983673768996757,0.00033170625637210516,0.0003317062563731321,6.442862633060376e-05,2.7642188031094344e-05,True,1006.0,True
global_t010_subject_t010,e144,active_boundary_branch,submission_e144_activeboundary_d7b4b331.csv,max,False,1,Time limit reached. (HiGHS Status 13: Time limit reached),0.012944983818769601,-0.0008942857142857132,1876,6.022393226623535,6.0,True,0.0004943567367879671,f8f403eb7f26,0.0008151833738603838,0.0004943667367879673,0.0004848709149023467,7.61107380007342e-05,4.0405909575195555e-05,True,955.0,False
