basename,source_path,parent_basename,recipe,policy,group_key,base_variant,source_count,source_basenames,selected_mode_mix,weight,oracle_control,parent_fresh_null_strict_rate,parent_fresh_actual_p90,parent_fresh_worst_mode_p90_dominance,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,signed_delta_sum,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,ref_null_reps,ref_null_abs_mean,ref_centered_abs_mean,ref_unique75_cells,ref_unique90_cells
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_6cfdbb19.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_6cfdbb19.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.5,False,0.1363636363636363,-0.0010768453906677,0.8,99,128,0.00864614322439127,0.17595125020729382,15.13075064268472,-1.4363135673792524,0.21160042487023856,0.7883995751297613,3.201673264597722,0.0,0.0,4.734215137012202,0.0,7.194862241074796,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_2b62d4a0.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_2b62d4a0.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.75,False,0.1363636363636363,-0.0010768453906677,0.8,99,128,0.012969214836586904,0.2639268753109407,22.696125964027075,-2.1544703510688774,0.21160042487023858,0.7883995751297614,4.8025098968965825,0.0,0.0,7.101322705518302,0.0,10.792293361612193,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_b43c71af.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_b43c71af.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.0,False,0.1363636363636363,-0.0010768453906677,0.8,99,128,0.017291100376014567,0.35,30.259425658025492,-2.8747027621024532,0.21161493947579701,0.7883850605242029,6.403346529195444,0.0,0.0,9.466354646680456,0.0,14.389724482149592,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_67181f1e.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_67181f1e.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.25,False,0.1363636363636363,-0.0010768453906677,0.8,99,128,0.021270870042367815,0.35,37.22402257414368,-3.927572241779757,0.21415394368574656,0.7858460563142535,7.971671234100125,0.0,0.0,11.657943308350566,0.0,17.594408031692993,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_807c4c77.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_807c4c77.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.5,False,0.1363636363636363,-0.0010768453906677,0.8,99,128,0.023734537063350956,0.35,41.53543986086417,-5.127454946262395,0.21624507484908512,0.7837549251509148,8.981834301602246,0.0,0.0,13.510520416664225,0.0,19.0430851425977,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_561e37b1.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_561e37b1.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.5,False,0.1363636363636363,-0.0010768453906677,0.8,249,643,0.010496433138111898,0.17595125020729382,18.368757991695837,-1.707173563564693,0.2222718329071554,0.7777281670928444,4.082857507042193,0.0,2.77555756156289e-16,5.611932683693346,0.0,8.673967800960297,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_951e0dd5.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_951e0dd5.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.75,False,0.1363636363636363,-0.0010768453906677,0.8,249,643,0.01574464970716785,0.2639268753109407,27.55313698754375,-2.5607603453470382,0.22227183290715546,0.7777281670928444,6.124286260563289,0.0,4.163336342344337e-16,8.417899025540015,0.0,13.010951701440444,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_a363e689.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_a363e689.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.0,False,0.1363636363636363,-0.0010768453906677,0.8,249,643,0.02099168020345583,0.35,36.73544035604772,-3.4164227544733343,0.22228439171929165,0.7777156082807084,8.165715014084386,0.0,5.55111512312578e-16,11.221789740042743,0.0,17.347935601920593,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_dac1b13b.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_dac1b13b.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.25,False,0.1363636363636363,-0.0010768453906677,0.8,249,643,0.02589659482666939,0.35,45.31904094667145,-4.604722232243354,0.22451119060935468,0.7754888093906455,10.174631840211303,0.0,6.93889390390723e-16,13.852237175053423,0.0,21.292171931406727,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_94199bf8.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__kal_94199bf8.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.50,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.5,False,0.1363636363636363,-0.0010768453906677,0.8,249,643,0.029285406804512852,0.35,51.24946190789751,-5.940034934818712,0.22683920174280295,0.773160798257197,11.62538702893566,0.0,8.326672684688674e-16,16.14367305670765,0.0,23.4804018222542,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_185b4749.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_185b4749.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.5,False,0.1363636363636363,-0.0010768453906677,0.8,30,32,0.0025038881688833913,0.17642687531094076,4.381804295545934,2.209657813612392,0.17436488657685137,0.8256351134231487,0.764032808994827,0.0,0.0,0.7370621682486462,0.0,2.8807093183024612,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_4eeadb1a.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_4eeadb1a.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.75,False,0.1363636363636363,-0.0010768453906677,0.8,30,32,0.0037558322533250868,0.2646403129664111,6.572706443318902,3.3144867204185884,0.17436488657685137,0.8256351134231487,1.1460492134922404,0.0,0.0,1.1055932523729692,0.0,4.321063977453692,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_0c634223.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_0c634223.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.0,False,0.1363636363636363,-0.0010768453906677,0.8,30,32,0.005005997228614827,0.35,8.760495150075945,4.416202186208861,0.17442685508209055,0.8255731449179095,1.528065617989654,0.0,0.0,1.4710108954813692,0.0,5.7614186366049225,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_60606690.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_60606690.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.25,False,0.1363636363636363,-0.0010768453906677,0.8,30,32,0.006015574692626205,0.35,10.527255712095858,5.267545520301053,0.1814415907359765,0.8185584092640236,1.9100820224870674,0.0,0.0,1.6637636193517118,0.0,6.953410070257078,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_59412ccf.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k32_59412ccf.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.5,False,0.1363636363636363,-0.0010768453906677,0.8,30,32,0.0063999999999999994,0.35,11.199999999999998,5.6,0.18750000000000006,0.8125,2.1,0.0,0.0,1.75,0.0,7.349999999999997,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_fb55dfce.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_fb55dfce.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.5,False,0.1363636363636363,-0.0010768453906677,0.8,53,64,0.004527390082721612,0.17642687531094076,7.9229326447628186,1.1232012641800917,0.20913263711305408,0.790867362886946,1.6569437976683523,0.0,0.0,1.4032123427659158,0.0,4.862776504328551,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_96ebd665.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_96ebd665.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.75,False,0.1363636363636363,-0.0010768453906677,0.8,53,64,0.006791085124082417,0.2646403129664111,11.884398967144229,1.6848018962701374,0.20913263711305405,0.7908673628869459,2.4854156965025282,0.0,0.0,2.1048185141488736,0.0,7.294164756492826,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_d900b759.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_d900b759.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.0,False,0.1363636363636363,-0.0010768453906677,0.8,53,64,0.009053001056291267,0.35,15.842751848509714,2.2432890873442606,0.20917373616809085,0.7908262638319092,3.3138875953367046,0.0,0.0,2.8033112445159087,0.0,9.725553008657101,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_b9ba181d.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_b9ba181d.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.25,False,0.1363636363636363,-0.0010768453906677,0.8,53,64,0.011074329477221754,0.35,19.38007658513807,2.5514041467203024,0.21374319528476565,0.7862568047152343,4.142359494170881,0.0,0.0,3.3291390556448857,0.0,11.908578035322302,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_2d2138a9.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k64_2d2138a9.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,1.5,False,0.1363636363636363,-0.0010768453906677,0.8,53,64,0.012453103946519219,0.35,21.792931906408626,2.3460044813759335,0.2187679971186319,0.7812320028813682,4.767596064507743,0.0,0.0,3.748450523551809,0.0,13.276885318349073,0.0,8,0.021469389059860948,0.020516343492586648,51,19
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_95579869.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_95579869.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,null_common_residual,human_regime_only,human_regime_only__recipe_family_consensus,meanresid_l0.75,18,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,,0.5,False,0.1363636363636363,-0.0010768453906677,0.8,100,128,0.0076691701054892,0.17642687531094076,13.421047684606098,-0.40854883628144356,0.20682215939028825,0.7931778406097119,2.7757700634102616,0.0,0.0,4.020963782940536,0.0,6.6243138382553015,0.0,8,0.021469389059860948,0.020516343492586648,51,19
