target,view_id,split,mode,rep,null_delta
Q1,raw_day,subject,subject,0,-0.004233309780431238
Q1,raw_day,subject,subject,1,0.022490020375456887
Q1,raw_day,subject,subject,2,-0.001315460687336678
Q1,raw_day,subject,subject,3,0.0005650154964648157
Q1,raw_day,subject,subject,4,-0.0014650684238413092
Q1,raw_day,subject,subject,5,-2.3838078672011598e-05
Q1,raw_day,subject,subject,6,0.007241510007160001
Q1,raw_day,subject,subject,7,0.007761350904523345
Q1,raw_day,subject,dateblock,0,0.0027240981975216183
Q1,raw_day,subject,dateblock,1,7.447357039525038e-05
Q1,raw_day,subject,dateblock,2,0.008834144928751342
Q1,raw_day,subject,dateblock,3,0.005507219841992206
Q1,raw_day,subject,dateblock,4,0.004664856704696185
Q1,raw_day,subject,dateblock,5,0.016066240531406928
Q1,raw_day,subject,dateblock,6,0.01222101246272711
Q1,raw_day,subject,dateblock,7,0.008551000388782315
Q1,family_story,subject,row,0,0.0011232832171587104
Q1,family_story,subject,row,1,0.0007729094590843699
Q1,family_story,subject,row,2,0.0007950469149833328
Q1,family_story,subject,row,3,0.005794159425094536
Q1,family_story,subject,row,4,0.001714530682064841
Q1,family_story,subject,row,5,0.0014337569194661226
Q1,family_story,subject,row,6,0.004205398684953177
Q1,family_story,subject,row,7,0.0005858109269252232
Q1,family_story,subject,subject,0,0.0012908933441960757
Q1,family_story,subject,subject,1,0.0061633558612093076
Q1,family_story,subject,subject,2,0.005659034451502842
Q1,family_story,subject,subject,3,0.00209137579536145
Q1,family_story,subject,subject,4,0.002550946385139752
Q1,family_story,subject,subject,5,0.009558108346063077
Q1,family_story,subject,subject,6,0.001391283307547675
Q1,family_story,subject,subject,7,0.0009102722735800928
Q1,family_story,subject,dateblock,0,0.0021147648310776423
Q1,family_story,subject,dateblock,1,0.0009984061149944656
Q1,family_story,subject,dateblock,2,0.008672397315737324
Q1,family_story,subject,dateblock,3,0.0012640393770858571
Q1,family_story,subject,dateblock,4,0.0011590639016029192
Q1,family_story,subject,dateblock,5,0.003344747972774509
Q1,family_story,subject,dateblock,6,0.008384759904441652
Q1,family_story,subject,dateblock,7,0.00865463940066713
Q1,family_jepa_story,subject,row,0,-0.0030829760728975364
Q1,family_jepa_story,subject,row,1,0.0018606442855640948
Q1,family_jepa_story,subject,row,2,-0.004855735410703055
Q1,family_jepa_story,subject,row,3,-0.011237062876524484
Q1,family_jepa_story,subject,row,4,0.00022259123791057434
Q1,family_jepa_story,subject,row,5,0.006423984492602508
Q1,family_jepa_story,subject,row,6,-0.0010281625493071544
Q1,family_jepa_story,subject,row,7,0.002114900494892935
Q1,family_jepa_story,subject,subject,0,0.00030272631980032827
Q1,family_jepa_story,subject,subject,1,-0.0011045449146619424
Q1,family_jepa_story,subject,subject,2,0.00150822360611913
Q1,family_jepa_story,subject,subject,3,0.0017368986491196337
Q1,family_jepa_story,subject,subject,4,0.002052536266660021
Q1,family_jepa_story,subject,subject,5,0.001283857108573927
Q1,family_jepa_story,subject,subject,6,-0.0022734854117879566
Q1,family_jepa_story,subject,subject,7,0.009492874515271144
Q1,family_jepa_story,subject,dateblock,0,0.0027160013250944193
Q1,family_jepa_story,subject,dateblock,1,0.0038883412205867884
Q1,family_jepa_story,subject,dateblock,2,0.0020025456754938498
Q1,family_jepa_story,subject,dateblock,3,0.00957292562064227
Q1,family_jepa_story,subject,dateblock,4,0.001667711074383127
Q1,family_jepa_story,subject,dateblock,5,0.0017549266260056262
Q1,family_jepa_story,subject,dateblock,6,0.0019738731408047716
Q1,family_jepa_story,subject,dateblock,7,0.00046029962512295075
Q2,family,subject,row,0,-0.0010179604251285834
Q2,family,subject,row,1,0.0034924375952370967
Q2,family,subject,row,2,-0.0010750382730095875
Q2,family,subject,row,3,0.000491391582737255
Q2,family,subject,row,4,0.0029831828681189387
Q2,family,subject,row,5,0.0076901726786337
Q2,family,subject,row,6,0.0003157331755853088
Q2,family,subject,row,7,-2.3298217109002373e-05
Q2,family,subject,subject,0,-0.004059537530697432
Q2,family,subject,subject,1,7.08434156220239e-05
Q2,family,subject,subject,2,0.022173603467383507
Q2,family,subject,subject,3,0.007229995093336772
Q2,family,subject,subject,4,0.004682814457661388
Q2,family,subject,subject,5,0.00045669809821857754
Q2,family,subject,subject,6,0.008660550648219245
Q2,family,subject,subject,7,0.014312234887254749
Q2,family,subject,dateblock,0,0.0029128125173477626
Q2,family,subject,dateblock,1,9.597830632934734e-05
Q2,family,subject,dateblock,2,-0.016337430555411037
Q2,family,subject,dateblock,3,-0.006926896619990797
Q2,family,subject,dateblock,4,-0.004889774980265882
Q2,family,subject,dateblock,5,-0.003621586239829
Q2,family,subject,dateblock,6,0.002188672688178017
Q2,family,subject,dateblock,7,-0.0034597298534926324
Q2,jepa_resid,subject,row,0,0.0017647868051365867
Q2,jepa_resid,subject,row,1,0.0025846439199617155
Q2,jepa_resid,subject,row,2,0.0029016630142635336
Q2,jepa_resid,subject,row,3,-0.0002697867979790658
Q2,jepa_resid,subject,row,4,0.008688270637110529
Q2,jepa_resid,subject,row,5,0.004599011604041303
Q2,jepa_resid,subject,row,6,0.0029083113532147875
Q2,jepa_resid,subject,row,7,0.002894724803959692
Q2,jepa_resid,subject,subject,0,0.001936025431605759
Q2,jepa_resid,subject,subject,1,0.011753868793557776
Q2,jepa_resid,subject,subject,2,0.01103109850758055
Q2,jepa_resid,subject,subject,3,0.013594082896887572
Q2,jepa_resid,subject,subject,4,0.0038528266086230722
Q2,jepa_resid,subject,subject,5,0.005381737883900506
Q2,jepa_resid,subject,subject,6,0.005796157831205462
Q2,jepa_resid,subject,subject,7,0.0032089373433522583
Q2,jepa_resid,subject,dateblock,0,-0.011119487132917993
Q2,jepa_resid,subject,dateblock,1,-0.0015593946126222225
Q2,jepa_resid,subject,dateblock,2,-0.00039545325198686587
Q2,jepa_resid,subject,dateblock,3,-0.021406624239166838
Q2,jepa_resid,subject,dateblock,4,-0.021326124122008405
Q2,jepa_resid,subject,dateblock,5,0.01599722784033286
Q2,jepa_resid,subject,dateblock,6,-0.004091195692122573
Q2,jepa_resid,subject,dateblock,7,-0.013893269886986137
Q2,story_bundle,subject,row,0,0.0014277135096418814
Q2,story_bundle,subject,row,1,0.0009604040019211002
Q2,story_bundle,subject,row,2,-0.0011460709567540084
Q2,story_bundle,subject,row,3,0.0018150472117581806
Q2,story_bundle,subject,row,4,0.002562481093818514
Q2,story_bundle,subject,row,5,0.0008231924402801738
Q2,story_bundle,subject,row,6,0.001690533312092346
Q2,story_bundle,subject,row,7,0.0012048586082551438
Q2,story_bundle,subject,subject,0,0.0010964617333933946
Q2,story_bundle,subject,subject,1,0.0031939992863863065
Q2,story_bundle,subject,subject,2,-0.0062540726896543886
Q2,story_bundle,subject,subject,3,0.0042405996686707415
Q2,story_bundle,subject,subject,4,-0.005684211101392611
Q2,story_bundle,subject,subject,5,-0.0003571790137958386
Q2,story_bundle,subject,subject,6,0.00132175879381069
Q2,story_bundle,subject,subject,7,0.0029983173510290673
Q2,story_bundle,subject,dateblock,0,0.00501282318817875
Q2,story_bundle,subject,dateblock,1,0.004526751232102555
Q2,story_bundle,subject,dateblock,2,0.004119694696081422
Q2,story_bundle,subject,dateblock,3,0.0033239071619453053
Q2,story_bundle,subject,dateblock,4,0.002209693474083063
Q2,story_bundle,subject,dateblock,5,0.0005444643629537449
Q2,story_bundle,subject,dateblock,6,0.0011953906820170168
Q2,story_bundle,subject,dateblock,7,0.004651797974017158
Q2,raw_day,subject,row,0,0.003725776337395681
Q2,raw_day,subject,row,1,0.0013543895852455856
Q2,raw_day,subject,row,2,0.0036556919141177424
Q2,raw_day,subject,row,3,0.0031678401082396723
Q2,raw_day,subject,row,4,0.0012916759297925129
Q2,raw_day,subject,row,5,-0.0017333362491522841
Q2,raw_day,subject,row,6,0.002616906195598623
Q2,raw_day,subject,row,7,0.0031237337796895526
Q2,raw_day,subject,subject,0,0.001147330500417043
Q2,raw_day,subject,subject,1,0.003527898171096555
Q2,raw_day,subject,subject,2,0.004915061941324739
Q2,raw_day,subject,subject,3,0.0024861650807478375
Q2,raw_day,subject,subject,4,0.0016711954711527977
Q2,raw_day,subject,subject,5,9.604260576900892e-05
Q2,raw_day,subject,subject,6,0.001846495099074863
Q2,raw_day,subject,subject,7,0.0025670722817494607
Q2,raw_day,subject,dateblock,0,-0.0013398283639310948
Q2,raw_day,subject,dateblock,1,0.008849598840739548
Q2,raw_day,subject,dateblock,2,0.001246118037699695
Q2,raw_day,subject,dateblock,3,0.002359472455466194
Q2,raw_day,subject,dateblock,4,-0.0026407119666490564
Q2,raw_day,subject,dateblock,5,-0.0027530788687374352
Q2,raw_day,subject,dateblock,6,0.004100027431595987
Q2,raw_day,subject,dateblock,7,0.0026562565463749133
Q2,family_story,subject,row,0,-0.0013299880269257436
Q2,family_story,subject,row,1,0.0013690464139641811
Q2,family_story,subject,row,2,0.00214053260640501
Q2,family_story,subject,row,3,0.0015819177273755924
Q2,family_story,subject,row,4,0.0025045981236677672
Q2,family_story,subject,row,5,0.008386047076759495
Q2,family_story,subject,row,6,0.0032922259923551245
Q2,family_story,subject,row,7,0.0036233606083049263
Q2,family_story,subject,subject,0,0.0030235420849762384
Q2,family_story,subject,subject,1,0.0003688309543474766
Q2,family_story,subject,subject,2,0.0028360127579509786
Q2,family_story,subject,subject,3,0.004391200419902597
Q2,family_story,subject,subject,4,0.010753357989520929
Q2,family_story,subject,subject,5,0.009067161620345043
Q2,family_story,subject,subject,6,0.0028601597230984988
Q2,family_story,subject,subject,7,0.0010431271364694794
Q2,family_story,subject,dateblock,0,0.0009409946882902309
Q2,family_story,subject,dateblock,1,0.003991896438086728
Q2,family_story,subject,dateblock,2,0.00509368174631597
Q2,family_story,subject,dateblock,3,0.0035383813105872575
Q2,family_story,subject,dateblock,4,0.004039565954364277
Q2,family_story,subject,dateblock,5,5.9947373964308603e-05
Q2,family_story,subject,dateblock,6,0.007152087621184355
Q2,family_story,subject,dateblock,7,0.003335043840834273
Q2,family_jepa_story,subject,row,0,0.00393475372110319
Q2,family_jepa_story,subject,row,1,0.0001244758841328908
Q2,family_jepa_story,subject,row,2,0.001492288429244648
Q2,family_jepa_story,subject,row,3,0.002631250483909997
Q2,family_jepa_story,subject,row,4,0.005319634111184968
Q2,family_jepa_story,subject,row,5,0.002864947176833832
Q2,family_jepa_story,subject,row,6,0.004114158576544957
Q2,family_jepa_story,subject,row,7,8.315880620890503e-05
Q2,family_jepa_story,subject,subject,0,0.0026745604105086196
Q2,family_jepa_story,subject,subject,1,0.00019425198763856066
Q2,family_jepa_story,subject,subject,2,0.001376065684633887
Q2,family_jepa_story,subject,subject,3,0.0007102523336799393
Q2,family_jepa_story,subject,subject,4,0.012167326800381129
Q2,family_jepa_story,subject,subject,5,0.004691394065323484
Q2,family_jepa_story,subject,subject,6,0.007680827053712647
Q2,family_jepa_story,subject,subject,7,0.00016863249889442766
Q2,family_jepa_story,subject,dateblock,0,0.003841019861403727
Q2,family_jepa_story,subject,dateblock,1,-0.0010048467635475067
Q2,family_jepa_story,subject,dateblock,2,-0.003292438055710223
Q2,family_jepa_story,subject,dateblock,3,8.357658065738516e-05
Q2,family_jepa_story,subject,dateblock,4,-0.0034306333683198353
Q2,family_jepa_story,subject,dateblock,5,-0.0005228934431680266
Q2,family_jepa_story,subject,dateblock,6,-0.0006812063324915796
Q2,family_jepa_story,subject,dateblock,7,0.00383921048946001
Q3,family,subject,row,0,0.0017813213263879746
Q3,family,subject,row,1,0.001591414280344039
Q3,family,subject,row,2,0.0031764131504046222
Q3,family,subject,row,3,0.0003865581520803296
Q3,family,subject,row,4,0.00040422241728932384
Q3,family,subject,row,5,0.004845740072990656
Q3,family,subject,row,6,0.002427200923679429
Q3,family,subject,row,7,0.002928061687362371
Q3,family,subject,subject,0,0.002121048404065795
Q3,family,subject,subject,1,0.0033014122634664744
Q3,family,subject,subject,2,-0.0007547297103789319
Q3,family,subject,subject,3,0.0006105760100021396
Q3,family,subject,subject,4,-7.061829397136954e-06
Q3,family,subject,subject,5,0.005566962311177703
Q3,family,subject,subject,6,0.003554139458472272
Q3,family,subject,subject,7,0.004489271039791021
Q3,family,subject,dateblock,0,0.008618516712651347
Q3,family,subject,dateblock,1,0.003731091125189212
Q3,family,subject,dateblock,2,-0.0028659204870900012
Q3,family,subject,dateblock,3,0.010760630557676065
Q3,family,subject,dateblock,4,0.003206391139265019
Q3,family,subject,dateblock,5,0.014653684250322985
Q3,family,subject,dateblock,6,0.01569464486150096
Q3,family,subject,dateblock,7,0.006461107007165068
Q3,jepa_resid,subject,row,0,0.0018690063976267712
Q3,jepa_resid,subject,row,1,0.00412791594120443
Q3,jepa_resid,subject,row,2,0.0025967495095893245
Q3,jepa_resid,subject,row,3,3.1183887302499436e-05
Q3,jepa_resid,subject,row,4,0.005256581820416328
Q3,jepa_resid,subject,row,5,0.0026298853280656287
Q3,jepa_resid,subject,row,6,0.009278880775353993
Q3,jepa_resid,subject,row,7,0.006977578639329796
Q3,jepa_resid,subject,subject,0,-0.0019340231709140676
Q3,jepa_resid,subject,subject,1,0.0033773675119030955
Q3,jepa_resid,subject,subject,2,0.010163611433924635
Q3,jepa_resid,subject,subject,3,-0.0029671236555435243
Q3,jepa_resid,subject,subject,4,0.007654535629110226
Q3,jepa_resid,subject,subject,5,0.005040814457773046
Q3,jepa_resid,subject,subject,6,0.011087301295521934
Q3,jepa_resid,subject,subject,7,-0.011569350206292017
Q3,jepa_resid,subject,dateblock,0,-0.0008298829470020364
Q3,jepa_resid,subject,dateblock,1,-0.002291634017434596
Q3,jepa_resid,subject,dateblock,2,0.010968570803827404
Q3,jepa_resid,subject,dateblock,3,0.0038910543277075327
Q3,jepa_resid,subject,dateblock,4,0.010369719989056891
Q3,jepa_resid,subject,dateblock,5,0.003134171465291491
Q3,jepa_resid,subject,dateblock,6,0.009315526186077894
Q3,jepa_resid,subject,dateblock,7,-0.004441462144742503
Q3,story_bundle,subject,row,0,0.0008319281642920062
Q3,story_bundle,subject,row,1,0.003195419144226719
Q3,story_bundle,subject,row,2,-0.007229000878637315
Q3,story_bundle,subject,row,3,0.0022661162774809673
Q3,story_bundle,subject,row,4,0.00480794959891917
Q3,story_bundle,subject,row,5,0.001050559520766825
Q3,story_bundle,subject,row,6,0.0034640707510475988
Q3,story_bundle,subject,row,7,0.0010129729128582898
Q3,story_bundle,subject,subject,0,0.003907821326237015
Q3,story_bundle,subject,subject,1,0.0013198623233016127
Q3,story_bundle,subject,subject,2,0.0005672169696721019
Q3,story_bundle,subject,subject,3,0.003822013728069118
Q3,story_bundle,subject,subject,4,0.00236606823703589
Q3,story_bundle,subject,subject,5,0.005507600431191584
Q3,story_bundle,subject,subject,6,0.006947029429522078
Q3,story_bundle,subject,subject,7,-0.0019878774804139576
Q3,story_bundle,subject,dateblock,0,0.0020762584854234767
Q3,story_bundle,subject,dateblock,1,0.0027081497564510615
Q3,story_bundle,subject,dateblock,2,0.004977581168416956
Q3,story_bundle,subject,dateblock,3,0.004925401376988936
Q3,story_bundle,subject,dateblock,4,0.0067834269090611965
Q3,story_bundle,subject,dateblock,5,0.0049732301261078415
Q3,story_bundle,subject,dateblock,6,0.004181240527805441
Q3,story_bundle,subject,dateblock,7,0.0011565467357095294
Q3,raw_day,subject,row,0,0.003643465249861144
Q3,raw_day,subject,row,1,0.0002770306856059168
Q3,raw_day,subject,row,2,0.0020964721952353438
Q3,raw_day,subject,row,3,0.0019047675826432409
Q3,raw_day,subject,row,4,0.00020569528266067838
Q3,raw_day,subject,row,5,0.006084324719073719
Q3,raw_day,subject,row,6,0.00535571265702206
Q3,raw_day,subject,row,7,0.002137309788246111
Q3,raw_day,subject,subject,0,0.0002822149167758248
Q3,raw_day,subject,subject,1,-0.0006572173194595576
Q3,raw_day,subject,subject,2,-0.0010712735475266744
Q3,raw_day,subject,subject,3,0.0015726013674152162
Q3,raw_day,subject,subject,4,0.0045644163400736515
Q3,raw_day,subject,subject,5,0.0009137259460092473
Q3,raw_day,subject,subject,6,0.006902757765440359
Q3,raw_day,subject,subject,7,0.0054979938428332265
Q3,raw_day,subject,dateblock,0,0.005095518670562904
Q3,raw_day,subject,dateblock,1,0.000863072159698608
Q3,raw_day,subject,dateblock,2,0.006800994447883402
Q3,raw_day,subject,dateblock,3,0.008485630065991123
Q3,raw_day,subject,dateblock,4,0.004512266676754306
Q3,raw_day,subject,dateblock,5,0.0050873639143202976
Q3,raw_day,subject,dateblock,6,0.004405435239188127
Q3,raw_day,subject,dateblock,7,0.006017043360079355
Q3,family_story,subject,row,0,0.0019897314225136853
Q3,family_story,subject,row,1,0.003723501406248886
Q3,family_story,subject,row,2,-0.006634136057210305
Q3,family_story,subject,row,3,-3.7096649266876724e-05
Q3,family_story,subject,row,4,-0.0023906798006695373
Q3,family_story,subject,row,5,-0.007936799837308994
Q3,family_story,subject,row,6,-0.004435821484132907
Q3,family_story,subject,row,7,0.005908789704850426
Q3,family_story,subject,subject,0,0.0030251444605354783
Q3,family_story,subject,subject,1,0.0008892533899143018
Q3,family_story,subject,subject,2,-0.0007114997832203818
Q3,family_story,subject,subject,3,0.00519640794281595
Q3,family_story,subject,subject,4,0.0028743080587226855
Q3,family_story,subject,subject,5,0.0044041933615859286
Q3,family_story,subject,subject,6,0.005304420209354399
Q3,family_story,subject,subject,7,-0.002543070545798387
Q3,family_story,subject,dateblock,0,0.011730670596533765
Q3,family_story,subject,dateblock,1,0.00040973996999915663
Q3,family_story,subject,dateblock,2,0.012525214022113151
Q3,family_story,subject,dateblock,3,0.008970191173569564
Q3,family_story,subject,dateblock,4,0.005244351261448621
Q3,family_story,subject,dateblock,5,0.001618585183272847
Q3,family_story,subject,dateblock,6,0.0015891410614368162
Q3,family_story,subject,dateblock,7,-7.055884053630557e-05
Q3,family_jepa_story,subject,row,0,0.002890187823190171
Q3,family_jepa_story,subject,row,1,0.0004923231108402426
Q3,family_jepa_story,subject,row,2,0.0010262166205543544
Q3,family_jepa_story,subject,row,3,0.0019485888371125748
Q3,family_jepa_story,subject,row,4,0.0007074192161382609
Q3,family_jepa_story,subject,row,5,0.0022980036216512234
Q3,family_jepa_story,subject,row,6,0.003032876885195601
Q3,family_jepa_story,subject,row,7,0.0018459094321300329
Q3,family_jepa_story,subject,subject,0,-0.000927497521852505
Q3,family_jepa_story,subject,subject,1,0.0010130565688264426
Q3,family_jepa_story,subject,subject,2,-0.0005715995213237957
Q3,family_jepa_story,subject,subject,3,0.00514912596611139
Q3,family_jepa_story,subject,subject,4,-0.0029302382457897513
Q3,family_jepa_story,subject,subject,5,-0.002707269615255914
Q3,family_jepa_story,subject,subject,6,-0.00449640128991724
Q3,family_jepa_story,subject,subject,7,0.005683646039807311
Q3,family_jepa_story,subject,dateblock,0,0.004588428006096379
Q3,family_jepa_story,subject,dateblock,1,0.004392837164706842
Q3,family_jepa_story,subject,dateblock,2,0.006750786419190802
Q3,family_jepa_story,subject,dateblock,3,0.014187825158793022
Q3,family_jepa_story,subject,dateblock,4,0.005099769214537142
Q3,family_jepa_story,subject,dateblock,5,0.003823300733508672
Q3,family_jepa_story,subject,dateblock,6,0.0008839795262118866
Q3,family_jepa_story,subject,dateblock,7,0.00986532399987372
S1,family,subject,row,0,0.00241008869871695
S1,family,subject,row,1,0.0029776859605010753
S1,family,subject,row,2,0.007106376490893074
S1,family,subject,row,3,0.0010254092045054453
S1,family,subject,row,4,-0.001285392581422573
S1,family,subject,row,5,0.0005735346188637802
S1,family,subject,row,6,0.0014609472813448265
S1,family,subject,row,7,0.0004335014894312206
S1,family,subject,subject,0,0.009304122209493726
S1,family,subject,subject,1,-0.0003529457563093974
S1,family,subject,subject,2,0.00042300662906002984
S1,family,subject,subject,3,0.006773653755477782
S1,family,subject,subject,4,0.0023752443768253473
S1,family,subject,subject,5,0.010134057148501796
S1,family,subject,subject,6,0.006765395080739145
S1,family,subject,subject,7,0.009408690009170995
S1,family,subject,dateblock,0,0.0028048025236411256
S1,family,subject,dateblock,1,0.004011977910167719
S1,family,subject,dateblock,2,-0.0006957552835017422
S1,family,subject,dateblock,3,0.0015283766830371803
S1,family,subject,dateblock,4,0.0012131788018548972
S1,family,subject,dateblock,5,-0.00024596924060460434
S1,family,subject,dateblock,6,0.0153193506714423
S1,family,subject,dateblock,7,0.023728296481367317
S1,jepa_resid,subject,row,0,0.001955977363415129
S1,jepa_resid,subject,row,1,0.0023260338845024764
S1,jepa_resid,subject,row,2,0.002036744115449074
S1,jepa_resid,subject,row,3,0.0017604057484726932
S1,jepa_resid,subject,row,4,0.004555594131189
S1,jepa_resid,subject,row,5,0.0021820022460522503
S1,jepa_resid,subject,row,6,-0.0005860944705214921
S1,jepa_resid,subject,row,7,-0.003966333847525538
S1,jepa_resid,subject,subject,0,-0.0027052065638912826
S1,jepa_resid,subject,subject,1,-0.021889584732363798
S1,jepa_resid,subject,subject,2,0.008266413911874881
S1,jepa_resid,subject,subject,3,-0.002510886157636949
S1,jepa_resid,subject,subject,4,-0.002140358555359656
S1,jepa_resid,subject,subject,5,0.008634905589564479
S1,jepa_resid,subject,subject,6,-0.004470412903042398
S1,jepa_resid,subject,subject,7,-0.010279967904220255
S1,jepa_resid,subject,dateblock,0,-0.0005465083213491706
S1,jepa_resid,subject,dateblock,1,0.0060301679542923425
S1,jepa_resid,subject,dateblock,2,0.009564014662840514
S1,jepa_resid,subject,dateblock,3,0.006550775182271984
S1,jepa_resid,subject,dateblock,4,0.004623314575550319
S1,jepa_resid,subject,dateblock,5,0.008945390099154182
S1,jepa_resid,subject,dateblock,6,0.008114488932411734
S1,jepa_resid,subject,dateblock,7,0.006619127696687155
S1,story_bundle,subject,row,0,-0.004503925928338259
S1,story_bundle,subject,row,1,0.00019328726225964488
S1,story_bundle,subject,row,2,0.0003753466885846324
S1,story_bundle,subject,row,3,-0.0008289823787143158
S1,story_bundle,subject,row,4,0.002981902760786803
S1,story_bundle,subject,row,5,0.00021638372794563487
S1,story_bundle,subject,row,6,0.0020832322603528963
S1,story_bundle,subject,row,7,-0.00022807582975648
S1,story_bundle,subject,subject,0,0.010380582760806667
S1,story_bundle,subject,subject,1,0.008235813200201725
S1,story_bundle,subject,subject,2,0.005861537876337586
S1,story_bundle,subject,subject,3,-0.0010608396618567717
S1,story_bundle,subject,subject,4,0.0036597580034291033
S1,story_bundle,subject,subject,5,-0.0032947066279095383
S1,story_bundle,subject,subject,6,0.003448369641444571
S1,story_bundle,subject,subject,7,0.0017247506819862979
S1,story_bundle,subject,dateblock,0,0.0034450344278004197
S1,story_bundle,subject,dateblock,1,0.0009832468438677466
S1,story_bundle,subject,dateblock,2,0.003787261213851534
S1,story_bundle,subject,dateblock,3,0.008790146955687583
S1,story_bundle,subject,dateblock,4,0.004598399209754023
S1,story_bundle,subject,dateblock,5,0.004731978780951773
S1,story_bundle,subject,dateblock,6,0.00199029377315485
S1,story_bundle,subject,dateblock,7,-0.0003525326875085666
S1,raw_day,subject,row,0,0.0007505449647492446
S1,raw_day,subject,row,1,0.004123907748184497
S1,raw_day,subject,row,2,8.272489298455366e-05
S1,raw_day,subject,row,3,0.0007916251916839645
S1,raw_day,subject,row,4,0.0005389492726293188
S1,raw_day,subject,row,5,0.001247244905195788
S1,raw_day,subject,row,6,-0.0013640253689860549
S1,raw_day,subject,row,7,0.002094026598472798
S1,raw_day,subject,subject,0,0.005203125418367649
S1,raw_day,subject,subject,1,0.003289147692628669
