target,view_id,split,mode,rep,null_delta
Q1,jepa_resid,dateblock,subject,0,0.005303179495301125
Q1,jepa_resid,dateblock,subject,1,0.0038979702613325395
Q1,jepa_resid,dateblock,subject,2,0.001130959506860374
Q1,jepa_resid,dateblock,subject,3,-0.0008939840509268882
Q1,jepa_resid,dateblock,subject,4,-0.00032786620476510375
Q1,jepa_resid,dateblock,subject,5,0.0007884193862324196
Q1,jepa_resid,dateblock,subject,6,8.44978247444006e-05
Q1,jepa_resid,dateblock,subject,7,0.0015206846414718145
Q1,jepa_resid,dateblock,dateblock,0,-0.009985544969140947
Q1,jepa_resid,dateblock,dateblock,1,-0.004069591929072636
Q1,jepa_resid,dateblock,dateblock,2,-0.0077097476616647675
Q1,jepa_resid,dateblock,dateblock,3,-0.014824629985686677
Q1,jepa_resid,dateblock,dateblock,4,-0.02603703318301931
Q1,jepa_resid,dateblock,dateblock,5,-0.007698033384700875
Q1,jepa_resid,dateblock,dateblock,6,-0.01379584694187852
Q1,jepa_resid,dateblock,dateblock,7,-0.016146578574187997
Q1,story_bundle,dateblock,row,0,0.0002211868886337065
Q1,story_bundle,dateblock,row,1,0.0008458356413449941
Q1,story_bundle,dateblock,row,2,0.001602717219978289
Q1,story_bundle,dateblock,row,3,-0.0004711407340066698
Q1,story_bundle,dateblock,row,4,-0.000328807682791199
Q1,story_bundle,dateblock,row,5,0.001734778090922151
Q1,story_bundle,dateblock,row,6,-0.00038751552860993854
Q1,story_bundle,dateblock,row,7,0.0053195055058637974
Q1,story_bundle,dateblock,subject,0,-0.001280659417249863
Q1,story_bundle,dateblock,subject,1,-0.002213667532747876
Q1,story_bundle,dateblock,subject,2,0.0015755438842632863
Q1,story_bundle,dateblock,subject,3,0.005244523964952119
Q1,story_bundle,dateblock,subject,4,0.002797498423935507
Q1,story_bundle,dateblock,subject,5,-0.000328506813837115
Q1,story_bundle,dateblock,subject,6,0.0004673725305920362
Q1,story_bundle,dateblock,subject,7,0.003534938560462386
Q1,story_bundle,dateblock,dateblock,0,-0.003876130676331635
Q1,story_bundle,dateblock,dateblock,1,0.0029292870567825258
Q1,story_bundle,dateblock,dateblock,2,0.0016757965353680904
Q1,story_bundle,dateblock,dateblock,3,0.001716033359499325
Q1,story_bundle,dateblock,dateblock,4,0.006173251477188946
Q1,story_bundle,dateblock,dateblock,5,-0.003147031800180833
Q1,story_bundle,dateblock,dateblock,6,0.004341051456610678
Q1,story_bundle,dateblock,dateblock,7,0.0022842351787244475
Q1,raw_day,dateblock,row,0,0.0032435227153356783
Q1,raw_day,dateblock,row,1,0.0008875499893243877
Q1,raw_day,dateblock,row,2,0.0032912927553572224
Q1,raw_day,dateblock,row,3,-0.00036006932972343364
Q1,raw_day,dateblock,row,4,0.0006489005166837591
Q1,raw_day,dateblock,row,5,0.003129084630321355
Q1,raw_day,dateblock,row,6,0.00035380900091896983
Q1,raw_day,dateblock,row,7,0.004121262755265254
Q1,raw_day,dateblock,subject,0,0.0021504128513828435
Q1,raw_day,dateblock,subject,1,0.0040019514182583205
Q1,raw_day,dateblock,subject,2,0.00165163296061277
Q1,raw_day,dateblock,subject,3,-0.0029118918057360332
Q1,raw_day,dateblock,subject,4,0.0017865505379648372
Q1,raw_day,dateblock,subject,5,0.0019259212346361965
Q1,raw_day,dateblock,subject,6,0.0019928872307704015
Q1,raw_day,dateblock,subject,7,-0.0011399838297229126
Q1,raw_day,dateblock,dateblock,0,0.007060365004762481
Q1,raw_day,dateblock,dateblock,1,0.002964819083271397
Q1,raw_day,dateblock,dateblock,2,0.006468411946103481
Q1,raw_day,dateblock,dateblock,3,0.00026187374763075866
Q1,raw_day,dateblock,dateblock,4,0.0003707830023771397
Q1,raw_day,dateblock,dateblock,5,0.0012821573109759177
Q1,raw_day,dateblock,dateblock,6,-0.002602776094654091
Q1,raw_day,dateblock,dateblock,7,-0.005048266501991305
Q1,family_story,dateblock,row,0,0.002250104417604981
Q1,family_story,dateblock,row,1,0.006136116404414471
Q1,family_story,dateblock,row,2,-0.000845563472906874
Q1,family_story,dateblock,row,3,-0.000182320402139724
Q1,family_story,dateblock,row,4,-0.0010662353761283772
Q1,family_story,dateblock,row,5,-0.004789828134195706
Q1,family_story,dateblock,row,6,0.009802793536302423
Q1,family_story,dateblock,row,7,0.00033688065143622214
Q1,family_story,dateblock,subject,0,0.003711817566295017
Q1,family_story,dateblock,subject,1,-0.0007827137209913682
Q1,family_story,dateblock,subject,2,-0.0005188060579728315
Q1,family_story,dateblock,subject,3,0.0004892964404576983
Q1,family_story,dateblock,subject,4,0.0014392569737795569
Q1,family_story,dateblock,subject,5,0.004586986955583239
Q1,family_story,dateblock,subject,6,0.0032597876366197154
Q1,family_story,dateblock,subject,7,0.00497211835044753
Q1,family_story,dateblock,dateblock,0,0.00397373151671665
Q1,family_story,dateblock,dateblock,1,0.0001604934331383978
Q1,family_story,dateblock,dateblock,2,0.0015916140431986303
Q1,family_story,dateblock,dateblock,3,-0.0037912418780761126
Q1,family_story,dateblock,dateblock,4,-0.0112540788156138
Q1,family_story,dateblock,dateblock,5,0.0028982462550798394
Q1,family_story,dateblock,dateblock,6,0.004704321985726678
Q1,family_story,dateblock,dateblock,7,2.488108602127781e-05
Q1,family_jepa_story,dateblock,row,0,0.0016122507061723246
Q1,family_jepa_story,dateblock,row,1,0.002940802409208909
Q1,family_jepa_story,dateblock,row,2,0.0009228112997308191
Q1,family_jepa_story,dateblock,row,3,0.0022677540001672103
Q1,family_jepa_story,dateblock,row,4,-0.002373598417838352
Q1,family_jepa_story,dateblock,row,5,2.4094645895922362e-05
Q1,family_jepa_story,dateblock,row,6,0.0008468644615852172
Q1,family_jepa_story,dateblock,row,7,-0.0030178102789040206
Q1,family_jepa_story,dateblock,subject,0,0.0007597013177782497
Q1,family_jepa_story,dateblock,subject,1,0.0016796855216257844
Q1,family_jepa_story,dateblock,subject,2,0.0030543160364011612
Q1,family_jepa_story,dateblock,subject,3,-0.000959858360582988
Q1,family_jepa_story,dateblock,subject,4,-0.0003807051955250218
Q1,family_jepa_story,dateblock,subject,5,0.0016854414518236993
Q1,family_jepa_story,dateblock,subject,6,0.0024524293569114786
Q1,family_jepa_story,dateblock,subject,7,-0.004128242666770143
Q1,family_jepa_story,dateblock,dateblock,0,0.005104301445766457
Q1,family_jepa_story,dateblock,dateblock,1,0.0007236224529563184
Q1,family_jepa_story,dateblock,dateblock,2,0.0025649964917493495
Q1,family_jepa_story,dateblock,dateblock,3,-0.0009389414337577229
Q1,family_jepa_story,dateblock,dateblock,4,-0.005627654230058732
Q1,family_jepa_story,dateblock,dateblock,5,-0.0011189788502420361
Q1,family_jepa_story,dateblock,dateblock,6,-0.0039681325845072335
Q1,family_jepa_story,dateblock,dateblock,7,0.006499412895562884
Q2,family,dateblock,row,0,-0.0008118236704285353
Q2,family,dateblock,row,1,0.0009967396127789074
Q2,family,dateblock,row,2,0.004191665278272527
Q2,family,dateblock,row,3,0.0012751461039045564
Q2,family,dateblock,row,4,0.005841188657726204
Q2,family,dateblock,row,5,0.003488409421839589
Q2,family,dateblock,row,6,0.00021478014943177026
Q2,family,dateblock,row,7,-0.00047639832819568184
Q2,family,dateblock,subject,0,0.005353852460532216
Q2,family,dateblock,subject,1,0.001749593015024531
Q2,family,dateblock,subject,2,0.0017609189128264813
Q2,family,dateblock,subject,3,0.0009380134832999154
Q2,family,dateblock,subject,4,0.0012773120113759306
Q2,family,dateblock,subject,5,-0.00012895023694736718
Q2,family,dateblock,subject,6,0.001491960911627288
Q2,family,dateblock,subject,7,0.0008353237414766568
Q2,family,dateblock,dateblock,0,-0.0014595429512133107
Q2,family,dateblock,dateblock,1,-0.0012809890532691215
Q2,family,dateblock,dateblock,2,-0.0006070341282057301
Q2,family,dateblock,dateblock,3,0.0019108799856418779
Q2,family,dateblock,dateblock,4,-0.001120667968891098
Q2,family,dateblock,dateblock,5,-0.007548500488599452
Q2,family,dateblock,dateblock,6,0.0028551785738024638
Q2,family,dateblock,dateblock,7,0.005735236687730572
Q2,jepa_resid,dateblock,row,0,0.006391767901159917
Q2,jepa_resid,dateblock,row,1,-0.0022051012205616116
Q2,jepa_resid,dateblock,row,2,0.0058298615860499226
Q2,jepa_resid,dateblock,row,3,0.0001233744703689199
Q2,jepa_resid,dateblock,row,4,0.00225092694953688
Q2,jepa_resid,dateblock,row,5,0.0069112031395642815
Q2,jepa_resid,dateblock,row,6,0.0008247826938119207
Q2,jepa_resid,dateblock,row,7,-0.000449483352627178
Q2,jepa_resid,dateblock,subject,0,0.0003580745756462944
Q2,jepa_resid,dateblock,subject,1,-0.0028486061342927194
Q2,jepa_resid,dateblock,subject,2,0.006784980547600239
Q2,jepa_resid,dateblock,subject,3,0.0010818105640438835
Q2,jepa_resid,dateblock,subject,4,0.0019118288285154827
Q2,jepa_resid,dateblock,subject,5,0.0015010302434763645
Q2,jepa_resid,dateblock,subject,6,0.004145358039338354
Q2,jepa_resid,dateblock,subject,7,-0.0015971078541028305
Q2,jepa_resid,dateblock,dateblock,0,-0.0028700182994054746
Q2,jepa_resid,dateblock,dateblock,1,-0.008552483193918103
Q2,jepa_resid,dateblock,dateblock,2,0.001382829542707631
Q2,jepa_resid,dateblock,dateblock,3,-0.0034285763595878205
Q2,jepa_resid,dateblock,dateblock,4,-0.00901480848205971
Q2,jepa_resid,dateblock,dateblock,5,-0.011864957681086863
Q2,jepa_resid,dateblock,dateblock,6,-0.004262393936523057
Q2,jepa_resid,dateblock,dateblock,7,-0.008742854633546182
Q2,story_bundle,dateblock,row,0,0.0009783303817109124
Q2,story_bundle,dateblock,row,1,0.0026770646796236974
Q2,story_bundle,dateblock,row,2,0.0013872824061644806
Q2,story_bundle,dateblock,row,3,-0.0023773088980455492
Q2,story_bundle,dateblock,row,4,0.0018529029146681086
Q2,story_bundle,dateblock,row,5,0.00584025858552506
Q2,story_bundle,dateblock,row,6,0.001872793853215371
Q2,story_bundle,dateblock,row,7,-0.0002860971524304423
Q2,story_bundle,dateblock,subject,0,0.0003797840493415805
Q2,story_bundle,dateblock,subject,1,0.004249703432677054
Q2,story_bundle,dateblock,subject,2,0.0010448372396563155
Q2,story_bundle,dateblock,subject,3,0.0014081530931882025
Q2,story_bundle,dateblock,subject,4,-0.01107243867536234
Q2,story_bundle,dateblock,subject,5,7.005499091650158e-05
Q2,story_bundle,dateblock,subject,6,0.0059535407275914665
Q2,story_bundle,dateblock,subject,7,0.0017872835958469002
Q2,story_bundle,dateblock,dateblock,0,0.0013068370301778653
Q2,story_bundle,dateblock,dateblock,1,0.009743563847323666
Q2,story_bundle,dateblock,dateblock,2,0.00999628460614399
Q2,story_bundle,dateblock,dateblock,3,0.010120750924305977
Q2,story_bundle,dateblock,dateblock,4,0.009333551248443817
Q2,story_bundle,dateblock,dateblock,5,0.00716216712729878
Q2,story_bundle,dateblock,dateblock,6,0.01259413298347245
Q2,story_bundle,dateblock,dateblock,7,0.011881550439398536
Q2,raw_day,dateblock,row,0,0.006020023014934761
Q2,raw_day,dateblock,row,1,0.0035040132868524587
Q2,raw_day,dateblock,row,2,-0.010270492550893073
Q2,raw_day,dateblock,row,3,-0.00384308984986248
Q2,raw_day,dateblock,row,4,0.00185135580258311
Q2,raw_day,dateblock,row,5,-0.002571353229573692
Q2,raw_day,dateblock,row,6,-0.001809043982823777
Q2,raw_day,dateblock,row,7,0.003429372590032065
Q2,raw_day,dateblock,subject,0,0.0020631690825506643
Q2,raw_day,dateblock,subject,1,-0.00048679770216886187
Q2,raw_day,dateblock,subject,2,0.0015678344249738796
Q2,raw_day,dateblock,subject,3,-8.934193371268329e-05
Q2,raw_day,dateblock,subject,4,0.0010767233929875886
Q2,raw_day,dateblock,subject,5,0.003854128306662985
Q2,raw_day,dateblock,subject,6,0.0017536285373457305
Q2,raw_day,dateblock,subject,7,0.0013159932162922772
Q2,raw_day,dateblock,dateblock,0,0.00648241036328101
Q2,raw_day,dateblock,dateblock,1,-0.012921249468029194
Q2,raw_day,dateblock,dateblock,2,-0.013027691502988437
Q2,raw_day,dateblock,dateblock,3,-0.00878082875746844
Q2,raw_day,dateblock,dateblock,4,0.008580670775051313
Q2,raw_day,dateblock,dateblock,5,-0.011530535033938083
Q2,raw_day,dateblock,dateblock,6,-0.0004128826076083003
Q2,raw_day,dateblock,dateblock,7,-0.001909983619301503
Q2,family_story,dateblock,row,0,-0.00013093992263302212
Q2,family_story,dateblock,row,1,-0.0019558908753326554
Q2,family_story,dateblock,row,2,0.0067672705310144465
Q2,family_story,dateblock,row,3,0.005500536739943662
Q2,family_story,dateblock,row,4,-0.0015977550621629755
Q2,family_story,dateblock,row,5,0.00596366804598103
Q2,family_story,dateblock,row,6,0.004194265461395119
Q2,family_story,dateblock,row,7,0.00814293760646545
Q2,family_story,dateblock,subject,0,0.0008272195683024508
Q2,family_story,dateblock,subject,1,0.004031430231126398
Q2,family_story,dateblock,subject,2,-2.714947618676078e-05
Q2,family_story,dateblock,subject,3,0.0012126506413516758
Q2,family_story,dateblock,subject,4,0.001681254937803689
Q2,family_story,dateblock,subject,5,-0.0004347898331622524
Q2,family_story,dateblock,subject,6,0.0030174633590601685
Q2,family_story,dateblock,subject,7,-0.006522613523807008
Q2,family_story,dateblock,dateblock,0,0.0035678658078323044
Q2,family_story,dateblock,dateblock,1,0.006102812569523275
Q2,family_story,dateblock,dateblock,2,0.008554418958153232
Q2,family_story,dateblock,dateblock,3,0.002401393388117068
Q2,family_story,dateblock,dateblock,4,0.0022144733404233508
Q2,family_story,dateblock,dateblock,5,0.019333122980666917
Q2,family_story,dateblock,dateblock,6,0.004459209095661998
Q2,family_story,dateblock,dateblock,7,0.0066769087244876735
Q2,family_jepa_story,dateblock,row,0,0.0016332101870771831
Q2,family_jepa_story,dateblock,row,1,0.004257686593748478
Q2,family_jepa_story,dateblock,row,2,4.336154710726792e-05
Q2,family_jepa_story,dateblock,row,3,0.00133983262125148
Q2,family_jepa_story,dateblock,row,4,0.004159215923591919
Q2,family_jepa_story,dateblock,row,5,0.0035587694000572823
Q2,family_jepa_story,dateblock,row,6,-0.002279935277696099
Q2,family_jepa_story,dateblock,row,7,8.352592848559492e-05
Q2,family_jepa_story,dateblock,subject,0,-0.0021367660268771793
Q2,family_jepa_story,dateblock,subject,1,-0.0002445413976837063
Q2,family_jepa_story,dateblock,subject,2,0.00026633010565391135
Q2,family_jepa_story,dateblock,subject,3,0.0019132307509336366
Q2,family_jepa_story,dateblock,subject,4,0.006141661240037455
Q2,family_jepa_story,dateblock,subject,5,0.003763782286948958
Q2,family_jepa_story,dateblock,subject,6,0.0022416873880359844
Q2,family_jepa_story,dateblock,subject,7,-0.008218596747829987
Q2,family_jepa_story,dateblock,dateblock,0,0.01162652175017076
Q2,family_jepa_story,dateblock,dateblock,1,0.0032531879990750356
Q2,family_jepa_story,dateblock,dateblock,2,0.0021847844341219558
Q2,family_jepa_story,dateblock,dateblock,3,0.007024062176014589
Q2,family_jepa_story,dateblock,dateblock,4,0.013625981156213385
Q2,family_jepa_story,dateblock,dateblock,5,0.00981728935391546
Q2,family_jepa_story,dateblock,dateblock,6,0.0006261948847263721
Q2,family_jepa_story,dateblock,dateblock,7,0.009878147275393268
Q3,family,dateblock,row,0,0.00048062552566219274
Q3,family,dateblock,row,1,-0.0007615755320392603
Q3,family,dateblock,row,2,-0.0006518192212808804
Q3,family,dateblock,row,3,0.001832357490832881
Q3,family,dateblock,row,4,0.001605876790533145
Q3,family,dateblock,row,5,-0.006083198559217795
Q3,family,dateblock,row,6,-0.0010809550656910583
Q3,family,dateblock,row,7,0.001705610633657928
Q3,family,dateblock,subject,0,0.0018732272973605024
Q3,family,dateblock,subject,1,-0.0037747692509031427
Q3,family,dateblock,subject,2,0.0019038162535198744
Q3,family,dateblock,subject,3,0.003580640762138043
Q3,family,dateblock,subject,4,-0.0029134362918581402
Q3,family,dateblock,subject,5,0.0026792089091978166
Q3,family,dateblock,subject,6,0.008322121955797512
Q3,family,dateblock,subject,7,0.001440522295413249
Q3,family,dateblock,dateblock,0,0.007333363406883953
Q3,family,dateblock,dateblock,1,-0.0014164394391172896
Q3,family,dateblock,dateblock,2,-0.006299788594895772
Q3,family,dateblock,dateblock,3,-0.0031023486988641658
Q3,family,dateblock,dateblock,4,0.000853435649187051
Q3,family,dateblock,dateblock,5,-0.0012940936256590208
Q3,family,dateblock,dateblock,6,-0.005011549563274764
Q3,family,dateblock,dateblock,7,-0.0013369395198293832
Q3,jepa_resid,dateblock,row,0,0.0009641629837688903
Q3,jepa_resid,dateblock,row,1,0.002392522762701965
Q3,jepa_resid,dateblock,row,2,0.003720092498100458
Q3,jepa_resid,dateblock,row,3,0.003968850453512918
Q3,jepa_resid,dateblock,row,4,-0.0005899573467912367
Q3,jepa_resid,dateblock,row,5,0.005077020546580213
Q3,jepa_resid,dateblock,row,6,-0.005433494633785285
Q3,jepa_resid,dateblock,row,7,0.005511811961449786
Q3,jepa_resid,dateblock,subject,0,-0.0003436236465024223
Q3,jepa_resid,dateblock,subject,1,-0.0022296665951471173
Q3,jepa_resid,dateblock,subject,2,0.0013116849895001836
Q3,jepa_resid,dateblock,subject,3,0.0013808790851224106
Q3,jepa_resid,dateblock,subject,4,0.001373033620733155
Q3,jepa_resid,dateblock,subject,5,0.0024612475145202595
Q3,jepa_resid,dateblock,subject,6,0.003264165108277095
Q3,jepa_resid,dateblock,subject,7,0.00046971748462365515
Q3,jepa_resid,dateblock,dateblock,0,0.0004829375862516194
Q3,jepa_resid,dateblock,dateblock,1,-0.001512692106476643
Q3,jepa_resid,dateblock,dateblock,2,0.0006051032704347259
Q3,jepa_resid,dateblock,dateblock,3,0.002199789878851277
Q3,jepa_resid,dateblock,dateblock,4,0.0021846693895826164
Q3,jepa_resid,dateblock,dateblock,5,-0.0014242825385957225
Q3,jepa_resid,dateblock,dateblock,6,0.0028603317101073555
Q3,jepa_resid,dateblock,dateblock,7,0.004851551073711713
Q3,story_bundle,dateblock,row,0,0.0024126487954739817
Q3,story_bundle,dateblock,row,1,0.002873406404404144
Q3,story_bundle,dateblock,row,2,0.0001978603447362337
Q3,story_bundle,dateblock,row,3,0.003760230147572763
Q3,story_bundle,dateblock,row,4,-0.0005929713665180358
Q3,story_bundle,dateblock,row,5,0.0016945700143266018
Q3,story_bundle,dateblock,row,6,0.0014495300794814536
Q3,story_bundle,dateblock,row,7,-0.0012639799838884969
Q3,story_bundle,dateblock,subject,0,0.0029469798936534453
Q3,story_bundle,dateblock,subject,1,-0.00020287598526536055
Q3,story_bundle,dateblock,subject,2,0.0012667316269125983
Q3,story_bundle,dateblock,subject,3,0.0032022388902170906
Q3,story_bundle,dateblock,subject,4,0.006172833594700555
Q3,story_bundle,dateblock,subject,5,-0.0038762367206640613
Q3,story_bundle,dateblock,subject,6,-0.0003568216238700739
Q3,story_bundle,dateblock,subject,7,0.000927316122475208
Q3,story_bundle,dateblock,dateblock,0,0.004876268851391585
Q3,story_bundle,dateblock,dateblock,1,0.00752378888713201
Q3,story_bundle,dateblock,dateblock,2,0.0034247007705606736
Q3,story_bundle,dateblock,dateblock,3,0.003858887469949668
Q3,story_bundle,dateblock,dateblock,4,0.00242549230832545
Q3,story_bundle,dateblock,dateblock,5,0.0001955778335572811
Q3,story_bundle,dateblock,dateblock,6,0.0007266545816030368
Q3,story_bundle,dateblock,dateblock,7,0.009485280937415075
Q3,raw_day,dateblock,row,0,0.0010073747921873766
Q3,raw_day,dateblock,row,1,-0.0025851844856810136
Q3,raw_day,dateblock,row,2,0.0028192374048771063
Q3,raw_day,dateblock,row,3,0.0017080424671531702
Q3,raw_day,dateblock,row,4,0.001291660097316849
Q3,raw_day,dateblock,row,5,0.0033731540043205888
Q3,raw_day,dateblock,row,6,-0.0011542808929944082
Q3,raw_day,dateblock,row,7,-0.00015632710731816601
Q3,raw_day,dateblock,subject,0,0.0005624870999706433
Q3,raw_day,dateblock,subject,1,-0.004213430031544396
Q3,raw_day,dateblock,subject,2,0.005347667641157794
Q3,raw_day,dateblock,subject,3,-0.0013799384355990263
Q3,raw_day,dateblock,subject,4,0.008853182864494547
Q3,raw_day,dateblock,subject,5,0.0007450366246821716
Q3,raw_day,dateblock,subject,6,0.0014689318886267344
Q3,raw_day,dateblock,subject,7,0.003511693347694078
Q3,raw_day,dateblock,dateblock,0,0.004914038307346047
Q3,raw_day,dateblock,dateblock,1,0.001917840841518359
Q3,raw_day,dateblock,dateblock,2,0.003025650435006799
Q3,raw_day,dateblock,dateblock,3,0.0013427799395353546
Q3,raw_day,dateblock,dateblock,4,0.005782946932775146
Q3,raw_day,dateblock,dateblock,5,0.0008120766663731738
Q3,raw_day,dateblock,dateblock,6,0.002758425898813366
Q3,raw_day,dateblock,dateblock,7,-0.0021540346871653515
Q3,family_story,dateblock,row,0,0.004630346523145534
Q3,family_story,dateblock,row,1,0.00040034647453446315
Q3,family_story,dateblock,row,2,-0.00021972906596046116
Q3,family_story,dateblock,row,3,0.004303440288361715
Q3,family_story,dateblock,row,4,0.00474968995949232
Q3,family_story,dateblock,row,5,0.011166015809484175
Q3,family_story,dateblock,row,6,-0.0011550251461678318
Q3,family_story,dateblock,row,7,-0.0008683143965980689
Q3,family_story,dateblock,subject,0,0.0006255366986177568
Q3,family_story,dateblock,subject,1,0.007207073898879868
Q3,family_story,dateblock,subject,2,0.0019669590568597295
Q3,family_story,dateblock,subject,3,0.00416334593655221
Q3,family_story,dateblock,subject,4,0.0031662126282427927
Q3,family_story,dateblock,subject,5,0.0026611154653903846
Q3,family_story,dateblock,subject,6,0.003108545158535203
Q3,family_story,dateblock,subject,7,0.0011263835963883917
Q3,family_story,dateblock,dateblock,0,0.003377901140712458
Q3,family_story,dateblock,dateblock,1,0.0010260685304613881
Q3,family_story,dateblock,dateblock,2,0.00022627119521700934
Q3,family_story,dateblock,dateblock,3,-0.0016282214778808868
Q3,family_story,dateblock,dateblock,4,0.008743761241917447
Q3,family_story,dateblock,dateblock,5,0.010308488696462614
Q3,family_story,dateblock,dateblock,6,0.0029993931730016854
Q3,family_story,dateblock,dateblock,7,0.014004300154573657
Q3,family_jepa_story,dateblock,row,0,0.004500799155764845
Q3,family_jepa_story,dateblock,row,1,0.0031577837284123556
Q3,family_jepa_story,dateblock,row,2,0.004358875863501255
Q3,family_jepa_story,dateblock,row,3,0.0015948126312951283
Q3,family_jepa_story,dateblock,row,4,0.0022624407549617365
Q3,family_jepa_story,dateblock,row,5,0.0024994837814763526
Q3,family_jepa_story,dateblock,row,6,0.0002842652558115999
Q3,family_jepa_story,dateblock,row,7,0.0018311676398981014
Q3,family_jepa_story,dateblock,subject,0,0.004894792026695294
Q3,family_jepa_story,dateblock,subject,1,-0.0010428291456642258
Q3,family_jepa_story,dateblock,subject,2,0.0018908855221244636
Q3,family_jepa_story,dateblock,subject,3,0.0016902312603970238
Q3,family_jepa_story,dateblock,subject,4,0.0010620639261353926
Q3,family_jepa_story,dateblock,subject,5,0.001297801985210123
Q3,family_jepa_story,dateblock,subject,6,0.0019381582618054338
Q3,family_jepa_story,dateblock,subject,7,-0.000731243774646062
Q3,family_jepa_story,dateblock,dateblock,0,0.0010040891213746184
Q3,family_jepa_story,dateblock,dateblock,1,0.00037960803840109136
Q3,family_jepa_story,dateblock,dateblock,2,-0.0018463785846060121
Q3,family_jepa_story,dateblock,dateblock,3,0.004454187496975681
Q3,family_jepa_story,dateblock,dateblock,4,0.0021784207700615843
Q3,family_jepa_story,dateblock,dateblock,5,0.003155265304721322
Q3,family_jepa_story,dateblock,dateblock,6,0.003522351648227673
Q3,family_jepa_story,dateblock,dateblock,7,0.0028284083620154776
S1,family,dateblock,row,0,0.0021451758938800802
S1,family,dateblock,row,1,0.004361973910619432
S1,family,dateblock,row,2,0.0011906872200743157
S1,family,dateblock,row,3,0.005529070245898771
S1,family,dateblock,row,4,0.0010239680388040018
S1,family,dateblock,row,5,-0.0007799417427479804
S1,family,dateblock,row,6,0.005603778404897897
S1,family,dateblock,row,7,-0.0013898885128361682
S1,family,dateblock,subject,0,0.003267775494320002
S1,family,dateblock,subject,1,0.0048899434392106755
S1,family,dateblock,subject,2,0.0018966099195792951
S1,family,dateblock,subject,3,-0.00042471097389673584
S1,family,dateblock,subject,4,0.0023987565611724992
S1,family,dateblock,subject,5,0.002948779292800907
S1,family,dateblock,subject,6,0.0024051898225766477
S1,family,dateblock,subject,7,0.0049918207355600375
S1,family,dateblock,dateblock,0,0.0037930955904159624
S1,family,dateblock,dateblock,1,0.0013732151094292266
S1,family,dateblock,dateblock,2,-0.0002462971110636092
S1,family,dateblock,dateblock,3,0.0005146769102171156
S1,family,dateblock,dateblock,4,0.0020348716785005827
S1,family,dateblock,dateblock,5,-0.005652525011932141
S1,family,dateblock,dateblock,6,0.002606424633707749
S1,family,dateblock,dateblock,7,0.0020805351209051137
S1,jepa_resid,dateblock,row,0,0.004759029809860538
S1,jepa_resid,dateblock,row,1,0.0012107216344874328
S1,jepa_resid,dateblock,row,2,0.00531365702430453
S1,jepa_resid,dateblock,row,3,0.001240514541266391
S1,jepa_resid,dateblock,row,4,-0.001893550847142711
S1,jepa_resid,dateblock,row,5,5.616606952729697e-05
S1,jepa_resid,dateblock,row,6,0.0023251344326313816
S1,jepa_resid,dateblock,row,7,0.004573252681224105
S1,jepa_resid,dateblock,subject,0,0.001941242152737166
S1,jepa_resid,dateblock,subject,1,0.00346568412863002
S1,jepa_resid,dateblock,subject,2,0.0012373987417887422
S1,jepa_resid,dateblock,subject,3,0.0010614698483427665
S1,jepa_resid,dateblock,subject,4,-0.0007447621077378841
S1,jepa_resid,dateblock,subject,5,0.0013238851506910398
S1,jepa_resid,dateblock,subject,6,-0.002360887568467085
S1,jepa_resid,dateblock,subject,7,0.003183958168325951
S1,jepa_resid,dateblock,dateblock,0,0.003556374098329429
S1,jepa_resid,dateblock,dateblock,1,0.00383741088780587
S1,jepa_resid,dateblock,dateblock,2,0.0014921168941972596
S1,jepa_resid,dateblock,dateblock,3,-0.0046837804174988396
S1,jepa_resid,dateblock,dateblock,4,0.0009043525704544031
S1,jepa_resid,dateblock,dateblock,5,0.0018659837208002683
S1,jepa_resid,dateblock,dateblock,6,-0.0015104410415667235
S1,jepa_resid,dateblock,dateblock,7,0.0012578466647630293
S1,story_bundle,dateblock,row,0,0.0019277562024433426
S1,story_bundle,dateblock,row,1,0.0005362415481303673
S1,story_bundle,dateblock,row,2,0.0005410123165416891
S1,story_bundle,dateblock,row,3,0.0008142534997229722
S1,story_bundle,dateblock,row,4,-0.0010703458477848704
S1,story_bundle,dateblock,row,5,0.00252459501715252
S1,story_bundle,dateblock,row,6,0.0011780290321471432
S1,story_bundle,dateblock,row,7,0.0037157064802132433
S1,story_bundle,dateblock,subject,0,0.002545739848219042
S1,story_bundle,dateblock,subject,1,0.0002330353354631498
S1,story_bundle,dateblock,subject,2,-0.002501328211675369
S1,story_bundle,dateblock,subject,3,0.000509623960726735
S1,story_bundle,dateblock,subject,4,-0.0006222464001648387
S1,story_bundle,dateblock,subject,5,0.0024061739166056917
S1,story_bundle,dateblock,subject,6,0.0024986380907028316
S1,story_bundle,dateblock,subject,7,0.006434007800260377
S1,story_bundle,dateblock,dateblock,0,0.001626863830196612
S1,story_bundle,dateblock,dateblock,1,0.0015794619045503833
S1,story_bundle,dateblock,dateblock,2,0.0029932014025225717
S1,story_bundle,dateblock,dateblock,3,0.000907346180983537
S1,story_bundle,dateblock,dateblock,4,0.0008765293790180539
S1,story_bundle,dateblock,dateblock,5,-0.0005445374944911263
S1,story_bundle,dateblock,dateblock,6,0.005499271666310257
S1,story_bundle,dateblock,dateblock,7,0.003128601970763256
S1,raw_day,dateblock,row,0,0.003917071071356526
S1,raw_day,dateblock,row,1,-0.0002250187730025166
