role,family,basename,file,local_mean,local_p90,local_bad_axis,public_analog_survival_score,public_analog_risk_score,e347_gate,e347_rank_score,candidate_group,full_state_corr_abs,full_state_corr_col,full_state_corr_signed,q1_state_corr_abs,q1_state_corr_signed,q1_state_enrich_abs,q1_state_enrich_signed,own_state_corr_abs,own_state_corr_col,own_state_corr_signed,nonq1_residual_corr_abs,nonq1_residual_corr_col,nonq1_residual_corr_signed,calendar_corr_abs,calendar_corr_col,calendar_corr_signed,signed_mean_q1_state_corr_abs,q1_target_q1_state_corr_abs,random_corr_p95,random_corr_max,permuted_q1_corr_p95,permuted_q1_corr_max,negative_control_max_corr,broader_control_max_corr,q1_specificity_margin,q1_broader_specificity_margin,q1_specificity_pass,broad_state_not_specific,state_specificity_score,row_l2_entropy,row_l2_q80,row_l2_max,e348_gate,e348_rank_score,selected_uploadsafe_file
E344_upload,e344,submission_e344_counteraxis_lifestyle_9d09e4d2_uploadsafe.csv,analysis_outputs/submission_e344_counteraxis_lifestyle_9d09e4d2_uploadsafe.csv,-0.0002463537635279,-5.360632037127644e-05,0.0148496867985574,0.4528061224489796,0.0511290784247562,False,3.076685611057739,e347_family,0.4774198397495971,rs01_Q1_jepa_resid_dateblock,0.4774198397495971,0.4774198397495971,0.4774198397495971,0.853817025424279,0.853817025424279,0.1224235366162546,ownlife_cluster_distance,-0.1224235366162546,0.15496763692576512,rs03_S2_jepa_resid_dateblock,0.15496763692576512,0.07242949514929191,subject_order,-0.07242949514929191,0.4802717663509072,0.7042698242753059,0.10808262790490233,0.20847498008195492,0.12364731308217643,0.18504174918055402,0.12364731308217643,0.15496763692576512,0.3537725266674207,0.322452202823832,True,False,1.0,0.8275107719483239,0.013228756555322763,0.030914218873706455,False,3.2535718743914495,
e345_nullsafe_top7,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_joint_cellveto_20f213b3.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_joint_cellveto_20f213b3.csv,-0.0002480507395766,-5.163148529846425e-05,0.0146439782717327,0.4438775510204081,0.0508383486358819,False,3.0649036441871433,e347_family,0.47311580783427365,rs01_Q1_jepa_resid_dateblock,0.47311580783427365,0.47311580783427365,0.47311580783427365,0.8330926543902464,0.8330926543902464,0.12643932985492787,ownlife_cluster_distance,-0.12643932985492787,0.15683349758752294,rs03_S2_jepa_resid_dateblock,0.15683349758752294,0.06896533784705074,subject_order,-0.06896533784705074,0.47988045349769504,0.7042922879339333,0.11182613473043103,0.3352655460133613,0.11575987878186611,0.17140617763613233,0.11575987878186611,0.15683349758752294,0.35735592905240754,0.3162823102467507,True,False,1.0,0.8291528303743527,0.013890194383088653,0.03120298749433188,False,3.243581608713347,
e345_nullsafe_top5,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_q1q2s1_counter_20f213b3.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_q1q2s1_counter_20f213b3.csv,-0.0002480507395766,-5.163148529846474e-05,0.0146439782717327,0.4387755102040816,0.0508383486358823,False,3.0546995625544873,e347_family,0.47311580783427365,rs01_Q1_jepa_resid_dateblock,0.47311580783427365,0.47311580783427365,0.47311580783427365,0.8330926543902464,0.8330926543902464,0.12643932985492787,ownlife_cluster_distance,-0.12643932985492787,0.15683349758752294,rs03_S2_jepa_resid_dateblock,0.15683349758752294,0.06896533784705074,subject_order,-0.06896533784705074,0.47988045349769504,0.7042922879339333,0.10989114150459237,0.1419310881326352,0.11983594611246735,0.19833308769446062,0.11983594611246735,0.15683349758752294,0.3532798617218063,0.3162823102467507,True,False,1.0,0.8291528303743527,0.013890194383088653,0.03120298749433188,False,3.2313394934153905,
e345_nullsafe_top8,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_preserve_q2_cellve_20f213b3.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_preserve_q2_cellve_20f213b3.csv,-0.0002480507395766,-5.163148529846425e-05,0.0146439782717327,0.4387755102040816,0.0508383486358819,False,3.054699562554491,e347_family,0.47311580783427365,rs01_Q1_jepa_resid_dateblock,0.47311580783427365,0.47311580783427365,0.47311580783427365,0.8330926543902464,0.8330926543902464,0.12643932985492787,ownlife_cluster_distance,-0.12643932985492787,0.15683349758752294,rs03_S2_jepa_resid_dateblock,0.15683349758752294,0.06896533784705074,subject_order,-0.06896533784705074,0.47988045349769504,0.7042922879339333,0.12005154495363442,0.20379189398628722,0.12129295917191109,0.14721058281434654,0.12129295917191109,0.15683349758752294,0.3518228486623626,0.3162823102467507,True,False,1.0,0.8291528303743527,0.013890194383088653,0.03120298749433188,False,3.2306109868856723,
e345_nullsafe_top2,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_q1s1_counter_61d91c4c.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_q1s1_counter_61d91c4c.csv,-0.0002465802797464,-5.188773301777247e-05,0.0146558258772985,0.4336734693877551,0.0511441751002576,False,3.041397273858244,e347_family,0.47306056966054144,rs01_Q1_jepa_resid_dateblock,0.47306056966054144,0.47306056966054144,0.47306056966054144,0.8330926543902464,0.8330926543902464,0.12623622333920487,ownlife_cluster_distance,-0.12623622333920487,0.156874288854279,rs03_S2_jepa_resid_dateblock,0.156874288854279,0.06913491324746715,subject_order,-0.06913491324746715,0.47770747791984347,0.7043023046511596,0.12997635759170864,0.23069245968483557,0.12659040626008533,0.20151225704726258,0.12997635759170864,0.156874288854279,0.3430842120688328,0.31618628080626243,True,False,1.0,0.8285743322827427,0.013890194383088653,0.03120298749433188,False,3.2129393798926604,
e344_nullsafe_top1,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_9d09e4d2.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_9d09e4d2.csv,-0.0002463537635279,-5.360632037127644e-05,0.0148496867985574,0.4260204081632653,0.0511290784247562,False,3.02311418248631,e347_family,0.4774198397495971,rs01_Q1_jepa_resid_dateblock,0.4774198397495971,0.4774198397495971,0.4774198397495971,0.853817025424279,0.853817025424279,0.1224235366162546,ownlife_cluster_distance,-0.1224235366162546,0.15496763692576512,rs03_S2_jepa_resid_dateblock,0.15496763692576512,0.07242949514929191,subject_order,-0.07242949514929191,0.4802717663509072,0.7042698242753059,0.14096856640295985,0.22243362064374067,0.1288582740328203,0.15306702509559658,0.14096856640295985,0.15496763692576512,0.33645127334663727,0.322452202823832,True,False,1.0,0.8275107719483239,0.013228756555322763,0.030914218873706455,False,3.1913398191596287,
public_bad_e256,control,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,analysis_outputs/submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,,,,,,,,public_control,0.15683471426623097,ownlife_pc2,-0.15683471426623097,0.09233672070563222,0.09233672070563222,0.12363546037039051,0.12363546037039051,0.15683471426623097,ownlife_pc2,-0.15683471426623097,0.1403094022649752,rs17_S1_raw_day_subject,0.1403094022649752,0.09561469679264506,is_weekend,-0.09561469679264506,0.023849069817360746,0.0,0.10857446763968827,0.1550361126831337,0.11802161365548598,0.1617799886776824,0.11802161365548598,0.15683471426623097,-0.025684892949853766,-0.06449799356059875,False,True,0.12530617680440304,0.48391053081971275,0.0,0.05598298004018844,False,-9.636923916061718,
public_bad_e216,control,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,analysis_outputs/submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,,,,,,,,public_control,0.16467757884126147,ownlife_cluster_distance,0.16467757884126147,0.04582767724283588,0.04582767724283588,0.28432497178860167,0.28432497178860167,0.16467757884126147,ownlife_cluster_distance,0.16467757884126147,0.1308781260500168,rs12_S3_jepa_resid_dateblock,0.1308781260500168,0.12095319260552771,weekday,0.12095319260552771,0.1178472615561849,0.0,0.1418005664090625,0.1662274276388422,0.11538896942351075,0.16128066049056786,0.1418005664090625,0.16467757884126147,-0.09597288916622662,-0.1188499015984256,False,True,0.12164766971979632,0.973750526074381,0.06326769669871113,0.09510186745397252,False,-9.683043435423725,
severe_final9,control,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,analysis_outputs/submission_hybrid_0p578_logit_after_subject_final9_strict.csv,,,,,,,,public_control,0.1850926108892324,ownlife_k8_2,-0.1850926108892324,0.016989583833341333,0.016989583833341333,0.31051023156166246,0.31051023156166246,0.1850926108892324,ownlife_k8_2,-0.1850926108892324,0.11224998799980798,rs06_S1_family_story_subject,0.11224998799980798,0.07351084446544397,subject_order,0.07351084446544397,0.05859050544808716,0.06416089857437718,0.11870098401574423,0.17140767052272837,0.13230547688763014,0.2010160802572841,0.13230547688763014,0.1850926108892324,-0.11531589305428881,-0.16810302705589106,False,True,0.09979231224978466,0.9877648380834095,0.24455649805534693,0.5013379341306712,False,-9.75828100977779,
public_bad_e323,control,submission_e323_5508f966_uploadsafe.csv,analysis_outputs/submission_e323_5508f966_uploadsafe.csv,,,,,,,,public_control,0.1926762348197571,ownlife_pc5,-0.1926762348197571,0.0695753852061633,-0.0695753852061633,0.004192248646215419,0.004192248646215419,0.1926762348197571,ownlife_pc5,-0.1926762348197571,0.13072529160466567,rs10_S1_story_bundle_dateblock,-0.13072529160466567,0.05193976655700692,is_weekend,0.05193976655700692,0.16043891902270435,0.0839879038064609,0.1066333221331541,0.16397561560984975,0.10941506264100222,0.18754053664858636,0.10941506264100222,0.1926762348197571,-0.03983967743483892,-0.1231008496135938,False,True,0.07069331817848741,0.944125944571569,0.08868282519415746,0.1748357702353662,False,-9.807839884181957,
mild_e101,control,submission_e101_q2s3tail_177569bc.csv,analysis_outputs/submission_e101_q2s3tail_177569bc.csv,,,,,,,,public_control,0.16838695679846438,ownlife_pc3,-0.16838695679846438,0.04041257778584123,0.04041257778584123,0.08441610522592272,0.08441610522592272,0.16838695679846438,ownlife_pc3,-0.16838695679846438,0.14441873726881221,rs11_Q1_family_story_subject,0.14441873726881221,0.06638849372507667,is_weekend,0.06638849372507667,0.07686642103035998,0.003341569963645516,0.10746649053596456,0.16173594484233814,0.1285041175226391,0.20936133773048418,0.1285041175226391,0.16838695679846438,-0.08809153973679787,-0.12797437901262315,False,True,0.06292353917942062,0.9493760999680133,0.0315667588648714,0.06533706730734698,False,-9.855275152330137,
public_bad_e267,control,submission_e267_humansocial_tail_balanced_2936100f.csv,analysis_outputs/submission_e267_humansocial_tail_balanced_2936100f.csv,,,,,,,,public_control,0.1805955536853026,ownlife_pc4,0.1805955536853026,0.05982596489942491,-0.05982596489942491,0.005678367129008819,0.005678367129008819,0.1805955536853026,ownlife_pc4,0.1805955536853026,0.15690811851440736,rs09_S2_family_story_subject,-0.15690811851440736,0.05104733435244288,is_weekend,-0.05104733435244288,0.027656591668980008,0.0,0.14014720820037477,0.2032138773478428,0.11509782953163536,0.16469545418679218,0.14014720820037477,0.1805955536853026,-0.08032124330094986,-0.12076958878587771,False,True,0.061340196133827254,0.6843627417679161,0.0034934062860596045,0.06504479616432174,False,-9.856140033248993,
mild_e95,control,submission_e95_hardtail_541e3973.csv,analysis_outputs/submission_e95_hardtail_541e3973.csv,,,,,,,,public_control,0.17156288799477903,ownlife_pc3,-0.17156288799477903,0.03771077957683092,0.03771077957683092,0.08441610522592272,0.08441610522592272,0.17156288799477903,ownlife_pc3,-0.17156288799477903,0.14684017370019872,rs11_Q1_family_story_subject,0.14684017370019872,0.06975237024971147,is_weekend,0.06975237024971147,0.08299351442642565,0.003341569963645516,0.11160306719785806,0.17584692963302595,0.11941562540074407,0.179326849436342,0.11941562540074407,0.17156288799477903,-0.08170484582391316,-0.13385210841794812,False,True,0.06022174097041032,0.9469393526391778,0.0315667588648714,0.06533706730734698,False,-9.860187200000727,
severe_stage2,control,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,analysis_outputs/submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,,,,,,,,public_control,0.14598466632679838,ownlife_k8_0,-0.14598466632679838,0.005385686170978734,0.005385686170978734,0.228479961816076,0.228479961816076,0.14598466632679838,ownlife_k8_0,-0.14598466632679838,0.1336191619065905,rs12_S3_jepa_resid_dateblock,0.1336191619065905,0.09887917225296497,subject_order,-0.09887917225296497,0.11178226851629625,0.08424518792300675,0.12875272884366146,0.16056794508712138,0.12916772428358853,0.17349128786060575,0.12916772428358853,0.14598466632679838,-0.1237820381126098,-0.14059898015581965,False,True,0.066313675988599,0.9920372671561958,0.09709257540579606,0.17938748331818033,False,-9.862949991090508,
mild_mixmin,control,submission_mixmin_0c916bb4.csv,analysis_outputs/submission_mixmin_0c916bb4.csv,,,,,,,,public_control,0.15720558728939663,ownlife_pc3,-0.15720558728939663,0.03899697595161523,0.03899697595161523,0.06736855892207759,0.06736855892207759,0.15720558728939663,ownlife_pc3,-0.15720558728939663,0.11418537896606344,rs11_Q1_family_story_subject,0.11418537896606344,0.04099651146628843,weekday,0.04099651146628843,0.1168043008688139,0.016641801878364285,0.12339000624009983,0.19366927470839532,0.11267458359333749,0.14378841261460182,0.12339000624009983,0.15720558728939663,-0.0843930302884846,-0.1182086113377814,False,True,0.056961924997502585,0.9726551887691697,0.034709285925856835,0.0660551530072752,False,-9.871310740151735,
