experiment,basename,target_norm,family,outcome_quadrant,failure_mode,readiness_defects,readiness_distance,actual_mean,actual_p90,actual_beats_current_rate,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,selector_visible,old_ready_rule,source_governor_file
e286,submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_9b72c3db.csv,e247_common_vs_e284_extra,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5506300837348936,3.885822072021434e-07,6.300837348936601e-07,0.0294117647058823,0.0,0.9523809523809524,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top3_1686bb8e.csv,e247_common_vs_e284_extra,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.551265736545614,7.840822806574631e-07,1.2657365456140008e-06,0.0294117647058823,0.0,0.9047619047619048,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_low_smooth_top3_f0p25_5ce11742.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.551373318569057,6.717716190333999e-07,1.3733185690570036e-06,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_low_smooth_top3_f0p5_781451e1.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5527563330555859,1.3571635086127196e-06,2.7563330555858655e-06,0.088235294117647,0.0,0.8571428571428571,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_post3_late_shoppi_top3_f0p25_149092e6.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5527653334997708,8.277498793894413e-07,2.7653334997707166e-06,0.3529411764705882,0.0,0.8095238095238095,0.7619047619047619,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_pay15_post3_late_shopping_subj_z_top3_f0p25_6314f6be.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5530455574759345,-5.781190856888114e-07,3.0455574759345117e-06,0.6764705882352942,0.0,0.8571428571428571,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_2b344e02.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5532729307587643,2.4559889200801267e-06,3.272930758764271e-06,0.0,0.0,0.9523809523809524,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_post3_late_shoppi_top5_f0p25_bfe1796c.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5544324875407238,2.8196632337340428e-06,4.432487540723883e-06,0.0294117647058823,0.0,0.9047619047619048,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_z_jepa_prednorm_subject_social_top5_f0p25_875a43c2.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5546897345790132,2.974562205319475e-06,4.6897345790132005e-06,0.0294117647058823,0.0,0.8095238095238095,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top3_cf0afb63.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5547375243822492,2.2317747250227658e-06,4.7375243822492595e-06,0.088235294117647,0.0,0.8571428571428571,0.7619047619047619,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_story_top3_f0p25_476b9ada.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5549859727942112,3.408987080495183e-06,4.985972794211224e-06,0.0294117647058823,0.0,0.8571428571428571,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_post3_late_shoppi_top3_f0p5_4ca17c93.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5555819106482273,1.7191724499292264e-06,5.581910648227212e-06,0.3529411764705882,0.0,0.8095238095238095,0.8095238095238095,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p25_56beeffa.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5558052003261832,3.10623222711385e-06,5.805200326183225e-06,0.088235294117647,0.0,0.8095238095238095,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_pay15_post3_late_shopping_subj_z_top5_f0p5_b9fb5377.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.555980980835526,-8.506267187911878e-07,5.980980835526066e-06,0.6764705882352942,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_pay15_post3_late_shopping_subj_z_top3_f0p5_d2a4f3bb.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.556130930037594,-1.092627274656866e-06,6.130930037593989e-06,0.6764705882352942,0.0,0.9047619047619048,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_swap_low_high_top3_890cca5f.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5564003552423528,4.111729911048366e-06,6.400355242352731e-06,0.0294117647058823,0.0,0.8095238095238095,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_state_top5_f0p25_d3a67ee0.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5564361504925427,3.3756032758592616e-06,6.436150492542651e-06,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_a41b61fd.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5565522422241275,4.918212874044429e-06,6.552242224127469e-06,0.0,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_prednorm_dateblock_bedtime__top3_f0p25_2a4d3bcd.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5566741146367171,5.368815951108566e-06,6.67411463671713e-06,0.0,0.0,0.9047619047619048,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_prednorm_dateblock_bedtime__top5_f0p25_9206c97f.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5572348569354401,5.2897312501378555e-06,7.234856935440102e-06,0.0,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_smooth_z_top3_f0p25_40fc3712.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5573125678359241,3.7120527241899417e-06,7.312567835924033e-06,0.088235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_40fc3712.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5573125678359241,3.7120527241899417e-06,7.312567835924033e-06,0.088235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_near3_money_rumin_top3_f0p25_ab2ac6d8.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.557597762402576,4.101464161313094e-06,7.5977624025759774e-06,0.088235294117647,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top3_1e47c630.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5577105665262471,2.70884319432888e-06,7.71056652624708e-06,0.2058823529411764,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_z_diary_state_k8_5_top5_f0p25_b2de27a4.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5578424458345752,4.970989807701496e-06,7.842445834575176e-06,0.0294117647058823,0.0,0.8571428571428571,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_e7eed968.csv,e247_common_vs_e284_extra,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5581592031659475,4.2927922451555605e-06,8.159203165947483e-06,0.088235294117647,0.0,0.8571428571428571,0.8095238095238095,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_diary_state_pc6_top3_f0p25_3925837e.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5586563810461317,6.825476454828837e-06,8.656381046131691e-06,0.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_swap_low_high_top5_14c99bba.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5586783532512714,5.518049278479549e-06,8.67835325127138e-06,0.0294117647058823,0.0,0.9523809523809524,0.8095238095238095,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_paymonth_start_post3_late_shoppi_top5_f0p5_63793da4.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5589665422418606,5.7098106197249e-06,8.966542241860568e-06,0.0294117647058823,0.0,0.9047619047619048,0.7619047619047619,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_story_top8_f0p25_245d6def.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5592133490029731,5.713597257918875e-06,9.213349002973154e-06,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top8_eb72d150.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5598351123607135,5.980870721355486e-06,9.835112360713524e-06,0.0294117647058823,0.0,0.9047619047619048,0.8095238095238095,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_story_top3_f0p5_af7a92f1.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5599918038395404,6.837379044554401e-06,9.991803839540444e-06,0.0294117647058823,0.0,0.9047619047619048,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_swap_low_high_top5_46a79cbf.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5602136056417699,5.968594483062973e-06,1.0213605641769956e-05,0.0588235294117647,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_smooth_weighted_swap_low_high_top5_06e5e72f.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5603270875928621,6.56746339423531e-06,1.0327087592862044e-05,0.0294117647058823,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_stateamp_top3_f0p25_702b59b8.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5604666049085046,5.244775799223918e-06,1.0466604908504612e-05,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3_2e3f6cdc.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5605541986823984,5.725788373905777e-06,1.0554198682398436e-05,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top5_9aa3e3a1.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5606421424084361,3.4704470239309225e-06,1.0642142408436096e-05,0.2647058823529412,0.0,0.9047619047619048,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_swap_low_high_top13_b42a3319.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5607790149974333,3.6981194703176783e-06,1.077901499743332e-05,0.2352941176470588,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_high_state_top8_f0p25_90845e6d.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5609147223535832,6.784590356370454e-06,1.0914722353583242e-05,0.0294117647058823,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_prednorm_subject_social_com_top5_f0p25_8f92b789.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5615455489888663,8.282894983415677e-06,1.1545548988866284e-05,0.0294117647058823,0.0,0.8095238095238095,0.8095238095238095,0.5714285714285714,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p5_44adcf0d.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5616299648341819,6.239947098352872e-06,1.1629964834181904e-05,0.088235294117647,0.0,0.9047619047619048,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_amp_top3_f0p25_033e14fb.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5616726848216048,5.968536213478746e-06,1.1672684821604792e-05,0.088235294117647,0.0,0.8571428571428571,0.9047619047619048,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top3_033e14fb.csv,e247_common_vs_e284_extra,human_plus_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5616726848216048,5.968536213478746e-06,1.1672684821604792e-05,0.088235294117647,0.0,0.9047619047619048,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top5_8be7e300.csv,e247_body_vs_clean_neither,human_plus_oldlaw_context,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5621825936561258,6.533619265287923e-06,1.218259365612579e-05,0.088235294117647,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e286,submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top5_23421485.csv,e247_body_vs_clean_neither,cell_geometry,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5630610934549373,9.204377969919555e-06,1.3061093454937266e-05,0.0294117647058823,0.0,1.0,0.9523809523809524,1.0,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_jepa_resid_dateblock_cognitive_m_top5_f0p25_6bb64c94.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5631827258682159,7.693114797943604e-06,1.318272586821594e-05,0.0588235294117647,0.0,0.9047619047619048,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top8_4e8acd7d.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.563190208095987,6.829753535082292e-06,1.319020809598698e-05,0.088235294117647,0.0,0.9047619047619048,0.9523809523809524,0.7142857142857143,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e256like_z_diary_state_pc6_top5_f0p25_551a7659.csv,multi,human_boundary_undo,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.564524077967135,1.019869364629726e-05,1.452407796713494e-05,0.0294117647058823,0.0,0.8095238095238095,0.8571428571428571,0.7142857142857143,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_high_stateamp_top5_f0p25_39b99328.csv,multi,e247_undo_rank,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5645606190602723,9.28831422930586e-06,1.4560619060272331e-05,0.0294117647058823,0.0,0.9523809523809524,1.0,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e286,submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top5_39b99328.csv,e247_only_vs_e256_only,human_social,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5645606190602723,9.28831422930586e-06,1.4560619060272331e-05,0.0294117647058823,0.0,0.9523809523809524,0.9047619047619048,0.8571428571428571,False,False,analysis_outputs/e286_e247_preserve_avoid_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_smooth_z_top3_f0p5_1350e4c1.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5646604827457269,7.473758996963983e-06,1.4660482745726831e-05,0.088235294117647,0.0,0.9523809523809524,0.9523809523809524,0.8571428571428571,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
e285,submission_e285_e247resid_undo_e247like_ctrl_smooth_z_top5_f0p25_94fc0ee8.csv,multi,human_boundary_control,null_rare_but_no_selector_edge,safe_but_too_small_or_wrong_sign,2,0.5649866476695364,8.296536585661452e-06,1.4986647669536482e-05,0.0588235294117647,0.0,1.0,1.0,1.0,False,False,analysis_outputs/e285_e247_residual_human_state_governor_summary.csv
