candidate_id,family_group,agg_mode,target_mask,gamma,included_masks,mean_inclusion,mean_abs_logit_delta,max_abs_logit_delta,mean_probability_move,p90_probability_move,oof_loss,expected_public_anchor,expected_public_stage2,expected_public_ordinal,posterior_mean_expected,posterior_p90_expected,conservative_mean_expected,conservative_p90_expected,posterior_mean_regret,conservative_mean_regret,p90_regret,p95_regret,max_regret,posterior_mean_delta_vs_stage2,conservative_mean_delta_vs_stage2,posterior_mean_delta_vs_prior,conservative_mean_delta_vs_prior,win_rate_vs_stage2_all,win_rate_vs_prior_all,robust_score_t35,robust_score_t50,robust_score_t65,robust_score_t80
subject_struct|conditional|noq2|g0.75,subject_struct,conditional,noq2,0.75,168,0.44,0.08964991198487822,0.7110872071297093,0.011613775861490615,0.028584433835193754,0.5534221142638357,0.577934268728773,0.5759041876880546,0.5771479416648925,0.5755009550122335,0.5815065667306617,0.5758415656459939,0.5840122284198217,7.492302992903837e-05,0.001111496079855769,0.0014370624556253597,0.0015526999207422008,0.002125190520049558,-0.0014914335122991383,-3.440181191674452e-05,-0.0007109470124202703,-0.00013190879081857398,0.7766467065868263,0.7,0.577874466404711,0.5775901458734133,0.5773058253421158,0.5770215048108184
random50|conditional|noq2|g0.75,random50,conditional,noq2,0.75,40,0.5,0.09158044736584241,0.7045447930218004,0.011818704193267103,0.028886775153808428,0.5532992510118969,0.5781124443172925,0.5761479714876201,0.5773847027434988,0.5755018879406252,0.5815060381561692,0.5758490536586011,0.5839664557341959,7.585595832067723e-05,0.0011189840924628795,0.0014288574012962017,0.0015695798998086818,0.002149132171478052,-0.0014905005839074995,-2.6913799309633948e-05,-0.0007100140840286315,-0.00012442077821146343,0.7631736526946108,0.7,0.5778867242061889,0.5775999455183106,0.5773131668304322,0.5770263881425539
structured|conditional|noq2|g0.75,structured,conditional,noq2,0.75,195,0.4324102564102564,0.09129488852804724,0.7251601600194735,0.011749274646470262,0.028616045400032795,0.5534555085075782,0.577678888538198,0.5756541586837502,0.5768881903460619,0.575512012420716,0.5815243150263458,0.575845041720926,0.5840025442727749,8.598043841146973e-05,0.0011149721547879061,0.0014323583383821336,0.0015450089756660341,0.00214118794272955,-0.001480376103816707,-3.092573698460725e-05,-0.000699889603937839,-0.0001284327158864367,0.7724550898203593,0.7,0.5778859000112611,0.5776044224800448,0.5773229449488285,0.5770414674176124
rowmod|conditional|noq2|g0.75,rowmod,conditional,noq2,0.75,14,0.2857142857142857,0.09285193789500006,0.6688925401482796,0.011966043805263496,0.029047627282299864,0.5533270012109144,0.5781048121194537,0.5761580999935313,0.5773853383329731,0.5755101034235042,0.5815139423670855,0.5758524764141335,0.5839446128329738,8.407144119961072e-05,0.001122406847995415,0.0014229181771869492,0.0015704985078335675,0.002119394691471488,-0.001482285101028566,-2.3491043777098367e-05,-0.000701798601149698,-0.00012099802267892784,0.7538922155688623,0.7,0.5778966888409988,0.5776117074258753,0.5773267260107519,0.5770417445956284
all_struct_random|marginal|all|g1.25,all_struct_random,marginal,all,1.25,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.009529298074325752,0.02178942918402863,0.5549567261767744,0.5776547923679015,0.5748470178323556,0.5766356559099953,0.5755450563408085,0.5815467283347994,0.5757342477650802,0.5843271076559378,0.00011902435850398749,0.0010041781989420242,0.0014677562825057943,0.0017651694267068576,0.002762543367019754,-0.0014473321837241892,-0.00014171969283048916,-0.0006668456838453212,-0.00023922667173231863,0.8979041916167665,0.7,0.5777965043253624,0.5775689659976231,0.5773414276698838,0.5771138893421446
random50|marginal|noq2|g1.25,random50,marginal,noq2,1.25,40,0.5,0.045873945010312826,0.3698860163364452,0.00984639449185089,0.023826679755908093,0.5538942885705473,0.5780140528037495,0.5754682871578071,0.5770759536112781,0.5755261586093049,0.5815500353291301,0.5757830565149124,0.584301155235268,0.00010012662700044032,0.0010529869487741976,0.001518762126648865,0.0016822011253656392,0.0023867848172481887,-0.0014662299152277364,-9.291094299831594e-05,-0.0006857434153488684,-0.0001904179219001454,0.8865269461077845,0.7,0.5778681922905774,0.5776152640323372,0.5773623357740969,0.5771094075158568
random_all|marginal|noq2|g1.25,random_all,marginal,noq2,1.25,200,0.44,0.04027457800273986,0.31786446922545514,0.008707416813572373,0.021255664089892278,0.554374823480934,0.5777088165710769,0.5748390520720636,0.57667463933627,0.5755396411072616,0.5815597417365653,0.5757271565110853,0.5843736616208939,0.00011360912495701867,0.0009970869449471933,0.0015719518986843206,0.0018528810934176966,0.002661741052538913,-0.001452747417271158,-0.00014881094682532006,-0.00067226091739229,-0.0002463179257271495,0.9,0.7,0.5778498828496987,0.5776229730296274,0.577396063209556,0.5771691533894846
random_all|conditional|all|g0.50,random_all,conditional,all,0.5,200,0.44,0.09137558790415291,0.7140419470163348,0.008773531184091249,0.0192666481771767,0.5548293291706387,0.5777024996695239,0.5746951321512684,0.5766398903690814,0.5755576115308647,0.581582927786325,0.5756949969467952,0.5843549546968955,0.0001315795485600551,0.00096492738065695,0.0015665626096706409,0.0019163214403980888,0.0028451856576435786,-0.0014347769936681215,-0.0001809705111155633,-0.0006542904937892536,-0.0002784774900173928,0.9,0.7,0.577823341103269,0.5776152300286576,0.5774071189540463,0.5771990078794349
rowmod|conditional|all|g0.50,rowmod,conditional,all,0.5,14,0.2857142857142857,0.09285193789500006,0.6688925401482796,0.008859052352876878,0.01925473335480232,0.5549356249917171,0.5779352362639347,0.5749192692609872,0.5768666805193011,0.5755618568360139,0.5815894883397855,0.575698405376023,0.5843679893497958,0.0001358248537093752,0.0009683358098848663,0.001560198157702574,0.0019189666986165253,0.0028400616586023997,-0.0014305316885188015,-0.00017756208188764714,-0.0006500451886399336,-0.0002750690607894766,0.9,0.7,0.5778299412684295,0.5776221440222886,0.5774143467761478,0.5772065495300069
all_struct_random|conditional|all|g0.50,all_struct_random,conditional,all,0.5,395,0.436253164556962,0.09072948321977128,0.7182314185827349,0.008697591811403236,0.019078970527028567,0.554955845799901,0.577693512450769,0.5746559007277258,0.5766061372822234,0.5755612176330567,0.5815896128399795,0.5756959711982588,0.5843632320895447,0.00013518565075213261,0.0009659016321207199,0.0015590033273497382,0.001945002855231553,0.002871386090499972,-0.001431170891476044,-0.00017999625965179353,-0.0006506843915971761,-0.000277503238553623,0.9,0.7,0.5778300362431218,0.5776229121125336,0.5774157879819454,0.577208663851357
random50|conditional|all|g0.50,random50,conditional,all,0.5,40,0.5,0.09158044736584241,0.7045447930218004,0.008756941366849506,0.019207488911836355,0.5549606774447245,0.577942423364878,0.5749144579422019,0.5768679977451218,0.5755592209159888,0.5815857071659256,0.5756991255412348,0.5843682887189939,0.00013318893368429707,0.0009690559750966905,0.0015711977805010762,0.001936333019852804,0.0028819232627842473,-0.0014331676085438795,-0.00017684191667582293,-0.0006526811086650116,-0.0002743488955776524,0.9,0.7,0.5778377781825235,0.5776287224044188,0.5774196666263139,0.5772106108482092
all_struct_random|marginal|noq2|g1.25,all_struct_random,marginal,noq2,1.25,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.008555800681803494,0.02178942918402863,0.5550609034566448,0.5776672254979439,0.5747173837287721,0.5765600626908741,0.5755511954211162,0.581585658175202,0.5757538758354473,0.5843674038338722,0.00012516343881175106,0.0010238062693092044,0.001549019851935351,0.0018809026658094293,0.0028830221803977096,-0.0014411931034164257,-0.00012209162246330885,-0.0006607066035375577,-0.00021959860136513832,0.8991017964071857,0.7,0.5778975500675138,0.5776649533685021,0.5774323566694906,0.577199759970479
subject_contig|conditional|all|g0.50,subject_contig,conditional,all,0.5,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.008581845572480139,0.019069355277471313,0.5551248914075525,0.5778348676483939,0.5747545503533681,0.5767158363377729,0.5755643631535046,0.5815970864040703,0.5756992635009749,0.5843984173056835,0.0001383311712000295,0.0009691939348366458,0.0015673763133105638,0.001974703590475978,0.0029192590450568545,-0.0014280253710281473,-0.00017670395693586757,-0.0006475388711492791,-0.00027421093583769704,0.9,0.7,0.5778482652054566,0.5776410860315178,0.577433906857579,0.5772267276836401
subject_struct|conditional|all|g0.50,subject_struct,conditional,all,0.5,168,0.44,0.08964991198487822,0.7110872071297093,0.008599151140432837,0.019097670701732433,0.5551422063556138,0.5778185669678729,0.5747442830901458,0.5767034246082264,0.5755639008137653,0.5815959501033531,0.575699558796183,0.584394917667201,0.00013786883146074092,0.0009694892300448031,0.001572578476798092,0.0019719736122603905,0.0029171510921829347,-0.0014284877107674358,-0.0001764086617277103,-0.0006480012108885678,-0.00027391564062953977,0.9,0.7,0.5778503955989985,0.5776429323119544,0.5774354690249104,0.5772280057378663
structured|conditional|all|g0.50,structured,conditional,all,0.5,195,0.4324102564102564,0.09129488852804724,0.7251601600194735,0.008705176487707076,0.01909376010863192,0.5551422945446444,0.5776207393917451,0.5745514024046783,0.5765050841758218,0.5755690309873691,0.5816035703098652,0.5756995919124873,0.5843871590128329,0.0001429990050646174,0.0009695223463491913,0.0015772515684148946,0.00196818492753763,0.0029007632031921027,-0.0014233575371635594,-0.000176375545423322,-0.0006428710372846912,-0.00027388252432515147,0.9,0.7,0.5778565171237603,0.5776509652332036,0.5774454133426468,0.57723986145209
random50|marginal|all|g1.00,random50,marginal,all,1.0,40,0.5,0.045873945010312826,0.3698860163364452,0.008763418343653382,0.0190752468606082,0.5548264413961058,0.5779460467101195,0.5749309476832464,0.5768750188129257,0.575566366090949,0.5815905424904269,0.5757121779143783,0.5843611110439018,0.00014033410864452108,0.0009821083482402248,0.0015915616493822004,0.001937670563395632,0.002859764719182145,-0.0014260224335836556,-0.00016378954353228855,-0.0006455359337047876,-0.00026129652243411805,0.9,0.7,0.5778756897601208,0.5776644187826975,0.5774531478052739,0.5772418768278506
random_all|conditional|noq2|g0.50,random_all,conditional,noq2,0.5,200,0.44,0.09137558790415291,0.7140419470163348,0.007879087173632653,0.0192666481771767,0.5549684417215853,0.5777071841637093,0.5745697195790501,0.5765639204302796,0.5755658459699954,0.581594334490929,0.5757154456313851,0.5844561104618762,0.00013981398769083282,0.000985376065246935,0.0016007426666513212,0.002039380086801323,0.002962430218424683,-0.001426542554537344,-0.00016052182652557815,-0.0006460560546584759,-0.0002580288054274076,0.9,0.7,0.577905477107738,0.5776927856910794,0.5774800942744209,0.5772674028577623
rowmod|conditional|noq2|g0.50,rowmod,conditional,noq2,0.5,14,0.2857142857142857,0.09285193789500006,0.6688925401482796,0.007958597878172328,0.01925473335480232,0.5551003655062993,0.5779202131047193,0.5747739962043383,0.5767707118733959,0.5755698389748161,0.5816005603828948,0.5757186117726218,0.5844752479390982,0.00014380699251150333,0.0009885422064837201,0.0016003963487246854,0.0020437388987151694,0.002956718293374627,-0.0014225495497166736,-0.00015735568528879327,-0.0006420630498378053,-0.00025486266419062276,0.9,0.7,0.5779148145698855,0.5777024332270707,0.5774900518842562,0.5772776705414414
all_struct_random|conditional|noq2|g0.50,all_struct_random,conditional,noq2,0.5,395,0.436253164556962,0.09072948321977128,0.7182314185827349,0.007810318002127007,0.019078970527028567,0.5551081477777237,0.5777012271224667,0.5745345955858415,0.5765332674644703,0.575569484411369,0.5815979850676036,0.5757163244623963,0.5844833942649992,0.00014345242906448654,0.0009862548962581263,0.0016018015559792868,0.0020646192520595574,0.0029874012501522884,-0.0014229041131636902,-0.00015964299551438709,-0.0006424176132848222,-0.0002571499744162166,0.9,0.7,0.5779156661220488,0.5777040095592763,0.5774923529965035,0.5772806964337309
random50|conditional|noq2|g0.50,random50,conditional,noq2,0.5,40,0.5,0.09158044736584241,0.7045447930218004,0.007861009348838063,0.019207488911836355,0.5550395190997246,0.5779280700065805,0.5747702014680396,0.5767729045987734,0.5755674339022605,0.5815975213089594,0.5757194018516306,0.5844809314673174,0.0001414019199559532,0.0009893322854924293,0.0016125535727911744,0.0020595883776505504,0.0029982262282773897,-0.0014249546222722235,-0.00015656560628008416,-0.0006444681223933556,-0.00025407258518191366,0.9,0.7,0.5779232425176086,0.5777096629929576,0.5774960834683063,0.577282503943655
structured|marginal|all|g1.25,structured,marginal,all,1.25,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.009415388871701713,0.021831069432600048,0.5559160262028844,0.577615585043842,0.5747268839818145,0.5765219788892624,0.5755938298674503,0.5816151325088852,0.5757986597954373,0.5844199119423612,0.00016779788514575638,0.0010685902292990987,0.0014770477580082985,0.0018398117323772658,0.003181276407509981,-0.0013985586570824204,-7.73076624734148e-05,-0.0006180721572035524,-0.00017481464137524425,0.8769461077844312,0.7,0.5779634249093897,0.577730022142757,0.5774966193761246,0.577263216609492
random_all|marginal|all|g1.00,random_all,marginal,all,1.0,200,0.44,0.04027457800273986,0.31786446922545514,0.0077438378552259,0.016915466115201776,0.5553119499173125,0.5776882491850919,0.5743989209037679,0.5765307203761731,0.5755973051384631,0.5816386543200623,0.5756887747274141,0.5845650083888068,0.00017127315615842752,0.0009587051612759116,0.0015451173136307045,0.002125076058107039,0.00311321214164173,-0.0013950833860697494,-0.0001871927304966017,-0.0006145968861908811,-0.0002846997093984312,0.9,0.7,0.5778789901789452,0.5776880975394512,0.577497204899957,0.5773063122604629
subject_struct|conditional|noq2|g0.50,subject_struct,conditional,noq2,0.5,168,0.44,0.08964991198487822,0.7110872071297093,0.007725534611054389,0.019097670701732433,0.5553065192355442,0.5778115752298262,0.5746102067631941,0.5766177651173189,0.5755723004964545,0.5816010756570152,0.5757198983896809,0.5845182800948094,0.0001462685141498731,0.0009898288235427068,0.0015984381823029295,0.0020955195181852947,0.0030318689956487788,-0.0014200880280783037,-0.00015606906822980673,-0.0006396015281994355,-0.0002535760471316362,0.9,0.7,0.5779284361947229,0.5777164954411256,0.5775045546875284,0.5772926139339309
subject_contig|conditional|noq2|g0.50,subject_contig,conditional,noq2,0.5,160,0.44000000000000006,0.08951226239403196,0.7108818571125647,0.007712133228853399,0.019069355277471313,0.5552888350561123,0.57782746376765,0.5746206017887769,0.5766301216577732,0.5755727860364552,0.5816017818181805,0.5757195660415086,0.5845215970537372,0.00014675405415072082,0.0009894964753705971,0.0016006812712975212,0.0020979407981196233,0.003033752385839139,-0.001419602488077456,-0.0001564014164019163,-0.0006391159881985878,-0.0002539083953037458,0.9,0.7,0.577929926776928,0.5777182927313956,0.5775066586858632,0.5772950246403307
structured|conditional|noq2|g0.50,structured,conditional,noq2,0.5,195,0.4324102564102564,0.09129488852804724,0.7251601600194735,0.007817438502504744,0.01909376010863192,0.5553079216975028,0.5776384663020666,0.5744408893630365,0.5764418123979443,0.575576996688,0.5816083671355933,0.5757195403588594,0.5845112593736319,0.00015096470569536956,0.000989470792721322,0.0015964705309555066,0.002089268391852283,0.0030141380585995137,-0.0014153918365328074,-0.00015642709905119137,-0.0006349053366539392,-0.00025393407795302087,0.9,0.7,0.5779297295113001,0.5777196840910903,0.5775096386708807,0.5772995932506709
random50|marginal|noq2|g1.00,random50,marginal,noq2,1.0,40,0.5,0.045873945010312826,0.3698860163364452,0.007867944582437784,0.0190752468606082,0.5549243774283735,0.5779273249980976,0.5747826082157125,0.5767753351958778,0.575574156857468,0.5816079688974427,0.5757319896643857,0.5844505086307918,0.00014812487516352148,0.0010019200982475378,0.0016153796324226174,0.00206102361550351,0.00297639005616801,-0.0014182316670646553,-0.00014397779352497557,-0.0006377451671857872,-0.00024148477242680503,0.9,0.7,0.5779512803765285,0.5777355015302971,0.5775197226840656,0.5773039438378339
all_struct_random|marginal|all|g1.00,all_struct_random,marginal,all,1.0,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.0076174194217148465,0.017433276254969567,0.5559121099127853,0.5776471881003031,0.574294024112777,0.5764310294586823,0.5756034900673118,0.5816598704854702,0.5757071576891608,0.5846197774975446,0.00017745808500730485,0.000977088123022732,0.0016060084351668044,0.002137244549574539,0.003307848591157292,-0.0013888984572208718,-0.0001688097687497813,-0.0006084119573420038,-0.00026631674765161076,0.8997005988023952,0.7,0.5779471535635878,0.577751686661757,0.5775562197599263,0.5773607528580955
subject_struct|marginal|all|g1.25,subject_struct,marginal,all,1.25,168,0.44,0.03954007937512027,0.34754335335468917,0.009517042305432146,0.02255983680729702,0.556104150447972,0.5777525117319896,0.5748984616105313,0.5766619302124304,0.575607137619428,0.5816354932033717,0.5758290494692767,0.5844435156780136,0.00018110563712354254,0.0010989799031384632,0.0015043112027879222,0.0018351903427756937,0.0033112959523907692,-0.0013852509051046342,-4.691798863405007e-05,-0.0006047644052257662,-0.00014442496753587955,0.8601796407185629,0.7,0.5780371598568286,0.577797351369498,0.5775575428821673,0.5773177343948367
random_all|marginal|noq2|g1.00,random_all,marginal,noq2,1.0,200,0.44,0.04027457800273986,0.31786446922545514,0.006959060212240728,0.016915466115201776,0.5554334966661446,0.577691541922535,0.5742881050533871,0.5764631384189163,0.5756062481632537,0.5816459708002316,0.5757085749687443,0.5846599024595067,0.00018021618094910772,0.000978505402606255,0.0015627698547421506,0.002236524435361814,0.0032200620616716913,-0.001386140361279069,-0.00016739248916625848,-0.000605653861400201,-0.00026489946806808795,0.8997005988023952,0.7,0.5779501066638054,0.5777551425681089,0.5775601784724125,0.5773652143767161
structured|marginal|noq2|g1.25,structured,marginal,noq2,1.25,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.008446587820793331,0.021624990021169792,0.5559908993831206,0.5776369306455801,0.5746067496362918,0.5764558937623486,0.5755971469103749,0.5816494381656641,0.5758153811816364,0.5844838879371816,0.00017111492807029852,0.0010853116154982893,0.0015516565811639627,0.0019644450064338114,0.003271310733237942,-0.0013952416141578782,-6.058627627422409e-05,-0.0006147551142790102,-0.00015809325517605357,0.8826347305389222,0.7,0.5780557306409114,0.5778173012455509,0.5775788718501903,0.5773404424548297
subject_contig|marginal|all|g1.25,subject_contig,marginal,all,1.25,160,0.44000000000000006,0.03951211370582937,0.3557486765284741,0.009509535762040647,0.022794347350829337,0.5562179192047064,0.5777566517681336,0.574897598860156,0.576659355849703,0.5756174364352401,0.5816409557330892,0.5758419557879583,0.5844616229945339,0.0001914044529355526,0.0011118862218200667,0.0015174594645961492,0.0018420025299043011,0.003391657909275536,-0.001374952089292624,-3.4011669952446686e-05,-0.000594465589413756,-0.00013151864885427617,0.8550898203592814,0.7,0.5780750806568516,0.5778342943559448,0.5775935080550381,0.5773527217541313
all_struct_random|marginal|noq2|g1.00,all_struct_random,marginal,noq2,1.0,395,0.436253164556962,0.03966652627022557,0.27260587604046815,0.006838821039297431,0.017433276254969567,0.5560183362727275,0.577657641587844,0.5741908533707105,0.5763710926021263,0.5756118786783267,0.5816598336297787,0.5757263374922232,0.5847081502337708,0.00018584669602223495,0.000996267926085196,0.001622583762536933,0.0022473924124727317,0.0034072833349595433,-0.0013805098462059417,-0.00014962996568731738,-0.0006000233463270738,-0.0002471369445891468,0.8985029940119761,0.7,0.5780159780144671,0.5778164644156185,0.5776169508167699,0.5774174372179214
subject_struct|marginal|noq2|g1.25,subject_struct,marginal,noq2,1.25,168,0.44,0.03954007937512027,0.34754335335468917,0.008541396194349267,0.02228119116044727,0.5561658990678581,0.5777561614240674,0.5747589252454421,0.5765786813104833,0.5756091753335726,0.581659535441739,0.5758446959104071,0.5844920508766495,0.00018314335126804615,0.0011146263442689485,0.001541781988640245,0.001967427652509729,0.0033980097390622355,-0.0013832131909601306,-3.127154750356482e-05,-0.0006027266910812626,-0.00012877852640539428,0.8682634730538922,0.7,0.578109551178415,0.5778646394184647,0.5776197276585142,0.5773748158985639
structured|marginal|all|g1.00,structured,marginal,all,1.0,195,0.4324102564102564,0.03928517873401172,0.31856020546244845,0.0075267929842228265,0.017485607068011846,0.556681787251703,0.5776130823873562,0.5741957082923393,0.57633747488223,0.575632708827681,0.5817025270697138,0.5757488872525023,0.5846904870035959,0.0002066768453764565,0.0010188176863641426,0.0015804815569454233,0.0021975216811971118,0.003538347025585309,-0.0013596796968517203,-0.00012708020540837085,-0.0005791931969728521,-0.00022458718431020032,0.8985029940119761,0.7,0.5780398225065545,0.5778396640536091,0.5776395056006637,0.5774393471477184
