variant,source_family,source_file,operation,beta,guard_factor,guard_group,badclean_count,badclean_max_poscos,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,opposite_only,support_actual_p90,support_actual_mean,support_source_transfer_auc
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_ea98b17a.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_ea98b17a.csv,248,628,4.6717295784073425,0.44442447906350263,2.241007611389761,1.0298561624943101,0.2676310460197092,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_1446446e.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_1446446e.csv,248,630,4.755773639627503,0.44830169042140444,2.241007611389761,1.0298561624943101,0.3516751072398695,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_b624d7dc.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_b624d7dc.csv,248,630,4.7646265415000615,0.44869732976025967,2.241007611389761,1.0298561624943101,0.3605280091124276,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_182d0c71.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_182d0c71.csv,248,628,4.688528781244537,0.44504504280931334,2.241007611389761,1.0298561624943101,0.2844302488569039,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_ddb2a80e.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_ddb2a80e.csv,248,628,4.690833406897541,0.44511994137291755,2.241007611389761,1.0298561624943101,0.2867348745099074,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_4aac93a0.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_4aac93a0.csv,248,630,4.796524212361022,0.451720547447197,2.241007611389761,1.0298561624943101,0.3924256799733884,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_eb083fef.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_eb083fef.csv,248,630,4.808328081524433,0.4524183519294127,2.241007611389761,1.0298561624943101,0.4042295491367992,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_866f1d73.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_866f1d73.csv,248,628,4.706864401183735,0.4459588955629126,2.241007611389761,1.0298561624943101,0.3027658687961009,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_01b31618.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_01b31618.csv,248,628,4.70993723538774,0.44609176709683734,2.241007611389761,1.0298561624943101,0.3058387030001056,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_853236eb.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_853236eb.csv,248,630,4.87802535782806,0.4613491268517491,2.241007611389761,1.0298561624943101,0.4739268254404262,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_8be24b3c.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_8be24b3c.csv,248,630,4.895731161573176,0.4628850497089587,2.241007611389761,1.0298561624943101,0.49163262918554235,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_5356af02.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_5356af02.csv,248,628,4.743535641062128,0.44855964466800907,2.241007611389761,1.0298561624943101,0.3394371086744949,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_a8fe5859.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_a8fe5859.csv,248,628,4.748144892368136,0.4488568180828208,2.241007611389761,1.0298561624943101,0.34404635998050204,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b0_50_6fa84658.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b0_50_6fa84658.csv,248,628,4.6613798402055675,0.4442101906483408,2.241007611389761,1.0298561624943101,0.2572813078179341,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_00_b538c7e4.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_00_b538c7e4.csv,248,628,4.68923775898419,0.44523720443316195,2.241007611389761,1.0298561624943101,0.28513922659655544,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_50_cddb4e32.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_50_cddb4e32.csv,248,628,4.717095677762811,0.4469436498085196,2.241007611389761,1.0298561624943101,0.31299714537517676,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b2_00_09e6c116.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b2_00_09e6c116.csv,248,628,4.744953596541432,0.44932178575487,2.241007611389761,1.0298561624943101,0.34085506415379807,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b3_00_d16f2c84.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_geometr_lr_l2__b3_00_d16f2c84.csv,248,628,4.800669434098674,0.4560481320263889,2.241007611389761,1.0298561624943101,0.39657090171104076,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_758e75d5.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_758e75d5.csv,248,630,4.660686799228432,0.44404363789027096,2.241007611389761,1.0298561624943101,0.25658826684079833,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_acdc5d55.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_acdc5d55.csv,248,630,4.688212151072187,0.44465209795309624,2.241007611389761,1.0298561624943101,0.2841136186845531,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_c39a5d33.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_c39a5d33.csv,248,630,4.687851677029918,0.4445721580479604,2.241007611389761,1.0298561624943101,0.28375314464228385,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_3d07860d.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_3d07860d.csv,248,630,4.742902380717427,0.4469981511868655,2.241007611389761,1.0298561624943101,0.3388038483297934,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_3540af78.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_3540af78.csv,248,630,4.715016554831403,0.44545163146976835,2.241007611389761,1.0298561624943101,0.3109180224437694,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
