variant,source_family,source_file,operation,beta,guard_factor,guard_group,badclean_count,badclean_max_poscos,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,opposite_only,support_actual_p90,support_actual_mean,support_source_transfer_auc
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_severe_clean,1.0,1.0,none,2,0.10029827492586812,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_9e2533b5.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_9e2533b5.csv,250,1750,4.862149711618349,0.4460733954387859,2.2503407822253605,1.0347649586670067,0.3443117546385991,1.129675574770459,0.05159440003311126,0.02364829743337748,0.027813943850435053,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_severe_clean,1.0,1.0,none,4,0.05199834953873416,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_c6cc3b73.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_c6cc3b73.csv,250,1750,4.699388473955489,0.4443865425732622,2.2421575171843107,1.0306107906415494,0.27195970020587973,1.1248059435733395,0.013231304933240196,0.010376557766555893,0.0062466596506126236,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_severe_clean,1.0,1.0,none,4,0.05101316746465029,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_2eea7708.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_2eea7708.csv,250,1750,4.704883768016243,0.4444427542020716,2.2426653800280305,1.0311486691590572,0.27487243611670564,1.1250543200751022,0.013334926863412516,0.010821244775737333,0.006986790998197901,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_severe_clean,1.5,1.0,none,2,0.09573854012608264,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_5b26abbb.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_5b26abbb.csv,250,1750,4.957526967827393,0.4483575097335228,2.255686496687839,1.0368628047737043,0.3905393831652484,1.1330782644489967,0.07090199822341772,0.031492524376895425,0.038965496151291204,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_severe_clean,1.5,1.0,none,2,0.10029827492586812,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_38e5c261.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_38e5c261.csv,250,1750,4.981321127951027,0.44875020436614,2.2566324377345133,1.037219356753355,0.4017559374382422,1.133736505764059,0.07739160004966689,0.032864374435538746,0.04172091577565258,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_severe_clean,1.5,1.0,none,4,0.05199834953873416,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_26a575a4.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_26a575a4.csv,250,1750,4.7329153412245715,0.4450367122346323,2.2428870345204905,1.0309881047151692,0.2932278557891636,1.1252096131118097,0.019846957399860296,0.011385786212159358,0.009369989475918935,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_severe_clean,1.5,1.0,none,4,0.05101316746465029,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_e21b4eda.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_e21b4eda.csv,250,1750,4.741451803863329,0.4451456181648269,2.243587098812073,1.0317949224914307,0.297596959655402,1.1256512359382733,0.02000239029511877,0.01233901017373409,0.010480186497296852,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_severe_clean,2.0,1.0,none,2,0.09573854012608264,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_749231ea.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_749231ea.csv,250,1750,5.070285143565661,0.4517646171098987,2.262083722784441,1.039198352200169,0.44424471454056025,1.137690054113834,0.09453599763122364,0.04057830742704506,0.051953994868388274,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_severe_clean,2.0,1.0,none,2,0.10029827492586812,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_428ba1d1.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_428ba1d1.csv,250,1750,5.102301929684144,0.4524538004175265,2.2634417360103933,1.0396737548397033,0.4592001202378855,1.1387048342446784,0.10318880006622252,0.042464796584390584,0.055627887700870106,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_severe_clean,2.0,1.0,none,4,0.05199834953873416,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_3f5b8ea7.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_3f5b8ea7.csv,250,1750,4.766669940677866,0.4459458892694177,2.2436611564097024,1.0313654187887888,0.3144960113724475,1.1256667576161061,0.026462609866480392,0.012524667323115095,0.012493319301225247,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_severe_clean,2.0,1.0,none,4,0.05101316746465029,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_d72dbb2d.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_d72dbb2d.csv,250,1750,4.77835030745761,0.446123675786481,2.2446068059919577,1.0324411758238041,0.32032148319409837,1.1263322584372233,0.02666985372682503,0.014005148287305383,0.013973581996395801,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_severe_clean,3.0,1.0,none,2,0.09573854012608264,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_182d3ac7.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_182d3ac7.csv,250,1750,5.298325933157644,0.4613263341029899,2.275628206064785,1.0438694470530987,0.5517754476471798,1.1478915307253086,0.14180399644683545,0.05942631291785312,0.07793099230258241,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_severe_clean,3.0,1.0,none,2,0.10029827492586812,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_33d1d495.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_33d1d495.csv,250,1750,5.346704692416966,0.46283593646044885,2.2777720539593798,1.0445825510123998,0.5742618488451482,1.1495254585002312,0.15478320009933377,0.06233774844916835,0.08344183155130516,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_severe_clean,3.0,1.0,none,4,0.05199834953873416,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_00ebab0b.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_00ebab0b.csv,250,1750,4.8349333673150365,0.4485345167381396,2.2454761990388628,1.0321200469360283,0.3570323225390153,1.1267356735633747,0.03969391479972059,0.015135231486197595,0.01873997895183787,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_severe_clean,3.0,1.0,none,4,0.05101316746465029,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_850641e4.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_850641e4.csv,250,1750,4.852946546458849,0.44889767085701054,2.246944139944368,1.0337336824885512,0.3657705302714912,1.1279225103204724,0.04000478059023754,0.017610529849134728,0.020960372994593704,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615
graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_severe_clean,0.5,1.0,none,2,0.03708474376893002,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b0_50_68741aa9.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b0_50_68741aa9.csv,250,1750,4.672438161907772,0.44419034625654263,2.2417041512141638,1.0303518029812277,0.26095325322176244,1.1245521059726462,0.0022281558788002143,0.009920298162406591,0.00272839447676463,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_severe_clean,1.0,1.0,none,2,0.03708474376893002,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_00_51688cd8.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_00_51688cd8.csv,250,1750,4.7126121425727,0.4451966656332677,2.242796325004681,1.030847443468145,0.29248311740421284,1.1250453985602293,0.004456311757600429,0.011526757424301294,0.00545678895352926,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_severe_clean,1.5,1.0,none,2,0.03708474376893002,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_50_4d97396b.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b1_50_4d97396b.csv,250,1750,4.753595277351204,0.4468816667169414,2.2441884190171946,1.0313430839550626,0.32401298158666336,1.125543495552402,0.0066844676364006435,0.013637646173186874,0.00818518343029389,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_severe_clean,2.0,1.0,none,2,0.03708474376893002,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b2_00_f4b944c9.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b2_00_f4b944c9.csv,250,1750,4.7952073810009,0.4492377127732077,2.245735053949794,1.03183872444198,0.3555428457691138,1.1262651230591103,0.008912623515200857,0.015999432358642894,0.01091357790705852,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_undo_low_preserve_top3_4d6262b1.csv,graft_severe_clean,3.0,1.0,none,2,0.03708474376893002,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b3_00_15f21964.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_geometr_lr_l2__b3_00_15f21964.csv,250,1750,4.879533479457684,0.45591836589181706,2.24917454218909,1.0328300054158148,0.41860257413401475,1.1281054206556067,0.013368935272801287,0.021081634929768535,0.01637036686058778,False,-2.8508459616272267e-06,-5.761689502603243e-06,0.4807692307692308
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_severe_clean,0.5,1.0,none,3,0.05853060357166061,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_846a236e.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_846a236e.csv,250,1750,4.680163929993438,0.444051874015162,2.241879449342572,1.0305013375074334,0.2606103850371866,1.124580543462375,0.008575887909330778,0.009855857816155784,0.004160468918385778,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_severe_clean,0.5,1.0,none,3,0.13033169030069494,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_c0056ff0.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b0_50_c0056ff0.csv,250,1750,4.8057542856755315,0.44470956252091326,2.2498623051103186,1.034866842051915,0.30758157524756224,1.129691021964908,0.036972208249038234,0.02296022782409301,0.023820105227695964,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_severe_clean,1.0,1.0,none,3,0.05853060357166061,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_dafed757.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_dafed757.csv,250,1750,4.727771830607786,0.4445869539198319,2.2428604960774035,1.0311465125205566,0.29179738103506025,1.1251534611043617,0.017151775818661556,0.011341266214970482,0.008320937836771555,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_severe_clean,1.0,1.0,none,3,0.13033169030069494,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_8db7e7fb.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_8db7e7fb.csv,250,1750,4.989661859067144,0.4470646665461673,2.262490591117086,1.0398775216095197,0.38573976145581174,1.1389624450635178,0.07394441649807647,0.041006912867740185,0.04764021045539193,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_severe_clean,1.5,1.0,none,3,0.05853060357166061,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_4c4cf3d7.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_4c4cf3d7.csv,250,1750,4.7759268149073,0.44547130124768625,2.243918999553163,1.0317916875336801,0.32298437703293403,1.1257953874471938,0.025727663727992338,0.013227292857178791,0.012481406755157333,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_severe_clean,1.5,1.0,none,3,0.13033169030069494,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_aae7fb4f.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_aae7fb4f.csv,250,1750,5.177639072067491,0.4509089321878373,2.2762128526211436,1.0448882011671246,0.4640719124229026,1.1500006408805528,0.1109166247471147,0.06008852454556446,0.07146031568308789,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_severe_clean,2.0,1.0,none,3,0.05853060357166061,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_62aa2e1c.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_62aa2e1c.csv,250,1750,4.824560231596248,0.44670284164660706,2.245154300079875,1.0324368625468034,0.3541713730308077,1.1265755192702964,0.03430355163732311,0.01527674935759861,0.01664187567354311,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_severe_clean,2.0,1.0,none,3,0.13033169030069494,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_58ee63ca.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_58ee63ca.csv,250,1750,5.367756798146557,0.45620471518361316,2.2907826679980055,1.0498988807247294,0.54260107278852,1.1617530637303564,0.14788883299615294,0.07955185899800823,0.09528042091078386,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_severe_clean,3.0,1.0,none,3,0.05853060357166061,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_98f8b618.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_98f8b618.csv,250,1750,4.922658884427271,0.45019530130334706,2.247962035483037,1.0337272125730497,0.41654536502655515,1.1282924531994745,0.051455327455984676,0.01971367717885464,0.024962813510314666,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_severe_clean,3.0,1.0,none,3,0.13033169030069494,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_8a25fe89.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_8a25fe89.csv,250,1750,5.749659849633446,0.47094158888600207,2.320571472449973,1.059920239839939,0.6996593935197548,1.1860674161899711,0.2218332494942294,0.11868744677340323,0.14292063136617578,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_severe_clean,0.5,1.0,none,3,0.05902847703710781,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b0_50_f6d22ead.csv,submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b0_50_f6d22ead.csv,250,1750,4.698678577459287,0.4443115312271956,2.2433580008560274,1.0315222825163675,0.2672551665180657,1.1254899903481832,0.011307138325630538,0.01211028955211747,0.007635709342895515,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_severe_clean,1.0,1.0,none,3,0.05902847703710781,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_00_8eb5a701.csv,submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_00_8eb5a701.csv,250,1750,4.767134518676908,0.4455885870726396,2.246281397360998,1.0331884025384244,0.30508694399681857,1.127445337209843,0.022614276651261075,0.017246742233772063,0.01527141868579103,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_severe_clean,1.5,1.0,none,3,0.05902847703710781,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_50_46f157a4.csv,submission_e354_e247support_graft_severe_clean_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_50_46f157a4.csv,250,1750,4.836844460847253,0.4476913650508605,2.249770557922039,1.0348545225604815,0.34291872147557145,1.129657446199631,0.03392141497689162,0.022814669683952724,0.022907128028686545,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
