pred_index,filter,tag,strategy,fallback,selector,target_scope,graft_alpha,n_scenarios,local_delta,mean_pred_delta,median_pred_delta,p90_pred_delta,p95_pred_delta,mean_vs_e95,median_vs_e95,p90_vs_e95,p95_vs_e95,beat_e95_rate
42,tight_plausible,e110_nonactive_tail_graft_29a781b5,nonactive_tail_graft,e86,nonactive_all_e86,all,0.5,2790,-2.709395099798062e-05,-8.898445739386861e-06,-1.0461720244132397e-05,1.3927666039555874e-07,3.735418179948103e-06,6.4122542606616675e-06,4.8489797559161305e-06,1.5449976660444085e-05,1.904611817999663e-05,0.0931899641577061
42,near_unit_tail,e110_nonactive_tail_graft_29a781b5,nonactive_tail_graft,e86,nonactive_all_e86,all,0.5,2354,-2.709395099798062e-05,-9.150260835985613e-06,-1.0537714893844717e-05,-1.409810654307904e-06,3.4260380484283097e-06,6.160439164062915e-06,4.77298510620381e-06,1.3900889345740624e-05,1.8736738048476838e-05,0.07689039932030586
32,broad_plausible,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e90,nonactive_all_e90,all,1.0,3452,-2.695517745310294e-05,-5.622168678498335e-06,-7.212234518208938e-06,5.150808919866482e-06,1.0705286909702368e-05,9.68853132155019e-06,8.09846548183959e-06,2.046150891991501e-05,2.6015986909750897e-05,0.060834298957126304
32,broad_q2s3,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e90,nonactive_all_e90,all,1.0,368,-2.695517745310294e-05,-4.6344827081877726e-07,-3.6822594442420195e-07,1.0190576202098205e-05,1.2472597076587074e-05,1.4847251729229752e-05,1.4942474055624325e-05,2.5501276202146734e-05,2.77832970766356e-05,0.019021739130434784
32,broad_not_q2s3,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e90,nonactive_all_e90,all,1.0,3084,-2.695517745310294e-05,-6.237735834797324e-06,-7.835863087553651e-06,3.871921298802586e-06,9.776541024071092e-06,9.072964165251203e-06,7.474836912494876e-06,1.9182621298851112e-05,2.508724102411962e-05,0.06582360570687419
32,tight_plausible,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e90,nonactive_all_e90,all,1.0,2790,-2.695517745310294e-05,-6.022144901163888e-06,-7.415566473585781e-06,3.4926356475926428e-06,8.148545022909798e-06,9.28855509888464e-06,7.895133526462746e-06,1.880333564764117e-05,2.3459245022958324e-05,0.044444444444444446
32,near_unit_tail,e110_nonactive_tail_graft_fc3a6822,nonactive_tail_graft,e90,nonactive_all_e90,all,1.0,2354,-2.695517745310294e-05,-6.277749191507618e-06,-7.5494194112124345e-06,2.7114291085261207e-06,7.152051671615926e-06,9.03295080854091e-06,7.761280588836094e-06,1.802212910857465e-05,2.2462751671664452e-05,0.0356839422259983
40,broad_plausible,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,3452,-2.6941742370723e-05,-1.2274057437210891e-05,-1.2557696947800338e-05,-6.171953431729863e-06,-3.895760966721751e-06,3.0366425628376354e-06,2.7530030522481893e-06,9.138746568318664e-06,1.1414939033326775e-05,0.2639049826187717
40,broad_q2s3,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,368,-2.6941742370723e-05,-1.948782206601246e-05,-1.953744707071591e-05,-1.8085904412760192e-05,-1.771779902228586e-05,-4.177122065963932e-06,-4.226747070667383e-06,-2.775204412711663e-06,-2.407099022237334e-06,1.0
40,broad_not_q2s3,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,3084,-2.6941742370723e-05,-1.1413270996420043e-05,-1.1994655870058563e-05,-5.7580920160308945e-06,-3.590400565418939e-06,3.8974290036284845e-06,3.3160441299899642e-06,9.552607984017633e-06,1.1720299434629589e-05,0.17607003891050585
40,tight_plausible,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,2790,-2.6941742370723e-05,-1.1963143672495928e-05,-1.2289007147606451e-05,-6.434149695120159e-06,-4.6745918594351466e-06,3.347556327552598e-06,3.021692852442076e-06,8.876550304928368e-06,1.0636108140613381e-05,0.2114695340501792
40,near_unit_tail,e110_nonactive_tail_graft_d4a64af7,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,1.0,2354,-2.6941742370723e-05,-1.1680656197884396e-05,-1.2072790392217e-05,-6.4421013289812515e-06,-4.891825369643491e-06,3.6300438021641315e-06,3.237909607831527e-06,8.868598671067275e-06,1.0418874630405037e-05,0.17162276975361088
7,broad_plausible,e110_control_28925de5,control,,,,,3452,-2.6932385085221e-05,-1.9384001653974126e-06,-4.113040668232785e-06,9.904993197414655e-06,1.593359880983134e-05,1.3372299834651114e-05,1.1197659331815742e-05,2.521569319746318e-05,3.124429880987986e-05,0.002607184241019699
7,broad_q2s3,e110_control_28925de5,control,,,,,368,-2.6932385085221e-05,5.843104420419096e-06,5.970845137343394e-06,1.630298468762468e-05,1.894923506277917e-05,2.1153804420467624e-05,2.128154513739192e-05,3.161368468767321e-05,3.4259935062827696e-05,0.002717391304347826
7,broad_not_q2s3,e110_control_28925de5,control,,,,,3084,-2.6932385085221e-05,-2.866932489515595e-06,-4.793227626936986e-06,7.742208585790035e-06,1.437861855158031e-05,1.2443767510532931e-05,1.051747237311154e-05,2.3052908585838564e-05,2.9689318551628838e-05,0.0025940337224383916
7,tight_plausible,e110_control_28925de5,control,,,,,2790,-2.6932385085221e-05,-3.0098603560129998e-06,-4.677077674438888e-06,7.2254249726626185e-06,1.1880826138467272e-05,1.2300839644035527e-05,1.0633622325609639e-05,2.2536124972711147e-05,2.71915261385158e-05,0.0025089605734767025
7,near_unit_tail,e110_control_28925de5,control,,,,,2354,-2.6932385085221e-05,-3.625782807051655e-06,-4.9583482476225885e-06,5.4349030914514005e-06,9.628211743180838e-06,1.1684917192996872e-05,1.0352351752425939e-05,2.074560309149993e-05,2.4938911743229367e-05,0.002973661852166525
36,broad_plausible,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,1.0,3452,-2.686827916620338e-05,-3.6125949428532993e-06,-6.566810820173072e-06,1.7205692399808115e-05,2.2300511321006965e-05,1.1698105057195227e-05,8.743889179875455e-06,3.251639239985664e-05,3.761121132105549e-05,0.30590961761297797
36,broad_q2s3,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,1.0,368,-2.686827916620338e-05,1.9467210680064003e-05,1.9004516578364567e-05,2.8071639791204373e-05,3.0847956536898576e-05,3.477791068011253e-05,3.4315216578413094e-05,4.33823397912529e-05,4.61586565369471e-05,0.0
36,broad_not_q2s3,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,1.0,3084,-2.686827916620338e-05,-6.366605471139151e-06,-8.291456162610109e-06,1.0207394583181735e-05,1.6090464732125863e-05,8.944094528909375e-06,7.019243837438418e-06,2.5518094583230264e-05,3.140116473217439e-05,0.3424124513618677
36,tight_plausible,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,1.0,2790,-2.686827916620338e-05,-4.6970721553607625e-06,-7.685855027513355e-06,1.813934757821867e-05,2.38259155395844e-05,1.0613627844687764e-05,7.624844972535172e-06,3.34500475782672e-05,3.913661553963293e-05,0.3218637992831541
36,near_unit_tail,e110_nonactive_tail_graft_91d22b0e,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,1.0,2354,-2.686827916620338e-05,-5.6105852753052226e-06,-8.170343849083527e-06,1.0758044665434189e-05,2.3816074648195154e-05,9.700114724743305e-06,7.140356150965e-06,2.6068744665482714e-05,3.912677464824368e-05,0.3292268479184367
31,broad_plausible,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e90,nonactive_all_e90,all,0.75,3452,-2.6853642273505507e-05,-8.35722909890329e-06,-9.512460639121343e-06,-3.914753180288015e-07,3.7284806602251834e-06,6.953470901145239e-06,5.798239360927185e-06,1.4919224682019726e-05,1.903918066027371e-05,0.0790845886442642
31,broad_q2s3,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e90,nonactive_all_e90,all,0.75,368,-2.6853642273505507e-05,-4.678568953526394e-06,-4.554540423669666e-06,3.3263561107129284e-06,5.08512745736712e-06,1.0632131046522135e-05,1.0756159576378861e-05,1.8637056110761455e-05,2.0395827457415646e-05,0.03260869565217391
31,broad_not_q2s3,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e90,nonactive_all_e90,all,0.75,3084,-2.6853642273505507e-05,-8.796187248546186e-06,-9.957235612457678e-06,-1.2323223335308295e-06,3.0169784091214345e-06,6.51451275150234e-06,5.353464387590849e-06,1.4078377666517698e-05,1.8327678409169962e-05,0.08463035019455253
31,tight_plausible,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e90,nonactive_all_e90,all,0.75,2790,-2.6853642273505507e-05,-8.600181887723183e-06,-9.625207315575397e-06,-1.4788039774854425e-06,1.955048730841698e-06,6.7105181123253445e-06,5.68549268447313e-06,1.3831896022563085e-05,1.7265748730890227e-05,0.05591397849462366
31,near_unit_tail,e110_nonactive_tail_graft_3bf97c61,nonactive_tail_graft,e90,nonactive_all_e90,all,0.75,2354,-2.6853642273505507e-05,-8.763209626383127e-06,-9.697155702116272e-06,-2.080164716116637e-06,1.270761635409785e-06,6.547490373665402e-06,5.613544297932255e-06,1.323053528393189e-05,1.6581461635458314e-05,0.045879354290569246
35,broad_plausible,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.75,3452,-2.6838190801736772e-05,-7.033784419468756e-06,-9.115717014384284e-06,8.210783336588767e-06,1.2187573274850388e-05,8.276915580579772e-06,6.194982985664243e-06,2.3521483336637295e-05,2.7498273274898915e-05,0.30996523754345306
35,broad_q2s3,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.75,368,-2.6838190801736772e-05,9.968195487719479e-06,9.678278779025023e-06,1.6651607669978352e-05,1.8864051223904226e-05,2.5278895487768005e-05,2.498897877907355e-05,3.1962307670026876e-05,3.417475122395275e-05,0.0
35,broad_not_q2s3,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.75,3084,-2.6838190801736772e-05,-9.062555043932203e-06,-1.0393460196818655e-05,3.1718223007278455e-06,7.493042715982794e-06,6.248144956116325e-06,4.917239803229873e-06,1.8482522300776373e-05,2.280374271603132e-05,0.3469520103761349
35,tight_plausible,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.75,2790,-2.6838190801736772e-05,-7.756644944018477e-06,-9.893571076915618e-06,9.02257449306283e-06,1.3361600158607647e-05,7.554055056030052e-06,5.417128923132909e-06,2.4333274493111355e-05,2.8672300158656173e-05,0.3232974910394265
35,near_unit_tail,e110_nonactive_tail_graft_d9264769,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.75,2354,-2.6838190801736772e-05,-8.396166532576802e-06,-1.023718665516138e-05,3.6578746420583587e-06,1.3500887996155558e-05,6.9145334674717245e-06,5.0735133448871475e-06,1.8968574642106887e-05,2.8811587996204084e-05,0.33050127442650806
39,broad_plausible,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,3452,-2.6770214512028545e-05,-1.307730730241573e-05,-1.3279469754413026e-05,-8.518933161134192e-06,-6.807662227131172e-06,2.233392697632798e-06,2.0312302456355013e-06,6.791766838914336e-06,8.503037772917355e-06,0.2679606025492468
39,broad_q2s3,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,368,-2.6770214512028545e-05,-1.8512140594657754e-05,-1.8550174317893105e-05,-1.7437679275467793e-05,-1.7155554999099986e-05,-3.2014405946092298e-06,-3.2394743178445774e-06,-2.126979275419264e-06,-1.844854999051459e-06,1.0
39,broad_not_q2s3,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,3084,-2.6770214512028545e-05,-1.2428792823964022e-05,-1.2847847011604491e-05,-8.186770085927832e-06,-6.5739628011561625e-06,2.881907176084505e-06,2.4628529884440357e-06,7.123929914120696e-06,8.736737198892365e-06,0.18060959792477302
39,tight_plausible,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,2790,-2.6770214512028545e-05,-1.2836146886056068e-05,-1.306746848767227e-05,-8.692333568096361e-06,-7.36367565985612e-06,2.4745531139924567e-06,2.243231512376258e-06,6.618366431952166e-06,7.947024340192407e-06,0.21469534050179212
39,near_unit_tail,e110_nonactive_tail_graft_c87102e2,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.75,2354,-2.6770214512028545e-05,-1.2620310236129937e-05,-1.2905308166858315e-05,-8.694578654320624e-06,-7.5244512802365534e-06,2.690389763918588e-06,2.4053918331902125e-06,6.6161213457279036e-06,7.786248719811975e-06,0.17417162276975362
34,broad_plausible,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.5,3452,-2.671212657157085e-05,-1.0102792711650559e-05,-1.13935517717097e-05,-1.0187761080343142e-07,2.596509437429574e-06,5.20790728839797e-06,3.917148228338827e-06,1.5208822389245096e-05,1.7907209437478102e-05,0.31720741599073
34,broad_q2s3,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.5,368,-2.671212657157085e-05,1.0390379500717288e-06,8.564219083543565e-07,5.619507076874526e-06,7.1343618555798746e-06,1.6349737950120257e-05,1.6167121908402884e-05,2.0930207076923054e-05,2.24450618556284e-05,0.0
34,broad_not_q2s3,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.5,3084,-2.671212657157085e-05,-1.1432297797096019e-05,-1.2234705862945037e-05,-3.4285197755892094e-06,-6.105483389602716e-07,3.878402202952509e-06,3.0759941371034897e-06,1.1882180224459318e-05,1.4700151661088256e-05,0.3550583657587549
34,tight_plausible,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.5,2790,-2.671212657157085e-05,-1.0528249660279122e-05,-1.1910658201750664e-05,4.537695943576444e-07,3.3646564138340466e-06,4.782450339769405e-06,3.4000417982978632e-06,1.576446959440617e-05,1.8675356413882575e-05,0.32903225806451614
34,near_unit_tail,e110_nonactive_tail_graft_df421021,nonactive_tail_graft,e86,nonactive_q2s3_e86,q2s3,0.5,2354,-2.671212657157085e-05,-1.0926131094396936e-05,-1.2091864382406556e-05,-2.967897098421086e-06,3.5225613130757723e-06,4.38456890565159e-06,3.218835617641971e-06,1.2342802901627441e-05,1.88332613131243e-05,0.33135089209855567
41,broad_plausible,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e86,nonactive_all_e86,all,0.25,3452,-2.6698067454589136e-05,-1.2148693577369619e-05,-1.2749602678127067e-05,-7.644885680381437e-06,-5.9115790666121485e-06,3.1620064226789073e-06,2.56109732192146e-06,7.66581431966709e-06,9.399120933436379e-06,0.13876013904982618
41,broad_q2s3,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e86,nonactive_all_e86,all,0.25,368,-2.6698067454589136e-05,-8.503316599782682e-06,-8.664759424233321e-06,-5.80010089012662e-06,-4.953615693475022e-06,6.807383400265844e-06,6.645940575815206e-06,9.510599109921907e-06,1.0357084306573505e-05,0.0
41,broad_not_q2s3,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e86,nonactive_all_e86,all,0.25,3084,-2.6698067454589136e-05,-1.2583680194669227e-05,-1.3170568456941733e-05,-8.5466189363261e-06,-6.5366735147062415e-06,2.727019805379298e-06,2.1401315431067937e-06,6.764081063722427e-06,8.774026485342286e-06,0.1553177691309987
41,tight_plausible,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e86,nonactive_all_e86,all,0.25,2790,-2.6698067454589136e-05,-1.2247124768201318e-05,-1.2990884432182194e-05,-7.802091297502105e-06,-6.015506481591332e-06,3.063575231847207e-06,2.319815567866333e-06,7.508608702546423e-06,9.295193518457196e-06,0.11541218637992831
41,near_unit_tail,e110_nonactive_tail_graft_adb8654a,nonactive_tail_graft,e86,nonactive_all_e86,all,0.25,2354,-2.6698067454589136e-05,-1.235705496725395e-05,-1.3024236520471341e-05,-8.52127106415003e-06,-6.169842987462733e-06,2.953645032794579e-06,2.2864634795771863e-06,6.789428935898497e-06,9.140857012585793e-06,0.0955819881053526
30,broad_plausible,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e90,nonactive_all_e90,all,0.5,3452,-2.668156404606048e-05,-1.0834990043057219e-05,-1.1575402810205459e-05,-5.564655942451252e-06,-2.8394969783855083e-06,4.475709956991308e-06,3.735297189843069e-06,9.746044057597276e-06,1.2471203021663018e-05,0.0880648899188876
30,broad_q2s3,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e90,nonactive_all_e90,all,0.5,368,-2.668156404606048e-05,-8.480773024761322e-06,-8.403705246630945e-06,-3.1658165722044134e-06,-1.9015972643141033e-06,6.829926975287206e-06,6.906994753417582e-06,1.2144883427844114e-05,1.3409102735734425e-05,0.04619565217391304
30,broad_not_q2s3,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e90,nonactive_all_e90,all,0.5,3084,-2.668156404606048e-05,-1.1115908286485525e-05,-1.1865654328876257e-05,-6.1115786129293315e-06,-3.313335893390066e-06,4.194791713563003e-06,3.44504567117227e-06,9.199121387119196e-06,1.1997364106658461e-05,0.0930609597924773
30,tight_plausible,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e90,nonactive_all_e90,all,0.5,2790,-2.668156404606048e-05,-1.0967906722416266e-05,-1.1619838026649289e-05,-6.255906008698663e-06,-3.984904956256248e-06,4.34279327763226e-06,3.6908619733992385e-06,9.054793991349864e-06,1.132579504379228e-05,0.06308243727598567
30,near_unit_tail,e110_nonactive_tail_graft_74642a2c,nonactive_tail_graft,e90,nonactive_all_e90,all,0.5,2354,-2.668156404606048e-05,-1.1061962665147837e-05,-1.1690653670468514e-05,-6.587028886898237e-06,-4.377953500014633e-06,4.24873733490069e-06,3.6200463295800133e-06,8.723671113150291e-06,1.0932746500033893e-05,0.04970263381478335
24,broad_plausible,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e90,nonactive_q2s3_e90,q2s3,1.0,3452,-2.6615351720660207e-05,-9.937334267933582e-06,-1.181519880312087e-05,1.6741768585027716e-06,5.661734545840385e-06,5.373365732114944e-06,3.4955011969276573e-06,1.69848768585513e-05,2.097243454588891e-05,0.42265353418308227
24,broad_q2s3,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e90,nonactive_q2s3_e90,q2s3,1.0,368,-2.6615351720660207e-05,1.469541933556909e-06,1.6142197784567338e-06,1.1998509122927417e-05,1.4132054639659194e-05,1.6780241933605438e-05,1.692491977850526e-05,2.7309209122975944e-05,2.944275463970772e-05,0.019021739130434784
24,broad_not_q2s3,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e90,nonactive_q2s3_e90,q2s3,1.0,3084,-2.6615351720660207e-05,-1.1298466058513513e-05,-1.2283948079047748e-05,-1.946181186229782e-06,2.20784223624566e-06,4.0122339415350145e-06,3.0267519210007792e-06,1.3364518813818746e-05,1.7518542236294186e-05,0.4708171206225681
24,tight_plausible,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e90,nonactive_q2s3_e90,q2s3,1.0,2790,-2.6615351720660207e-05,-1.0449660789040918e-05,-1.2011627667802852e-05,4.92781384601363e-07,4.931840753483972e-06,4.861039211007609e-06,3.2990723322456755e-06,1.580348138464989e-05,2.0242540753532498e-05,0.44695340501792113
24,near_unit_tail,e110_nonactive_tail_graft_bdda5aaa,nonactive_tail_graft,e90,nonactive_q2s3_e90,q2s3,1.0,2354,-2.6615351720660207e-05,-1.0877449249092775e-05,-1.220764321296996e-05,-1.2599845492776015e-06,3.2878798612575772e-06,4.433250750955754e-06,3.1030567870785666e-06,1.4050715450770926e-05,1.8598579861306104e-05,0.45836873406966866
38,broad_plausible,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,3452,-2.659081806954955e-05,-1.3851777611373476e-05,-1.3980310304208965e-05,-1.0802998704986941e-05,-9.6728610885951e-06,1.4589223886750506e-06,1.3303896958395617e-06,4.507701295061586e-06,5.637838911453427e-06,0.272305909617613
38,broad_q2s3,e110_nonactive_tail_graft_90101bfc,nonactive_tail_graft,e86,nonactive_s1s2s3_e86,s1s2s3,0.5,368,-2.659081806954955e-05,-1.7491701196148748e-05,-1.7517611905227797e-05,-1.6759717780228334e-05,-1.6567518872885083e-05,-2.1810011961002223e-06,-2.2069119051792697e-06,-1.4490177801798083e-06,-1.256818872836557e-06,1.0
