candidate_id,basename,source_path,parent_policy_id,rule,scale,parent_actual_delta,parent_dominance,parent_min_mode_dominance,base_block_frac,selected_blocks,selected_rows,selected_null_mean_rate,selected_null_max_rate,selected_score_rank,selected_rarity_score,selected_contrast_score,delta_mean,delta_p90_abs,delta_l1,promotion_decision,strict_promote_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top28_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_0f9bacc4.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_0f9bacc4.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top28,0.6,-0.017607255895929153,0.9791666666666666,0.9583333333333334,0.5,28,146,0.3981481481481482,0.5654761904761905,0.5013477088948787,0.1226390136767495,-0.0150659374525315,0.016470486982448157,0.048,6.61048705752943,promote_candidate,True,-0.0007089166837980096,-0.0012981464385145916,-0.0002102349700110586,0.9117647058823529,0.0069690619736244575
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__4cc161e7.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__4cc161e7.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,152,0.16170634920634921,0.2976190476190476,0.6280323450134772,0.38904237795747226,0.42523525315413485,0.01683020938464191,0.044000000000000004,6.2442334522756715,promote_candidate,True,-0.0006866616685777102,-0.0012560851806775121,-0.0002076446905878941,0.9117647058823529,0.008855164524375125
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_56f5a5c8.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_56f5a5c8.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,153,0.2037037037037037,0.3740079365079364,0.6907008086253369,0.36025881002296095,0.4427651830030279,0.017218121564532448,0.044000000000000004,6.323255407303037,promote_candidate,True,-0.0006700698263696937,-0.0012247534224067082,-0.0002056330080400243,0.9117647058823529,0.006840188294784971
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top28_bf35_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_09b50134.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_09b50134.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top28,0.55,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,28,169,0.2939814814814815,0.46230158730158727,0.5444743935309974,0.22165818109214339,0.15470531712488503,0.015519161342009646,0.044000000000000004,6.895783112816681,promote_candidate,True,-0.0006274325289847929,-0.0011418863963931689,-0.00020145561764972576,0.9117647058823529,0.007191861197312521
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top28_bf50_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_079ecc8d.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_079ecc8d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top28,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,0.5,28,165,0.5105820105820106,0.7093253968253966,0.6873315363881402,0.0582048018368773,0.06956506472773984,0.017044821582185492,0.04,6.098017484323996,promote_candidate,True,-0.0007191347657498646,-0.0013210364040742572,-0.00020046034076523316,0.9411764705882353,0.00772218385052395
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_beece709.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_beece709.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.6,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,141,0.45899470899470896,0.677579365079365,0.6361185983827493,0.06586428072277127,0.0747927712329173,0.016021502522617737,0.048,6.131209564598281,promote_candidate,True,-0.0006882207930000751,-0.0012614708809371223,-0.00020035266662309114,0.9411764705882353,0.007869189374093172
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top28_bf35_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_f3cb94a8.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_f3cb94a8.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top28,0.5,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,28,168,0.3948412698412699,0.6061507936507936,0.7021563342318057,0.16051212938005394,0.21481294093291708,0.016080102104485405,0.04,6.160513896766914,promote_candidate,True,-0.0006377679770829535,-0.0011649161016723938,-0.00019815922096551842,0.9117647058823529,0.006972385383765378
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf50_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__7fd5c5c2.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__7fd5c5c2.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.6,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,135,0.3587962962962963,0.5367063492063492,0.4420485175202157,0.12212363981231907,-0.033680707234676845,0.015437356169589795,0.048,5.98386825587467,promote_candidate,True,-0.0007086516973253929,-0.0013022466876120042,-0.00019610575090668172,0.9411764705882353,0.009379227680773872
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_top28_bf70_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_3989b361.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_cont_3989b361.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,contrast_top28,0.45,-0.014676205569045586,0.8055555555555556,0.6458333333333334,0.7,28,155,0.6947751322751322,0.8640873015873015,0.6792452830188679,-0.08044199860237597,-0.1395881889386907,0.016853162897260736,0.036000000000000004,5.11567252451284,promote_candidate,True,-0.000714042693399442,-0.0013128298260860318,-0.00019552492340201477,0.9411764705882353,0.005333744471807955
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_ea5024e7.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_ea5024e7.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.6,-0.014734683630404422,0.9375,0.8541666666666666,0.7,28,149,0.7152777777777777,0.8998015873015872,0.6954177897574123,-0.09665318957771789,-0.1389629824917614,0.016070781259080014,0.048,6.665067181652547,promote_candidate,True,-0.0006052078388729715,-0.0011025562587339054,-0.00019414035731221872,0.9117647058823529,0.003605541171166321
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top28_bf50_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_d86852aa.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_d86852aa.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top28,0.55,-0.017607255895929153,0.9791666666666666,0.9583333333333334,0.5,28,146,0.3981481481481482,0.5654761904761905,0.5013477088948787,0.1226390136767495,-0.0150659374525315,0.015097946400577477,0.044000000000000004,6.059613136068645,promote_candidate,True,-0.0006541479726221695,-0.0011990136603095983,-0.00019044456821294434,0.9411764705882353,0.006388306809155753
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__25104d83.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__25104d83.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,152,0.16170634920634921,0.2976190476190476,0.6280323450134772,0.38904237795747226,0.42523525315413485,0.015300190349674466,0.04,5.676575865705155,promote_candidate,True,-0.0006285887366123327,-0.001150983849802861,-0.00018662302786111323,0.9117647058823529,0.00805014956761374
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_cfd77d78.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_cfd77d78.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,28,153,0.2037037037037037,0.3740079365079364,0.6907008086253369,0.36025881002296095,0.4427651830030279,0.01565283778593859,0.04,5.748414006639125,promote_candidate,True,-0.0006137278683513351,-0.0011229582946770795,-0.0001847064320417223,0.9117647058823529,0.00621835299525908
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top28_bf35_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_2aa25354.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_2aa25354.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top28,0.5,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,28,169,0.2939814814814815,0.46230158730158727,0.5444743935309974,0.22165818109214339,0.15470531712488503,0.01410832849273604,0.04,6.268893738924255,promote_candidate,True,-0.0005741656774900781,-0.001045968320404083,-0.000184188326273144,0.9117647058823529,0.006538055633920459
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf50_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d1580444.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_d1580444.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.55,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,141,0.45899470899470896,0.677579365079365,0.6361185983827493,0.06586428072277127,0.0747927712329173,0.014686377312399596,0.044000000000000004,5.620275434215092,promote_candidate,True,-0.0006350812753951819,-0.0011651699437805068,-0.0001815095985003059,0.9411764705882353,0.007213423592918766
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contrast_top28_bf70_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_126a38b0.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_contras_126a38b0.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,contrast_top28,0.55,-0.014734683630404422,0.9375,0.8541666666666666,0.7,28,149,0.7152777777777777,0.8998015873015872,0.6954177897574123,-0.09665318957771789,-0.1389629824917614,0.014731549487490017,0.044000000000000004,6.109644916514835,promote_candidate,True,-0.0005585141222496728,-0.0010184969956711356,-0.0001786143811936489,0.9117647058823529,0.0033050794069024447
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top28_bf50_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_5d56694b.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_5d56694b.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top28,0.45,-0.017607255895929153,0.9791666666666666,0.9583333333333334,0.5,28,165,0.5105820105820106,0.7093253968253966,0.6873315363881402,0.0582048018368773,0.06956506472773984,0.015340339423966943,0.036000000000000004,5.488215735891598,promote_candidate,True,-0.0006510669621774441,-0.0011969905357823917,-0.00017844252823314224,0.9411764705882353,0.006949965465471553
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf50_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__77259530.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__77259530.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.55,-0.014732944897266176,0.9375,0.8958333333333334,0.5,28,135,0.3587962962962963,0.5367063492063492,0.4420485175202157,0.12212363981231907,-0.033680707234676845,0.014150909822123978,0.044000000000000004,5.485212567885114,promote_candidate,True,-0.0006535741622175523,-0.0012020835669445393,-0.0001776480870856278,0.9411764705882353,0.008597625374042739
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_top28_bf35_raw_s045,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_667a554d.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contra_667a554d.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,contrast_top28,0.45,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,28,168,0.3948412698412699,0.6061507936507936,0.7021563342318057,0.16051212938005394,0.21481294093291708,0.014472091894036865,0.036000000000000004,5.544462507090223,promote_candidate,True,-0.0005780399738384048,-0.0010568865838546876,-0.00017633256961502056,0.9117647058823529,0.006275146845388824
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top28_bf70_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__71b3f158.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__71b3f158.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top28,0.6,-0.014734683630404422,0.9375,0.8541666666666666,0.7,28,117,0.5515873015873016,0.798611111111111,0.3699460916442049,-0.0514862234201857,-0.35803047530430254,0.01338943976366974,0.048,5.015280062239505,promote_candidate,True,-0.000594615157370577,-0.0010892494652763463,-0.00017508631891610213,0.9411764705882353,0.006130477518937971
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_top20_bf35_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_cf628ede.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_cf628ede.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,rarity_top20,0.6,-0.014382602498575037,0.9444444444444444,0.8958333333333334,0.35,20,127,0.312962962962963,0.4597222222222223,0.6301886792452831,0.2630363382250175,0.24202150605377026,0.013517560458086785,0.048,5.584255426439087,promote_candidate,True,-0.0005418414224982881,-0.0009879470630527725,-0.00017434041581405757,0.9117647058823529,0.005526374358012287
