strategy,selector,graft_alpha,rows,e103_pass,dominates_e101,best_broad_mean_vs_e95,best_broad_p95_vs_e95,best_beat_e95,min_active_cells_vs_e95,max_move_edge_rate
control,,,7,0,0,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,0,
edge_q2s3_amplitude,active_interior,0.5,1,0,0,-1.615878981628881e-05,1.871121136629258e-06,0.8455967555040557,19,0.0
edge_q2s3_amplitude,interior_all,0.5,1,0,0,-1.615878981628881e-05,1.871121136629258e-06,0.8455967555040557,19,0.0
edge_q2s3_amplitude,active_s3_interior,0.5,1,0,0,-1.573187202065821e-05,2.1244436836040824e-06,0.8232908458864426,14,0.0
edge_q2s3_amplitude,interior_s3_all,0.5,1,0,0,-1.573187202065821e-05,2.1244436836040824e-06,0.8232908458864426,14,0.0
edge_q2s3_amplitude,active_topgap20,0.5,1,0,0,-1.506440828391506e-05,3.3645692294661646e-06,0.794611819235226,20,0.65
edge_q2s3_amplitude,edge_topgap20,0.75,1,0,0,-1.4761668837041393e-05,6.1655877386134485e-06,0.7621668597914253,20,1.0
edge_q2s3_amplitude,active_edge,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_all,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_topgap100,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_topgap40,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_topgap50,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_topgap75,0.5,1,0,0,-1.4214313608217904e-05,1.8834057928773261e-06,0.8736964078794901,31,1.0
edge_q2s3_amplitude,edge_topgap30,0.5,1,0,0,-1.4179777001824993e-05,1.8793432219293336e-06,0.8707995365005794,30,1.0
edge_q2s3_amplitude,active_s3_edge,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_all,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_topgap100,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_topgap30,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_topgap40,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_topgap50,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,edge_s3_topgap75,0.5,1,0,0,-1.3779441073423765e-05,2.13792279809895e-06,0.854287369640788,25,1.0
edge_q2s3_amplitude,active_topgap30,0.25,1,0,0,-1.3278889632142292e-05,1.9441723968533532e-07,0.9414831981460023,30,0.6333333333333333
edge_q2s3_amplitude,active_interior,0.375,1,0,0,-1.249595581548392e-05,1.1975628096739518e-06,0.854287369640788,19,0.0
edge_q2s3_amplitude,interior_all,0.375,1,0,0,-1.249595581548392e-05,1.1975628096739518e-06,0.854287369640788,19,0.0
edge_q2s3_amplitude,active_s3_interior,0.375,1,0,0,-1.2163383372641747e-05,1.383652738389358e-06,0.8256083429895713,14,0.0
edge_q2s3_amplitude,interior_s3_all,0.375,1,0,0,-1.2163383372641747e-05,1.383652738389358e-06,0.8256083429895713,14,0.0
edge_q2s3_amplitude,active_topgap20,0.375,1,0,0,-1.1899101346103373e-05,2.1246426661313608e-06,0.8073580533024334,20,0.65
edge_q2s3_amplitude,edge_topgap20,0.5,1,0,0,-1.1116860921910532e-05,2.9656396168003824e-06,0.7821552723059096,20,1.0
edge_q2s3_amplitude,active_edge,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_all,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_topgap100,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_topgap40,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_topgap50,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_topgap75,0.375,1,0,0,-1.1108014596592399e-05,1.1682910769718175e-06,0.8838354577056778,31,1.0
edge_q2s3_amplitude,edge_topgap30,0.375,1,0,0,-1.108004903256063e-05,1.1683665267385761e-06,0.8815179606025493,30,1.0
edge_q2s3_amplitude,active_s3_edge,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_all,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_topgap100,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_topgap30,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_topgap40,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_topgap50,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_s3_topgap75,0.375,1,0,0,-1.0773800200608212e-05,1.3264470451538985e-06,0.8638470451911935,25,1.0
edge_q2s3_amplitude,edge_topgap20,0.375,1,0,0,-8.762907795738758e-06,1.90209410570664e-06,0.7957705677867902,20,1.0
edge_q2s3_amplitude,active_interior,0.25,1,0,0,-8.565190162208473e-06,6.698133508671237e-07,0.8638470451911935,19,0.0
edge_q2s3_amplitude,interior_all,0.25,1,0,0,-8.565190162208473e-06,6.698133508671237e-07,0.8638470451911935,19,0.0
edge_q2s3_amplitude,active_s3_interior,0.25,1,0,0,-8.331370442287643e-06,7.981898078374454e-07,0.8293742757821553,14,0.0
edge_q2s3_amplitude,interior_s3_all,0.25,1,0,0,-8.331370442287643e-06,7.981898078374454e-07,0.8293742757821553,14,0.0
edge_q2s3_amplitude,active_topgap20,0.25,1,0,0,-8.307047281544897e-06,1.1743651386189256e-06,0.8198146002317497,20,0.65
edge_q2s3_amplitude,active_edge,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_all,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_topgap100,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_topgap40,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_topgap50,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_topgap75,0.25,1,0,0,-7.702840913095648e-06,5.894173360517262e-07,0.8942641946697567,31,1.0
edge_q2s3_amplitude,edge_topgap30,0.25,1,0,0,-7.68282212704456e-06,5.97254058160507e-07,0.8910776361529548,30,1.0
edge_q2s3_amplitude,active_s3_edge,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_all,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_topgap100,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_topgap30,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_topgap40,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_topgap50,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,edge_s3_topgap75,0.25,1,0,0,-7.474656664352237e-06,7.120754686025257e-07,0.8716685979142526,25,1.0
edge_q2s3_amplitude,active_topgap30,0.125,1,0,0,-6.884379441110938e-06,4.545414830059862e-08,0.9446697566628042,30,0.6333333333333333
edge_q2s3_amplitude,edge_topgap20,0.25,1,0,0,-6.11120501605785e-06,1.0638228327398883e-06,0.8044611819235226,20,1.0
edge_q2s3_amplitude,active_topgap10,0.75,1,0,0,-4.821247945512673e-06,1.0604791865972153e-05,0.4936268829663963,10,0.5
edge_q2s3_amplitude,active_interior,0.125,1,0,0,-4.3865162021301165e-06,2.774585379926482e-07,0.8713789107763615,19,0.0
edge_q2s3_amplitude,interior_all,0.125,1,0,0,-4.3865162021301165e-06,2.774585379926482e-07,0.8713789107763615,19,0.0
edge_q2s3_amplitude,active_topgap20,0.125,1,0,0,-4.339579130685367e-06,4.7031437211339824e-07,0.8316917728852838,20,0.65
edge_q2s3_amplitude,active_topgap10,1.0,1,0,0,-4.321505561710663e-06,1.7412497149225885e-05,0.46581691772885286,10,0.5
edge_q2s3_amplitude,active_s3_interior,0.125,1,0,0,-4.257159124011896e-06,3.343997360810079e-07,0.8316917728852838,14,0.0
edge_q2s3_amplitude,interior_s3_all,0.125,1,0,0,-4.257159124011896e-06,3.343997360810079e-07,0.8316917728852838,14,0.0
edge_q2s3_amplitude,active_topgap10,0.5,1,0,0,-4.220389245859887e-06,5.543928006649029e-06,0.5156431054461182,10,0.5
edge_q2s3_amplitude,active_edge,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_all,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_topgap100,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_topgap40,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_topgap50,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_topgap75,0.125,1,0,0,-3.997905349499475e-06,2.252365637965911e-07,0.9012166859791425,31,1.0
edge_q2s3_amplitude,edge_topgap30,0.125,1,0,0,-3.987208579382946e-06,2.25705518344977e-07,0.8983198146002318,30,1.0
edge_q2s3_amplitude,active_s3_edge,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_all,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_topgap100,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_topgap30,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_topgap40,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_topgap50,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,edge_s3_topgap75,0.125,1,0,0,-3.8811252328312e-06,2.809234752983227e-07,0.8760139049826188,25,1.0
edge_q2s3_amplitude,active_topgap10,0.375,1,0,0,-3.5413484836542267e-06,3.589673361365503e-06,0.5309965237543454,10,0.5
edge_q2s3_amplitude,edge_topgap20,0.125,1,0,0,-3.1883588852406244e-06,4.369743530717321e-07,0.813731170336037,20,1.0
edge_q2s3_amplitude,active_topgap10,0.25,1,0,0,-2.6106374116914143e-06,2.0171151866379665e-06,0.5443221320973349,10,0.5
edge_q2s3_amplitude,active_q2_all,1.0,1,0,0,-1.5374637431535573e-06,1.1207706548421295e-06,0.41251448435689453,11,0.5454545454545454
edge_q2s3_amplitude,active_topgap10,0.125,1,0,0,-1.4320909605260287e-06,8.188265991027769e-07,0.5646002317497103,10,0.5
edge_q2s3_amplitude,edge_topgap10,0.5,1,0,0,-1.273374304732859e-06,5.2553827340445446e-06,0.3939745075318656,10,1.0
edge_q2s3_amplitude,active_q2_all,0.75,1,0,0,-1.2367786851138396e-06,6.779629259931444e-07,0.41280417149478565,11,0.5454545454545454
edge_q2s3_amplitude,edge_topgap10,0.375,1,0,0,-1.2128983088210774e-06,3.4822745110599535e-06,0.4075898030127462,10,1.0
edge_q2s3_amplitude,edge_topgap10,0.25,1,0,0,-9.826590303157876e-07,2.013079063843588e-06,0.4281575898030128,10,1.0
edge_q2s3_amplitude,active_q2_all,0.5,1,0,0,-8.811832676193245e-07,3.418298378345523e-07,0.4130938586326767,11,0.5454545454545454
edge_q2s3_amplitude,edge_topgap10,0.75,1,0,0,-7.771837463890912e-07,9.89728429695255e-06,0.36732329084588644,10,1.0
edge_q2s3_amplitude,active_q2_edge,1.0,1,0,0,-7.764405738935086e-07,6.551023709605824e-07,0.2644843568945539,6,1.0
edge_q2s3_amplitude,edge_q2_all,1.0,1,0,0,-7.764405738935086e-07,6.551023709605824e-07,0.2644843568945539,6,1.0
edge_q2s3_amplitude,active_q2_all,0.375,1,0,0,-6.826288997840957e-07,2.140928977923358e-07,0.4130938586326767,11,0.5454545454545454
edge_q2s3_amplitude,active_q2_edge,0.75,1,0,0,-6.212262788387612e-07,4.147779579590971e-07,0.2644843568945539,6,1.0
edge_q2s3_amplitude,edge_q2_all,0.75,1,0,0,-6.212262788387612e-07,4.147779579590971e-07,0.2644843568945539,6,1.0
edge_q2s3_amplitude,edge_topgap10,0.125,1,0,0,-5.810407860742174e-07,8.474251295942063e-07,0.44640787949015065,10,1.0
edge_q2s3_amplitude,active_q2_all,0.25,1,0,0,-4.7015146253208515e-07,1.1341091021007461e-07,0.4130938586326767,11,0.5454545454545454
edge_q2s3_amplitude,active_q2_edge,0.5,1,0,0,-4.355475164928821e-07,2.3457051114918642e-07,0.264774044032445,6,1.0
edge_q2s3_amplitude,edge_q2_all,0.5,1,0,0,-4.355475164928821e-07,2.3457051114918642e-07,0.264774044032445,6,1.0
edge_q2s3_amplitude,active_q2_edge,0.375,1,0,0,-3.34742358739507e-07,1.6008130002590859e-07,0.26506373117033605,6,1.0
edge_q2s3_amplitude,edge_q2_all,0.375,1,0,0,-3.34742358739507e-07,1.6008130002590859e-07,0.26506373117033605,6,1.0
edge_q2s3_amplitude,active_q2_all,0.125,1,0,0,-2.4374274550983563e-07,3.9799825876954094e-08,0.41367323290845887,11,0.5454545454545454
edge_q2s3_amplitude,active_q2_edge,0.25,1,0,0,-2.2855034508270758e-07,9.615460930568759e-08,0.26506373117033605,6,1.0
edge_q2s3_amplitude,edge_q2_all,0.25,1,0,0,-2.2855034508270758e-07,9.615460930568759e-08,0.26506373117033605,6,1.0
edge_q2s3_amplitude,active_q2_edge,0.125,1,0,0,-1.1697004265349804e-07,4.279323236619183e-08,0.26506373117033605,6,1.0
edge_q2s3_amplitude,edge_q2_all,0.125,1,0,0,-1.1697004265349804e-07,4.279323236619183e-08,0.26506373117033605,6,1.0
edge_q2s3_amplitude,edge_topgap10,1.0,1,0,0,5.818392140125968e-07,1.607935158899158e-05,0.34385863267670913,10,1.0
