variant,source_id,gate_id,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,row_l1_p90,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4,renorm,source_l1,gated_l1_ratio
e356_halfs3_amp__risk_top90_damp0p5,e356_halfs3_amp,risk_top90_damp0p5,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p5_ce8365dd.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p5_ce8365dd.csv,220,375,4.33873178274594,0.42167968191609556,0.03847260502645616,2.0860494225931197,0.48079704555345437,0.9635261624941978,0.22207553053311627,0.2159244682886874,0.04976672426430356,1.057987559673291,0.2438471914490417,0.0,0.0,0.015244169696643928,0.0035135082000842303,0.0,0.0,1.0,4.63161481764324,0.9367643799347004
e356_halfs3_amp__risk_top90_damp0p5_renorm110,e356_halfs3_amp,risk_top90_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p5_renorm110_a2880e6d.csv,submission_e359_rowplacement_e356_halfs3_amp__risk_top90_damp0p5_renorm110_a2880e6d.csv,220,375,4.631614817643239,0.4501448720173261,0.041069671147335896,2.226866720464471,0.4807970455534543,1.028568317853165,0.22207553053311627,0.2305002975281137,0.04976672426430355,1.1294062651560692,0.24384719144904163,0.0,0.0,0.016273216641421145,0.003513508200084229,0.0,0.0,1.067504296085327,4.63161481764324,0.9999999999999998
e356_halfs3_amp__smooth_risk_q65,e356_halfs3_amp,smooth_risk_q65,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q65_431bad47.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q65_431bad47.csv,220,375,3.088310820571853,0.3258521428973833,0.03626710322846465,1.504001299300859,0.48699803442140815,0.6411645153007023,0.2076100990320591,0.18021808571720532,0.05835490537958056,0.7524137789221141,0.24363278913188918,0.0,0.0,0.010513141330973072,0.0034041720350629677,0.0,0.0,1.05,4.63161481764324,0.6667892176196368
e356_halfs3_amp__smooth_risk_q65_renorm115,e356_halfs3_amp,smooth_risk_q65_renorm115,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q65_renorm115_16ebca72.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q65_renorm115_16ebca72.csv,220,375,3.3824356606263155,0.3568856803161816,0.039721113059747,1.6472395182818929,0.48699803442140815,0.7022278024721976,0.2076100990320591,0.19738171292836768,0.05835490537958055,0.8240722340575534,0.24363278913188918,0.0,0.0,0.011514392886303838,0.0034041720350629677,0.0,0.0,1.15,4.63161481764324,0.7302929526310309
e356_halfs3_amp__smooth_risk_q75,e356_halfs3_amp,smooth_risk_q75,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q75_4f666abf.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q75_4f666abf.csv,220,375,3.82531199732374,0.39802194693240633,0.03870669601374917,1.8674001367936814,0.48816936712617154,0.8082732990559787,0.21129604581834419,0.2152318993053994,0.05626518816137865,0.9209563043761076,0.24075325228907496,0.0,0.0,0.013450357792573083,0.003516146605030702,0.0,0.0,1.05,4.63161481764324,0.825913239320324
e356_halfs3_amp__smooth_risk_q75_renorm115,e356_halfs3_amp,smooth_risk_q75_renorm115,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q75_renorm115_40227654.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q75_renorm115_40227654.csv,220,375,4.189627425640286,0.43592879902120685,0.04239304801505861,2.04524776886927,0.48816936712617165,0.8852517084898812,0.2112960458183442,0.23573017542972316,0.05626518816137866,1.0086664286024034,0.240753252289075,0.0,0.0,0.014731344249008613,0.0035161466050307026,0.0,0.0,1.15,4.63161481764324,0.9045716430651166
e356_halfs3_amp__smooth_risk_q85,e356_halfs3_amp,smooth_risk_q85,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q85_0dc363ac.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q85_0dc363ac.csv,220,375,4.545590363936862,0.4533163809902935,0.041030959013479563,2.218976965748387,0.4881603462012285,0.9828014375662549,0.21620985589978822,0.23671422939502018,0.05207557444529731,1.0909367259335776,0.23999890852213415,0.0,0.0,0.016161005293622417,0.003555314931551736,0.0,0.0,1.05,4.63161481764324,0.9814266822494209
e356_halfs3_amp__smooth_risk_q85_renorm115,e356_halfs3_amp,smooth_risk_q85_renorm115,analysis_outputs/submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q85_renorm115_41a4db63.csv,submission_e359_rowplacement_e356_halfs3_amp__smooth_risk_q85_renorm115_41a4db63.csv,220,375,4.63161481764324,0.4618953093381326,0.04180746229503051,2.2609706928514637,0.48816034620122845,1.001400772305969,0.21620985589978825,0.2411940022381227,0.05207557444529732,1.1115825009293212,0.23999890852213418,0.0,0.0,0.016466849318363286,0.0035553149315517367,0.0,0.0,1.0698710550577346,4.63161481764324,1.0
e357_fulls3_noamp__badcluster_rate_top20_damp0p2,e357_fulls3_noamp,badcluster_rate_top20_damp0p2,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__badcluster_rate_top20_damp0p2_37526b52.csv,submission_e359_rowplacement_e357_fulls3_noamp__badcluster_rate_top20_damp0p2_37526b52.csv,220,375,4.065678213713522,0.42364655788458194,0.039038015485703445,1.9811349617915606,0.48728277489084054,0.8658457499952787,0.21296465300052114,0.22699800426759634,0.055832752208950696,0.9622361059950126,0.23667296215165107,0.0,0.0,0.029463391664073774,0.007246857748036683,0.0,0.0,1.1,4.624519694746361,0.8791568599723544
e357_fulls3_noamp__cluster3-6-5_damp0p35,e357_fulls3_noamp,cluster3-6-5_damp0p35,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__cluster3-6-5_damp0p35_f4bbafbf.csv,submission_e359_rowplacement_e357_fulls3_noamp__cluster3-6-5_damp0p35_f4bbafbf.csv,220,375,3.687438818264834,0.3824595097812289,0.038687091442955776,1.6884199821257286,0.45788420237986044,0.8912557499948773,0.2417004847864209,0.18954647644396336,0.05140328715559723,0.8913170256124585,0.24171710217876316,0.0,0.0,0.026899584087805812,0.007294923499358212,0.0,0.0,1.1,4.624519694746361,0.7973668751922306
e357_fulls3_noamp__cluster3-6_damp0p25,e357_fulls3_noamp,cluster3-6_damp0p25,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__cluster3-6_damp0p25_04866f6a.csv,submission_e359_rowplacement_e357_fulls3_noamp__cluster3-6_damp0p25_04866f6a.csv,220,375,4.1295090543702395,0.4252082284741341,0.039038015485703445,2.01028877451593,0.4868105985597614,0.8821807499951846,0.21362848183165434,0.2285050150669937,0.05533466861518756,0.9787306267983317,0.23700895528066368,0.0,0.0,0.029803887993799048,0.00721729571273315,0.0,0.0,1.1,4.624519694746361,0.8929595562240824
e357_fulls3_noamp__cluster3_damp0p0,e357_fulls3_noamp,cluster3_damp0p0,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__cluster3_damp0p0_effa17d8.csv,submission_e359_rowplacement_e357_fulls3_noamp__cluster3_damp0p0_effa17d8.csv,188,328,4.4527046160143176,0.45582950296836744,0.05708930882398116,2.19320708940817,0.4925561604783348,0.9457057499959722,0.2123890604812874,0.2505198373400327,0.05626239756372539,1.0323339715643696,0.23184425210950269,0.0,0.0,0.030937967705771917,0.006948129367149659,0.0,0.0,1.1,4.624519694746361,0.9628469354499166
e357_fulls3_noamp__goodboost20_riskdamp80,e357_fulls3_noamp,goodboost20_riskdamp80,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__goodboost20_riskdamp80_cc07bbd2.csv,submission_e359_rowplacement_e357_fulls3_noamp__goodboost20_riskdamp80_cc07bbd2.csv,220,375,4.335411039022513,0.438656286113573,0.0422971921445554,2.179552982925078,0.5027327197599453,0.8941475812449942,0.20624286214083956,0.23300324450482812,0.05374421073517458,0.9981074526978548,0.2302221043665779,0.0,0.0,0.030599777649757725,0.007058102997462711,0.0,0.0,1.05,4.624519694746361,0.93748352806189
e357_fulls3_noamp__goodboost30_riskdamp80,e357_fulls3_noamp,goodboost30_riskdamp80,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__goodboost30_riskdamp80_5ebdbeff.csv,submission_e359_rowplacement_e357_fulls3_noamp__goodboost30_riskdamp80_5ebdbeff.csv,220,375,4.388032142618801,0.44283743741369397,0.04297019535468108,2.184840060368154,0.4979088551216102,0.8994360374949818,0.20497480607746718,0.24644570947474131,0.05616315046581704,1.0258276781832332,0.2337785241406672,0.0,0.0,0.0314826570976918,0.007174664194438371,0.0,0.0,1.05,4.624519694746361,0.9488622456519713
e357_fulls3_noamp__goodboost30_riskdamp90,e357_fulls3_noamp,goodboost30_riskdamp90,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__goodboost30_riskdamp90_67037428.csv,submission_e359_rowplacement_e357_fulls3_noamp__goodboost30_riskdamp90_67037428.csv,220,375,4.624519694746359,0.45452411124656805,0.044299355824255135,2.220897851144973,0.4802440032135666,0.9978637643655299,0.21577673579791284,0.24299155056062677,0.0525441703354999,1.1297177352563617,0.24428866343455435,0.0,0.0,0.033048793418868905,0.007146427218466311,0.0,0.0,1.0352833028923476,4.624519694746361,0.9999999999999997
e357_fulls3_noamp__risk_top70_damp0p0,e357_fulls3_noamp,risk_top70_damp0p0,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p0_11f0fa2e.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p0_11f0fa2e.csv,155,266,3.241316966295922,0.36789869563340366,0.035290958669869525,1.5633215428287068,0.4823106037097084,0.6617324999959912,0.20415544264163674,0.17976884418411357,0.05546166760406277,0.813794708044713,0.2510691538367791,0.0,0.0,0.0226993712423977,0.007003132207813001,0.0,0.0,1.0,4.624519694746361,0.7008980781243481
e357_fulls3_noamp__risk_top70_damp0p0_renorm110,e357_fulls3_noamp,risk_top70_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p0_renorm110_838593fa.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p0_renorm110_838593fa.csv,155,266,3.5654486629255153,0.40468856519674407,0.03882005453685648,1.7196536971115777,0.48231060370970835,0.7279057499955903,0.2041554426416367,0.19774572860252493,0.05546166760406276,0.8951741788491845,0.2510691538367791,0.0,0.0,0.024969308366637473,0.007003132207813,0.0,0.0,1.1,4.624519694746361,0.7709878859367832
e357_fulls3_noamp__risk_top70_damp0p25,e357_fulls3_noamp,risk_top70_damp0p25,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p25_a6bcd4e1.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p25_a6bcd4e1.csv,220,375,3.5871176484085323,0.3729371088722026,0.035290958669869525,1.728762967435502,0.4819365119520093,0.7524824999955779,0.2097735769356285,0.19189712792398383,0.05349619018186407,0.8890161307717431,0.24783578848219986,0.0,0.0,0.024958922281725124,0.006957932448298274,0.0,0.0,1.0,4.624519694746361,0.7756735585932613
e357_fulls3_noamp__risk_top70_damp0p25_renorm110,e357_fulls3_noamp,risk_top70_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p25_renorm110_3f82d8ef.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p25_renorm110_3f82d8ef.csv,220,375,3.9458294132493856,0.4102308197594229,0.03882005453685648,1.9016392641790525,0.48193651195200926,0.8277307499951359,0.20977357693562848,0.21108684071638223,0.05349619018186406,0.9779177438489175,0.24783578848219984,0.0,0.0,0.02745481450989764,0.006957932448298273,0.0,0.0,1.1,4.624519694746361,0.8532409144525874
e357_fulls3_noamp__risk_top70_damp0p5,e357_fulls3_noamp,risk_top70_damp0p5,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p5_9cb33c0a.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p5_9cb33c0a.csv,220,375,3.932918330521142,0.3876596418890532,0.03537091077483587,1.8942043920422975,0.4816282040088284,0.8432324999951648,0.21440376563411373,0.20402541166385413,0.05187634080284072,0.964237553498773,0.24517100851443413,0.0,0.0,0.02721847332105255,0.0069206810397829666,0.0,0.0,1.0,4.624519694746361,0.8504490390621742
e357_fulls3_noamp__risk_top70_damp0p5_renorm110,e357_fulls3_noamp,risk_top70_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p5_renorm110_4ab37283.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top70_damp0p5_renorm110_4ab37283.csv,220,375,4.326210163573256,0.42642560607795854,0.038908001852319456,2.083624831246527,0.48162820400882833,0.9275557499946812,0.21440376563411367,0.22442795283023953,0.05187634080284071,1.0606613088486505,0.24517100851443416,0.0,0.0,0.029940320653157805,0.0069206810397829666,0.0,0.0,1.1,4.624519694746361,0.9354939429683916
e357_fulls3_noamp__risk_top80_damp0p0,e357_fulls3_noamp,risk_top80_damp0p0,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p0_9e3a581c.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p0_9e3a581c.csv,177,302,3.5975908254238425,0.3908493378967142,0.035586083109466725,1.8271660072595088,0.5078859981371687,0.7277324999960502,0.2022832877083274,0.20141845526175303,0.05598703828082599,0.8150178064749993,0.22654544277668925,0.0,0.0,0.026256056431530884,0.007298233096988617,0.0,0.0,1.0,4.624519694746361,0.7779382644884936
e357_fulls3_noamp__risk_top80_damp0p0_renorm110,e357_fulls3_noamp,risk_top80_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p0_renorm110_79987533.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p0_renorm110_79987533.csv,177,302,3.9573499079662273,0.42993427168638565,0.0391446914204134,2.00988260798546,0.5078859981371687,0.8005057499956553,0.2022832877083274,0.22156030078792832,0.05598703828082598,0.8965195871224992,0.22654544277668923,0.0,0.0,0.028881662074683977,0.007298233096988618,0.0,0.0,1.1,4.624519694746361,0.8557320909373431
e357_fulls3_noamp__risk_top80_damp0p25,e357_fulls3_noamp,risk_top80_damp0p25,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p25_5a0e0804.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p25_5a0e0804.csv,220,375,3.8543230427544724,0.39421755692973764,0.035586083109466725,1.9266463157586036,0.4998663304520878,0.8019824999956223,0.2080735037254401,0.20813433623221345,0.054000231408592905,0.8899334545944577,0.23089228503235976,0.0,0.0,0.027626436173575013,0.007167649381519386,0.0,0.0,1.0,4.624519694746361,0.8334536983663703
e357_fulls3_noamp__risk_top80_damp0p25_renorm110,e357_fulls3_noamp,risk_top80_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p25_renorm110_3fc7ddce.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p25_renorm110_3fc7ddce.csv,220,375,4.239755347029919,0.43363931262271144,0.0391446914204134,2.119310947334464,0.4998663304520878,0.8821807499951846,0.20807350372544012,0.22894776985543477,0.05400023140859291,0.9789268000539035,0.23089228503235978,0.0,0.0,0.030389079790932517,0.007167649381519388,0.0,0.0,1.1,4.624519694746361,0.9167990682030072
e357_fulls3_noamp__risk_top80_damp0p5,e357_fulls3_noamp,risk_top80_damp0p5,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p5_b5473962.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p5_b5473962.csv,220,375,4.111055260085102,0.4041538246308008,0.03567446451950296,2.0261266242576985,0.4928483068397762,0.8762324999951943,0.21314053073007233,0.21485021720267383,0.05226157363747678,0.9648491027139162,0.23469621342281424,0.0,0.0,0.02899681591561914,0.007053375369860361,0.0,0.0,1.0,4.624519694746361,0.8889691322442469
e357_fulls3_noamp__risk_top80_damp0p5_renorm110,e357_fulls3_noamp,risk_top80_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p5_renorm110_7533e9e7.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top80_damp0p5_renorm110_7533e9e7.csv,220,375,4.522160786093613,0.4445692070938809,0.039241910971453256,2.228739286683468,0.4928483068397762,0.9638557499947138,0.2131405307300724,0.23633523892294123,0.05226157363747679,1.061334012985308,0.23469621342281427,0.0,0.0,0.03189649750718106,0.007053375369860363,0.0,0.0,1.1,4.624519694746361,0.9778660454686716
e357_fulls3_noamp__risk_top90_damp0p0,e357_fulls3_noamp,risk_top90_damp0p0,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p0_d6e1251a.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p0_d6e1251a.csv,200,337,4.040412432894537,0.41196791913498454,0.0372083456479919,1.926254893257777,0.4767470958101708,0.8927324999941137,0.22095083480241728,0.20141845526175303,0.04985096412978256,0.9907674809940334,0.245214442200954,0.0,0.0,0.029239103386859915,0.007236663056675411,0.0,0.0,1.0,4.624519694746361,0.8736934210669719
e357_fulls3_noamp__risk_top90_damp0p0_renorm110,e357_fulls3_noamp,risk_top90_damp0p0_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p0_renorm110_86637348.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p0_renorm110_86637348.csv,200,337,4.444453676183992,0.453164711048483,0.04092918021279109,2.118880382583555,0.47674709581017083,0.9820057499935252,0.22095083480241728,0.22156030078792832,0.04985096412978255,1.089844229093437,0.24521444220095404,0.0,0.0,0.032163013725545905,0.007236663056675411,0.0,0.0,1.1,4.624519694746361,0.9610627631736693
e357_fulls3_noamp__risk_top90_damp0p25,e357_fulls3_noamp,risk_top90_damp0p25,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p25_b0430b48.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p25_b0430b48.csv,220,375,4.186439248357493,0.4138866947153271,0.0372083456479919,2.000962980257305,0.4779629803638885,0.9257324999941701,0.2211264621497545,0.20813433623221345,0.04971631591545794,1.0217457104837333,0.24406079961260746,0.0,0.0,0.029863721390071783,0.007133441958291526,0.0,0.0,1.0,4.624519694746361,0.905270065800229
e357_fulls3_noamp__risk_top90_damp0p25_renorm110,e357_fulls3_noamp,risk_top90_damp0p25_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p25_renorm110_274aae28.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p25_renorm110_274aae28.csv,220,375,4.605083173193243,0.4552753641868598,0.04092918021279109,2.201059278283035,0.4779629803638885,1.018305749993587,0.22112646214975454,0.22894776985543477,0.04971631591545794,1.1239202815321068,0.24406079961260754,0.0,0.0,0.032850093529078965,0.007133441958291528,0.0,0.0,1.1,4.624519694746361,0.9957970723802521
e357_fulls3_noamp__risk_top90_damp0p5,e357_fulls3_noamp,risk_top90_damp0p5,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p5_2d1be022.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p5_2d1be022.csv,220,375,4.3324660638204495,0.4195903777022133,0.03830673933608371,2.075671067256833,0.4790969015522922,0.9587324999942262,0.2212902503727399,0.21485021720267383,0.04959074440232658,1.0527239399734332,0.24298492462861246,0.0,0.0,0.03048833939328366,0.007037179044028904,0.0,0.0,1.0,4.624519694746361,0.936846710533486
e357_fulls3_noamp__risk_top90_damp0p5_renorm110,e357_fulls3_noamp,risk_top90_damp0p5_renorm110,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p5_renorm110_3c9c4c9c.csv,submission_e359_rowplacement_e357_fulls3_noamp__risk_top90_damp0p5_renorm110_3c9c4c9c.csv,220,375,4.624519694746361,0.4478751678204412,0.04088901514557273,2.2155930569205333,0.4790969015522922,1.023361121104089,0.22129025037273994,0.22933337416569216,0.049590744402326595,1.1236885694714784,0.24298492462861251,0.0,0.0,0.03254357308456803,0.007037179044028905,0.0,0.0,1.0674104832268145,4.624519694746361,1.0
e357_fulls3_noamp__smooth_risk_q65,e357_fulls3_noamp,smooth_risk_q65,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q65_1492cb80.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q65_1492cb80.csv,220,375,3.083511535637949,0.3242370053807181,0.03622774287524917,1.4965187057719946,0.485329368311372,0.6379746420902501,0.20689873694870392,0.1793214783255772,0.05815495620919651,0.7486704267881813,0.24279799771635635,0.0,0.0,0.021026282661945953,0.006818940814371176,0.0,0.0,1.05,4.624519694746361,0.6667744412767754
e357_fulls3_noamp__smooth_risk_q65_renorm115,e357_fulls3_noamp,smooth_risk_q65_renorm115,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q65_renorm115_7d47ee67.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q65_renorm115_7d47ee67.csv,220,375,3.377179300936801,0.3551167201788817,0.039678004101463375,1.6390442967978984,0.485329368311372,0.6987341318131312,0.20689873694870398,0.19639971435658457,0.05815495620919652,0.8199723721965794,0.24279799771635638,0.0,0.0,0.023028785772607467,0.006818940814371176,0.0,0.0,1.15,4.624519694746361,0.7302767690174207
e357_fulls3_noamp__smooth_risk_q75,e357_fulls3_noamp,smooth_risk_q75,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q75_d27cb741.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q75_d27cb741.csv,220,375,3.8197978693475063,0.39604961936826893,0.038556387993147576,1.8581095888494286,0.4864418622147744,0.8042520388616694,0.21054832385647956,0.21416109383621817,0.056066080238115046,0.9163744322150446,0.2399012889055249,0.0,0.0,0.026900715585145916,0.007042444785106147,0.0,0.0,1.05,4.624519694746361,0.8259880206990899
e357_fulls3_noamp__smooth_risk_q75_renorm115,e357_fulls3_noamp,smooth_risk_q75_renorm115,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q75_renorm115_830d21e6.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q75_renorm115_830d21e6.csv,220,375,4.183588142618698,0.4337686307366755,0.042228424944875914,2.035072406835088,0.48644186221477437,0.8808474711342094,0.21054832385647962,0.23455738848728655,0.056066080238115046,1.0036481876640964,0.23990128890552492,0.0,0.0,0.029462688498016955,0.007042444785106148,0.0,0.0,1.15,4.624519694746361,0.9046535464799557
e357_fulls3_noamp__smooth_risk_q85,e357_fulls3_noamp,smooth_risk_q85,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q85_6932842f.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q85_6932842f.csv,220,375,4.539216894809379,0.4510703977772121,0.040956777184022325,2.207937279351624,0.4864136987761947,0.9779118781753774,0.2154362527363751,0.2355365466617115,0.05188924700448856,1.0855091800334242,0.23914018765543238,0.0,0.0,0.032322010587242524,0.007120613827509085,0.0,0.0,1.05,4.624519694746361,0.981554235776336
e357_fulls3_noamp__smooth_risk_q85_renorm115,e357_fulls3_noamp,smooth_risk_q85_renorm115,analysis_outputs/submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q85_renorm115_1291bbcb.csv,submission_e359_rowplacement_e357_fulls3_noamp__smooth_risk_q85_renorm115_1291bbcb.csv,220,375,4.624519694746361,0.45954709514390624,0.041726453507307804,2.249429729784937,0.48641369877619484,0.9962891937417213,0.2154362527363751,0.239962844717816,0.05188924700448857,1.1059085076178878,0.2391401876554324,0.0,0.0,0.03292941888399904,0.007120613827509087,0.0,0.0,1.069732024710309,4.624519694746361,1.0
